year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_pc_act_fte_t
2016,NUTS,2010,HU10,2,1.2246
2017,NUTS,2010,HU11,2,2.0619
2018,NUTS,2010,HU11,2,2.6679
2019,NUTS,2010,HU11,2,2.7873
2017,NUTS,2010,HU12,2,0.2622
2018,NUTS,2010,HU12,2,0.3729
2019,NUTS,2010,HU12,2,0.3513
2011,NUTS,2010,HU2,1,0.2577
2012,NUTS,2010,HU2,1,0.2849
2013,NUTS,2010,HU2,1,0.3079
2014,NUTS,2010,HU2,1,0.2847
2015,NUTS,2010,HU2,1,0.2567
2016,NUTS,2010,HU2,1,0.2669
2017,NUTS,2010,HU2,1,0.3048
2018,NUTS,2010,HU2,1,0.4501
2019,NUTS,2010,HU2,1,0.4437
2011,NUTS,2010,HU21,2,0.2742
2012,NUTS,2010,HU21,2,0.3529
2013,NUTS,2010,HU21,2,0.3821
2014,NUTS,2010,HU21,2,0.3661
2015,NUTS,2010,HU21,2,0.35
2016,NUTS,2010,HU21,2,0.3669
2017,NUTS,2010,HU21,2,0.3972
2018,NUTS,2010,HU21,2,0.4857
2019,NUTS,2010,HU21,2,0.507
2011,NUTS,2010,HU22,2,0.2343
2012,NUTS,2010,HU22,2,0.2415
2013,NUTS,2010,HU22,2,0.2805
2014,NUTS,2010,HU22,2,0.2423
2015,NUTS,2010,HU22,2,0.2182
2016,NUTS,2010,HU22,2,0.2185
2017,NUTS,2010,HU22,2,0.2533
2018,NUTS,2010,HU22,2,0.399
2019,NUTS,2010,HU22,2,0.4014
2011,NUTS,2010,HU23,2,0.2637
2012,NUTS,2010,HU23,2,0.2478
2013,NUTS,2010,HU23,2,0.2446
2014,NUTS,2010,HU23,2,0.2319
2015,NUTS,2010,HU23,2,0.1817
2016,NUTS,2010,HU23,2,0.197
2017,NUTS,2010,HU23,2,0.2483
2018,NUTS,2010,HU23,2,0.4676
2019,NUTS,2010,HU23,2,0.4142
2011,NUTS,2010,HU3,1,0.2819
2012,NUTS,2010,HU3,1,0.2854
2013,NUTS,2010,HU3,1,0.2869
2014,NUTS,2010,HU3,1,0.2641
2015,NUTS,2010,HU3,1,0.2475
2016,NUTS,2010,HU3,1,0.2422
2017,NUTS,2010,HU3,1,0.2667
2018,NUTS,2010,HU3,1,0.3432
2019,NUTS,2010,HU3,1,0.374
2011,NUTS,2010,HU31,2,0.1964
2012,NUTS,2010,HU31,2,0.2074
2013,NUTS,2010,HU31,2,0.1965
2014,NUTS,2010,HU31,2,0.1714
2015,NUTS,2010,HU31,2,0.1615
2016,NUTS,2010,HU31,2,0.159
2017,NUTS,2010,HU31,2,0.1964
2018,NUTS,2010,HU31,2,0.2242
2019,NUTS,2010,HU31,2,0.266
2011,NUTS,2010,HU32,2,0.2784
2012,NUTS,2010,HU32,2,0.2862
2013,NUTS,2010,HU32,2,0.2678
2014,NUTS,2010,HU32,2,0.242
2015,NUTS,2010,HU32,2,0.2371
2016,NUTS,2010,HU32,2,0.2349
2017,NUTS,2010,HU32,2,0.2493
2018,NUTS,2010,HU32,2,0.3082
2019,NUTS,2010,HU32,2,0.3241
2011,NUTS,2010,HU33,2,0.3613
2012,NUTS,2010,HU33,2,0.3523
2013,NUTS,2010,HU33,2,0.3855
2014,NUTS,2010,HU33,2,0.37
2015,NUTS,2010,HU33,2,0.3341
2016,NUTS,2010,HU33,2,0.3218
2017,NUTS,2010,HU33,2,0.3485
2018,NUTS,2010,HU33,2,0.4889
2019,NUTS,2010,HU33,2,0.5263
2011,NUTS,2010,IE,0,0.7001
2012,NUTS,2010,IE,0,1.0294
2013,NUTS,2010,IE,0,1.0815
2014,NUTS,2010,IE,0,1.1161
2015,NUTS,2010,IE,0,1.0026
2016,NUTS,2010,IE,0,1.0764
2017,NUTS,2010,IE,0,1.0721
2018,NUTS,2010,IE,0,0.9865
2019,NUTS,2010,IE,0,0.9994
2020,NUTS,2010,IE,0,1.0225
2011,NUTS,2010,IE0,1,0.6844
2013,NUTS,2010,IE0,1,0.7499
2015,NUTS,2010,IE0,1,1.0948
2017,NUTS,2010,IE0,1,1.0959
2011,NUTS,2010,IE01,2,0.5066
2013,NUTS,2010,IE01,2,0.5453
2015,NUTS,2010,IE01,2,0.4219
2017,NUTS,2010,IE01,2,1.5436
2011,NUTS,2010,IE02,2,0.7456
2013,NUTS,2010,IE02,2,0.8214
2015,NUTS,2010,IE02,2,1.3272
2017,NUTS,2010,IE02,2,1.0314
2011,NUTS,2010,IS,0,1.3206
2013,NUTS,2010,IS,0,1.056
2015,NUTS,2010,IS,0,1.0743
2016,NUTS,2010,IS,0,1.186
2017,NUTS,2010,IS,0,1.0847
2018,NUTS,2010,IS,0,1.0622
2011,NUTS,2010,IT,0,0.4401
2012,NUTS,2010,IT,0,0.45
2013,NUTS,2010,IT,0,0.4743
2014,NUTS,2010,IT,0,0.479
2015,NUTS,2010,IT,0,0.511
2016,NUTS,2010,IT,0,0.5369
2017,NUTS,2010,IT,0,0.561
2018,NUTS,2010,IT,0,0.6085
2019,NUTS,2010,IT,0,0.6441
2020,NUTS,2010,IT,0,0.6728
2011,NUTS,2010,ITC,1,0.4926
2012,NUTS,2010,ITC,1,0.4957
2013,NUTS,2010,ITC,1,0.507
2014,NUTS,2010,ITC,1,0.519
2015,NUTS,2010,ITC,1,0.5593
2016,NUTS,2010,ITC,1,0.5893
2017,NUTS,2010,ITC,1,0.6061
2018,NUTS,2010,ITC,1,0.6621
2019,NUTS,2010,ITC,1,0.6954
2011,NUTS,2010,ITC1,2,0.5305
2012,NUTS,2010,ITC1,2,0.527
2013,NUTS,2010,ITC1,2,0.5652
2014,NUTS,2010,ITC1,2,0.593
2015,NUTS,2010,ITC1,2,0.6513
2016,NUTS,2010,ITC1,2,0.652
2017,NUTS,2010,ITC1,2,0.6595
2018,NUTS,2010,ITC1,2,0.7151
2019,NUTS,2010,ITC1,2,0.7262
2011,NUTS,2010,ITC2,2,0.2757
2012,NUTS,2010,ITC2,2,0.3329
2013,NUTS,2010,ITC2,2,0.3161
2014,NUTS,2010,ITC2,2,0.338
2015,NUTS,2010,ITC2,2,0.2927
2016,NUTS,2010,ITC2,2,0.3711
2017,NUTS,2010,ITC2,2,0.3735
2018,NUTS,2010,ITC2,2,0.346
2019,NUTS,2010,ITC2,2,0.3564
2011,NUTS,2010,ITC3,2,0.4784
2012,NUTS,2010,ITC3,2,0.5016
2013,NUTS,2010,ITC3,2,0.5026
2014,NUTS,2010,ITC3,2,0.5016
2015,NUTS,2010,ITC3,2,0.6061
2016,NUTS,2010,ITC3,2,0.5555
2017,NUTS,2010,ITC3,2,0.5825
2018,NUTS,2010,ITC3,2,0.6055
2019,NUTS,2010,ITC3,2,0.7176
2011,NUTS,2010,ITC4,2,0.4806
2012,NUTS,2010,ITC4,2,0.4832
2013,NUTS,2010,ITC4,2,0.485
2014,NUTS,2010,ITC4,2,0.4919
2015,NUTS,2010,ITC4,2,0.5161
2016,NUTS,2010,ITC4,2,0.5702
2017,NUTS,2010,ITC4,2,0.5896
2018,NUTS,2010,ITC4,2,0.6518
2019,NUTS,2010,ITC4,2,0.6837
2011,NUTS,2010,ITF,1,0.2845
2012,NUTS,2010,ITF,1,0.2932
2013,NUTS,2010,ITF,1,0.3089
2014,NUTS,2010,ITF,1,0.32
2017,NUTS,2010,ITF,1,0.365
2018,NUTS,2010,ITF,1,0.3905
2019,NUTS,2010,ITF,1,0.4294
2011,NUTS,2010,ITF1,2,0.2971
2012,NUTS,2010,ITF1,2,0.2558
2013,NUTS,2010,ITF1,2,0.2767
2014,NUTS,2010,ITF1,2,0.2898
2015,NUTS,2010,ITF1,2,0.348
2016,NUTS,2010,ITF1,2,0.3828
2017,NUTS,2010,ITF1,2,0.4218
2018,NUTS,2010,ITF1,2,0.4053
2019,NUTS,2010,ITF1,2,0.4386
2012,NUTS,2010,ITF2,2,0.164
2013,NUTS,2010,ITF2,2,0.2345
2014,NUTS,2010,ITF2,2,0.2278
2017,NUTS,2010,ITF2,2,0.4558
2018,NUTS,2010,ITF2,2,0.471
2019,NUTS,2010,ITF2,2,0.4994
2011,NUTS,2010,ITF3,2,0.3587
2012,NUTS,2010,ITF3,2,0.3925
2013,NUTS,2010,ITF3,2,0.3918
2014,NUTS,2010,ITF3,2,0.4054
2015,NUTS,2010,ITF3,2,0.4418
2016,NUTS,2010,ITF3,2,0.4366
2017,NUTS,2010,ITF3,2,0.4356
2018,NUTS,2010,ITF3,2,0.4744
2019,NUTS,2010,ITF3,2,0.5409
2011,NUTS,2010,ITF4,2,0.2534
2012,NUTS,2010,ITF4,2,0.2476
2013,NUTS,2010,ITF4,2,0.2541
2014,NUTS,2010,ITF4,2,0.2702
2015,NUTS,2010,ITF4,2,0.2875
2016,NUTS,2010,ITF4,2,0.2973
2017,NUTS,2010,ITF4,2,0.3098
2018,NUTS,2010,ITF4,2,0.334
2019,NUTS,2010,ITF4,2,0.3603
2012,NUTS,2010,ITF5,2,0.2629
2013,NUTS,2010,ITF5,2,0.261
2014,NUTS,2010,ITF5,2,0.2539
2015,NUTS,2010,ITF5,2,0.2668
2017,NUTS,2010,ITF5,2,0.292
2018,NUTS,2010,ITF5,2,0.2961
2019,NUTS,2010,ITF5,2,0.319
2011,NUTS,2010,ITF6,2,0.1573
2012,NUTS,2010,ITF6,2,0.1687
2013,NUTS,2010,ITF6,2,0.2316
2014,NUTS,2010,ITF6,2,0.2377
2015,NUTS,2010,ITF6,2,0.2532
2016,NUTS,2010,ITF6,2,0.2376
2017,NUTS,2010,ITF6,2,0.2265
2018,NUTS,2010,ITF6,2,0.2606
2019,NUTS,2010,ITF6,2,0.2572
2011,NUTS,2010,ITG,1,0.2667
2012,NUTS,2010,ITG,1,0.2819
2013,NUTS,2010,ITG,1,0.3072
2014,NUTS,2010,ITG,1,0.3238
2015,NUTS,2010,ITG,1,0.322
2016,NUTS,2010,ITG,1,0.2932
2017,NUTS,2010,ITG,1,0.3032
2018,NUTS,2010,ITG,1,0.3135
2019,NUTS,2010,ITG,1,0.3259
2011,NUTS,2010,ITG1,2,0.2616
2012,NUTS,2010,ITG1,2,0.2721
2013,NUTS,2010,ITG1,2,0.3045
2014,NUTS,2010,ITG1,2,0.3205
2015,NUTS,2010,ITG1,2,0.309
2016,NUTS,2010,ITG1,2,0.2941
2017,NUTS,2010,ITG1,2,0.2997
2018,NUTS,2010,ITG1,2,0.3159
2019,NUTS,2010,ITG1,2,0.3313
2011,NUTS,2010,ITG2,2,0.2791
2012,NUTS,2010,ITG2,2,0.306
2013,NUTS,2010,ITG2,2,0.314
2014,NUTS,2010,ITG2,2,0.332
2015,NUTS,2010,ITG2,2,0.3546
2016,NUTS,2010,ITG2,2,0.2909
2017,NUTS,2010,ITG2,2,0.3124
2018,NUTS,2010,ITG2,2,0.3077
2019,NUTS,2010,ITG2,2,0.3127
2011,NUTS,2010,ITH,1,0.4635
2012,NUTS,2010,ITH,1,0.484
2013,NUTS,2010,ITH,1,0.5257
2014,NUTS,2010,ITH,1,0.5213
2015,NUTS,2010,ITH,1,0.5348
2016,NUTS,2010,ITH,1,0.5957
2017,NUTS,2010,ITH,1,0.6446
2018,NUTS,2010,ITH,1,0.6931
2019,NUTS,2010,ITH,1,0.7143
2011,NUTS,2010,ITH1,2,0.2437
2012,NUTS,2010,ITH1,2,0.2406
2013,NUTS,2010,ITH1,2,0.284
2014,NUTS,2010,ITH1,2,0.3586
2015,NUTS,2010,ITH1,2,0.315
2016,NUTS,2010,ITH1,2,0.4077
2017,NUTS,2010,ITH1,2,0.4016
2018,NUTS,2010,ITH1,2,0.4382
2019,NUTS,2010,ITH1,2,0.4792
2011,NUTS,2010,ITH2,2,0.6756
2012,NUTS,2010,ITH2,2,0.7499
2013,NUTS,2010,ITH2,2,0.8455
2014,NUTS,2010,ITH2,2,0.8357
2015,NUTS,2010,ITH2,2,0.8813
2016,NUTS,2010,ITH2,2,0.8943
2017,NUTS,2010,ITH2,2,0.8992
2018,NUTS,2010,ITH2,2,0.9366
2019,NUTS,2010,ITH2,2,0.9861
2011,NUTS,2010,ITH3,2,0.364
2012,NUTS,2010,ITH3,2,0.3651
2013,NUTS,2010,ITH3,2,0.4
2014,NUTS,2010,ITH3,2,0.3982
2015,NUTS,2010,ITH3,2,0.4038
2016,NUTS,2010,ITH3,2,0.4536
2017,NUTS,2010,ITH3,2,0.4935
2018,NUTS,2010,ITH3,2,0.5441
2019,NUTS,2010,ITH3,2,0.5708
2011,NUTS,2010,ITH4,2,0.667
2012,NUTS,2010,ITH4,2,0.7206
2013,NUTS,2010,ITH4,2,0.6359
2014,NUTS,2010,ITH4,2,0.6267
2015,NUTS,2010,ITH4,2,0.6581
2016,NUTS,2010,ITH4,2,0.6902
2017,NUTS,2010,ITH4,2,0.7439
2018,NUTS,2010,ITH4,2,0.7646
2019,NUTS,2010,ITH4,2,0.7472
2011,NUTS,2010,ITH5,2,0.5198
2012,NUTS,2010,ITH5,2,0.55
2013,NUTS,2010,ITH5,2,0.6228
2014,NUTS,2010,ITH5,2,0.6082
2015,NUTS,2010,ITH5,2,0.6273
2016,NUTS,2010,ITH5,2,0.7098
2017,NUTS,2010,ITH5,2,0.7814
2018,NUTS,2010,ITH5,2,0.8378
2019,NUTS,2010,ITH5,2,0.8565
2011,NUTS,2010,ITI,1,0.5221
2012,NUTS,2010,ITI,1,0.5231
2013,NUTS,2010,ITI,1,0.5392
2014,NUTS,2010,ITI,1,0.5233
2017,NUTS,2010,ITI,1,0.6229
2018,NUTS,2010,ITI,1,0.6814
2019,NUTS,2010,ITI,1,0.7287
2011,NUTS,2010,ITI1,2,0.5133
2012,NUTS,2010,ITI1,2,0.5399
2013,NUTS,2010,ITI1,2,0.5487
2014,NUTS,2010,ITI1,2,0.5073
2015,NUTS,2010,ITI1,2,0.5655
2016,NUTS,2010,ITI1,2,0.5732
2017,NUTS,2010,ITI1,2,0.6196
2018,NUTS,2010,ITI1,2,0.7512
2019,NUTS,2010,ITI1,2,0.7671
2011,NUTS,2010,ITI2,2,0.3401
2012,NUTS,2010,ITI2,2,0.3532
2013,NUTS,2010,ITI2,2,0.3526
2014,NUTS,2010,ITI2,2,0.3578
2017,NUTS,2010,ITI2,2,0.4055
2018,NUTS,2010,ITI2,2,0.4493
2019,NUTS,2010,ITI2,2,0.4562
2011,NUTS,2010,ITI3,2,0.267
2012,NUTS,2010,ITI3,2,0.2571
2013,NUTS,2010,ITI3,2,0.2874
2014,NUTS,2010,ITI3,2,0.3191
2015,NUTS,2010,ITI3,2,0.3007
2016,NUTS,2010,ITI3,2,0.3712
2017,NUTS,2010,ITI3,2,0.44
2018,NUTS,2010,ITI3,2,0.4337
2019,NUTS,2010,ITI3,2,0.4283
2011,NUTS,2010,ITI4,2,0.6289
2012,NUTS,2010,ITI4,2,0.6136
2013,NUTS,2010,ITI4,2,0.6304
2014,NUTS,2010,ITI4,2,0.6124
2015,NUTS,2010,ITI4,2,0.6684
2016,NUTS,2010,ITI4,2,0.7052
2017,NUTS,2010,ITI4,2,0.7048
2018,NUTS,2010,ITI4,2,0.7347
2019,NUTS,2010,ITI4,2,0.8235
2011,NUTS,2010,KR,0,1.151
2011,NUTS,2010,LT,0,0.5774
2012,NUTS,2010,LT,0,0.5568
2013,NUTS,2010,LT,0,0.5959
2014,NUTS,2010,LT,0,0.628
2015,NUTS,2010,LT,0,0.5695
2016,NUTS,2010,LT,0,0.5949
2017,NUTS,2010,LT,0,0.6208
2018,NUTS,2010,LT,0,0.6325
2019,NUTS,2010,LT,0,0.6801
2020,NUTS,2010,LT,0,0.7133
2015,NUTS,2010,LT01,2,1.1709
2016,NUTS,2010,LT01,2,1.1213
2017,NUTS,2010,LT01,2,1.1548
2018,NUTS,2010,LT01,2,1.1383
2019,NUTS,2010,LT01,2,1.2164
2015,NUTS,2010,LT02,2,0.3018
2016,NUTS,2010,LT02,2,0.3453
2017,NUTS,2010,LT02,2,0.3506
2018,NUTS,2010,LT02,2,0.3657
2019,NUTS,2010,LT02,2,0.3969
2011,NUTS,2010,LU,0,1.2098
2012,NUTS,2010,LU,0,0.9392
2013,NUTS,2010,LU,0,0.9974
2014,NUTS,2010,LU,0,1.0243
2015,NUTS,2010,LU,0,0.9525
2016,NUTS,2010,LU,0,0.9989
2017,NUTS,2010,LU,0,1.0264
2018,NUTS,2010,LU,0,0.9706
2019,NUTS,2010,LU,0,1.0282
2020,NUTS,2010,LU,0,0.9904
2011,NUTS,2010,LV,0,0.3931
2012,NUTS,2010,LV,0,0.3888
2013,NUTS,2010,LV,0,0.3684
2014,NUTS,2010,LV,0,0.3888
2015,NUTS,2010,LV,0,0.3744
2016,NUTS,2010,LV,0,0.3301
2017,NUTS,2010,LV,0,0.3685
2018,NUTS,2010,LV,0,0.3661
2019,NUTS,2010,LV,0,0.3905
2020,NUTS,2010,LV,0,0.4388
2011,NUTS,2010,ME,0,0.1686
2013,NUTS,2010,ME,0,0.1624
2014,NUTS,2010,ME,0,0.1615
2015,NUTS,2010,ME,0,0.1983
2016,NUTS,2010,ME,0,0.1683
2017,NUTS,2010,ME,0,0.1644
2018,NUTS,2010,ME,0,0.1754
2019,NUTS,2010,ME,0,0.1675
2011,NUTS,2010,MK,0,0.0989
2012,NUTS,2010,MK,0,0.1357
2013,NUTS,2010,MK,0,0.1476
2014,NUTS,2010,MK,0,0.1824
2015,NUTS,2010,MK,0,0.1887
2016,NUTS,2010,MK,0,0.1893
2017,NUTS,2010,MK,0,0.1604
2018,NUTS,2010,MK,0,0.176
2019,NUTS,2010,MK,0,0.1717
2020,NUTS,2010,MK,0,0.1743
2011,NUTS,2010,MT,0,0.4241
2012,NUTS,2010,MT,0,0.4602
2013,NUTS,2010,MT,0,0.4229
2014,NUTS,2010,MT,0,0.398
2015,NUTS,2010,MT,0,0.398
2016,NUTS,2010,MT,0,0.4168
2017,NUTS,2010,MT,0,0.413
2018,NUTS,2010,MT,0,0.3728
2019,NUTS,2010,MT,0,0.3625
2020,NUTS,2010,MT,0,0.3799
2011,NUTS,2010,NL,0,0.6924
2012,NUTS,2010,NL,0,0.8174
2013,NUTS,2010,NL,0,0.9181
2014,NUTS,2010,NL,0,0.935
2015,NUTS,2010,NL,0,0.9282
2016,NUTS,2010,NL,0,0.9702
2017,NUTS,2010,NL,0,1.0023
2018,NUTS,2010,NL,0,1.0423
2019,NUTS,2010,NL,0,1.0542
2020,NUTS,2010,NL,0,1.0885
2011,NUTS,2010,NL1,1,0.4179
2012,NUTS,2010,NL1,1,0.4904
2013,NUTS,2010,NL1,1,0.5894
2014,NUTS,2010,NL1,1,0.6521
2015,NUTS,2010,NL1,1,0.6094
2016,NUTS,2010,NL1,1,0.6598
2017,NUTS,2010,NL1,1,0.6479
2018,NUTS,2010,NL1,1,0.6392
2019,NUTS,2010,NL1,1,0.6125
2011,NUTS,2010,NL11,2,0.8133
2012,NUTS,2010,NL11,2,0.856
2011,NUTS,2010,NL12,2,0.1912
2012,NUTS,2010,NL12,2,0.2847
2011,NUTS,2010,NL13,2,0.2333
2012,NUTS,2010,NL13,2,0.3219
2011,NUTS,2010,NL2,1,0.6249
2012,NUTS,2010,NL2,1,0.7719
2013,NUTS,2010,NL2,1,0.8587
2014,NUTS,2010,NL2,1,0.8568
2015,NUTS,2010,NL2,1,0.8287
2016,NUTS,2010,NL2,1,0.8359
2017,NUTS,2010,NL2,1,0.8649
2018,NUTS,2010,NL2,1,0.862
2019,NUTS,2010,NL2,1,0.848
2011,NUTS,2010,NL21,2,0.6393
2012,NUTS,2010,NL21,2,0.6638
2011,NUTS,2010,NL22,2,0.6608
2012,NUTS,2010,NL22,2,0.8766
2011,NUTS,2010,NL23,2,0.4047
2012,NUTS,2010,NL23,2,0.5543
2011,NUTS,2010,NL3,1,0.791
2012,NUTS,2010,NL3,1,0.9004
2013,NUTS,2010,NL3,1,0.9872
2014,NUTS,2010,NL3,1,1.0038
2015,NUTS,2010,NL3,1,1.0094
2016,NUTS,2010,NL3,1,1.0681
2017,NUTS,2010,NL3,1,1.0718
2018,NUTS,2010,NL3,1,1.131
2019,NUTS,2010,NL3,1,1.1327
2011,NUTS,2010,NL31,2,0.8355
2012,NUTS,2010,NL31,2,0.967
2011,NUTS,2010,NL32,2,0.8998
2012,NUTS,2010,NL32,2,1.0549
2011,NUTS,2010,NL33,2,0.7556
2012,NUTS,2010,NL33,2,0.828
2011,NUTS,2010,NL34,2,0.1443
2012,NUTS,2010,NL34,2,0.1935
2011,NUTS,2010,NL4,1,0.7165
2012,NUTS,2010,NL4,1,0.8716
2013,NUTS,2010,NL4,1,1.0173
2014,NUTS,2010,NL4,1,1.0162
2015,NUTS,2010,NL4,1,1.0216
2016,NUTS,2010,NL4,1,1.0566
2017,NUTS,2010,NL4,1,1.1636
2018,NUTS,2010,NL4,1,1.2098
2019,NUTS,2010,NL4,1,1.2635
2011,NUTS,2010,NL41,2,0.7405
2012,NUTS,2010,NL41,2,0.8969
2011,NUTS,2010,NL42,2,0.6609
2012,NUTS,2010,NL42,2,0.8131
2011,NUTS,2010,NO,0,1.0703
2012,NUTS,2010,NO,0,1.0758
2013,NUTS,2010,NO,0,1.0843
2014,NUTS,2010,NO,0,1.1113
2015,NUTS,2010,NO,0,1.1507
2016,NUTS,2010,NO,0,1.1939
2017,NUTS,2010,NO,0,1.2629
2018,NUTS,2010,NO,0,1.275
2019,NUTS,2010,NO,0,1.3203
2020,NUTS,2010,NO,0,1.3312
2011,NUTS,2010,NO0,1,1.0394
2012,NUTS,2010,NO0,1,1.0432
2013,NUTS,2010,NO0,1,1.051
2014,NUTS,2010,NO0,1,1.0743
2015,NUTS,2010,NO0,1,1.11
2016,NUTS,2010,NO0,1,1.1531
2017,NUTS,2010,NO0,1,1.2191
2018,NUTS,2010,NO0,1,1.2298
2019,NUTS,2010,NO0,1,1.2732
2011,NUTS,2010,NO01,2,1.9126
2012,NUTS,2010,NO01,2,1.8378
2013,NUTS,2010,NO01,2,1.8829
2014,NUTS,2010,NO01,2,1.8802
2015,NUTS,2010,NO01,2,1.942
2016,NUTS,2010,NO01,2,2.0017
2017,NUTS,2010,NO01,2,2.061
2018,NUTS,2010,NO01,2,2.0752
2019,NUTS,2010,NO01,2,2.0959
2011,NUTS,2010,NO02,2,0.2406
2012,NUTS,2010,NO02,2,0.2585
2013,NUTS,2010,NO02,2,0.3216
2014,NUTS,2010,NO02,2,0.3009
2015,NUTS,2010,NO02,2,0.2775
2016,NUTS,2010,NO02,2,0.3153
2017,NUTS,2010,NO02,2,0.3681
2018,NUTS,2010,NO02,2,0.3979
2019,NUTS,2010,NO02,2,0.371
2011,NUTS,2010,NO03,2,0.4609
2012,NUTS,2010,NO03,2,0.4586
2013,NUTS,2010,NO03,2,0.4999
2014,NUTS,2010,NO03,2,0.5199
2015,NUTS,2010,NO03,2,0.5415
2016,NUTS,2010,NO03,2,0.5381
2017,NUTS,2010,NO03,2,0.5761
2018,NUTS,2010,NO03,2,0.5716
2019,NUTS,2010,NO03,2,0.5611
2011,NUTS,2010,NO04,2,0.4608
2012,NUTS,2010,NO04,2,0.4793
2013,NUTS,2010,NO04,2,0.4659
2014,NUTS,2010,NO04,2,0.4988
2015,NUTS,2010,NO04,2,0.5325
2016,NUTS,2010,NO04,2,0.5811
2017,NUTS,2010,NO04,2,0.6325
2018,NUTS,2010,NO04,2,0.6355
2019,NUTS,2010,NO04,2,0.6843
2011,NUTS,2010,NO05,2,0.8217
2012,NUTS,2010,NO05,2,0.8499
2013,NUTS,2010,NO05,2,0.846
2014,NUTS,2010,NO05,2,0.867
2015,NUTS,2010,NO05,2,0.8941
2016,NUTS,2010,NO05,2,0.8987
2017,NUTS,2010,NO05,2,0.9769
2018,NUTS,2010,NO05,2,1.0088
2019,NUTS,2010,NO05,2,1.1036
2011,NUTS,2010,NO06,2,2.1888
2012,NUTS,2010,NO06,2,2.3022
2013,NUTS,2010,NO06,2,2.1101
2014,NUTS,2010,NO06,2,2.1817
2015,NUTS,2010,NO06,2,2.2075
2016,NUTS,2010,NO06,2,2.2835
2017,NUTS,2010,NO06,2,2.4484
2018,NUTS,2010,NO06,2,2.4133
2019,NUTS,2010,NO06,2,2.5366
2011,NUTS,2010,NO07,2,0.7381
2012,NUTS,2010,NO07,2,0.7715
2013,NUTS,2010,NO07,2,0.7769
2014,NUTS,2010,NO07,2,0.817
2015,NUTS,2010,NO07,2,0.8579
2016,NUTS,2010,NO07,2,0.9389
2017,NUTS,2010,NO07,2,0.9594
2018,NUTS,2010,NO07,2,0.9793
2019,NUTS,2010,NO07,2,1.01
2011,NUTS,2010,PL,0,0.389
2012,NUTS,2010,PL,0,0.4023
2013,NUTS,2010,PL,0,0.4281
2014,NUTS,2010,PL,0,0.4685
2015,NUTS,2010,PL,0,0.4922
2016,NUTS,2010,PL,0,0.5278
2017,NUTS,2010,PL,0,0.6857
2018,NUTS,2010,PL,0,0.7091
2019,NUTS,2010,PL,0,0.7324
2020,NUTS,2010,PL,0,0.7604
2011,NUTS,2010,PL1,1,0.8335
2012,NUTS,2010,PL1,1,0.8275
2013,NUTS,2010,PL1,1,0.6121
2014,NUTS,2010,PL1,1,0.6345
2015,NUTS,2010,PL1,1,0.673
2011,NUTS,2010,PL11,2,0.2673
2012,NUTS,2010,PL11,2,0.302
2013,NUTS,2010,PL11,2,0.2678
2014,NUTS,2010,PL11,2,0.2835
2015,NUTS,2010,PL11,2,0.3151
2011,NUTS,2010,PL12,2,0.6948
2012,NUTS,2010,PL12,2,0.6754
2013,NUTS,2010,PL12,2,0.7969
2014,NUTS,2010,PL12,2,0.8087
2015,NUTS,2010,PL12,2,0.8372
2011,NUTS,2010,PL2,1,0.4025
2012,NUTS,2010,PL2,1,0.4271
2013,NUTS,2010,PL2,1,0.4542
2014,NUTS,2010,PL2,1,0.5202
2015,NUTS,2010,PL2,1,0.5776
2016,NUTS,2010,PL2,1,0.5804
2017,NUTS,2010,PL2,1,0.7614
2018,NUTS,2010,PL2,1,0.7657
2019,NUTS,2010,PL2,1,0.8467
2011,NUTS,2010,PL21,2,0.599
2012,NUTS,2010,PL21,2,0.633
2013,NUTS,2010,PL21,2,0.6617
2014,NUTS,2010,PL21,2,0.7638
2015,NUTS,2010,PL21,2,0.8634
2016,NUTS,2010,PL21,2,0.8435
2017,NUTS,2010,PL21,2,1.1723
2018,NUTS,2010,PL21,2,1.144
2019,NUTS,2010,PL21,2,1.176
2011,NUTS,2010,PL22,2,0.269
2012,NUTS,2010,PL22,2,0.2855
2013,NUTS,2010,PL22,2,0.309
2014,NUTS,2010,PL22,2,0.3461
2015,NUTS,2010,PL22,2,0.3716
2016,NUTS,2010,PL22,2,0.3828
2017,NUTS,2010,PL22,2,0.4499
2018,NUTS,2010,PL22,2,0.4768
2019,NUTS,2010,PL22,2,0.5906
2011,NUTS,2010,PL3,1,0.2163
2012,NUTS,2010,PL3,1,0.2353
2013,NUTS,2010,PL3,1,0.2639
2014,NUTS,2010,PL3,1,0.3145
2015,NUTS,2010,PL3,1,0.3028
2011,NUTS,2010,PL31,2,0.2733
2012,NUTS,2010,PL31,2,0.2839
2013,NUTS,2010,PL31,2,0.2869
2014,NUTS,2010,PL31,2,0.2823
2015,NUTS,2010,PL31,2,0.2795
2011,NUTS,2010,PL32,2,0.2012
2012,NUTS,2010,PL32,2,0.2677
2013,NUTS,2010,PL32,2,0.3223
2014,NUTS,2010,PL32,2,0.4941
2015,NUTS,2010,PL32,2,0.4314
2011,NUTS,2010,PL33,2,0.1213
2012,NUTS,2010,PL33,2,0.0613
2013,NUTS,2010,PL33,2,0.1266
2014,NUTS,2010,PL33,2,0.1452
2015,NUTS,2010,PL33,2,0.1669
2011,NUTS,2010,PL34,2,0.2514
