year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_pc_act_fte_t
2016,NUTS,2010,UKE2,2,0.786
2017,NUTS,2010,UKE2,2,0.7967
2018,NUTS,2010,UKE2,2,0.8484
2011,NUTS,2010,UKE3,2,0.7564
2012,NUTS,2010,UKE3,2,0.7622
2013,NUTS,2010,UKE3,2,0.782
2014,NUTS,2010,UKE3,2,0.8118
2015,NUTS,2010,UKE3,2,0.9207
2016,NUTS,2010,UKE3,2,0.8803
2017,NUTS,2010,UKE3,2,0.9274
2018,NUTS,2010,UKE3,2,0.9021
2011,NUTS,2010,UKE4,2,0.6051
2012,NUTS,2010,UKE4,2,0.6304
2013,NUTS,2010,UKE4,2,0.6923
2014,NUTS,2010,UKE4,2,0.7124
2015,NUTS,2010,UKE4,2,0.759
2016,NUTS,2010,UKE4,2,0.7112
2017,NUTS,2010,UKE4,2,0.7629
2018,NUTS,2010,UKE4,2,0.7726
2011,NUTS,2010,UKF,1,0.7298
2012,NUTS,2010,UKF,1,0.7657
2013,NUTS,2010,UKF,1,0.8373
2014,NUTS,2010,UKF,1,0.8608
2015,NUTS,2010,UKF,1,0.8527
2016,NUTS,2010,UKF,1,0.8547
2017,NUTS,2010,UKF,1,0.8654
2018,NUTS,2010,UKF,1,0.8865
2011,NUTS,2010,UKF1,2,0.9838
2012,NUTS,2010,UKF1,2,1.0312
2013,NUTS,2010,UKF1,2,1.191
2014,NUTS,2010,UKF1,2,1.2424
2015,NUTS,2010,UKF1,2,1.1882
2016,NUTS,2010,UKF1,2,1.1997
2017,NUTS,2010,UKF1,2,1.2392
2018,NUTS,2010,UKF1,2,1.2695
2011,NUTS,2010,UKF2,2,0.6599
2012,NUTS,2010,UKF2,2,0.6566
2013,NUTS,2010,UKF2,2,0.6673
2014,NUTS,2010,UKF2,2,0.6846
2015,NUTS,2010,UKF2,2,0.6813
2016,NUTS,2010,UKF2,2,0.6649
2017,NUTS,2010,UKF2,2,0.6615
2018,NUTS,2010,UKF2,2,0.6729
2011,NUTS,2010,UKF3,2,0.181
2012,NUTS,2010,UKF3,2,0.2292
2013,NUTS,2010,UKF3,2,0.2355
2014,NUTS,2010,UKF3,2,0.2351
2015,NUTS,2010,UKF3,2,0.2574
2016,NUTS,2010,UKF3,2,0.2717
2017,NUTS,2010,UKF3,2,0.2648
2018,NUTS,2010,UKF3,2,0.2752
2011,NUTS,2010,UKG,1,0.5706
2012,NUTS,2010,UKG,1,0.6011
2013,NUTS,2010,UKG,1,0.6202
2014,NUTS,2010,UKG,1,0.6846
2015,NUTS,2010,UKG,1,0.6889
2016,NUTS,2010,UKG,1,0.6687
2017,NUTS,2010,UKG,1,0.7341
2018,NUTS,2010,UKG,1,0.7964
2011,NUTS,2010,UKG1,2,0.5545
2012,NUTS,2010,UKG1,2,0.6356
2013,NUTS,2010,UKG1,2,0.6461
2014,NUTS,2010,UKG1,2,0.7109
2015,NUTS,2010,UKG1,2,0.6752
2016,NUTS,2010,UKG1,2,0.6405
2017,NUTS,2010,UKG1,2,0.8655
2018,NUTS,2010,UKG1,2,1.0505
2011,NUTS,2010,UKG2,2,0.2156
2012,NUTS,2010,UKG2,2,0.2248
2013,NUTS,2010,UKG2,2,0.2493
2014,NUTS,2010,UKG2,2,0.2805
2015,NUTS,2010,UKG2,2,0.2869
2016,NUTS,2010,UKG2,2,0.2842
2017,NUTS,2010,UKG2,2,0.2851
2018,NUTS,2010,UKG2,2,0.3022
2011,NUTS,2010,UKG3,2,0.8021
2012,NUTS,2010,UKG3,2,0.813
2013,NUTS,2010,UKG3,2,0.8353
2014,NUTS,2010,UKG3,2,0.9151
2015,NUTS,2010,UKG3,2,0.9488
2016,NUTS,2010,UKG3,2,0.9229
2017,NUTS,2010,UKG3,2,0.9479
2018,NUTS,2010,UKG3,2,0.9608
2011,NUTS,2010,UKH,1,1.1096
2012,NUTS,2010,UKH,1,1.0795
2013,NUTS,2010,UKH,1,1.1331
2014,NUTS,2010,UKH,1,1.1458
2015,NUTS,2010,UKH,1,1.1734
2016,NUTS,2010,UKH,1,1.2165
2017,NUTS,2010,UKH,1,1.2026
2018,NUTS,2010,UKH,1,1.2262
2011,NUTS,2010,UKH1,2,1.7909
2012,NUTS,2010,UKH1,2,1.7555
2013,NUTS,2010,UKH1,2,1.8069
2014,NUTS,2010,UKH1,2,1.8021
2015,NUTS,2010,UKH1,2,1.859
2016,NUTS,2010,UKH1,2,1.9195
2017,NUTS,2010,UKH1,2,2.0092
2018,NUTS,2010,UKH1,2,2.0604
2011,NUTS,2010,UKH2,2,0.7679
2012,NUTS,2010,UKH2,2,0.77
2013,NUTS,2010,UKH2,2,0.8862
2014,NUTS,2010,UKH2,2,0.8601
2015,NUTS,2010,UKH2,2,0.9068
2016,NUTS,2010,UKH2,2,0.9176
2017,NUTS,2010,UKH2,2,0.8494
2018,NUTS,2010,UKH2,2,0.8589
2011,NUTS,2010,UKH3,2,0.5128
2012,NUTS,2010,UKH3,2,0.4609
2013,NUTS,2010,UKH3,2,0.4652
2014,NUTS,2010,UKH3,2,0.4968
2015,NUTS,2010,UKH3,2,0.4963
2016,NUTS,2010,UKH3,2,0.5396
2017,NUTS,2010,UKH3,2,0.4778
2018,NUTS,2010,UKH3,2,0.471
2011,NUTS,2010,UKI,1,0.921
2012,NUTS,2010,UKI,1,0.932
2013,NUTS,2010,UKI,1,0.9222
2014,NUTS,2010,UKI,1,0.9347
2015,NUTS,2010,UKI,1,0.9547
2016,NUTS,2010,UKI,1,0.9337
2017,NUTS,2010,UKI,1,0.9962
2018,NUTS,2010,UKI,1,0.9905
2011,NUTS,2010,UKI3,2,4.894
2012,NUTS,2010,UKI3,2,4.7863
2013,NUTS,2010,UKI3,2,4.8112
2014,NUTS,2010,UKI3,2,4.6721
2015,NUTS,2010,UKI3,2,4.8145
2016,NUTS,2010,UKI3,2,4.6779
2017,NUTS,2010,UKI3,2,5.1209
2018,NUTS,2010,UKI3,2,5.0308
2011,NUTS,2010,UKI4,2,0.4525
2012,NUTS,2010,UKI4,2,0.4509
2013,NUTS,2010,UKI4,2,0.4714
2014,NUTS,2010,UKI4,2,0.4828
2015,NUTS,2010,UKI4,2,0.4474
2016,NUTS,2010,UKI4,2,0.4349
2017,NUTS,2010,UKI4,2,0.469
2018,NUTS,2010,UKI4,2,0.5085
2011,NUTS,2010,UKI5,2,0.1131
2012,NUTS,2010,UKI5,2,0.1164
2013,NUTS,2010,UKI5,2,0.1195
2014,NUTS,2010,UKI5,2,0.1191
2015,NUTS,2010,UKI5,2,0.1138
2016,NUTS,2010,UKI5,2,0.1097
2017,NUTS,2010,UKI5,2,0.1016
2018,NUTS,2010,UKI5,2,0.1088
2011,NUTS,2010,UKI6,2,0.2073
2012,NUTS,2010,UKI6,2,0.1793
2013,NUTS,2010,UKI6,2,0.165
2014,NUTS,2010,UKI6,2,0.1874
2015,NUTS,2010,UKI6,2,0.163
2016,NUTS,2010,UKI6,2,0.1757
2017,NUTS,2010,UKI6,2,0.1988
2018,NUTS,2010,UKI6,2,0.1869
2011,NUTS,2010,UKI7,2,0.3728
2012,NUTS,2010,UKI7,2,0.4098
2013,NUTS,2010,UKI7,2,0.4218
2014,NUTS,2010,UKI7,2,0.4242
2015,NUTS,2010,UKI7,2,0.536
2016,NUTS,2010,UKI7,2,0.486
2017,NUTS,2010,UKI7,2,0.6104
2018,NUTS,2010,UKI7,2,0.5222
2011,NUTS,2010,UKJ,1,1.0366
2012,NUTS,2010,UKJ,1,1.0341
2013,NUTS,2010,UKJ,1,1.0459
2014,NUTS,2010,UKJ,1,1.0564
2015,NUTS,2010,UKJ,1,1.0977
2016,NUTS,2010,UKJ,1,1.0715
2017,NUTS,2010,UKJ,1,1.0361
2018,NUTS,2010,UKJ,1,1.0714
2011,NUTS,2010,UKJ1,2,1.7102
2012,NUTS,2010,UKJ1,2,1.7518
2013,NUTS,2010,UKJ1,2,1.8631
2014,NUTS,2010,UKJ1,2,1.9071
2015,NUTS,2010,UKJ1,2,1.9347
2016,NUTS,2010,UKJ1,2,1.9618
2017,NUTS,2010,UKJ1,2,1.8692
2018,NUTS,2010,UKJ1,2,1.9406
2011,NUTS,2010,UKJ2,2,0.6498
2012,NUTS,2010,UKJ2,2,0.6558
2013,NUTS,2010,UKJ2,2,0.6423
2014,NUTS,2010,UKJ2,2,0.6412
2015,NUTS,2010,UKJ2,2,0.7146
2016,NUTS,2010,UKJ2,2,0.6873
2017,NUTS,2010,UKJ2,2,0.6923
2018,NUTS,2010,UKJ2,2,0.7212
2011,NUTS,2010,UKJ3,2,1.1751
2012,NUTS,2010,UKJ3,2,1.1638
2013,NUTS,2010,UKJ3,2,1.14
2014,NUTS,2010,UKJ3,2,1.1173
2015,NUTS,2010,UKJ3,2,1.1773
2016,NUTS,2010,UKJ3,2,1.0942
2017,NUTS,2010,UKJ3,2,1.0252
2018,NUTS,2010,UKJ3,2,1.057
2011,NUTS,2010,UKJ4,2,0.5491
2012,NUTS,2010,UKJ4,2,0.4651
2013,NUTS,2010,UKJ4,2,0.4347
2014,NUTS,2010,UKJ4,2,0.4375
2015,NUTS,2010,UKJ4,2,0.4402
2016,NUTS,2010,UKJ4,2,0.4124
2017,NUTS,2010,UKJ4,2,0.4273
2018,NUTS,2010,UKJ4,2,0.4142
2011,NUTS,2010,UKK,1,0.7346
2012,NUTS,2010,UKK,1,0.7406
2013,NUTS,2010,UKK,1,0.7439
2014,NUTS,2010,UKK,1,0.7757
2015,NUTS,2010,UKK,1,0.7573
2016,NUTS,2010,UKK,1,0.8155
2017,NUTS,2010,UKK,1,0.7723
2018,NUTS,2010,UKK,1,0.8355
2011,NUTS,2010,UKK1,2,1.162
2012,NUTS,2010,UKK1,2,1.178
2013,NUTS,2010,UKK1,2,1.1719
2014,NUTS,2010,UKK1,2,1.1884
2015,NUTS,2010,UKK1,2,1.136
2016,NUTS,2010,UKK1,2,1.2248
2017,NUTS,2010,UKK1,2,1.1297
2018,NUTS,2010,UKK1,2,1.2378
2011,NUTS,2010,UKK2,2,0.24
2012,NUTS,2010,UKK2,2,0.2615
2013,NUTS,2010,UKK2,2,0.2637
2014,NUTS,2010,UKK2,2,0.3
2015,NUTS,2010,UKK2,2,0.3149
2016,NUTS,2010,UKK2,2,0.342
2017,NUTS,2010,UKK2,2,0.3092
2018,NUTS,2010,UKK2,2,0.3275
2011,NUTS,2010,UKK3,2,0.101
2012,NUTS,2010,UKK3,2,0.0966
2013,NUTS,2010,UKK3,2,0.0917
2014,NUTS,2010,UKK3,2,0.0992
2015,NUTS,2010,UKK3,2,0.1085
2016,NUTS,2010,UKK3,2,0.1139
2017,NUTS,2010,UKK3,2,0.1477
2018,NUTS,2010,UKK3,2,0.1274
2011,NUTS,2010,UKK4,2,0.6394
2012,NUTS,2010,UKK4,2,0.6021
2013,NUTS,2010,UKK4,2,0.6404
2014,NUTS,2010,UKK4,2,0.7275
2015,NUTS,2010,UKK4,2,0.7178
2016,NUTS,2010,UKK4,2,0.7573
2017,NUTS,2010,UKK4,2,0.7564
2018,NUTS,2010,UKK4,2,0.7971
2011,NUTS,2010,UKL,1,0.5871
2012,NUTS,2010,UKL,1,0.5736
2013,NUTS,2010,UKL,1,0.6238
2014,NUTS,2010,UKL,1,0.6397
2015,NUTS,2010,UKL,1,0.5999
2016,NUTS,2010,UKL,1,0.6315
2017,NUTS,2010,UKL,1,0.671
2018,NUTS,2010,UKL,1,0.666
2011,NUTS,2010,UKL1,2,0.4228
2012,NUTS,2010,UKL1,2,0.4054
2013,NUTS,2010,UKL1,2,0.4114
2014,NUTS,2010,UKL1,2,0.5346
2015,NUTS,2010,UKL1,2,0.4724
2016,NUTS,2010,UKL1,2,0.4905
2017,NUTS,2010,UKL1,2,0.5525
2018,NUTS,2010,UKL1,2,0.5438
2011,NUTS,2010,UKL2,2,0.8534
2012,NUTS,2010,UKL2,2,0.8488
2013,NUTS,2010,UKL2,2,0.9628
2014,NUTS,2010,UKL2,2,0.8082
2015,NUTS,2010,UKL2,2,0.8134
2016,NUTS,2010,UKL2,2,0.8721
2017,NUTS,2010,UKL2,2,0.8569
2018,NUTS,2010,UKL2,2,0.8612
2011,NUTS,2010,UKM,1,0.8426
2012,NUTS,2010,UKM,1,0.8523
2013,NUTS,2010,UKM,1,0.8985
2014,NUTS,2010,UKM,1,0.9031
2015,NUTS,2010,UKM,1,0.9199
2016,NUTS,2010,UKM,1,0.9842
2017,NUTS,2010,UKM,1,0.9723
2018,NUTS,2010,UKM,1,0.9956
2012,NUTS,2010,UKM2,2,1.1905
2013,NUTS,2010,UKM2,2,1.2554
2014,NUTS,2010,UKM2,2,1.2637
2015,NUTS,2010,UKM2,2,1.298
2016,NUTS,2010,UKM2,2,1.3694
2017,NUTS,2010,UKM2,2,0.3526
2012,NUTS,2010,UKM3,2,0.6891
2013,NUTS,2010,UKM3,2,0.7414
2014,NUTS,2010,UKM3,2,0.7423
2015,NUTS,2010,UKM3,2,0.771
2016,NUTS,2010,UKM3,2,0.792
2017,NUTS,2010,UKM3,2,0.1587
2012,NUTS,2010,UKM5,2,1.0564
2013,NUTS,2010,UKM5,2,1.0787
2014,NUTS,2010,UKM5,2,1.1011
2015,NUTS,2010,UKM5,2,1.0175
2016,NUTS,2010,UKM5,2,1.2975
2017,NUTS,2010,UKM5,2,1.0759
2018,NUTS,2010,UKM5,2,1.0729
2012,NUTS,2010,UKM6,2,0.0765
2013,NUTS,2010,UKM6,2,0.1267
2014,NUTS,2010,UKM6,2,0.1177
2015,NUTS,2010,UKM6,2,0.1186
2016,NUTS,2010,UKM6,2,0.1326
2017,NUTS,2010,UKM6,2,0.155
2018,NUTS,2010,UKM6,2,0.1658
2014,NUTS,2010,UKM7,2,1.3423
2015,NUTS,2010,UKM7,2,1.3715
2016,NUTS,2010,UKM7,2,1.4339
2017,NUTS,2010,UKM7,2,1.3014
2018,NUTS,2010,UKM7,2,1.4414
2014,NUTS,2010,UKM8,2,1.0501
2015,NUTS,2010,UKM8,2,1.0533
2016,NUTS,2010,UKM8,2,1.0761
2017,NUTS,2010,UKM8,2,1.2922
2018,NUTS,2010,UKM8,2,1.1186
2014,NUTS,2010,UKM9,2,0.0883
2015,NUTS,2010,UKM9,2,0.0954
2016,NUTS,2010,UKM9,2,0.1106
2017,NUTS,2010,UKM9,2,0.1106
2018,NUTS,2010,UKM9,2,0.1237
2011,NUTS,2010,UKN,1,0.6072
2012,NUTS,2010,UKN,1,0.6228
2013,NUTS,2010,UKN,1,0.6503
2014,NUTS,2010,UKN,1,0.6482
2015,NUTS,2010,UKN,1,0.6599
2016,NUTS,2010,UKN,1,0.7198
2017,NUTS,2010,UKN,1,0.7741
2018,NUTS,2010,UKN,1,0.7546
2011,NUTS,2010,UKN0,2,0.6072
2012,NUTS,2010,UKN0,2,0.6228
2013,NUTS,2010,UKN0,2,0.6503
2014,NUTS,2010,UKN0,2,0.6482
2015,NUTS,2010,UKN0,2,0.6599
2016,NUTS,2010,UKN0,2,0.7198
2017,NUTS,2010,UKN0,2,0.7741
2018,NUTS,2010,UKN0,2,0.7546
