year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_pc_emp_hc_t
2017,NUTS,2010,PL72,2,0.3076
2018,NUTS,2010,PL72,2,0.3163
2019,NUTS,2010,PL72,2,0.2979
2016,NUTS,2010,PL8,1,0.4282
2017,NUTS,2010,PL8,1,0.5764
2018,NUTS,2010,PL8,1,0.624
2019,NUTS,2010,PL8,1,0.5683
2016,NUTS,2010,PL81,2,0.5979
2017,NUTS,2010,PL81,2,0.8669
2018,NUTS,2010,PL81,2,1.0053
2019,NUTS,2010,PL81,2,0.8437
2016,NUTS,2010,PL82,2,0.2598
2017,NUTS,2010,PL82,2,0.2849
2018,NUTS,2010,PL82,2,0.2584
2019,NUTS,2010,PL82,2,0.2692
2016,NUTS,2010,PL84,2,0.4135
2017,NUTS,2010,PL84,2,0.5664
2018,NUTS,2010,PL84,2,0.5676
2019,NUTS,2010,PL84,2,0.5915
2016,NUTS,2010,PL9,1,0.6567
2017,NUTS,2010,PL9,1,0.9591
2018,NUTS,2010,PL9,1,0.9978
2019,NUTS,2010,PL9,1,0.9891
2016,NUTS,2010,PL91,2,1.1171
2017,NUTS,2010,PL91,2,1.6591
2018,NUTS,2010,PL91,2,1.6623
2019,NUTS,2010,PL91,2,1.5961
2016,NUTS,2010,PL92,2,0.0771
2017,NUTS,2010,PL92,2,0.0908
2018,NUTS,2010,PL92,2,0.0977
2019,NUTS,2010,PL92,2,0.0898
2011,NUTS,2010,PT,0,1.0896
2012,NUTS,2010,PT,0,1.1675
2013,NUTS,2010,PT,0,1.3095
2014,NUTS,2010,PT,0,1.2488
2015,NUTS,2010,PT,0,1.2361
2016,NUTS,2010,PT,0,1.2607
2017,NUTS,2010,PT,0,1.2179
2018,NUTS,2010,PT,0,1.2584
2019,NUTS,2010,PT,0,1.2449
2020,NUTS,2010,PT,0,1.226
2011,NUTS,2010,PT1,1,1.0274
2012,NUTS,2010,PT1,1,1.0943
2013,NUTS,2010,PT1,1,1.2355
2014,NUTS,2010,PT1,1,1.1943
2015,NUTS,2010,PT1,1,1.1921
2016,NUTS,2010,PT1,1,1.2208
2017,NUTS,2010,PT1,1,1.1837
2018,NUTS,2010,PT1,1,1.2263
2019,NUTS,2010,PT1,1,1.2144
2020,NUTS,2010,PT1,1,1.1977
2011,NUTS,2010,PT11,2,0.8596
2012,NUTS,2010,PT11,2,0.8721
2013,NUTS,2010,PT11,2,1.0503
2014,NUTS,2010,PT11,2,0.9972
2015,NUTS,2010,PT11,2,0.9931
2016,NUTS,2010,PT11,2,1.0455
2017,NUTS,2010,PT11,2,1.0156
2018,NUTS,2010,PT11,2,1.0445
2019,NUTS,2010,PT11,2,1.0513
2020,NUTS,2010,PT11,2,1.0375
2011,NUTS,2010,PT15,2,0.6828
2012,NUTS,2010,PT15,2,0.6436
2013,NUTS,2010,PT15,2,0.634
2014,NUTS,2010,PT15,2,0.6147
2015,NUTS,2010,PT15,2,0.6462
2016,NUTS,2010,PT15,2,0.5846
2017,NUTS,2010,PT15,2,0.5121
2018,NUTS,2010,PT15,2,0.5428
2019,NUTS,2010,PT15,2,0.5791
2020,NUTS,2010,PT15,2,0.5911
2011,NUTS,2010,PT16,2,0.9243
2012,NUTS,2010,PT16,2,0.9551
2013,NUTS,2010,PT16,2,1.0084
2014,NUTS,2010,PT16,2,0.9959
2015,NUTS,2010,PT16,2,0.9787
2016,NUTS,2010,PT16,2,1.0341
2017,NUTS,2010,PT16,2,1.0185
2018,NUTS,2010,PT16,2,1.0751
2019,NUTS,2010,PT16,2,1.0696
2020,NUTS,2010,PT16,2,1.0853
2011,NUTS,2010,PT17,2,1.5574
2012,NUTS,2010,PT17,2,1.7514
2013,NUTS,2010,PT17,2,1.9931
2014,NUTS,2010,PT17,2,1.9123
2015,NUTS,2010,PT17,2,1.9037
2016,NUTS,2010,PT17,2,1.8791
2017,NUTS,2010,PT17,2,1.8178
2018,NUTS,2010,PT17,2,1.8695
2019,NUTS,2010,PT17,2,1.8078
2020,NUTS,2010,PT17,2,1.7697
2011,NUTS,2010,PT18,2,0.4562
2012,NUTS,2010,PT18,2,0.5377
2013,NUTS,2010,PT18,2,0.5012
2014,NUTS,2010,PT18,2,0.4866
2015,NUTS,2010,PT18,2,0.4878
2016,NUTS,2010,PT18,2,0.5351
2017,NUTS,2010,PT18,2,0.5268
2018,NUTS,2010,PT18,2,0.5283
2019,NUTS,2010,PT18,2,0.5333
2020,NUTS,2010,PT18,2,0.4958
2011,NUTS,2010,PT2,1,0.3581
2012,NUTS,2010,PT2,1,0.336
2013,NUTS,2010,PT2,1,0.371
2014,NUTS,2010,PT2,1,0.3821
2015,NUTS,2010,PT2,1,0.3393
2016,NUTS,2010,PT2,1,0.356
2017,NUTS,2010,PT2,1,0.3588
2018,NUTS,2010,PT2,1,0.3247
2019,NUTS,2010,PT2,1,0.2973
2020,NUTS,2010,PT2,1,0.2856
2011,NUTS,2010,PT20,2,0.3581
2012,NUTS,2010,PT20,2,0.336
2013,NUTS,2010,PT20,2,0.371
2014,NUTS,2010,PT20,2,0.3821
2015,NUTS,2010,PT20,2,0.3393
2016,NUTS,2010,PT20,2,0.356
2017,NUTS,2010,PT20,2,0.3588
2018,NUTS,2010,PT20,2,0.3247
2019,NUTS,2010,PT20,2,0.2973
2020,NUTS,2010,PT20,2,0.2856
2011,NUTS,2010,PT3,1,0.2036
2012,NUTS,2010,PT3,1,0.217
2013,NUTS,2010,PT3,1,0.2776
2014,NUTS,2010,PT3,1,0.3098
2015,NUTS,2010,PT3,1,0.3114
2016,NUTS,2010,PT3,1,0.3077
2017,NUTS,2010,PT3,1,0.2769
2018,NUTS,2010,PT3,1,0.3061
2019,NUTS,2010,PT3,1,0.2789
2020,NUTS,2010,PT3,1,0.2749
2011,NUTS,2010,PT30,2,0.2036
2012,NUTS,2010,PT30,2,0.217
2013,NUTS,2010,PT30,2,0.2776
2014,NUTS,2010,PT30,2,0.3098
2015,NUTS,2010,PT30,2,0.3114
2016,NUTS,2010,PT30,2,0.3077
2017,NUTS,2010,PT30,2,0.2769
2018,NUTS,2010,PT30,2,0.3061
2019,NUTS,2010,PT30,2,0.2789
2020,NUTS,2010,PT30,2,0.2749
2011,NUTS,2010,RO,0,0.212
2012,NUTS,2010,RO,0,0.2169
2013,NUTS,2010,RO,0,0.2079
2014,NUTS,2010,RO,0,0.2031
2015,NUTS,2010,RO,0,0.2048
2016,NUTS,2010,RO,0,0.2038
2017,NUTS,2010,RO,0,0.2044
2018,NUTS,2010,RO,0,0.1979
2019,NUTS,2010,RO,0,0.1933
2011,NUTS,2010,RO1,1,0.1778
2012,NUTS,2010,RO1,1,0.1316
2013,NUTS,2010,RO1,1,0.1207
2014,NUTS,2010,RO1,1,0.1307
2015,NUTS,2010,RO1,1,0.1327
2016,NUTS,2010,RO1,1,0.1314
2017,NUTS,2010,RO1,1,0.1301
2018,NUTS,2010,RO1,1,0.124
2019,NUTS,2010,RO1,1,0.1385
2011,NUTS,2010,RO11,2,0.1802
2012,NUTS,2010,RO11,2,0.1099
2013,NUTS,2010,RO11,2,0.1016
2014,NUTS,2010,RO11,2,0.1204
2015,NUTS,2010,RO11,2,0.1294
2016,NUTS,2010,RO11,2,0.1274
2017,NUTS,2010,RO11,2,0.1306
2018,NUTS,2010,RO11,2,0.1225
2019,NUTS,2010,RO11,2,0.1519
2011,NUTS,2010,RO12,2,0.1746
2012,NUTS,2010,RO12,2,0.1604
2013,NUTS,2010,RO12,2,0.1458
2014,NUTS,2010,RO12,2,0.1444
2015,NUTS,2010,RO12,2,0.137
2016,NUTS,2010,RO12,2,0.1365
2017,NUTS,2010,RO12,2,0.1294
2018,NUTS,2010,RO12,2,0.1261
2019,NUTS,2010,RO12,2,0.1215
2011,NUTS,2010,RO2,1,0.1287
2012,NUTS,2010,RO2,1,0.1308
2013,NUTS,2010,RO2,1,0.1335
2014,NUTS,2010,RO2,1,0.1421
2015,NUTS,2010,RO2,1,0.1453
2016,NUTS,2010,RO2,1,0.1428
2017,NUTS,2010,RO2,1,0.1441
2018,NUTS,2010,RO2,1,0.1399
2019,NUTS,2010,RO2,1,0.131
2011,NUTS,2010,RO21,2,0.1581
2012,NUTS,2010,RO21,2,0.1607
2013,NUTS,2010,RO21,2,0.1623
2014,NUTS,2010,RO21,2,0.1672
2015,NUTS,2010,RO21,2,0.166
2016,NUTS,2010,RO21,2,0.155
2017,NUTS,2010,RO21,2,0.1472
2018,NUTS,2010,RO21,2,0.131
2019,NUTS,2010,RO21,2,0.1293
2011,NUTS,2010,RO22,2,0.0837
2012,NUTS,2010,RO22,2,0.0851
2013,NUTS,2010,RO22,2,0.0882
2014,NUTS,2010,RO22,2,0.1011
2015,NUTS,2010,RO22,2,0.1114
2016,NUTS,2010,RO22,2,0.1226
2017,NUTS,2010,RO22,2,0.1388
2018,NUTS,2010,RO22,2,0.1548
2019,NUTS,2010,RO22,2,0.1338
2011,NUTS,2010,RO3,1,0.2145
2012,NUTS,2010,RO3,1,0.2501
2013,NUTS,2010,RO3,1,0.2267
2014,NUTS,2010,RO3,1,0.2109
2015,NUTS,2010,RO3,1,0.2198
2016,NUTS,2010,RO3,1,0.2326
2017,NUTS,2010,RO3,1,0.2366
2018,NUTS,2010,RO3,1,0.2758
2019,NUTS,2010,RO3,1,0.2662
2011,NUTS,2010,RO31,2,0.0608
2012,NUTS,2010,RO31,2,0.059
2013,NUTS,2010,RO31,2,0.0567
2014,NUTS,2010,RO31,2,0.0515
2015,NUTS,2010,RO31,2,0.0491
2016,NUTS,2010,RO31,2,0.0511
2017,NUTS,2010,RO31,2,0.0422
2018,NUTS,2010,RO31,2,0.0439
2019,NUTS,2010,RO31,2,0.0432
2011,NUTS,2010,RO32,2,0.3935
2012,NUTS,2010,RO32,2,0.4813
2013,NUTS,2010,RO32,2,0.4409
2014,NUTS,2010,RO32,2,0.4093
2015,NUTS,2010,RO32,2,0.4196
2016,NUTS,2010,RO32,2,0.438
2017,NUTS,2010,RO32,2,0.4583
2018,NUTS,2010,RO32,2,0.5375
2019,NUTS,2010,RO32,2,0.5143
2011,NUTS,2010,RO4,1,0.1956
2012,NUTS,2010,RO4,1,0.2189
2013,NUTS,2010,RO4,1,0.2265
2014,NUTS,2010,RO4,1,0.2071
2015,NUTS,2010,RO4,1,0.2206
2016,NUTS,2010,RO4,1,0.219
2017,NUTS,2010,RO4,1,0.2132
2018,NUTS,2010,RO4,1,0.1383
2019,NUTS,2010,RO4,1,0.1334
2011,NUTS,2010,RO41,2,0.1462
2012,NUTS,2010,RO41,2,0.1425
2013,NUTS,2010,RO41,2,0.1473
2014,NUTS,2010,RO41,2,0.1414
2015,NUTS,2010,RO41,2,0.161
2016,NUTS,2010,RO41,2,0.1668
2017,NUTS,2010,RO41,2,0.1533
2018,NUTS,2010,RO41,2,0.0805
2019,NUTS,2010,RO41,2,0.0826
2011,NUTS,2010,RO42,2,0.257
2012,NUTS,2010,RO42,2,0.3138
2013,NUTS,2010,RO42,2,0.3198
2014,NUTS,2010,RO42,2,0.2858
2015,NUTS,2010,RO42,2,0.2867
2016,NUTS,2010,RO42,2,0.2766
2017,NUTS,2010,RO42,2,0.2836
2018,NUTS,2010,RO42,2,0.2064
2019,NUTS,2010,RO42,2,0.1921
2011,NUTS,2010,RS,0,0.4696
2012,NUTS,2010,RS,0,0.4466
2013,NUTS,2010,RS,0,0.4852
2014,NUTS,2010,RS,0,0.4525
2015,NUTS,2010,RS,0,0.4836
2016,NUTS,2010,RS,0,0.4581
2017,NUTS,2010,RS,0,0.4475
2018,NUTS,2010,RS,0,0.4525
2019,NUTS,2010,RS,0,0.4367
2020,NUTS,2010,RS,0,0.4407
2018,NUTS,2010,RS1,1,0.6034
2019,NUTS,2010,RS1,1,0.5836
2020,NUTS,2010,RS1,1,0.5975
2018,NUTS,2010,RS11,2,0.76
2019,NUTS,2010,RS11,2,0.7518
2020,NUTS,2010,RS11,2,0.7608
2018,NUTS,2010,RS12,2,0.4539
2019,NUTS,2010,RS12,2,0.4214
2020,NUTS,2010,RS12,2,0.4398
2018,NUTS,2010,RS2,1,0.2163
2019,NUTS,2010,RS2,1,0.2024
2020,NUTS,2010,RS2,1,0.195
2018,NUTS,2010,RS21,2,0.1641
2019,NUTS,2010,RS21,2,0.1423
2020,NUTS,2010,RS21,2,0.1444
2018,NUTS,2010,RS22,2,0.2907
2019,NUTS,2010,RS22,2,0.2866
2020,NUTS,2010,RS22,2,0.2678
2011,NUTS,2010,RU,0,0.0609
2012,NUTS,2010,RU,0,0.0601
2011,NUTS,2010,SE,0,0.9183
2013,NUTS,2010,SE,0,0.9521
2015,NUTS,2010,SE,0,0.9527
2017,NUTS,2010,SE,0,0.7006
2019,NUTS,2010,SE,0,0.7407
2011,NUTS,2010,SE1,1,1.0481
2013,NUTS,2010,SE1,1,1.0883
2015,NUTS,2010,SE1,1,1.0855
2017,NUTS,2010,SE1,1,0.8175
2019,NUTS,2010,SE1,1,0.8475
2011,NUTS,2010,SE11,2,0.9484
2013,NUTS,2010,SE11,2,0.9869
2015,NUTS,2010,SE11,2,0.9865
2017,NUTS,2010,SE11,2,0.7592
2019,NUTS,2010,SE11,2,0.7638
2011,NUTS,2010,SE12,2,1.195
2013,NUTS,2010,SE12,2,1.2415
2015,NUTS,2010,SE12,2,1.2351
2017,NUTS,2010,SE12,2,0.9067
2019,NUTS,2010,SE12,2,0.9761
2011,NUTS,2010,SE2,1,0.7682
2013,NUTS,2010,SE2,1,0.7868
2015,NUTS,2010,SE2,1,0.7851
2017,NUTS,2010,SE2,1,0.5761
2019,NUTS,2010,SE2,1,0.6181
2011,NUTS,2010,SE21,2,0.4875
2013,NUTS,2010,SE21,2,0.47
2015,NUTS,2010,SE21,2,0.4672
2017,NUTS,2010,SE21,2,0.3198
2019,NUTS,2010,SE21,2,0.3468
2011,NUTS,2010,SE22,2,0.9366
2013,NUTS,2010,SE22,2,1.0088
2015,NUTS,2010,SE22,2,0.9725
2017,NUTS,2010,SE22,2,0.6941
2019,NUTS,2010,SE22,2,0.7747
2011,NUTS,2010,SE23,2,0.7665
2013,NUTS,2010,SE23,2,0.7614
2015,NUTS,2010,SE23,2,0.7856
2017,NUTS,2010,SE23,2,0.5999
2019,NUTS,2010,SE23,2,0.6216
2011,NUTS,2010,SE3,1,0.7922
2013,NUTS,2010,SE3,1,0.8049
2015,NUTS,2010,SE3,1,0.7943
2017,NUTS,2010,SE3,1,0.536
2019,NUTS,2010,SE3,1,0.5724
2011,NUTS,2010,SE31,2,0.4718
2013,NUTS,2010,SE31,2,0.4782
2015,NUTS,2010,SE31,2,0.4722
2017,NUTS,2010,SE31,2,0.3102
2019,NUTS,2010,SE31,2,0.2978
2011,NUTS,2010,SE32,2,0.4038
2013,NUTS,2010,SE32,2,0.3901
2015,NUTS,2010,SE32,2,0.3743
2017,NUTS,2010,SE32,2,0.2431
2019,NUTS,2010,SE32,2,0.2788
2011,NUTS,2010,SE33,2,1.5812
2013,NUTS,2010,SE33,2,1.6226
2015,NUTS,2010,SE33,2,1.5951
2017,NUTS,2010,SE33,2,1.0959
2019,NUTS,2010,SE33,2,1.2406
2011,NUTS,2010,SI,0,0.5444
2012,NUTS,2010,SI,0,0.5222
2013,NUTS,2010,SI,0,0.4892
2014,NUTS,2010,SI,0,0.4939
2015,NUTS,2010,SI,0,0.4682
2016,NUTS,2010,SI,0,0.4214
2017,NUTS,2010,SI,0,0.4673
2018,NUTS,2010,SI,0,0.4965
2019,NUTS,2010,SI,0,0.4842
2011,NUTS,2010,SI0,1,0.5275
2012,NUTS,2010,SI0,1,0.5082
2013,NUTS,2010,SI0,1,0.4758
2014,NUTS,2010,SI0,1,0.4774
2015,NUTS,2010,SI0,1,0.4563
2016,NUTS,2010,SI0,1,0.4127
2017,NUTS,2010,SI0,1,0.4561
2018,NUTS,2010,SI0,1,0.4831
2019,NUTS,2010,SI0,1,0.474
2013,NUTS,2010,SI03,2,0.1831
2014,NUTS,2010,SI03,2,0.1825
2015,NUTS,2010,SI03,2,0.1653
2016,NUTS,2010,SI03,2,0.1626
2017,NUTS,2010,SI03,2,0.1814
2019,NUTS,2010,SI03,2,0.2151
2013,NUTS,2010,SI04,2,0.7963
2014,NUTS,2010,SI04,2,0.8037
2015,NUTS,2010,SI04,2,0.7733
2016,NUTS,2010,SI04,2,0.6844
2017,NUTS,2010,SI04,2,0.7607
2019,NUTS,2010,SI04,2,0.7534
2011,NUTS,2010,SK,0,0.7755
2012,NUTS,2010,SK,0,0.7561
2013,NUTS,2010,SK,0,0.7519
2014,NUTS,2010,SK,0,0.7313
2015,NUTS,2010,SK,0,0.6698
2016,NUTS,2010,SK,0,0.7027
2017,NUTS,2010,SK,0,0.6911
2018,NUTS,2010,SK,0,0.7167
2019,NUTS,2010,SK,0,0.7005
2020,NUTS,2010,SK,0,0.6964
2011,NUTS,2010,SK01,2,2.8943
2012,NUTS,2010,SK01,2,2.6707
2013,NUTS,2010,SK01,2,2.4762
2014,NUTS,2010,SK01,2,2.4041
2015,NUTS,2010,SK01,2,2.1252
2016,NUTS,2010,SK01,2,2.3512
2017,NUTS,2010,SK01,2,2.1715
2018,NUTS,2010,SK01,2,2.3161
2019,NUTS,2010,SK01,2,2.1813
2020,NUTS,2010,SK01,2,2.1818
2011,NUTS,2010,SK02,2,0.2973
2012,NUTS,2010,SK02,2,0.2927
2013,NUTS,2010,SK02,2,0.3858
2014,NUTS,2010,SK02,2,0.3896
2015,NUTS,2010,SK02,2,0.3519
2016,NUTS,2010,SK02,2,0.3261
2017,NUTS,2010,SK02,2,0.3257
2018,NUTS,2010,SK02,2,0.3467
2019,NUTS,2010,SK02,2,0.337
2020,NUTS,2010,SK02,2,0.3434
2011,NUTS,2010,SK03,2,0.583
2012,NUTS,2010,SK03,2,0.6031
2013,NUTS,2010,SK03,2,0.582
2014,NUTS,2010,SK03,2,0.5842
2015,NUTS,2010,SK03,2,0.5312
2016,NUTS,2010,SK03,2,0.5912
2017,NUTS,2010,SK03,2,0.6185
2018,NUTS,2010,SK03,2,0.5987
2019,NUTS,2010,SK03,2,0.554
2020,NUTS,2010,SK03,2,0.5234
2011,NUTS,2010,SK04,2,0.5791
2012,NUTS,2010,SK04,2,0.594
2013,NUTS,2010,SK04,2,0.5833
2014,NUTS,2010,SK04,2,0.5456
2015,NUTS,2010,SK04,2,0.5526
2016,NUTS,2010,SK04,2,0.5301
2017,NUTS,2010,SK04,2,0.5492
2018,NUTS,2010,SK04,2,0.5487
2019,NUTS,2010,SK04,2,0.5881
2020,NUTS,2010,SK04,2,0.5958
2011,NUTS,2010,TR,0,0.4059
2012,NUTS,2010,TR,0,0.4488
2013,NUTS,2010,TR,0,0.4563
2014,NUTS,2010,TR,0,0.4991
2015,NUTS,2010,TR,0,0.5119
2016,NUTS,2010,TR,0,0.4711
2017,NUTS,2010,TR,0,0.4839
2018,NUTS,2010,TR,0,0.493
2019,NUTS,2010,TR,0,0.5271
2020,NUTS,2010,TR,0,0.5529
2011,NUTS,2010,UK,0,1.0811
2012,NUTS,2010,UK,0,1.1003
2013,NUTS,2010,UK,0,1.1425
2014,NUTS,2010,UK,0,1.1594
2015,NUTS,2010,UK,0,1.156
2016,NUTS,2010,UK,0,1.1682
2017,NUTS,2010,UK,0,1.1433
2018,NUTS,2010,UK,0,1.1457
2011,NUTS,2010,UKC,1,1.164
2012,NUTS,2010,UKC,1,1.1786
2013,NUTS,2010,UKC,1,1.2228
2014,NUTS,2010,UKC,1,1.2284
2015,NUTS,2010,UKC,1,1.2826
2016,NUTS,2010,UKC,1,1.2867
2017,NUTS,2010,UKC,1,1.2311
2018,NUTS,2010,UKC,1,1.2593
2011,NUTS,2010,UKC1,2,0.9745
2012,NUTS,2010,UKC1,2,1.0157
2013,NUTS,2010,UKC1,2,1.0419
2014,NUTS,2010,UKC1,2,1.0395
2015,NUTS,2010,UKC1,2,1.0586
2016,NUTS,2010,UKC1,2,1.0633
2017,NUTS,2010,UKC1,2,0.9706
2018,NUTS,2010,UKC1,2,0.9738
2011,NUTS,2010,UKC2,2,1.3156
2012,NUTS,2010,UKC2,2,1.3023
2013,NUTS,2010,UKC2,2,1.3616
2014,NUTS,2010,UKC2,2,1.3752
2015,NUTS,2010,UKC2,2,1.4584
2016,NUTS,2010,UKC2,2,1.4618
2017,NUTS,2010,UKC2,2,1.4403
2018,NUTS,2010,UKC2,2,1.4965
2011,NUTS,2010,UKD,1,0.882
2012,NUTS,2010,UKD,1,0.9007
2013,NUTS,2010,UKD,1,0.9586
2014,NUTS,2010,UKD,1,0.9745
2015,NUTS,2010,UKD,1,0.9809
2016,NUTS,2010,UKD,1,0.995
2017,NUTS,2010,UKD,1,0.9889
2018,NUTS,2010,UKD,1,0.9948
2011,NUTS,2010,UKD1,2,0.2136
2012,NUTS,2010,UKD1,2,0.2202
2013,NUTS,2010,UKD1,2,0.2091
2014,NUTS,2010,UKD1,2,0.2243
2015,NUTS,2010,UKD1,2,0.2313
2016,NUTS,2010,UKD1,2,0.2463
2017,NUTS,2010,UKD1,2,0.254
2018,NUTS,2010,UKD1,2,0.256
2011,NUTS,2010,UKD3,2,1.2236
2012,NUTS,2010,UKD3,2,1.2609
2013,NUTS,2010,UKD3,2,1.2629
2014,NUTS,2010,UKD3,2,1.2564
2015,NUTS,2010,UKD3,2,1.2496
2016,NUTS,2010,UKD3,2,1.2602
2017,NUTS,2010,UKD3,2,1.2073
2018,NUTS,2010,UKD3,2,1.2363
2011,NUTS,2010,UKD4,2,0.7703
2012,NUTS,2010,UKD4,2,0.7883
2013,NUTS,2010,UKD4,2,0.9168
2014,NUTS,2010,UKD4,2,0.9311
2015,NUTS,2010,UKD4,2,0.9298
2016,NUTS,2010,UKD4,2,0.9356
2017,NUTS,2010,UKD4,2,0.9597
2018,NUTS,2010,UKD4,2,0.9965
2011,NUTS,2010,UKD6,2,0.1975
2012,NUTS,2010,UKD6,2,0.2029
2013,NUTS,2010,UKD6,2,0.3196
2014,NUTS,2010,UKD6,2,0.3175
2015,NUTS,2010,UKD6,2,0.282
2016,NUTS,2010,UKD6,2,0.2885
2017,NUTS,2010,UKD6,2,0.2855
2018,NUTS,2010,UKD6,2,0.2868
2011,NUTS,2010,UKD7,2,1.0627
2012,NUTS,2010,UKD7,2,1.0574
2013,NUTS,2010,UKD7,2,1.1306
2014,NUTS,2010,UKD7,2,1.1932
2015,NUTS,2010,UKD7,2,1.2446
2016,NUTS,2010,UKD7,2,1.2588
2017,NUTS,2010,UKD7,2,1.3127
2018,NUTS,2010,UKD7,2,1.2371
2011,NUTS,2010,UKE,1,1.0758
2012,NUTS,2010,UKE,1,1.083
2013,NUTS,2010,UKE,1,1.136
2014,NUTS,2010,UKE,1,1.1588
2015,NUTS,2010,UKE,1,1.199
2016,NUTS,2010,UKE,1,1.2079
2017,NUTS,2010,UKE,1,1.1863
2018,NUTS,2010,UKE,1,1.1853
2011,NUTS,2010,UKE1,2,0.5022
2012,NUTS,2010,UKE1,2,0.5377
2013,NUTS,2010,UKE1,2,0.5181
2014,NUTS,2010,UKE1,2,0.5375
2015,NUTS,2010,UKE1,2,0.4753
2016,NUTS,2010,UKE1,2,0.4739
2017,NUTS,2010,UKE1,2,0.4014
2018,NUTS,2010,UKE1,2,0.3998
2011,NUTS,2010,UKE2,2,0.9421
2012,NUTS,2010,UKE2,2,0.9244
2013,NUTS,2010,UKE2,2,1.0631
2014,NUTS,2010,UKE2,2,1.1047
2015,NUTS,2010,UKE2,2,1.2354
2016,NUTS,2010,UKE2,2,1.256
2017,NUTS,2010,UKE2,2,1.2065
2018,NUTS,2010,UKE2,2,1.2376
2011,NUTS,2010,UKE3,2,1.4721
2012,NUTS,2010,UKE3,2,1.463
2013,NUTS,2010,UKE3,2,1.5683
2014,NUTS,2010,UKE3,2,1.5766
2015,NUTS,2010,UKE3,2,1.692
2016,NUTS,2010,UKE3,2,1.6999
2017,NUTS,2010,UKE3,2,1.6586
2018,NUTS,2010,UKE3,2,1.6066
2011,NUTS,2010,UKE4,2,1.1415
2012,NUTS,2010,UKE4,2,1.1399
2013,NUTS,2010,UKE4,2,1.1566
2014,NUTS,2010,UKE4,2,1.1742
2015,NUTS,2010,UKE4,2,1.1907
2016,NUTS,2010,UKE4,2,1.2021
2017,NUTS,2010,UKE4,2,1.2084
2018,NUTS,2010,UKE4,2,1.2191
2011,NUTS,2010,UKF,1,0.9727
2012,NUTS,2010,UKF,1,1.0034
2013,NUTS,2010,UKF,1,1.0295
2014,NUTS,2010,UKF,1,1.0283
2015,NUTS,2010,UKF,1,1.0137
2016,NUTS,2010,UKF,1,1.0242
2017,NUTS,2010,UKF,1,1.0028
2018,NUTS,2010,UKF,1,1.0055
2011,NUTS,2010,UKF1,2,1.154
2012,NUTS,2010,UKF1,2,1.1515
2013,NUTS,2010,UKF1,2,1.2094
2014,NUTS,2010,UKF1,2,1.2371
2015,NUTS,2010,UKF1,2,1.1743
2016,NUTS,2010,UKF1,2,1.1801
2017,NUTS,2010,UKF1,2,1.1849
2018,NUTS,2010,UKF1,2,1.1899
2011,NUTS,2010,UKF2,2,1.0453
2012,NUTS,2010,UKF2,2,1.0879
2013,NUTS,2010,UKF2,2,1.1112
2014,NUTS,2010,UKF2,2,1.0939
2015,NUTS,2010,UKF2,2,1.0644
2016,NUTS,2010,UKF2,2,1.083
2017,NUTS,2010,UKF2,2,1.0327
2018,NUTS,2010,UKF2,2,1.0321
2011,NUTS,2010,UKF3,2,0.29
2012,NUTS,2010,UKF3,2,0.3223
2013,NUTS,2010,UKF3,2,0.3244
2014,NUTS,2010,UKF3,2,0.3139
2015,NUTS,2010,UKF3,2,0.391
2016,NUTS,2010,UKF3,2,0.3945
2017,NUTS,2010,UKF3,2,0.3841
2018,NUTS,2010,UKF3,2,0.3865
2011,NUTS,2010,UKG,1,0.7891
2012,NUTS,2010,UKG,1,0.7884
2013,NUTS,2010,UKG,1,0.8674
2014,NUTS,2010,UKG,1,0.8864
2015,NUTS,2010,UKG,1,0.9071
2016,NUTS,2010,UKG,1,0.9015
2017,NUTS,2010,UKG,1,0.9217
2018,NUTS,2010,UKG,1,0.9054
2011,NUTS,2010,UKG1,2,0.0749
2012,NUTS,2010,UKG1,2,0.0725
2013,NUTS,2010,UKG1,2,0.0838
2014,NUTS,2010,UKG1,2,0.0861
2015,NUTS,2010,UKG1,2,0.0968
2016,NUTS,2010,UKG1,2,0.0987
2017,NUTS,2010,UKG1,2,0.0915
2018,NUTS,2010,UKG1,2,0.0889
2011,NUTS,2010,UKG2,2,0.2204
2012,NUTS,2010,UKG2,2,0.2243
2013,NUTS,2010,UKG2,2,0.2335
2014,NUTS,2010,UKG2,2,0.245
2015,NUTS,2010,UKG2,2,0.3102
2016,NUTS,2010,UKG2,2,0.3071
2017,NUTS,2010,UKG2,2,0.3076
2018,NUTS,2010,UKG2,2,0.3123
2011,NUTS,2010,UKG3,2,1.549
2012,NUTS,2010,UKG3,2,1.5574
2013,NUTS,2010,UKG3,2,1.731
2014,NUTS,2010,UKG3,2,1.734
2015,NUTS,2010,UKG3,2,1.7443
2016,NUTS,2010,UKG3,2,1.7141
2017,NUTS,2010,UKG3,2,1.7453
2018,NUTS,2010,UKG3,2,1.69
2011,NUTS,2010,UKH,1,0.9022
2012,NUTS,2010,UKH,1,0.9158
2013,NUTS,2010,UKH,1,0.9413
2014,NUTS,2010,UKH,1,0.9559
2015,NUTS,2010,UKH,1,0.9196
2016,NUTS,2010,UKH,1,0.9373
2017,NUTS,2010,UKH,1,0.92
2018,NUTS,2010,UKH,1,0.9184
2011,NUTS,2010,UKH1,2,1.4388
2012,NUTS,2010,UKH1,2,1.4682
2013,NUTS,2010,UKH1,2,1.5868
