year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_pc_emp_hc_t
2018,NUTS,2010,DEB1,2,0.1766
2019,NUTS,2010,DEB1,2,0.1885
2011,NUTS,2010,DEB2,2,0.4525
2012,NUTS,2010,DEB2,2,0.4595
2013,NUTS,2010,DEB2,2,0.4405
2014,NUTS,2010,DEB2,2,0.4005
2015,NUTS,2010,DEB2,2,0.429
2016,NUTS,2010,DEB2,2,0.4144
2017,NUTS,2010,DEB2,2,0.4088
2018,NUTS,2010,DEB2,2,0.3833
2019,NUTS,2010,DEB2,2,0.3837
2011,NUTS,2010,DEB3,2,0.6921
2012,NUTS,2010,DEB3,2,0.7063
2013,NUTS,2010,DEB3,2,0.717
2014,NUTS,2010,DEB3,2,0.7266
2015,NUTS,2010,DEB3,2,0.7468
2016,NUTS,2010,DEB3,2,0.764
2017,NUTS,2010,DEB3,2,0.7579
2018,NUTS,2010,DEB3,2,0.7857
2019,NUTS,2010,DEB3,2,0.7785
2011,NUTS,2010,DEC,1,0.6573
2012,NUTS,2010,DEC,1,0.6742
2013,NUTS,2010,DEC,1,0.7128
2014,NUTS,2010,DEC,1,0.742
2015,NUTS,2010,DEC,1,0.7411
2016,NUTS,2010,DEC,1,0.7121
2017,NUTS,2010,DEC,1,0.7188
2018,NUTS,2010,DEC,1,0.7217
2019,NUTS,2010,DEC,1,0.733
2011,NUTS,2010,DEC0,2,0.6573
2012,NUTS,2010,DEC0,2,0.6742
2013,NUTS,2010,DEC0,2,0.7128
2014,NUTS,2010,DEC0,2,0.742
2015,NUTS,2010,DEC0,2,0.7411
2016,NUTS,2010,DEC0,2,0.7121
2017,NUTS,2010,DEC0,2,0.7188
2018,NUTS,2010,DEC0,2,0.7217
2019,NUTS,2010,DEC0,2,0.733
2011,NUTS,2010,DED,1,0.7788
2012,NUTS,2010,DED,1,0.8166
2013,NUTS,2010,DED,1,0.8727
2014,NUTS,2010,DED,1,0.8614
2015,NUTS,2010,DED,1,0.8408
2016,NUTS,2010,DED,1,0.8264
2017,NUTS,2010,DED,1,0.8563
2018,NUTS,2010,DED,1,0.8954
2019,NUTS,2010,DED,1,0.9078
2011,NUTS,2010,DED2,2,0.4705
2012,NUTS,2010,DED2,2,0.4663
2013,NUTS,2010,DED2,2,0.5106
2014,NUTS,2010,DED2,2,0.5308
2015,NUTS,2010,DED2,2,0.9321
2016,NUTS,2010,DED2,2,0.9394
2017,NUTS,2010,DED2,2,0.9703
2018,NUTS,2010,DED2,2,1.0157
2019,NUTS,2010,DED2,2,1.0023
2011,NUTS,2010,DED4,2,0.9996
2012,NUTS,2010,DED4,2,1.051
2013,NUTS,2010,DED4,2,1.0824
2014,NUTS,2010,DED4,2,1.0395
2015,NUTS,2010,DED4,2,0.5505
2016,NUTS,2010,DED4,2,0.5424
2017,NUTS,2010,DED4,2,0.5553
2018,NUTS,2010,DED4,2,0.5873
2019,NUTS,2010,DED4,2,0.6042
2011,NUTS,2010,DED5,2,0.9499
2012,NUTS,2010,DED5,2,1.0324
2013,NUTS,2010,DED5,2,1.1361
2014,NUTS,2010,DED5,2,1.1184
2015,NUTS,2010,DED5,2,1.1072
2016,NUTS,2010,DED5,2,1.0486
2017,NUTS,2010,DED5,2,1.0983
2018,NUTS,2010,DED5,2,1.1238
2019,NUTS,2010,DED5,2,1.1627
2011,NUTS,2010,DEE,1,0.5137
2012,NUTS,2010,DEE,1,0.5471
2013,NUTS,2010,DEE,1,0.5621
2014,NUTS,2010,DEE,1,0.5591
2015,NUTS,2010,DEE,1,0.5804
2016,NUTS,2010,DEE,1,0.5483
2017,NUTS,2010,DEE,1,0.5672
2018,NUTS,2010,DEE,1,0.6138
2019,NUTS,2010,DEE,1,0.6141
2011,NUTS,2010,DEE0,2,0.5137
2012,NUTS,2010,DEE0,2,0.5471
2013,NUTS,2010,DEE0,2,0.5621
2014,NUTS,2010,DEE0,2,0.5591
2015,NUTS,2010,DEE0,2,0.5804
2016,NUTS,2010,DEE0,2,0.5483
2017,NUTS,2010,DEE0,2,0.5672
2018,NUTS,2010,DEE0,2,0.6138
2019,NUTS,2010,DEE0,2,0.6141
2011,NUTS,2010,DEF,1,0.4041
2012,NUTS,2010,DEF,1,0.4092
2013,NUTS,2010,DEF,1,0.4294
2014,NUTS,2010,DEF,1,0.4365
2015,NUTS,2010,DEF,1,0.4457
2016,NUTS,2010,DEF,1,0.4455
2017,NUTS,2010,DEF,1,0.45
2018,NUTS,2010,DEF,1,0.4611
2019,NUTS,2010,DEF,1,0.4568
2011,NUTS,2010,DEF0,2,0.4041
2012,NUTS,2010,DEF0,2,0.4092
2013,NUTS,2010,DEF0,2,0.4294
2014,NUTS,2010,DEF0,2,0.4365
2015,NUTS,2010,DEF0,2,0.4457
2016,NUTS,2010,DEF0,2,0.4455
2017,NUTS,2010,DEF0,2,0.45
2018,NUTS,2010,DEF0,2,0.4611
2019,NUTS,2010,DEF0,2,0.4568
2011,NUTS,2010,DEG,1,0.6076
2012,NUTS,2010,DEG,1,0.6348
2013,NUTS,2010,DEG,1,0.65
2014,NUTS,2010,DEG,1,0.6663
2015,NUTS,2010,DEG,1,0.6626
2016,NUTS,2010,DEG,1,0.6312
2017,NUTS,2010,DEG,1,0.6406
2018,NUTS,2010,DEG,1,0.6591
2019,NUTS,2010,DEG,1,0.6661
2011,NUTS,2010,DEG0,2,0.6076
2012,NUTS,2010,DEG0,2,0.6348
2013,NUTS,2010,DEG0,2,0.65
2014,NUTS,2010,DEG0,2,0.6663
2015,NUTS,2010,DEG0,2,0.6626
2016,NUTS,2010,DEG0,2,0.6312
2017,NUTS,2010,DEG0,2,0.6406
2018,NUTS,2010,DEG0,2,0.6591
2019,NUTS,2010,DEG0,2,0.6661
2011,NUTS,2010,DK,0,0.9988
2012,NUTS,2010,DK,0,1.009
2013,NUTS,2010,DK,0,1.0591
2014,NUTS,2010,DK,0,1.0636
2015,NUTS,2010,DK,0,1.0675
2016,NUTS,2010,DK,0,0.9834
2017,NUTS,2010,DK,0,0.9577
2018,NUTS,2010,DK,0,1.0036
2019,NUTS,2010,DK,0,0.99
2020,NUTS,2010,DK,0,1.0049
2011,NUTS,2010,DK0,1,0.9994
2012,NUTS,2010,DK0,1,0.9786
2013,NUTS,2010,DK0,1,1.0272
2014,NUTS,2010,DK0,1,1.0297
2015,NUTS,2010,DK0,1,1.0336
2016,NUTS,2010,DK0,1,0.9505
2017,NUTS,2010,DK0,1,0.9266
2018,NUTS,2010,DK0,1,0.9706
2019,NUTS,2010,DK0,1,0.9561
2011,NUTS,2010,DK01,2,1.5283
2012,NUTS,2010,DK01,2,1.5216
2013,NUTS,2010,DK01,2,1.6066
2014,NUTS,2010,DK01,2,1.6477
2015,NUTS,2010,DK01,2,1.6139
2016,NUTS,2010,DK01,2,1.4604
2017,NUTS,2010,DK01,2,1.459
2019,NUTS,2010,DK01,2,1.5182
2011,NUTS,2010,DK02,2,0.4259
2012,NUTS,2010,DK02,2,0.3851
2013,NUTS,2010,DK02,2,0.3837
2014,NUTS,2010,DK02,2,0.4061
2015,NUTS,2010,DK02,2,0.3304
2016,NUTS,2010,DK02,2,0.3546
2017,NUTS,2010,DK02,2,0.3172
2019,NUTS,2010,DK02,2,0.3794
2011,NUTS,2010,DK03,2,0.4655
2012,NUTS,2010,DK03,2,0.5002
2013,NUTS,2010,DK03,2,0.5296
2014,NUTS,2010,DK03,2,0.5596
2015,NUTS,2010,DK03,2,0.5836
2016,NUTS,2010,DK03,2,0.5619
2017,NUTS,2010,DK03,2,0.4291
2019,NUTS,2010,DK03,2,0.4077
2011,NUTS,2010,DK04,2,1.1135
2012,NUTS,2010,DK04,2,0.9501
2013,NUTS,2010,DK04,2,0.9776
2014,NUTS,2010,DK04,2,0.9322
2015,NUTS,2010,DK04,2,1.0156
2016,NUTS,2010,DK04,2,0.9332
2017,NUTS,2010,DK04,2,0.8626
2019,NUTS,2010,DK04,2,0.8642
2011,NUTS,2010,DK05,2,0.9818
2012,NUTS,2010,DK05,2,1.129
2013,NUTS,2010,DK05,2,1.1689
2014,NUTS,2010,DK05,2,1.0414
2015,NUTS,2010,DK05,2,1.028
2016,NUTS,2010,DK05,2,0.8739
2017,NUTS,2010,DK05,2,1.1494
2019,NUTS,2010,DK05,2,1.1964
2011,NUTS,2010,EA19,2,0.5742
2012,NUTS,2010,EA19,2,0.5917
2013,NUTS,2010,EA19,2,0.6096
2014,NUTS,2010,EA19,2,0.6125
2015,NUTS,2010,EA19,2,0.6135
2016,NUTS,2010,EA19,2,0.5995
2017,NUTS,2010,EA19,2,0.6054
2018,NUTS,2010,EA19,2,0.6122
2019,NUTS,2010,EA19,2,0.6187
2011,NUTS,2010,EE,0,0.7928
2012,NUTS,2010,EE,0,0.793
2013,NUTS,2010,EE,0,0.7947
2014,NUTS,2010,EE,0,0.7952
2015,NUTS,2010,EE,0,0.7545
2016,NUTS,2010,EE,0,0.7057
2017,NUTS,2010,EE,0,0.7022
2018,NUTS,2010,EE,0,0.7174
2019,NUTS,2010,EE,0,0.7059
2011,NUTS,2010,EL,0,0.8287
2013,NUTS,2010,EL,0,1.1264
2015,NUTS,2010,EL,0,1.0574
2017,NUTS,2010,EL,0,0.8038
2019,NUTS,2010,EL,0,0.8722
2011,NUTS,2010,EL3,1,0.7358
2013,NUTS,2010,EL3,1,1.0436
2015,NUTS,2010,EL3,1,1.1174
2017,NUTS,2010,EL3,1,0.778
2019,NUTS,2010,EL3,1,0.8026
2011,NUTS,2010,EL30,2,0.7358
2013,NUTS,2010,EL30,2,1.0436
2015,NUTS,2010,EL30,2,1.1174
2017,NUTS,2010,EL30,2,0.778
2019,NUTS,2010,EL30,2,0.8026
2011,NUTS,2010,EL4,1,1.0435
2013,NUTS,2010,EL4,1,1.2011
2015,NUTS,2010,EL4,1,0.9326
2017,NUTS,2010,EL4,1,0.7548
2019,NUTS,2010,EL4,1,0.7839
2011,NUTS,2010,EL41,2,1.2866
2013,NUTS,2010,EL41,2,1.6037
2015,NUTS,2010,EL41,2,1.1862
2017,NUTS,2010,EL41,2,1.062
2019,NUTS,2010,EL41,2,1.0348
2011,NUTS,2010,EL42,2,0.3114
2013,NUTS,2010,EL42,2,0.4316
2015,NUTS,2010,EL42,2,0.2751
2017,NUTS,2010,EL42,2,0.3242
2019,NUTS,2010,EL42,2,0.2496
2011,NUTS,2010,EL43,2,1.3637
2013,NUTS,2010,EL43,2,1.5182
2015,NUTS,2010,EL43,2,1.2697
2017,NUTS,2010,EL43,2,0.8982
2019,NUTS,2010,EL43,2,0.9905
2011,NUTS,2010,EL5,1,1.0592
2013,NUTS,2010,EL5,1,1.3845
2015,NUTS,2010,EL5,1,1.181
2017,NUTS,2010,EL5,1,0.8807
2019,NUTS,2010,EL5,1,1.0282
2011,NUTS,2010,EL51,2,0.9666
2013,NUTS,2010,EL51,2,1.2695
2015,NUTS,2010,EL51,2,0.8898
2017,NUTS,2010,EL51,2,0.7177
2019,NUTS,2010,EL51,2,0.8639
2011,NUTS,2010,EL52,2,1.0412
2013,NUTS,2010,EL52,2,1.4169
2015,NUTS,2010,EL52,2,1.2172
2017,NUTS,2010,EL52,2,0.8813
2019,NUTS,2010,EL52,2,1.0387
2011,NUTS,2010,EL53,2,0.4514
2013,NUTS,2010,EL53,2,0.6316
2015,NUTS,2010,EL53,2,0.5788
2017,NUTS,2010,EL53,2,0.5444
2019,NUTS,2010,EL53,2,0.7876
2011,NUTS,2010,EL54,2,1.7671
2013,NUTS,2010,EL54,2,1.9779
2015,NUTS,2010,EL54,2,1.9858
2017,NUTS,2010,EL54,2,1.4694
2019,NUTS,2010,EL54,2,1.4676
2011,NUTS,2010,EL6,1,0.5542
2013,NUTS,2010,EL6,1,0.8475
2015,NUTS,2010,EL6,1,0.8051
2017,NUTS,2010,EL6,1,0.7031
2019,NUTS,2010,EL6,1,0.7453
2011,NUTS,2010,EL61,2,0.761
2013,NUTS,2010,EL61,2,0.8641
2015,NUTS,2010,EL61,2,0.8242
2017,NUTS,2010,EL61,2,0.7919
2019,NUTS,2010,EL61,2,0.8199
2011,NUTS,2010,EL62,2,0.1857
2013,NUTS,2010,EL62,2,0.8072
2015,NUTS,2010,EL62,2,0.8849
2017,NUTS,2010,EL62,2,0.9577
2019,NUTS,2010,EL62,2,0.8744
2011,NUTS,2010,EL63,2,1.154
2013,NUTS,2010,EL63,2,1.7622
2015,NUTS,2010,EL63,2,1.7158
2017,NUTS,2010,EL63,2,1.4843
2019,NUTS,2010,EL63,2,1.5012
2011,NUTS,2010,EL64,2,0.0737
2013,NUTS,2010,EL64,2,0.324
2015,NUTS,2010,EL64,2,0.1862
2017,NUTS,2010,EL64,2,0.133
2019,NUTS,2010,EL64,2,0.1555
2011,NUTS,2010,EL65,2,0.2107
2013,NUTS,2010,EL65,2,0.3424
2015,NUTS,2010,EL65,2,0.3602
2017,NUTS,2010,EL65,2,0.2
2019,NUTS,2010,EL65,2,0.3832
2011,NUTS,2010,ES,0,0.6956
2012,NUTS,2010,ES,0,0.7052
2013,NUTS,2010,ES,0,0.6936
2014,NUTS,2010,ES,0,0.6931
2015,NUTS,2010,ES,0,0.6839
2016,NUTS,2010,ES,0,0.6704
2017,NUTS,2010,ES,0,0.6741
2018,NUTS,2010,ES,0,0.672
2019,NUTS,2010,ES,0,0.6774
2011,NUTS,2010,ES1,1,0.6411
2013,NUTS,2010,ES1,1,0.6471
2015,NUTS,2010,ES1,1,0.6201
2016,NUTS,2010,ES1,1,0.5849
2017,NUTS,2010,ES1,1,0.5936
2018,NUTS,2010,ES1,1,0.5591
2011,NUTS,2010,ES11,2,0.6061
2012,NUTS,2010,ES11,2,0.5918
2014,NUTS,2010,ES11,2,0.5836
2015,NUTS,2010,ES11,2,0.5803
2016,NUTS,2010,ES11,2,0.5644
2017,NUTS,2010,ES11,2,0.569
2018,NUTS,2010,ES11,2,0.5611
2019,NUTS,2010,ES11,2,0.563
2011,NUTS,2010,ES12,2,0.8
2012,NUTS,2010,ES12,2,0.7401
2013,NUTS,2010,ES12,2,0.8462
2014,NUTS,2010,ES12,2,0.7335
2015,NUTS,2010,ES12,2,0.7804
2016,NUTS,2010,ES12,2,0.6902
2017,NUTS,2010,ES12,2,0.7183
2018,NUTS,2010,ES12,2,0.6014
2019,NUTS,2010,ES12,2,0.7072
2011,NUTS,2010,ES13,2,0.5341
2015,NUTS,2010,ES13,2,0.5333
2016,NUTS,2010,ES13,2,0.5032
2017,NUTS,2010,ES13,2,0.4943
2018,NUTS,2010,ES13,2,0.4813
2011,NUTS,2010,ES2,1,0.6822
2013,NUTS,2010,ES2,1,0.7366
2019,NUTS,2010,ES2,1,0.7185
2011,NUTS,2010,ES21,2,0.6093
2012,NUTS,2010,ES21,2,0.6769
2013,NUTS,2010,ES21,2,0.6897
2014,NUTS,2010,ES21,2,0.7093
2015,NUTS,2010,ES21,2,0.7088
2016,NUTS,2010,ES21,2,0.6895
2017,NUTS,2010,ES21,2,0.7072
2018,NUTS,2010,ES21,2,0.7147
2019,NUTS,2010,ES21,2,0.7158
2011,NUTS,2010,ES22,2,0.8616
2011,NUTS,2010,ES23,2,0.3811
2012,NUTS,2010,ES23,2,0.4272
2014,NUTS,2010,ES23,2,0.5023
2015,NUTS,2010,ES23,2,0.4594
2016,NUTS,2010,ES23,2,0.6071
2017,NUTS,2010,ES23,2,0.5007
2018,NUTS,2010,ES23,2,0.5406
2011,NUTS,2010,ES24,2,0.7911
2012,NUTS,2010,ES24,2,0.8107
2013,NUTS,2010,ES24,2,0.8471
2014,NUTS,2010,ES24,2,0.8872
2015,NUTS,2010,ES24,2,0.8854
2016,NUTS,2010,ES24,2,0.818
2017,NUTS,2010,ES24,2,0.8111
2018,NUTS,2010,ES24,2,0.8257
2011,NUTS,2010,ES3,1,0.9441
2012,NUTS,2010,ES3,1,0.926
2013,NUTS,2010,ES3,1,0.9287
2014,NUTS,2010,ES3,1,0.9216
2015,NUTS,2010,ES3,1,0.8955
2016,NUTS,2010,ES3,1,0.8889
2017,NUTS,2010,ES3,1,0.904
2018,NUTS,2010,ES3,1,0.916
2019,NUTS,2010,ES3,1,0.938
2011,NUTS,2010,ES30,2,0.9441
2012,NUTS,2010,ES30,2,0.926
2013,NUTS,2010,ES30,2,0.9287
2014,NUTS,2010,ES30,2,0.9216
2015,NUTS,2010,ES30,2,0.8955
2016,NUTS,2010,ES30,2,0.8889
2017,NUTS,2010,ES30,2,0.904
2018,NUTS,2010,ES30,2,0.916
2019,NUTS,2010,ES30,2,0.938
2011,NUTS,2010,ES4,1,0.6176
2013,NUTS,2010,ES4,1,0.5684
2014,NUTS,2010,ES4,1,0.575
2015,NUTS,2010,ES4,1,0.5781
2016,NUTS,2010,ES4,1,0.567
2018,NUTS,2010,ES4,1,0.5483
2019,NUTS,2010,ES4,1,0.5428
2011,NUTS,2010,ES41,2,0.8593
2012,NUTS,2010,ES41,2,0.8489
2013,NUTS,2010,ES41,2,0.8306
2014,NUTS,2010,ES41,2,0.8397
2015,NUTS,2010,ES41,2,0.8413
2016,NUTS,2010,ES41,2,0.8259
2017,NUTS,2010,ES41,2,0.825
2018,NUTS,2010,ES41,2,0.8091
2019,NUTS,2010,ES41,2,0.8338
2011,NUTS,2010,ES42,2,0.334
2012,NUTS,2010,ES42,2,0.3223
2013,NUTS,2010,ES42,2,0.2173
2014,NUTS,2010,ES42,2,0.2313
2015,NUTS,2010,ES42,2,0.2452
2017,NUTS,2010,ES42,2,0.2506
2011,NUTS,2010,ES43,2,0.5702
2013,NUTS,2010,ES43,2,0.597
2014,NUTS,2010,ES43,2,0.579
2015,NUTS,2010,ES43,2,0.5659
2011,NUTS,2010,ES5,1,0.6279
2012,NUTS,2010,ES5,1,0.653
2013,NUTS,2010,ES5,1,0.632
2014,NUTS,2010,ES5,1,0.6556
2015,NUTS,2010,ES5,1,0.646
2016,NUTS,2010,ES5,1,0.6345
2017,NUTS,2010,ES5,1,0.634
2018,NUTS,2010,ES5,1,0.6289
2011,NUTS,2010,ES51,2,0.6417
2012,NUTS,2010,ES51,2,0.6734
2013,NUTS,2010,ES51,2,0.6729
2014,NUTS,2010,ES51,2,0.6568
2015,NUTS,2010,ES51,2,0.6519
2016,NUTS,2010,ES51,2,0.6494
2017,NUTS,2010,ES51,2,0.6463
2018,NUTS,2010,ES51,2,0.6394
2019,NUTS,2010,ES51,2,0.6452
2011,NUTS,2010,ES52,2,0.6695
2012,NUTS,2010,ES52,2,0.6958
2013,NUTS,2010,ES52,2,0.6392
2014,NUTS,2010,ES52,2,0.7315
2015,NUTS,2010,ES52,2,0.7141
2016,NUTS,2010,ES52,2,0.6973
2017,NUTS,2010,ES52,2,0.7009
2018,NUTS,2010,ES52,2,0.6999
2019,NUTS,2010,ES52,2,0.7156
2011,NUTS,2010,ES53,2,0.3631
2012,NUTS,2010,ES53,2,0.3593
2013,NUTS,2010,ES53,2,0.3506
2014,NUTS,2010,ES53,2,0.3653
2015,NUTS,2010,ES53,2,0.3605
2016,NUTS,2010,ES53,2,0.3159
2017,NUTS,2010,ES53,2,0.3118
2018,NUTS,2010,ES53,2,0.3073
2011,NUTS,2010,ES6,1,0.6949
2012,NUTS,2010,ES6,1,0.6999
2013,NUTS,2010,ES6,1,0.689
2014,NUTS,2010,ES6,1,0.6629
2015,NUTS,2010,ES6,1,0.653
2016,NUTS,2010,ES6,1,0.6426
2017,NUTS,2010,ES6,1,0.6455
2018,NUTS,2010,ES6,1,0.6566
2019,NUTS,2010,ES6,1,0.6505
2011,NUTS,2010,ES61,2,0.6973
2012,NUTS,2010,ES61,2,0.7019
2013,NUTS,2010,ES61,2,0.6836
2014,NUTS,2010,ES61,2,0.6578
2015,NUTS,2010,ES61,2,0.6399
2016,NUTS,2010,ES61,2,0.6335
2017,NUTS,2010,ES61,2,0.6286
2018,NUTS,2010,ES61,2,0.6316
2019,NUTS,2010,ES61,2,0.6244
2011,NUTS,2010,ES62,2,0.7356
2012,NUTS,2010,ES62,2,0.7409
2013,NUTS,2010,ES62,2,0.7673
2014,NUTS,2010,ES62,2,0.7323
2015,NUTS,2010,ES62,2,0.7665
2016,NUTS,2010,ES62,2,0.7225
2018,NUTS,2010,ES62,2,0.8031
2019,NUTS,2010,ES62,2,0.8009
2011,NUTS,2010,ES63,2,0.1241
2011,NUTS,2010,ES64,2,0.1749
2011,NUTS,2010,ES7,1,0.4923
2012,NUTS,2010,ES7,1,0.4958
2013,NUTS,2010,ES7,1,0.4829
2014,NUTS,2010,ES7,1,0.4674
2015,NUTS,2010,ES7,1,0.4331
2016,NUTS,2010,ES7,1,0.4369
2017,NUTS,2010,ES7,1,0.431
2018,NUTS,2010,ES7,1,0.4154
2011,NUTS,2010,ES70,2,0.4923
2012,NUTS,2010,ES70,2,0.4958
2013,NUTS,2010,ES70,2,0.4829
2014,NUTS,2010,ES70,2,0.4674
2015,NUTS,2010,ES70,2,0.4331
2016,NUTS,2010,ES70,2,0.4369
2017,NUTS,2010,ES70,2,0.431
2018,NUTS,2010,ES70,2,0.4154
2011,NUTS,2010,EU27_2020,7,0.5534
2012,NUTS,2010,EU27_2020,7,0.565
2013,NUTS,2010,EU27_2020,7,0.5815
2014,NUTS,2010,EU27_2020,7,0.5851
2015,NUTS,2010,EU27_2020,7,0.5829
2016,NUTS,2010,EU27_2020,7,0.5746
2017,NUTS,2010,EU27_2020,7,0.5905
2018,NUTS,2010,EU27_2020,7,0.599
2019,NUTS,2010,EU27_2020,7,0.6058
2011,NUTS,2010,FI,0,0.9604
2012,NUTS,2010,FI,0,0.9659
2013,NUTS,2010,FI,0,0.9433
2014,NUTS,2010,FI,0,0.9442
2015,NUTS,2010,FI,0,0.95
2016,NUTS,2010,FI,0,0.924
2017,NUTS,2010,FI,0,0.9457
2018,NUTS,2010,FI,0,0.9496
2019,NUTS,2010,FI,0,0.9838
2012,NUTS,2010,FI1,1,0.9385
2015,NUTS,2010,FI1,1,0.9152
2016,NUTS,2010,FI1,1,0.8921
2017,NUTS,2010,FI1,1,0.9122
2018,NUTS,2010,FI1,1,0.9148
2019,NUTS,2010,FI1,1,0.9464
2011,NUTS,2010,FI19,2,0.8895
2012,NUTS,2010,FI19,2,0.8909
2013,NUTS,2010,FI19,2,0.9128
2015,NUTS,2010,FI19,2,0.8929
2016,NUTS,2010,FI19,2,0.8536
2017,NUTS,2010,FI19,2,0.8881
2018,NUTS,2010,FI19,2,0.8914
2019,NUTS,2010,FI19,2,0.8908
2011,NUTS,2010,FI1B,2,1.072
2012,NUTS,2010,FI1B,2,1.0556
2013,NUTS,2010,FI1B,2,0.9467
2015,NUTS,2010,FI1B,2,1.0474
2016,NUTS,2010,FI1B,2,0.9994
2017,NUTS,2010,FI1B,2,1.0205
2018,NUTS,2010,FI1B,2,0.9711
2019,NUTS,2010,FI1B,2,1.0611
2011,NUTS,2010,FI1C,2,0.7285
2012,NUTS,2010,FI1C,2,0.737
2013,NUTS,2010,FI1C,2,0.7716
2015,NUTS,2010,FI1C,2,0.6992
2016,NUTS,2010,FI1C,2,0.7069
2017,NUTS,2010,FI1C,2,0.7212
2018,NUTS,2010,FI1C,2,0.7358
2019,NUTS,2010,FI1C,2,0.7674
2011,NUTS,2010,FI1D,2,0.9787
2012,NUTS,2010,FI1D,2,1.012
2013,NUTS,2010,FI1D,2,0.9535
2015,NUTS,2010,FI1D,2,0.9411
2016,NUTS,2010,FI1D,2,0.9441
2017,NUTS,2010,FI1D,2,0.9516
2018,NUTS,2010,FI1D,2,1.0223
2019,NUTS,2010,FI1D,2,0.9995
2015,NUTS,2010,FI2,1,0.0833
2016,NUTS,2010,FI2,1,0.0886
2017,NUTS,2010,FI2,1,0.1026
2018,NUTS,2010,FI2,1,0.0654
2019,NUTS,2010,FI2,1,0.08
2015,NUTS,2010,FI20,2,0.0833
2016,NUTS,2010,FI20,2,0.0886
2017,NUTS,2010,FI20,2,0.1026
2018,NUTS,2010,FI20,2,0.0654
2019,NUTS,2010,FI20,2,0.08
2011,NUTS,2010,FR,0,0.4184
2012,NUTS,2010,FR,0,0.4216
2013,NUTS,2010,FR,0,0.4297
2014,NUTS,2010,FR,0,0.4301
2016,NUTS,2010,FR,0,0.4668
2017,NUTS,2010,FR,0,0.4648
2018,NUTS,2010,FR,0,0.4642
2011,NUTS,2010,HR,0,0.4559
2012,NUTS,2010,HR,0,0.4679
2013,NUTS,2010,HR,0,0.4777
2014,NUTS,2010,HR,0,0.4518
2015,NUTS,2010,HR,0,0.4695
2016,NUTS,2010,HR,0,0.5365
2017,NUTS,2010,HR,0,0.5649
2018,NUTS,2010,HR,0,0.5577
2019,NUTS,2010,HR,0,0.612
2020,NUTS,2010,HR,0,0.6321
2011,NUTS,2010,HR0,1,0.4445
2012,NUTS,2010,HR0,1,0.4565
2013,NUTS,2010,HR0,1,0.4683
2014,NUTS,2010,HR0,1,0.4449
2015,NUTS,2010,HR0,1,0.4617
2016,NUTS,2010,HR0,1,0.5288
2017,NUTS,2010,HR0,1,0.5572
2018,NUTS,2010,HR0,1,0.5492
2019,NUTS,2010,HR0,1,0.6013
2020,NUTS,2010,HR0,1,0.6216
2011,NUTS,2010,HR03,2,0.4873
2012,NUTS,2010,HR03,2,0.4954
2013,NUTS,2010,HR03,2,0.4966
2014,NUTS,2010,HR03,2,0.4751
2015,NUTS,2010,HR03,2,0.4552
2016,NUTS,2010,HR03,2,0.5038
2017,NUTS,2010,HR03,2,0.5378
2018,NUTS,2010,HR03,2,0.5449
2019,NUTS,2010,HR03,2,0.6076
2020,NUTS,2010,HR03,2,0.6291
2011,NUTS,2010,HR04,2,0.4247
2012,NUTS,2010,HR04,2,0.438
2013,NUTS,2010,HR04,2,0.4549
2014,NUTS,2010,HR04,2,0.4302
2015,NUTS,2010,HR04,2,0.4648
2016,NUTS,2010,HR04,2,0.5405
2017,NUTS,2010,HR04,2,0.5667
2018,NUTS,2010,HR04,2,0.5512
2019,NUTS,2010,HR04,2,0.5983
2011,NUTS,2010,HU,0,0.441
2012,NUTS,2010,HU,0,0.4218
2013,NUTS,2010,HU,0,0.4009
2014,NUTS,2010,HU,0,0.3799
2015,NUTS,2010,HU,0,0.3638
2016,NUTS,2010,HU,0,0.3612
2017,NUTS,2010,HU,0,0.385
2018,NUTS,2010,HU,0,0.512
2019,NUTS,2010,HU,0,0.5388
2011,NUTS,2010,HU1,1,0.6677
2012,NUTS,2010,HU1,1,0.6366
2013,NUTS,2010,HU1,1,0.6206
2014,NUTS,2010,HU1,1,0.5912
2015,NUTS,2010,HU1,1,0.5668
2016,NUTS,2010,HU1,1,0.5626
2017,NUTS,2010,HU1,1,0.6046
2018,NUTS,2010,HU1,1,0.8353
2019,NUTS,2010,HU1,1,0.8244
2011,NUTS,2010,HU10,2,0.6677
2012,NUTS,2010,HU10,2,0.6366
2013,NUTS,2010,HU10,2,0.6206
2014,NUTS,2010,HU10,2,0.5912
2015,NUTS,2010,HU10,2,0.5668
2016,NUTS,2010,HU10,2,0.5626
2017,NUTS,2010,HU11,2,0.9269
2018,NUTS,2010,HU11,2,1.3098
2019,NUTS,2010,HU11,2,1.3465
2017,NUTS,2010,HU12,2,0.1332
2018,NUTS,2010,HU12,2,0.1707
2019,NUTS,2010,HU12,2,0.104
2011,NUTS,2010,HU2,1,0.2936
2012,NUTS,2010,HU2,1,0.2792
2013,NUTS,2010,HU2,1,0.2374
2014,NUTS,2010,HU2,1,0.2293
2015,NUTS,2010,HU2,1,0.2124
2016,NUTS,2010,HU2,1,0.2189
2017,NUTS,2010,HU2,1,0.2426
2018,NUTS,2010,HU2,1,0.3514
2019,NUTS,2010,HU2,1,0.369
2011,NUTS,2010,HU21,2,0.138
2012,NUTS,2010,HU21,2,0.1493
2013,NUTS,2010,HU21,2,0.1258
