year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_f_pc_emp_hc
2012,NUTS,2010,FI,0,1.5642
2013,NUTS,2010,FI,0,1.5397
2014,NUTS,2010,FI,0,1.54
2015,NUTS,2010,FI,0,1.5716
2016,NUTS,2010,FI,0,1.5319
2017,NUTS,2010,FI,0,1.5634
2018,NUTS,2010,FI,0,1.5841
2019,NUTS,2010,FI,0,1.6543
2011,NUTS,2010,FR,0,0.6846
2012,NUTS,2010,FR,0,0.7145
2013,NUTS,2010,FR,0,0.7308
2014,NUTS,2010,FR,0,0.7524
2016,NUTS,2010,FR,0,0.858
2017,NUTS,2010,FR,0,0.9061
2011,NUTS,2010,HR,0,0.7619
2012,NUTS,2010,HR,0,0.785
2013,NUTS,2010,HR,0,0.7729
2014,NUTS,2010,HR,0,0.7431
2015,NUTS,2010,HR,0,0.7544
2016,NUTS,2010,HR,0,0.8576
2017,NUTS,2010,HR,0,0.903
2018,NUTS,2010,HR,0,0.9108
2019,NUTS,2010,HR,0,0.9971
2020,NUTS,2010,HR,0,1.0511
2011,NUTS,2010,HR0,1,0.7408
2012,NUTS,2010,HR0,1,0.7665
2014,NUTS,2010,HR0,1,0.7316
2015,NUTS,2010,HR0,1,0.7425
2016,NUTS,2010,HR0,1,0.8472
2017,NUTS,2010,HR0,1,0.8921
2018,NUTS,2010,HR0,1,0.8989
2019,NUTS,2010,HR0,1,0.9805
2020,NUTS,2010,HR0,1,1.0375
2011,NUTS,2010,HR03,2,0.605
2012,NUTS,2010,HR03,2,0.6189
2014,NUTS,2010,HR03,2,0.5758
2015,NUTS,2010,HR03,2,0.5567
2016,NUTS,2010,HR03,2,0.6571
2017,NUTS,2010,HR03,2,0.7069
2018,NUTS,2010,HR03,2,0.7207
2019,NUTS,2010,HR03,2,0.8344
2020,NUTS,2010,HR03,2,0.8786
2011,NUTS,2010,HR04,2,0.8031
2012,NUTS,2010,HR04,2,0.836
2014,NUTS,2010,HR04,2,0.8093
2015,NUTS,2010,HR04,2,0.8345
2016,NUTS,2010,HR04,2,0.9365
2017,NUTS,2010,HR04,2,0.982
2018,NUTS,2010,HR04,2,0.9845
2019,NUTS,2010,HR04,2,1.0497
2011,NUTS,2010,HU,0,0.6286
2012,NUTS,2010,HU,0,0.6044
2013,NUTS,2010,HU,0,0.5998
2014,NUTS,2010,HU,0,0.5981
2015,NUTS,2010,HU,0,0.5822
2016,NUTS,2010,HU,0,0.5694
2017,NUTS,2010,HU,0,0.617
2018,NUTS,2010,HU,0,0.7194
2019,NUTS,2010,HU,0,0.8173
2011,NUTS,2010,HU1,1,1.2057
2012,NUTS,2010,HU1,1,1.1375
2013,NUTS,2010,HU1,1,1.1404
2014,NUTS,2010,HU1,1,1.1496
2015,NUTS,2010,HU1,1,1.1291
2016,NUTS,2010,HU1,1,1.092
2017,NUTS,2010,HU1,1,1.2199
2018,NUTS,2010,HU1,1,1.4514
2019,NUTS,2010,HU1,1,1.5727
2011,NUTS,2010,HU10,2,1.2057
2012,NUTS,2010,HU10,2,1.1375
2013,NUTS,2010,HU10,2,1.1404
2014,NUTS,2010,HU10,2,1.1496
2015,NUTS,2010,HU10,2,1.1291
2016,NUTS,2010,HU10,2,1.092
2017,NUTS,2010,HU11,2,1.8105
2018,NUTS,2010,HU11,2,2.1911
2019,NUTS,2010,HU11,2,2.4602
2017,NUTS,2010,HU12,2,0.2944
2018,NUTS,2010,HU12,2,0.3415
2019,NUTS,2010,HU12,2,0.2946
2011,NUTS,2010,HU2,1,0.3419
2012,NUTS,2010,HU2,1,0.3384
2013,NUTS,2010,HU2,1,0.3271
2014,NUTS,2010,HU2,1,0.3123
2015,NUTS,2010,HU2,1,0.2998
2016,NUTS,2010,HU2,1,0.2987
2017,NUTS,2010,HU2,1,0.3317
2018,NUTS,2010,HU2,1,0.387
2019,NUTS,2010,HU2,1,0.4483
2011,NUTS,2010,HU21,2,0.2377
2012,NUTS,2010,HU21,2,0.2818
2013,NUTS,2010,HU21,2,0.2883
2014,NUTS,2010,HU21,2,0.2781
2015,NUTS,2010,HU21,2,0.2558
2016,NUTS,2010,HU21,2,0.2607
2017,NUTS,2010,HU21,2,0.2761
2018,NUTS,2010,HU21,2,0.3163
2019,NUTS,2010,HU21,2,0.318
2011,NUTS,2010,HU22,2,0.3091
2012,NUTS,2010,HU22,2,0.2611
2013,NUTS,2010,HU22,2,0.2991
2014,NUTS,2010,HU22,2,0.2597
2015,NUTS,2010,HU22,2,0.2466
2016,NUTS,2010,HU22,2,0.2259
2017,NUTS,2010,HU22,2,0.2345
2018,NUTS,2010,HU22,2,0.2833
2019,NUTS,2010,HU22,2,0.3638
2011,NUTS,2010,HU23,2,0.5212
2012,NUTS,2010,HU23,2,0.513
2013,NUTS,2010,HU23,2,0.4087
2014,NUTS,2010,HU23,2,0.4173
2015,NUTS,2010,HU23,2,0.4221
2016,NUTS,2010,HU23,2,0.433
2017,NUTS,2010,HU23,2,0.5239
2018,NUTS,2010,HU23,2,0.6074
2019,NUTS,2010,HU23,2,0.7291
2011,NUTS,2010,HU3,1,0.4804
2012,NUTS,2010,HU3,1,0.4496
2013,NUTS,2010,HU3,1,0.451
2014,NUTS,2010,HU3,1,0.4365
2015,NUTS,2010,HU3,1,0.4198
2016,NUTS,2010,HU3,1,0.4086
2017,NUTS,2010,HU3,1,0.4021
2018,NUTS,2010,HU3,1,0.451
2019,NUTS,2010,HU3,1,0.5461
2011,NUTS,2010,HU31,2,0.3091
2012,NUTS,2010,HU31,2,0.2792
2013,NUTS,2010,HU31,2,0.2653
2014,NUTS,2010,HU31,2,0.2342
2015,NUTS,2010,HU31,2,0.2447
2016,NUTS,2010,HU31,2,0.2179
2017,NUTS,2010,HU31,2,0.2324
2018,NUTS,2010,HU31,2,0.2474
2019,NUTS,2010,HU31,2,0.2978
2011,NUTS,2010,HU32,2,0.4881
2012,NUTS,2010,HU32,2,0.4776
2013,NUTS,2010,HU32,2,0.4562
2014,NUTS,2010,HU32,2,0.4737
2015,NUTS,2010,HU32,2,0.4537
2016,NUTS,2010,HU32,2,0.4493
2017,NUTS,2010,HU32,2,0.4181
2018,NUTS,2010,HU32,2,0.4849
2019,NUTS,2010,HU32,2,0.5578
2011,NUTS,2010,HU33,2,0.6146
2012,NUTS,2010,HU33,2,0.5598
2013,NUTS,2010,HU33,2,0.5994
2014,NUTS,2010,HU33,2,0.5658
2015,NUTS,2010,HU33,2,0.531
2016,NUTS,2010,HU33,2,0.5222
2017,NUTS,2010,HU33,2,0.5279
2018,NUTS,2010,HU33,2,0.592
2019,NUTS,2010,HU33,2,0.7413
2011,NUTS,2010,IE,0,0.8446
2012,NUTS,2010,IE,0,0.9197
2013,NUTS,2010,IE,0,1.2896
2015,NUTS,2010,IE,0,1.1739
2017,NUTS,2010,IE,0,1.2784
2019,NUTS,2010,IE,0,1.3586
2011,NUTS,2010,IE0,1,0.8294
2013,NUTS,2010,IE0,1,0.9192
2017,NUTS,2010,IE0,1,1.2213
2011,NUTS,2010,IE01,2,0.5394
2013,NUTS,2010,IE01,2,0.6031
2017,NUTS,2010,IE01,2,1.8277
2011,NUTS,2010,IE02,2,0.9264
2013,NUTS,2010,IE02,2,1.0244
2017,NUTS,2010,IE02,2,1.1363
2011,NUTS,2010,IS,0,1.5857
2013,NUTS,2010,IS,0,1.8388
2015,NUTS,2010,IS,0,2.0226
2016,NUTS,2010,IS,0,2.1859
2017,NUTS,2010,IS,0,2.0407
2018,NUTS,2010,IS,0,1.9943
2011,NUTS,2010,IT,0,0.5795
2012,NUTS,2010,IT,0,0.6093
2013,NUTS,2010,IT,0,0.6446
2014,NUTS,2010,IT,0,0.6634
2015,NUTS,2010,IT,0,0.6866
2016,NUTS,2010,IT,0,0.7043
2017,NUTS,2010,IT,0,0.713
2018,NUTS,2010,IT,0,0.749
2019,NUTS,2010,IT,0,0.7934
2011,NUTS,2010,ITC,1,0.5324
2012,NUTS,2010,ITC,1,0.5625
2013,NUTS,2010,ITC,1,0.5904
2014,NUTS,2010,ITC,1,0.6058
2015,NUTS,2010,ITC,1,0.6413
2016,NUTS,2010,ITC,1,0.67
2017,NUTS,2010,ITC,1,0.6658
2018,NUTS,2010,ITC,1,0.7069
2019,NUTS,2010,ITC,1,0.7515
2011,NUTS,2010,ITC1,2,0.4418
2012,NUTS,2010,ITC1,2,0.4874
2013,NUTS,2010,ITC1,2,0.5222
2014,NUTS,2010,ITC1,2,0.5314
2015,NUTS,2010,ITC1,2,0.5962
2016,NUTS,2010,ITC1,2,0.5652
2017,NUTS,2010,ITC1,2,0.5628
2018,NUTS,2010,ITC1,2,0.5985
2019,NUTS,2010,ITC1,2,0.6222
2011,NUTS,2010,ITC2,2,0.2698
2012,NUTS,2010,ITC2,2,0.2402
2013,NUTS,2010,ITC2,2,0.3227
2014,NUTS,2010,ITC2,2,0.3135
2015,NUTS,2010,ITC2,2,0.2727
2016,NUTS,2010,ITC2,2,0.2976
2017,NUTS,2010,ITC2,2,0.3608
2018,NUTS,2010,ITC2,2,0.2946
2019,NUTS,2010,ITC2,2,0.3127
2011,NUTS,2010,ITC3,2,0.5173
2012,NUTS,2010,ITC3,2,0.6136
2013,NUTS,2010,ITC3,2,0.6328
2014,NUTS,2010,ITC3,2,0.6214
2015,NUTS,2010,ITC3,2,0.6997
2016,NUTS,2010,ITC3,2,0.7032
2017,NUTS,2010,ITC3,2,0.6858
2018,NUTS,2010,ITC3,2,0.6994
2019,NUTS,2010,ITC3,2,0.8575
2011,NUTS,2010,ITC4,2,0.5803
2012,NUTS,2010,ITC4,2,0.593
2013,NUTS,2010,ITC4,2,0.6169
2014,NUTS,2010,ITC4,2,0.6392
2015,NUTS,2010,ITC4,2,0.6571
2016,NUTS,2010,ITC4,2,0.7159
2017,NUTS,2010,ITC4,2,0.7111
2018,NUTS,2010,ITC4,2,0.7593
2019,NUTS,2010,ITC4,2,0.7964
2011,NUTS,2010,ITF,1,0.5236
2012,NUTS,2010,ITF,1,0.5523
2013,NUTS,2010,ITF,1,0.5924
2014,NUTS,2010,ITF,1,0.6422
2017,NUTS,2010,ITF,1,0.6467
2018,NUTS,2010,ITF,1,0.6611
2019,NUTS,2010,ITF,1,0.7207
2011,NUTS,2010,ITF1,2,0.4057
2012,NUTS,2010,ITF1,2,0.4023
2013,NUTS,2010,ITF1,2,0.4586
2014,NUTS,2010,ITF1,2,0.4597
2015,NUTS,2010,ITF1,2,0.5053
2016,NUTS,2010,ITF1,2,0.5373
2017,NUTS,2010,ITF1,2,0.5675
2018,NUTS,2010,ITF1,2,0.525
2019,NUTS,2010,ITF1,2,0.5586
2012,NUTS,2010,ITF2,2,0.3458
2013,NUTS,2010,ITF2,2,0.4596
2014,NUTS,2010,ITF2,2,0.46
2017,NUTS,2010,ITF2,2,0.5664
2018,NUTS,2010,ITF2,2,0.6
2019,NUTS,2010,ITF2,2,0.8103
2011,NUTS,2010,ITF3,2,0.6765
2012,NUTS,2010,ITF3,2,0.7276
2013,NUTS,2010,ITF3,2,0.7623
2014,NUTS,2010,ITF3,2,0.8422
2015,NUTS,2010,ITF3,2,0.8598
2016,NUTS,2010,ITF3,2,0.8422
2017,NUTS,2010,ITF3,2,0.8101
2018,NUTS,2010,ITF3,2,0.8423
2019,NUTS,2010,ITF3,2,0.946
2011,NUTS,2010,ITF4,2,0.5353
2012,NUTS,2010,ITF4,2,0.5327
2013,NUTS,2010,ITF4,2,0.5188
2014,NUTS,2010,ITF4,2,0.5761
2015,NUTS,2010,ITF4,2,0.5954
2016,NUTS,2010,ITF4,2,0.5767
2017,NUTS,2010,ITF4,2,0.5979
2018,NUTS,2010,ITF4,2,0.5955
2019,NUTS,2010,ITF4,2,0.6215
2012,NUTS,2010,ITF5,2,0.492
2013,NUTS,2010,ITF5,2,0.4188
2014,NUTS,2010,ITF5,2,0.4474
2015,NUTS,2010,ITF5,2,0.4739
2017,NUTS,2010,ITF5,2,0.4416
2018,NUTS,2010,ITF5,2,0.4459
2019,NUTS,2010,ITF5,2,0.4871
2011,NUTS,2010,ITF6,2,0.2911
2012,NUTS,2010,ITF6,2,0.3301
2013,NUTS,2010,ITF6,2,0.472
2014,NUTS,2010,ITF6,2,0.493
2015,NUTS,2010,ITF6,2,0.5206
2016,NUTS,2010,ITF6,2,0.469
2017,NUTS,2010,ITF6,2,0.4366
2018,NUTS,2010,ITF6,2,0.4951
2019,NUTS,2010,ITF6,2,0.499
2011,NUTS,2010,ITG,1,0.5641
2012,NUTS,2010,ITG,1,0.6069
2013,NUTS,2010,ITG,1,0.6391
2014,NUTS,2010,ITG,1,0.6872
2015,NUTS,2010,ITG,1,0.6589
2016,NUTS,2010,ITG,1,0.572
2017,NUTS,2010,ITG,1,0.5789
2018,NUTS,2010,ITG,1,0.5684
2019,NUTS,2010,ITG,1,0.6119
2011,NUTS,2010,ITG1,2,0.5703
2012,NUTS,2010,ITG1,2,0.6095
2013,NUTS,2010,ITG1,2,0.6477
2014,NUTS,2010,ITG1,2,0.7022
2015,NUTS,2010,ITG1,2,0.6658
2016,NUTS,2010,ITG1,2,0.6097
2017,NUTS,2010,ITG1,2,0.6121
2018,NUTS,2010,ITG1,2,0.6186
2019,NUTS,2010,ITG1,2,0.681
2011,NUTS,2010,ITG2,2,0.5512
2012,NUTS,2010,ITG2,2,0.6015
2013,NUTS,2010,ITG2,2,0.6211
2014,NUTS,2010,ITG2,2,0.656
2015,NUTS,2010,ITG2,2,0.6451
2016,NUTS,2010,ITG2,2,0.4942
2017,NUTS,2010,ITG2,2,0.5078
2018,NUTS,2010,ITG2,2,0.4682
2019,NUTS,2010,ITG2,2,0.4769
2011,NUTS,2010,ITH,1,0.524
2012,NUTS,2010,ITH,1,0.5438
2013,NUTS,2010,ITH,1,0.595
2014,NUTS,2010,ITH,1,0.6078
2015,NUTS,2010,ITH,1,0.6118
2016,NUTS,2010,ITH,1,0.6541
2017,NUTS,2010,ITH,1,0.6873
2018,NUTS,2010,ITH,1,0.7286
2019,NUTS,2010,ITH,1,0.7398
2011,NUTS,2010,ITH1,2,0.2323
2012,NUTS,2010,ITH1,2,0.2006
2013,NUTS,2010,ITH1,2,0.2472
2014,NUTS,2010,ITH1,2,0.315
2015,NUTS,2010,ITH1,2,0.296
2016,NUTS,2010,ITH1,2,0.3381
2017,NUTS,2010,ITH1,2,0.3654
2018,NUTS,2010,ITH1,2,0.4116
2019,NUTS,2010,ITH1,2,0.4513
2011,NUTS,2010,ITH2,2,0.6379
2012,NUTS,2010,ITH2,2,0.6851
2013,NUTS,2010,ITH2,2,0.863
2014,NUTS,2010,ITH2,2,0.854
2015,NUTS,2010,ITH2,2,0.9152
2016,NUTS,2010,ITH2,2,0.9286
2017,NUTS,2010,ITH2,2,1.0726
2018,NUTS,2010,ITH2,2,1.0982
2019,NUTS,2010,ITH2,2,1.0445
2011,NUTS,2010,ITH3,2,0.4048
2012,NUTS,2010,ITH3,2,0.4115
2013,NUTS,2010,ITH3,2,0.4506
2014,NUTS,2010,ITH3,2,0.4559
2015,NUTS,2010,ITH3,2,0.4622
2016,NUTS,2010,ITH3,2,0.4786
2017,NUTS,2010,ITH3,2,0.498
2018,NUTS,2010,ITH3,2,0.5413
2019,NUTS,2010,ITH3,2,0.5601
2011,NUTS,2010,ITH4,2,0.634
2012,NUTS,2010,ITH4,2,0.7148
2013,NUTS,2010,ITH4,2,0.6543
2014,NUTS,2010,ITH4,2,0.7133
2015,NUTS,2010,ITH4,2,0.7625
2016,NUTS,2010,ITH4,2,0.7446
2017,NUTS,2010,ITH4,2,0.7918
2018,NUTS,2010,ITH4,2,0.7908
2019,NUTS,2010,ITH4,2,0.7948
2011,NUTS,2010,ITH5,2,0.6389
2012,NUTS,2010,ITH5,2,0.6604
2013,NUTS,2010,ITH5,2,0.7368
2014,NUTS,2010,ITH5,2,0.7454
2015,NUTS,2010,ITH5,2,0.7285
2016,NUTS,2010,ITH5,2,0.8133
2017,NUTS,2010,ITH5,2,0.8485
2018,NUTS,2010,ITH5,2,0.9026
2019,NUTS,2010,ITH5,2,0.9102
2011,NUTS,2010,ITI,1,0.7112
2012,NUTS,2010,ITI,1,0.7373
2013,NUTS,2010,ITI,1,0.7497
2014,NUTS,2010,ITI,1,0.7401
2017,NUTS,2010,ITI,1,0.8108
2018,NUTS,2010,ITI,1,0.8549
2019,NUTS,2010,ITI,1,0.9082
2011,NUTS,2010,ITI1,2,0.6593
2012,NUTS,2010,ITI1,2,0.7206
2013,NUTS,2010,ITI1,2,0.6835
2014,NUTS,2010,ITI1,2,0.6661
2015,NUTS,2010,ITI1,2,0.6987
2016,NUTS,2010,ITI1,2,0.7214
2017,NUTS,2010,ITI1,2,0.721
2018,NUTS,2010,ITI1,2,0.8039
2019,NUTS,2010,ITI1,2,0.813
2011,NUTS,2010,ITI2,2,0.5389
2012,NUTS,2010,ITI2,2,0.6078
2013,NUTS,2010,ITI2,2,0.5629
2014,NUTS,2010,ITI2,2,0.606
2017,NUTS,2010,ITI2,2,0.547
2018,NUTS,2010,ITI2,2,0.6117
2019,NUTS,2010,ITI2,2,0.5983
2011,NUTS,2010,ITI3,2,0.3007
2012,NUTS,2010,ITI3,2,0.3126
2013,NUTS,2010,ITI3,2,0.3662
2014,NUTS,2010,ITI3,2,0.3773
2015,NUTS,2010,ITI3,2,0.3912
2016,NUTS,2010,ITI3,2,0.4503
2017,NUTS,2010,ITI3,2,0.5247
2018,NUTS,2010,ITI3,2,0.5099
2019,NUTS,2010,ITI3,2,0.5173
2011,NUTS,2010,ITI4,2,0.8974
2012,NUTS,2010,ITI4,2,0.8923
2013,NUTS,2010,ITI4,2,0.9335
2014,NUTS,2010,ITI4,2,0.9092
2015,NUTS,2010,ITI4,2,0.9571
2016,NUTS,2010,ITI4,2,1.0023
2017,NUTS,2010,ITI4,2,0.9862
2018,NUTS,2010,ITI4,2,1.0184
2019,NUTS,2010,ITI4,2,1.126
2011,NUTS,2010,KR,0,0.6448
2012,NUTS,2010,KR,0,0.6897
2013,NUTS,2010,KR,0,0.7111
2011,NUTS,2010,LT,0,1.4211
2012,NUTS,2010,LT,0,1.4416
2013,NUTS,2010,LT,0,1.4384
2014,NUTS,2010,LT,0,1.4838
2015,NUTS,2010,LT,0,1.3235
2016,NUTS,2010,LT,0,1.3577
2017,NUTS,2010,LT,0,1.3869
2018,NUTS,2010,LT,0,1.4061
2019,NUTS,2010,LT,0,1.3801
2015,NUTS,2010,LT01,2,2.2786
2016,NUTS,2010,LT01,2,2.1873
2017,NUTS,2010,LT01,2,2.1131
2018,NUTS,2010,LT01,2,2.1278
2019,NUTS,2010,LT01,2,2.1869
2015,NUTS,2010,LT02,2,0.8465
2016,NUTS,2010,LT02,2,0.9045
2017,NUTS,2010,LT02,2,0.9538
2018,NUTS,2010,LT02,2,0.9691
2019,NUTS,2010,LT02,2,0.9162
2011,NUTS,2010,LU,0,0.7361
2013,NUTS,2010,LU,0,0.7048
2014,NUTS,2010,LU,0,0.7156
2015,NUTS,2010,LU,0,0.7907
2017,NUTS,2010,LU,0,0.7951
2019,NUTS,2010,LU,0,0.7717
2011,NUTS,2010,LV,0,0.9074
2012,NUTS,2010,LV,0,0.9751
2013,NUTS,2010,LV,0,0.8858
2015,NUTS,2010,LV,0,0.9158
2016,NUTS,2010,LV,0,0.8856
2017,NUTS,2010,LV,0,0.9051
2018,NUTS,2010,LV,0,0.8607
2019,NUTS,2010,LV,0,0.8963
2011,NUTS,2010,ME,0,0.9071
2013,NUTS,2010,ME,0,0.9144
2014,NUTS,2010,ME,0,0.874
2015,NUTS,2010,ME,0,0.8485
2017,NUTS,2010,ME,0,0.7697
2018,NUTS,2010,ME,0,0.7755
2019,NUTS,2010,ME,0,0.7867
2011,NUTS,2010,MK,0,0.4035
2012,NUTS,2010,MK,0,0.4604
2015,NUTS,2010,MK,0,0.6631
2016,NUTS,2010,MK,0,0.6687
2017,NUTS,2010,MK,0,0.6073
2018,NUTS,2010,MK,0,0.6229
2019,NUTS,2010,MK,0,0.571
2011,NUTS,2010,MT,0,0.581
2012,NUTS,2010,MT,0,0.6609
2013,NUTS,2010,MT,0,0.6087
2014,NUTS,2010,MT,0,0.5541
2015,NUTS,2010,MT,0,0.5303
2016,NUTS,2010,MT,0,0.521
2017,NUTS,2010,MT,0,0.5494
2018,NUTS,2010,MT,0,0.5073
2019,NUTS,2010,MT,0,0.5149
2011,NUTS,2010,NL,0,0.5258
2012,NUTS,2010,NL,0,0.6585
2013,NUTS,2010,NL,0,0.7384
2014,NUTS,2010,NL,0,0.7664
2015,NUTS,2010,NL,0,0.7724
2016,NUTS,2010,NL,0,0.8237
2017,NUTS,2010,NL,0,0.8102
2018,NUTS,2010,NL,0,0.8542
2019,NUTS,2010,NL,0,0.9013
2011,NUTS,2010,NL1,1,0.3716
2012,NUTS,2010,NL1,1,0.4306
2011,NUTS,2010,NL11,2,0.7744
2012,NUTS,2010,NL11,2,0.8632
2011,NUTS,2010,NL12,2,0.0942
2012,NUTS,2010,NL12,2,0.1668
2011,NUTS,2010,NL13,2,0.2478
2012,NUTS,2010,NL13,2,0.2592
2011,NUTS,2010,NL2,1,0.461
2012,NUTS,2010,NL2,1,0.5979
2011,NUTS,2010,NL21,2,0.3336
2012,NUTS,2010,NL21,2,0.4261
2011,NUTS,2010,NL22,2,0.5694
2012,NUTS,2010,NL22,2,0.7381
2011,NUTS,2010,NL23,2,0.2709
2012,NUTS,2010,NL23,2,0.3714
2011,NUTS,2010,NL3,1,0.659
2012,NUTS,2010,NL3,1,0.8003
2011,NUTS,2010,NL31,2,0.7283
2012,NUTS,2010,NL31,2,0.945
2011,NUTS,2010,NL32,2,0.8093
2012,NUTS,2010,NL32,2,0.9856
2011,NUTS,2010,NL33,2,0.5721
2012,NUTS,2010,NL33,2,0.6668
2011,NUTS,2010,NL34,2,0.0635
2012,NUTS,2010,NL34,2,0.0898
2011,NUTS,2010,NL4,1,0.3973
2012,NUTS,2010,NL4,1,0.5453
2011,NUTS,2010,NL41,2,0.3624
2012,NUTS,2010,NL41,2,0.5057
2011,NUTS,2010,NL42,2,0.4784
2012,NUTS,2010,NL42,2,0.6358
2011,NUTS,2010,NO,0,1.4055
2012,NUTS,2010,NO,0,1.4209
2013,NUTS,2010,NO,0,1.474
2014,NUTS,2010,NO,0,1.5488
2015,NUTS,2010,NO,0,1.6121
2016,NUTS,2010,NO,0,1.6861
2017,NUTS,2010,NO,0,1.812
2018,NUTS,2010,NO,0,1.8852
2019,NUTS,2010,NO,0,1.9189
2011,NUTS,2010,NO0,1,1.3709
2012,NUTS,2010,NO0,1,1.3835
2013,NUTS,2010,NO0,1,1.4351
2014,NUTS,2010,NO0,1,1.5064
2011,NUTS,2010,NO01,2,2.4083
2012,NUTS,2010,NO01,2,2.3794
2013,NUTS,2010,NO01,2,2.448
2014,NUTS,2010,NO01,2,2.5247
2011,NUTS,2010,NO02,2,0.4796
2012,NUTS,2010,NO02,2,0.4848
2013,NUTS,2010,NO02,2,0.5533
2014,NUTS,2010,NO02,2,0.5953
2011,NUTS,2010,NO03,2,0.5514
2012,NUTS,2010,NO03,2,0.5573
2013,NUTS,2010,NO03,2,0.6248
2014,NUTS,2010,NO03,2,0.6808
2011,NUTS,2010,NO04,2,0.6335
2012,NUTS,2010,NO04,2,0.6574
2013,NUTS,2010,NO04,2,0.6679
2014,NUTS,2010,NO04,2,0.7186
2011,NUTS,2010,NO05,2,1.2538
2012,NUTS,2010,NO05,2,1.289
2013,NUTS,2010,NO05,2,1.3137
2014,NUTS,2010,NO05,2,1.4131
2011,NUTS,2010,NO06,2,2.4293
2012,NUTS,2010,NO06,2,2.4941
2013,NUTS,2010,NO06,2,2.526
2014,NUTS,2010,NO06,2,2.5192
2011,NUTS,2010,NO07,2,1.3054
2012,NUTS,2010,NO07,2,1.3926
2013,NUTS,2010,NO07,2,1.4525
2014,NUTS,2010,NO07,2,1.5171
2011,NUTS,2010,PL,0,0.5861
2012,NUTS,2010,PL,0,0.5935
2013,NUTS,2010,PL,0,0.6208
2014,NUTS,2010,PL,0,0.6282
2015,NUTS,2010,PL,0,0.6269
2016,NUTS,2010,PL,0,0.6825
2017,NUTS,2010,PL,0,0.999
2018,NUTS,2010,PL,0,1.0116
2019,NUTS,2010,PL,0,1.0213
2011,NUTS,2010,PL1,1,1.1063
2012,NUTS,2010,PL1,1,1.13
2013,NUTS,2010,PL1,1,0.7919
2014,NUTS,2010,PL1,1,0.77
2015,NUTS,2010,PL1,1,0.7618
2011,NUTS,2010,PL11,2,0.5222
2012,NUTS,2010,PL11,2,0.6184
2013,NUTS,2010,PL11,2,0.526
2014,NUTS,2010,PL11,2,0.509
2015,NUTS,2010,PL11,2,0.5465
2011,NUTS,2010,PL12,2,0.8459
2012,NUTS,2010,PL12,2,0.8302
2013,NUTS,2010,PL12,2,0.9278
2014,NUTS,2010,PL12,2,0.8963
2015,NUTS,2010,PL12,2,0.8592
2011,NUTS,2010,PL2,1,0.5657
2012,NUTS,2010,PL2,1,0.5995
2013,NUTS,2010,PL2,1,0.6135
2014,NUTS,2010,PL2,1,0.6454
2015,NUTS,2010,PL2,1,0.6989
2016,NUTS,2010,PL2,1,0.7185
2017,NUTS,2010,PL2,1,1.0006
2018,NUTS,2010,PL2,1,1.05
2019,NUTS,2010,PL2,1,1.1572
2011,NUTS,2010,PL21,2,0.7667
2012,NUTS,2010,PL21,2,0.8314
2013,NUTS,2010,PL21,2,0.8621
2014,NUTS,2010,PL21,2,0.897
2015,NUTS,2010,PL21,2,0.9909
2016,NUTS,2010,PL21,2,1.0102
2017,NUTS,2010,PL21,2,1.5033
2018,NUTS,2010,PL21,2,1.5581
2019,NUTS,2010,PL21,2,1.5417
2011,NUTS,2010,PL22,2,0.4225
2012,NUTS,2010,PL22,2,0.4397
2013,NUTS,2010,PL22,2,0.4416
2014,NUTS,2010,PL22,2,0.4672
2015,NUTS,2010,PL22,2,0.4899
2016,NUTS,2010,PL22,2,0.5046
2017,NUTS,2010,PL22,2,0.6239
2018,NUTS,2010,PL22,2,0.6633
2019,NUTS,2010,PL22,2,0.8646
2011,NUTS,2010,PL3,1,0.424
2012,NUTS,2010,PL3,1,0.419
2013,NUTS,2010,PL3,1,0.4527
2014,NUTS,2010,PL3,1,0.4599
2015,NUTS,2010,PL3,1,0.4524
2011,NUTS,2010,PL31,2,0.6099
2012,NUTS,2010,PL31,2,0.646
2013,NUTS,2010,PL31,2,0.5896
2014,NUTS,2010,PL31,2,0.5826
2015,NUTS,2010,PL31,2,0.5618
2011,NUTS,2010,PL32,2,0.325
2012,NUTS,2010,PL32,2,0.3479
2013,NUTS,2010,PL32,2,0.405
2014,NUTS,2010,PL32,2,0.4421
2015,NUTS,2010,PL32,2,0.4348
2012,NUTS,2010,PL33,2,0.0591
2013,NUTS,2010,PL33,2,0.2098
2014,NUTS,2010,PL33,2,0.2168
2015,NUTS,2010,PL33,2,0.2194
2012,NUTS,2010,PL34,2,0.513
2013,NUTS,2010,PL34,2,0.5332
2014,NUTS,2010,PL34,2,0.5245
2015,NUTS,2010,PL34,2,0.5255
2011,NUTS,2010,PL4,1,0.5171
2012,NUTS,2010,PL4,1,0.4984
2013,NUTS,2010,PL4,1,0.5104
2014,NUTS,2010,PL4,1,0.5448
2015,NUTS,2010,PL4,1,0.5523
2016,NUTS,2010,PL4,1,0.4851
2017,NUTS,2010,PL4,1,0.6734
2018,NUTS,2010,PL4,1,0.6652
2019,NUTS,2010,PL4,1,0.5892
2011,NUTS,2010,PL41,2,0.6194
2012,NUTS,2010,PL41,2,0.5745
2013,NUTS,2010,PL41,2,0.5984
2014,NUTS,2010,PL41,2,0.6436
2015,NUTS,2010,PL41,2,0.6567
2016,NUTS,2010,PL41,2,0.563
