year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pc_emp_hc_gov_rse_t
2011,NUTS,2010,RO32,2,0.4093
2012,NUTS,2010,RO32,2,0.4587
2013,NUTS,2010,RO32,2,0.4765
2014,NUTS,2010,RO32,2,0.4698
2015,NUTS,2010,RO32,2,0.4642
2016,NUTS,2010,RO32,2,0.4606
2017,NUTS,2010,RO32,2,0.4393
2018,NUTS,2010,RO32,2,0.445
2019,NUTS,2010,RO32,2,0.45
2002,NUTS,2010,RO4,1,0.0205
2003,NUTS,2010,RO4,1,0.022
2004,NUTS,2010,RO4,1,0.0274
2005,NUTS,2010,RO4,1,0.0253
2006,NUTS,2010,RO4,1,0.0257
2007,NUTS,2010,RO4,1,0.0262
2008,NUTS,2010,RO4,1,0.0272
2009,NUTS,2010,RO4,1,0.0261
2010,NUTS,2010,RO4,1,0.0282
2011,NUTS,2010,RO4,1,0.0293
2012,NUTS,2010,RO4,1,0.0215
2013,NUTS,2010,RO4,1,0.0292
2014,NUTS,2010,RO4,1,0.0229
2015,NUTS,2010,RO4,1,0.0311
2016,NUTS,2010,RO4,1,0.0326
2017,NUTS,2010,RO4,1,0.0306
2018,NUTS,2010,RO4,1,0.0325
2019,NUTS,2010,RO4,1,0.0342
2002,NUTS,2010,RO41,2,0.0167
2003,NUTS,2010,RO41,2,0.0185
2004,NUTS,2010,RO41,2,0.0183
2005,NUTS,2010,RO41,2,0.0193
2006,NUTS,2010,RO41,2,0.02
2007,NUTS,2010,RO41,2,0.0212
2008,NUTS,2010,RO41,2,0.0221
2009,NUTS,2010,RO41,2,0.0221
2010,NUTS,2010,RO41,2,0.0218
2011,NUTS,2010,RO41,2,0.0262
2012,NUTS,2010,RO41,2,0.0149
2013,NUTS,2010,RO41,2,0.0293
2014,NUTS,2010,RO41,2,0.0167
2015,NUTS,2010,RO41,2,0.0324
2016,NUTS,2010,RO41,2,0.0321
2017,NUTS,2010,RO41,2,0.0295
2018,NUTS,2010,RO41,2,0.0318
2019,NUTS,2010,RO41,2,0.032
2002,NUTS,2010,RO42,2,0.0257
2003,NUTS,2010,RO42,2,0.0268
2004,NUTS,2010,RO42,2,0.0396
2005,NUTS,2010,RO42,2,0.0331
2006,NUTS,2010,RO42,2,0.0331
2007,NUTS,2010,RO42,2,0.0323
2008,NUTS,2010,RO42,2,0.0336
2009,NUTS,2010,RO42,2,0.0312
2010,NUTS,2010,RO42,2,0.0359
2011,NUTS,2010,RO42,2,0.0332
2012,NUTS,2010,RO42,2,0.0297
2013,NUTS,2010,RO42,2,0.0292
2014,NUTS,2010,RO42,2,0.0304
2015,NUTS,2010,RO42,2,0.0296
2016,NUTS,2010,RO42,2,0.0332
2017,NUTS,2010,RO42,2,0.0318
2018,NUTS,2010,RO42,2,0.0334
2019,NUTS,2010,RO42,2,0.0368
2010,NUTS,2010,RS,0,0.1135
2011,NUTS,2010,RS,0,0.1309
2012,NUTS,2010,RS,0,0.1394
2013,NUTS,2010,RS,0,0.138
2014,NUTS,2010,RS,0,0.1227
2015,NUTS,2010,RS,0,0.1346
2016,NUTS,2010,RS,0,0.1199
2017,NUTS,2010,RS,0,0.1177
2018,NUTS,2010,RS,0,0.119
2019,NUTS,2010,RS,0,0.1237
2020,NUTS,2010,RS,0,0.1281
2018,NUTS,2010,RS1,1,0.2061
2019,NUTS,2010,RS1,1,0.2128
2020,NUTS,2010,RS1,1,0.2162
2018,NUTS,2010,RS11,2,0.3867
2019,NUTS,2010,RS11,2,0.3937
2020,NUTS,2010,RS11,2,0.3979
2018,NUTS,2010,RS12,2,0.0336
2019,NUTS,2010,RS12,2,0.0384
2020,NUTS,2010,RS12,2,0.0408
2018,NUTS,2010,RS2,1,0.0055
2019,NUTS,2010,RS2,1,0.0059
2020,NUTS,2010,RS2,1,0.0109
2018,NUTS,2010,RS21,2,0.0025
2019,NUTS,2010,RS21,2,0.0025
2020,NUTS,2010,RS21,2,0.0085
2018,NUTS,2010,RS22,2,0.0098
2019,NUTS,2010,RS22,2,0.0107
2020,NUTS,2010,RS22,2,0.0142
1992,NUTS,2010,RU,0,0.2261
1993,NUTS,2010,RU,0,0.2118
1994,NUTS,2010,RU,0,0.2215
1995,NUTS,2010,RU,0,0.2285
1996,NUTS,2010,RU,0,0.2239
1997,NUTS,2010,RU,0,0.2286
1998,NUTS,2010,RU,0,0.224
1999,NUTS,2010,RU,0,0.2085
2000,NUTS,2010,RU,0,0.1994
2001,NUTS,2010,RU,0,0.2014
2002,NUTS,2010,RU,0,0.1974
2003,NUTS,2010,RU,0,0.1988
2004,NUTS,2010,RU,0,0.1966
2005,NUTS,2010,RU,0,0.204
2006,NUTS,2010,RU,0,0.2006
2007,NUTS,2010,RU,0,0.1952
2008,NUTS,2010,RU,0,0.1863
2009,NUTS,2010,RU,0,0.1916
2010,NUTS,2010,RU,0,0.1884
2011,NUTS,2010,RU,0,0.1817
2012,NUTS,2010,RU,0,0.1908
2003,NUTS,2010,SE,0,0.0801
2005,NUTS,2010,SE,0,0.111
2007,NUTS,2010,SE,0,0.0638
2009,NUTS,2010,SE,0,0.0511
2011,NUTS,2010,SE,0,0.1437
2013,NUTS,2010,SE,0,0.2115
2015,NUTS,2010,SE,0,0.2654
2017,NUTS,2010,SE,0,0.2799
2019,NUTS,2010,SE,0,0.2352
2003,NUTS,2010,SE1,1,0.1656
2005,NUTS,2010,SE1,1,0.2201
2007,NUTS,2010,SE1,1,0.1412
2009,NUTS,2010,SE1,1,0.0946
2011,NUTS,2010,SE1,1,0.1071
2013,NUTS,2010,SE1,1,0.2868
2015,NUTS,2010,SE1,1,0.3367
2017,NUTS,2010,SE1,1,0.3019
2019,NUTS,2010,SE1,1,0.2855
2003,NUTS,2010,SE11,2,0.2049
2005,NUTS,2010,SE11,2,0.287
2007,NUTS,2010,SE11,2,0.1658
2009,NUTS,2010,SE11,2,0.0891
2011,NUTS,2010,SE11,2,0.0805
2013,NUTS,2010,SE11,2,0.326
2015,NUTS,2010,SE11,2,0.3452
2017,NUTS,2010,SE11,2,0.2236
2019,NUTS,2010,SE11,2,0.215
2003,NUTS,2010,SE12,2,0.1131
2005,NUTS,2010,SE12,2,0.1289
2007,NUTS,2010,SE12,2,0.1072
2009,NUTS,2010,SE12,2,0.1021
2011,NUTS,2010,SE12,2,0.1468
2013,NUTS,2010,SE12,2,0.2275
2015,NUTS,2010,SE12,2,0.3238
2017,NUTS,2010,SE12,2,0.4214
2019,NUTS,2010,SE12,2,0.3938
2003,NUTS,2010,SE2,1,0.0076
2005,NUTS,2010,SE2,1,0.0206
2007,NUTS,2010,SE2,1,0.006
2009,NUTS,2010,SE2,1,0.0112
2011,NUTS,2010,SE2,1,0.1752
2013,NUTS,2010,SE2,1,0.1428
2015,NUTS,2010,SE2,1,0.1957
2017,NUTS,2010,SE2,1,0.2694
2019,NUTS,2010,SE2,1,0.1892
2003,NUTS,2010,SE21,2,0.0036
2005,NUTS,2010,SE21,2,0.0049
2007,NUTS,2010,SE21,2,0.0005
2009,NUTS,2010,SE21,2,0.0005
2011,NUTS,2010,SE21,2,0.0196
2013,NUTS,2010,SE21,2,0.0463
2015,NUTS,2010,SE21,2,0.0744
2017,NUTS,2010,SE21,2,0.0636
2019,NUTS,2010,SE21,2,0.0598
2003,NUTS,2010,SE22,2,0.0069
2005,NUTS,2010,SE22,2,0.0192
2007,NUTS,2010,SE22,2,0.0094
2009,NUTS,2010,SE22,2,0.0191
2011,NUTS,2010,SE22,2,0.011
2013,NUTS,2010,SE22,2,0.0354
2015,NUTS,2010,SE22,2,0.0686
2017,NUTS,2010,SE22,2,0.3478
2019,NUTS,2010,SE22,2,0.1468
2003,NUTS,2010,SE23,2,0.0099
2005,NUTS,2010,SE23,2,0.0285
2007,NUTS,2010,SE23,2,0.006
2009,NUTS,2010,SE23,2,0.01
2011,NUTS,2010,SE23,2,0.3574
2013,NUTS,2010,SE23,2,0.2588
2015,NUTS,2010,SE23,2,0.336
2017,NUTS,2010,SE23,2,0.3001
2019,NUTS,2010,SE23,2,0.2709
2003,NUTS,2010,SE3,1,0.0592
2005,NUTS,2010,SE3,1,0.086
2007,NUTS,2010,SE3,1,0.0318
2009,NUTS,2010,SE3,1,0.0398
2011,NUTS,2010,SE3,1,0.1173
2013,NUTS,2010,SE3,1,0.1549
2015,NUTS,2010,SE3,1,0.1974
2017,NUTS,2010,SE3,1,0.1731
2019,NUTS,2010,SE3,1,0.1596
2003,NUTS,2010,SE31,2,0.0566
2005,NUTS,2010,SE31,2,0.0771
2007,NUTS,2010,SE31,2,0.02
2009,NUTS,2010,SE31,2,0.013
2011,NUTS,2010,SE31,2,0.0635
2013,NUTS,2010,SE31,2,0.1549
2015,NUTS,2010,SE31,2,0.1591
2017,NUTS,2010,SE31,2,0.1489
2019,NUTS,2010,SE31,2,0.149
2003,NUTS,2010,SE32,2,0.0035
2005,NUTS,2010,SE32,2,0.0689
2007,NUTS,2010,SE32,2,0.0
2009,NUTS,2010,SE32,2,0.0113
2011,NUTS,2010,SE32,2,0.0076
2013,NUTS,2010,SE32,2,0.0446
2015,NUTS,2010,SE32,2,0.0433
2017,NUTS,2010,SE32,2,0.0593
2019,NUTS,2010,SE32,2,0.0412
2003,NUTS,2010,SE33,2,0.1048
2005,NUTS,2010,SE33,2,0.1129
2007,NUTS,2010,SE33,2,0.0737
2009,NUTS,2010,SE33,2,0.1034
2011,NUTS,2010,SE33,2,0.2824
2013,NUTS,2010,SE33,2,0.2333
2015,NUTS,2010,SE33,2,0.3665
2017,NUTS,2010,SE33,2,0.2917
2019,NUTS,2010,SE33,2,0.2631
1997,NUTS,2010,SI,0,0.2145
1998,NUTS,2010,SI,0,0.222
1999,NUTS,2010,SI,0,0.228
2000,NUTS,2010,SI,0,0.2188
2001,NUTS,2010,SI,0,0.2066
2002,NUTS,2010,SI,0,0.2181
2003,NUTS,2010,SI,0,0.1389
2004,NUTS,2010,SI,0,0.1432
2005,NUTS,2010,SI,0,0.1996
2006,NUTS,2010,SI,0,0.2106
2007,NUTS,2010,SI,0,0.2293
2008,NUTS,2010,SI,0,0.2525
2009,NUTS,2010,SI,0,0.2608
2010,NUTS,2010,SI,0,0.2636
2011,NUTS,2010,SI,0,0.2374
2012,NUTS,2010,SI,0,0.2413
2013,NUTS,2010,SI,0,0.2457
2014,NUTS,2010,SI,0,0.2344
2015,NUTS,2010,SI,0,0.2155
2016,NUTS,2010,SI,0,0.2185
2017,NUTS,2010,SI,0,0.2318
2018,NUTS,2010,SI,0,0.2391
2019,NUTS,2010,SI,0,0.2414
1999,NUTS,2010,SI0,1,0.2209
2000,NUTS,2010,SI0,1,0.2147
2001,NUTS,2010,SI0,1,0.2018
2002,NUTS,2010,SI0,1,0.2102
2003,NUTS,2010,SI0,1,0.1362
2004,NUTS,2010,SI0,1,0.1388
2005,NUTS,2010,SI0,1,0.1945
2006,NUTS,2010,SI0,1,0.2053
2007,NUTS,2010,SI0,1,0.2227
2008,NUTS,2010,SI0,1,0.2472
2009,NUTS,2010,SI0,1,0.2521
2010,NUTS,2010,SI0,1,0.2543
2011,NUTS,2010,SI0,1,0.23
2012,NUTS,2010,SI0,1,0.2348
2013,NUTS,2010,SI0,1,0.239
2014,NUTS,2010,SI0,1,0.2266
2015,NUTS,2010,SI0,1,0.2101
2016,NUTS,2010,SI0,1,0.214
2017,NUTS,2010,SI0,1,0.2263
2018,NUTS,2010,SI0,1,0.2326
2019,NUTS,2010,SI0,1,0.2363
2013,NUTS,2010,SI03,2,0.0374
2014,NUTS,2010,SI03,2,0.0176
2015,NUTS,2010,SI03,2,0.0102
2016,NUTS,2010,SI03,2,0.008
2013,NUTS,2010,SI04,2,0.4595
2014,NUTS,2010,SI04,2,0.4578
2015,NUTS,2010,SI04,2,0.4278
2016,NUTS,2010,SI04,2,0.4379
1997,NUTS,2010,SK,0,0.1242
1998,NUTS,2010,SK,0,0.1285
1999,NUTS,2010,SK,0,0.128
2000,NUTS,2010,SK,0,0.1362
2001,NUTS,2010,SK,0,0.1305
2002,NUTS,2010,SK,0,0.1285
2003,NUTS,2010,SK,0,0.132
2004,NUTS,2010,SK,0,0.1253
2005,NUTS,2010,SK,0,0.1289
2006,NUTS,2010,SK,0,0.1281
2007,NUTS,2010,SK,0,0.1404
2008,NUTS,2010,SK,0,0.1351
2009,NUTS,2010,SK,0,0.1352
2010,NUTS,2010,SK,0,0.1469
2011,NUTS,2010,SK,0,0.1486
2012,NUTS,2010,SK,0,0.1546
2013,NUTS,2010,SK,0,0.1395
2014,NUTS,2010,SK,0,0.1645
2015,NUTS,2010,SK,0,0.16
2016,NUTS,2010,SK,0,0.174
2017,NUTS,2010,SK,0,0.1713
2018,NUTS,2010,SK,0,0.1776
2019,NUTS,2010,SK,0,0.1798
2020,NUTS,2010,SK,0,0.1911
2000,NUTS,2010,SK01,2,0.6904
2001,NUTS,2010,SK01,2,0.6613
2002,NUTS,2010,SK01,2,0.6997
2003,NUTS,2010,SK01,2,0.7089
2004,NUTS,2010,SK01,2,0.6949
2005,NUTS,2010,SK01,2,0.6706
2006,NUTS,2010,SK01,2,0.6653
2007,NUTS,2010,SK01,2,0.7455
2008,NUTS,2010,SK01,2,0.7454
2009,NUTS,2010,SK01,2,0.77
2010,NUTS,2010,SK01,2,0.8072
2011,NUTS,2010,SK01,2,0.8472
2012,NUTS,2010,SK01,2,0.8442
2013,NUTS,2010,SK01,2,0.8325
2014,NUTS,2010,SK01,2,0.8929
2015,NUTS,2010,SK01,2,0.8732
2016,NUTS,2010,SK01,2,0.9542
2017,NUTS,2010,SK01,2,0.9739
2018,NUTS,2010,SK01,2,1.0096
2019,NUTS,2010,SK01,2,1.0677
2020,NUTS,2010,SK01,2,1.1541
2000,NUTS,2010,SK02,2,0.0242
2001,NUTS,2010,SK02,2,0.0245
2002,NUTS,2010,SK02,2,0.0259
2003,NUTS,2010,SK02,2,0.0258
2004,NUTS,2010,SK02,2,0.0207
2005,NUTS,2010,SK02,2,0.0254
2006,NUTS,2010,SK02,2,0.0306
2007,NUTS,2010,SK02,2,0.0337
2008,NUTS,2010,SK02,2,0.0317
2009,NUTS,2010,SK02,2,0.0207
2010,NUTS,2010,SK02,2,0.0331
2011,NUTS,2010,SK02,2,0.0296
2012,NUTS,2010,SK02,2,0.0338
2013,NUTS,2010,SK02,2,0.0126
2014,NUTS,2010,SK02,2,0.0515
2015,NUTS,2010,SK02,2,0.0444
2016,NUTS,2010,SK02,2,0.042
2017,NUTS,2010,SK02,2,0.0358
2018,NUTS,2010,SK02,2,0.0388
2019,NUTS,2010,SK02,2,0.03
2020,NUTS,2010,SK02,2,0.0269
2000,NUTS,2010,SK03,2,0.0269
2001,NUTS,2010,SK03,2,0.025
2002,NUTS,2010,SK03,2,0.0256
2003,NUTS,2010,SK03,2,0.017
2004,NUTS,2010,SK03,2,0.0188
2005,NUTS,2010,SK03,2,0.0355
2006,NUTS,2010,SK03,2,0.0379
2007,NUTS,2010,SK03,2,0.0388
2008,NUTS,2010,SK03,2,0.037
2009,NUTS,2010,SK03,2,0.0302
2010,NUTS,2010,SK03,2,0.0343
2011,NUTS,2010,SK03,2,0.0317
2012,NUTS,2010,SK03,2,0.0459
2013,NUTS,2010,SK03,2,0.0215
2014,NUTS,2010,SK03,2,0.0282
2015,NUTS,2010,SK03,2,0.0518
2016,NUTS,2010,SK03,2,0.0567
2017,NUTS,2010,SK03,2,0.0467
2018,NUTS,2010,SK03,2,0.0523
2019,NUTS,2010,SK03,2,0.0403
2020,NUTS,2010,SK03,2,0.0475
2000,NUTS,2010,SK04,2,0.0737
2001,NUTS,2010,SK04,2,0.0723
2002,NUTS,2010,SK04,2,0.0543
2003,NUTS,2010,SK04,2,0.0632
2004,NUTS,2010,SK04,2,0.0659
2005,NUTS,2010,SK04,2,0.0624
2006,NUTS,2010,SK04,2,0.0608
2007,NUTS,2010,SK04,2,0.0607
2008,NUTS,2010,SK04,2,0.0464
2009,NUTS,2010,SK04,2,0.06
2010,NUTS,2010,SK04,2,0.0694
2011,NUTS,2010,SK04,2,0.0712
2012,NUTS,2010,SK04,2,0.0734
2013,NUTS,2010,SK04,2,0.076
2014,NUTS,2010,SK04,2,0.0883
2015,NUTS,2010,SK04,2,0.0743
2016,NUTS,2010,SK04,2,0.0782
2017,NUTS,2010,SK04,2,0.0759
2018,NUTS,2010,SK04,2,0.0681
2019,NUTS,2010,SK04,2,0.0611
2020,NUTS,2010,SK04,2,0.0601
2006,NUTS,2010,TR,0,0.0275
2007,NUTS,2010,TR,0,0.0286
2008,NUTS,2010,TR,0,0.0276
2009,NUTS,2010,TR,0,0.032
2010,NUTS,2010,TR,0,0.0323
2011,NUTS,2010,TR,0,0.0302
2012,NUTS,2010,TR,0,0.0304
2013,NUTS,2010,TR,0,0.0285
2014,NUTS,2010,TR,0,0.0287
2015,NUTS,2010,TR,0,0.0278
2016,NUTS,2010,TR,0,0.0283
2017,NUTS,2010,TR,0,0.0269
2018,NUTS,2010,TR,0,0.0271
2019,NUTS,2010,TR,0,0.0244
2020,NUTS,2010,TR,0,0.0268
1999,NUTS,2010,UK,0,0.0575
2001,NUTS,2010,UK,0,0.0364
2002,NUTS,2010,UK,0,0.036
2003,NUTS,2010,UK,0,0.0363
2004,NUTS,2010,UK,0,0.0359
2005,NUTS,2010,UK,0,0.0362
2006,NUTS,2010,UK,0,0.0343
2007,NUTS,2010,UK,0,0.0349
2008,NUTS,2010,UK,0,0.0341
2009,NUTS,2010,UK,0,0.0347
2010,NUTS,2010,UK,0,0.0343
2011,NUTS,2010,UK,0,0.0303
2012,NUTS,2010,UK,0,0.0305
2013,NUTS,2010,UK,0,0.0301
2014,NUTS,2010,UK,0,0.03
2015,NUTS,2010,UK,0,0.028
2016,NUTS,2010,UK,0,0.0271
2017,NUTS,2010,UK,0,0.0274
2018,NUTS,2010,UK,0,0.0262
2002,NUTS,2010,UKC,1,0.003
2003,NUTS,2010,UKC,1,0.001
2004,NUTS,2010,UKC,1,0.0008
2005,NUTS,2010,UKC,1,0.0009
2007,NUTS,2010,UKC,1,0.0003
2009,NUTS,2010,UKC,1,0.0001
2011,NUTS,2010,UKC,1,0.0001
2012,NUTS,2010,UKC,1,0.0001
2013,NUTS,2010,UKC,1,0.0001
2014,NUTS,2010,UKC,1,0.0001
2015,NUTS,2010,UKC,1,0.0001
2016,NUTS,2010,UKC,1,0.0003
2017,NUTS,2010,UKC,1,0.0005
2018,NUTS,2010,UKC,1,0.0006
2002,NUTS,2010,UKC1,2,0.0028
2003,NUTS,2010,UKC1,2,0.0004
2004,NUTS,2010,UKC1,2,0.0006
2007,NUTS,2010,UKC1,2,0.0
2009,NUTS,2010,UKC1,2,0.0
2011,NUTS,2010,UKC1,2,0.0002
2012,NUTS,2010,UKC1,2,0.0002
2013,NUTS,2010,UKC1,2,0.0002
2014,NUTS,2010,UKC1,2,0.0002
2015,NUTS,2010,UKC1,2,0.0002
2016,NUTS,2010,UKC1,2,0.0002
2017,NUTS,2010,UKC1,2,0.0005
2018,NUTS,2010,UKC1,2,0.0005
2002,NUTS,2010,UKC2,2,0.0031
2003,NUTS,2010,UKC2,2,0.0014
2004,NUTS,2010,UKC2,2,0.001
2005,NUTS,2010,UKC2,2,0.0016
2007,NUTS,2010,UKC2,2,0.0006
2009,NUTS,2010,UKC2,2,0.0002
2011,NUTS,2010,UKC2,2,0.0
2012,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,0.0
2014,NUTS,2010,UKC2,2,0.0
2015,NUTS,2010,UKC2,2,0.0
2016,NUTS,2010,UKC2,2,0.0003
2017,NUTS,2010,UKC2,2,0.0004
2018,NUTS,2010,UKC2,2,0.0006
2002,NUTS,2010,UKD,1,0.0125
2003,NUTS,2010,UKD,1,0.011
2004,NUTS,2010,UKD,1,0.0124
2005,NUTS,2010,UKD,1,0.0119
2007,NUTS,2010,UKD,1,0.0122
2009,NUTS,2010,UKD,1,0.0116
2011,NUTS,2010,UKD,1,0.0096
2012,NUTS,2010,UKD,1,0.0095
2013,NUTS,2010,UKD,1,0.0101
2014,NUTS,2010,UKD,1,0.0107
2015,NUTS,2010,UKD,1,0.0107
2016,NUTS,2010,UKD,1,0.0108
2017,NUTS,2010,UKD,1,0.0115
2018,NUTS,2010,UKD,1,0.0107
2002,NUTS,2010,UKD1,2,0.0233
2003,NUTS,2010,UKD1,2,0.041
2004,NUTS,2010,UKD1,2,0.0012
2005,NUTS,2010,UKD1,2,0.0012
2007,NUTS,2010,UKD1,2,0.0002
2009,NUTS,2010,UKD1,2,0.0008
2011,NUTS,2010,UKD1,2,0.0006
2012,NUTS,2010,UKD1,2,0.0007
2013,NUTS,2010,UKD1,2,0.0011
2014,NUTS,2010,UKD1,2,0.0016
2015,NUTS,2010,UKD1,2,0.0016
2016,NUTS,2010,UKD1,2,0.0017
2017,NUTS,2010,UKD1,2,0.0014
2018,NUTS,2010,UKD1,2,0.0012
2002,NUTS,2010,UKD3,2,0.0004
2003,NUTS,2010,UKD3,2,0.0007
2004,NUTS,2010,UKD3,2,0.0012
2005,NUTS,2010,UKD3,2,0.0012
2007,NUTS,2010,UKD3,2,0.001
2009,NUTS,2010,UKD3,2,0.0013
2011,NUTS,2010,UKD3,2,0.0013
2012,NUTS,2010,UKD3,2,0.0034
2013,NUTS,2010,UKD3,2,0.0036
2014,NUTS,2010,UKD3,2,0.0041
2015,NUTS,2010,UKD3,2,0.0032
2016,NUTS,2010,UKD3,2,0.0034
2017,NUTS,2010,UKD3,2,0.0148
2018,NUTS,2010,UKD3,2,0.0037
2002,NUTS,2010,UKD4,2,0.0013
2003,NUTS,2010,UKD4,2,0.0003
2004,NUTS,2010,UKD4,2,0.007
2005,NUTS,2010,UKD4,2,0.0072
2007,NUTS,2010,UKD4,2,0.007
2009,NUTS,2010,UKD4,2,0.0117
2011,NUTS,2010,UKD4,2,0.0093
2012,NUTS,2010,UKD4,2,0.0082
2013,NUTS,2010,UKD4,2,0.0083
2014,NUTS,2010,UKD4,2,0.0086
2015,NUTS,2010,UKD4,2,0.0084
2016,NUTS,2010,UKD4,2,0.0082
2017,NUTS,2010,UKD4,2,0.0071
2018,NUTS,2010,UKD4,2,0.0078
2009,NUTS,2010,UKD6,2,0.04
2011,NUTS,2010,UKD6,2,0.0328
2012,NUTS,2010,UKD6,2,0.0308
2013,NUTS,2010,UKD6,2,0.0311
2014,NUTS,2010,UKD6,2,0.0335
2015,NUTS,2010,UKD6,2,0.0376
2016,NUTS,2010,UKD6,2,0.0396
2017,NUTS,2010,UKD6,2,0.0129
2018,NUTS,2010,UKD6,2,0.0406
2009,NUTS,2010,UKD7,2,0.0151
2011,NUTS,2010,UKD7,2,0.0133
2012,NUTS,2010,UKD7,2,0.0111
2013,NUTS,2010,UKD7,2,0.0134
2014,NUTS,2010,UKD7,2,0.0131
2015,NUTS,2010,UKD7,2,0.013
2016,NUTS,2010,UKD7,2,0.0125
2017,NUTS,2010,UKD7,2,0.0123
2018,NUTS,2010,UKD7,2,0.0111
2002,NUTS,2010,UKE,1,0.0154
2003,NUTS,2010,UKE,1,0.0097
2004,NUTS,2010,UKE,1,0.0094
2005,NUTS,2010,UKE,1,0.0093
2007,NUTS,2010,UKE,1,0.0087
2009,NUTS,2010,UKE,1,0.0107
2011,NUTS,2010,UKE,1,0.0089
2012,NUTS,2010,UKE,1,0.0097
2013,NUTS,2010,UKE,1,0.0115
2014,NUTS,2010,UKE,1,0.0113
2015,NUTS,2010,UKE,1,0.0037
2016,NUTS,2010,UKE,1,0.0032
2017,NUTS,2010,UKE,1,0.0038
2018,NUTS,2010,UKE,1,0.0038
2002,NUTS,2010,UKE1,2,0.0
2005,NUTS,2010,UKE1,2,0.0025
2007,NUTS,2010,UKE1,2,0.0001
2009,NUTS,2010,UKE1,2,0.0002
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,0.0002
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,0.0002
2002,NUTS,2010,UKE2,2,0.0411
2003,NUTS,2010,UKE2,2,0.0325
2004,NUTS,2010,UKE2,2,0.0397
2005,NUTS,2010,UKE2,2,0.0425
2007,NUTS,2010,UKE2,2,0.0414
2009,NUTS,2010,UKE2,2,0.0519
2011,NUTS,2010,UKE2,2,0.0465
2012,NUTS,2010,UKE2,2,0.0501
2013,NUTS,2010,UKE2,2,0.0613
2014,NUTS,2010,UKE2,2,0.0602
2015,NUTS,2010,UKE2,2,0.0108
2016,NUTS,2010,UKE2,2,0.0059
2017,NUTS,2010,UKE2,2,0.0089
2018,NUTS,2010,UKE2,2,0.0077
2002,NUTS,2010,UKE3,2,0.0282
2003,NUTS,2010,UKE3,2,0.0175
2004,NUTS,2010,UKE3,2,0.0126
2005,NUTS,2010,UKE3,2,0.0083
2007,NUTS,2010,UKE3,2,0.0087
2009,NUTS,2010,UKE3,2,0.0079
2011,NUTS,2010,UKE3,2,0.0051
2012,NUTS,2010,UKE3,2,0.0051
2013,NUTS,2010,UKE3,2,0.0056
2014,NUTS,2010,UKE3,2,0.0067
2015,NUTS,2010,UKE3,2,0.0066
2016,NUTS,2010,UKE3,2,0.0075
2017,NUTS,2010,UKE3,2,0.0079
2018,NUTS,2010,UKE3,2,0.0089
2002,NUTS,2010,UKE4,2,0.0044
2003,NUTS,2010,UKE4,2,0.0002
2004,NUTS,2010,UKE4,2,0.0001
2005,NUTS,2010,UKE4,2,0.0001
2007,NUTS,2010,UKE4,2,0.0002
2009,NUTS,2010,UKE4,2,0.0013
2011,NUTS,2010,UKE4,2,0.0005
2012,NUTS,2010,UKE4,2,0.0005
2013,NUTS,2010,UKE4,2,0.0009
2014,NUTS,2010,UKE4,2,0.0005
2015,NUTS,2010,UKE4,2,0.0007
2016,NUTS,2010,UKE4,2,0.0011
2017,NUTS,2010,UKE4,2,0.0009
2018,NUTS,2010,UKE4,2,0.0009
2002,NUTS,2010,UKF,1,0.0183
2003,NUTS,2010,UKF,1,0.0176
2004,NUTS,2010,UKF,1,0.0178
2005,NUTS,2010,UKF,1,0.0186
2007,NUTS,2010,UKF,1,0.0174
2009,NUTS,2010,UKF,1,0.0172
2011,NUTS,2010,UKF,1,0.0167
2012,NUTS,2010,UKF,1,0.0156
2013,NUTS,2010,UKF,1,0.0153
2014,NUTS,2010,UKF,1,0.0155
2015,NUTS,2010,UKF,1,0.0157
2016,NUTS,2010,UKF,1,0.0136
2017,NUTS,2010,UKF,1,0.0133
2018,NUTS,2010,UKF,1,0.0105
2002,NUTS,2010,UKF1,2,0.031
2003,NUTS,2010,UKF1,2,0.03
2004,NUTS,2010,UKF1,2,0.0318
2005,NUTS,2010,UKF1,2,0.0331
2007,NUTS,2010,UKF1,2,0.0321
2009,NUTS,2010,UKF1,2,0.0321
2011,NUTS,2010,UKF1,2,0.0321
2012,NUTS,2010,UKF1,2,0.0285
2013,NUTS,2010,UKF1,2,0.0277
2014,NUTS,2010,UKF1,2,0.0282
2015,NUTS,2010,UKF1,2,0.0275
2016,NUTS,2010,UKF1,2,0.0236
2017,NUTS,2010,UKF1,2,0.0238
2018,NUTS,2010,UKF1,2,0.0226
2002,NUTS,2010,UKF2,2,0.0089
2003,NUTS,2010,UKF2,2,0.0093
2004,NUTS,2010,UKF2,2,0.0088
2005,NUTS,2010,UKF2,2,0.0086
2007,NUTS,2010,UKF2,2,0.0071
2009,NUTS,2010,UKF2,2,0.0064
2011,NUTS,2010,UKF2,2,0.0061
2012,NUTS,2010,UKF2,2,0.0063
2013,NUTS,2010,UKF2,2,0.0069
