year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_pc_act_hc_rse_t
2013,NUTS,2010,UKI6,2,0.0083
2014,NUTS,2010,UKI6,2,0.0092
2015,NUTS,2010,UKI6,2,0.0019
2016,NUTS,2010,UKI6,2,0.0023
2017,NUTS,2010,UKI6,2,0.0019
2018,NUTS,2010,UKI6,2,0.0081
2011,NUTS,2010,UKI7,2,0.0271
2012,NUTS,2010,UKI7,2,0.0273
2013,NUTS,2010,UKI7,2,0.0283
2014,NUTS,2010,UKI7,2,0.0291
2015,NUTS,2010,UKI7,2,0.0061
2016,NUTS,2010,UKI7,2,0.0041
2017,NUTS,2010,UKI7,2,0.004
2018,NUTS,2010,UKI7,2,0.0039
2011,NUTS,2010,UKJ,1,0.0687
2012,NUTS,2010,UKJ,1,0.0712
2013,NUTS,2010,UKJ,1,0.0711
2014,NUTS,2010,UKJ,1,0.0673
2015,NUTS,2010,UKJ,1,0.0689
2016,NUTS,2010,UKJ,1,0.0642
2017,NUTS,2010,UKJ,1,0.0655
2018,NUTS,2010,UKJ,1,0.0649
2011,NUTS,2010,UKJ1,2,0.1056
2012,NUTS,2010,UKJ1,2,0.0994
2013,NUTS,2010,UKJ1,2,0.1027
2014,NUTS,2010,UKJ1,2,0.1075
2015,NUTS,2010,UKJ1,2,0.1179
2016,NUTS,2010,UKJ1,2,0.1144
2017,NUTS,2010,UKJ1,2,0.1233
2018,NUTS,2010,UKJ1,2,0.1233
2011,NUTS,2010,UKJ2,2,0.0312
2012,NUTS,2010,UKJ2,2,0.0378
2013,NUTS,2010,UKJ2,2,0.0387
2014,NUTS,2010,UKJ2,2,0.0188
2015,NUTS,2010,UKJ2,2,0.0202
2016,NUTS,2010,UKJ2,2,0.0201
2017,NUTS,2010,UKJ2,2,0.019
2018,NUTS,2010,UKJ2,2,0.0177
2011,NUTS,2010,UKJ3,2,0.0881
2012,NUTS,2010,UKJ3,2,0.0988
2013,NUTS,2010,UKJ3,2,0.1025
2014,NUTS,2010,UKJ3,2,0.1064
2015,NUTS,2010,UKJ3,2,0.1043
2016,NUTS,2010,UKJ3,2,0.0919
2017,NUTS,2010,UKJ3,2,0.0894
2018,NUTS,2010,UKJ3,2,0.0917
2011,NUTS,2010,UKJ4,2,0.0553
2012,NUTS,2010,UKJ4,2,0.0537
2013,NUTS,2010,UKJ4,2,0.0434
2014,NUTS,2010,UKJ4,2,0.0429
2015,NUTS,2010,UKJ4,2,0.0377
2016,NUTS,2010,UKJ4,2,0.0346
2017,NUTS,2010,UKJ4,2,0.033
2018,NUTS,2010,UKJ4,2,0.0269
2011,NUTS,2010,UKK,1,0.0566
2012,NUTS,2010,UKK,1,0.0521
2013,NUTS,2010,UKK,1,0.0507
2014,NUTS,2010,UKK,1,0.0515
2015,NUTS,2010,UKK,1,0.0464
2016,NUTS,2010,UKK,1,0.0495
2017,NUTS,2010,UKK,1,0.0515
2018,NUTS,2010,UKK,1,0.0466
2011,NUTS,2010,UKK1,2,0.1034
2012,NUTS,2010,UKK1,2,0.1092
2013,NUTS,2010,UKK1,2,0.1079
2014,NUTS,2010,UKK1,2,0.1106
2015,NUTS,2010,UKK1,2,0.0994
2016,NUTS,2010,UKK1,2,0.1053
2017,NUTS,2010,UKK1,2,0.109
2018,NUTS,2010,UKK1,2,0.0977
2011,NUTS,2010,UKK2,2,0.0027
2012,NUTS,2010,UKK2,2,0.003
2013,NUTS,2010,UKK2,2,0.003
2014,NUTS,2010,UKK2,2,0.0028
2015,NUTS,2010,UKK2,2,0.0024
2016,NUTS,2010,UKK2,2,0.0022
2017,NUTS,2010,UKK2,2,0.0016
2018,NUTS,2010,UKK2,2,0.0017
2011,NUTS,2010,UKK3,2,0.0002
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2016,NUTS,2010,UKK3,2,0.0004
2017,NUTS,2010,UKK3,2,0.0004
2018,NUTS,2010,UKK3,2,0.0004
2011,NUTS,2010,UKK4,2,0.0403
2012,NUTS,2010,UKK4,2,0.005
2013,NUTS,2010,UKK4,2,0.0007
2014,NUTS,2010,UKK4,2,0.0007
2015,NUTS,2010,UKK4,2,0.0005
2016,NUTS,2010,UKK4,2,0.0003
2017,NUTS,2010,UKK4,2,0.0005
2018,NUTS,2010,UKK4,2,0.0005
2011,NUTS,2010,UKL,1,0.008
2012,NUTS,2010,UKL,1,0.0083
2013,NUTS,2010,UKL,1,0.0085
2014,NUTS,2010,UKL,1,0.0089
2015,NUTS,2010,UKL,1,0.0044
2016,NUTS,2010,UKL,1,0.0045
2017,NUTS,2010,UKL,1,0.0048
2018,NUTS,2010,UKL,1,0.0069
2011,NUTS,2010,UKL1,2,0.0029
2012,NUTS,2010,UKL1,2,0.0039
2013,NUTS,2010,UKL1,2,0.0041
2014,NUTS,2010,UKL1,2,0.0049
2015,NUTS,2010,UKL1,2,0.0035
2016,NUTS,2010,UKL1,2,0.0042
2017,NUTS,2010,UKL1,2,0.0036
2018,NUTS,2010,UKL1,2,0.0036
2011,NUTS,2010,UKL2,2,0.0163
2012,NUTS,2010,UKL2,2,0.0155
2013,NUTS,2010,UKL2,2,0.0154
2014,NUTS,2010,UKL2,2,0.0155
2015,NUTS,2010,UKL2,2,0.0059
2016,NUTS,2010,UKL2,2,0.0052
2017,NUTS,2010,UKL2,2,0.0067
2018,NUTS,2010,UKL2,2,0.0122
2011,NUTS,2010,UKM,1,0.0385
2012,NUTS,2010,UKM,1,0.0348
2013,NUTS,2010,UKM,1,0.0312
2014,NUTS,2010,UKM,1,0.0366
2015,NUTS,2010,UKM,1,0.037
2016,NUTS,2010,UKM,1,0.0376
2017,NUTS,2010,UKM,1,0.0397
2018,NUTS,2010,UKM,1,0.0324
2012,NUTS,2010,UKM2,2,0.0429
2013,NUTS,2010,UKM2,2,0.0454
2014,NUTS,2010,UKM2,2,0.0463
2015,NUTS,2010,UKM2,2,0.0469
2016,NUTS,2010,UKM2,2,0.0485
2017,NUTS,2010,UKM2,2,0.0436
2012,NUTS,2010,UKM3,2,0.0097
2013,NUTS,2010,UKM3,2,0.005
2014,NUTS,2010,UKM3,2,0.0052
2015,NUTS,2010,UKM3,2,0.0053
2016,NUTS,2010,UKM3,2,0.0055
2017,NUTS,2010,UKM3,2,0.047
2012,NUTS,2010,UKM5,2,0.1394
2013,NUTS,2010,UKM5,2,0.1162
2014,NUTS,2010,UKM5,2,0.161
2015,NUTS,2010,UKM5,2,0.1647
2016,NUTS,2010,UKM5,2,0.1662
2017,NUTS,2010,UKM5,2,0.0236
2018,NUTS,2010,UKM5,2,0.1104
2012,NUTS,2010,UKM6,2,0.0025
2013,NUTS,2010,UKM6,2,0.0046
2014,NUTS,2010,UKM6,2,0.0047
2015,NUTS,2010,UKM6,2,0.0056
2016,NUTS,2010,UKM6,2,0.0055
2017,NUTS,2010,UKM6,2,0.0073
2018,NUTS,2010,UKM6,2,0.0143
2014,NUTS,2010,UKM7,2,0.0492
2015,NUTS,2010,UKM7,2,0.0496
2016,NUTS,2010,UKM7,2,0.0508
2017,NUTS,2010,UKM7,2,0.0458
2018,NUTS,2010,UKM7,2,0.0482
2014,NUTS,2010,UKM8,2,0.0038
2015,NUTS,2010,UKM8,2,0.0039
2016,NUTS,2010,UKM8,2,0.004
2017,NUTS,2010,UKM8,2,0.036
2018,NUTS,2010,UKM8,2,0.005
2014,NUTS,2010,UKM9,2,0.0055
2015,NUTS,2010,UKM9,2,0.006
2016,NUTS,2010,UKM9,2,0.0064
2017,NUTS,2010,UKM9,2,0.057
2018,NUTS,2010,UKM9,2,0.0087
2011,NUTS,2010,UKN,1,0.009
2012,NUTS,2010,UKN,1,0.0096
2013,NUTS,2010,UKN,1,0.0102
2014,NUTS,2010,UKN,1,0.0081
2015,NUTS,2010,UKN,1,0.0064
2016,NUTS,2010,UKN,1,0.0083
2017,NUTS,2010,UKN,1,0.0086
2018,NUTS,2010,UKN,1,0.0087
2011,NUTS,2010,UKN0,2,0.009
2012,NUTS,2010,UKN0,2,0.0096
2013,NUTS,2010,UKN0,2,0.0102
2014,NUTS,2010,UKN0,2,0.0081
2015,NUTS,2010,UKN0,2,0.0064
2016,NUTS,2010,UKN0,2,0.0083
2017,NUTS,2010,UKN0,2,0.0086
2018,NUTS,2010,UKN0,2,0.0087
