year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_pc_act_hc_rse_t
2013,NUTS,2010,DEB2,2,0.0114
2014,NUTS,2010,DEB2,2,0.0093
2015,NUTS,2010,DEB2,2,0.0074
2016,NUTS,2010,DEB2,2,0.0066
2017,NUTS,2010,DEB2,2,0.0076
2018,NUTS,2010,DEB2,2,0.0086
2019,NUTS,2010,DEB2,2,0.0218
2011,NUTS,2010,DEB3,2,0.1258
2012,NUTS,2010,DEB3,2,0.1167
2013,NUTS,2010,DEB3,2,0.1167
2014,NUTS,2010,DEB3,2,0.1013
2015,NUTS,2010,DEB3,2,0.1069
2016,NUTS,2010,DEB3,2,0.1135
2017,NUTS,2010,DEB3,2,0.1229
2018,NUTS,2010,DEB3,2,0.1282
2019,NUTS,2010,DEB3,2,0.1368
2011,NUTS,2010,DEC,1,0.1682
2012,NUTS,2010,DEC,1,0.1728
2013,NUTS,2010,DEC,1,0.1758
2014,NUTS,2010,DEC,1,0.1551
2015,NUTS,2010,DEC,1,0.1741
2016,NUTS,2010,DEC,1,0.1756
2017,NUTS,2010,DEC,1,0.1574
2018,NUTS,2010,DEC,1,0.1592
2019,NUTS,2010,DEC,1,0.2032
2011,NUTS,2010,DEC0,2,0.1682
2012,NUTS,2010,DEC0,2,0.1728
2013,NUTS,2010,DEC0,2,0.1758
2014,NUTS,2010,DEC0,2,0.1551
2015,NUTS,2010,DEC0,2,0.1741
2016,NUTS,2010,DEC0,2,0.1756
2017,NUTS,2010,DEC0,2,0.1574
2018,NUTS,2010,DEC0,2,0.1592
2019,NUTS,2010,DEC0,2,0.2032
2011,NUTS,2010,DED,1,0.2559
2012,NUTS,2010,DED,1,0.2674
2013,NUTS,2010,DED,1,0.267
2014,NUTS,2010,DED,1,0.2279
2015,NUTS,2010,DED,1,0.2491
2016,NUTS,2010,DED,1,0.2441
2017,NUTS,2010,DED,1,0.2503
2018,NUTS,2010,DED,1,0.2676
2019,NUTS,2010,DED,1,0.2781
2011,NUTS,2010,DED2,2,0.3833
2012,NUTS,2010,DED2,2,0.3913
2013,NUTS,2010,DED2,2,0.1959
2014,NUTS,2010,DED2,2,0.3325
2015,NUTS,2010,DED2,2,0.356
2016,NUTS,2010,DED2,2,0.3494
2017,NUTS,2010,DED2,2,0.3518
2018,NUTS,2010,DED2,2,0.3731
2019,NUTS,2010,DED2,2,0.3877
2011,NUTS,2010,DED4,2,0.08
2012,NUTS,2010,DED4,2,0.0839
2013,NUTS,2010,DED4,2,0.3473
2014,NUTS,2010,DED4,2,0.0743
2015,NUTS,2010,DED4,2,0.0876
2016,NUTS,2010,DED4,2,0.0863
2017,NUTS,2010,DED4,2,0.0852
2018,NUTS,2010,DED4,2,0.0928
2019,NUTS,2010,DED4,2,0.097
2011,NUTS,2010,DED5,2,0.311
2012,NUTS,2010,DED5,2,0.3379
2013,NUTS,2010,DED5,2,0.262
2014,NUTS,2010,DED5,2,0.2851
2015,NUTS,2010,DED5,2,0.3064
2016,NUTS,2010,DED5,2,0.3022
2017,NUTS,2010,DED5,2,0.3225
2018,NUTS,2010,DED5,2,0.34
2019,NUTS,2010,DED5,2,0.3493
2011,NUTS,2010,DEE,1,0.1364
2012,NUTS,2010,DEE,1,0.1574
2013,NUTS,2010,DEE,1,0.1548
2014,NUTS,2010,DEE,1,0.1457
2015,NUTS,2010,DEE,1,0.147
2016,NUTS,2010,DEE,1,0.1456
2017,NUTS,2010,DEE,1,0.1544
2018,NUTS,2010,DEE,1,0.1671
2019,NUTS,2010,DEE,1,0.1671
2011,NUTS,2010,DEE0,2,0.1364
2012,NUTS,2010,DEE0,2,0.1574
2013,NUTS,2010,DEE0,2,0.1548
2014,NUTS,2010,DEE0,2,0.1457
2015,NUTS,2010,DEE0,2,0.147
2016,NUTS,2010,DEE0,2,0.1456
2017,NUTS,2010,DEE0,2,0.1544
2018,NUTS,2010,DEE0,2,0.1671
2019,NUTS,2010,DEE0,2,0.1671
2011,NUTS,2010,DEF,1,0.1063
2012,NUTS,2010,DEF,1,0.1143
2013,NUTS,2010,DEF,1,0.1199
2014,NUTS,2010,DEF,1,0.125
2015,NUTS,2010,DEF,1,0.0997
2016,NUTS,2010,DEF,1,0.0964
2017,NUTS,2010,DEF,1,0.106
2018,NUTS,2010,DEF,1,0.1019
2019,NUTS,2010,DEF,1,0.1002
2011,NUTS,2010,DEF0,2,0.1063
2012,NUTS,2010,DEF0,2,0.1143
2013,NUTS,2010,DEF0,2,0.1199
2014,NUTS,2010,DEF0,2,0.125
2015,NUTS,2010,DEF0,2,0.0997
2016,NUTS,2010,DEF0,2,0.0964
2017,NUTS,2010,DEF0,2,0.106
2018,NUTS,2010,DEF0,2,0.1019
2019,NUTS,2010,DEF0,2,0.1002
2011,NUTS,2010,DEG,1,0.154
2012,NUTS,2010,DEG,1,0.1586
2013,NUTS,2010,DEG,1,0.1532
2014,NUTS,2010,DEG,1,0.139
2015,NUTS,2010,DEG,1,0.1429
2016,NUTS,2010,DEG,1,0.1406
2017,NUTS,2010,DEG,1,0.1475
2018,NUTS,2010,DEG,1,0.1605
2019,NUTS,2010,DEG,1,0.1603
2011,NUTS,2010,DEG0,2,0.154
2012,NUTS,2010,DEG0,2,0.1586
2013,NUTS,2010,DEG0,2,0.1532
2014,NUTS,2010,DEG0,2,0.139
2015,NUTS,2010,DEG0,2,0.1429
2016,NUTS,2010,DEG0,2,0.1406
2017,NUTS,2010,DEG0,2,0.1475
2018,NUTS,2010,DEG0,2,0.1605
2019,NUTS,2010,DEG0,2,0.1603
2011,NUTS,2010,DK,0,0.0725
2012,NUTS,2010,DK,0,0.075
2013,NUTS,2010,DK,0,0.0827
2014,NUTS,2010,DK,0,0.0862
2015,NUTS,2010,DK,0,0.0922
2016,NUTS,2010,DK,0,0.086
2017,NUTS,2010,DK,0,0.0913
2018,NUTS,2010,DK,0,0.095
2019,NUTS,2010,DK,0,0.0944
2020,NUTS,2010,DK,0,0.0952
2011,NUTS,2010,DK0,1,0.0725
2012,NUTS,2010,DK0,1,0.0729
2013,NUTS,2010,DK0,1,0.0804
2014,NUTS,2010,DK0,1,0.0836
2015,NUTS,2010,DK0,1,0.0894
2016,NUTS,2010,DK0,1,0.0832
2017,NUTS,2010,DK0,1,0.0885
2018,NUTS,2010,DK0,1,0.092
2019,NUTS,2010,DK0,1,0.0913
2011,NUTS,2010,DK01,2,0.1295
2012,NUTS,2010,DK01,2,0.1143
2013,NUTS,2010,DK01,2,0.1089
2014,NUTS,2010,DK01,2,0.1107
2015,NUTS,2010,DK01,2,0.1089
2016,NUTS,2010,DK01,2,0.1035
2017,NUTS,2010,DK01,2,0.1247
2019,NUTS,2010,DK01,2,0.14
2011,NUTS,2010,DK02,2,0.0458
2012,NUTS,2010,DK02,2,0.0615
2013,NUTS,2010,DK02,2,0.091
2014,NUTS,2010,DK02,2,0.1138
2015,NUTS,2010,DK02,2,0.135
2016,NUTS,2010,DK02,2,0.0749
2017,NUTS,2010,DK02,2,0.0727
2019,NUTS,2010,DK02,2,0.0659
2011,NUTS,2010,DK03,2,0.0469
2012,NUTS,2010,DK03,2,0.0519
2013,NUTS,2010,DK03,2,0.0601
2014,NUTS,2010,DK03,2,0.0592
2015,NUTS,2010,DK03,2,0.062
2016,NUTS,2010,DK03,2,0.0746
2017,NUTS,2010,DK03,2,0.0149
2019,NUTS,2010,DK03,2,0.016
2011,NUTS,2010,DK04,2,0.0605
2012,NUTS,2010,DK04,2,0.0674
2013,NUTS,2010,DK04,2,0.0808
2014,NUTS,2010,DK04,2,0.0799
2015,NUTS,2010,DK04,2,0.0873
2016,NUTS,2010,DK04,2,0.0936
2017,NUTS,2010,DK04,2,0.0882
2019,NUTS,2010,DK04,2,0.0788
2011,NUTS,2010,DK05,2,0.0066
2012,NUTS,2010,DK05,2,0.0108
2013,NUTS,2010,DK05,2,0.0133
2014,NUTS,2010,DK05,2,0.0123
2015,NUTS,2010,DK05,2,0.0242
2016,NUTS,2010,DK05,2,0.0198
2017,NUTS,2010,DK05,2,0.1411
2019,NUTS,2010,DK05,2,0.1453
2011,NUTS,2010,EA19,2,0.123
2012,NUTS,2010,EA19,2,0.1262
2013,NUTS,2010,EA19,2,0.1256
2014,NUTS,2010,EA19,2,0.1242
2015,NUTS,2010,EA19,2,0.1304
2016,NUTS,2010,EA19,2,0.1326
2017,NUTS,2010,EA19,2,0.136
2018,NUTS,2010,EA19,2,0.1405
2019,NUTS,2010,EA19,2,0.1436
2011,NUTS,2010,EE,0,0.1096
2012,NUTS,2010,EE,0,0.109
2013,NUTS,2010,EE,0,0.1133
2014,NUTS,2010,EE,0,0.1128
2015,NUTS,2010,EE,0,0.1021
2016,NUTS,2010,EE,0,0.0947
2017,NUTS,2010,EE,0,0.0967
2018,NUTS,2010,EE,0,0.0864
2019,NUTS,2010,EE,0,0.0917
2011,NUTS,2010,EL,0,0.1256
2013,NUTS,2010,EL,0,0.1794
2015,NUTS,2010,EL,0,0.3329
2017,NUTS,2010,EL,0,0.3404
2019,NUTS,2010,EL,0,0.384
2011,NUTS,2010,EL3,1,0.1704
2013,NUTS,2010,EL3,1,0.2489
2015,NUTS,2010,EL3,1,0.5085
2017,NUTS,2010,EL3,1,0.5883
2019,NUTS,2010,EL3,1,0.6849
2011,NUTS,2010,EL30,2,0.1704
2013,NUTS,2010,EL30,2,0.2489
2015,NUTS,2010,EL30,2,0.5085
2017,NUTS,2010,EL30,2,0.5883
2019,NUTS,2010,EL30,2,0.6849
2011,NUTS,2010,EL4,1,0.1804
2013,NUTS,2010,EL4,1,0.2448
2015,NUTS,2010,EL4,1,0.3154
2017,NUTS,2010,EL4,1,0.3119
2019,NUTS,2010,EL4,1,0.276
2011,NUTS,2010,EL41,2,0.0723
2013,NUTS,2010,EL41,2,0.0772
2015,NUTS,2010,EL41,2,0.3472
2017,NUTS,2010,EL41,2,0.1777
2019,NUTS,2010,EL41,2,0.1443
2011,NUTS,2010,EL42,2,0.1038
2013,NUTS,2010,EL42,2,0.1154
2015,NUTS,2010,EL42,2,0.1119
2017,NUTS,2010,EL42,2,0.0999
2019,NUTS,2010,EL42,2,0.0968
2011,NUTS,2010,EL43,2,0.2493
2013,NUTS,2010,EL43,2,0.3647
2015,NUTS,2010,EL43,2,0.421
2017,NUTS,2010,EL43,2,0.467
2019,NUTS,2010,EL43,2,0.4143
2011,NUTS,2010,EL5,1,0.0778
2013,NUTS,2010,EL5,1,0.1111
2015,NUTS,2010,EL5,1,0.2262
2017,NUTS,2010,EL5,1,0.2245
2019,NUTS,2010,EL5,1,0.243
2011,NUTS,2010,EL51,2,0.0224
2013,NUTS,2010,EL51,2,0.0492
2015,NUTS,2010,EL51,2,0.055
2017,NUTS,2010,EL51,2,0.0704
2019,NUTS,2010,EL51,2,0.0707
2011,NUTS,2010,EL52,2,0.0811
2013,NUTS,2010,EL52,2,0.1427
2015,NUTS,2010,EL52,2,0.3108
2017,NUTS,2010,EL52,2,0.3102
2019,NUTS,2010,EL52,2,0.3358
2011,NUTS,2010,EL53,2,0.1529
2013,NUTS,2010,EL53,2,0.0675
2015,NUTS,2010,EL53,2,0.1432
2017,NUTS,2010,EL53,2,0.0956
2019,NUTS,2010,EL53,2,0.0936
2011,NUTS,2010,EL54,2,0.0973
2013,NUTS,2010,EL54,2,0.0811
2015,NUTS,2010,EL54,2,0.1204
2017,NUTS,2010,EL54,2,0.1179
2019,NUTS,2010,EL54,2,0.1484
2011,NUTS,2010,EL6,1,0.0754
2013,NUTS,2010,EL6,1,0.1066
2015,NUTS,2010,EL6,1,0.1747
2017,NUTS,2010,EL6,1,0.0943
2019,NUTS,2010,EL6,1,0.11
2011,NUTS,2010,EL61,2,0.1007
2013,NUTS,2010,EL61,2,0.1173
2015,NUTS,2010,EL61,2,0.1466
2017,NUTS,2010,EL61,2,0.0795
2019,NUTS,2010,EL61,2,0.0685
2011,NUTS,2010,EL62,2,0.0507
2013,NUTS,2010,EL62,2,0.0512
2015,NUTS,2010,EL62,2,0.2486
2017,NUTS,2010,EL62,2,0.0868
2019,NUTS,2010,EL62,2,0.0943
2011,NUTS,2010,EL63,2,0.0828
2013,NUTS,2010,EL63,2,0.1534
2015,NUTS,2010,EL63,2,0.1932
2017,NUTS,2010,EL63,2,0.1489
2019,NUTS,2010,EL63,2,0.1386
2011,NUTS,2010,EL64,2,0.0303
2013,NUTS,2010,EL64,2,0.0625
2015,NUTS,2010,EL64,2,0.0914
2017,NUTS,2010,EL64,2,0.0497
2019,NUTS,2010,EL64,2,0.0972
2011,NUTS,2010,EL65,2,0.0878
2013,NUTS,2010,EL65,2,0.1024
2015,NUTS,2010,EL65,2,0.2438
2017,NUTS,2010,EL65,2,0.0941
2019,NUTS,2010,EL65,2,0.1482
2011,NUTS,2010,ES,0,0.1429
2012,NUTS,2010,ES,0,0.1383
2013,NUTS,2010,ES,0,0.1346
2014,NUTS,2010,ES,0,0.1363
2015,NUTS,2010,ES,0,0.1422
2016,NUTS,2010,ES,0,0.1485
2017,NUTS,2010,ES,0,0.1516
2018,NUTS,2010,ES,0,0.1549
2019,NUTS,2010,ES,0,0.1578
2011,NUTS,2010,ES1,1,0.1055
2013,NUTS,2010,ES1,1,0.0969
2014,NUTS,2010,ES1,1,0.1029
2015,NUTS,2010,ES1,1,0.1064
2016,NUTS,2010,ES1,1,0.1155
2017,NUTS,2010,ES1,1,0.1239
2018,NUTS,2010,ES1,1,0.1389
2019,NUTS,2010,ES1,1,0.1608
2013,NUTS,2010,ES11,2,0.0959
2014,NUTS,2010,ES11,2,0.099
2015,NUTS,2010,ES11,2,0.1014
2016,NUTS,2010,ES11,2,0.1109
2017,NUTS,2010,ES11,2,0.127
2018,NUTS,2010,ES11,2,0.1378
2019,NUTS,2010,ES11,2,0.1653
2012,NUTS,2010,ES12,2,0.0757
2013,NUTS,2010,ES12,2,0.0641
2014,NUTS,2010,ES12,2,0.0595
2015,NUTS,2010,ES12,2,0.0641
2016,NUTS,2010,ES12,2,0.0751
2017,NUTS,2010,ES12,2,0.0814
2018,NUTS,2010,ES12,2,0.0937
2019,NUTS,2010,ES12,2,0.0893
2011,NUTS,2010,ES13,2,0.1757
2012,NUTS,2010,ES13,2,0.172
2013,NUTS,2010,ES13,2,0.1588
2014,NUTS,2010,ES13,2,0.1943
2015,NUTS,2010,ES13,2,0.2001
2016,NUTS,2010,ES13,2,0.2051
2017,NUTS,2010,ES13,2,0.1812
2018,NUTS,2010,ES13,2,0.2202
2019,NUTS,2010,ES13,2,0.2586
2011,NUTS,2010,ES2,1,0.1464
2012,NUTS,2010,ES2,1,0.1422
2013,NUTS,2010,ES2,1,0.1433
2014,NUTS,2010,ES2,1,0.1421
2016,NUTS,2010,ES2,1,0.1416
2017,NUTS,2010,ES2,1,0.1507
2018,NUTS,2010,ES2,1,0.1648
2019,NUTS,2010,ES2,1,0.164
2011,NUTS,2010,ES21,2,0.1343
2012,NUTS,2010,ES21,2,0.1181
2013,NUTS,2010,ES21,2,0.1201
2014,NUTS,2010,ES21,2,0.1144
2015,NUTS,2010,ES21,2,0.1227
2016,NUTS,2010,ES21,2,0.1269
2017,NUTS,2010,ES21,2,0.131
2018,NUTS,2010,ES21,2,0.1449
2019,NUTS,2010,ES21,2,0.1426
2011,NUTS,2010,ES22,2,0.1176
2012,NUTS,2010,ES22,2,0.1313
2013,NUTS,2010,ES22,2,0.1383
2014,NUTS,2010,ES22,2,0.1589
2016,NUTS,2010,ES22,2,0.1639
2017,NUTS,2010,ES22,2,0.1633
2018,NUTS,2010,ES22,2,0.1897
2019,NUTS,2010,ES22,2,0.1874
2011,NUTS,2010,ES23,2,0.2302
2012,NUTS,2010,ES23,2,0.2608
2013,NUTS,2010,ES23,2,0.237
2014,NUTS,2010,ES23,2,0.201
2015,NUTS,2010,ES23,2,0.2121
2016,NUTS,2010,ES23,2,0.2379
2017,NUTS,2010,ES23,2,0.2803
2018,NUTS,2010,ES23,2,0.2985
2019,NUTS,2010,ES23,2,0.2804
2011,NUTS,2010,ES24,2,0.1599
2012,NUTS,2010,ES24,2,0.1577
2013,NUTS,2010,ES24,2,0.1605
2014,NUTS,2010,ES24,2,0.1638
2015,NUTS,2010,ES24,2,0.1288
2016,NUTS,2010,ES24,2,0.1318
2017,NUTS,2010,ES24,2,0.1451
2018,NUTS,2010,ES24,2,0.1522
2019,NUTS,2010,ES24,2,0.1588
2011,NUTS,2010,ES3,1,0.2502
2012,NUTS,2010,ES3,1,0.2461
2013,NUTS,2010,ES3,1,0.2319
2014,NUTS,2010,ES3,1,0.2462
2015,NUTS,2010,ES3,1,0.242
2016,NUTS,2010,ES3,1,0.2791
2017,NUTS,2010,ES3,1,0.2667
2018,NUTS,2010,ES3,1,0.2641
2019,NUTS,2010,ES3,1,0.2716
2011,NUTS,2010,ES30,2,0.2502
2012,NUTS,2010,ES30,2,0.2461
2013,NUTS,2010,ES30,2,0.2319
2014,NUTS,2010,ES30,2,0.2462
2015,NUTS,2010,ES30,2,0.242
2016,NUTS,2010,ES30,2,0.2791
2017,NUTS,2010,ES30,2,0.2667
2018,NUTS,2010,ES30,2,0.2641
2019,NUTS,2010,ES30,2,0.2716
2011,NUTS,2010,ES4,1,0.0995
2013,NUTS,2010,ES4,1,0.0888
2014,NUTS,2010,ES4,1,0.0876
2015,NUTS,2010,ES4,1,0.0948
2016,NUTS,2010,ES4,1,0.0922
2017,NUTS,2010,ES4,1,0.096
2018,NUTS,2010,ES4,1,0.1088
2019,NUTS,2010,ES4,1,0.1052
2012,NUTS,2010,ES41,2,0.0781
2013,NUTS,2010,ES41,2,0.0793
2014,NUTS,2010,ES41,2,0.0813
2015,NUTS,2010,ES41,2,0.092
2016,NUTS,2010,ES41,2,0.0847
2017,NUTS,2010,ES41,2,0.0845
2018,NUTS,2010,ES41,2,0.0919
2019,NUTS,2010,ES41,2,0.0892
2013,NUTS,2010,ES42,2,0.1132
2014,NUTS,2010,ES42,2,0.1174
2015,NUTS,2010,ES42,2,0.1163
2016,NUTS,2010,ES42,2,0.1211
2017,NUTS,2010,ES42,2,0.1293
2018,NUTS,2010,ES42,2,0.1498
2019,NUTS,2010,ES42,2,0.1414
2011,NUTS,2010,ES43,2,0.0712
2012,NUTS,2010,ES43,2,0.0664
2013,NUTS,2010,ES43,2,0.0621
2014,NUTS,2010,ES43,2,0.0427
2015,NUTS,2010,ES43,2,0.059
2016,NUTS,2010,ES43,2,0.0529
2017,NUTS,2010,ES43,2,0.0555
2018,NUTS,2010,ES43,2,0.0657
2019,NUTS,2010,ES43,2,0.0697
2011,NUTS,2010,ES5,1,0.1493
2012,NUTS,2010,ES5,1,0.1433
2013,NUTS,2010,ES5,1,0.1443
2014,NUTS,2010,ES5,1,0.1448
2015,NUTS,2010,ES5,1,0.1406
2016,NUTS,2010,ES5,1,0.1432
2017,NUTS,2010,ES5,1,0.1526
2018,NUTS,2010,ES5,1,0.1554
2019,NUTS,2010,ES5,1,0.1542
2011,NUTS,2010,ES51,2,0.1782
2012,NUTS,2010,ES51,2,0.1786
2013,NUTS,2010,ES51,2,0.1812
2014,NUTS,2010,ES51,2,0.1824
2015,NUTS,2010,ES51,2,0.183
2016,NUTS,2010,ES51,2,0.1805
2017,NUTS,2010,ES51,2,0.1939
2018,NUTS,2010,ES51,2,0.2025
2019,NUTS,2010,ES51,2,0.2022
2011,NUTS,2010,ES52,2,0.0998
2012,NUTS,2010,ES52,2,0.0929
2013,NUTS,2010,ES52,2,0.0932
2014,NUTS,2010,ES52,2,0.0921
2015,NUTS,2010,ES52,2,0.0761
2016,NUTS,2010,ES52,2,0.0874
2017,NUTS,2010,ES52,2,0.0869
2018,NUTS,2010,ES52,2,0.0858
2019,NUTS,2010,ES52,2,0.0804
2011,NUTS,2010,ES53,2,0.1638
2012,NUTS,2010,ES53,2,0.1218
2013,NUTS,2010,ES53,2,0.1168
2014,NUTS,2010,ES53,2,0.1199
2015,NUTS,2010,ES53,2,0.1345
2016,NUTS,2010,ES53,2,0.1352
2017,NUTS,2010,ES53,2,0.1583
2018,NUTS,2010,ES53,2,0.1387
2019,NUTS,2010,ES53,2,0.144
2011,NUTS,2010,ES6,1,0.104
2012,NUTS,2010,ES6,1,0.1023
2013,NUTS,2010,ES6,1,0.0993
2014,NUTS,2010,ES6,1,0.0979
2015,NUTS,2010,ES6,1,0.1293
2016,NUTS,2010,ES6,1,0.1245
2017,NUTS,2010,ES6,1,0.1236
2018,NUTS,2010,ES6,1,0.1152
2019,NUTS,2010,ES6,1,0.1186
2011,NUTS,2010,ES61,2,0.1066
2012,NUTS,2010,ES61,2,0.1059
2013,NUTS,2010,ES61,2,0.1037
2014,NUTS,2010,ES61,2,0.1024
2015,NUTS,2010,ES61,2,0.1397
2016,NUTS,2010,ES61,2,0.1328
2017,NUTS,2010,ES61,2,0.1312
2018,NUTS,2010,ES61,2,0.1213
2019,NUTS,2010,ES61,2,0.1249
2012,NUTS,2010,ES62,2,0.093
2013,NUTS,2010,ES62,2,0.0851
2014,NUTS,2010,ES62,2,0.0824
2015,NUTS,2010,ES62,2,0.0827
2016,NUTS,2010,ES62,2,0.0905
2017,NUTS,2010,ES62,2,0.094
2018,NUTS,2010,ES62,2,0.0937
2019,NUTS,2010,ES62,2,0.0966
2011,NUTS,2010,ES7,1,0.086
2012,NUTS,2010,ES7,1,0.0858
2013,NUTS,2010,ES7,1,0.0773
2014,NUTS,2010,ES7,1,0.0688
2015,NUTS,2010,ES7,1,0.0718
2016,NUTS,2010,ES7,1,0.0709
2017,NUTS,2010,ES7,1,0.073
2018,NUTS,2010,ES7,1,0.0757
2019,NUTS,2010,ES7,1,0.0692
2011,NUTS,2010,ES70,2,0.086
2012,NUTS,2010,ES70,2,0.0858
2013,NUTS,2010,ES70,2,0.0773
2014,NUTS,2010,ES70,2,0.0688
2015,NUTS,2010,ES70,2,0.0718
2016,NUTS,2010,ES70,2,0.0709
2017,NUTS,2010,ES70,2,0.073
2018,NUTS,2010,ES70,2,0.0757
2019,NUTS,2010,ES70,2,0.0692
2011,NUTS,2010,EU27_2020,7,0.1217
2012,NUTS,2010,EU27_2020,7,0.1237
2013,NUTS,2010,EU27_2020,7,0.1248
2014,NUTS,2010,EU27_2020,7,0.1236
2015,NUTS,2010,EU27_2020,7,0.1298
2016,NUTS,2010,EU27_2020,7,0.1259
2017,NUTS,2010,EU27_2020,7,0.1301
2018,NUTS,2010,EU27_2020,7,0.1337
2019,NUTS,2010,EU27_2020,7,0.1359
2011,NUTS,2010,FI,0,0.2279
2012,NUTS,2010,FI,0,0.2178
2013,NUTS,2010,FI,0,0.2209
2014,NUTS,2010,FI,0,0.2
2015,NUTS,2010,FI,0,0.1892
2016,NUTS,2010,FI,0,0.1699
2017,NUTS,2010,FI,0,0.1834
2018,NUTS,2010,FI,0,0.176
2019,NUTS,2010,FI,0,0.1755
2012,NUTS,2010,FI1,1,0.2358
2015,NUTS,2010,FI1,1,0.2087
2016,NUTS,2010,FI1,1,0.1903
2017,NUTS,2010,FI1,1,0.1774
2018,NUTS,2010,FI1,1,0.17
2019,NUTS,2010,FI1,1,0.1693
2011,NUTS,2010,FI19,2,0.1117
2012,NUTS,2010,FI19,2,0.1035
2013,NUTS,2010,FI19,2,0.109
2015,NUTS,2010,FI19,2,0.088
2016,NUTS,2010,FI19,2,0.0889
2017,NUTS,2010,FI19,2,0.0533
2018,NUTS,2010,FI19,2,0.0499
2019,NUTS,2010,FI19,2,0.0479
2011,NUTS,2010,FI1B,2,0.5137
2012,NUTS,2010,FI1B,2,0.482
2013,NUTS,2010,FI1B,2,0.4867
2015,NUTS,2010,FI1B,2,0.4208
2016,NUTS,2010,FI1B,2,0.3846
2017,NUTS,2010,FI1B,2,0.3753
2018,NUTS,2010,FI1B,2,0.3633
2019,NUTS,2010,FI1B,2,0.3616
2011,NUTS,2010,FI1C,2,0.0973
2012,NUTS,2010,FI1C,2,0.0902
2013,NUTS,2010,FI1C,2,0.0956
2015,NUTS,2010,FI1C,2,0.0999
2016,NUTS,2010,FI1C,2,0.0811
2017,NUTS,2010,FI1C,2,0.0618
2018,NUTS,2010,FI1C,2,0.0554
2019,NUTS,2010,FI1C,2,0.0545
2011,NUTS,2010,FI1D,2,0.163
2012,NUTS,2010,FI1D,2,0.1686
2013,NUTS,2010,FI1D,2,0.1572
2015,NUTS,2010,FI1D,2,0.133
2016,NUTS,2010,FI1D,2,0.1172
2017,NUTS,2010,FI1D,2,0.1277
2018,NUTS,2010,FI1D,2,0.1195
2019,NUTS,2010,FI1D,2,0.1177
2012,NUTS,2010,FI2,1,0.0
2013,NUTS,2010,FI2,1,0.0
2015,NUTS,2010,FI2,1,0.0
2016,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2012,NUTS,2010,FI20,2,0.0
2013,NUTS,2010,FI20,2,0.0
2015,NUTS,2010,FI20,2,0.0
2016,NUTS,2010,FI20,2,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,0.0952
2012,NUTS,2010,FR,0,0.096
2013,NUTS,2010,FR,0,0.0972
2014,NUTS,2010,FR,0,0.0967
2016,NUTS,2010,FR,0,0.1027
2017,NUTS,2010,FR,0,0.1035
2018,NUTS,2010,FR,0,0.1037
2011,NUTS,2010,HR,0,0.1576
2012,NUTS,2010,HR,0,0.1582
2013,NUTS,2010,HR,0,0.1535
2014,NUTS,2010,HR,0,0.1382
2015,NUTS,2010,HR,0,0.1328
2016,NUTS,2010,HR,0,0.1407
2017,NUTS,2010,HR,0,0.151
2018,NUTS,2010,HR,0,0.1563
2019,NUTS,2010,HR,0,0.1674
2020,NUTS,2010,HR,0,0.1723
2011,NUTS,2010,HR0,1,0.1541
2012,NUTS,2010,HR0,1,0.155
2013,NUTS,2010,HR0,1,0.1509
2014,NUTS,2010,HR0,1,0.1364
2015,NUTS,2010,HR0,1,0.131
2016,NUTS,2010,HR0,1,0.1389
2017,NUTS,2010,HR0,1,0.1491
2018,NUTS,2010,HR0,1,0.1542
2019,NUTS,2010,HR0,1,0.1646
2020,NUTS,2010,HR0,1,0.1696
2011,NUTS,2010,HR03,2,0.0472
2012,NUTS,2010,HR03,2,0.0494
2013,NUTS,2010,HR03,2,0.048
2014,NUTS,2010,HR03,2,0.02
2015,NUTS,2010,HR03,2,0.0193
2016,NUTS,2010,HR03,2,0.0562
2017,NUTS,2010,HR03,2,0.0575
2018,NUTS,2010,HR03,2,0.0629
2019,NUTS,2010,HR03,2,0.0851
2020,NUTS,2010,HR03,2,0.0775
2011,NUTS,2010,HR04,2,0.2031
2012,NUTS,2010,HR04,2,0.204
2013,NUTS,2010,HR04,2,0.1977
2014,NUTS,2010,HR04,2,0.193
2015,NUTS,2010,HR04,2,0.185
2016,NUTS,2010,HR04,2,0.1785
2017,NUTS,2010,HR04,2,0.1935
2018,NUTS,2010,HR04,2,0.1972
2019,NUTS,2010,HR04,2,0.2019
2011,NUTS,2010,HU,0,0.1439
2012,NUTS,2010,HU,0,0.1303
2013,NUTS,2010,HU,0,0.1301
2014,NUTS,2010,HU,0,0.138
2015,NUTS,2010,HU,0,0.1365
2016,NUTS,2010,HU,0,0.1316
2017,NUTS,2010,HU,0,0.1303
2018,NUTS,2010,HU,0,0.1675
2019,NUTS,2010,HU,0,0.1702
2011,NUTS,2010,HU1,1,0.3826
2012,NUTS,2010,HU1,1,0.3405
2013,NUTS,2010,HU1,1,0.3297
2014,NUTS,2010,HU1,1,0.3445
2015,NUTS,2010,HU1,1,0.3413
2016,NUTS,2010,HU1,1,0.3251
2017,NUTS,2010,HU1,1,0.3362
