year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_hc_t
2014,NUTS,2010,PL62,2,2230.0
2015,NUTS,2010,PL62,2,2228.0
2016,NUTS,2010,PL62,2,2472.0
2017,NUTS,2010,PL62,2,3315.0
2011,NUTS,2010,PL63,2,6230.0
2012,NUTS,2010,PL63,2,6481.0
2013,NUTS,2010,PL63,2,6902.0
2014,NUTS,2010,PL63,2,7200.0
2015,NUTS,2010,PL63,2,7483.0
2016,NUTS,2010,PL63,2,8157.0
2017,NUTS,2010,PL63,2,10933.0
2018,NUTS,2010,PL63,2,12705.0
2019,NUTS,2010,PL63,2,13120.0
2016,NUTS,2010,PL7,1,9014.0
2017,NUTS,2010,PL7,1,12738.0
2018,NUTS,2010,PL7,1,11935.0
2019,NUTS,2010,PL7,1,12352.0
2016,NUTS,2010,PL71,2,7561.0
2017,NUTS,2010,PL71,2,10517.0
2019,NUTS,2010,PL71,2,9997.0
2016,NUTS,2010,PL72,2,1453.0
2017,NUTS,2010,PL72,2,2221.0
2019,NUTS,2010,PL72,2,2355.0
2016,NUTS,2010,PL8,1,14420.0
2017,NUTS,2010,PL8,1,18455.0
2018,NUTS,2010,PL8,1,19645.0
2019,NUTS,2010,PL8,1,18582.0
2016,NUTS,2010,PL81,2,6210.0
2017,NUTS,2010,PL81,2,8798.0
2018,NUTS,2010,PL81,2,10248.0
2019,NUTS,2010,PL81,2,8590.0
2016,NUTS,2010,PL82,2,5717.0
2017,NUTS,2010,PL82,2,6170.0
2018,NUTS,2010,PL82,2,5870.0
2019,NUTS,2010,PL82,2,6210.0
2016,NUTS,2010,PL84,2,2493.0
2017,NUTS,2010,PL84,2,3487.0
2018,NUTS,2010,PL84,2,3527.0
2019,NUTS,2010,PL84,2,3782.0
2016,NUTS,2010,PL9,1,36808.0
2017,NUTS,2010,PL9,1,55654.0
2018,NUTS,2010,PL9,1,57395.0
2019,NUTS,2010,PL9,1,55601.0
2016,NUTS,2010,PL91,2,35342.0
2017,NUTS,2010,PL91,2,53679.0
2018,NUTS,2010,PL91,2,54945.0
2019,NUTS,2010,PL91,2,53479.0
2016,NUTS,2010,PL92,2,1466.0
2017,NUTS,2010,PL92,2,1975.0
2018,NUTS,2010,PL92,2,2450.0
2019,NUTS,2010,PL92,2,2122.0
2011,NUTS,2010,PT,0,82354.0
2012,NUTS,2010,PT,0,81750.0
2013,NUTS,2010,PT,0,78290.0
2014,NUTS,2010,PT,0,78736.0
2015,NUTS,2010,PT,0,81005.0
2016,NUTS,2010,PT,0,85780.0
2017,NUTS,2010,PT,0,89659.0
2018,NUTS,2010,PT,0,96123.0
2019,NUTS,2010,PT,0,100823.0
2020,NUTS,2010,PT,0,104681.0
2011,NUTS,2010,PT1,1,81166.0
2012,NUTS,2010,PT1,1,80661.0
2013,NUTS,2010,PT1,1,77384.0
2014,NUTS,2010,PT1,1,77719.0
2015,NUTS,2010,PT1,1,79977.0
2016,NUTS,2010,PT1,1,84734.0
2017,NUTS,2010,PT1,1,88528.0
2018,NUTS,2010,PT1,1,94901.0
2019,NUTS,2010,PT1,1,99603.0
2020,NUTS,2010,PT1,1,103426.0
2011,NUTS,2010,PT11,2,24678.0
2012,NUTS,2010,PT11,2,24361.0
2013,NUTS,2010,PT11,2,25470.0
2014,NUTS,2010,PT11,2,25378.0
2015,NUTS,2010,PT11,2,26558.0
2016,NUTS,2010,PT11,2,27476.0
2017,NUTS,2010,PT11,2,29457.0
2018,NUTS,2010,PT11,2,31386.0
2019,NUTS,2010,PT11,2,33845.0
2020,NUTS,2010,PT11,2,36570.0
2011,NUTS,2010,PT15,2,1655.0
2012,NUTS,2010,PT15,2,1549.0
2013,NUTS,2010,PT15,2,1390.0
2014,NUTS,2010,PT15,2,1354.0
2015,NUTS,2010,PT15,2,1443.0
2016,NUTS,2010,PT15,2,1405.0
2017,NUTS,2010,PT15,2,1302.0
2018,NUTS,2010,PT15,2,1402.0
2019,NUTS,2010,PT15,2,1630.0
2020,NUTS,2010,PT15,2,1689.0
2011,NUTS,2010,PT16,2,16516.0
2012,NUTS,2010,PT16,2,16132.0
2013,NUTS,2010,PT16,2,14942.0
2014,NUTS,2010,PT16,2,15533.0
2015,NUTS,2010,PT16,2,15748.0
2016,NUTS,2010,PT16,2,17041.0
2017,NUTS,2010,PT16,2,18043.0
2018,NUTS,2010,PT16,2,19793.0
2019,NUTS,2010,PT16,2,20664.0
2020,NUTS,2010,PT16,2,20619.0
2011,NUTS,2010,PT17,2,36392.0
2012,NUTS,2010,PT17,2,36463.0
2013,NUTS,2010,PT17,2,33663.0
2014,NUTS,2010,PT17,2,33456.0
2015,NUTS,2010,PT17,2,34135.0
2016,NUTS,2010,PT17,2,36361.0
2017,NUTS,2010,PT17,2,37046.0
2018,NUTS,2010,PT17,2,39442.0
2019,NUTS,2010,PT17,2,40347.0
2020,NUTS,2010,PT17,2,41314.0
2011,NUTS,2010,PT18,2,1925.0
2012,NUTS,2010,PT18,2,2156.0
2013,NUTS,2010,PT18,2,1919.0
2014,NUTS,2010,PT18,2,1998.0
2015,NUTS,2010,PT18,2,2093.0
2016,NUTS,2010,PT18,2,2451.0
2017,NUTS,2010,PT18,2,2680.0
2018,NUTS,2010,PT18,2,2878.0
2019,NUTS,2010,PT18,2,3117.0
2020,NUTS,2010,PT18,2,3234.0
2011,NUTS,2010,PT2,1,576.0
2012,NUTS,2010,PT2,1,629.0
2013,NUTS,2010,PT2,1,475.0
2014,NUTS,2010,PT2,1,539.0
2015,NUTS,2010,PT2,1,519.0
2016,NUTS,2010,PT2,1,537.0
2017,NUTS,2010,PT2,1,576.0
2018,NUTS,2010,PT2,1,538.0
2019,NUTS,2010,PT2,1,518.0
2020,NUTS,2010,PT2,1,546.0
2011,NUTS,2010,PT20,2,576.0
2012,NUTS,2010,PT20,2,629.0
2013,NUTS,2010,PT20,2,475.0
2014,NUTS,2010,PT20,2,539.0
2015,NUTS,2010,PT20,2,519.0
2016,NUTS,2010,PT20,2,537.0
2017,NUTS,2010,PT20,2,576.0
2018,NUTS,2010,PT20,2,538.0
2019,NUTS,2010,PT20,2,518.0
2020,NUTS,2010,PT20,2,546.0
2011,NUTS,2010,PT3,1,612.0
2012,NUTS,2010,PT3,1,460.0
2013,NUTS,2010,PT3,1,431.0
2014,NUTS,2010,PT3,1,478.0
2015,NUTS,2010,PT3,1,509.0
2016,NUTS,2010,PT3,1,509.0
2017,NUTS,2010,PT3,1,555.0
2018,NUTS,2010,PT3,1,684.0
2019,NUTS,2010,PT3,1,702.0
2020,NUTS,2010,PT3,1,709.0
2011,NUTS,2010,PT30,2,612.0
2012,NUTS,2010,PT30,2,460.0
2013,NUTS,2010,PT30,2,431.0
2014,NUTS,2010,PT30,2,478.0
2015,NUTS,2010,PT30,2,509.0
2016,NUTS,2010,PT30,2,509.0
2017,NUTS,2010,PT30,2,555.0
2018,NUTS,2010,PT30,2,684.0
2019,NUTS,2010,PT30,2,702.0
2020,NUTS,2010,PT30,2,709.0
2011,NUTS,2010,RO,0,25489.0
2012,NUTS,2010,RO,0,27838.0
2013,NUTS,2010,RO,0,27600.0
2014,NUTS,2010,RO,0,27535.0
2015,NUTS,2010,RO,0,27253.0
2016,NUTS,2010,RO,0,27801.0
2017,NUTS,2010,RO,0,27367.0
2018,NUTS,2010,RO,0,27471.0
2019,NUTS,2010,RO,0,27168.0
2011,NUTS,2010,RO1,1,4485.0
2012,NUTS,2010,RO1,1,4151.0
2013,NUTS,2010,RO1,1,3568.0
2014,NUTS,2010,RO1,1,4112.0
2015,NUTS,2010,RO1,1,3955.0
2016,NUTS,2010,RO1,1,4006.0
2017,NUTS,2010,RO1,1,3775.0
2018,NUTS,2010,RO1,1,3879.0
2019,NUTS,2010,RO1,1,4130.0
2011,NUTS,2010,RO11,2,2458.0
2012,NUTS,2010,RO11,2,2320.0
2013,NUTS,2010,RO11,2,1962.0
2014,NUTS,2010,RO11,2,2280.0
2015,NUTS,2010,RO11,2,2283.0
2016,NUTS,2010,RO11,2,2223.0
2017,NUTS,2010,RO11,2,2210.0
2018,NUTS,2010,RO11,2,2334.0
2019,NUTS,2010,RO11,2,2558.0
2011,NUTS,2010,RO12,2,2027.0
2012,NUTS,2010,RO12,2,1831.0
2013,NUTS,2010,RO12,2,1606.0
2014,NUTS,2010,RO12,2,1832.0
2015,NUTS,2010,RO12,2,1672.0
2016,NUTS,2010,RO12,2,1783.0
2017,NUTS,2010,RO12,2,1565.0
2018,NUTS,2010,RO12,2,1545.0
2019,NUTS,2010,RO12,2,1572.0
2011,NUTS,2010,RO2,1,4286.0
2012,NUTS,2010,RO2,1,4409.0
2013,NUTS,2010,RO2,1,4461.0
2014,NUTS,2010,RO2,1,4543.0
2015,NUTS,2010,RO2,1,4834.0
2016,NUTS,2010,RO2,1,4649.0
2017,NUTS,2010,RO2,1,4622.0
2018,NUTS,2010,RO2,1,4597.0
2019,NUTS,2010,RO2,1,4806.0
2011,NUTS,2010,RO21,2,3190.0
2012,NUTS,2010,RO21,2,3277.0
2013,NUTS,2010,RO21,2,3372.0
2014,NUTS,2010,RO21,2,3332.0
2015,NUTS,2010,RO21,2,3470.0
2016,NUTS,2010,RO21,2,3223.0
2017,NUTS,2010,RO21,2,3056.0
2018,NUTS,2010,RO21,2,2874.0
2019,NUTS,2010,RO21,2,3281.0
2011,NUTS,2010,RO22,2,1096.0
2012,NUTS,2010,RO22,2,1133.0
2013,NUTS,2010,RO22,2,1088.0
2014,NUTS,2010,RO22,2,1211.0
2015,NUTS,2010,RO22,2,1364.0
2016,NUTS,2010,RO22,2,1426.0
2017,NUTS,2010,RO22,2,1566.0
2018,NUTS,2010,RO22,2,1723.0
2019,NUTS,2010,RO22,2,1525.0
2011,NUTS,2010,RO3,1,12719.0
2012,NUTS,2010,RO3,1,14954.0
2013,NUTS,2010,RO3,1,15036.0
2014,NUTS,2010,RO3,1,14629.0
2015,NUTS,2010,RO3,1,14211.0
2016,NUTS,2010,RO3,1,15026.0
2017,NUTS,2010,RO3,1,14826.0
2018,NUTS,2010,RO3,1,15264.0
2019,NUTS,2010,RO3,1,14591.0
2011,NUTS,2010,RO31,2,1321.0
2012,NUTS,2010,RO31,2,1823.0
2013,NUTS,2010,RO31,2,2385.0
2014,NUTS,2010,RO31,2,2160.0
2015,NUTS,2010,RO31,2,1556.0
2016,NUTS,2010,RO31,2,1642.0
2017,NUTS,2010,RO31,2,1415.0
2018,NUTS,2010,RO31,2,1408.0
2019,NUTS,2010,RO31,2,1362.0
2011,NUTS,2010,RO32,2,11398.0
2012,NUTS,2010,RO32,2,13131.0
2013,NUTS,2010,RO32,2,12652.0
2014,NUTS,2010,RO32,2,12468.0
2015,NUTS,2010,RO32,2,12655.0
2016,NUTS,2010,RO32,2,13384.0
2017,NUTS,2010,RO32,2,13411.0
2018,NUTS,2010,RO32,2,13856.0
2019,NUTS,2010,RO32,2,13229.0
2011,NUTS,2010,RO4,1,4000.0
2012,NUTS,2010,RO4,1,4324.0
2013,NUTS,2010,RO4,1,4535.0
2014,NUTS,2010,RO4,1,4251.0
2015,NUTS,2010,RO4,1,4253.0
2016,NUTS,2010,RO4,1,4120.0
2017,NUTS,2010,RO4,1,4144.0
2018,NUTS,2010,RO4,1,3731.0
2019,NUTS,2010,RO4,1,3641.0
2011,NUTS,2010,RO41,2,1700.0
2012,NUTS,2010,RO41,2,1608.0
2013,NUTS,2010,RO41,2,1612.0
2014,NUTS,2010,RO41,2,1625.0
2015,NUTS,2010,RO41,2,1703.0
2016,NUTS,2010,RO41,2,1622.0
2017,NUTS,2010,RO41,2,1651.0
2018,NUTS,2010,RO41,2,1033.0
2019,NUTS,2010,RO41,2,1002.0
2011,NUTS,2010,RO42,2,2300.0
2012,NUTS,2010,RO42,2,2716.0
2013,NUTS,2010,RO42,2,2923.0
2014,NUTS,2010,RO42,2,2626.0
2015,NUTS,2010,RO42,2,2550.0
2016,NUTS,2010,RO42,2,2498.0
2017,NUTS,2010,RO42,2,2493.0
2018,NUTS,2010,RO42,2,2698.0
2019,NUTS,2010,RO42,2,2639.0
2011,NUTS,2010,RS,0,13609.0
2012,NUTS,2010,RS,0,13249.0
2013,NUTS,2010,RS,0,14643.0
2014,NUTS,2010,RS,0,15163.0
2015,NUTS,2010,RS,0,16338.0
2016,NUTS,2010,RS,0,16592.0
2017,NUTS,2010,RS,0,16182.0
2018,NUTS,2010,RS,0,16213.0
2019,NUTS,2010,RS,0,16399.0
2020,NUTS,2010,RS,0,16662.0
2018,NUTS,2010,RS1,1,13074.0
2019,NUTS,2010,RS1,1,13322.0
2020,NUTS,2010,RS1,1,13618.0
2018,NUTS,2010,RS11,2,9084.0
2019,NUTS,2010,RS11,2,9474.0
2020,NUTS,2010,RS11,2,9777.0
2018,NUTS,2010,RS12,2,3990.0
2019,NUTS,2010,RS12,2,3848.0
2020,NUTS,2010,RS12,2,3841.0
2018,NUTS,2010,RS2,1,3139.0
2019,NUTS,2010,RS2,1,3077.0
2020,NUTS,2010,RS2,1,3044.0
2018,NUTS,2010,RS21,2,1370.0
2019,NUTS,2010,RS21,2,1230.0
2020,NUTS,2010,RS21,2,1311.0
2018,NUTS,2010,RS22,2,1769.0
2019,NUTS,2010,RS22,2,1847.0
2020,NUTS,2010,RS22,2,1733.0
2011,NUTS,2010,RU,0,374791.0
2012,NUTS,2010,RU,0,372620.0
2013,NUTS,2010,RU,0,369015.0
2014,NUTS,2010,RU,0,373905.0
2015,NUTS,2010,RU,0,379411.0
2017,NUTS,2010,RU,0,359793.0
2018,NUTS,2010,RU,0,347854.0
2019,NUTS,2010,RU,0,348221.0
2011,NUTS,2010,SE,0,80154.0
2013,NUTS,2010,SE,0,101820.0
2015,NUTS,2010,SE,0,108761.0
2017,NUTS,2010,SE,0,107042.0
2019,NUTS,2010,SE,0,111179.0
2011,NUTS,2010,SE1,1,37200.0
2013,NUTS,2010,SE1,1,50729.0
2015,NUTS,2010,SE1,1,55462.0
2017,NUTS,2010,SE1,1,51794.0
2019,NUTS,2010,SE1,1,53424.0
2011,NUTS,2010,SE11,2,21788.0
2013,NUTS,2010,SE11,2,31397.0
2015,NUTS,2010,SE11,2,33930.0
2017,NUTS,2010,SE11,2,33689.0
2019,NUTS,2010,SE11,2,33404.0
2011,NUTS,2010,SE12,2,15414.0
2013,NUTS,2010,SE12,2,19332.0
2015,NUTS,2010,SE12,2,21531.0
2017,NUTS,2010,SE12,2,18103.0
2019,NUTS,2010,SE12,2,20020.0
2011,NUTS,2010,SE2,1,33208.0
2013,NUTS,2010,SE2,1,39834.0
2015,NUTS,2010,SE2,1,42056.0
2017,NUTS,2010,SE2,1,46104.0
2011,NUTS,2010,SE21,2,3167.0
2013,NUTS,2010,SE21,2,4149.0
2015,NUTS,2010,SE21,2,3991.0
2011,NUTS,2010,SE22,2,9567.0
2013,NUTS,2010,SE22,2,14334.0
2015,NUTS,2010,SE22,2,14803.0
2017,NUTS,2010,SE22,2,14627.0
2019,NUTS,2010,SE22,2,16372.0
2011,NUTS,2010,SE23,2,20473.0
2013,NUTS,2010,SE23,2,21351.0
2015,NUTS,2010,SE23,2,23262.0
2017,NUTS,2010,SE23,2,27820.0
2019,NUTS,2010,SE23,2,27902.0
2011,NUTS,2010,SE3,1,9353.0
2013,NUTS,2010,SE3,1,10768.0
2015,NUTS,2010,SE3,1,10993.0
2017,NUTS,2010,SE3,1,9025.0
2011,NUTS,2010,SE31,2,3156.0
2013,NUTS,2010,SE31,2,4133.0
2015,NUTS,2010,SE31,2,4338.0
2017,NUTS,2010,SE31,2,3394.0
2019,NUTS,2010,SE31,2,3516.0
2011,NUTS,2010,SE32,2,1043.0
2013,NUTS,2010,SE32,2,1130.0
2015,NUTS,2010,SE32,2,1067.0
2011,NUTS,2010,SE33,2,5156.0
2013,NUTS,2010,SE33,2,5505.0
2015,NUTS,2010,SE33,2,5590.0
2017,NUTS,2010,SE33,2,4517.0
2019,NUTS,2010,SE33,2,4899.0
2011,NUTS,2010,SI,0,12514.0
2012,NUTS,2010,SI,0,12362.0
2013,NUTS,2010,SI,0,12111.0
2014,NUTS,2010,SI,0,12155.0
2015,NUTS,2010,SI,0,11308.0
2016,NUTS,2010,SI,0,11282.0
2017,NUTS,2010,SI,0,14079.0
2018,NUTS,2010,SI,0,15388.0
2019,NUTS,2010,SI,0,15925.0
2011,NUTS,2010,SI0,1,12514.0
2012,NUTS,2010,SI0,1,12362.0
2013,NUTS,2010,SI0,1,12111.0
2014,NUTS,2010,SI0,1,12155.0
2015,NUTS,2010,SI0,1,11308.0
2016,NUTS,2010,SI0,1,11282.0
2017,NUTS,2010,SI0,1,14079.0
2018,NUTS,2010,SI0,1,15388.0
2019,NUTS,2010,SI0,1,15925.0
2013,NUTS,2010,SI03,2,3067.0
2014,NUTS,2010,SI03,2,3061.0
2015,NUTS,2010,SI03,2,2718.0
2016,NUTS,2010,SI03,2,2721.0
2017,NUTS,2010,SI03,2,3429.0
2018,NUTS,2010,SI03,2,4020.0
2019,NUTS,2010,SI03,2,4395.0
2013,NUTS,2010,SI04,2,9042.0
2014,NUTS,2010,SI04,2,9094.0
2015,NUTS,2010,SI04,2,8591.0
2016,NUTS,2010,SI04,2,8562.0
2017,NUTS,2010,SI04,2,10649.0
2018,NUTS,2010,SI04,2,11367.0
2019,NUTS,2010,SI04,2,11531.0
2011,NUTS,2010,SK,0,24711.0
2012,NUTS,2010,SK,0,25069.0
2013,NUTS,2010,SK,0,24441.0
2014,NUTS,2010,SK,0,25080.0
2015,NUTS,2010,SK,0,24396.0
2016,NUTS,2010,SK,0,26720.0
2017,NUTS,2010,SK,0,26861.0
2018,NUTS,2010,SK,0,28755.0
2019,NUTS,2010,SK,0,28851.0
2020,NUTS,2010,SK,0,28696.0
2011,NUTS,2010,SK01,2,12710.0
2012,NUTS,2010,SK01,2,12533.0
2013,NUTS,2010,SK01,2,11836.0
2014,NUTS,2010,SK01,2,11435.0
2015,NUTS,2010,SK01,2,10755.0
2016,NUTS,2010,SK01,2,12985.0
2017,NUTS,2010,SK01,2,12390.0
2018,NUTS,2010,SK01,2,13594.0
2019,NUTS,2010,SK01,2,13562.0
2020,NUTS,2010,SK01,2,13858.0
2011,NUTS,2010,SK02,2,3608.0
2012,NUTS,2010,SK02,2,3745.0
2013,NUTS,2010,SK02,2,4079.0
2014,NUTS,2010,SK02,2,4883.0
2015,NUTS,2010,SK02,2,4802.0
2016,NUTS,2010,SK02,2,4418.0
2017,NUTS,2010,SK02,2,4811.0
2018,NUTS,2010,SK02,2,5058.0
2019,NUTS,2010,SK02,2,5056.0
2020,NUTS,2010,SK02,2,5046.0
2011,NUTS,2010,SK03,2,3996.0
2012,NUTS,2010,SK03,2,4223.0
2013,NUTS,2010,SK03,2,3957.0
2014,NUTS,2010,SK03,2,4219.0
2015,NUTS,2010,SK03,2,4255.0
2016,NUTS,2010,SK03,2,4681.0
2017,NUTS,2010,SK03,2,4801.0
2018,NUTS,2010,SK03,2,4901.0
2019,NUTS,2010,SK03,2,4772.0
2020,NUTS,2010,SK03,2,4550.0
2011,NUTS,2010,SK04,2,4397.0
2012,NUTS,2010,SK04,2,4568.0
2013,NUTS,2010,SK04,2,4569.0
2014,NUTS,2010,SK04,2,4543.0
2015,NUTS,2010,SK04,2,4584.0
2016,NUTS,2010,SK04,2,4636.0
2017,NUTS,2010,SK04,2,4859.0
2018,NUTS,2010,SK04,2,5202.0
2019,NUTS,2010,SK04,2,5461.0
2020,NUTS,2010,SK04,2,5242.0
2011,NUTS,2010,TR,0,137452.0
2012,NUTS,2010,TR,0,155133.0
2013,NUTS,2010,TR,0,166097.0
2014,NUTS,2010,TR,0,181544.0
2015,NUTS,2010,TR,0,190784.0
2016,NUTS,2010,TR,0,191769.0
2017,NUTS,2010,TR,0,210769.0
2018,NUTS,2010,TR,0,230030.0
2019,NUTS,2010,TR,0,243773.0
2020,NUTS,2010,TR,0,257930.0
2011,NUTS,2010,UK,0,429009.0
2012,NUTS,2010,UK,0,442385.0
2013,NUTS,2010,UK,0,466689.0
2014,NUTS,2010,UK,0,489181.0
2015,NUTS,2010,UK,0,496953.0
2016,NUTS,2010,UK,0,510980.0
2017,NUTS,2010,UK,0,520936.0
2018,NUTS,2010,UK,0,535477.0
2011,NUTS,2010,UKC,1,15499.0
2012,NUTS,2010,UKC,1,15890.0
2013,NUTS,2010,UKC,1,17074.0
2014,NUTS,2010,UKC,1,17175.0
2015,NUTS,2010,UKC,1,18018.0
2016,NUTS,2010,UKC,1,18462.0
2017,NUTS,2010,UKC,1,18892.0
2018,NUTS,2010,UKC,1,19513.0
2011,NUTS,2010,UKC1,2,5961.0
2012,NUTS,2010,UKC1,2,6224.0
2013,NUTS,2010,UKC1,2,7014.0
2014,NUTS,2010,UKC1,2,6563.0
2015,NUTS,2010,UKC1,2,6683.0
2016,NUTS,2010,UKC1,2,6680.0
2017,NUTS,2010,UKC1,2,6715.0
2018,NUTS,2010,UKC1,2,7048.0
2011,NUTS,2010,UKC2,2,9538.0
2012,NUTS,2010,UKC2,2,9667.0
2013,NUTS,2010,UKC2,2,10060.0
2014,NUTS,2010,UKC2,2,10612.0
2015,NUTS,2010,UKC2,2,11335.0
2016,NUTS,2010,UKC2,2,11782.0
2017,NUTS,2010,UKC2,2,12177.0
2018,NUTS,2010,UKC2,2,12466.0
2011,NUTS,2010,UKD,1,36631.0
2012,NUTS,2010,UKD,1,37746.0
2013,NUTS,2010,UKD,1,38971.0
2014,NUTS,2010,UKD,1,41590.0
2015,NUTS,2010,UKD,1,43226.0
2016,NUTS,2010,UKD,1,43988.0
2017,NUTS,2010,UKD,1,45503.0
2018,NUTS,2010,UKD,1,47013.0
2011,NUTS,2010,UKD1,2,980.0
2012,NUTS,2010,UKD1,2,869.0
2013,NUTS,2010,UKD1,2,835.0
2014,NUTS,2010,UKD1,2,914.0
2015,NUTS,2010,UKD1,2,922.0
2016,NUTS,2010,UKD1,2,945.0
2017,NUTS,2010,UKD1,2,997.0
2018,NUTS,2010,UKD1,2,1107.0
2011,NUTS,2010,UKD3,2,17021.0
2012,NUTS,2010,UKD3,2,17575.0
2013,NUTS,2010,UKD3,2,17341.0
2014,NUTS,2010,UKD3,2,18435.0
2015,NUTS,2010,UKD3,2,19091.0
2016,NUTS,2010,UKD3,2,19833.0
2017,NUTS,2010,UKD3,2,20113.0
2018,NUTS,2010,UKD3,2,20728.0
2011,NUTS,2010,UKD4,2,7121.0
2012,NUTS,2010,UKD4,2,7413.0
2013,NUTS,2010,UKD4,2,7993.0
2014,NUTS,2010,UKD4,2,8300.0
2015,NUTS,2010,UKD4,2,8822.0
2016,NUTS,2010,UKD4,2,8376.0
2017,NUTS,2010,UKD4,2,9564.0
2018,NUTS,2010,UKD4,2,9964.0
2011,NUTS,2010,UKD6,2,3478.0
2012,NUTS,2010,UKD6,2,3638.0
2013,NUTS,2010,UKD6,2,3854.0
2014,NUTS,2010,UKD6,2,4166.0
2015,NUTS,2010,UKD6,2,4130.0
2016,NUTS,2010,UKD6,2,3894.0
2017,NUTS,2010,UKD6,2,3675.0
2018,NUTS,2010,UKD6,2,3703.0
2011,NUTS,2010,UKD7,2,8032.0
2012,NUTS,2010,UKD7,2,8251.0
2013,NUTS,2010,UKD7,2,8948.0
2014,NUTS,2010,UKD7,2,9775.0
2015,NUTS,2010,UKD7,2,10260.0
2016,NUTS,2010,UKD7,2,10940.0
2017,NUTS,2010,UKD7,2,11153.0
2018,NUTS,2010,UKD7,2,11512.0
2011,NUTS,2010,UKE,1,30461.0
2012,NUTS,2010,UKE,1,31804.0
2013,NUTS,2010,UKE,1,34932.0
2014,NUTS,2010,UKE,1,36119.0
2015,NUTS,2010,UKE,1,37806.0
2016,NUTS,2010,UKE,1,38033.0
2017,NUTS,2010,UKE,1,39505.0
2018,NUTS,2010,UKE,1,39981.0
2011,NUTS,2010,UKE1,2,2142.0
2012,NUTS,2010,UKE1,2,3097.0
2013,NUTS,2010,UKE1,2,3245.0
2014,NUTS,2010,UKE1,2,3568.0
2015,NUTS,2010,UKE1,2,3232.0
2016,NUTS,2010,UKE1,2,3327.0
2017,NUTS,2010,UKE1,2,3282.0
2018,NUTS,2010,UKE1,2,3343.0
2011,NUTS,2010,UKE2,2,5525.0
2012,NUTS,2010,UKE2,2,4871.0
2013,NUTS,2010,UKE2,2,5668.0
2014,NUTS,2010,UKE2,2,5862.0
2015,NUTS,2010,UKE2,2,6697.0
2016,NUTS,2010,UKE2,2,6748.0
2017,NUTS,2010,UKE2,2,6674.0
2018,NUTS,2010,UKE2,2,6837.0
2011,NUTS,2010,UKE3,2,9655.0
2012,NUTS,2010,UKE3,2,9893.0
2013,NUTS,2010,UKE3,2,10936.0
2014,NUTS,2010,UKE3,2,11439.0
2015,NUTS,2010,UKE3,2,11704.0
2016,NUTS,2010,UKE3,2,11807.0
2017,NUTS,2010,UKE3,2,12293.0
2018,NUTS,2010,UKE3,2,12322.0
2011,NUTS,2010,UKE4,2,13139.0
2012,NUTS,2010,UKE4,2,13943.0
2013,NUTS,2010,UKE4,2,15082.0
2014,NUTS,2010,UKE4,2,15250.0
2015,NUTS,2010,UKE4,2,16173.0
2016,NUTS,2010,UKE4,2,16152.0
2017,NUTS,2010,UKE4,2,17258.0
2018,NUTS,2010,UKE4,2,17478.0
2011,NUTS,2010,UKF,1,30162.0
2012,NUTS,2010,UKF,1,30771.0
2013,NUTS,2010,UKF,1,32981.0
2014,NUTS,2010,UKF,1,34547.0
2015,NUTS,2010,UKF,1,34241.0
2016,NUTS,2010,UKF,1,35882.0
2017,NUTS,2010,UKF,1,35553.0
2018,NUTS,2010,UKF,1,36890.0
2011,NUTS,2010,UKF1,2,17686.0
2012,NUTS,2010,UKF1,2,18255.0
2013,NUTS,2010,UKF1,2,20121.0
2014,NUTS,2010,UKF1,2,21104.0
2015,NUTS,2010,UKF1,2,21016.0
2016,NUTS,2010,UKF1,2,22015.0
2017,NUTS,2010,UKF1,2,22121.0
2018,NUTS,2010,UKF1,2,23192.0
2011,NUTS,2010,UKF2,2,11057.0
2012,NUTS,2010,UKF2,2,11049.0
2013,NUTS,2010,UKF2,2,11289.0
2014,NUTS,2010,UKF2,2,11833.0
2015,NUTS,2010,UKF2,2,11462.0
2016,NUTS,2010,UKF2,2,11953.0
2017,NUTS,2010,UKF2,2,11599.0
2018,NUTS,2010,UKF2,2,11809.0
2011,NUTS,2010,UKF3,2,1419.0
2012,NUTS,2010,UKF3,2,1466.0
2013,NUTS,2010,UKF3,2,1571.0
2014,NUTS,2010,UKF3,2,1610.0
2015,NUTS,2010,UKF3,2,1763.0
2016,NUTS,2010,UKF3,2,1914.0
2017,NUTS,2010,UKF3,2,1833.0
2018,NUTS,2010,UKF3,2,1889.0
2011,NUTS,2010,UKG,1,28006.0
2012,NUTS,2010,UKG,1,29575.0
2013,NUTS,2010,UKG,1,32269.0
2014,NUTS,2010,UKG,1,35155.0
2015,NUTS,2010,UKG,1,35591.0
2016,NUTS,2010,UKG,1,35623.0
2017,NUTS,2010,UKG,1,38710.0
2018,NUTS,2010,UKG,1,40595.0
2011,NUTS,2010,UKG1,2,4722.0
2012,NUTS,2010,UKG1,2,5551.0
2013,NUTS,2010,UKG1,2,5641.0
2014,NUTS,2010,UKG1,2,6660.0
2015,NUTS,2010,UKG1,2,6305.0
2016,NUTS,2010,UKG1,2,5861.0
2017,NUTS,2010,UKG1,2,8089.0
2018,NUTS,2010,UKG1,2,9538.0
2011,NUTS,2010,UKG2,2,2881.0
2012,NUTS,2010,UKG2,2,2993.0
2013,NUTS,2010,UKG2,2,3270.0
2014,NUTS,2010,UKG2,2,3544.0
2015,NUTS,2010,UKG2,2,4203.0
2016,NUTS,2010,UKG2,2,4241.0
