year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pnp_total_pc_act_hc_t
2012,NUTS,2010,HR04,2,0.0
2011,NUTS,2010,IS,0,0.0901
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
2011,NUTS,2010,IT,0,0.0332
2012,NUTS,2010,IT,0,0.0331
2013,NUTS,2010,IT,0,0.0346
2014,NUTS,2010,IT,0,0.0367
2015,NUTS,2010,IT,0,0.0389
2016,NUTS,2010,IT,0,0.0373
2017,NUTS,2010,IT,0,0.0363
2018,NUTS,2010,IT,0,0.0343
2019,NUTS,2010,IT,0,0.0426
2011,NUTS,2010,ITC,1,0.0589
2012,NUTS,2010,ITC,1,0.0576
2013,NUTS,2010,ITC,1,0.0589
2014,NUTS,2010,ITC,1,0.0554
2015,NUTS,2010,ITC,1,0.0563
2016,NUTS,2010,ITC,1,0.0568
2017,NUTS,2010,ITC,1,0.0469
2018,NUTS,2010,ITC,1,0.0466
2019,NUTS,2010,ITC,1,0.0521
2011,NUTS,2010,ITC1,2,0.0449
2012,NUTS,2010,ITC1,2,0.0515
2013,NUTS,2010,ITC1,2,0.0575
2014,NUTS,2010,ITC1,2,0.0521
2015,NUTS,2010,ITC1,2,0.0499
2016,NUTS,2010,ITC1,2,0.0485
2017,NUTS,2010,ITC1,2,0.0423
2018,NUTS,2010,ITC1,2,0.0439
2019,NUTS,2010,ITC1,2,0.0463
2011,NUTS,2010,ITC2,2,0.0894
2012,NUTS,2010,ITC2,2,0.1292
2013,NUTS,2010,ITC2,2,0.1326
2014,NUTS,2010,ITC2,2,0.124
2015,NUTS,2010,ITC2,2,0.113
2016,NUTS,2010,ITC2,2,0.1107
2017,NUTS,2010,ITC2,2,0.118
2018,NUTS,2010,ITC2,2,0.1303
2019,NUTS,2010,ITC2,2,0.1402
2011,NUTS,2010,ITC3,2,0.029
2012,NUTS,2010,ITC3,2,0.0322
2013,NUTS,2010,ITC3,2,0.0341
2014,NUTS,2010,ITC3,2,0.0263
2015,NUTS,2010,ITC3,2,0.0307
2016,NUTS,2010,ITC3,2,0.0293
2017,NUTS,2010,ITC3,2,0.026
2018,NUTS,2010,ITC3,2,0.0271
2019,NUTS,2010,ITC3,2,0.0513
2011,NUTS,2010,ITC4,2,0.0693
2012,NUTS,2010,ITC4,2,0.0631
2013,NUTS,2010,ITC4,2,0.0621
2014,NUTS,2010,ITC4,2,0.0602
2015,NUTS,2010,ITC4,2,0.0621
2016,NUTS,2010,ITC4,2,0.0636
2017,NUTS,2010,ITC4,2,0.0509
2018,NUTS,2010,ITC4,2,0.0495
2019,NUTS,2010,ITC4,2,0.0536
2011,NUTS,2010,ITF,1,0.0126
2012,NUTS,2010,ITF,1,0.0104
2013,NUTS,2010,ITF,1,0.0126
2014,NUTS,2010,ITF,1,0.0143
2017,NUTS,2010,ITF,1,0.0131
2018,NUTS,2010,ITF,1,0.013
2019,NUTS,2010,ITF,1,0.0129
2011,NUTS,2010,ITF1,2,0.0029
2012,NUTS,2010,ITF1,2,0.0027
2013,NUTS,2010,ITF1,2,0.0195
2014,NUTS,2010,ITF1,2,0.0152
2015,NUTS,2010,ITF1,2,0.0068
2016,NUTS,2010,ITF1,2,0.0076
2017,NUTS,2010,ITF1,2,0.0077
2018,NUTS,2010,ITF1,2,0.0064
2019,NUTS,2010,ITF1,2,0.0066
2017,NUTS,2010,ITF2,2,0.0049
2018,NUTS,2010,ITF2,2,0.0089
2019,NUTS,2010,ITF2,2,0.004
2011,NUTS,2010,ITF3,2,0.015
2012,NUTS,2010,ITF3,2,0.0133
2013,NUTS,2010,ITF3,2,0.0135
2014,NUTS,2010,ITF3,2,0.019
2015,NUTS,2010,ITF3,2,0.0227
2016,NUTS,2010,ITF3,2,0.0183
2017,NUTS,2010,ITF3,2,0.0152
2018,NUTS,2010,ITF3,2,0.0144
2019,NUTS,2010,ITF3,2,0.0144
2011,NUTS,2010,ITF4,2,0.0189
2012,NUTS,2010,ITF4,2,0.0152
2013,NUTS,2010,ITF4,2,0.0144
2014,NUTS,2010,ITF4,2,0.017
2015,NUTS,2010,ITF4,2,0.0171
2016,NUTS,2010,ITF4,2,0.0211
2017,NUTS,2010,ITF4,2,0.0186
2018,NUTS,2010,ITF4,2,0.0196
2019,NUTS,2010,ITF4,2,0.0197
2012,NUTS,2010,ITF5,2,0.0061
2013,NUTS,2010,ITF5,2,0.0176
2015,NUTS,2010,ITF5,2,0.0091
2017,NUTS,2010,ITF5,2,0.0056
2018,NUTS,2010,ITF5,2,0.0051
2019,NUTS,2010,ITF5,2,0.0094
2011,NUTS,2010,ITF6,2,0.0054
2015,NUTS,2010,ITF6,2,0.0075
2016,NUTS,2010,ITF6,2,0.0087
2017,NUTS,2010,ITF6,2,0.0032
2018,NUTS,2010,ITF6,2,0.0036
2019,NUTS,2010,ITF6,2,0.0022
2011,NUTS,2010,ITG,1,0.0131
2012,NUTS,2010,ITG,1,0.0149
2013,NUTS,2010,ITG,1,0.0146
2014,NUTS,2010,ITG,1,0.0134
2015,NUTS,2010,ITG,1,0.0146
2016,NUTS,2010,ITG,1,0.0129
2017,NUTS,2010,ITG,1,0.0128
2018,NUTS,2010,ITG,1,0.0106
2019,NUTS,2010,ITG,1,0.0139
2011,NUTS,2010,ITG1,2,0.0172
2012,NUTS,2010,ITG1,2,0.0197
2013,NUTS,2010,ITG1,2,0.019
2014,NUTS,2010,ITG1,2,0.0176
2015,NUTS,2010,ITG1,2,0.0182
2016,NUTS,2010,ITG1,2,0.0163
2017,NUTS,2010,ITG1,2,0.0163
2018,NUTS,2010,ITG1,2,0.0131
2019,NUTS,2010,ITG1,2,0.0174
2011,NUTS,2010,ITG2,2,0.0029
2012,NUTS,2010,ITG2,2,0.0029
2013,NUTS,2010,ITG2,2,0.0033
2014,NUTS,2010,ITG2,2,0.003
2015,NUTS,2010,ITG2,2,0.0056
2016,NUTS,2010,ITG2,2,0.0044
2017,NUTS,2010,ITG2,2,0.004
2018,NUTS,2010,ITG2,2,0.0041
2019,NUTS,2010,ITG2,2,0.0052
2011,NUTS,2010,ITH,1,0.0158
2012,NUTS,2010,ITH,1,0.017
2013,NUTS,2010,ITH,1,0.0185
2014,NUTS,2010,ITH,1,0.0288
2015,NUTS,2010,ITH,1,0.0304
2016,NUTS,2010,ITH,1,0.0278
2017,NUTS,2010,ITH,1,0.0286
2018,NUTS,2010,ITH,1,0.0267
2019,NUTS,2010,ITH,1,0.0398
2011,NUTS,2010,ITH1,2,0.002
2012,NUTS,2010,ITH1,2,0.0032
2013,NUTS,2010,ITH1,2,0.0028
2014,NUTS,2010,ITH1,2,0.2295
2015,NUTS,2010,ITH1,2,0.2332
2016,NUTS,2010,ITH1,2,0.1682
2017,NUTS,2010,ITH1,2,0.2532
2018,NUTS,2010,ITH1,2,0.1928
2019,NUTS,2010,ITH1,2,0.205
2011,NUTS,2010,ITH2,2,0.0906
2012,NUTS,2010,ITH2,2,0.0995
2013,NUTS,2010,ITH2,2,0.0991
2014,NUTS,2010,ITH2,2,0.079
2015,NUTS,2010,ITH2,2,0.091
2016,NUTS,2010,ITH2,2,0.0745
2017,NUTS,2010,ITH2,2,0.0442
2018,NUTS,2010,ITH2,2,0.0423
2019,NUTS,2010,ITH2,2,0.0388
2011,NUTS,2010,ITH3,2,0.015
2012,NUTS,2010,ITH3,2,0.0133
2013,NUTS,2010,ITH3,2,0.015
2014,NUTS,2010,ITH3,2,0.0144
2015,NUTS,2010,ITH3,2,0.0169
2016,NUTS,2010,ITH3,2,0.0185
2017,NUTS,2010,ITH3,2,0.0154
2018,NUTS,2010,ITH3,2,0.0168
2019,NUTS,2010,ITH3,2,0.0496
2011,NUTS,2010,ITH4,2,0.0293
2012,NUTS,2010,ITH4,2,0.0376
2013,NUTS,2010,ITH4,2,0.0345
2014,NUTS,2010,ITH4,2,0.0377
2015,NUTS,2010,ITH4,2,0.0362
2016,NUTS,2010,ITH4,2,0.0328
2017,NUTS,2010,ITH4,2,0.0303
2018,NUTS,2010,ITH4,2,0.0294
2019,NUTS,2010,ITH4,2,0.0316
2011,NUTS,2010,ITH5,2,0.0061
2012,NUTS,2010,ITH5,2,0.0077
2013,NUTS,2010,ITH5,2,0.0104
2014,NUTS,2010,ITH5,2,0.0115
2015,NUTS,2010,ITH5,2,0.0112
2016,NUTS,2010,ITH5,2,0.0136
2017,NUTS,2010,ITH5,2,0.0128
2018,NUTS,2010,ITH5,2,0.0141
2019,NUTS,2010,ITH5,2,0.0109
2011,NUTS,2010,ITI,1,0.0401
2012,NUTS,2010,ITI,1,0.0415
2013,NUTS,2010,ITI,1,0.0417
2014,NUTS,2010,ITI,1,0.0443
2017,NUTS,2010,ITI,1,0.0557
2018,NUTS,2010,ITI,1,0.0497
2019,NUTS,2010,ITI,1,0.0651
2011,NUTS,2010,ITI1,2,0.0213
2012,NUTS,2010,ITI1,2,0.027
2013,NUTS,2010,ITI1,2,0.0258
2014,NUTS,2010,ITI1,2,0.0359
2015,NUTS,2010,ITI1,2,0.0447
2016,NUTS,2010,ITI1,2,0.0444
2017,NUTS,2010,ITI1,2,0.0406
2018,NUTS,2010,ITI1,2,0.0341
2019,NUTS,2010,ITI1,2,0.0354
2011,NUTS,2010,ITI2,2,0.0031
2012,NUTS,2010,ITI2,2,0.0013
2013,NUTS,2010,ITI2,2,0.0028
2014,NUTS,2010,ITI2,2,0.0028
2017,NUTS,2010,ITI2,2,0.0033
2018,NUTS,2010,ITI2,2,0.0043
2019,NUTS,2010,ITI2,2,0.0038
2011,NUTS,2010,ITI3,2,0.0024
2012,NUTS,2010,ITI3,2,0.003
2013,NUTS,2010,ITI3,2,0.003
2014,NUTS,2010,ITI3,2,0.0019
2015,NUTS,2010,ITI3,2,0.001
2016,NUTS,2010,ITI3,2,0.002
2017,NUTS,2010,ITI3,2,0.0059
2018,NUTS,2010,ITI3,2,0.0062
2019,NUTS,2010,ITI3,2,0.0063
2011,NUTS,2010,ITI4,2,0.0695
2012,NUTS,2010,ITI4,2,0.0685
2013,NUTS,2010,ITI4,2,0.0689
2014,NUTS,2010,ITI4,2,0.0672
2015,NUTS,2010,ITI4,2,0.0716
2016,NUTS,2010,ITI4,2,0.0642
2017,NUTS,2010,ITI4,2,0.0862
2018,NUTS,2010,ITI4,2,0.0775
2019,NUTS,2010,ITI4,2,0.109
2011,NUTS,2010,KR,0,0.0311
2011,NUTS,2010,LU,0,0.0
2012,NUTS,2010,LU,0,0.0
2011,NUTS,2010,ME,0,0.0037
2013,NUTS,2010,ME,0,0.01
2014,NUTS,2010,ME,0,0.0119
2015,NUTS,2010,ME,0,0.0436
2016,NUTS,2010,ME,0,0.0333
2017,NUTS,2010,ME,0,0.0149
2018,NUTS,2010,ME,0,0.0168
2019,NUTS,2010,ME,0,0.0143
2015,NUTS,2010,MK,0,0.0018
2016,NUTS,2010,MK,0,0.0077
2017,NUTS,2010,MK,0,0.0079
2018,NUTS,2010,MK,0,0.0064
2019,NUTS,2010,MK,0,0.0049
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2011,NUTS,2010,PL,0,0.0011
2012,NUTS,2010,PL,0,0.0017
2013,NUTS,2010,PL,0,0.0014
2014,NUTS,2010,PL,0,0.0015
2015,NUTS,2010,PL,0,0.0013
2016,NUTS,2010,PL,0,0.0053
2017,NUTS,2010,PL,0,0.0155
2018,NUTS,2010,PL,0,0.0176
2019,NUTS,2010,PL,0,0.0139
2011,NUTS,2010,PL1,1,0.0041
2012,NUTS,2010,PL1,1,0.0048
2013,NUTS,2010,PL1,1,0.003
2014,NUTS,2010,PL1,1,0.0024
2015,NUTS,2010,PL1,1,0.0025
2012,NUTS,2010,PL11,2,0.0028
2013,NUTS,2010,PL11,2,0.002
2012,NUTS,2010,PL12,2,0.0034
2013,NUTS,2010,PL12,2,0.0036
2011,NUTS,2010,PL2,1,0.0011
2012,NUTS,2010,PL2,1,0.0008
2013,NUTS,2010,PL2,1,0.0023
2014,NUTS,2010,PL2,1,0.0022
2015,NUTS,2010,PL2,1,0.0009
2016,NUTS,2010,PL2,1,0.0067
2017,NUTS,2010,PL2,1,0.0213
2018,NUTS,2010,PL2,1,0.0214
2019,NUTS,2010,PL2,1,0.0129
2011,NUTS,2010,PL21,2,0.0016
2012,NUTS,2010,PL21,2,0.0015
2017,NUTS,2010,PL21,2,0.0276
2018,NUTS,2010,PL21,2,0.0275
2011,NUTS,2010,PL22,2,0.0007
2012,NUTS,2010,PL22,2,0.0002
2017,NUTS,2010,PL22,2,0.0165
2018,NUTS,2010,PL22,2,0.0168
2013,NUTS,2010,PL3,1,0.0003
2014,NUTS,2010,PL3,1,0.0004
2011,NUTS,2010,PL31,2,0.0
2012,NUTS,2010,PL31,2,0.0005
2015,NUTS,2010,PL33,2,0.0
2011,NUTS,2010,PL4,1,0.0005
2012,NUTS,2010,PL4,1,0.0022
2014,NUTS,2010,PL4,1,0.0019
2015,NUTS,2010,PL4,1,0.002
2016,NUTS,2010,PL4,1,0.0024
2017,NUTS,2010,PL4,1,0.0066
2018,NUTS,2010,PL4,1,0.0026
2019,NUTS,2010,PL4,1,0.0022
2016,NUTS,2010,PL41,2,0.0033
2017,NUTS,2010,PL41,2,0.0083
2018,NUTS,2010,PL41,2,0.0033
2019,NUTS,2010,PL41,2,0.0034
2013,NUTS,2010,PL42,2,0.0013
2016,NUTS,2010,PL42,2,0.0017
2015,NUTS,2010,PL43,2,0.0
2011,NUTS,2010,PL5,1,0.001
2012,NUTS,2010,PL5,1,0.0006
2013,NUTS,2010,PL5,1,0.0008
2014,NUTS,2010,PL5,1,0.0004
2016,NUTS,2010,PL5,1,0.0027
2017,NUTS,2010,PL5,1,0.0037
2019,NUTS,2010,PL5,1,0.0114
2011,NUTS,2010,PL51,2,0.0014
2012,NUTS,2010,PL51,2,0.0008
2011,NUTS,2010,PL6,1,0.0
2014,NUTS,2010,PL6,1,0.0001
2015,NUTS,2010,PL6,1,0.0
2016,NUTS,2010,PL6,1,0.0016
2017,NUTS,2010,PL6,1,0.0121
2018,NUTS,2010,PL6,1,0.0089
2019,NUTS,2010,PL6,1,0.0084
2011,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL62,2,0.0
2011,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2017,NUTS,2010,PL63,2,0.0103
2018,NUTS,2010,PL63,2,0.0073
2019,NUTS,2010,PL63,2,0.0077
2016,NUTS,2010,PL7,1,0.0023
2017,NUTS,2010,PL7,1,0.0055
2019,NUTS,2010,PL7,1,0.0266
2016,NUTS,2010,PL71,2,0.0033
2018,NUTS,2010,PL71,2,0.0111
2016,NUTS,2010,PL8,1,0.0032
2017,NUTS,2010,PL8,1,0.0044
2018,NUTS,2010,PL8,1,0.0105
2019,NUTS,2010,PL8,1,0.0057
2016,NUTS,2010,PL81,2,0.0011
2017,NUTS,2010,PL81,2,0.0005
2019,NUTS,2010,PL81,2,0.0044
2016,NUTS,2010,PL82,2,0.0049
2017,NUTS,2010,PL82,2,0.0044
2019,NUTS,2010,PL82,2,0.0064
2016,NUTS,2010,PL84,2,0.0039
2017,NUTS,2010,PL84,2,0.0113
2019,NUTS,2010,PL84,2,0.007
2016,NUTS,2010,PL9,1,0.0147
2017,NUTS,2010,PL9,1,0.0422
2018,NUTS,2010,PL9,1,0.0431
2019,NUTS,2010,PL9,1,0.0305
2019,NUTS,2010,PL91,2,0.0516
2019,NUTS,2010,PL92,2,0.0
2011,NUTS,2010,PT,0,0.1675
2012,NUTS,2010,PT,0,0.1544
2013,NUTS,2010,PT,0,0.0179
2014,NUTS,2010,PT,0,0.0161
2015,NUTS,2010,PT,0,0.0154
2016,NUTS,2010,PT,0,0.0171
2017,NUTS,2010,PT,0,0.0174
2018,NUTS,2010,PT,0,0.0197
2019,NUTS,2010,PT,0,0.0214
2020,NUTS,2010,PT,0,0.0303
2011,NUTS,2010,PT1,1,0.1588
2012,NUTS,2010,PT1,1,0.1467
2013,NUTS,2010,PT1,1,0.0172
2014,NUTS,2010,PT1,1,0.0154
2015,NUTS,2010,PT1,1,0.015
2016,NUTS,2010,PT1,1,0.0168
2017,NUTS,2010,PT1,1,0.0169
2018,NUTS,2010,PT1,1,0.0192
2019,NUTS,2010,PT1,1,0.021
2020,NUTS,2010,PT1,1,0.0294
2011,NUTS,2010,PT11,2,0.1431
2012,NUTS,2010,PT11,2,0.141
2013,NUTS,2010,PT11,2,0.0045
2014,NUTS,2010,PT11,2,0.0045
2015,NUTS,2010,PT11,2,0.0047
2016,NUTS,2010,PT11,2,0.0047
2017,NUTS,2010,PT11,2,0.0052
2018,NUTS,2010,PT11,2,0.0063
2019,NUTS,2010,PT11,2,0.0089
2020,NUTS,2010,PT11,2,0.0195
2011,NUTS,2010,PT15,2,0.0043
2012,NUTS,2010,PT15,2,0.0035
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0009
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,0.0142
2011,NUTS,2010,PT16,2,0.1069
2012,NUTS,2010,PT16,2,0.1026
2013,NUTS,2010,PT16,2,0.0033
2014,NUTS,2010,PT16,2,0.0032
2015,NUTS,2010,PT16,2,0.0032
2016,NUTS,2010,PT16,2,0.0031
2017,NUTS,2010,PT16,2,0.0039
2018,NUTS,2010,PT16,2,0.0051
2019,NUTS,2010,PT16,2,0.007
2020,NUTS,2010,PT16,2,0.0163
2011,NUTS,2010,PT17,2,0.2913
2012,NUTS,2010,PT17,2,0.2534
2013,NUTS,2010,PT17,2,0.0536
2014,NUTS,2010,PT17,2,0.0469
2015,NUTS,2010,PT17,2,0.0447
2016,NUTS,2010,PT17,2,0.05
2017,NUTS,2010,PT17,2,0.0497
2018,NUTS,2010,PT17,2,0.0552
2019,NUTS,2010,PT17,2,0.056
2020,NUTS,2010,PT17,2,0.0603
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.0008
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.0009
2017,NUTS,2010,PT18,2,0.0006
2018,NUTS,2010,PT18,2,0.0009
2019,NUTS,2010,PT18,2,0.0012
2020,NUTS,2010,PT18,2,0.0088
2011,NUTS,2010,PT2,1,0.065
2012,NUTS,2010,PT2,1,0.0583
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.0033
2018,NUTS,2010,PT2,1,0.0049
2019,NUTS,2010,PT2,1,0.0065
2020,NUTS,2010,PT2,1,0.0215
2011,NUTS,2010,PT20,2,0.065
2012,NUTS,2010,PT20,2,0.0583
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.0033
2018,NUTS,2010,PT20,2,0.0049
2019,NUTS,2010,PT20,2,0.0065
2020,NUTS,2010,PT20,2,0.0215
2011,NUTS,2010,PT3,1,0.063
2012,NUTS,2010,PT3,1,0.0312
2013,NUTS,2010,PT3,1,0.0053
2014,NUTS,2010,PT3,1,0.0122
2015,NUTS,2010,PT3,1,0.0061
2016,NUTS,2010,PT3,1,0.0061
2017,NUTS,2010,PT3,1,0.0075
2018,NUTS,2010,PT3,1,0.0074
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,0.0022
2011,NUTS,2010,PT30,2,0.063
2012,NUTS,2010,PT30,2,0.0312
2013,NUTS,2010,PT30,2,0.0053
2014,NUTS,2010,PT30,2,0.0122
2015,NUTS,2010,PT30,2,0.0061
2016,NUTS,2010,PT30,2,0.0061
2017,NUTS,2010,PT30,2,0.0075
2018,NUTS,2010,PT30,2,0.0074
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,0.0022
2011,NUTS,2010,RO,0,0.0028
2012,NUTS,2010,RO,0,0.0028
2013,NUTS,2010,RO,0,0.0023
2014,NUTS,2010,RO,0,0.0026
2015,NUTS,2010,RO,0,0.0037
2016,NUTS,2010,RO,0,0.0043
2017,NUTS,2010,RO,0,0.0023
2018,NUTS,2010,RO,0,0.0027
2019,NUTS,2010,RO,0,0.0037
2011,NUTS,2010,RO1,1,0.0014
2012,NUTS,2010,RO1,1,0.0019
2013,NUTS,2010,RO1,1,0.0011
2014,NUTS,2010,RO1,1,0.0012
2015,NUTS,2010,RO1,1,0.0015
2016,NUTS,2010,RO1,1,0.0012
2017,NUTS,2010,RO1,1,0.0015
2018,NUTS,2010,RO1,1,0.0023
2019,NUTS,2010,RO1,1,0.0033
2011,NUTS,2010,RO11,2,0.0026
2012,NUTS,2010,RO11,2,0.0035
2013,NUTS,2010,RO11,2,0.002
2014,NUTS,2010,RO11,2,0.0018
2015,NUTS,2010,RO11,2,0.0016
2016,NUTS,2010,RO11,2,0.0019
2017,NUTS,2010,RO11,2,0.0028
2018,NUTS,2010,RO11,2,0.004
2019,NUTS,2010,RO11,2,0.0059
2014,NUTS,2010,RO12,2,0.0004
2015,NUTS,2010,RO12,2,0.0013
2016,NUTS,2010,RO12,2,0.0002
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,0.0043
2012,NUTS,2010,RO2,1,0.0003
2014,NUTS,2010,RO2,1,0.0002
2015,NUTS,2010,RO2,1,0.0003
2016,NUTS,2010,RO2,1,0.0003
2017,NUTS,2010,RO2,1,0.0006
2018,NUTS,2010,RO2,1,0.0021
2019,NUTS,2010,RO2,1,0.0045
2011,NUTS,2010,RO21,2,0.0072
2012,NUTS,2010,RO21,2,0.0005
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,0.0001
2018,NUTS,2010,RO21,2,0.003
2019,NUTS,2010,RO21,2,0.007
2011,NUTS,2010,RO22,2,0.0001
2012,NUTS,2010,RO22,2,0.0001
2014,NUTS,2010,RO22,2,0.0006
2015,NUTS,2010,RO22,2,0.0006
2016,NUTS,2010,RO22,2,0.0007
2017,NUTS,2010,RO22,2,0.0015
2018,NUTS,2010,RO22,2,0.0006
2019,NUTS,2010,RO22,2,0.0005
2011,NUTS,2010,RO3,1,0.0011
2012,NUTS,2010,RO3,1,0.0067
2013,NUTS,2010,RO3,1,0.0055
2014,NUTS,2010,RO3,1,0.006
2015,NUTS,2010,RO3,1,0.0097
2016,NUTS,2010,RO3,1,0.0121
2017,NUTS,2010,RO3,1,0.0052
2018,NUTS,2010,RO3,1,0.0045
2019,NUTS,2010,RO3,1,0.0041
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,0.0004
2019,NUTS,2010,RO31,2,0.0004
2011,NUTS,2010,RO32,2,0.0025
2012,NUTS,2010,RO32,2,0.015
2013,NUTS,2010,RO32,2,0.0125
2014,NUTS,2010,RO32,2,0.0135
2015,NUTS,2010,RO32,2,0.0218
2016,NUTS,2010,RO32,2,0.0263
2017,NUTS,2010,RO32,2,0.0113
2018,NUTS,2010,RO32,2,0.0092
2019,NUTS,2010,RO32,2,0.0084
2011,NUTS,2010,RO4,1,0.0025
2012,NUTS,2010,RO4,1,0.0002
2013,NUTS,2010,RO4,1,0.0009
2014,NUTS,2010,RO4,1,0.0013
2015,NUTS,2010,RO4,1,0.0006
2016,NUTS,2010,RO4,1,0.0003
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,0.004
2013,NUTS,2010,RO41,2,0.0012
2014,NUTS,2010,RO41,2,0.0012
2015,NUTS,2010,RO41,2,0.0001
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2011,NUTS,2010,RO42,2,0.0006
2012,NUTS,2010,RO42,2,0.0004
2013,NUTS,2010,RO42,2,0.0005
2014,NUTS,2010,RO42,2,0.0014
2015,NUTS,2010,RO42,2,0.0012
2016,NUTS,2010,RO42,2,0.0007
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2011,NUTS,2010,RS,0,0.0009
2012,NUTS,2010,RS,0,0.0006
2013,NUTS,2010,RS,0,0.0003
2014,NUTS,2010,RS,0,0.0003
2015,NUTS,2010,RS,0,0.0008
2016,NUTS,2010,RS,0,0.001
2017,NUTS,2010,RS,0,0.0008
2018,NUTS,2010,RS,0,0.0001
2019,NUTS,2010,RS,0,0.0001
2020,NUTS,2010,RS,0,0.0001
2018,NUTS,2010,RS1,1,0.0001
2019,NUTS,2010,RS1,1,0.0002
2020,NUTS,2010,RS1,1,0.0002
2018,NUTS,2010,RS11,2,0.0002
2019,NUTS,2010,RS11,2,0.0004
2020,NUTS,2010,RS11,2,0.0005
2018,NUTS,2010,RS12,2,0.0
2019,NUTS,2010,RS12,2,0.0
2020,NUTS,2010,RS12,2,0.0
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
2011,NUTS,2010,RU,0,0.0015
2012,NUTS,2010,RU,0,0.0016
2011,NUTS,2010,SE,0,0.0085
2013,NUTS,2010,SE,0,0.0105
2015,NUTS,2010,SE,0,0.0066
2017,NUTS,2010,SE,0,0.0058
2011,NUTS,2010,SI,0,0.0016
2012,NUTS,2010,SI,0,0.0018
2013,NUTS,2010,SI,0,0.0017
2014,NUTS,2010,SI,0,0.0013
2015,NUTS,2010,SI,0,0.0011
2016,NUTS,2010,SI,0,0.0012
2017,NUTS,2010,SI,0,0.0089
2018,NUTS,2010,SI,0,0.0125
2019,NUTS,2010,SI,0,0.023
2011,NUTS,2010,SI0,1,0.0016
2012,NUTS,2010,SI0,1,0.0018
2013,NUTS,2010,SI0,1,0.0017
2014,NUTS,2010,SI0,1,0.0013
2015,NUTS,2010,SI0,1,0.0011
2016,NUTS,2010,SI0,1,0.0012
2017,NUTS,2010,SI0,1,0.0087
2018,NUTS,2010,SI0,1,0.0122
2019,NUTS,2010,SI0,1,0.0226
2013,NUTS,2010,SI03,2,0.0011
2014,NUTS,2010,SI03,2,0.0009
2015,NUTS,2010,SI03,2,0.0007
2016,NUTS,2010,SI03,2,0.0008
2018,NUTS,2010,SI03,2,0.0009
2013,NUTS,2010,SI04,2,0.0021
2014,NUTS,2010,SI04,2,0.0017
2015,NUTS,2010,SI04,2,0.0017
2016,NUTS,2010,SI04,2,0.0019
2018,NUTS,2010,SI04,2,0.0246
2011,NUTS,2010,SK,0,0.0054
2012,NUTS,2010,SK,0,0.0039
2013,NUTS,2010,SK,0,0.0026
