year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_smc_gdp_beur
2012,NUTS,2010,BE221,3,0.086
2012,NUTS,2010,BE222,3,0.057
2011,NUTS,2010,BE23,2,0.096
2011,NUTS,2010,BE232,3,0.218
2011,NUTS,2010,BE233,3,0.082
2011,NUTS,2010,BE234,3,0.062
2011,NUTS,2010,BE235,3,0.279
2011,NUTS,2010,BE236,3,0.111
2011,NUTS,2010,BE24,2,1.033
2012,NUTS,2010,BE24,2,1.105
2011,NUTS,2010,BE241,3,0.019
2012,NUTS,2010,BE241,3,0.066
2011,NUTS,2010,BE242,3,2.644
2012,NUTS,2010,BE242,3,2.74
2011,NUTS,2010,BE25,2,0.092
2012,NUTS,2010,BE25,2,0.025
2011,NUTS,2010,BE251,3,0.052
2011,NUTS,2010,BE253,3,0.108
2011,NUTS,2010,BE255,3,0.425
2012,NUTS,2010,BE255,3,0.246
2011,NUTS,2010,BE257,3,0.315
2011,NUTS,2010,BE3,1,0.124
2012,NUTS,2010,BE3,1,0.071
2011,NUTS,2010,BE31,2,0.17
2012,NUTS,2010,BE31,2,0.201
2011,NUTS,2010,BE310,3,0.17
2012,NUTS,2010,BE310,3,0.201
2011,NUTS,2010,BE32,2,0.131
2012,NUTS,2010,BE32,2,0.028
2011,NUTS,2010,BE322,3,0.175
2011,NUTS,2010,BE323,3,0.059
2012,NUTS,2010,BE323,3,0.025
2012,NUTS,2010,BE325,3,0.049
2011,NUTS,2010,BE326,3,0.579
2011,NUTS,2010,BE327,3,0.084
2012,NUTS,2010,BE327,3,0.135
2011,NUTS,2010,BE33,2,0.084
2012,NUTS,2010,BE33,2,0.032
2011,NUTS,2010,BE331,3,0.052
2012,NUTS,2010,BE331,3,0.097
2011,NUTS,2010,BE332,3,0.04
2012,NUTS,2010,BE332,3,0.029
2011,NUTS,2010,BE334,3,0.815
2012,NUTS,2010,BE334,3,0.109
2011,NUTS,2010,BE336,3,0.26
2011,NUTS,2010,BE34,2,0.322
2011,NUTS,2010,BE341,3,0.728
2011,NUTS,2010,BE344,3,0.682
2011,NUTS,2010,BE35,2,0.043
2012,NUTS,2010,BE35,2,0.155
2011,NUTS,2010,BE352,3,0.06
2012,NUTS,2010,BE352,3,0.217
2011,NUTS,2010,CZ,0,0.018
2012,NUTS,2010,CZ,0,0.014
2011,NUTS,2010,CZ0,1,0.018
2012,NUTS,2010,CZ0,1,0.014
2011,NUTS,2010,CZ01,2,0.025
2012,NUTS,2010,CZ01,2,0.029
2011,NUTS,2010,CZ010,3,0.025
2012,NUTS,2010,CZ010,3,0.029
2011,NUTS,2010,CZ02,2,0.018
2011,NUTS,2010,CZ020,3,0.018
2011,NUTS,2010,CZ03,2,0.03
2011,NUTS,2010,CZ032,3,0.061
2011,NUTS,2010,CZ04,2,0.037
2011,NUTS,2010,CZ042,3,0.049
2011,NUTS,2010,CZ06,2,0.028
2012,NUTS,2010,CZ06,2,0.042
2011,NUTS,2010,CZ064,3,0.039
2012,NUTS,2010,CZ064,3,0.058
2011,NUTS,2010,DE,0,0.193
2012,NUTS,2010,DE,0,0.129
2011,NUTS,2010,DE1,1,0.315
2012,NUTS,2010,DE1,1,0.207
2011,NUTS,2010,DE11,2,0.252
2012,NUTS,2010,DE11,2,0.192
2011,NUTS,2010,DE111,3,0.174
2012,NUTS,2010,DE111,3,0.223
2011,NUTS,2010,DE112,3,0.178
2012,NUTS,2010,DE112,3,0.107
2011,NUTS,2010,DE113,3,0.274
2012,NUTS,2010,DE113,3,0.109
2011,NUTS,2010,DE114,3,0.047
2012,NUTS,2010,DE114,3,0.277
2011,NUTS,2010,DE115,3,0.693
2012,NUTS,2010,DE115,3,0.367
2011,NUTS,2010,DE116,3,0.483
2012,NUTS,2010,DE116,3,0.128
2011,NUTS,2010,DE117,3,0.025
2012,NUTS,2010,DE117,3,0.788
2011,NUTS,2010,DE118,3,0.313
2012,NUTS,2010,DE118,3,0.115
2012,NUTS,2010,DE119,3,0.167
2012,NUTS,2010,DE11A,3,0.188
2011,NUTS,2010,DE11B,3,0.27
2012,NUTS,2010,DE11B,3,0.056
2011,NUTS,2010,DE11C,3,0.048
2011,NUTS,2010,DE11D,3,0.126
2011,NUTS,2010,DE12,2,0.294
2012,NUTS,2010,DE12,2,0.165
2011,NUTS,2010,DE122,3,0.731
2012,NUTS,2010,DE122,3,0.192
2011,NUTS,2010,DE123,3,0.354
2012,NUTS,2010,DE123,3,0.338
2011,NUTS,2010,DE124,3,0.039
2011,NUTS,2010,DE125,3,0.272
2012,NUTS,2010,DE125,3,0.093
2011,NUTS,2010,DE126,3,0.293
2012,NUTS,2010,DE126,3,0.233
2011,NUTS,2010,DE128,3,0.26
2012,NUTS,2010,DE128,3,0.176
2011,NUTS,2010,DE12A,3,0.182
2011,NUTS,2010,DE12B,3,0.066
2012,NUTS,2010,DE12B,3,0.339
2011,NUTS,2010,DE12C,3,0.223
2011,NUTS,2010,DE13,2,0.487
2012,NUTS,2010,DE13,2,0.397
2011,NUTS,2010,DE131,3,1.101
2012,NUTS,2010,DE131,3,1.425
2011,NUTS,2010,DE132,3,1.337
2012,NUTS,2010,DE132,3,0.436
2011,NUTS,2010,DE133,3,1.391
2012,NUTS,2010,DE133,3,0.946
2011,NUTS,2010,DE134,3,0.047
2012,NUTS,2010,DE134,3,0.069
2011,NUTS,2010,DE135,3,0.128
2011,NUTS,2010,DE136,3,0.255
2012,NUTS,2010,DE136,3,0.147
2011,NUTS,2010,DE137,3,0.094
2012,NUTS,2010,DE137,3,0.091
2011,NUTS,2010,DE138,3,0.511
2012,NUTS,2010,DE138,3,0.483
2011,NUTS,2010,DE139,3,0.289
2011,NUTS,2010,DE13A,3,0.076
2012,NUTS,2010,DE13A,3,0.338
2011,NUTS,2010,DE14,2,0.324
2012,NUTS,2010,DE14,2,0.104
2011,NUTS,2010,DE141,3,0.793
2012,NUTS,2010,DE141,3,0.207
2011,NUTS,2010,DE142,3,0.964
2012,NUTS,2010,DE142,3,0.174
2011,NUTS,2010,DE143,3,0.089
2012,NUTS,2010,DE143,3,0.181
2011,NUTS,2010,DE144,3,0.223
2012,NUTS,2010,DE144,3,0.063
2011,NUTS,2010,DE145,3,0.264
2012,NUTS,2010,DE145,3,0.243
2011,NUTS,2010,DE146,3,0.275
2011,NUTS,2010,DE147,3,0.151
2011,NUTS,2010,DE148,3,0.051
2012,NUTS,2010,DE148,3,0.102
2011,NUTS,2010,DE2,1,0.267
2012,NUTS,2010,DE2,1,0.152
2011,NUTS,2010,DE21,2,0.17
2012,NUTS,2010,DE21,2,0.146
2011,NUTS,2010,DE212,3,0.205
2012,NUTS,2010,DE212,3,0.155
2011,NUTS,2010,DE213,3,0.129
2012,NUTS,2010,DE213,3,0.126
2011,NUTS,2010,DE214,3,0.289
2012,NUTS,2010,DE214,3,0.138
2012,NUTS,2010,DE215,3,0.196
2011,NUTS,2010,DE216,3,0.164
2011,NUTS,2010,DE217,3,0.463
2011,NUTS,2010,DE218,3,0.266
2012,NUTS,2010,DE218,3,0.629
2011,NUTS,2010,DE219,3,0.077
2012,NUTS,2010,DE219,3,0.163
2011,NUTS,2010,DE21A,3,0.491
2012,NUTS,2010,DE21B,3,0.024
2011,NUTS,2010,DE21C,3,0.299
2012,NUTS,2010,DE21C,3,0.056
2011,NUTS,2010,DE21E,3,0.388
2011,NUTS,2010,DE21F,3,0.189
2012,NUTS,2010,DE21F,3,0.181
2011,NUTS,2010,DE21G,3,0.427
2012,NUTS,2010,DE21G,3,0.224
2011,NUTS,2010,DE21H,3,0.16
2012,NUTS,2010,DE21H,3,0.151
2012,NUTS,2010,DE21I,3,0.059
2012,NUTS,2010,DE21J,3,0.019
2011,NUTS,2010,DE21K,3,0.009
2012,NUTS,2010,DE21K,3,0.074
2011,NUTS,2010,DE21L,3,0.2
2012,NUTS,2010,DE21L,3,0.33
2011,NUTS,2010,DE21M,3,0.112
2012,NUTS,2010,DE21M,3,0.647
2012,NUTS,2010,DE21N,3,0.127
2011,NUTS,2010,DE22,2,0.145
2012,NUTS,2010,DE22,2,0.057
2011,NUTS,2010,DE221,3,0.371
2012,NUTS,2010,DE224,3,0.13
2011,NUTS,2010,DE226,3,0.417
2012,NUTS,2010,DE226,3,0.264
2011,NUTS,2010,DE227,3,0.216
2011,NUTS,2010,DE228,3,0.042
2012,NUTS,2010,DE228,3,0.1
2011,NUTS,2010,DE22A,3,0.586
2012,NUTS,2010,DE22A,3,0.062
2012,NUTS,2010,DE22C,3,0.04
2011,NUTS,2010,DE23,2,0.595
2012,NUTS,2010,DE23,2,0.277
2011,NUTS,2010,DE232,3,0.869
2012,NUTS,2010,DE232,3,0.387
2011,NUTS,2010,DE234,3,0.109
2011,NUTS,2010,DE235,3,0.4
2011,NUTS,2010,DE236,3,0.221
2012,NUTS,2010,DE236,3,0.064
2011,NUTS,2010,DE238,3,2.598
2012,NUTS,2010,DE238,3,1.533
2011,NUTS,2010,DE239,3,0.043
2011,NUTS,2010,DE24,2,0.266
2012,NUTS,2010,DE24,2,0.157
2011,NUTS,2010,DE241,3,0.065
2011,NUTS,2010,DE245,3,0.471
2012,NUTS,2010,DE245,3,0.389
2011,NUTS,2010,DE246,3,0.608
2012,NUTS,2010,DE246,3,0.266
2011,NUTS,2010,DE247,3,0.677
2012,NUTS,2010,DE247,3,0.16
2011,NUTS,2010,DE248,3,0.753
2012,NUTS,2010,DE248,3,0.81
2011,NUTS,2010,DE24A,3,0.259
2011,NUTS,2010,DE24B,3,0.242
2011,NUTS,2010,DE24C,3,0.302
2012,NUTS,2010,DE24C,3,0.318
2011,NUTS,2010,DE24D,3,0.472
2012,NUTS,2010,DE24D,3,0.238
2011,NUTS,2010,DE25,2,0.559
2012,NUTS,2010,DE25,2,0.281
2011,NUTS,2010,DE252,3,0.948
2012,NUTS,2010,DE252,3,0.404
2011,NUTS,2010,DE253,3,0.145
2012,NUTS,2010,DE253,3,0.293
2011,NUTS,2010,DE254,3,0.152
2012,NUTS,2010,DE254,3,0.205
2012,NUTS,2010,DE255,3,0.27
2011,NUTS,2010,DE256,3,0.442
2011,NUTS,2010,DE257,3,3.633
2012,NUTS,2010,DE257,3,0.904
2011,NUTS,2010,DE258,3,0.878
2012,NUTS,2010,DE258,3,0.086
2011,NUTS,2010,DE259,3,0.773
2012,NUTS,2010,DE259,3,0.334
2012,NUTS,2010,DE25A,3,0.794
2011,NUTS,2010,DE25B,3,0.506
2012,NUTS,2010,DE25B,3,0.271
2011,NUTS,2010,DE26,2,0.355
2012,NUTS,2010,DE26,2,0.138
2011,NUTS,2010,DE261,3,0.34
2011,NUTS,2010,DE262,3,0.043
2011,NUTS,2010,DE263,3,0.091
2012,NUTS,2010,DE263,3,0.143
2011,NUTS,2010,DE264,3,0.846
2012,NUTS,2010,DE264,3,0.786
2011,NUTS,2010,DE268,3,2.031
2012,NUTS,2010,DE268,3,0.132
2011,NUTS,2010,DE269,3,0.539
2012,NUTS,2010,DE269,3,0.269
2011,NUTS,2010,DE26A,3,0.254
2011,NUTS,2010,DE26C,3,0.188
2011,NUTS,2010,DE27,2,0.111
2012,NUTS,2010,DE27,2,0.03
2011,NUTS,2010,DE271,3,0.184
2012,NUTS,2010,DE271,3,0.044
2011,NUTS,2010,DE272,3,0.406
2012,NUTS,2010,DE275,3,0.068
2011,NUTS,2010,DE276,3,0.167
2012,NUTS,2010,DE276,3,0.039
2011,NUTS,2010,DE279,3,0.231
2011,NUTS,2010,DE27A,3,0.423
2012,NUTS,2010,DE27A,3,0.206
2011,NUTS,2010,DE27C,3,0.043
2011,NUTS,2010,DE27D,3,0.097
2012,NUTS,2010,DE27D,3,0.06
2011,NUTS,2010,DE3,1,0.14
2012,NUTS,2010,DE3,1,0.197
2011,NUTS,2010,DE30,2,0.14
2012,NUTS,2010,DE30,2,0.197
2011,NUTS,2010,DE300,3,0.14
2012,NUTS,2010,DE300,3,0.197
2011,NUTS,2010,DE4,1,0.154
2012,NUTS,2010,DE4,1,0.123
2011,NUTS,2010,DE40,2,0.154
2012,NUTS,2010,DE40,2,0.123
2012,NUTS,2010,DE401,3,0.254
2012,NUTS,2010,DE402,3,0.085
2011,NUTS,2010,DE403,3,0.958
2012,NUTS,2010,DE403,3,0.924
2011,NUTS,2010,DE404,3,0.044
2012,NUTS,2010,DE404,3,0.043
2011,NUTS,2010,DE405,3,0.758
2012,NUTS,2010,DE405,3,0.629
2011,NUTS,2010,DE406,3,0.289
2012,NUTS,2010,DE406,3,0.329
2011,NUTS,2010,DE408,3,0.099
2011,NUTS,2010,DE40A,3,0.055
2012,NUTS,2010,DE40A,3,0.117
2012,NUTS,2010,DE40C,3,0.087
2011,NUTS,2010,DE40D,3,0.471
2011,NUTS,2010,DE40E,3,0.107
2011,NUTS,2010,DE40H,3,0.242
2011,NUTS,2010,DE5,1,0.012
2012,NUTS,2010,DE5,1,0.052
2011,NUTS,2010,DE50,2,0.012
2012,NUTS,2010,DE50,2,0.052
2011,NUTS,2010,DE501,3,0.014
2012,NUTS,2010,DE501,3,0.06
2011,NUTS,2010,DE6,1,0.052
2012,NUTS,2010,DE6,1,0.085
2011,NUTS,2010,DE60,2,0.052
2012,NUTS,2010,DE60,2,0.085
2011,NUTS,2010,DE600,3,0.052
2012,NUTS,2010,DE600,3,0.085
2011,NUTS,2010,DE7,1,0.294
2012,NUTS,2010,DE7,1,0.224
2011,NUTS,2010,DE71,2,0.368
2012,NUTS,2010,DE71,2,0.293
2011,NUTS,2010,DE711,3,0.793
2012,NUTS,2010,DE711,3,0.868
2011,NUTS,2010,DE712,3,0.305
2012,NUTS,2010,DE712,3,0.144
2011,NUTS,2010,DE713,3,0.061
2012,NUTS,2010,DE713,3,0.06
2011,NUTS,2010,DE714,3,0.039
2012,NUTS,2010,DE714,3,0.017
2011,NUTS,2010,DE715,3,0.742
2012,NUTS,2010,DE715,3,0.409
2011,NUTS,2010,DE716,3,1.648
2012,NUTS,2010,DE716,3,0.661
2011,NUTS,2010,DE717,3,0.17
2012,NUTS,2010,DE717,3,0.035
2011,NUTS,2010,DE718,3,0.371
2012,NUTS,2010,DE718,3,0.118
2011,NUTS,2010,DE719,3,0.517
2012,NUTS,2010,DE719,3,1.188
2011,NUTS,2010,DE71A,3,0.366
2012,NUTS,2010,DE71A,3,0.172
2011,NUTS,2010,DE71B,3,0.215
2012,NUTS,2010,DE71B,3,0.401
2011,NUTS,2010,DE71C,3,0.176
2012,NUTS,2010,DE71C,3,0.243
2011,NUTS,2010,DE71D,3,0.176
2012,NUTS,2010,DE71D,3,0.062
2011,NUTS,2010,DE71E,3,0.045
2012,NUTS,2010,DE71E,3,0.333
2011,NUTS,2010,DE72,2,0.118
2012,NUTS,2010,DE72,2,0.022
2011,NUTS,2010,DE721,3,0.018
2012,NUTS,2010,DE721,3,0.021
2012,NUTS,2010,DE722,3,0.043
2011,NUTS,2010,DE723,3,0.099
2012,NUTS,2010,DE723,3,0.04
2011,NUTS,2010,DE724,3,0.389
2011,NUTS,2010,DE73,2,0.103
2012,NUTS,2010,DE73,2,0.079
2011,NUTS,2010,DE731,3,0.165
2012,NUTS,2010,DE731,3,0.174
2011,NUTS,2010,DE732,3,0.07
2011,NUTS,2010,DE733,3,0.035
2011,NUTS,2010,DE734,3,0.305
2012,NUTS,2010,DE734,3,0.214
2012,NUTS,2010,DE736,3,0.051
2011,NUTS,2010,DE8,1,0.031
2011,NUTS,2010,DE80,2,0.031
2011,NUTS,2010,DE804,3,0.045
2011,NUTS,2010,DE9,1,0.09
2012,NUTS,2010,DE9,1,0.035
2011,NUTS,2010,DE91,2,0.133
2012,NUTS,2010,DE91,2,0.014
2011,NUTS,2010,DE911,3,0.358
2012,NUTS,2010,DE911,3,0.062
2012,NUTS,2010,DE912,3,0.039
2011,NUTS,2010,DE913,3,0.013
2011,NUTS,2010,DE914,3,0.219
2011,NUTS,2010,DE915,3,0.13
2011,NUTS,2010,DE916,3,0.263
2011,NUTS,2010,DE917,3,0.296
2011,NUTS,2010,DE91B,3,0.256
2011,NUTS,2010,DE92,2,0.152
2012,NUTS,2010,DE92,2,0.074
2011,NUTS,2010,DE923,3,0.164
2012,NUTS,2010,DE923,3,0.107
2011,NUTS,2010,DE925,3,0.03
2012,NUTS,2010,DE926,3,0.262
2011,NUTS,2010,DE929,3,0.217
2012,NUTS,2010,DE929,3,0.095
2011,NUTS,2010,DE93,2,0.047
2012,NUTS,2010,DE93,2,0.035
2011,NUTS,2010,DE931,3,0.112
2011,NUTS,2010,DE933,3,0.173
2011,NUTS,2010,DE935,3,0.121
2012,NUTS,2010,DE936,3,0.621
2012,NUTS,2010,DE938,3,0.043
2011,NUTS,2010,DE94,2,0.021
2012,NUTS,2010,DE94,2,0.015
2012,NUTS,2010,DE943,3,0.154
2012,NUTS,2010,DE944,3,0.016
2011,NUTS,2010,DE94E,3,0.17
2011,NUTS,2010,DEA,1,0.119
2012,NUTS,2010,DEA,1,0.08
2011,NUTS,2010,DEA1,2,0.072
2012,NUTS,2010,DEA1,2,0.04
2011,NUTS,2010,DEA11,3,0.04
2012,NUTS,2010,DEA11,3,0.01
2012,NUTS,2010,DEA12,3,0.036
2011,NUTS,2010,DEA14,3,0.156
2012,NUTS,2010,DEA14,3,0.025
2011,NUTS,2010,DEA15,3,0.236
2011,NUTS,2010,DEA16,3,0.168
2012,NUTS,2010,DEA16,3,0.423
2011,NUTS,2010,DEA17,3,0.037
2012,NUTS,2010,DEA17,3,0.046
2011,NUTS,2010,DEA18,3,0.092
2011,NUTS,2010,DEA1A,3,0.018
2011,NUTS,2010,DEA1B,3,0.022
2011,NUTS,2010,DEA1C,3,0.103
2011,NUTS,2010,DEA1D,3,0.232
2012,NUTS,2010,DEA1D,3,0.047
2011,NUTS,2010,DEA1E,3,0.06
2012,NUTS,2010,DEA1E,3,0.066
2011,NUTS,2010,DEA1F,3,0.088
2012,NUTS,2010,DEA1F,3,0.208
2011,NUTS,2010,DEA2,2,0.169
2012,NUTS,2010,DEA2,2,0.167
2011,NUTS,2010,DEA22,3,0.028
2012,NUTS,2010,DEA22,3,0.012
2011,NUTS,2010,DEA23,3,0.151
2012,NUTS,2010,DEA23,3,0.066
2011,NUTS,2010,DEA24,3,0.306
2012,NUTS,2010,DEA24,3,0.178
2011,NUTS,2010,DEA26,3,0.149
2012,NUTS,2010,DEA26,3,0.48
2011,NUTS,2010,DEA27,3,0.109
2012,NUTS,2010,DEA27,3,0.043
2012,NUTS,2010,DEA28,3,0.072
2011,NUTS,2010,DEA29,3,0.123
2012,NUTS,2010,DEA29,3,0.061
2011,NUTS,2010,DEA2A,3,0.017
2012,NUTS,2010,DEA2A,3,0.24
2011,NUTS,2010,DEA2B,3,0.36
2012,NUTS,2010,DEA2B,3,0.594
2011,NUTS,2010,DEA2C,3,0.16
2012,NUTS,2010,DEA2C,3,0.188
2011,NUTS,2010,DEA2D,3,0.465
2012,NUTS,2010,DEA2D,3,0.459
2011,NUTS,2010,DEA3,2,0.133
2012,NUTS,2010,DEA3,2,0.019
2011,NUTS,2010,DEA31,3,0.085
2011,NUTS,2010,DEA33,3,0.05
2012,NUTS,2010,DEA33,3,0.066
2011,NUTS,2010,DEA34,3,0.029
2011,NUTS,2010,DEA35,3,0.569
2012,NUTS,2010,DEA35,3,0.037
2011,NUTS,2010,DEA36,3,0.392
2012,NUTS,2010,DEA37,3,0.02
2011,NUTS,2010,DEA4,2,0.059
2012,NUTS,2010,DEA4,2,0.022
2011,NUTS,2010,DEA41,3,0.152
2011,NUTS,2010,DEA43,3,0.138
2012,NUTS,2010,DEA43,3,0.134
2011,NUTS,2010,DEA45,3,0.019
2012,NUTS,2010,DEA45,3,0.053
2011,NUTS,2010,DEA47,3,0.11
2011,NUTS,2010,DEA5,2,0.157
2012,NUTS,2010,DEA5,2,0.102
2011,NUTS,2010,DEA51,3,0.055
2012,NUTS,2010,DEA51,3,0.083
2011,NUTS,2010,DEA52,3,0.297
2012,NUTS,2010,DEA52,3,0.308
2011,NUTS,2010,DEA53,3,0.134
2011,NUTS,2010,DEA54,3,0.21
2012,NUTS,2010,DEA54,3,0.104
2011,NUTS,2010,DEA55,3,0.147
2011,NUTS,2010,DEA56,3,0.064
2012,NUTS,2010,DEA56,3,0.078
2012,NUTS,2010,DEA57,3,0.061
2011,NUTS,2010,DEA58,3,0.311
2012,NUTS,2010,DEA58,3,0.049
2011,NUTS,2010,DEA59,3,0.148
2011,NUTS,2010,DEA5A,3,0.135
2012,NUTS,2010,DEA5A,3,0.05
2011,NUTS,2010,DEA5B,3,0.19
2012,NUTS,2010,DEA5B,3,0.163
2011,NUTS,2010,DEB,1,0.144
2012,NUTS,2010,DEB,1,0.081
2011,NUTS,2010,DEB1,2,0.009
2011,NUTS,2010,DEB1A,3,0.134
2011,NUTS,2010,DEB2,2,0.074
2011,NUTS,2010,DEB23,3,0.28
2011,NUTS,2010,DEB25,3,0.139
2011,NUTS,2010,DEB3,2,0.248
2012,NUTS,2010,DEB3,2,0.152
2011,NUTS,2010,DEB31,3,0.229
2012,NUTS,2010,DEB31,3,0.166
2011,NUTS,2010,DEB32,3,0.346
2011,NUTS,2010,DEB33,3,0.76
2012,NUTS,2010,DEB33,3,0.104
2011,NUTS,2010,DEB34,3,0.194
2012,NUTS,2010,DEB34,3,0.08
2011,NUTS,2010,DEB35,3,0.17
2012,NUTS,2010,DEB35,3,0.135
2011,NUTS,2010,DEB36,3,0.738
2012,NUTS,2010,DEB36,3,0.616
2011,NUTS,2010,DEB38,3,0.066
2011,NUTS,2010,DEB39,3,0.069
2011,NUTS,2010,DEB3B,3,0.091
2011,NUTS,2010,DEB3C,3,1.095
2012,NUTS,2010,DEB3C,3,0.634
2011,NUTS,2010,DEB3D,3,0.143
2011,NUTS,2010,DEB3F,3,0.09
2012,NUTS,2010,DEB3F,3,0.512
2011,NUTS,2010,DEB3I,3,0.979
2012,NUTS,2010,DEB3I,3,1.322
2011,NUTS,2010,DEB3J,3,0.315
2012,NUTS,2010,DEB3J,3,0.08
2011,NUTS,2010,DEC,1,0.06
2012,NUTS,2010,DEC,1,0.01
2011,NUTS,2010,DED,1,0.271
2012,NUTS,2010,DED,1,0.197
2011,NUTS,2010,DED2,2,0.584
2012,NUTS,2010,DED2,2,0.427
2011,NUTS,2010,DED21,3,1.287
2012,NUTS,2010,DED21,3,0.958
2011,NUTS,2010,DED2C,3,0.149
2012,NUTS,2010,DED2C,3,0.075
2012,NUTS,2010,DED2E,3,0.023
2011,NUTS,2010,DED2F,3,0.113
2012,NUTS,2010,DED2F,3,0.071
2011,NUTS,2010,DED4,2,0.087
2012,NUTS,2010,DED4,2,0.07
2011,NUTS,2010,DED41,3,0.083
2012,NUTS,2010,DED41,3,0.115
2011,NUTS,2010,DED42,3,0.093
2012,NUTS,2010,DED42,3,0.108
2011,NUTS,2010,DED43,3,0.118
2012,NUTS,2010,DED43,3,0.115
2011,NUTS,2010,DED45,3,0.11
2011,NUTS,2010,DED5,2,0.041
2012,NUTS,2010,DED5,2,0.019
2011,NUTS,2010,DED51,3,0.054
2012,NUTS,2010,DED51,3,0.03
2011,NUTS,2010,DED53,3,0.045
2011,NUTS,2010,DEE,1,0.048
2012,NUTS,2010,DEE,1,0.025
2011,NUTS,2010,DEE0,2,0.048
2012,NUTS,2010,DEE0,2,0.025
2011,NUTS,2010,DEE02,3,0.042
2011,NUTS,2010,DEE03,3,0.145
2012,NUTS,2010,DEE05,3,0.085
2011,NUTS,2010,DEE09,3,0.056
2011,NUTS,2010,DEE0B,3,0.185
2012,NUTS,2010,DEE0B,3,0.182
2011,NUTS,2010,DEF,1,0.11
2012,NUTS,2010,DEF,1,0.068
2011,NUTS,2010,DEF0,2,0.11
2012,NUTS,2010,DEF0,2,0.068
2011,NUTS,2010,DEF02,3,0.159
2012,NUTS,2010,DEF02,3,0.052
2011,NUTS,2010,DEF05,3,0.229
2012,NUTS,2010,DEF05,3,0.071
2011,NUTS,2010,DEF06,3,0.272
2012,NUTS,2010,DEF06,3,0.262
2011,NUTS,2010,DEF09,3,0.064
2012,NUTS,2010,DEF09,3,0.063
2011,NUTS,2010,DEF0A,3,0.419
2012,NUTS,2010,DEF0A,3,0.218
2011,NUTS,2010,DEF0B,3,0.216
2012,NUTS,2010,DEF0B,3,0.032
