year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_rse_pc_emp_fte_total
2008,NUTS,2010,CZ04,2,0.086
2009,NUTS,2010,CZ04,2,0.0868
2010,NUTS,2010,CZ04,2,0.0908
2011,NUTS,2010,CZ04,2,0.0925
2012,NUTS,2010,CZ04,2,0.1069
2013,NUTS,2010,CZ04,2,0.1064
2014,NUTS,2010,CZ04,2,0.1149
2015,NUTS,2010,CZ04,2,0.1161
2016,NUTS,2010,CZ04,2,0.1065
2017,NUTS,2010,CZ04,2,0.1223
2018,NUTS,2010,CZ04,2,0.1326
2019,NUTS,2010,CZ04,2,0.12
2020,NUTS,2010,CZ04,2,0.1106
2001,NUTS,2010,CZ05,2,0.1679
2002,NUTS,2010,CZ05,2,0.1784
2003,NUTS,2010,CZ05,2,0.1652
2004,NUTS,2010,CZ05,2,0.2202
2005,NUTS,2010,CZ05,2,0.3145
2006,NUTS,2010,CZ05,2,0.3929
2007,NUTS,2010,CZ05,2,0.3813
2008,NUTS,2010,CZ05,2,0.3762
2009,NUTS,2010,CZ05,2,0.3532
2010,NUTS,2010,CZ05,2,0.3592
2011,NUTS,2010,CZ05,2,0.4364
2012,NUTS,2010,CZ05,2,0.4492
2013,NUTS,2010,CZ05,2,0.457
2014,NUTS,2010,CZ05,2,0.4519
2015,NUTS,2010,CZ05,2,0.4408
2016,NUTS,2010,CZ05,2,0.4244
2017,NUTS,2010,CZ05,2,0.4439
2018,NUTS,2010,CZ05,2,0.4411
2019,NUTS,2010,CZ05,2,0.4675
2020,NUTS,2010,CZ05,2,0.4843
2001,NUTS,2010,CZ06,2,0.32
2002,NUTS,2010,CZ06,2,0.2904
2003,NUTS,2010,CZ06,2,0.3102
2004,NUTS,2010,CZ06,2,0.3359
2005,NUTS,2010,CZ06,2,0.5293
2006,NUTS,2010,CZ06,2,0.5668
2007,NUTS,2010,CZ06,2,0.5791
2008,NUTS,2010,CZ06,2,0.7216
2009,NUTS,2010,CZ06,2,0.7105
2010,NUTS,2010,CZ06,2,0.7427
2011,NUTS,2010,CZ06,2,0.7212
2012,NUTS,2010,CZ06,2,0.8766
2013,NUTS,2010,CZ06,2,0.85
2014,NUTS,2010,CZ06,2,0.9769
2015,NUTS,2010,CZ06,2,1.0808
2016,NUTS,2010,CZ06,2,1.0492
2017,NUTS,2010,CZ06,2,1.0164
2018,NUTS,2010,CZ06,2,0.948
2019,NUTS,2010,CZ06,2,0.9978
2020,NUTS,2010,CZ06,2,1.1446
2001,NUTS,2010,CZ07,2,0.1539
2002,NUTS,2010,CZ07,2,0.1414
2003,NUTS,2010,CZ07,2,0.1555
2004,NUTS,2010,CZ07,2,0.1645
2005,NUTS,2010,CZ07,2,0.3056
2006,NUTS,2010,CZ07,2,0.3127
2007,NUTS,2010,CZ07,2,0.3064
2008,NUTS,2010,CZ07,2,0.3267
2009,NUTS,2010,CZ07,2,0.3218
2010,NUTS,2010,CZ07,2,0.353
2011,NUTS,2010,CZ07,2,0.3759
2012,NUTS,2010,CZ07,2,0.4418
2013,NUTS,2010,CZ07,2,0.5088
2014,NUTS,2010,CZ07,2,0.5425
2015,NUTS,2010,CZ07,2,0.5498
2016,NUTS,2010,CZ07,2,0.5555
2017,NUTS,2010,CZ07,2,0.5198
2018,NUTS,2010,CZ07,2,0.5287
2019,NUTS,2010,CZ07,2,0.5926
2020,NUTS,2010,CZ07,2,0.5747
2001,NUTS,2010,CZ08,2,0.1657
2002,NUTS,2010,CZ08,2,0.1601
2003,NUTS,2010,CZ08,2,0.1759
2004,NUTS,2010,CZ08,2,0.1824
2005,NUTS,2010,CZ08,2,0.2379
2006,NUTS,2010,CZ08,2,0.2615
2007,NUTS,2010,CZ08,2,0.2766
2008,NUTS,2010,CZ08,2,0.2875
2009,NUTS,2010,CZ08,2,0.3299
2010,NUTS,2010,CZ08,2,0.3331
2011,NUTS,2010,CZ08,2,0.3788
2012,NUTS,2010,CZ08,2,0.4827
2013,NUTS,2010,CZ08,2,0.3579
2014,NUTS,2010,CZ08,2,0.3889
2015,NUTS,2010,CZ08,2,0.4437
2016,NUTS,2010,CZ08,2,0.4489
2017,NUTS,2010,CZ08,2,0.4645
2018,NUTS,2010,CZ08,2,0.4887
2019,NUTS,2010,CZ08,2,0.4675
2020,NUTS,2010,CZ08,2,0.4969
1993,NUTS,2010,DE,0,0.6421
1995,NUTS,2010,DE,0,0.6521
1996,NUTS,2010,DE,0,0.6535
1997,NUTS,2010,DE,0,0.6728
1998,NUTS,2010,DE,0,0.6727
1999,NUTS,2010,DE,0,0.712
2000,NUTS,2010,DE,0,0.717
2001,NUTS,2010,DE,0,0.7344
2002,NUTS,2010,DE,0,0.7432
2003,NUTS,2010,DE,0,0.7582
2004,NUTS,2010,DE,0,0.7652
2005,NUTS,2010,DE,0,0.7592
2006,NUTS,2010,DE,0,0.7639
2007,NUTS,2010,DE,0,0.7777
2008,NUTS,2010,DE,0,0.7985
2009,NUTS,2010,DE,0,0.8505
2010,NUTS,2010,DE,0,0.8902
2011,NUTS,2010,DE,0,0.9021
2012,NUTS,2010,DE,0,0.932
2013,NUTS,2010,DE,0,0.9296
2014,NUTS,2010,DE,0,0.9166
2015,NUTS,2010,DE,0,1.0037
2016,NUTS,2010,DE,0,1.0083
2017,NUTS,2010,DE,0,1.0505
2018,NUTS,2010,DE,0,1.0816
2019,NUTS,2010,DE,0,1.1123
2020,NUTS,2010,DE,0,1.138
2003,NUTS,2010,DE1,1,1.2398
2005,NUTS,2010,DE1,1,1.2674
2007,NUTS,2010,DE1,1,1.2822
2009,NUTS,2010,DE1,1,1.3524
2011,NUTS,2010,DE1,1,1.4683
2013,NUTS,2010,DE1,1,1.4955
2015,NUTS,2010,DE1,1,1.6233
2017,NUTS,2010,DE1,1,1.8057
2019,NUTS,2010,DE1,1,1.8608
2003,NUTS,2010,DE11,2,1.6458
2005,NUTS,2010,DE11,2,1.6897
2007,NUTS,2010,DE11,2,1.6955
2009,NUTS,2010,DE11,2,1.7041
2011,NUTS,2010,DE11,2,1.9118
2013,NUTS,2010,DE11,2,1.9902
2015,NUTS,2010,DE11,2,2.1755
2017,NUTS,2010,DE11,2,2.524
2019,NUTS,2010,DE11,2,2.5376
2003,NUTS,2010,DE12,2,1.2345
2005,NUTS,2010,DE12,2,1.3034
2007,NUTS,2010,DE12,2,1.3184
2009,NUTS,2010,DE12,2,1.4606
2011,NUTS,2010,DE12,2,1.5327
2013,NUTS,2010,DE12,2,1.4896
2015,NUTS,2010,DE12,2,1.6146
2017,NUTS,2010,DE12,2,1.7862
2019,NUTS,2010,DE12,2,1.8103
2003,NUTS,2010,DE13,2,0.5792
2005,NUTS,2010,DE13,2,0.5769
2007,NUTS,2010,DE13,2,0.6591
2009,NUTS,2010,DE13,2,0.74
2011,NUTS,2010,DE13,2,0.8203
2013,NUTS,2010,DE13,2,0.7987
2015,NUTS,2010,DE13,2,0.8317
2017,NUTS,2010,DE13,2,0.8732
2019,NUTS,2010,DE13,2,0.9507
2003,NUTS,2010,DE14,2,1.1437
2005,NUTS,2010,DE14,2,1.1209
2007,NUTS,2010,DE14,2,1.0907
2009,NUTS,2010,DE14,2,1.1731
2011,NUTS,2010,DE14,2,1.2173
2013,NUTS,2010,DE14,2,1.2855
2015,NUTS,2010,DE14,2,1.3743
2017,NUTS,2010,DE14,2,1.3692
2019,NUTS,2010,DE14,2,1.5141
2003,NUTS,2010,DE2,1,0.9361
2005,NUTS,2010,DE2,1,0.9841
2007,NUTS,2010,DE2,1,0.923
2009,NUTS,2010,DE2,1,1.0096
2011,NUTS,2010,DE2,1,1.0053
2013,NUTS,2010,DE2,1,1.0326
2015,NUTS,2010,DE2,1,1.1317
2017,NUTS,2010,DE2,1,1.1328
2019,NUTS,2010,DE2,1,1.2585
2003,NUTS,2010,DE21,2,1.6625
2005,NUTS,2010,DE21,2,1.8275
2007,NUTS,2010,DE21,2,1.6461
2009,NUTS,2010,DE21,2,1.7603
2011,NUTS,2010,DE21,2,1.6853
2013,NUTS,2010,DE21,2,1.7476
2015,NUTS,2010,DE21,2,1.8748
2017,NUTS,2010,DE21,2,1.7661
2019,NUTS,2010,DE21,2,1.9626
2015,NUTS,2010,DE22,2,0.375
2017,NUTS,2010,DE22,2,0.4012
2019,NUTS,2010,DE22,2,0.4716
2015,NUTS,2010,DE23,2,0.6353
2017,NUTS,2010,DE23,2,0.7811
2019,NUTS,2010,DE23,2,0.9056
2003,NUTS,2010,DE24,2,0.4191
2005,NUTS,2010,DE24,2,0.3888
2007,NUTS,2010,DE24,2,0.4301
2009,NUTS,2010,DE24,2,0.4809
2011,NUTS,2010,DE24,2,0.5226
2013,NUTS,2010,DE24,2,0.5363
2015,NUTS,2010,DE24,2,0.5821
2017,NUTS,2010,DE24,2,0.6415
2019,NUTS,2010,DE24,2,0.8322
2003,NUTS,2010,DE25,2,1.0886
2005,NUTS,2010,DE25,2,0.9629
2007,NUTS,2010,DE25,2,0.879
2009,NUTS,2010,DE25,2,1.0847
2011,NUTS,2010,DE25,2,1.1442
2013,NUTS,2010,DE25,2,1.0687
2015,NUTS,2010,DE25,2,1.1871
2017,NUTS,2010,DE25,2,1.1614
2019,NUTS,2010,DE25,2,1.3183
2003,NUTS,2010,DE26,2,0.5298
2005,NUTS,2010,DE26,2,0.5987
2007,NUTS,2010,DE26,2,0.6166
2009,NUTS,2010,DE26,2,0.6718
2011,NUTS,2010,DE26,2,0.7491
2013,NUTS,2010,DE26,2,0.776
2015,NUTS,2010,DE26,2,0.78
2017,NUTS,2010,DE26,2,1.0177
2019,NUTS,2010,DE26,2,1.0135
2003,NUTS,2010,DE27,2,0.3125
2005,NUTS,2010,DE27,2,0.3177
2007,NUTS,2010,DE27,2,0.3347
2009,NUTS,2010,DE27,2,0.3284
2011,NUTS,2010,DE27,2,0.3543
2013,NUTS,2010,DE27,2,0.4239
2015,NUTS,2010,DE27,2,0.5436
2017,NUTS,2010,DE27,2,0.5266
2019,NUTS,2010,DE27,2,0.5413
2003,NUTS,2010,DE3,1,1.17
2005,NUTS,2010,DE3,1,1.0749
2007,NUTS,2010,DE3,1,1.0342
2009,NUTS,2010,DE3,1,1.1412
2011,NUTS,2010,DE3,1,1.2434
2013,NUTS,2010,DE3,1,1.194
2015,NUTS,2010,DE3,1,1.2435
2017,NUTS,2010,DE3,1,1.1735
2019,NUTS,2010,DE3,1,1.2088
2003,NUTS,2010,DE30,2,1.17
2005,NUTS,2010,DE30,2,1.0749
2007,NUTS,2010,DE30,2,1.0342
2009,NUTS,2010,DE30,2,1.1412
2011,NUTS,2010,DE30,2,1.2434
2013,NUTS,2010,DE30,2,1.194
2015,NUTS,2010,DE30,2,1.2435
2017,NUTS,2010,DE30,2,1.1735
2019,NUTS,2010,DE30,2,1.2088
2003,NUTS,2010,DE4,1,0.3366
2005,NUTS,2010,DE4,1,0.3304
2007,NUTS,2010,DE4,1,0.3519
2009,NUTS,2010,DE4,1,0.3789
2011,NUTS,2010,DE4,1,0.4428
2013,NUTS,2010,DE4,1,0.4924
2015,NUTS,2010,DE4,1,0.4936
2017,NUTS,2010,DE4,1,0.5507
2019,NUTS,2010,DE4,1,0.5734
2003,NUTS,2010,DE40,2,0.3364
2005,NUTS,2010,DE40,2,0.3305
2007,NUTS,2010,DE40,2,0.3519
2009,NUTS,2010,DE40,2,0.3789
2011,NUTS,2010,DE40,2,0.4428
2013,NUTS,2010,DE40,2,0.4924
2015,NUTS,2010,DE40,2,0.4936
2017,NUTS,2010,DE40,2,0.5507
2019,NUTS,2010,DE40,2,0.5734
2003,NUTS,2010,DE5,1,1.2711
2005,NUTS,2010,DE5,1,1.1153
2007,NUTS,2010,DE5,1,1.1608
2009,NUTS,2010,DE5,1,1.2693
2011,NUTS,2010,DE5,1,1.2838
2013,NUTS,2010,DE5,1,1.3878
2015,NUTS,2010,DE5,1,1.4519
2017,NUTS,2010,DE5,1,1.3498
2019,NUTS,2010,DE5,1,1.4771
2003,NUTS,2010,DE50,2,1.2711
2005,NUTS,2010,DE50,2,1.1153
2007,NUTS,2010,DE50,2,1.1608
2009,NUTS,2010,DE50,2,1.2693
2011,NUTS,2010,DE50,2,1.2838
2013,NUTS,2010,DE50,2,1.3878
2015,NUTS,2010,DE50,2,1.4519
2017,NUTS,2010,DE50,2,1.3498
2019,NUTS,2010,DE50,2,1.4771
2003,NUTS,2010,DE6,1,0.7888
2005,NUTS,2010,DE6,1,0.7742
2007,NUTS,2010,DE6,1,0.7983
2009,NUTS,2010,DE6,1,0.8392
2011,NUTS,2010,DE6,1,0.826
2013,NUTS,2010,DE6,1,0.9962
2015,NUTS,2010,DE6,1,0.9918
2017,NUTS,2010,DE6,1,1.0816
2019,NUTS,2010,DE6,1,1.1348
2003,NUTS,2010,DE60,2,0.7888
2005,NUTS,2010,DE60,2,0.7742
2007,NUTS,2010,DE60,2,0.7983
2009,NUTS,2010,DE60,2,0.8392
2011,NUTS,2010,DE60,2,0.826
2013,NUTS,2010,DE60,2,0.9962
2015,NUTS,2010,DE60,2,0.9918
2017,NUTS,2010,DE60,2,1.0816
2019,NUTS,2010,DE60,2,1.1348
2003,NUTS,2010,DE7,1,0.7344
2005,NUTS,2010,DE7,1,0.7394
2007,NUTS,2010,DE7,1,0.8371
2009,NUTS,2010,DE7,1,0.8729
2011,NUTS,2010,DE7,1,0.8309
2013,NUTS,2010,DE7,1,0.8035
2015,NUTS,2010,DE7,1,0.9465
2017,NUTS,2010,DE7,1,0.9746
2019,NUTS,2010,DE7,1,0.9898
2003,NUTS,2010,DE71,2,0.9317
2005,NUTS,2010,DE71,2,0.9323
2007,NUTS,2010,DE71,2,1.0494
2009,NUTS,2010,DE71,2,1.0345
2011,NUTS,2010,DE71,2,1.0374
2013,NUTS,2010,DE71,2,0.9579
2015,NUTS,2010,DE71,2,1.1395
2017,NUTS,2010,DE71,2,1.1634
2019,NUTS,2010,DE71,2,1.1857
2003,NUTS,2010,DE72,2,0.4938
2005,NUTS,2010,DE72,2,0.5174
2007,NUTS,2010,DE72,2,0.6027
2009,NUTS,2010,DE72,2,0.6223
2011,NUTS,2010,DE72,2,0.6884
2013,NUTS,2010,DE72,2,0.7403
2015,NUTS,2010,DE72,2,0.7546
2017,NUTS,2010,DE72,2,0.8034
2019,NUTS,2010,DE72,2,0.8239
2003,NUTS,2010,DE73,2,0.2984
2005,NUTS,2010,DE73,2,0.3191
2007,NUTS,2010,DE73,2,0.3641
2009,NUTS,2010,DE73,2,0.5643
2011,NUTS,2010,DE73,2,0.2979
2013,NUTS,2010,DE73,2,0.358
2015,NUTS,2010,DE73,2,0.4845
2017,NUTS,2010,DE73,2,0.4924
2019,NUTS,2010,DE73,2,0.47
2003,NUTS,2010,DE8,1,0.3471
2005,NUTS,2010,DE8,1,0.3153
2007,NUTS,2010,DE8,1,0.3632
2009,NUTS,2010,DE8,1,0.4182
2011,NUTS,2010,DE8,1,0.5105
2013,NUTS,2010,DE8,1,0.4618
2015,NUTS,2010,DE8,1,0.4463
2017,NUTS,2010,DE8,1,0.4853
2019,NUTS,2010,DE8,1,0.5141
2003,NUTS,2010,DE80,2,0.3471
2005,NUTS,2010,DE80,2,0.3153
2007,NUTS,2010,DE80,2,0.3632
2009,NUTS,2010,DE80,2,0.4182
2011,NUTS,2010,DE80,2,0.5105
2013,NUTS,2010,DE80,2,0.4618
2015,NUTS,2010,DE80,2,0.4463
2017,NUTS,2010,DE80,2,0.4853
2019,NUTS,2010,DE80,2,0.5141
2003,NUTS,2010,DE9,1,0.5664
2005,NUTS,2010,DE9,1,0.5389
2007,NUTS,2010,DE9,1,0.5983
2009,NUTS,2010,DE9,1,0.5853
2011,NUTS,2010,DE9,1,0.7003
2013,NUTS,2010,DE9,1,0.7349
2015,NUTS,2010,DE9,1,0.7487
2017,NUTS,2010,DE9,1,0.7611
2019,NUTS,2010,DE9,1,0.8053
2003,NUTS,2010,DE91,2,1.4587
2005,NUTS,2010,DE91,2,1.3015
2007,NUTS,2010,DE91,2,1.5337
2009,NUTS,2010,DE91,2,1.5291
2011,NUTS,2010,DE91,2,1.9251
2013,NUTS,2010,DE91,2,2.0897
2015,NUTS,2010,DE91,2,2.0502
2017,NUTS,2010,DE91,2,2.146
2019,NUTS,2010,DE91,2,2.2124
2003,NUTS,2010,DE92,2,0.695
2005,NUTS,2010,DE92,2,0.6669
2007,NUTS,2010,DE92,2,0.6884
2009,NUTS,2010,DE92,2,0.6881
2011,NUTS,2010,DE92,2,0.7687
2013,NUTS,2010,DE92,2,0.7341
2015,NUTS,2010,DE92,2,0.7829
2017,NUTS,2010,DE92,2,0.7452
2019,NUTS,2010,DE92,2,0.7844
2003,NUTS,2010,DE93,2,0.107
2005,NUTS,2010,DE93,2,0.1702
2007,NUTS,2010,DE93,2,0.1939
2009,NUTS,2010,DE93,2,0.1745
2011,NUTS,2010,DE93,2,0.1774
2013,NUTS,2010,DE93,2,0.2211
2015,NUTS,2010,DE93,2,0.2037
2017,NUTS,2010,DE93,2,0.2268
2019,NUTS,2010,DE93,2,0.2388
2003,NUTS,2010,DE94,2,0.1883
2005,NUTS,2010,DE94,2,0.1953
2007,NUTS,2010,DE94,2,0.1982
2009,NUTS,2010,DE94,2,0.1771
2011,NUTS,2010,DE94,2,0.226
2013,NUTS,2010,DE94,2,0.2573
2015,NUTS,2010,DE94,2,0.2914
2017,NUTS,2010,DE94,2,0.3028
2019,NUTS,2010,DE94,2,0.3489
2003,NUTS,2010,DEA,1,0.5309
2005,NUTS,2010,DEA,1,0.5199
2007,NUTS,2010,DEA,1,0.542
2009,NUTS,2010,DEA,1,0.6011
2011,NUTS,2010,DEA,1,0.6427
2013,NUTS,2010,DEA,1,0.6492
2015,NUTS,2010,DEA,1,0.7102
2017,NUTS,2010,DEA,1,0.7437
2019,NUTS,2010,DEA,1,0.7924
2003,NUTS,2010,DEA1,2,0.4149
2005,NUTS,2010,DEA1,2,0.4362
2007,NUTS,2010,DEA1,2,0.4415
2009,NUTS,2010,DEA1,2,0.4922
2011,NUTS,2010,DEA1,2,0.5014
2013,NUTS,2010,DEA1,2,0.5017
2015,NUTS,2010,DEA1,2,0.5939
2017,NUTS,2010,DEA1,2,0.6126
2019,NUTS,2010,DEA1,2,0.6485
2003,NUTS,2010,DEA2,2,0.8905
2005,NUTS,2010,DEA2,2,0.842
2007,NUTS,2010,DEA2,2,0.8568
2009,NUTS,2010,DEA2,2,0.9575
2011,NUTS,2010,DEA2,2,1.0931
2013,NUTS,2010,DEA2,2,1.0129
2015,NUTS,2010,DEA2,2,1.1219
2017,NUTS,2010,DEA2,2,1.1396
2019,NUTS,2010,DEA2,2,1.2465
2003,NUTS,2010,DEA3,2,0.2719
2005,NUTS,2010,DEA3,2,0.2139
2007,NUTS,2010,DEA3,2,0.2538
2009,NUTS,2010,DEA3,2,0.2752
2011,NUTS,2010,DEA3,2,0.3063
2013,NUTS,2010,DEA3,2,0.3342
2015,NUTS,2010,DEA3,2,0.326
2017,NUTS,2010,DEA3,2,0.3522
2019,NUTS,2010,DEA3,2,0.3773
2003,NUTS,2010,DEA4,2,0.4144
2005,NUTS,2010,DEA4,2,0.4455
2007,NUTS,2010,DEA4,2,0.5484
2009,NUTS,2010,DEA4,2,0.6164
2011,NUTS,2010,DEA4,2,0.6293
2013,NUTS,2010,DEA4,2,0.7229
2015,NUTS,2010,DEA4,2,0.7457
2017,NUTS,2010,DEA4,2,0.8071
2019,NUTS,2010,DEA4,2,0.8703
2003,NUTS,2010,DEA5,2,0.5202
2005,NUTS,2010,DEA5,2,0.511
2007,NUTS,2010,DEA5,2,0.5041
2009,NUTS,2010,DEA5,2,0.5425
2011,NUTS,2010,DEA5,2,0.5487
2013,NUTS,2010,DEA5,2,0.6036
2015,NUTS,2010,DEA5,2,0.6302
2017,NUTS,2010,DEA5,2,0.6802
2019,NUTS,2010,DEA5,2,0.6906
2003,NUTS,2010,DEB,1,0.3521
2005,NUTS,2010,DEB,1,0.3511
2007,NUTS,2010,DEB,1,0.383
2009,NUTS,2010,DEB,1,0.4364
2011,NUTS,2010,DEB,1,0.4696
2013,NUTS,2010,DEB,1,0.5023
2015,NUTS,2010,DEB,1,0.5486
2017,NUTS,2010,DEB,1,0.5657
2019,NUTS,2010,DEB,1,0.633
2003,NUTS,2010,DEB1,2,0.1837
2005,NUTS,2010,DEB1,2,0.1775
2007,NUTS,2010,DEB1,2,0.2102
2009,NUTS,2010,DEB1,2,0.2304
2011,NUTS,2010,DEB1,2,0.1846
2013,NUTS,2010,DEB1,2,0.1972
2015,NUTS,2010,DEB1,2,0.1711
2017,NUTS,2010,DEB1,2,0.2042
2019,NUTS,2010,DEB1,2,0.2487
2003,NUTS,2010,DEB2,2,0.1782
2005,NUTS,2010,DEB2,2,0.1949
2007,NUTS,2010,DEB2,2,0.2635
2009,NUTS,2010,DEB2,2,0.3052
2011,NUTS,2010,DEB2,2,0.3265
2013,NUTS,2010,DEB2,2,0.3168
2015,NUTS,2010,DEB2,2,0.2819
2017,NUTS,2010,DEB2,2,0.2848
2019,NUTS,2010,DEB2,2,0.2901
2003,NUTS,2010,DEB3,2,0.5214
2005,NUTS,2010,DEB3,2,0.5264
2007,NUTS,2010,DEB3,2,0.5421
2009,NUTS,2010,DEB3,2,0.6228
2011,NUTS,2010,DEB3,2,0.7204
2013,NUTS,2010,DEB3,2,0.7753
2015,NUTS,2010,DEB3,2,0.9024
2017,NUTS,2010,DEB3,2,0.9098
2019,NUTS,2010,DEB3,2,1.0112
2003,NUTS,2010,DEC,1,0.3669
2005,NUTS,2010,DEC,1,0.3676
2007,NUTS,2010,DEC,1,0.4203
2009,NUTS,2010,DEC,1,0.45
2011,NUTS,2010,DEC,1,0.511
2013,NUTS,2010,DEC,1,0.578
2015,NUTS,2010,DEC,1,0.5837
2017,NUTS,2010,DEC,1,0.6711
2019,NUTS,2010,DEC,1,0.726
2003,NUTS,2010,DEC0,2,0.3669
2005,NUTS,2010,DEC0,2,0.3676
2007,NUTS,2010,DEC0,2,0.4203
2009,NUTS,2010,DEC0,2,0.45
2011,NUTS,2010,DEC0,2,0.511
2013,NUTS,2010,DEC0,2,0.578
2015,NUTS,2010,DEC0,2,0.5837
2017,NUTS,2010,DEC0,2,0.6711
2019,NUTS,2010,DEC0,2,0.726
2003,NUTS,2010,DED,1,0.7095
2005,NUTS,2010,DED,1,0.668
2007,NUTS,2010,DED,1,0.7567
2009,NUTS,2010,DED,1,0.8119
2011,NUTS,2010,DED,1,0.8525
2013,NUTS,2010,DED,1,0.9128
2015,NUTS,2010,DED,1,0.9072
2017,NUTS,2010,DED,1,0.9605
2019,NUTS,2010,DED,1,1.0204
2003,NUTS,2010,DED2,2,0.9751
2005,NUTS,2010,DED2,2,1.0032
2007,NUTS,2010,DED2,2,1.1392
2009,NUTS,2010,DED2,2,1.1257
2011,NUTS,2010,DED2,2,1.1878
2013,NUTS,2010,DED2,2,1.0389
2015,NUTS,2010,DED2,2,1.2228
2017,NUTS,2010,DED2,2,1.3035
2019,NUTS,2010,DED2,2,1.3733
2009,NUTS,2010,DED4,2,0.554
2011,NUTS,2010,DED4,2,0.5843
2013,NUTS,2010,DED4,2,0.9177
2015,NUTS,2010,DED4,2,0.6611
2017,NUTS,2010,DED4,2,0.6872
2019,NUTS,2010,DED4,2,0.7582
2009,NUTS,2010,DED5,2,0.6993
2011,NUTS,2010,DED5,2,0.7085
2013,NUTS,2010,DED5,2,0.7077
2015,NUTS,2010,DED5,2,0.7603
2017,NUTS,2010,DED5,2,0.813
2019,NUTS,2010,DED5,2,0.8316
2003,NUTS,2010,DEE,1,0.346
2005,NUTS,2010,DEE,1,0.3285
2007,NUTS,2010,DEE,1,0.3413
2009,NUTS,2010,DEE,1,0.3826
2011,NUTS,2010,DEE,1,0.3965
2013,NUTS,2010,DEE,1,0.4361
2015,NUTS,2010,DEE,1,0.4114
2017,NUTS,2010,DEE,1,0.4369
2019,NUTS,2010,DEE,1,0.4724
2003,NUTS,2010,DEE0,2,0.346
2005,NUTS,2010,DEE0,2,0.3285
2007,NUTS,2010,DEE0,2,0.3413
2009,NUTS,2010,DEE0,2,0.3826
2011,NUTS,2010,DEE0,2,0.3965
2013,NUTS,2010,DEE0,2,0.4361
2015,NUTS,2010,DEE0,2,0.4114
2017,NUTS,2010,DEE0,2,0.4369
2019,NUTS,2010,DEE0,2,0.4724
2003,NUTS,2010,DEF,1,0.3144
2005,NUTS,2010,DEF,1,0.3307
2007,NUTS,2010,DEF,1,0.3065
2009,NUTS,2010,DEF,1,0.3656
2011,NUTS,2010,DEF,1,0.4143
2013,NUTS,2010,DEF,1,0.4293
2015,NUTS,2010,DEF,1,0.4229
2017,NUTS,2010,DEF,1,0.4484
2019,NUTS,2010,DEF,1,0.4435
2003,NUTS,2010,DEF0,2,0.3144
2005,NUTS,2010,DEF0,2,0.3307
2007,NUTS,2010,DEF0,2,0.3065
2009,NUTS,2010,DEF0,2,0.3656
2011,NUTS,2010,DEF0,2,0.4143
2013,NUTS,2010,DEF0,2,0.4293
2015,NUTS,2010,DEF0,2,0.4229
2017,NUTS,2010,DEF0,2,0.4484
2019,NUTS,2010,DEF0,2,0.4435
2003,NUTS,2010,DEG,1,0.5457
2005,NUTS,2010,DEG,1,0.5756
2007,NUTS,2010,DEG,1,0.5626
2009,NUTS,2010,DEG,1,0.606
2011,NUTS,2010,DEG,1,0.645
2013,NUTS,2010,DEG,1,0.649
2015,NUTS,2010,DEG,1,0.6621
2017,NUTS,2010,DEG,1,0.712
2019,NUTS,2010,DEG,1,0.7703
2003,NUTS,2010,DEG0,2,0.5457
2005,NUTS,2010,DEG0,2,0.5756
2007,NUTS,2010,DEG0,2,0.5626
2009,NUTS,2010,DEG0,2,0.606
2011,NUTS,2010,DEG0,2,0.645
2013,NUTS,2010,DEG0,2,0.649
2015,NUTS,2010,DEG0,2,0.6621
2017,NUTS,2010,DEG0,2,0.712
2019,NUTS,2010,DEG0,2,0.7703
1993,NUTS,2010,DK,0,0.5408
1995,NUTS,2010,DK,0,0.6169
1996,NUTS,2010,DK,0,0.6391
1997,NUTS,2010,DK,0,0.6615
1999,NUTS,2010,DK,0,0.7069
2001,NUTS,2010,DK,0,0.7205
2002,NUTS,2010,DK,0,0.9518
2003,NUTS,2010,DK,0,0.9333
2004,NUTS,2010,DK,0,0.9717
2005,NUTS,2010,DK,0,1.0414
2006,NUTS,2010,DK,0,1.0444
2007,NUTS,2010,DK,0,1.0937
2008,NUTS,2010,DK,0,1.2973
2009,NUTS,2010,DK,0,1.3841
2010,NUTS,2010,DK,0,1.4404
2011,NUTS,2010,DK,0,1.5139
2012,NUTS,2010,DK,0,1.5626
2013,NUTS,2010,DK,0,1.5631
2014,NUTS,2010,DK,0,1.6056
2015,NUTS,2010,DK,0,1.6327
2016,NUTS,2010,DK,0,1.6716
2017,NUTS,2010,DK,0,1.6296
2018,NUTS,2010,DK,0,1.6037
2019,NUTS,2010,DK,0,1.6074
2020,NUTS,2010,DK,0,1.6183
1999,NUTS,2010,DK0,1,0.6996
2001,NUTS,2010,DK0,1,0.7159
2002,NUTS,2010,DK0,1,0.9322
2003,NUTS,2010,DK0,1,0.9202
2004,NUTS,2010,DK0,1,0.9904
2007,NUTS,2010,DK0,1,1.0762
2009,NUTS,2010,DK0,1,1.3263
2010,NUTS,2010,DK0,1,1.4066
2011,NUTS,2010,DK0,1,1.4267
2012,NUTS,2010,DK0,1,1.5154
2013,NUTS,2010,DK0,1,1.5293
2014,NUTS,2010,DK0,1,1.5545
2015,NUTS,2010,DK0,1,1.5809
2016,NUTS,2010,DK0,1,1.6158
2017,NUTS,2010,DK0,1,1.5767
2018,NUTS,2010,DK0,1,1.5508
2019,NUTS,2010,DK0,1,1.5523
