year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_hes_rse_t
2019,NUTS,2010,SI,0,4658.0
1980,NUTS,2010,SI0,1,1370.0
1981,NUTS,2010,SI0,1,1221.0
1982,NUTS,2010,SI0,1,1242.0
1983,NUTS,2010,SI0,1,1439.0
1984,NUTS,2010,SI0,1,1483.0
1985,NUTS,2010,SI0,1,1578.0
1986,NUTS,2010,SI0,1,1639.0
1987,NUTS,2010,SI0,1,1625.0
1988,NUTS,2010,SI0,1,1869.0
1989,NUTS,2010,SI0,1,1725.0
1990,NUTS,2010,SI0,1,1794.0
1991,NUTS,2010,SI0,1,1787.0
1992,NUTS,2010,SI0,1,1904.0
1993,NUTS,2010,SI0,1,1950.0
1994,NUTS,2010,SI0,1,2474.0
1995,NUTS,2010,SI0,1,2651.0
1996,NUTS,2010,SI0,1,2909.0
1997,NUTS,2010,SI0,1,2499.0
1998,NUTS,2010,SI0,1,2718.0
1999,NUTS,2010,SI0,1,2918.0
2000,NUTS,2010,SI0,1,2954.0
2001,NUTS,2010,SI0,1,2999.0
2002,NUTS,2010,SI0,1,3056.0
2003,NUTS,2010,SI0,1,2501.0
2004,NUTS,2010,SI0,1,2571.0
2005,NUTS,2010,SI0,1,3564.0
2006,NUTS,2010,SI0,1,3609.0
2007,NUTS,2010,SI0,1,3623.0
2008,NUTS,2010,SI0,1,4164.0
2009,NUTS,2010,SI0,1,4231.0
2010,NUTS,2010,SI0,1,4696.0
2011,NUTS,2010,SI0,1,4938.0
2012,NUTS,2010,SI0,1,4695.0
2013,NUTS,2010,SI0,1,4310.0
2014,NUTS,2010,SI0,1,4376.0
2015,NUTS,2010,SI0,1,4186.0
2016,NUTS,2010,SI0,1,3776.0
2017,NUTS,2010,SI0,1,4374.0
2018,NUTS,2010,SI0,1,4737.0
2019,NUTS,2010,SI0,1,4658.0
2013,NUTS,2010,SI03,2,867.0
2014,NUTS,2010,SI03,2,879.0
2015,NUTS,2010,SI03,2,791.0
2016,NUTS,2010,SI03,2,775.0
2017,NUTS,2010,SI03,2,915.0
2019,NUTS,2010,SI03,2,1097.0
2013,NUTS,2010,SI04,2,3443.0
2014,NUTS,2010,SI04,2,3497.0
2015,NUTS,2010,SI04,2,3395.0
2016,NUTS,2010,SI04,2,3001.0
2017,NUTS,2010,SI04,2,3459.0
2019,NUTS,2010,SI04,2,3560.0
1994,NUTS,2010,SK,0,8480.0
1995,NUTS,2010,SK,0,9069.0
1996,NUTS,2010,SK,0,8719.0
1997,NUTS,2010,SK,0,9932.0
1998,NUTS,2010,SK,0,10893.0
1999,NUTS,2010,SK,0,9750.0
2000,NUTS,2010,SK,0,9980.0
2001,NUTS,2010,SK,0,10447.0
2002,NUTS,2010,SK,0,10101.0
2003,NUTS,2010,SK,0,11002.0
2004,NUTS,2010,SK,0,12414.0
2005,NUTS,2010,SK,0,12249.0
2006,NUTS,2010,SK,0,13379.0
2007,NUTS,2010,SK,0,13918.0
2008,NUTS,2010,SK,0,14383.0
2009,NUTS,2010,SK,0,16485.0
2010,NUTS,2010,SK,0,17826.0
2011,NUTS,2010,SK,0,18363.0
2012,NUTS,2010,SK,0,18011.0
2013,NUTS,2010,SK,0,17917.0
2014,NUTS,2010,SK,0,17668.0
2015,NUTS,2010,SK,0,16565.0
2016,NUTS,2010,SK,0,17862.0
2017,NUTS,2010,SK,0,17790.0
2018,NUTS,2010,SK,0,18676.0
2019,NUTS,2010,SK,0,18340.0
2020,NUTS,2010,SK,0,17856.0
2000,NUTS,2010,SK01,2,4263.0
2001,NUTS,2010,SK01,2,4368.0
2002,NUTS,2010,SK01,2,4455.0
2003,NUTS,2010,SK01,2,4917.0
2004,NUTS,2010,SK01,2,5490.0
2005,NUTS,2010,SK01,2,5059.0
2006,NUTS,2010,SK01,2,5808.0
2007,NUTS,2010,SK01,2,5905.0
2008,NUTS,2010,SK01,2,6157.0
2009,NUTS,2010,SK01,2,7458.0
2010,NUTS,2010,SK01,2,8516.0
2011,NUTS,2010,SK01,2,9091.0
2012,NUTS,2010,SK01,2,8517.0
2013,NUTS,2010,SK01,2,7805.0
2014,NUTS,2010,SK01,2,7585.0
2015,NUTS,2010,SK01,2,6771.0
2016,NUTS,2010,SK01,2,7846.0
2017,NUTS,2010,SK01,2,7318.0
2018,NUTS,2010,SK01,2,7972.0
2019,NUTS,2010,SK01,2,7663.0
2020,NUTS,2010,SK01,2,7475.0
2000,NUTS,2010,SK02,2,1606.0
2001,NUTS,2010,SK02,2,1966.0
2002,NUTS,2010,SK02,2,1640.0
2003,NUTS,2010,SK02,2,1770.0
2004,NUTS,2010,SK02,2,2018.0
2005,NUTS,2010,SK02,2,2207.0
2006,NUTS,2010,SK02,2,2255.0
2007,NUTS,2010,SK02,2,2477.0
2008,NUTS,2010,SK02,2,2417.0
2009,NUTS,2010,SK02,2,2690.0
2010,NUTS,2010,SK02,2,2553.0
2011,NUTS,2010,SK02,2,2467.0
2012,NUTS,2010,SK02,2,2426.0
2013,NUTS,2010,SK02,2,3182.0
2014,NUTS,2010,SK02,2,3265.0
2015,NUTS,2010,SK02,2,3002.0
2016,NUTS,2010,SK02,2,2872.0
2017,NUTS,2010,SK02,2,2918.0
2018,NUTS,2010,SK02,2,3099.0
2019,NUTS,2010,SK02,2,2999.0
2020,NUTS,2010,SK02,2,3003.0
2000,NUTS,2010,SK03,2,1667.0
2001,NUTS,2010,SK03,2,1721.0
2002,NUTS,2010,SK03,2,1733.0
2003,NUTS,2010,SK03,2,2025.0
2004,NUTS,2010,SK03,2,2372.0
2005,NUTS,2010,SK03,2,2316.0
2006,NUTS,2010,SK03,2,2581.0
2007,NUTS,2010,SK03,2,2506.0
2008,NUTS,2010,SK03,2,2736.0
2009,NUTS,2010,SK03,2,3001.0
2010,NUTS,2010,SK03,2,3320.0
2011,NUTS,2010,SK03,2,3273.0
2012,NUTS,2010,SK03,2,3416.0
2013,NUTS,2010,SK03,2,3282.0
2014,NUTS,2010,SK03,2,3319.0
2015,NUTS,2010,SK03,2,3171.0
2016,NUTS,2010,SK03,2,3599.0
2017,NUTS,2010,SK03,2,3811.0
2018,NUTS,2010,SK03,2,3752.0
2019,NUTS,2010,SK03,2,3521.0
2020,NUTS,2010,SK03,2,3265.0
2000,NUTS,2010,SK04,2,2444.0
2001,NUTS,2010,SK04,2,2392.0
2002,NUTS,2010,SK04,2,2273.0
2003,NUTS,2010,SK04,2,2290.0
2004,NUTS,2010,SK04,2,2534.0
2005,NUTS,2010,SK04,2,2667.0
2006,NUTS,2010,SK04,2,2735.0
2007,NUTS,2010,SK04,2,3030.0
2008,NUTS,2010,SK04,2,3073.0
2009,NUTS,2010,SK04,2,3336.0
2010,NUTS,2010,SK04,2,3437.0
2011,NUTS,2010,SK04,2,3532.0
2012,NUTS,2010,SK04,2,3652.0
2013,NUTS,2010,SK04,2,3648.0
2014,NUTS,2010,SK04,2,3499.0
2015,NUTS,2010,SK04,2,3621.0
2016,NUTS,2010,SK04,2,3545.0
2017,NUTS,2010,SK04,2,3743.0
2018,NUTS,2010,SK04,2,3853.0
2019,NUTS,2010,SK04,2,4157.0
2020,NUTS,2010,SK04,2,4113.0
1991,NUTS,2010,TR,0,29167.0
1992,NUTS,2010,TR,0,30172.0
1993,NUTS,2010,TR,0,34188.0
1994,NUTS,2010,TR,0,36013.0
1995,NUTS,2010,TR,0,39900.0
1996,NUTS,2010,TR,0,44939.0
1997,NUTS,2010,TR,0,47158.0
1998,NUTS,2010,TR,0,47088.0
1999,NUTS,2010,TR,0,50638.0
2000,NUTS,2010,TR,0,59294.0
2001,NUTS,2010,TR,0,58663.0
2002,NUTS,2010,TR,0,62207.0
2003,NUTS,2010,TR,0,63861.0
2004,NUTS,2010,TR,0,65535.0
2005,NUTS,2010,TR,0,67504.0
2006,NUTS,2010,TR,0,71019.0
2007,NUTS,2010,TR,0,79120.0
2008,NUTS,2010,TR,0,80183.0
2009,NUTS,2010,TR,0,83281.0
2010,NUTS,2010,TR,0,87897.0
2011,NUTS,2010,TR,0,95188.0
2012,NUTS,2010,TR,0,108478.0
2013,NUTS,2010,TR,0,113409.0
2014,NUTS,2010,TR,0,126046.0
2015,NUTS,2010,TR,0,132516.0
2016,NUTS,2010,TR,0,124719.0
2017,NUTS,2010,TR,0,132558.0
2018,NUTS,2010,TR,0,137458.0
2019,NUTS,2010,TR,0,143534.0
2020,NUTS,2010,TR,0,144059.0
2005,NUTS,2010,UK,0,255049.0
2007,NUTS,2010,UK,0,271360.0
2009,NUTS,2010,UK,0,284277.0
2010,NUTS,2010,UK,0,290736.0
2011,NUTS,2010,UK,0,307065.0
2012,NUTS,2010,UK,0,315230.0
2013,NUTS,2010,UK,0,330382.0
2014,NUTS,2010,UK,0,342696.0
2015,NUTS,2010,UK,0,347038.0
2016,NUTS,2010,UK,0,355637.0
2017,NUTS,2010,UK,0,351971.0
2018,NUTS,2010,UK,0,356455.0
2005,NUTS,2010,UKC,1,10839.0
2007,NUTS,2010,UKC,1,11635.0
2009,NUTS,2010,UKC,1,12103.0
2011,NUTS,2010,UKC,1,13049.0
2012,NUTS,2010,UKC,1,13396.0
2013,NUTS,2010,UKC,1,13856.0
2014,NUTS,2010,UKC,1,14373.0
2015,NUTS,2010,UKC,1,15026.0
2016,NUTS,2010,UKC,1,15398.0
2017,NUTS,2010,UKC,1,15054.0
2018,NUTS,2010,UKC,1,15246.0
2005,NUTS,2010,UKC1,2,3833.0
2007,NUTS,2010,UKC1,2,4205.0
2009,NUTS,2010,UKC1,2,4667.0
2011,NUTS,2010,UKC1,2,4854.0
2012,NUTS,2010,UKC1,2,4983.0
2013,NUTS,2010,UKC1,2,5123.0
2014,NUTS,2010,UKC1,2,5314.0
2015,NUTS,2010,UKC1,2,5456.0
2016,NUTS,2010,UKC1,2,5591.0
2017,NUTS,2010,UKC1,2,5286.0
2018,NUTS,2010,UKC1,2,5353.0
2005,NUTS,2010,UKC2,2,7006.0
2007,NUTS,2010,UKC2,2,7429.0
2009,NUTS,2010,UKC2,2,7436.0
2011,NUTS,2010,UKC2,2,8195.0
2012,NUTS,2010,UKC2,2,8413.0
2013,NUTS,2010,UKC2,2,8733.0
2014,NUTS,2010,UKC2,2,9059.0
2015,NUTS,2010,UKC2,2,9570.0
2016,NUTS,2010,UKC2,2,9807.0
2017,NUTS,2010,UKC2,2,9768.0
2018,NUTS,2010,UKC2,2,9892.0
2005,NUTS,2010,UKD,1,24476.0
2007,NUTS,2010,UKD,1,25980.0
2009,NUTS,2010,UKD,1,27020.0
2011,NUTS,2010,UKD,1,28079.0
2012,NUTS,2010,UKD,1,28826.0
2013,NUTS,2010,UKD,1,30520.0
2014,NUTS,2010,UKD,1,31658.0
2015,NUTS,2010,UKD,1,32691.0
2016,NUTS,2010,UKD,1,33501.0
2017,NUTS,2010,UKD,1,33965.0
2018,NUTS,2010,UKD,1,34398.0
2005,NUTS,2010,UKD1,2,498.0
2007,NUTS,2010,UKD1,2,801.0
2009,NUTS,2010,UKD1,2,723.0
2011,NUTS,2010,UKD1,2,514.0
2012,NUTS,2010,UKD1,2,528.0
2013,NUTS,2010,UKD1,2,502.0
2014,NUTS,2010,UKD1,2,521.0
2015,NUTS,2010,UKD1,2,569.0
2016,NUTS,2010,UKD1,2,583.0
2017,NUTS,2010,UKD1,2,636.0
2018,NUTS,2010,UKD1,2,644.0
2005,NUTS,2010,UKD3,2,13007.0
2007,NUTS,2010,UKD3,2,13780.0
2009,NUTS,2010,UKD3,2,14212.0
2011,NUTS,2010,UKD3,2,14834.0
2012,NUTS,2010,UKD3,2,15228.0
2013,NUTS,2010,UKD3,2,15348.0
2014,NUTS,2010,UKD3,2,15920.0
2015,NUTS,2010,UKD3,2,16086.0
2016,NUTS,2010,UKD3,2,16485.0
2017,NUTS,2010,UKD3,2,16338.0
2018,NUTS,2010,UKD3,2,16546.0
2005,NUTS,2010,UKD4,2,4350.0
2007,NUTS,2010,UKD4,2,4426.0
2009,NUTS,2010,UKD4,2,5055.0
2011,NUTS,2010,UKD4,2,5081.0
2012,NUTS,2010,UKD4,2,5216.0
2013,NUTS,2010,UKD4,2,5860.0
2014,NUTS,2010,UKD4,2,6078.0
2015,NUTS,2010,UKD4,2,6385.0
2016,NUTS,2010,UKD4,2,6543.0
2017,NUTS,2010,UKD4,2,6817.0
2018,NUTS,2010,UKD4,2,6904.0
2009,NUTS,2010,UKD6,2,783.0
2011,NUTS,2010,UKD6,2,852.0
2012,NUTS,2010,UKD6,2,875.0
2013,NUTS,2010,UKD6,2,1380.0
2014,NUTS,2010,UKD6,2,1431.0
2015,NUTS,2010,UKD6,2,1230.0
2016,NUTS,2010,UKD6,2,1261.0
2017,NUTS,2010,UKD6,2,1261.0
2018,NUTS,2010,UKD6,2,1277.0
2009,NUTS,2010,UKD7,2,6247.0
2011,NUTS,2010,UKD7,2,6798.0
2012,NUTS,2010,UKD7,2,6979.0
2013,NUTS,2010,UKD7,2,7430.0
2014,NUTS,2010,UKD7,2,7707.0
2015,NUTS,2010,UKD7,2,8421.0
2016,NUTS,2010,UKD7,2,8630.0
2017,NUTS,2010,UKD7,2,8913.0
2018,NUTS,2010,UKD7,2,9027.0
2005,NUTS,2010,UKE,1,22272.0
2007,NUTS,2010,UKE,1,22855.0
2009,NUTS,2010,UKE,1,21367.0
2011,NUTS,2010,UKE,1,25364.0
2012,NUTS,2010,UKE,1,26038.0
2013,NUTS,2010,UKE,1,27699.0
2014,NUTS,2010,UKE,1,28731.0
2015,NUTS,2010,UKE,1,29923.0
2016,NUTS,2010,UKE,1,30664.0
2017,NUTS,2010,UKE,1,30155.0
2018,NUTS,2010,UKE,1,30539.0
2005,NUTS,2010,UKE1,2,1807.0
2007,NUTS,2010,UKE1,2,1453.0
2009,NUTS,2010,UKE1,2,1776.0
2011,NUTS,2010,UKE1,2,2142.0
2012,NUTS,2010,UKE1,2,2199.0
2013,NUTS,2010,UKE1,2,2191.0
2014,NUTS,2010,UKE1,2,2273.0
2015,NUTS,2010,UKE1,2,1992.0
2016,NUTS,2010,UKE1,2,2041.0
2017,NUTS,2010,UKE1,2,1679.0
2018,NUTS,2010,UKE1,2,1700.0
2005,NUTS,2010,UKE2,2,3042.0
2007,NUTS,2010,UKE2,2,3320.0
2009,NUTS,2010,UKE2,2,3393.0
2011,NUTS,2010,UKE2,2,3548.0
2012,NUTS,2010,UKE2,2,3642.0
2013,NUTS,2010,UKE2,2,4113.0
2014,NUTS,2010,UKE2,2,4266.0
2015,NUTS,2010,UKE2,2,5027.0
2016,NUTS,2010,UKE2,2,5152.0
2017,NUTS,2010,UKE2,2,4896.0
2018,NUTS,2010,UKE2,2,4958.0
2005,NUTS,2010,UKE3,2,7314.0
2007,NUTS,2010,UKE3,2,7698.0
2009,NUTS,2010,UKE3,2,6362.0
2011,NUTS,2010,UKE3,2,8585.0
2012,NUTS,2010,UKE3,2,8813.0
2013,NUTS,2010,UKE3,2,9752.0
2014,NUTS,2010,UKE3,2,10115.0
2015,NUTS,2010,UKE3,2,10208.0
2016,NUTS,2010,UKE3,2,10461.0
2017,NUTS,2010,UKE3,2,10391.0
2018,NUTS,2010,UKE3,2,10523.0
2005,NUTS,2010,UKE4,2,10109.0
2007,NUTS,2010,UKE4,2,10384.0
2009,NUTS,2010,UKE4,2,9836.0
2011,NUTS,2010,UKE4,2,11089.0
2012,NUTS,2010,UKE4,2,11384.0
2013,NUTS,2010,UKE4,2,11643.0
2014,NUTS,2010,UKE4,2,12077.0
2015,NUTS,2010,UKE4,2,12696.0
2016,NUTS,2010,UKE4,2,13011.0
2017,NUTS,2010,UKE4,2,13189.0
2018,NUTS,2010,UKE4,2,13357.0
2005,NUTS,2010,UKF,1,17427.0
2007,NUTS,2010,UKF,1,18465.0
2009,NUTS,2010,UKF,1,19496.0
2011,NUTS,2010,UKF,1,20725.0
2012,NUTS,2010,UKF,1,21276.0
2013,NUTS,2010,UKF,1,21958.0
2014,NUTS,2010,UKF,1,22776.0
2015,NUTS,2010,UKF,1,22788.0
2016,NUTS,2010,UKF,1,23353.0
2017,NUTS,2010,UKF,1,22778.0
2018,NUTS,2010,UKF,1,23068.0
2005,NUTS,2010,UKF1,2,8948.0
2007,NUTS,2010,UKF1,2,9733.0
2009,NUTS,2010,UKF1,2,10446.0
2011,NUTS,2010,UKF1,2,10936.0
2012,NUTS,2010,UKF1,2,11227.0
2013,NUTS,2010,UKF1,2,11771.0
2014,NUTS,2010,UKF1,2,12210.0
2015,NUTS,2010,UKF1,2,12228.0
2016,NUTS,2010,UKF1,2,12531.0
2017,NUTS,2010,UKF1,2,12390.0
2018,NUTS,2010,UKF1,2,12548.0
2005,NUTS,2010,UKF2,2,7715.0
2007,NUTS,2010,UKF2,2,7927.0
2009,NUTS,2010,UKF2,2,8130.0
2011,NUTS,2010,UKF2,2,8800.0
2012,NUTS,2010,UKF2,2,9034.0
2013,NUTS,2010,UKF2,2,9075.0
2014,NUTS,2010,UKF2,2,9413.0
2015,NUTS,2010,UKF2,2,9234.0
2016,NUTS,2010,UKF2,2,9463.0
2017,NUTS,2010,UKF2,2,9044.0
2018,NUTS,2010,UKF2,2,9159.0
2005,NUTS,2010,UKF3,2,764.0
2007,NUTS,2010,UKF3,2,806.0
2009,NUTS,2010,UKF3,2,920.0
2011,NUTS,2010,UKF3,2,989.0
2012,NUTS,2010,UKF3,2,1015.0
2013,NUTS,2010,UKF3,2,1112.0
2014,NUTS,2010,UKF3,2,1153.0
2015,NUTS,2010,UKF3,2,1326.0
2016,NUTS,2010,UKF3,2,1359.0
2017,NUTS,2010,UKF3,2,1344.0
2018,NUTS,2010,UKF3,2,1361.0
2005,NUTS,2010,UKG,1,17250.0
2007,NUTS,2010,UKG,1,17495.0
2009,NUTS,2010,UKG,1,18759.0
2011,NUTS,2010,UKG,1,19453.0
2012,NUTS,2010,UKG,1,19970.0
2013,NUTS,2010,UKG,1,21971.0
2014,NUTS,2010,UKG,1,22790.0
2015,NUTS,2010,UKG,1,23655.0
2016,NUTS,2010,UKG,1,24241.0
2017,NUTS,2010,UKG,1,24768.0
2018,NUTS,2010,UKG,1,25084.0
2005,NUTS,2010,UKG1,2,392.0
2007,NUTS,2010,UKG1,2,417.0
2009,NUTS,2010,UKG1,2,412.0
2011,NUTS,2010,UKG1,2,457.0
2012,NUTS,2010,UKG1,2,469.0
2013,NUTS,2010,UKG1,2,538.0
2014,NUTS,2010,UKG1,2,558.0
2015,NUTS,2010,UKG1,2,634.0
2016,NUTS,2010,UKG1,2,650.0
2017,NUTS,2010,UKG1,2,593.0
2018,NUTS,2010,UKG1,2,601.0
2005,NUTS,2010,UKG2,2,2029.0
2007,NUTS,2010,UKG2,2,2081.0
2009,NUTS,2010,UKG2,2,1932.0
2011,NUTS,2010,UKG2,2,1616.0
2012,NUTS,2010,UKG2,2,1659.0
2013,NUTS,2010,UKG2,2,1762.0
2014,NUTS,2010,UKG2,2,1828.0
2015,NUTS,2010,UKG2,2,2388.0
2016,NUTS,2010,UKG2,2,2447.0
2017,NUTS,2010,UKG2,2,2441.0
2018,NUTS,2010,UKG2,2,2472.0
2005,NUTS,2010,UKG3,2,14829.0
2007,NUTS,2010,UKG3,2,14997.0
2009,NUTS,2010,UKG3,2,16415.0
2011,NUTS,2010,UKG3,2,17380.0
2012,NUTS,2010,UKG3,2,17842.0
2013,NUTS,2010,UKG3,2,19671.0
2014,NUTS,2010,UKG3,2,20404.0
2015,NUTS,2010,UKG3,2,20633.0
2016,NUTS,2010,UKG3,2,21144.0
2017,NUTS,2010,UKG3,2,21734.0
2018,NUTS,2010,UKG3,2,22011.0
2005,NUTS,2010,UKH,1,20441.0
2007,NUTS,2010,UKH,1,21448.0
2009,NUTS,2010,UKH,1,22934.0
2011,NUTS,2010,UKH,1,25486.0
2012,NUTS,2010,UKH,1,26164.0
2013,NUTS,2010,UKH,1,27113.0
2014,NUTS,2010,UKH,1,28124.0
2015,NUTS,2010,UKH,1,27633.0
2016,NUTS,2010,UKH,1,28318.0
2017,NUTS,2010,UKH,1,27802.0
2018,NUTS,2010,UKH,1,28156.0
2005,NUTS,2010,UKH1,2,13523.0
2007,NUTS,2010,UKH1,2,14430.0
2009,NUTS,2010,UKH1,2,15533.0
2011,NUTS,2010,UKH1,2,16609.0
2012,NUTS,2010,UKH1,2,17051.0
2013,NUTS,2010,UKH1,2,18332.0
2014,NUTS,2010,UKH1,2,19015.0
2015,NUTS,2010,UKH1,2,18780.0
2016,NUTS,2010,UKH1,2,19245.0
2017,NUTS,2010,UKH1,2,18850.0
2018,NUTS,2010,UKH1,2,19090.0
2005,NUTS,2010,UKH2,2,3791.0
2007,NUTS,2010,UKH2,2,4118.0
2009,NUTS,2010,UKH2,2,4491.0
2011,NUTS,2010,UKH2,2,5655.0
2012,NUTS,2010,UKH2,2,5805.0
2013,NUTS,2010,UKH2,2,5631.0
2014,NUTS,2010,UKH2,2,5841.0
2015,NUTS,2010,UKH2,2,5318.0
2016,NUTS,2010,UKH2,2,5450.0
2017,NUTS,2010,UKH2,2,5420.0
2018,NUTS,2010,UKH2,2,5489.0
2005,NUTS,2010,UKH3,2,3126.0
2007,NUTS,2010,UKH3,2,2900.0
2009,NUTS,2010,UKH3,2,2910.0
2011,NUTS,2010,UKH3,2,3222.0
2012,NUTS,2010,UKH3,2,3308.0
2013,NUTS,2010,UKH3,2,3150.0
2014,NUTS,2010,UKH3,2,3267.0
2015,NUTS,2010,UKH3,2,3535.0
2016,NUTS,2010,UKH3,2,3623.0
2017,NUTS,2010,UKH3,2,3532.0
2018,NUTS,2010,UKH3,2,3577.0
2005,NUTS,2010,UKI,1,47586.0
2007,NUTS,2010,UKI,1,52652.0
2009,NUTS,2010,UKI,1,57098.0
2011,NUTS,2010,UKI,1,62942.0
2012,NUTS,2010,UKI,1,64616.0
2013,NUTS,2010,UKI,1,64394.0
2014,NUTS,2010,UKI,1,66794.0
2015,NUTS,2010,UKI,1,66673.0
2016,NUTS,2010,UKI,1,68325.0
2017,NUTS,2010,UKI,1,66451.0
2018,NUTS,2010,UKI,1,67298.0
2011,NUTS,2010,UKI3,2,46606.0
2012,NUTS,2010,UKI3,2,47845.0
2013,NUTS,2010,UKI3,2,47501.0
2014,NUTS,2010,UKI3,2,49480.0
2015,NUTS,2010,UKI3,2,48110.0
2016,NUTS,2010,UKI3,2,49302.0
2017,NUTS,2010,UKI3,2,48012.0
2018,NUTS,2010,UKI3,2,48624.0
2011,NUTS,2010,UKI4,2,8249.0
2012,NUTS,2010,UKI4,2,8469.0
2013,NUTS,2010,UKI4,2,8408.0
2014,NUTS,2010,UKI4,2,8513.0
2015,NUTS,2010,UKI4,2,9953.0
2016,NUTS,2010,UKI4,2,10200.0
2017,NUTS,2010,UKI4,2,9862.0
2018,NUTS,2010,UKI4,2,9988.0
2011,NUTS,2010,UKI5,2,1713.0
2012,NUTS,2010,UKI5,2,1758.0
2013,NUTS,2010,UKI5,2,1684.0
2014,NUTS,2010,UKI5,2,1747.0
2015,NUTS,2010,UKI5,2,1725.0
2016,NUTS,2010,UKI5,2,1768.0
2017,NUTS,2010,UKI5,2,1675.0
2018,NUTS,2010,UKI5,2,1696.0
2011,NUTS,2010,UKI6,2,1295.0
2012,NUTS,2010,UKI6,2,1330.0
2013,NUTS,2010,UKI6,2,1343.0
2014,NUTS,2010,UKI6,2,1393.0
2015,NUTS,2010,UKI6,2,1655.0
2016,NUTS,2010,UKI6,2,1696.0
2017,NUTS,2010,UKI6,2,1748.0
2018,NUTS,2010,UKI6,2,1770.0
2011,NUTS,2010,UKI7,2,5079.0
2012,NUTS,2010,UKI7,2,5214.0
2013,NUTS,2010,UKI7,2,5458.0
2014,NUTS,2010,UKI7,2,5661.0
2015,NUTS,2010,UKI7,2,5230.0
2016,NUTS,2010,UKI7,2,5360.0
2017,NUTS,2010,UKI7,2,5154.0
2018,NUTS,2010,UKI7,2,5220.0
2005,NUTS,2010,UKJ,1,33616.0
2007,NUTS,2010,UKJ,1,35586.0
2009,NUTS,2010,UKJ,1,38714.0
2011,NUTS,2010,UKJ,1,41783.0
2012,NUTS,2010,UKJ,1,42894.0
2013,NUTS,2010,UKJ,1,46478.0
2014,NUTS,2010,UKJ,1,48210.0
2015,NUTS,2010,UKJ,1,49258.0
2016,NUTS,2010,UKJ,1,50479.0
2017,NUTS,2010,UKJ,1,49101.0
2018,NUTS,2010,UKJ,1,49727.0
2005,NUTS,2010,UKJ1,2,15786.0
2007,NUTS,2010,UKJ1,2,17064.0
2009,NUTS,2010,UKJ1,2,18564.0
2011,NUTS,2010,UKJ1,2,19730.0
2012,NUTS,2010,UKJ1,2,20255.0
2013,NUTS,2010,UKJ1,2,22072.0
2014,NUTS,2010,UKJ1,2,22895.0
2015,NUTS,2010,UKJ1,2,23553.0
2016,NUTS,2010,UKJ1,2,24137.0
2017,NUTS,2010,UKJ1,2,23673.0
2018,NUTS,2010,UKJ1,2,23975.0
2005,NUTS,2010,UKJ2,2,7967.0
2007,NUTS,2010,UKJ2,2,8221.0
2009,NUTS,2010,UKJ2,2,9191.0
2011,NUTS,2010,UKJ2,2,9622.0
2012,NUTS,2010,UKJ2,2,9878.0
2013,NUTS,2010,UKJ2,2,10228.0
2014,NUTS,2010,UKJ2,2,10609.0
2015,NUTS,2010,UKJ2,2,10342.0
2016,NUTS,2010,UKJ2,2,10598.0
2017,NUTS,2010,UKJ2,2,10285.0
2018,NUTS,2010,UKJ2,2,10416.0
2005,NUTS,2010,UKJ3,2,7540.0
2007,NUTS,2010,UKJ3,2,7879.0
2009,NUTS,2010,UKJ3,2,8443.0
2011,NUTS,2010,UKJ3,2,9519.0
2012,NUTS,2010,UKJ3,2,9772.0
2013,NUTS,2010,UKJ3,2,10090.0
2014,NUTS,2010,UKJ3,2,10466.0
2015,NUTS,2010,UKJ3,2,10863.0
2016,NUTS,2010,UKJ3,2,11132.0
2017,NUTS,2010,UKJ3,2,10547.0
2018,NUTS,2010,UKJ3,2,10681.0
2005,NUTS,2010,UKJ4,2,2323.0
2007,NUTS,2010,UKJ4,2,2422.0
2009,NUTS,2010,UKJ4,2,2516.0
2011,NUTS,2010,UKJ4,2,2912.0
2012,NUTS,2010,UKJ4,2,2989.0
2013,NUTS,2010,UKJ4,2,4088.0
2014,NUTS,2010,UKJ4,2,4240.0
2015,NUTS,2010,UKJ4,2,4500.0
2016,NUTS,2010,UKJ4,2,4612.0
2017,NUTS,2010,UKJ4,2,4596.0
2018,NUTS,2010,UKJ4,2,4655.0
2005,NUTS,2010,UKK,1,15480.0
2007,NUTS,2010,UKK,1,16404.0
2009,NUTS,2010,UKK,1,17059.0
2011,NUTS,2010,UKK,1,18811.0
2012,NUTS,2010,UKK,1,19311.0
2013,NUTS,2010,UKK,1,19676.0
2014,NUTS,2010,UKK,1,20409.0
2015,NUTS,2010,UKK,1,20664.0
2016,NUTS,2010,UKK,1,21176.0
2017,NUTS,2010,UKK,1,21573.0
2018,NUTS,2010,UKK,1,21848.0
2005,NUTS,2010,UKK1,2,10484.0
2007,NUTS,2010,UKK1,2,10919.0
2009,NUTS,2010,UKK1,2,10905.0
2011,NUTS,2010,UKK1,2,11445.0
2012,NUTS,2010,UKK1,2,11749.0
2013,NUTS,2010,UKK1,2,12030.0
2014,NUTS,2010,UKK1,2,12478.0
2015,NUTS,2010,UKK1,2,12534.0
2016,NUTS,2010,UKK1,2,12845.0
2017,NUTS,2010,UKK1,2,12836.0
2018,NUTS,2010,UKK1,2,13000.0
2005,NUTS,2010,UKK2,2,800.0
2007,NUTS,2010,UKK2,2,960.0
2009,NUTS,2010,UKK2,2,967.0
2011,NUTS,2010,UKK2,2,1112.0
2012,NUTS,2010,UKK2,2,1142.0
2013,NUTS,2010,UKK2,2,1263.0
