year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_bes_rse_pc_emp_hc
2001,NUTS,2010,CZ06,2,0.1826
2002,NUTS,2010,CZ06,2,0.1994
2003,NUTS,2010,CZ06,2,0.22
2004,NUTS,2010,CZ06,2,0.2699
2005,NUTS,2010,CZ06,2,0.2467
2006,NUTS,2010,CZ06,2,0.2946
2007,NUTS,2010,CZ06,2,0.3244
2008,NUTS,2010,CZ06,2,0.3707
2009,NUTS,2010,CZ06,2,0.3716
2010,NUTS,2010,CZ06,2,0.3944
2011,NUTS,2010,CZ06,2,0.4396
2012,NUTS,2010,CZ06,2,0.4723
2013,NUTS,2010,CZ06,2,0.5569
2014,NUTS,2010,CZ06,2,0.7078
2015,NUTS,2010,CZ06,2,0.7794
2016,NUTS,2010,CZ06,2,0.7701
2017,NUTS,2010,CZ06,2,0.7392
2018,NUTS,2010,CZ06,2,0.6901
2019,NUTS,2010,CZ06,2,0.7521
2020,NUTS,2010,CZ06,2,0.8152
2001,NUTS,2010,CZ07,2,0.1351
2002,NUTS,2010,CZ07,2,0.1371
2003,NUTS,2010,CZ07,2,0.1459
2004,NUTS,2010,CZ07,2,0.182
2005,NUTS,2010,CZ07,2,0.1792
2006,NUTS,2010,CZ07,2,0.1967
2007,NUTS,2010,CZ07,2,0.2353
2008,NUTS,2010,CZ07,2,0.2434
2009,NUTS,2010,CZ07,2,0.2413
2010,NUTS,2010,CZ07,2,0.2532
2011,NUTS,2010,CZ07,2,0.2733
2012,NUTS,2010,CZ07,2,0.3022
2013,NUTS,2010,CZ07,2,0.3385
2014,NUTS,2010,CZ07,2,0.3978
2015,NUTS,2010,CZ07,2,0.3739
2016,NUTS,2010,CZ07,2,0.3805
2017,NUTS,2010,CZ07,2,0.4101
2018,NUTS,2010,CZ07,2,0.4236
2019,NUTS,2010,CZ07,2,0.4601
2020,NUTS,2010,CZ07,2,0.4324
2001,NUTS,2010,CZ08,2,0.1116
2002,NUTS,2010,CZ08,2,0.0953
2003,NUTS,2010,CZ08,2,0.1176
2004,NUTS,2010,CZ08,2,0.1312
2005,NUTS,2010,CZ08,2,0.1041
2006,NUTS,2010,CZ08,2,0.1185
2007,NUTS,2010,CZ08,2,0.1272
2008,NUTS,2010,CZ08,2,0.1279
2009,NUTS,2010,CZ08,2,0.1433
2010,NUTS,2010,CZ08,2,0.159
2011,NUTS,2010,CZ08,2,0.2047
2012,NUTS,2010,CZ08,2,0.2162
2013,NUTS,2010,CZ08,2,0.2195
2014,NUTS,2010,CZ08,2,0.2409
2015,NUTS,2010,CZ08,2,0.2904
2016,NUTS,2010,CZ08,2,0.3091
2017,NUTS,2010,CZ08,2,0.338
2018,NUTS,2010,CZ08,2,0.325
2019,NUTS,2010,CZ08,2,0.3234
2020,NUTS,2010,CZ08,2,0.3182
1999,NUTS,2010,DE,0,0.4649
2001,NUTS,2010,DE,0,0.4862
2003,NUTS,2010,DE,0,0.5045
2005,NUTS,2010,DE,0,0.5209
2007,NUTS,2010,DE,0,0.5259
2009,NUTS,2010,DE,0,0.5655
2011,NUTS,2010,DE,0,0.5762
2013,NUTS,2010,DE,0,0.5806
2015,NUTS,2010,DE,0,0.6542
2017,NUTS,2010,DE,0,0.7012
2019,NUTS,2010,DE,0,0.7631
2003,NUTS,2010,DE1,1,0.9784
2005,NUTS,2010,DE1,1,1.0195
2007,NUTS,2010,DE1,1,1.0431
2009,NUTS,2010,DE1,1,1.0603
2011,NUTS,2010,DE1,1,1.152
2013,NUTS,2010,DE1,1,1.1606
2015,NUTS,2010,DE1,1,1.2822
2017,NUTS,2010,DE1,1,1.483
2019,NUTS,2010,DE1,1,1.5666
2003,NUTS,2010,DE11,2,1.4982
2005,NUTS,2010,DE11,2,1.571
2007,NUTS,2010,DE11,2,1.5815
2009,NUTS,2010,DE11,2,1.5689
2011,NUTS,2010,DE11,2,1.7704
2013,NUTS,2010,DE11,2,1.8528
2015,NUTS,2010,DE11,2,2.0213
2017,NUTS,2010,DE11,2,2.3871
2019,NUTS,2010,DE11,2,2.4564
2003,NUTS,2010,DE12,2,0.7197
2005,NUTS,2010,DE12,2,0.7642
2007,NUTS,2010,DE12,2,0.8009
2009,NUTS,2010,DE12,2,0.8255
2011,NUTS,2010,DE12,2,0.8665
2013,NUTS,2010,DE12,2,0.7971
2015,NUTS,2010,DE12,2,0.9169
2017,NUTS,2010,DE12,2,1.1189
2019,NUTS,2010,DE12,2,1.1694
2003,NUTS,2010,DE13,2,0.3794
2005,NUTS,2010,DE13,2,0.3858
2007,NUTS,2010,DE13,2,0.4726
2009,NUTS,2010,DE13,2,0.4784
2011,NUTS,2010,DE13,2,0.5212
2013,NUTS,2010,DE13,2,0.4933
2015,NUTS,2010,DE13,2,0.541
2017,NUTS,2010,DE13,2,0.5814
2019,NUTS,2010,DE13,2,0.6662
2003,NUTS,2010,DE14,2,0.9299
2005,NUTS,2010,DE14,2,0.9483
2007,NUTS,2010,DE14,2,0.9254
2009,NUTS,2010,DE14,2,0.9974
2011,NUTS,2010,DE14,2,1.0115
2013,NUTS,2010,DE14,2,1.0151
2015,NUTS,2010,DE14,2,1.08
2017,NUTS,2010,DE14,2,1.0973
2019,NUTS,2010,DE14,2,1.2444
2003,NUTS,2010,DE2,1,0.7603
2005,NUTS,2010,DE2,1,0.8292
2007,NUTS,2010,DE2,1,0.7342
2009,NUTS,2010,DE2,1,0.8039
2011,NUTS,2010,DE2,1,0.7633
2013,NUTS,2010,DE2,1,0.7584
2015,NUTS,2010,DE2,1,0.8682
2017,NUTS,2010,DE2,1,0.886
2019,NUTS,2010,DE2,1,1.0083
2003,NUTS,2010,DE21,2,1.3521
2005,NUTS,2010,DE21,2,1.5262
2007,NUTS,2010,DE21,2,1.3095
2009,NUTS,2010,DE21,2,1.4074
2011,NUTS,2010,DE21,2,1.2789
2013,NUTS,2010,DE21,2,1.2722
2015,NUTS,2010,DE21,2,1.4216
2017,NUTS,2010,DE21,2,1.3568
2019,NUTS,2010,DE21,2,1.5541
2003,NUTS,2010,DE22,2,0.1457
2005,NUTS,2010,DE22,2,0.1091
2007,NUTS,2010,DE22,2,0.3504
2009,NUTS,2010,DE22,2,0.3413
2011,NUTS,2010,DE22,2,0.2929
2013,NUTS,2010,DE22,2,0.2938
2015,NUTS,2010,DE22,2,0.3313
2017,NUTS,2010,DE22,2,0.4223
2019,NUTS,2010,DE22,2,0.4867
2003,NUTS,2010,DE23,2,0.5776
2005,NUTS,2010,DE23,2,0.7406
2007,NUTS,2010,DE23,2,0.3789
2009,NUTS,2010,DE23,2,0.4365
2011,NUTS,2010,DE23,2,0.4362
2013,NUTS,2010,DE23,2,0.3847
2015,NUTS,2010,DE23,2,0.4753
2017,NUTS,2010,DE23,2,0.6128
2019,NUTS,2010,DE23,2,0.7429
2003,NUTS,2010,DE24,2,0.3043
2005,NUTS,2010,DE24,2,0.2718
2007,NUTS,2010,DE24,2,0.3126
2009,NUTS,2010,DE24,2,0.337
2011,NUTS,2010,DE24,2,0.3592
2013,NUTS,2010,DE24,2,0.3635
2015,NUTS,2010,DE24,2,0.419
2017,NUTS,2010,DE24,2,0.4543
2019,NUTS,2010,DE24,2,0.6429
2003,NUTS,2010,DE25,2,0.8744
2005,NUTS,2010,DE25,2,0.7691
2007,NUTS,2010,DE25,2,0.6435
2009,NUTS,2010,DE25,2,0.8187
2011,NUTS,2010,DE25,2,0.8289
2013,NUTS,2010,DE25,2,0.712
2015,NUTS,2010,DE25,2,0.8559
2017,NUTS,2010,DE25,2,0.8106
2019,NUTS,2010,DE25,2,0.949
2003,NUTS,2010,DE26,2,0.3556
2005,NUTS,2010,DE26,2,0.4932
2007,NUTS,2010,DE26,2,0.4775
2009,NUTS,2010,DE26,2,0.5176
2011,NUTS,2010,DE26,2,0.5512
2013,NUTS,2010,DE26,2,0.5796
2015,NUTS,2010,DE26,2,0.6014
2017,NUTS,2010,DE26,2,0.8517
2019,NUTS,2010,DE26,2,0.8562
2003,NUTS,2010,DE27,2,0.3059
2005,NUTS,2010,DE27,2,0.3017
2007,NUTS,2010,DE27,2,0.3123
2009,NUTS,2010,DE27,2,0.2998
2011,NUTS,2010,DE27,2,0.3164
2013,NUTS,2010,DE27,2,0.3844
2015,NUTS,2010,DE27,2,0.5026
2017,NUTS,2010,DE27,2,0.4802
2019,NUTS,2010,DE27,2,0.4783
2003,NUTS,2010,DE3,1,0.5345
2005,NUTS,2010,DE3,1,0.4948
2007,NUTS,2010,DE3,1,0.4344
2009,NUTS,2010,DE3,1,0.4866
2011,NUTS,2010,DE3,1,0.5091
2013,NUTS,2010,DE3,1,0.4806
2015,NUTS,2010,DE3,1,0.5687
2017,NUTS,2010,DE3,1,0.5273
2019,NUTS,2010,DE3,1,0.5548
2003,NUTS,2010,DE30,2,0.5345
2005,NUTS,2010,DE30,2,0.4948
2007,NUTS,2010,DE30,2,0.4344
2009,NUTS,2010,DE30,2,0.4866
2011,NUTS,2010,DE30,2,0.5091
2013,NUTS,2010,DE30,2,0.4806
2015,NUTS,2010,DE30,2,0.5687
2017,NUTS,2010,DE30,2,0.5273
2019,NUTS,2010,DE30,2,0.5548
2003,NUTS,2010,DE4,1,0.1163
2005,NUTS,2010,DE4,1,0.1281
2007,NUTS,2010,DE4,1,0.1409
2009,NUTS,2010,DE4,1,0.1562
2011,NUTS,2010,DE4,1,0.1556
2013,NUTS,2010,DE4,1,0.1746
2015,NUTS,2010,DE4,1,0.1981
2017,NUTS,2010,DE4,1,0.2358
2019,NUTS,2010,DE4,1,0.2404
2003,NUTS,2010,DE40,2,0.1163
2005,NUTS,2010,DE40,2,0.1281
2007,NUTS,2010,DE40,2,0.1409
2009,NUTS,2010,DE40,2,0.1562
2011,NUTS,2010,DE40,2,0.1556
2013,NUTS,2010,DE40,2,0.1746
2015,NUTS,2010,DE40,2,0.1981
2017,NUTS,2010,DE40,2,0.2358
2019,NUTS,2010,DE40,2,0.2404
2003,NUTS,2010,DE5,1,0.9441
2005,NUTS,2010,DE5,1,0.6981
2007,NUTS,2010,DE5,1,0.7608
2009,NUTS,2010,DE5,1,0.8886
2011,NUTS,2010,DE5,1,0.8818
2013,NUTS,2010,DE5,1,0.4945
2015,NUTS,2010,DE5,1,0.5811
2017,NUTS,2010,DE5,1,0.51
2019,NUTS,2010,DE5,1,0.6258
2003,NUTS,2010,DE50,2,0.9441
2005,NUTS,2010,DE50,2,0.6981
2007,NUTS,2010,DE50,2,0.7608
2009,NUTS,2010,DE50,2,0.8886
2011,NUTS,2010,DE50,2,0.8818
2013,NUTS,2010,DE50,2,0.4945
2015,NUTS,2010,DE50,2,0.5811
2017,NUTS,2010,DE50,2,0.51
2019,NUTS,2010,DE50,2,0.6258
2003,NUTS,2010,DE6,1,0.4874
2005,NUTS,2010,DE6,1,0.4763
2007,NUTS,2010,DE6,1,0.4931
2009,NUTS,2010,DE6,1,0.5335
2011,NUTS,2010,DE6,1,0.4149
2013,NUTS,2010,DE6,1,0.5288
2015,NUTS,2010,DE6,1,0.5541
2017,NUTS,2010,DE6,1,0.6429
2019,NUTS,2010,DE6,1,0.6576
2003,NUTS,2010,DE60,2,0.4874
2005,NUTS,2010,DE60,2,0.4763
2007,NUTS,2010,DE60,2,0.4931
2009,NUTS,2010,DE60,2,0.5335
2011,NUTS,2010,DE60,2,0.4149
2013,NUTS,2010,DE60,2,0.5288
2015,NUTS,2010,DE60,2,0.5541
2017,NUTS,2010,DE60,2,0.6429
2019,NUTS,2010,DE60,2,0.6576
2003,NUTS,2010,DE7,1,0.5867
2005,NUTS,2010,DE7,1,0.6276
2007,NUTS,2010,DE7,1,0.6828
2009,NUTS,2010,DE7,1,0.6995
2011,NUTS,2010,DE7,1,0.6338
2013,NUTS,2010,DE7,1,0.5785
2015,NUTS,2010,DE7,1,0.7377
2017,NUTS,2010,DE7,1,0.7339
2019,NUTS,2010,DE7,1,0.7503
2003,NUTS,2010,DE71,2,0.8036
2005,NUTS,2010,DE71,2,0.8503
2007,NUTS,2010,DE71,2,0.8988
2009,NUTS,2010,DE71,2,0.8593
2011,NUTS,2010,DE71,2,0.8392
2013,NUTS,2010,DE71,2,0.7217
2015,NUTS,2010,DE71,2,0.9281
2017,NUTS,2010,DE71,2,0.9279
2019,NUTS,2010,DE71,2,0.9535
2003,NUTS,2010,DE72,2,0.1989
2005,NUTS,2010,DE72,2,0.2541
2007,NUTS,2010,DE72,2,0.349
2009,NUTS,2010,DE72,2,0.3618
2011,NUTS,2010,DE72,2,0.4059
2013,NUTS,2010,DE72,2,0.4318
2015,NUTS,2010,DE72,2,0.4382
2017,NUTS,2010,DE72,2,0.4433
2019,NUTS,2010,DE72,2,0.4569
2003,NUTS,2010,DE73,2,0.2187
2005,NUTS,2010,DE73,2,0.2449
2007,NUTS,2010,DE73,2,0.284
2009,NUTS,2010,DE73,2,0.4733
2011,NUTS,2010,DE73,2,0.1764
2013,NUTS,2010,DE73,2,0.2404
2015,NUTS,2010,DE73,2,0.375
2017,NUTS,2010,DE73,2,0.3357
2019,NUTS,2010,DE73,2,0.3124
2003,NUTS,2010,DE8,1,0.1237
2005,NUTS,2010,DE8,1,0.1093
2007,NUTS,2010,DE8,1,0.1296
2009,NUTS,2010,DE8,1,0.2127
2011,NUTS,2010,DE8,1,0.2418
2013,NUTS,2010,DE8,1,0.1791
2015,NUTS,2010,DE8,1,0.1798
2017,NUTS,2010,DE8,1,0.2027
2019,NUTS,2010,DE8,1,0.2205
2003,NUTS,2010,DE80,2,0.1237
2005,NUTS,2010,DE80,2,0.1093
2007,NUTS,2010,DE80,2,0.1296
2009,NUTS,2010,DE80,2,0.2127
2011,NUTS,2010,DE80,2,0.2418
2013,NUTS,2010,DE80,2,0.1791
2015,NUTS,2010,DE80,2,0.1798
2017,NUTS,2010,DE80,2,0.2027
2019,NUTS,2010,DE80,2,0.2205
2003,NUTS,2010,DE9,1,0.3411
2005,NUTS,2010,DE9,1,0.3291
2007,NUTS,2010,DE9,1,0.3786
2009,NUTS,2010,DE9,1,0.3492
2011,NUTS,2010,DE9,1,0.4341
2013,NUTS,2010,DE9,1,0.4654
2015,NUTS,2010,DE9,1,0.471
2017,NUTS,2010,DE9,1,0.4849
2019,NUTS,2010,DE9,1,0.5307
2003,NUTS,2010,DE91,2,0.8334
2005,NUTS,2010,DE91,2,0.6857
2007,NUTS,2010,DE91,2,0.8956
2009,NUTS,2010,DE91,2,0.8257
2011,NUTS,2010,DE91,2,1.1643
2013,NUTS,2010,DE91,2,1.3072
2015,NUTS,2010,DE91,2,1.2548
2017,NUTS,2010,DE91,2,1.3355
2019,NUTS,2010,DE91,2,1.4135
2003,NUTS,2010,DE92,2,0.4349
2005,NUTS,2010,DE92,2,0.4565
2007,NUTS,2010,DE92,2,0.4604
2009,NUTS,2010,DE92,2,0.4192
2011,NUTS,2010,DE92,2,0.4816
2013,NUTS,2010,DE92,2,0.4424
2015,NUTS,2010,DE92,2,0.4871
2017,NUTS,2010,DE92,2,0.4403
2019,NUTS,2010,DE92,2,0.4753
2003,NUTS,2010,DE93,2,0.0823
2005,NUTS,2010,DE93,2,0.1438
2007,NUTS,2010,DE93,2,0.1785
2009,NUTS,2010,DE93,2,0.1679
2011,NUTS,2010,DE93,2,0.143
2013,NUTS,2010,DE93,2,0.1741
2015,NUTS,2010,DE93,2,0.175
2017,NUTS,2010,DE93,2,0.193
2019,NUTS,2010,DE93,2,0.2094
2003,NUTS,2010,DE94,2,0.116
2005,NUTS,2010,DE94,2,0.1185
2007,NUTS,2010,DE94,2,0.1139
2009,NUTS,2010,DE94,2,0.1091
2011,NUTS,2010,DE94,2,0.1317
2013,NUTS,2010,DE94,2,0.1688
2015,NUTS,2010,DE94,2,0.1771
2017,NUTS,2010,DE94,2,0.2076
2019,NUTS,2010,DE94,2,0.2568
2003,NUTS,2010,DEA,1,0.3026
2005,NUTS,2010,DEA,1,0.3069
2007,NUTS,2010,DEA,1,0.332
2009,NUTS,2010,DEA,1,0.3698
2011,NUTS,2010,DEA,1,0.3766
2013,NUTS,2010,DEA,1,0.3831
2015,NUTS,2010,DEA,1,0.4321
2017,NUTS,2010,DEA,1,0.4483
2019,NUTS,2010,DEA,1,0.482
2003,NUTS,2010,DEA1,2,0.2907
2005,NUTS,2010,DEA1,2,0.3286
2007,NUTS,2010,DEA1,2,0.351
2009,NUTS,2010,DEA1,2,0.4116
2011,NUTS,2010,DEA1,2,0.3821
2013,NUTS,2010,DEA1,2,0.3588
2015,NUTS,2010,DEA1,2,0.4499
2017,NUTS,2010,DEA1,2,0.4556
2019,NUTS,2010,DEA1,2,0.4763
2003,NUTS,2010,DEA2,2,0.3925
2005,NUTS,2010,DEA2,2,0.3527
2007,NUTS,2010,DEA2,2,0.3737
2009,NUTS,2010,DEA2,2,0.4271
2011,NUTS,2010,DEA2,2,0.4992
2013,NUTS,2010,DEA2,2,0.4491
2015,NUTS,2010,DEA2,2,0.5189
2017,NUTS,2010,DEA2,2,0.5475
2019,NUTS,2010,DEA2,2,0.6131
2003,NUTS,2010,DEA3,2,0.119
2005,NUTS,2010,DEA3,2,0.114
2007,NUTS,2010,DEA3,2,0.1289
2009,NUTS,2010,DEA3,2,0.1396
2011,NUTS,2010,DEA3,2,0.1446
2013,NUTS,2010,DEA3,2,0.1624
2015,NUTS,2010,DEA3,2,0.1636
2017,NUTS,2010,DEA3,2,0.1758
2019,NUTS,2010,DEA3,2,0.2048
2003,NUTS,2010,DEA4,2,0.3095
2005,NUTS,2010,DEA4,2,0.3623
2007,NUTS,2010,DEA4,2,0.4546
2009,NUTS,2010,DEA4,2,0.4974
2011,NUTS,2010,DEA4,2,0.4879
2013,NUTS,2010,DEA4,2,0.5796
2015,NUTS,2010,DEA4,2,0.6017
2017,NUTS,2010,DEA4,2,0.63
2019,NUTS,2010,DEA4,2,0.6964
2003,NUTS,2010,DEA5,2,0.3391
2005,NUTS,2010,DEA5,2,0.3256
2007,NUTS,2010,DEA5,2,0.3302
2009,NUTS,2010,DEA5,2,0.332
2011,NUTS,2010,DEA5,2,0.3235
2013,NUTS,2010,DEA5,2,0.3837
2015,NUTS,2010,DEA5,2,0.3979
2017,NUTS,2010,DEA5,2,0.4042
2019,NUTS,2010,DEA5,2,0.4083
2003,NUTS,2010,DEB,1,0.2204
2005,NUTS,2010,DEB,1,0.223
2007,NUTS,2010,DEB,1,0.2577
2009,NUTS,2010,DEB,1,0.3112
2011,NUTS,2010,DEB,1,0.3209
2013,NUTS,2010,DEB,1,0.3362
2015,NUTS,2010,DEB,1,0.3865
2017,NUTS,2010,DEB,1,0.3814
2019,NUTS,2010,DEB,1,0.4591
2003,NUTS,2010,DEB1,2,0.1707
2005,NUTS,2010,DEB1,2,0.1649
2007,NUTS,2010,DEB1,2,0.1938
2009,NUTS,2010,DEB1,2,0.2299
2011,NUTS,2010,DEB1,2,0.1938
2013,NUTS,2010,DEB1,2,0.1809
2015,NUTS,2010,DEB1,2,0.1532
2017,NUTS,2010,DEB1,2,0.1792
2019,NUTS,2010,DEB1,2,0.2322
2003,NUTS,2010,DEB2,2,0.0385
2005,NUTS,2010,DEB2,2,0.0571
2007,NUTS,2010,DEB2,2,0.1501
2009,NUTS,2010,DEB2,2,0.1697
2011,NUTS,2010,DEB2,2,0.1843
2013,NUTS,2010,DEB2,2,0.1905
2015,NUTS,2010,DEB2,2,0.1548
2017,NUTS,2010,DEB2,2,0.1455
2019,NUTS,2010,DEB2,2,0.1534
2003,NUTS,2010,DEB3,2,0.3039
2005,NUTS,2010,DEB3,2,0.312
2007,NUTS,2010,DEB3,2,0.3333
2009,NUTS,2010,DEB3,2,0.4091
2011,NUTS,2010,DEB3,2,0.4526
2013,NUTS,2010,DEB3,2,0.4889
2015,NUTS,2010,DEB3,2,0.6236
2017,NUTS,2010,DEB3,2,0.5959
2019,NUTS,2010,DEB3,2,0.711
2003,NUTS,2010,DEC,1,0.1321
2005,NUTS,2010,DEC,1,0.1452
2007,NUTS,2010,DEC,1,0.1826
2009,NUTS,2010,DEC,1,0.2028
2011,NUTS,2010,DEC,1,0.236
2013,NUTS,2010,DEC,1,0.244
2015,NUTS,2010,DEC,1,0.2449
2017,NUTS,2010,DEC,1,0.3726
2019,NUTS,2010,DEC,1,0.3964
2003,NUTS,2010,DEC0,2,0.1321
2005,NUTS,2010,DEC0,2,0.1452
2007,NUTS,2010,DEC0,2,0.1826
2009,NUTS,2010,DEC0,2,0.2028
2011,NUTS,2010,DEC0,2,0.236
2013,NUTS,2010,DEC0,2,0.244
2015,NUTS,2010,DEC0,2,0.2449
2017,NUTS,2010,DEC0,2,0.3726
2019,NUTS,2010,DEC0,2,0.3964
2003,NUTS,2010,DED,1,0.4326
2005,NUTS,2010,DED,1,0.4043
2007,NUTS,2010,DED,1,0.4404
2009,NUTS,2010,DED,1,0.4467
2011,NUTS,2010,DED,1,0.4134
2013,NUTS,2010,DED,1,0.4097
2015,NUTS,2010,DED,1,0.4308
2017,NUTS,2010,DED,1,0.4694
2019,NUTS,2010,DED,1,0.517
2003,NUTS,2010,DED2,2,0.53
2005,NUTS,2010,DED2,2,0.5988
2007,NUTS,2010,DED2,2,0.6631
2009,NUTS,2010,DED2,2,0.5751
2011,NUTS,2010,DED2,2,0.5685
2013,NUTS,2010,DED2,2,0.529
2015,NUTS,2010,DED2,2,0.5886
2017,NUTS,2010,DED2,2,0.6586
2019,NUTS,2010,DED2,2,0.7118
2009,NUTS,2010,DED4,2,0.4726
2011,NUTS,2010,DED4,2,0.382
2013,NUTS,2010,DED4,2,0.4412
2015,NUTS,2010,DED4,2,0.4145
2017,NUTS,2010,DED4,2,0.4377
2019,NUTS,2010,DED4,2,0.5192
2009,NUTS,2010,DED5,2,0.2034
2011,NUTS,2010,DED5,2,0.2082
2013,NUTS,2010,DED5,2,0.1768
2015,NUTS,2010,DED5,2,0.2065
2017,NUTS,2010,DED5,2,0.223
2019,NUTS,2010,DED5,2,0.2206
2003,NUTS,2010,DEE,1,0.1476
2005,NUTS,2010,DEE,1,0.1569
2007,NUTS,2010,DEE,1,0.1671
2009,NUTS,2010,DEE,1,0.178
2011,NUTS,2010,DEE,1,0.1672
2013,NUTS,2010,DEE,1,0.1806
2015,NUTS,2010,DEE,1,0.1518
2017,NUTS,2010,DEE,1,0.1652
2019,NUTS,2010,DEE,1,0.1863
2003,NUTS,2010,DEE0,2,0.1476
2005,NUTS,2010,DEE0,2,0.1569
2007,NUTS,2010,DEE0,2,0.1671
2009,NUTS,2010,DEE0,2,0.178
2011,NUTS,2010,DEE0,2,0.1672
2013,NUTS,2010,DEE0,2,0.1806
2015,NUTS,2010,DEE0,2,0.1518
2017,NUTS,2010,DEE0,2,0.1652
2019,NUTS,2010,DEE0,2,0.1863
2003,NUTS,2010,DEF,1,0.175
2005,NUTS,2010,DEF,1,0.1696
2007,NUTS,2010,DEF,1,0.1609
2009,NUTS,2010,DEF,1,0.1905
2011,NUTS,2010,DEF,1,0.2175
2013,NUTS,2010,DEF,1,0.2278
2015,NUTS,2010,DEF,1,0.2407
2017,NUTS,2010,DEF,1,0.26
2019,NUTS,2010,DEF,1,0.2567
2003,NUTS,2010,DEF0,2,0.175
2005,NUTS,2010,DEF0,2,0.1696
2007,NUTS,2010,DEF0,2,0.1609
2009,NUTS,2010,DEF0,2,0.1905
2011,NUTS,2010,DEF0,2,0.2175
2013,NUTS,2010,DEF0,2,0.2278
2015,NUTS,2010,DEF0,2,0.2407
2017,NUTS,2010,DEF0,2,0.26
2019,NUTS,2010,DEF0,2,0.2567
2003,NUTS,2010,DEG,1,0.3979
2005,NUTS,2010,DEG,1,0.3846
2007,NUTS,2010,DEG,1,0.3828
2009,NUTS,2010,DEG,1,0.39
2011,NUTS,2010,DEG,1,0.3672
2013,NUTS,2010,DEG,1,0.3527
2015,NUTS,2010,DEG,1,0.3689
2017,NUTS,2010,DEG,1,0.4213
2019,NUTS,2010,DEG,1,0.478
2003,NUTS,2010,DEG0,2,0.3979
2005,NUTS,2010,DEG0,2,0.3846
2007,NUTS,2010,DEG0,2,0.3828
2009,NUTS,2010,DEG0,2,0.39
2011,NUTS,2010,DEG0,2,0.3672
2013,NUTS,2010,DEG0,2,0.3527
2015,NUTS,2010,DEG0,2,0.3689
2017,NUTS,2010,DEG0,2,0.4213
2019,NUTS,2010,DEG0,2,0.478
1993,NUTS,2010,DK,0,0.425
1995,NUTS,2010,DK,0,0.4688
1997,NUTS,2010,DK,0,0.3733
1998,NUTS,2010,DK,0,0.402
1999,NUTS,2010,DK,0,0.4404
2001,NUTS,2010,DK,0,0.4549
2002,NUTS,2010,DK,0,0.7747
2003,NUTS,2010,DK,0,0.6947
2004,NUTS,2010,DK,0,0.8042
2005,NUTS,2010,DK,0,0.8967
2006,NUTS,2010,DK,0,0.8822
2007,NUTS,2010,DK,0,0.8814
2008,NUTS,2010,DK,0,1.0641
2009,NUTS,2010,DK,0,1.0868
2010,NUTS,2010,DK,0,1.1003
2011,NUTS,2010,DK,0,1.1097
2012,NUTS,2010,DK,0,1.1415
2013,NUTS,2010,DK,0,1.1049
2014,NUTS,2010,DK,0,1.1109
2015,NUTS,2010,DK,0,1.1303
2016,NUTS,2010,DK,0,1.1797
2017,NUTS,2010,DK,0,1.1635
2018,NUTS,2010,DK,0,1.0932
2019,NUTS,2010,DK,0,1.1158
2020,NUTS,2010,DK,0,1.1169
1999,NUTS,2010,DK0,1,0.4358
2001,NUTS,2010,DK0,1,0.452
2002,NUTS,2010,DK0,1,0.7588
2003,NUTS,2010,DK0,1,0.7094
2007,NUTS,2010,DK0,1,0.8674
2009,NUTS,2010,DK0,1,1.0092
2010,NUTS,2010,DK0,1,1.0793
2011,NUTS,2010,DK0,1,1.0476
2012,NUTS,2010,DK0,1,1.107
2013,NUTS,2010,DK0,1,1.0717
2014,NUTS,2010,DK0,1,1.0755
2015,NUTS,2010,DK0,1,1.0944
2016,NUTS,2010,DK0,1,1.1403
2017,NUTS,2010,DK0,1,1.1257
2018,NUTS,2010,DK0,1,1.0572
2019,NUTS,2010,DK0,1,1.0775
2007,NUTS,2010,DK01,2,2.2113
2009,NUTS,2010,DK01,2,2.2704
2010,NUTS,2010,DK01,2,2.3233
2011,NUTS,2010,DK01,2,2.1678
2012,NUTS,2010,DK01,2,2.1822
2013,NUTS,2010,DK01,2,2.0449
2014,NUTS,2010,DK01,2,1.9893
2015,NUTS,2010,DK01,2,2.0438
2016,NUTS,2010,DK01,2,2.0506
2017,NUTS,2010,DK01,2,2.0541
2019,NUTS,2010,DK01,2,1.8879
2007,NUTS,2010,DK02,2,0.215
2009,NUTS,2010,DK02,2,0.9911
2010,NUTS,2010,DK02,2,0.3228
2011,NUTS,2010,DK02,2,0.2513
2012,NUTS,2010,DK02,2,0.3287
2013,NUTS,2010,DK02,2,0.3217
2014,NUTS,2010,DK02,2,0.2451
2015,NUTS,2010,DK02,2,0.2411
2016,NUTS,2010,DK02,2,0.2513
2017,NUTS,2010,DK02,2,0.3723
2019,NUTS,2010,DK02,2,0.3073
2007,NUTS,2010,DK03,2,0.2568
2009,NUTS,2010,DK03,2,0.1698
2010,NUTS,2010,DK03,2,0.608
2011,NUTS,2010,DK03,2,0.551
2012,NUTS,2010,DK03,2,0.623
2013,NUTS,2010,DK03,2,0.6638
2014,NUTS,2010,DK03,2,0.7391
2015,NUTS,2010,DK03,2,0.7205
2016,NUTS,2010,DK03,2,0.8327
2017,NUTS,2010,DK03,2,0.7386
2019,NUTS,2010,DK03,2,0.6594
2007,NUTS,2010,DK04,2,0.3151
2009,NUTS,2010,DK04,2,0.104
2010,NUTS,2010,DK04,2,0.6432
2011,NUTS,2010,DK04,2,0.7493
2012,NUTS,2010,DK04,2,0.8479
2013,NUTS,2010,DK04,2,0.8627
