year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pc_emp_hc_total_rse_t
2018,NUTS,2010,EE,0,1.1612
2019,NUTS,2010,EE,0,1.2237
1993,NUTS,2010,EL,0,0.4462
1995,NUTS,2010,EL,0,0.4915
1997,NUTS,2010,EL,0,0.5506
1999,NUTS,2010,EL,0,0.7508
2001,NUTS,2010,EL,0,0.6403
2003,NUTS,2010,EL,0,0.6588
2005,NUTS,2010,EL,0,0.7658
2011,NUTS,2010,EL,0,1.1415
2013,NUTS,2010,EL,0,1.5632
2015,NUTS,2010,EL,0,1.7143
2017,NUTS,2010,EL,0,1.6821
2019,NUTS,2010,EL,0,1.7487
2003,NUTS,2010,EL3,1,0.845
2005,NUTS,2010,EL3,1,0.9696
2011,NUTS,2010,EL3,1,1.2116
2013,NUTS,2010,EL3,1,1.7504
2015,NUTS,2010,EL3,1,2.1996
2017,NUTS,2010,EL3,1,2.3277
2019,NUTS,2010,EL3,1,2.3717
2003,NUTS,2010,EL30,2,0.845
2005,NUTS,2010,EL30,2,0.9696
2011,NUTS,2010,EL30,2,1.2116
2013,NUTS,2010,EL30,2,1.7504
2015,NUTS,2010,EL30,2,2.1996
2017,NUTS,2010,EL30,2,2.3277
2019,NUTS,2010,EL30,2,2.3717
2003,NUTS,2010,EL4,1,0.6049
2005,NUTS,2010,EL4,1,0.6144
2011,NUTS,2010,EL4,1,1.2751
2013,NUTS,2010,EL4,1,1.5613
2015,NUTS,2010,EL4,1,1.3804
2017,NUTS,2010,EL4,1,1.2623
2019,NUTS,2010,EL4,1,1.1897
2003,NUTS,2010,EL41,2,0.6303
2005,NUTS,2010,EL41,2,0.6587
2011,NUTS,2010,EL41,2,1.3791
2013,NUTS,2010,EL41,2,1.7088
2015,NUTS,2010,EL41,2,1.6415
2017,NUTS,2010,EL41,2,1.3372
2019,NUTS,2010,EL41,2,1.3048
2003,NUTS,2010,EL42,2,0.2017
2005,NUTS,2010,EL42,2,0.2228
2011,NUTS,2010,EL42,2,0.456
2013,NUTS,2010,EL42,2,0.5977
2015,NUTS,2010,EL42,2,0.4248
2017,NUTS,2010,EL42,2,0.4761
2019,NUTS,2010,EL42,2,0.3812
2003,NUTS,2010,EL43,2,0.8057
2005,NUTS,2010,EL43,2,0.7967
2011,NUTS,2010,EL43,2,1.6786
2013,NUTS,2010,EL43,2,2.067
2015,NUTS,2010,EL43,2,1.9039
2017,NUTS,2010,EL43,2,1.6678
2019,NUTS,2010,EL43,2,1.5806
2011,NUTS,2010,EL5,1,1.2827
2013,NUTS,2010,EL5,1,1.6324
2015,NUTS,2010,EL5,1,1.5996
2017,NUTS,2010,EL5,1,1.4518
2019,NUTS,2010,EL5,1,1.5619
2003,NUTS,2010,EL51,2,0.439
2005,NUTS,2010,EL51,2,0.5667
2011,NUTS,2010,EL51,2,1.0567
2013,NUTS,2010,EL51,2,1.3906
2015,NUTS,2010,EL51,2,1.046
2017,NUTS,2010,EL51,2,0.9674
2019,NUTS,2010,EL51,2,1.02
2003,NUTS,2010,EL52,2,0.7002
2005,NUTS,2010,EL52,2,0.8988
2011,NUTS,2010,EL52,2,1.3154
2013,NUTS,2010,EL52,2,1.741
2015,NUTS,2010,EL52,2,1.7808
2017,NUTS,2010,EL52,2,1.6235
2019,NUTS,2010,EL52,2,1.7624
2003,NUTS,2010,EL53,2,0.2337
2005,NUTS,2010,EL53,2,0.2254
2011,NUTS,2010,EL53,2,0.7064
2013,NUTS,2010,EL53,2,0.7964
2015,NUTS,2010,EL53,2,0.8633
2017,NUTS,2010,EL53,2,0.774
2019,NUTS,2010,EL53,2,0.9874
2003,NUTS,2010,EL54,2,0.8003
2005,NUTS,2010,EL54,2,1.1715
2011,NUTS,2010,EL54,2,1.9224
2013,NUTS,2010,EL54,2,2.1107
2015,NUTS,2010,EL54,2,2.1738
2017,NUTS,2010,EL54,2,1.9245
2019,NUTS,2010,EL54,2,1.8953
2011,NUTS,2010,EL6,1,0.7188
2013,NUTS,2010,EL6,1,1.0768
2015,NUTS,2010,EL6,1,1.1303
2017,NUTS,2010,EL6,1,1.0222
2019,NUTS,2010,EL6,1,1.0778
2003,NUTS,2010,EL61,2,0.4533
2005,NUTS,2010,EL61,2,0.3711
2011,NUTS,2010,EL61,2,0.8945
2013,NUTS,2010,EL61,2,1.0518
2015,NUTS,2010,EL61,2,1.0762
2017,NUTS,2010,EL61,2,1.0147
2019,NUTS,2010,EL61,2,1.0893
2003,NUTS,2010,EL62,2,0.2
2005,NUTS,2010,EL62,2,0.2535
2011,NUTS,2010,EL62,2,0.246
2013,NUTS,2010,EL62,2,0.871
2015,NUTS,2010,EL62,2,1.2452
2017,NUTS,2010,EL62,2,1.097
2019,NUTS,2010,EL62,2,1.044
2003,NUTS,2010,EL63,2,0.8113
2005,NUTS,2010,EL63,2,0.7897
2011,NUTS,2010,EL63,2,1.3771
2013,NUTS,2010,EL63,2,2.1347
2015,NUTS,2010,EL63,2,2.1387
2017,NUTS,2010,EL63,2,2.018
2019,NUTS,2010,EL63,2,1.98
2003,NUTS,2010,EL64,2,0.0804
2005,NUTS,2010,EL64,2,0.1686
2011,NUTS,2010,EL64,2,0.2621
2013,NUTS,2010,EL64,2,0.5873
2015,NUTS,2010,EL64,2,0.453
2017,NUTS,2010,EL64,2,0.508
2019,NUTS,2010,EL64,2,0.5453
2003,NUTS,2010,EL65,2,0.7277
2005,NUTS,2010,EL65,2,0.3039
2011,NUTS,2010,EL65,2,0.3668
2013,NUTS,2010,EL65,2,0.506
2015,NUTS,2010,EL65,2,0.7096
2017,NUTS,2010,EL65,2,0.4229
2019,NUTS,2010,EL65,2,0.6495
1993,NUTS,2010,ES,0,0.6578
1994,NUTS,2010,ES,0,0.5819
1995,NUTS,2010,ES,0,0.8071
1997,NUTS,2010,ES,0,0.7841
1999,NUTS,2010,ES,0,0.7995
2001,NUTS,2010,ES,0,0.8754
2002,NUTS,2010,ES,0,0.8995
2003,NUTS,2010,ES,0,0.913
2004,NUTS,2010,ES,0,0.9426
2005,NUTS,2010,ES,0,0.9494
2006,NUTS,2010,ES,0,0.9753
2007,NUTS,2010,ES,0,1.0089
2008,NUTS,2010,ES,0,1.0716
2009,NUTS,2010,ES,0,1.1675
2010,NUTS,2010,ES,0,1.206
2011,NUTS,2010,ES,0,1.2055
2012,NUTS,2010,ES,0,1.2333
2013,NUTS,2010,ES,0,1.2279
2014,NUTS,2010,ES,0,1.2208
2015,NUTS,2010,ES,0,1.2092
2016,NUTS,2010,ES,0,1.2027
2017,NUTS,2010,ES,0,1.2118
2018,NUTS,2010,ES,0,1.227
2019,NUTS,2010,ES,0,1.2335
2001,NUTS,2010,ES1,1,0.805
2003,NUTS,2010,ES1,1,0.8151
2004,NUTS,2010,ES1,1,0.8592
2005,NUTS,2010,ES1,1,0.8284
2006,NUTS,2010,ES1,1,0.8729
2007,NUTS,2010,ES1,1,0.9107
2008,NUTS,2010,ES1,1,0.926
2009,NUTS,2010,ES1,1,0.9745
2010,NUTS,2010,ES1,1,1.0369
2011,NUTS,2010,ES1,1,1.0127
2012,NUTS,2010,ES1,1,0.9888
2013,NUTS,2010,ES1,1,1.0314
2014,NUTS,2010,ES1,1,0.9923
2015,NUTS,2010,ES1,1,0.9922
2016,NUTS,2010,ES1,1,0.9913
2017,NUTS,2010,ES1,1,1.028
2018,NUTS,2010,ES1,1,1.0258
2019,NUTS,2010,ES1,1,1.0795
2001,NUTS,2010,ES11,2,0.7599
2003,NUTS,2010,ES11,2,0.8514
2004,NUTS,2010,ES11,2,0.8813
2005,NUTS,2010,ES11,2,0.8697
2006,NUTS,2010,ES11,2,0.8492
2007,NUTS,2010,ES11,2,0.9026
2008,NUTS,2010,ES11,2,0.9021
2009,NUTS,2010,ES11,2,0.9324
2010,NUTS,2010,ES11,2,0.9888
2011,NUTS,2010,ES11,2,0.9627
2012,NUTS,2010,ES11,2,0.947
2013,NUTS,2010,ES11,2,0.9787
2014,NUTS,2010,ES11,2,0.9711
2015,NUTS,2010,ES11,2,0.953
2016,NUTS,2010,ES11,2,0.9801
2017,NUTS,2010,ES11,2,1.029
2018,NUTS,2010,ES11,2,1.0596
2019,NUTS,2010,ES11,2,1.0802
2001,NUTS,2010,ES12,2,0.9049
2003,NUTS,2010,ES12,2,0.9214
2004,NUTS,2010,ES12,2,0.9468
2005,NUTS,2010,ES12,2,0.8616
2006,NUTS,2010,ES12,2,0.9398
2007,NUTS,2010,ES12,2,0.9934
2008,NUTS,2010,ES12,2,1.0245
2009,NUTS,2010,ES12,2,1.1668
2010,NUTS,2010,ES12,2,1.2289
2011,NUTS,2010,ES12,2,1.1943
2012,NUTS,2010,ES12,2,1.1395
2013,NUTS,2010,ES12,2,1.242
2014,NUTS,2010,ES12,2,1.1005
2015,NUTS,2010,ES12,2,1.1276
2016,NUTS,2010,ES12,2,1.0578
2017,NUTS,2010,ES12,2,1.0887
2018,NUTS,2010,ES12,2,0.9982
2019,NUTS,2010,ES12,2,1.1483
2001,NUTS,2010,ES13,2,0.8539
2003,NUTS,2010,ES13,2,0.4559
2004,NUTS,2010,ES13,2,0.6039
2005,NUTS,2010,ES13,2,0.578
2006,NUTS,2010,ES13,2,0.8689
2007,NUTS,2010,ES13,2,0.8096
2008,NUTS,2010,ES13,2,0.8642
2009,NUTS,2010,ES13,2,0.842
2010,NUTS,2010,ES13,2,0.9305
2011,NUTS,2010,ES13,2,0.9355
2012,NUTS,2010,ES13,2,0.9293
2013,NUTS,2010,ES13,2,0.9198
2014,NUTS,2010,ES13,2,0.9063
2015,NUTS,2010,ES13,2,0.9439
2016,NUTS,2010,ES13,2,0.9323
2017,NUTS,2010,ES13,2,0.9216
2018,NUTS,2010,ES13,2,0.9199
2019,NUTS,2010,ES13,2,0.968
2001,NUTS,2010,ES2,1,0.9459
2003,NUTS,2010,ES2,1,1.1052
2004,NUTS,2010,ES2,1,1.181
2005,NUTS,2010,ES2,1,1.1757
2006,NUTS,2010,ES2,1,1.2532
2007,NUTS,2010,ES2,1,1.3344
2008,NUTS,2010,ES2,1,1.4154
2009,NUTS,2010,ES2,1,1.5171
2010,NUTS,2010,ES2,1,1.5236
2011,NUTS,2010,ES2,1,1.5756
2012,NUTS,2010,ES2,1,1.6673
2013,NUTS,2010,ES2,1,1.6934
2014,NUTS,2010,ES2,1,1.7015
2015,NUTS,2010,ES2,1,1.6838
2016,NUTS,2010,ES2,1,1.6618
2017,NUTS,2010,ES2,1,1.6902
2018,NUTS,2010,ES2,1,1.7422
2019,NUTS,2010,ES2,1,1.7125
2001,NUTS,2010,ES21,2,1.0296
2003,NUTS,2010,ES21,2,1.1844
2004,NUTS,2010,ES21,2,1.2934
2005,NUTS,2010,ES21,2,1.3201
2006,NUTS,2010,ES21,2,1.3729
2007,NUTS,2010,ES21,2,1.5597
2008,NUTS,2010,ES21,2,1.6261
2009,NUTS,2010,ES21,2,1.7641
2010,NUTS,2010,ES21,2,1.7193
2011,NUTS,2010,ES21,2,1.8009
2012,NUTS,2010,ES21,2,1.9646
2013,NUTS,2010,ES21,2,2.0042
2014,NUTS,2010,ES21,2,2.005
2015,NUTS,2010,ES21,2,2.0232
2016,NUTS,2010,ES21,2,1.9795
2017,NUTS,2010,ES21,2,2.077
2018,NUTS,2010,ES21,2,2.1496
2019,NUTS,2010,ES21,2,2.1568
2001,NUTS,2010,ES22,2,1.1072
2003,NUTS,2010,ES22,2,1.422
2004,NUTS,2010,ES22,2,1.5236
2005,NUTS,2010,ES22,2,1.436
2006,NUTS,2010,ES22,2,1.5987
2007,NUTS,2010,ES22,2,1.4254
2008,NUTS,2010,ES22,2,1.611
2009,NUTS,2010,ES22,2,1.6836
2010,NUTS,2010,ES22,2,1.7109
2011,NUTS,2010,ES22,2,1.6832
2012,NUTS,2010,ES22,2,1.6938
2013,NUTS,2010,ES22,2,1.678
2014,NUTS,2010,ES22,2,1.646
2015,NUTS,2010,ES22,2,1.6814
2016,NUTS,2010,ES22,2,1.6822
2017,NUTS,2010,ES22,2,1.6144
2018,NUTS,2010,ES22,2,1.64
2019,NUTS,2010,ES22,2,1.4289
2001,NUTS,2010,ES23,2,0.4557
2003,NUTS,2010,ES23,2,0.5008
2004,NUTS,2010,ES23,2,0.5362
2005,NUTS,2010,ES23,2,0.4682
2006,NUTS,2010,ES23,2,0.5571
2007,NUTS,2010,ES23,2,0.7205
2008,NUTS,2010,ES23,2,0.8246
2009,NUTS,2010,ES23,2,0.8686
2010,NUTS,2010,ES23,2,0.9942
2011,NUTS,2010,ES23,2,0.9851
2012,NUTS,2010,ES23,2,1.0965
2013,NUTS,2010,ES23,2,1.038
2014,NUTS,2010,ES23,2,1.0438
2015,NUTS,2010,ES23,2,0.9724
2016,NUTS,2010,ES23,2,1.138
2017,NUTS,2010,ES23,2,1.0647
2018,NUTS,2010,ES23,2,1.1123
2019,NUTS,2010,ES23,2,1.1223
2001,NUTS,2010,ES24,2,0.8259
2003,NUTS,2010,ES24,2,0.954
2004,NUTS,2010,ES24,2,0.9787
2005,NUTS,2010,ES24,2,0.984
2006,NUTS,2010,ES24,2,1.0536
2007,NUTS,2010,ES24,2,1.0746
2008,NUTS,2010,ES24,2,1.1234
2009,NUTS,2010,ES24,2,1.1907
2010,NUTS,2010,ES24,2,1.2249
2011,NUTS,2010,ES24,2,1.2734
2012,NUTS,2010,ES24,2,1.2951
2013,NUTS,2010,ES24,2,1.3325
2014,NUTS,2010,ES24,2,1.3862
2015,NUTS,2010,ES24,2,1.3067
2016,NUTS,2010,ES24,2,1.2603
2017,NUTS,2010,ES24,2,1.2577
2018,NUTS,2010,ES24,2,1.2884
2019,NUTS,2010,ES24,2,1.2854
2001,NUTS,2010,ES3,1,1.5694
2003,NUTS,2010,ES3,1,1.4343
2004,NUTS,2010,ES3,1,1.4671
2005,NUTS,2010,ES3,1,1.4814
2006,NUTS,2010,ES3,1,1.493
2007,NUTS,2010,ES3,1,1.553
2008,NUTS,2010,ES3,1,1.6412
2009,NUTS,2010,ES3,1,1.7715
2010,NUTS,2010,ES3,1,1.7883
2011,NUTS,2010,ES3,1,1.7702
2012,NUTS,2010,ES3,1,1.7656
2013,NUTS,2010,ES3,1,1.7808
2014,NUTS,2010,ES3,1,1.7857
2015,NUTS,2010,ES3,1,1.7433
2016,NUTS,2010,ES3,1,1.7757
2017,NUTS,2010,ES3,1,1.7707
2018,NUTS,2010,ES3,1,1.8107
2019,NUTS,2010,ES3,1,1.8278
2001,NUTS,2010,ES30,2,1.5694
2003,NUTS,2010,ES30,2,1.4343
2004,NUTS,2010,ES30,2,1.4671
2005,NUTS,2010,ES30,2,1.4814
2006,NUTS,2010,ES30,2,1.493
2007,NUTS,2010,ES30,2,1.553
2008,NUTS,2010,ES30,2,1.6412
2009,NUTS,2010,ES30,2,1.7715
2010,NUTS,2010,ES30,2,1.7883
2011,NUTS,2010,ES30,2,1.7702
2012,NUTS,2010,ES30,2,1.7656
2013,NUTS,2010,ES30,2,1.7808
2014,NUTS,2010,ES30,2,1.7857
2015,NUTS,2010,ES30,2,1.7433
2016,NUTS,2010,ES30,2,1.7757
2017,NUTS,2010,ES30,2,1.7707
2018,NUTS,2010,ES30,2,1.8107
2019,NUTS,2010,ES30,2,1.8278
2001,NUTS,2010,ES4,1,0.7498
2003,NUTS,2010,ES4,1,0.7339
2004,NUTS,2010,ES4,1,0.7488
2005,NUTS,2010,ES4,1,0.748
2006,NUTS,2010,ES4,1,0.7454
2007,NUTS,2010,ES4,1,0.7575
2008,NUTS,2010,ES4,1,0.8286
2009,NUTS,2010,ES4,1,0.8832
2010,NUTS,2010,ES4,1,0.9154
2011,NUTS,2010,ES4,1,0.9175
2012,NUTS,2010,ES4,1,0.9225
2013,NUTS,2010,ES4,1,0.8594
2014,NUTS,2010,ES4,1,0.8601
2015,NUTS,2010,ES4,1,0.8651
2016,NUTS,2010,ES4,1,0.8463
2017,NUTS,2010,ES4,1,0.8622
2018,NUTS,2010,ES4,1,0.8643
2019,NUTS,2010,ES4,1,0.8559
2001,NUTS,2010,ES41,2,1.0763
2003,NUTS,2010,ES41,2,1.0226
2004,NUTS,2010,ES41,2,1.0481
2005,NUTS,2010,ES41,2,1.0207
2006,NUTS,2010,ES41,2,1.0473
2007,NUTS,2010,ES41,2,1.0557
2008,NUTS,2010,ES41,2,1.1172
2009,NUTS,2010,ES41,2,1.1776
2010,NUTS,2010,ES41,2,1.1987
2011,NUTS,2010,ES41,2,1.2187
2012,NUTS,2010,ES41,2,1.2189
2013,NUTS,2010,ES41,2,1.1716
2014,NUTS,2010,ES41,2,1.178
2015,NUTS,2010,ES41,2,1.1968
2016,NUTS,2010,ES41,2,1.1466
2017,NUTS,2010,ES41,2,1.1691
2018,NUTS,2010,ES41,2,1.1902
2019,NUTS,2010,ES41,2,1.2156
2001,NUTS,2010,ES42,2,0.3533
2003,NUTS,2010,ES42,2,0.4097
2004,NUTS,2010,ES42,2,0.4275
2005,NUTS,2010,ES42,2,0.4448
2006,NUTS,2010,ES42,2,0.4151
2007,NUTS,2010,ES42,2,0.4447
2008,NUTS,2010,ES42,2,0.5474
2009,NUTS,2010,ES42,2,0.6024
2010,NUTS,2010,ES42,2,0.6256
2011,NUTS,2010,ES42,2,0.6212
2012,NUTS,2010,ES42,2,0.6016
2013,NUTS,2010,ES42,2,0.4908
2014,NUTS,2010,ES42,2,0.5153
2015,NUTS,2010,ES42,2,0.5032
2016,NUTS,2010,ES42,2,0.5271
2017,NUTS,2010,ES42,2,0.5341
2018,NUTS,2010,ES42,2,0.5232
2019,NUTS,2010,ES42,2,0.5254
2001,NUTS,2010,ES43,2,0.619
2003,NUTS,2010,ES43,2,0.6052
2004,NUTS,2010,ES43,2,0.5975
2005,NUTS,2010,ES43,2,0.6302
2006,NUTS,2010,ES43,2,0.6214
2007,NUTS,2010,ES43,2,0.6322
2008,NUTS,2010,ES43,2,0.6623
2009,NUTS,2010,ES43,2,0.6927
2010,NUTS,2010,ES43,2,0.7676
2011,NUTS,2010,ES43,2,0.7386
2012,NUTS,2010,ES43,2,0.7763
2013,NUTS,2010,ES43,2,0.7897
2014,NUTS,2010,ES43,2,0.7278
2015,NUTS,2010,ES43,2,0.7318
2016,NUTS,2010,ES43,2,0.7094
2017,NUTS,2010,ES43,2,0.7482
2018,NUTS,2010,ES43,2,0.7437
2019,NUTS,2010,ES43,2,0.6417
2001,NUTS,2010,ES5,1,0.6829
2003,NUTS,2010,ES5,1,0.8114
2004,NUTS,2010,ES5,1,0.8375
2005,NUTS,2010,ES5,1,0.8391
2006,NUTS,2010,ES5,1,0.8845
2007,NUTS,2010,ES5,1,0.9116
2008,NUTS,2010,ES5,1,0.9704
2009,NUTS,2010,ES5,1,1.0815
2010,NUTS,2010,ES5,1,1.131
2011,NUTS,2010,ES5,1,1.1207
2012,NUTS,2010,ES5,1,1.1605
2013,NUTS,2010,ES5,1,1.1467
2014,NUTS,2010,ES5,1,1.1658
2015,NUTS,2010,ES5,1,1.1515
2016,NUTS,2010,ES5,1,1.1517
2017,NUTS,2010,ES5,1,1.1674
2018,NUTS,2010,ES5,1,1.1795
2019,NUTS,2010,ES5,1,1.1863
2001,NUTS,2010,ES51,2,0.7619
2003,NUTS,2010,ES51,2,0.931
2004,NUTS,2010,ES51,2,0.9694
2005,NUTS,2010,ES51,2,0.9631
2006,NUTS,2010,ES51,2,1.0488
2007,NUTS,2010,ES51,2,1.0573
2008,NUTS,2010,ES51,2,1.104
2009,NUTS,2010,ES51,2,1.2226
2010,NUTS,2010,ES51,2,1.2737
2011,NUTS,2010,ES51,2,1.2306
2012,NUTS,2010,ES51,2,1.3075
2013,NUTS,2010,ES51,2,1.3208
2014,NUTS,2010,ES51,2,1.2984
2015,NUTS,2010,ES51,2,1.3113
2016,NUTS,2010,ES51,2,1.3067
2017,NUTS,2010,ES51,2,1.3276
2018,NUTS,2010,ES51,2,1.3514
2019,NUTS,2010,ES51,2,1.3424
2001,NUTS,2010,ES52,2,0.6517
2003,NUTS,2010,ES52,2,0.7447
2004,NUTS,2010,ES52,2,0.748
2005,NUTS,2010,ES52,2,0.7519
2006,NUTS,2010,ES52,2,0.7466
2007,NUTS,2010,ES52,2,0.7888
2008,NUTS,2010,ES52,2,0.8778
2009,NUTS,2010,ES52,2,0.9849
2010,NUTS,2010,ES52,2,1.0215
2011,NUTS,2010,ES52,2,1.0587
2012,NUTS,2010,ES52,2,1.072
2013,NUTS,2010,ES52,2,1.0172
2014,NUTS,2010,ES52,2,1.1062
2015,NUTS,2010,ES52,2,1.0495
2016,NUTS,2010,ES52,2,1.0655
2017,NUTS,2010,ES52,2,1.0705
2018,NUTS,2010,ES52,2,1.0738
2019,NUTS,2010,ES52,2,1.1046
2001,NUTS,2010,ES53,2,0.2568
2003,NUTS,2010,ES53,2,0.2557
2004,NUTS,2010,ES53,2,0.2939
2005,NUTS,2010,ES53,2,0.3287
2006,NUTS,2010,ES53,2,0.3302
2007,NUTS,2010,ES53,2,0.4269
2008,NUTS,2010,ES53,2,0.4389
2009,NUTS,2010,ES53,2,0.5226
2010,NUTS,2010,ES53,2,0.6041
2011,NUTS,2010,ES53,2,0.6147
2012,NUTS,2010,ES53,2,0.5542
2013,NUTS,2010,ES53,2,0.5422
2014,NUTS,2010,ES53,2,0.5562
2015,NUTS,2010,ES53,2,0.5608
2016,NUTS,2010,ES53,2,0.536
2017,NUTS,2010,ES53,2,0.55
2018,NUTS,2010,ES53,2,0.5331
2019,NUTS,2010,ES53,2,0.5439
2001,NUTS,2010,ES6,1,0.782
2003,NUTS,2010,ES6,1,0.7672
2004,NUTS,2010,ES6,1,0.7903
2005,NUTS,2010,ES6,1,0.7997
2006,NUTS,2010,ES6,1,0.8059
2007,NUTS,2010,ES6,1,0.8282
2008,NUTS,2010,ES6,1,0.874
2009,NUTS,2010,ES6,1,0.9538
2010,NUTS,2010,ES6,1,0.9904
2011,NUTS,2010,ES6,1,1.0012
2012,NUTS,2010,ES6,1,1.0265
2013,NUTS,2010,ES6,1,1.0303
2014,NUTS,2010,ES6,1,0.9909
2015,NUTS,2010,ES6,1,1.0042
2016,NUTS,2010,ES6,1,0.9755
2017,NUTS,2010,ES6,1,0.9622
2018,NUTS,2010,ES6,1,0.9668
2019,NUTS,2010,ES6,1,0.9593
2001,NUTS,2010,ES61,2,0.8193
2003,NUTS,2010,ES61,2,0.7914
2004,NUTS,2010,ES61,2,0.8167
2005,NUTS,2010,ES61,2,0.8125
2006,NUTS,2010,ES61,2,0.8212
2007,NUTS,2010,ES61,2,0.8473
2008,NUTS,2010,ES61,2,0.8912
2009,NUTS,2010,ES61,2,0.9682
2010,NUTS,2010,ES61,2,1.003
2011,NUTS,2010,ES61,2,1.0116
2012,NUTS,2010,ES61,2,1.038
2013,NUTS,2010,ES61,2,1.0434
2014,NUTS,2010,ES61,2,1.0009
2015,NUTS,2010,ES61,2,1.0095
2016,NUTS,2010,ES61,2,0.9781
2017,NUTS,2010,ES61,2,0.9513
2018,NUTS,2010,ES61,2,0.9472
2019,NUTS,2010,ES61,2,0.9346
2001,NUTS,2010,ES62,2,0.6665
2003,NUTS,2010,ES62,2,0.6865
2004,NUTS,2010,ES62,2,0.6993
2005,NUTS,2010,ES62,2,0.7775
2006,NUTS,2010,ES62,2,0.7614
2007,NUTS,2010,ES62,2,0.7638
2008,NUTS,2010,ES62,2,0.8233
2009,NUTS,2010,ES62,2,0.9514
2010,NUTS,2010,ES62,2,1.0018
2011,NUTS,2010,ES62,2,1.0288
2012,NUTS,2010,ES62,2,1.0489
2013,NUTS,2010,ES62,2,1.0484
2014,NUTS,2010,ES62,2,1.0149
2015,NUTS,2010,ES62,2,1.0553
2016,NUTS,2010,ES62,2,1.0281
2017,NUTS,2010,ES62,2,1.08
2018,NUTS,2010,ES62,2,1.1143
2019,NUTS,2010,ES62,2,1.1298
2001,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.552
2004,NUTS,2010,ES63,2,0.2833
2005,NUTS,2010,ES63,2,0.2492
2006,NUTS,2010,ES63,2,0.298
2007,NUTS,2010,ES63,2,0.298
2008,NUTS,2010,ES63,2,0.3504
2009,NUTS,2010,ES63,2,0.1197
2010,NUTS,2010,ES63,2,0.1227
2011,NUTS,2010,ES63,2,0.1278
2012,NUTS,2010,ES63,2,0.144
2013,NUTS,2010,ES63,2,0.1289
2014,NUTS,2010,ES63,2,0.1902
2015,NUTS,2010,ES63,2,0.145
2001,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.3022
2005,NUTS,2010,ES64,2,0.3032
2006,NUTS,2010,ES64,2,0.4388
2007,NUTS,2010,ES64,2,0.4895
2008,NUTS,2010,ES64,2,0.5168
2009,NUTS,2010,ES64,2,0.2208
2010,NUTS,2010,ES64,2,0.1942
2011,NUTS,2010,ES64,2,0.1977
2012,NUTS,2010,ES64,2,0.2148
2013,NUTS,2010,ES64,2,0.2195
2014,NUTS,2010,ES64,2,0.2428
2015,NUTS,2010,ES64,2,0.217
2001,NUTS,2010,ES7,1,0.5704
2003,NUTS,2010,ES7,1,0.5932
2004,NUTS,2010,ES7,1,0.6215
2005,NUTS,2010,ES7,1,0.6053
2006,NUTS,2010,ES7,1,0.5568
2007,NUTS,2010,ES7,1,0.5431
2008,NUTS,2010,ES7,1,0.5773
2009,NUTS,2010,ES7,1,0.6173
2010,NUTS,2010,ES7,1,0.6734
2011,NUTS,2010,ES7,1,0.6788
2012,NUTS,2010,ES7,1,0.693
2013,NUTS,2010,ES7,1,0.6621
2014,NUTS,2010,ES7,1,0.6286
2015,NUTS,2010,ES7,1,0.5839
2016,NUTS,2010,ES7,1,0.583
2017,NUTS,2010,ES7,1,0.576
2018,NUTS,2010,ES7,1,0.5603
2019,NUTS,2010,ES7,1,0.5581
2001,NUTS,2010,ES70,2,0.5704
2003,NUTS,2010,ES70,2,0.5932
2004,NUTS,2010,ES70,2,0.6215
2005,NUTS,2010,ES70,2,0.6053
2006,NUTS,2010,ES70,2,0.5568
2007,NUTS,2010,ES70,2,0.5431
2008,NUTS,2010,ES70,2,0.5773
2009,NUTS,2010,ES70,2,0.6173
2010,NUTS,2010,ES70,2,0.6734
2011,NUTS,2010,ES70,2,0.6788
2012,NUTS,2010,ES70,2,0.693
2013,NUTS,2010,ES70,2,0.6621
2014,NUTS,2010,ES70,2,0.6286
2015,NUTS,2010,ES70,2,0.5839
2016,NUTS,2010,ES70,2,0.583
2017,NUTS,2010,ES70,2,0.576
2018,NUTS,2010,ES70,2,0.5603
2019,NUTS,2010,ES70,2,0.5581
2003,NUTS,2010,EU27_2020,7,0.8689
2005,NUTS,2010,EU27_2020,7,0.9194
2007,NUTS,2010,EU27_2020,7,0.955
2009,NUTS,2010,EU27_2020,7,1.0541
2011,NUTS,2010,EU27_2020,7,1.1526
2013,NUTS,2010,EU27_2020,7,1.2485
2015,NUTS,2010,EU27_2020,7,1.2913
2017,NUTS,2010,EU27_2020,7,1.3655
2019,NUTS,2010,EU27_2020,7,1.4453
2004,NUTS,2010,FI,0,2.1842
2005,NUTS,2010,FI,0,2.1351
2006,NUTS,2010,FI,0,2.205
2007,NUTS,2010,FI,0,2.1724
2008,NUTS,2010,FI,0,2.2105
2009,NUTS,2010,FI,0,2.3307
2010,NUTS,2010,FI,0,2.4069
2011,NUTS,2010,FI,0,2.4039
2012,NUTS,2010,FI,0,2.3637
2013,NUTS,2010,FI,0,2.3882
2014,NUTS,2010,FI,0,2.3533
2015,NUTS,2010,FI,0,2.3877
2016,NUTS,2010,FI,0,2.2873
2017,NUTS,2010,FI,0,2.2824
2018,NUTS,2010,FI,0,2.2776
2019,NUTS,2010,FI,0,2.3744
2004,NUTS,2010,FI1,1,2.1596
