year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_pc_act_hc_bes_rse
2015,NUTS,2010,PL52,2,0.0354
2016,NUTS,2010,PL52,2,0.0968
2017,NUTS,2010,PL52,2,0.1282
2019,NUTS,2010,PL52,2,0.1002
2000,NUTS,2010,PL6,1,0.0172
2003,NUTS,2010,PL6,1,0.0188
2004,NUTS,2010,PL6,1,0.0217
2005,NUTS,2010,PL6,1,0.0279
2006,NUTS,2010,PL6,1,0.0294
2007,NUTS,2010,PL6,1,0.0243
2008,NUTS,2010,PL6,1,0.0208
2009,NUTS,2010,PL6,1,0.0202
2011,NUTS,2010,PL6,1,0.0327
2012,NUTS,2010,PL6,1,0.0366
2013,NUTS,2010,PL6,1,0.0427
2014,NUTS,2010,PL6,1,0.0477
2015,NUTS,2010,PL6,1,0.0521
2016,NUTS,2010,PL6,1,0.0928
2017,NUTS,2010,PL6,1,0.1432
2018,NUTS,2010,PL6,1,0.1371
2019,NUTS,2010,PL6,1,0.1842
2003,NUTS,2010,PL61,2,0.0181
2004,NUTS,2010,PL61,2,0.0215
2005,NUTS,2010,PL61,2,0.0214
2006,NUTS,2010,PL61,2,0.0267
2007,NUTS,2010,PL61,2,0.0165
2008,NUTS,2010,PL61,2,0.0095
2009,NUTS,2010,PL61,2,0.0089
2010,NUTS,2010,PL61,2,0.0091
2011,NUTS,2010,PL61,2,0.0099
2012,NUTS,2010,PL61,2,0.016
2013,NUTS,2010,PL61,2,0.0158
2014,NUTS,2010,PL61,2,0.0175
2015,NUTS,2010,PL61,2,0.0255
2016,NUTS,2010,PL61,2,0.0433
2017,NUTS,2010,PL61,2,0.1503
2018,NUTS,2010,PL61,2,0.0707
2019,NUTS,2010,PL61,2,0.0948
2003,NUTS,2010,PL62,2,0.0475
2004,NUTS,2010,PL62,2,0.0508
2005,NUTS,2010,PL62,2,0.0022
2006,NUTS,2010,PL62,2,0.0
2007,NUTS,2010,PL62,2,0.0015
2008,NUTS,2010,PL62,2,0.0007
2009,NUTS,2010,PL62,2,0.0048
2011,NUTS,2010,PL62,2,0.0024
2012,NUTS,2010,PL62,2,0.0036
2013,NUTS,2010,PL62,2,0.0061
2014,NUTS,2010,PL62,2,0.0086
2015,NUTS,2010,PL62,2,0.0136
2016,NUTS,2010,PL62,2,0.0387
2017,NUTS,2010,PL62,2,0.0446
2018,NUTS,2010,PL62,2,0.0371
2019,NUTS,2010,PL62,2,0.0729
2000,NUTS,2010,PL63,2,0.0345
2003,NUTS,2010,PL63,2,0.0007
2004,NUTS,2010,PL63,2,0.0014
2005,NUTS,2010,PL63,2,0.0539
2006,NUTS,2010,PL63,2,0.0555
2007,NUTS,2010,PL63,2,0.0485
2008,NUTS,2010,PL63,2,0.0449
2009,NUTS,2010,PL63,2,0.0435
2010,NUTS,2010,PL63,2,0.0465
2011,NUTS,2010,PL63,2,0.0748
2012,NUTS,2010,PL63,2,0.0752
2013,NUTS,2010,PL63,2,0.0883
2014,NUTS,2010,PL63,2,0.0982
2015,NUTS,2010,PL63,2,0.0976
2016,NUTS,2010,PL63,2,0.1663
2017,NUTS,2010,PL63,2,0.1923
2018,NUTS,2010,PL63,2,0.251
2019,NUTS,2010,PL63,2,0.3196
2016,NUTS,2010,PL7,1,0.0988
2017,NUTS,2010,PL7,1,0.1266
2018,NUTS,2010,PL7,1,0.1274
2019,NUTS,2010,PL7,1,0.1333
2017,NUTS,2010,PL71,2,0.1677
2018,NUTS,2010,PL71,2,0.1647
2019,NUTS,2010,PL71,2,0.1714
2017,NUTS,2010,PL72,2,0.0371
2018,NUTS,2010,PL72,2,0.0434
2019,NUTS,2010,PL72,2,0.0505
2016,NUTS,2010,PL8,1,0.0863
2017,NUTS,2010,PL8,1,0.1021
2018,NUTS,2010,PL8,1,0.1124
2019,NUTS,2010,PL8,1,0.1163
2016,NUTS,2010,PL81,2,0.0491
2018,NUTS,2010,PL81,2,0.073
2019,NUTS,2010,PL81,2,0.0667
2016,NUTS,2010,PL82,2,0.1584
2017,NUTS,2010,PL82,2,0.1648
2018,NUTS,2010,PL82,2,0.1799
2019,NUTS,2010,PL82,2,0.1964
2016,NUTS,2010,PL84,2,0.0276
2018,NUTS,2010,PL84,2,0.0664
2019,NUTS,2010,PL84,2,0.0682
2016,NUTS,2010,PL9,1,0.3648
2017,NUTS,2010,PL9,1,0.6509
2018,NUTS,2010,PL9,1,0.6378
2019,NUTS,2010,PL9,1,0.6339
2017,NUTS,2010,PL91,2,1.0885
2018,NUTS,2010,PL91,2,1.0051
2019,NUTS,2010,PL91,2,0.9801
2017,NUTS,2010,PL92,2,0.0496
2018,NUTS,2010,PL92,2,0.0908
2019,NUTS,2010,PL92,2,0.0737
1997,NUTS,2010,PT,0,0.0251
1998,NUTS,2010,PT,0,0.0308
1999,NUTS,2010,PT,0,0.037
2000,NUTS,2010,PT,0,0.0464
2001,NUTS,2010,PT,0,0.0557
2002,NUTS,2010,PT,0,0.0662
2003,NUTS,2010,PT,0,0.0763
2004,NUTS,2010,PT,0,0.0722
2005,NUTS,2010,PT,0,0.0675
2006,NUTS,2010,PT,0,0.1222
2007,NUTS,2010,PT,0,0.1759
2008,NUTS,2010,PT,0,0.2182
2009,NUTS,2010,PT,0,0.2329
2010,NUTS,2010,PT,0,0.2407
2011,NUTS,2010,PT,0,0.2674
2012,NUTS,2010,PT,0,0.294
2013,NUTS,2010,PT,0,0.301
2014,NUTS,2010,PT,0,0.2873
2015,NUTS,2010,PT,0,0.3033
2016,NUTS,2010,PT,0,0.3195
2017,NUTS,2010,PT,0,0.3594
2018,NUTS,2010,PT,0,0.3755
2019,NUTS,2010,PT,0,0.425
2020,NUTS,2010,PT,0,0.5038
2001,NUTS,2010,PT1,1,0.0544
2003,NUTS,2010,PT1,1,0.0743
2004,NUTS,2010,PT1,1,0.0712
2005,NUTS,2010,PT1,1,0.0662
2006,NUTS,2010,PT1,1,0.1198
2007,NUTS,2010,PT1,1,0.172
2008,NUTS,2010,PT1,1,0.214
2009,NUTS,2010,PT1,1,0.2178
2010,NUTS,2010,PT1,1,0.2264
2011,NUTS,2010,PT1,1,0.259
2012,NUTS,2010,PT1,1,0.284
2013,NUTS,2010,PT1,1,0.2946
2014,NUTS,2010,PT1,1,0.2846
2015,NUTS,2010,PT1,1,0.3015
2016,NUTS,2010,PT1,1,0.3188
2017,NUTS,2010,PT1,1,0.3589
2018,NUTS,2010,PT1,1,0.3738
2019,NUTS,2010,PT1,1,0.4232
2020,NUTS,2010,PT1,1,0.5037
2001,NUTS,2010,PT11,2,0.038
2003,NUTS,2010,PT11,2,0.0502
2004,NUTS,2010,PT11,2,0.0525
2005,NUTS,2010,PT11,2,0.0525
2006,NUTS,2010,PT11,2,0.0945
2007,NUTS,2010,PT11,2,0.1371
2008,NUTS,2010,PT11,2,0.1586
2009,NUTS,2010,PT11,2,0.1759
2010,NUTS,2010,PT11,2,0.1944
2011,NUTS,2010,PT11,2,0.2122
2012,NUTS,2010,PT11,2,0.2365
2013,NUTS,2010,PT11,2,0.3868
2014,NUTS,2010,PT11,2,0.3307
2015,NUTS,2010,PT11,2,0.3704
2016,NUTS,2010,PT11,2,0.3043
2017,NUTS,2010,PT11,2,0.347
2018,NUTS,2010,PT11,2,0.3622
2019,NUTS,2010,PT11,2,0.4103
2020,NUTS,2010,PT11,2,0.5171
2001,NUTS,2010,PT15,2,0.1223
2003,NUTS,2010,PT15,2,0.0109
2004,NUTS,2010,PT15,2,0.0094
2005,NUTS,2010,PT15,2,0.0077
2006,NUTS,2010,PT15,2,0.0154
2007,NUTS,2010,PT15,2,0.023
2008,NUTS,2010,PT15,2,0.0587
2009,NUTS,2010,PT15,2,0.0623
2010,NUTS,2010,PT15,2,0.059
2011,NUTS,2010,PT15,2,0.0549
2012,NUTS,2010,PT15,2,0.0443
2013,NUTS,2010,PT15,2,0.0194
2014,NUTS,2010,PT15,2,0.0272
2015,NUTS,2010,PT15,2,0.0312
2016,NUTS,2010,PT15,2,0.0474
2017,NUTS,2010,PT15,2,0.0422
2018,NUTS,2010,PT15,2,0.0545
2019,NUTS,2010,PT15,2,0.0671
2020,NUTS,2010,PT15,2,0.0777
2001,NUTS,2010,PT16,2,0.1377
2003,NUTS,2010,PT16,2,0.0496
2004,NUTS,2010,PT16,2,0.0521
2005,NUTS,2010,PT16,2,0.0536
2006,NUTS,2010,PT16,2,0.0805
2007,NUTS,2010,PT16,2,0.106
2008,NUTS,2010,PT16,2,0.1302
2009,NUTS,2010,PT16,2,0.1373
2010,NUTS,2010,PT16,2,0.1433
2011,NUTS,2010,PT16,2,0.1966
2012,NUTS,2010,PT16,2,0.1884
2013,NUTS,2010,PT16,2,0.1573
2014,NUTS,2010,PT16,2,0.1801
2015,NUTS,2010,PT16,2,0.1947
2016,NUTS,2010,PT16,2,0.2227
2017,NUTS,2010,PT16,2,0.2798
2018,NUTS,2010,PT16,2,0.3113
2019,NUTS,2010,PT16,2,0.3751
2020,NUTS,2010,PT16,2,0.3916
2001,NUTS,2010,PT17,2,0.0024
2003,NUTS,2010,PT17,2,0.1452
2004,NUTS,2010,PT17,2,0.1286
2005,NUTS,2010,PT17,2,0.1089
2006,NUTS,2010,PT17,2,0.2216
2007,NUTS,2010,PT17,2,0.3244
2008,NUTS,2010,PT17,2,0.3845
2009,NUTS,2010,PT17,2,0.4025
2010,NUTS,2010,PT17,2,0.4093
2011,NUTS,2010,PT17,2,0.4418
2012,NUTS,2010,PT17,2,0.5035
2013,NUTS,2010,PT17,2,0.3835
2014,NUTS,2010,PT17,2,0.392
2015,NUTS,2010,PT17,2,0.3833
2016,NUTS,2010,PT17,2,0.4879
2017,NUTS,2010,PT17,2,0.5227
2018,NUTS,2010,PT17,2,0.5155
2019,NUTS,2010,PT17,2,0.5614
2020,NUTS,2010,PT17,2,0.6767
2001,NUTS,2010,PT18,2,0.0021
2003,NUTS,2010,PT18,2,0.0487
2004,NUTS,2010,PT18,2,0.0494
2005,NUTS,2010,PT18,2,0.0499
2006,NUTS,2010,PT18,2,0.0602
2007,NUTS,2010,PT18,2,0.0729
2008,NUTS,2010,PT18,2,0.2108
2009,NUTS,2010,PT18,2,0.0766
2010,NUTS,2010,PT18,2,0.0679
2011,NUTS,2010,PT18,2,0.0957
2012,NUTS,2010,PT18,2,0.1093
2013,NUTS,2010,PT18,2,0.085
2014,NUTS,2010,PT18,2,0.1102
2015,NUTS,2010,PT18,2,0.1285
2016,NUTS,2010,PT18,2,0.1675
2017,NUTS,2010,PT18,2,0.1952
2018,NUTS,2010,PT18,2,0.2479
2019,NUTS,2010,PT18,2,0.2855
2020,NUTS,2010,PT18,2,0.3263
2001,NUTS,2010,PT2,1,0.0
2004,NUTS,2010,PT2,1,0.0008
2005,NUTS,2010,PT2,1,0.0016
2006,NUTS,2010,PT2,1,0.0054
2007,NUTS,2010,PT2,1,0.0089
2008,NUTS,2010,PT2,1,0.0189
2009,NUTS,2010,PT2,1,0.0101
2010,NUTS,2010,PT2,1,0.0207
2011,NUTS,2010,PT2,1,0.0215
2012,NUTS,2010,PT2,1,0.0455
2013,NUTS,2010,PT2,1,0.0115
2014,NUTS,2010,PT2,1,0.0166
2015,NUTS,2010,PT2,1,0.0183
2016,NUTS,2010,PT2,1,0.038
2017,NUTS,2010,PT2,1,0.0372
2018,NUTS,2010,PT2,1,0.0612
2019,NUTS,2010,PT2,1,0.0411
2020,NUTS,2010,PT2,1,0.0575
2004,NUTS,2010,PT20,2,0.0008
2005,NUTS,2010,PT20,2,0.0016
2006,NUTS,2010,PT20,2,0.0054
2007,NUTS,2010,PT20,2,0.0089
2008,NUTS,2010,PT20,2,0.0189
2009,NUTS,2010,PT20,2,0.0101
2010,NUTS,2010,PT20,2,0.0207
2011,NUTS,2010,PT20,2,0.0215
2012,NUTS,2010,PT20,2,0.0455
2013,NUTS,2010,PT20,2,0.0115
2014,NUTS,2010,PT20,2,0.0166
2015,NUTS,2010,PT20,2,0.0183
2016,NUTS,2010,PT20,2,0.038
2017,NUTS,2010,PT20,2,0.0372
2018,NUTS,2010,PT20,2,0.0612
2019,NUTS,2010,PT20,2,0.0411
2020,NUTS,2010,PT20,2,0.0575
2001,NUTS,2010,PT3,1,0.0121
2003,NUTS,2010,PT3,1,0.0108
2004,NUTS,2010,PT3,1,0.0109
2005,NUTS,2010,PT3,1,0.0107
2006,NUTS,2010,PT3,1,0.0171
2007,NUTS,2010,PT3,1,0.0227
2008,NUTS,2010,PT3,1,0.0255
2009,NUTS,2010,PT3,1,0.0168
2010,NUTS,2010,PT3,1,0.0151
2011,NUTS,2010,PT3,1,0.039
2012,NUTS,2010,PT3,1,0.035
2013,NUTS,2010,PT3,1,0.0306
2014,NUTS,2010,PT3,1,0.0276
2015,NUTS,2010,PT3,1,0.032
2016,NUTS,2010,PT3,1,0.0231
2017,NUTS,2010,PT3,1,0.0413
2018,NUTS,2010,PT3,1,0.0651
2019,NUTS,2010,PT3,1,0.0666
2020,NUTS,2010,PT3,1,0.0663
2001,NUTS,2010,PT30,2,0.0121
2003,NUTS,2010,PT30,2,0.0108
2004,NUTS,2010,PT30,2,0.0109
2005,NUTS,2010,PT30,2,0.0107
2006,NUTS,2010,PT30,2,0.0171
2007,NUTS,2010,PT30,2,0.0227
2008,NUTS,2010,PT30,2,0.0255
2009,NUTS,2010,PT30,2,0.0168
2010,NUTS,2010,PT30,2,0.0151
2011,NUTS,2010,PT30,2,0.039
2012,NUTS,2010,PT30,2,0.035
2013,NUTS,2010,PT30,2,0.0306
2014,NUTS,2010,PT30,2,0.0276
2015,NUTS,2010,PT30,2,0.032
2016,NUTS,2010,PT30,2,0.0231
2017,NUTS,2010,PT30,2,0.0413
2018,NUTS,2010,PT30,2,0.0651
2019,NUTS,2010,PT30,2,0.0666
2020,NUTS,2010,PT30,2,0.0663
1998,NUTS,2010,RO,0,0.177
1999,NUTS,2010,RO,0,0.1456
2000,NUTS,2010,RO,0,0.1164
2001,NUTS,2010,RO,0,0.1023
2002,NUTS,2010,RO,0,0.1101
2003,NUTS,2010,RO,0,0.1011
2004,NUTS,2010,RO,0,0.0907
2005,NUTS,2010,RO,0,0.1081
2006,NUTS,2010,RO,0,0.0764
2007,NUTS,2010,RO,0,0.0756
2008,NUTS,2010,RO,0,0.0619
2009,NUTS,2010,RO,0,0.0711
2010,NUTS,2010,RO,0,0.07
2011,NUTS,2010,RO,0,0.0485
2012,NUTS,2010,RO,0,0.0622
2013,NUTS,2010,RO,0,0.0688
2014,NUTS,2010,RO,0,0.0705
2015,NUTS,2010,RO,0,0.051
2016,NUTS,2010,RO,0,0.0552
2017,NUTS,2010,RO,0,0.0507
2018,NUTS,2010,RO,0,0.0495
2019,NUTS,2010,RO,0,0.0483
2002,NUTS,2010,RO1,1,0.0722
2003,NUTS,2010,RO1,1,0.0673
2004,NUTS,2010,RO1,1,0.0477
2005,NUTS,2010,RO1,1,0.0486
2006,NUTS,2010,RO1,1,0.0336
2007,NUTS,2010,RO1,1,0.0274
2008,NUTS,2010,RO1,1,0.0222
2009,NUTS,2010,RO1,1,0.0367
2010,NUTS,2010,RO1,1,0.0456
2011,NUTS,2010,RO1,1,0.0234
2012,NUTS,2010,RO1,1,0.0421
2013,NUTS,2010,RO1,1,0.0228
2014,NUTS,2010,RO1,1,0.0438
2015,NUTS,2010,RO1,1,0.0263
2016,NUTS,2010,RO1,1,0.0306
2017,NUTS,2010,RO1,1,0.0194
2018,NUTS,2010,RO1,1,0.0269
2019,NUTS,2010,RO1,1,0.0259
2002,NUTS,2010,RO11,2,0.0323
2003,NUTS,2010,RO11,2,0.0367
2004,NUTS,2010,RO11,2,0.0281
2005,NUTS,2010,RO11,2,0.0354
2006,NUTS,2010,RO11,2,0.0321
2007,NUTS,2010,RO11,2,0.0257
2008,NUTS,2010,RO11,2,0.02
2009,NUTS,2010,RO11,2,0.0262
2010,NUTS,2010,RO11,2,0.0362
2011,NUTS,2010,RO11,2,0.0149
2012,NUTS,2010,RO11,2,0.0512
2013,NUTS,2010,RO11,2,0.0278
2014,NUTS,2010,RO11,2,0.0367
2015,NUTS,2010,RO11,2,0.0196
2016,NUTS,2010,RO11,2,0.0237
2017,NUTS,2010,RO11,2,0.0113
2018,NUTS,2010,RO11,2,0.0218
2019,NUTS,2010,RO11,2,0.0203
2002,NUTS,2010,RO12,2,0.1156
2003,NUTS,2010,RO12,2,0.1012
2004,NUTS,2010,RO12,2,0.0702
2005,NUTS,2010,RO12,2,0.0641
2006,NUTS,2010,RO12,2,0.0353
2007,NUTS,2010,RO12,2,0.0295
2008,NUTS,2010,RO12,2,0.0248
2009,NUTS,2010,RO12,2,0.0485
2010,NUTS,2010,RO12,2,0.0578
2011,NUTS,2010,RO12,2,0.0348
2012,NUTS,2010,RO12,2,0.0297
2013,NUTS,2010,RO12,2,0.0162
2014,NUTS,2010,RO12,2,0.0532
2015,NUTS,2010,RO12,2,0.0349
2016,NUTS,2010,RO12,2,0.0394
2017,NUTS,2010,RO12,2,0.03
2018,NUTS,2010,RO12,2,0.0341
2019,NUTS,2010,RO12,2,0.0334
2002,NUTS,2010,RO2,1,0.0413
2003,NUTS,2010,RO2,1,0.0338
2004,NUTS,2010,RO2,1,0.0331
2005,NUTS,2010,RO2,1,0.0337
2006,NUTS,2010,RO2,1,0.0304
2007,NUTS,2010,RO2,1,0.0276
2008,NUTS,2010,RO2,1,0.0231
2009,NUTS,2010,RO2,1,0.0235
2010,NUTS,2010,RO2,1,0.027
2011,NUTS,2010,RO2,1,0.0075
2012,NUTS,2010,RO2,1,0.014
2013,NUTS,2010,RO2,1,0.024
2014,NUTS,2010,RO2,1,0.0104
2015,NUTS,2010,RO2,1,0.0125
2016,NUTS,2010,RO2,1,0.0126
2017,NUTS,2010,RO2,1,0.013
2018,NUTS,2010,RO2,1,0.0104
2019,NUTS,2010,RO2,1,0.0168
2002,NUTS,2010,RO21,2,0.0409
2003,NUTS,2010,RO21,2,0.0293
2004,NUTS,2010,RO21,2,0.0296
2005,NUTS,2010,RO21,2,0.0284
2006,NUTS,2010,RO21,2,0.0259
2007,NUTS,2010,RO21,2,0.0168
2008,NUTS,2010,RO21,2,0.0132
2009,NUTS,2010,RO21,2,0.0153
2010,NUTS,2010,RO21,2,0.0218
2011,NUTS,2010,RO21,2,0.0101
2012,NUTS,2010,RO21,2,0.016
2013,NUTS,2010,RO21,2,0.0347
2014,NUTS,2010,RO21,2,0.0121
2015,NUTS,2010,RO21,2,0.0166
2016,NUTS,2010,RO21,2,0.015
2017,NUTS,2010,RO21,2,0.0175
2018,NUTS,2010,RO21,2,0.0141
2019,NUTS,2010,RO21,2,0.0251
2002,NUTS,2010,RO22,2,0.042
2003,NUTS,2010,RO22,2,0.0406
2004,NUTS,2010,RO22,2,0.0384
2005,NUTS,2010,RO22,2,0.0424
2006,NUTS,2010,RO22,2,0.0371
2007,NUTS,2010,RO22,2,0.045
2008,NUTS,2010,RO22,2,0.0386
2009,NUTS,2010,RO22,2,0.0366
2010,NUTS,2010,RO22,2,0.0353
2011,NUTS,2010,RO22,2,0.0035
2012,NUTS,2010,RO22,2,0.0105
2013,NUTS,2010,RO22,2,0.0056
2014,NUTS,2010,RO22,2,0.0076
2015,NUTS,2010,RO22,2,0.0054
2016,NUTS,2010,RO22,2,0.0083
2017,NUTS,2010,RO22,2,0.0049
2018,NUTS,2010,RO22,2,0.0039
2019,NUTS,2010,RO22,2,0.002
2002,NUTS,2010,RO3,1,0.2363
2003,NUTS,2010,RO3,1,0.2182
2004,NUTS,2010,RO3,1,0.2088
2005,NUTS,2010,RO3,1,0.2789
2006,NUTS,2010,RO3,1,0.1884
2007,NUTS,2010,RO3,1,0.1888
2008,NUTS,2010,RO3,1,0.1577
2009,NUTS,2010,RO3,1,0.1296
2010,NUTS,2010,RO3,1,0.1238
2011,NUTS,2010,RO3,1,0.1107
2012,NUTS,2010,RO3,1,0.1264
2013,NUTS,2010,RO3,1,0.1486
2014,NUTS,2010,RO3,1,0.1496
2015,NUTS,2010,RO3,1,0.1082
2016,NUTS,2010,RO3,1,0.1186
2017,NUTS,2010,RO3,1,0.116
2018,NUTS,2010,RO3,1,0.0872
2019,NUTS,2010,RO3,1,0.0782
2002,NUTS,2010,RO31,2,0.1142
2003,NUTS,2010,RO31,2,0.1012
2004,NUTS,2010,RO31,2,0.0932
2005,NUTS,2010,RO31,2,0.0989
2006,NUTS,2010,RO31,2,0.09
2007,NUTS,2010,RO31,2,0.0962
2008,NUTS,2010,RO31,2,0.0887
2009,NUTS,2010,RO31,2,0.0721
2010,NUTS,2010,RO31,2,0.0832
2011,NUTS,2010,RO31,2,0.0209
2012,NUTS,2010,RO31,2,0.0475
2013,NUTS,2010,RO31,2,0.0861
2014,NUTS,2010,RO31,2,0.077
2015,NUTS,2010,RO31,2,0.0443
2016,NUTS,2010,RO31,2,0.0519
2017,NUTS,2010,RO31,2,0.0443
2018,NUTS,2010,RO31,2,0.0429
2019,NUTS,2010,RO31,2,0.0438
2002,NUTS,2010,RO32,2,0.4321
2003,NUTS,2010,RO32,2,0.4016
2004,NUTS,2010,RO32,2,0.382
2005,NUTS,2010,RO32,2,0.5317
2006,NUTS,2010,RO32,2,0.3221
2007,NUTS,2010,RO32,2,0.3195
2008,NUTS,2010,RO32,2,0.2541
2009,NUTS,2010,RO32,2,0.2061
2010,NUTS,2010,RO32,2,0.1724
2011,NUTS,2010,RO32,2,0.2105
2012,NUTS,2010,RO32,2,0.2166
2013,NUTS,2010,RO32,2,0.2215
2014,NUTS,2010,RO32,2,0.2338
2015,NUTS,2010,RO32,2,0.179
2016,NUTS,2010,RO32,2,0.1873
2017,NUTS,2010,RO32,2,0.1908
2018,NUTS,2010,RO32,2,0.1324
2019,NUTS,2010,RO32,2,0.112
2002,NUTS,2010,RO4,1,0.0453
2003,NUTS,2010,RO4,1,0.0506
2004,NUTS,2010,RO4,1,0.0409
2005,NUTS,2010,RO4,1,0.0374
2006,NUTS,2010,RO4,1,0.0276
2007,NUTS,2010,RO4,1,0.0326
2008,NUTS,2010,RO4,1,0.021
2009,NUTS,2010,RO4,1,0.0215
2010,NUTS,2010,RO4,1,0.0179
2011,NUTS,2010,RO4,1,0.0061
2012,NUTS,2010,RO4,1,0.0067
2013,NUTS,2010,RO4,1,0.0087
2014,NUTS,2010,RO4,1,0.0109
2015,NUTS,2010,RO4,1,0.014
2016,NUTS,2010,RO4,1,0.0136
2017,NUTS,2010,RO4,1,0.0098
2018,NUTS,2010,RO4,1,0.0444
2019,NUTS,2010,RO4,1,0.0476
2002,NUTS,2010,RO41,2,0.055
2003,NUTS,2010,RO41,2,0.0527
2004,NUTS,2010,RO41,2,0.0379
2005,NUTS,2010,RO41,2,0.0395
2006,NUTS,2010,RO41,2,0.0336
2007,NUTS,2010,RO41,2,0.0386
2008,NUTS,2010,RO41,2,0.022
2009,NUTS,2010,RO41,2,0.0211
2010,NUTS,2010,RO41,2,0.0181
2011,NUTS,2010,RO41,2,0.0081
2012,NUTS,2010,RO41,2,0.0068
2013,NUTS,2010,RO41,2,0.0029
2014,NUTS,2010,RO41,2,0.0095
2015,NUTS,2010,RO41,2,0.0109
2016,NUTS,2010,RO41,2,0.0077
2017,NUTS,2010,RO41,2,0.0074
2018,NUTS,2010,RO41,2,0.0067
2019,NUTS,2010,RO41,2,0.0025
2002,NUTS,2010,RO42,2,0.0313
2003,NUTS,2010,RO42,2,0.0476
2004,NUTS,2010,RO42,2,0.0449
2005,NUTS,2010,RO42,2,0.0345
2006,NUTS,2010,RO42,2,0.0197
2007,NUTS,2010,RO42,2,0.0252
2008,NUTS,2010,RO42,2,0.0197
2009,NUTS,2010,RO42,2,0.0221
2010,NUTS,2010,RO42,2,0.0177
2011,NUTS,2010,RO42,2,0.0035
2012,NUTS,2010,RO42,2,0.0066
2013,NUTS,2010,RO42,2,0.0158
2014,NUTS,2010,RO42,2,0.0126
2015,NUTS,2010,RO42,2,0.0177
2016,NUTS,2010,RO42,2,0.0207
2017,NUTS,2010,RO42,2,0.0129
2018,NUTS,2010,RO42,2,0.0915
2019,NUTS,2010,RO42,2,0.101
2010,NUTS,2010,RS,0,0.0085
2011,NUTS,2010,RS,0,0.0041
2012,NUTS,2010,RS,0,0.0102
2013,NUTS,2010,RS,0,0.0174
2014,NUTS,2010,RS,0,0.0387
2015,NUTS,2010,RS,0,0.0382
2016,NUTS,2010,RS,0,0.0474
2017,NUTS,2010,RS,0,0.0395
2018,NUTS,2010,RS,0,0.0374
2019,NUTS,2010,RS,0,0.0431
2020,NUTS,2010,RS,0,0.0421
2018,NUTS,2010,RS1,1,0.06
2019,NUTS,2010,RS1,1,0.0689
2020,NUTS,2010,RS1,1,0.0679
2018,NUTS,2010,RS11,2,0.0871
2019,NUTS,2010,RS11,2,0.103
2020,NUTS,2010,RS11,2,0.1174
2018,NUTS,2010,RS12,2,0.031
2019,NUTS,2010,RS12,2,0.0326
2020,NUTS,2010,RS12,2,0.0156
2018,NUTS,2010,RS2,1,0.0083
2019,NUTS,2010,RS2,1,0.0088
2020,NUTS,2010,RS2,1,0.0078
2018,NUTS,2010,RS21,2,0.0037
2019,NUTS,2010,RS21,2,0.0037
2020,NUTS,2010,RS21,2,0.0047
2018,NUTS,2010,RS22,2,0.0147
2019,NUTS,2010,RS22,2,0.016
2020,NUTS,2010,RS22,2,0.0121
1994,NUTS,2010,RU,0,0.5147
1995,NUTS,2010,RU,0,0.5002
1996,NUTS,2010,RU,0,0.4555
1997,NUTS,2010,RU,0,0.4142
1998,NUTS,2010,RU,0,0.3629
1999,NUTS,2010,RU,0,0.3285
2000,NUTS,2010,RU,0,0.3327
2001,NUTS,2010,RU,0,0.3279
2002,NUTS,2010,RU,0,0.3049
2003,NUTS,2010,RU,0,0.2985
2004,NUTS,2010,RU,0,0.2785
2005,NUTS,2010,RU,0,0.2517
2006,NUTS,2010,RU,0,0.2415
2007,NUTS,2010,RU,0,0.2352
2008,NUTS,2010,RU,0,0.2253
2009,NUTS,2010,RU,0,0.2166
2010,NUTS,2010,RU,0,0.2097
2011,NUTS,2010,RU,0,0.2095
2012,NUTS,2010,RU,0,0.1985
2003,NUTS,2010,SE,0,0.3572
2005,NUTS,2010,SE,0,0.4857
2007,NUTS,2010,SE,0,0.3642
2009,NUTS,2010,SE,0,0.3744
2011,NUTS,2010,SE,0,0.364
2013,NUTS,2010,SE,0,0.4826
2015,NUTS,2010,SE,0,0.4717
2017,NUTS,2010,SE,0,0.5434
2019,NUTS,2010,SE,0,0.6057
2003,NUTS,2010,SE1,1,0.4199
2003,NUTS,2010,SE11,2,0.4924
2003,NUTS,2010,SE12,2,0.32
2003,NUTS,2010,SE2,1,0.3831
2003,NUTS,2010,SE21,2,0.102
2003,NUTS,2010,SE22,2,0.3165
2003,NUTS,2010,SE23,2,0.5511
2003,NUTS,2010,SE3,1,0.1227
2003,NUTS,2010,SE31,2,0.1668
2003,NUTS,2010,SE32,2,0.0484
2003,NUTS,2010,SE33,2,0.1061
1997,NUTS,2010,SI,0,0.1025
1998,NUTS,2010,SI,0,0.106
1999,NUTS,2010,SI,0,0.1182
2000,NUTS,2010,SI,0,0.1085
2001,NUTS,2010,SI,0,0.1174
2002,NUTS,2010,SI,0,0.1228
2003,NUTS,2010,SI,0,0.0956
2004,NUTS,2010,SI,0,0.106
2005,NUTS,2010,SI,0,0.1248
2006,NUTS,2010,SI,0,0.1475
2007,NUTS,2010,SI,0,0.1633
2008,NUTS,2010,SI,0,0.179
2009,NUTS,2010,SI,0,0.1877
2010,NUTS,2010,SI,0,0.1996
2011,NUTS,2010,SI,0,0.3176
2012,NUTS,2010,SI,0,0.3109
2013,NUTS,2010,SI,0,0.3273
2014,NUTS,2010,SI,0,0.3267
