year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_pc_emp_hc_rse_t
2013,NUTS,2010,BG34,2,0.0232
2014,NUTS,2010,BG34,2,0.0217
2016,NUTS,2010,BG34,2,0.0192
2018,NUTS,2010,BG34,2,0.0178
2011,NUTS,2010,BG4,1,0.3472
2012,NUTS,2010,BG4,1,0.3195
2013,NUTS,2010,BG4,1,0.3126
2014,NUTS,2010,BG4,1,0.2965
2015,NUTS,2010,BG4,1,0.2753
2016,NUTS,2010,BG4,1,0.2855
2017,NUTS,2010,BG4,1,0.2666
2018,NUTS,2010,BG4,1,0.259
2011,NUTS,2010,BG41,2,0.5119
2012,NUTS,2010,BG41,2,0.4745
2013,NUTS,2010,BG41,2,0.4733
2014,NUTS,2010,BG41,2,0.4471
2015,NUTS,2010,BG41,2,0.4114
2016,NUTS,2010,BG41,2,0.4241
2018,NUTS,2010,BG41,2,0.3845
2019,NUTS,2010,BG41,2,0.3856
2011,NUTS,2010,BG42,2,0.0588
2012,NUTS,2010,BG42,2,0.0525
2013,NUTS,2010,BG42,2,0.0464
2014,NUTS,2010,BG42,2,0.0515
2015,NUTS,2010,BG42,2,0.0477
2016,NUTS,2010,BG42,2,0.0514
2018,NUTS,2010,BG42,2,0.047
2012,NUTS,2010,CH,0,0.0233
2014,NUTS,2010,CH,0,0.0253
2015,NUTS,2010,CH,0,0.0251
2017,NUTS,2010,CH,0,0.0236
2019,NUTS,2010,CH,0,0.0294
2011,NUTS,2010,CY,0,0.0557
2012,NUTS,2010,CY,0,0.0539
2013,NUTS,2010,CY,0,0.0527
2014,NUTS,2010,CY,0,0.049
2015,NUTS,2010,CY,0,0.0506
2016,NUTS,2010,CY,0,0.0497
2017,NUTS,2010,CY,0,0.0516
2018,NUTS,2010,CY,0,0.05
2019,NUTS,2010,CY,0,0.0524
2011,NUTS,2010,CZ,0,0.1863
2012,NUTS,2010,CZ,0,0.1809
2013,NUTS,2010,CZ,0,0.1892
2014,NUTS,2010,CZ,0,0.1948
2015,NUTS,2010,CZ,0,0.2007
2016,NUTS,2010,CZ,0,0.1967
2017,NUTS,2010,CZ,0,0.2075
2018,NUTS,2010,CZ,0,0.21
2019,NUTS,2010,CZ,0,0.21
2020,NUTS,2010,CZ,0,0.2178
2011,NUTS,2010,CZ0,1,0.1833
2012,NUTS,2010,CZ0,1,0.1779
2013,NUTS,2010,CZ0,1,0.1858
2014,NUTS,2010,CZ0,1,0.1912
2015,NUTS,2010,CZ0,1,0.1965
2016,NUTS,2010,CZ0,1,0.192
2017,NUTS,2010,CZ0,1,0.2024
2018,NUTS,2010,CZ0,1,0.2041
2019,NUTS,2010,CZ0,1,0.204
2020,NUTS,2010,CZ0,1,0.2116
2011,NUTS,2010,CZ01,2,1.0118
2012,NUTS,2010,CZ01,2,0.9947
2013,NUTS,2010,CZ01,2,0.987
2014,NUTS,2010,CZ01,2,1.0528
2015,NUTS,2010,CZ01,2,1.0277
2016,NUTS,2010,CZ01,2,0.9724
2017,NUTS,2010,CZ01,2,1.0203
2018,NUTS,2010,CZ01,2,0.9948
2019,NUTS,2010,CZ01,2,0.9763
2020,NUTS,2010,CZ01,2,1.0262
2011,NUTS,2010,CZ02,2,0.0998
2012,NUTS,2010,CZ02,2,0.0845
2013,NUTS,2010,CZ02,2,0.11
2014,NUTS,2010,CZ02,2,0.1084
2015,NUTS,2010,CZ02,2,0.1574
2016,NUTS,2010,CZ02,2,0.1801
2017,NUTS,2010,CZ02,2,0.1749
2018,NUTS,2010,CZ02,2,0.1843
2019,NUTS,2010,CZ02,2,0.1733
2020,NUTS,2010,CZ02,2,0.1696
2011,NUTS,2010,CZ03,2,0.061
2012,NUTS,2010,CZ03,2,0.0526
2013,NUTS,2010,CZ03,2,0.0724
2014,NUTS,2010,CZ03,2,0.0822
2015,NUTS,2010,CZ03,2,0.0777
2016,NUTS,2010,CZ03,2,0.0852
2017,NUTS,2010,CZ03,2,0.0937
2018,NUTS,2010,CZ03,2,0.0913
2019,NUTS,2010,CZ03,2,0.1036
2020,NUTS,2010,CZ03,2,0.1026
2011,NUTS,2010,CZ04,2,0.0121
2012,NUTS,2010,CZ04,2,0.015
2013,NUTS,2010,CZ04,2,0.0109
2014,NUTS,2010,CZ04,2,0.0114
2015,NUTS,2010,CZ04,2,0.009
2016,NUTS,2010,CZ04,2,0.0104
2017,NUTS,2010,CZ04,2,0.014
2018,NUTS,2010,CZ04,2,0.0158
2019,NUTS,2010,CZ04,2,0.0165
2020,NUTS,2010,CZ04,2,0.0119
2011,NUTS,2010,CZ05,2,0.0223
2012,NUTS,2010,CZ05,2,0.018
2013,NUTS,2010,CZ05,2,0.0173
2014,NUTS,2010,CZ05,2,0.0172
2015,NUTS,2010,CZ05,2,0.0193
2016,NUTS,2010,CZ05,2,0.0177
2017,NUTS,2010,CZ05,2,0.0176
2018,NUTS,2010,CZ05,2,0.0184
2019,NUTS,2010,CZ05,2,0.0209
2020,NUTS,2010,CZ05,2,0.0203
2011,NUTS,2010,CZ06,2,0.1554
2012,NUTS,2010,CZ06,2,0.1426
2013,NUTS,2010,CZ06,2,0.1708
2014,NUTS,2010,CZ06,2,0.1505
2015,NUTS,2010,CZ06,2,0.173
2016,NUTS,2010,CZ06,2,0.1672
2017,NUTS,2010,CZ06,2,0.1704
2018,NUTS,2010,CZ06,2,0.1807
2019,NUTS,2010,CZ06,2,0.1834
2020,NUTS,2010,CZ06,2,0.1973
2011,NUTS,2010,CZ07,2,0.0109
2012,NUTS,2010,CZ07,2,0.0075
2013,NUTS,2010,CZ07,2,0.0051
2014,NUTS,2010,CZ07,2,0.0077
2015,NUTS,2010,CZ07,2,0.0079
2016,NUTS,2010,CZ07,2,0.0098
2017,NUTS,2010,CZ07,2,0.0177
2018,NUTS,2010,CZ07,2,0.0189
2019,NUTS,2010,CZ07,2,0.0185
2020,NUTS,2010,CZ07,2,0.0189
2011,NUTS,2010,CZ08,2,0.0148
2012,NUTS,2010,CZ08,2,0.0175
2013,NUTS,2010,CZ08,2,0.0182
2014,NUTS,2010,CZ08,2,0.0189
2015,NUTS,2010,CZ08,2,0.0227
2016,NUTS,2010,CZ08,2,0.0207
2017,NUTS,2010,CZ08,2,0.0208
2018,NUTS,2010,CZ08,2,0.0211
2019,NUTS,2010,CZ08,2,0.0217
2020,NUTS,2010,CZ08,2,0.022
2011,NUTS,2010,DE,0,0.1712
2012,NUTS,2010,DE,0,0.1733
2013,NUTS,2010,DE,0,0.1738
2014,NUTS,2010,DE,0,0.1595
2015,NUTS,2010,DE,0,0.1624
2016,NUTS,2010,DE,0,0.1586
2017,NUTS,2010,DE,0,0.1599
2018,NUTS,2010,DE,0,0.167
2019,NUTS,2010,DE,0,0.1712
2011,NUTS,2010,DE1,1,0.1945
2012,NUTS,2010,DE1,1,0.1886
2013,NUTS,2010,DE1,1,0.1853
2014,NUTS,2010,DE1,1,0.1777
2015,NUTS,2010,DE1,1,0.1841
2016,NUTS,2010,DE1,1,0.1677
2017,NUTS,2010,DE1,1,0.1666
2018,NUTS,2010,DE1,1,0.1719
2019,NUTS,2010,DE1,1,0.1735
2011,NUTS,2010,DE11,2,0.127
2012,NUTS,2010,DE11,2,0.114
2013,NUTS,2010,DE11,2,0.1062
2014,NUTS,2010,DE11,2,0.1057
2015,NUTS,2010,DE11,2,0.1029
2016,NUTS,2010,DE11,2,0.1003
2017,NUTS,2010,DE11,2,0.0889
2018,NUTS,2010,DE11,2,0.0929
2019,NUTS,2010,DE11,2,0.0944
2011,NUTS,2010,DE12,2,0.4193
2012,NUTS,2010,DE12,2,0.4177
2013,NUTS,2010,DE12,2,0.42
2014,NUTS,2010,DE12,2,0.4261
2015,NUTS,2010,DE12,2,0.4503
2016,NUTS,2010,DE12,2,0.3923
2017,NUTS,2010,DE12,2,0.3958
2018,NUTS,2010,DE12,2,0.4005
2019,NUTS,2010,DE12,2,0.4011
2011,NUTS,2010,DE13,2,0.1541
2012,NUTS,2010,DE13,2,0.1462
2013,NUTS,2010,DE13,2,0.1346
2014,NUTS,2010,DE13,2,0.1079
2015,NUTS,2010,DE13,2,0.1056
2016,NUTS,2010,DE13,2,0.1051
2017,NUTS,2010,DE13,2,0.1118
2018,NUTS,2010,DE13,2,0.1161
2019,NUTS,2010,DE13,2,0.1218
2011,NUTS,2010,DE14,2,0.0635
2012,NUTS,2010,DE14,2,0.0675
2013,NUTS,2010,DE14,2,0.0722
2014,NUTS,2010,DE14,2,0.0567
2015,NUTS,2010,DE14,2,0.0689
2016,NUTS,2010,DE14,2,0.0681
2017,NUTS,2010,DE14,2,0.0726
2018,NUTS,2010,DE14,2,0.0812
2019,NUTS,2010,DE14,2,0.0758
2011,NUTS,2010,DE2,1,0.1325
2012,NUTS,2010,DE2,1,0.1337
2013,NUTS,2010,DE2,1,0.1364
2014,NUTS,2010,DE2,1,0.1273
2015,NUTS,2010,DE2,1,0.1289
2016,NUTS,2010,DE2,1,0.1254
2017,NUTS,2010,DE2,1,0.1241
2018,NUTS,2010,DE2,1,0.1298
2019,NUTS,2010,DE2,1,0.1329
2011,NUTS,2010,DE21,2,0.2925
2012,NUTS,2010,DE21,2,0.2969
2013,NUTS,2010,DE21,2,0.3017
2014,NUTS,2010,DE21,2,0.2857
2015,NUTS,2010,DE21,2,0.2811
2016,NUTS,2010,DE21,2,0.2723
2017,NUTS,2010,DE21,2,0.2647
2018,NUTS,2010,DE21,2,0.2761
2019,NUTS,2010,DE21,2,0.277
2015,NUTS,2010,DE22,2,0.0069
2016,NUTS,2010,DE22,2,0.0058
2017,NUTS,2010,DE22,2,0.0056
2018,NUTS,2010,DE22,2,0.0062
2019,NUTS,2010,DE22,2,0.007
2015,NUTS,2010,DE23,2,0.0175
2016,NUTS,2010,DE23,2,0.0191
2017,NUTS,2010,DE23,2,0.0173
2018,NUTS,2010,DE23,2,0.0198
2019,NUTS,2010,DE23,2,0.0193
2011,NUTS,2010,DE24,2,0.0225
2012,NUTS,2010,DE24,2,0.0243
2013,NUTS,2010,DE24,2,0.023
2014,NUTS,2010,DE24,2,0.0404
2015,NUTS,2010,DE24,2,0.046
2016,NUTS,2010,DE24,2,0.0289
2017,NUTS,2010,DE24,2,0.0439
2018,NUTS,2010,DE24,2,0.0424
2019,NUTS,2010,DE24,2,0.0404
2011,NUTS,2010,DE25,2,0.1321
2012,NUTS,2010,DE25,2,0.1155
2013,NUTS,2010,DE25,2,0.1316
2014,NUTS,2010,DE25,2,0.0993
2015,NUTS,2010,DE25,2,0.1084
2016,NUTS,2010,DE25,2,0.112
2017,NUTS,2010,DE25,2,0.1124
2018,NUTS,2010,DE25,2,0.1218
2019,NUTS,2010,DE25,2,0.1349
2011,NUTS,2010,DE26,2,0.051
2012,NUTS,2010,DE26,2,0.0433
2013,NUTS,2010,DE26,2,0.0393
2014,NUTS,2010,DE26,2,0.0261
2015,NUTS,2010,DE26,2,0.0287
2016,NUTS,2010,DE26,2,0.0303
2017,NUTS,2010,DE26,2,0.0288
2018,NUTS,2010,DE26,2,0.0297
2019,NUTS,2010,DE26,2,0.0305
2011,NUTS,2010,DE27,2,0.0181
2012,NUTS,2010,DE27,2,0.0183
2013,NUTS,2010,DE27,2,0.0198
2014,NUTS,2010,DE27,2,0.0231
2015,NUTS,2010,DE27,2,0.0253
2016,NUTS,2010,DE27,2,0.0234
2017,NUTS,2010,DE27,2,0.0259
2018,NUTS,2010,DE27,2,0.0322
2019,NUTS,2010,DE27,2,0.0354
2011,NUTS,2010,DE3,1,0.5027
2012,NUTS,2010,DE3,1,0.5046
2013,NUTS,2010,DE3,1,0.4905
2014,NUTS,2010,DE3,1,0.4107
2015,NUTS,2010,DE3,1,0.4145
2016,NUTS,2010,DE3,1,0.4056
2017,NUTS,2010,DE3,1,0.4131
2018,NUTS,2010,DE3,1,0.4342
2019,NUTS,2010,DE3,1,0.4413
2011,NUTS,2010,DE30,2,0.5027
2012,NUTS,2010,DE30,2,0.5046
2013,NUTS,2010,DE30,2,0.4905
2014,NUTS,2010,DE30,2,0.4107
2015,NUTS,2010,DE30,2,0.4145
2016,NUTS,2010,DE30,2,0.4056
2017,NUTS,2010,DE30,2,0.4131
2018,NUTS,2010,DE30,2,0.4342
2019,NUTS,2010,DE30,2,0.4413
2011,NUTS,2010,DE4,1,0.2298
2012,NUTS,2010,DE4,1,0.2436
2013,NUTS,2010,DE4,1,0.2531
2014,NUTS,2010,DE4,1,0.2378
2015,NUTS,2010,DE4,1,0.221
2016,NUTS,2010,DE4,1,0.2219
2017,NUTS,2010,DE4,1,0.2315
2018,NUTS,2010,DE4,1,0.2315
2019,NUTS,2010,DE4,1,0.2506
2011,NUTS,2010,DE40,2,0.2298
2012,NUTS,2010,DE40,2,0.2436
2013,NUTS,2010,DE40,2,0.2531
2014,NUTS,2010,DE40,2,0.2378
2015,NUTS,2010,DE40,2,0.221
2016,NUTS,2010,DE40,2,0.2219
2017,NUTS,2010,DE40,2,0.2315
2018,NUTS,2010,DE40,2,0.2315
2019,NUTS,2010,DE40,2,0.2506
2011,NUTS,2010,DE5,1,0.506
2012,NUTS,2010,DE5,1,0.5217
2013,NUTS,2010,DE5,1,0.5209
2014,NUTS,2010,DE5,1,0.49
2015,NUTS,2010,DE5,1,0.521
2016,NUTS,2010,DE5,1,0.4808
2017,NUTS,2010,DE5,1,0.4894
2018,NUTS,2010,DE5,1,0.5149
2019,NUTS,2010,DE5,1,0.5365
2011,NUTS,2010,DE50,2,0.506
2012,NUTS,2010,DE50,2,0.5217
2013,NUTS,2010,DE50,2,0.5209
2014,NUTS,2010,DE50,2,0.49
2015,NUTS,2010,DE50,2,0.521
2016,NUTS,2010,DE50,2,0.4808
2017,NUTS,2010,DE50,2,0.4894
2018,NUTS,2010,DE50,2,0.5149
2019,NUTS,2010,DE50,2,0.5365
2011,NUTS,2010,DE6,1,0.1921
2012,NUTS,2010,DE6,1,0.228
2013,NUTS,2010,DE6,1,0.2431
2014,NUTS,2010,DE6,1,0.1986
2015,NUTS,2010,DE6,1,0.1991
2016,NUTS,2010,DE6,1,0.2014
2017,NUTS,2010,DE6,1,0.1978
2018,NUTS,2010,DE6,1,0.2112
2019,NUTS,2010,DE6,1,0.2147
2011,NUTS,2010,DE60,2,0.1921
2012,NUTS,2010,DE60,2,0.228
2013,NUTS,2010,DE60,2,0.2431
2014,NUTS,2010,DE60,2,0.1986
2015,NUTS,2010,DE60,2,0.1991
2016,NUTS,2010,DE60,2,0.2014
2017,NUTS,2010,DE60,2,0.1978
2018,NUTS,2010,DE60,2,0.2112
2019,NUTS,2010,DE60,2,0.2147
2011,NUTS,2010,DE7,1,0.0925
2012,NUTS,2010,DE7,1,0.0925
2013,NUTS,2010,DE7,1,0.0922
2014,NUTS,2010,DE7,1,0.086
2015,NUTS,2010,DE7,1,0.0912
2016,NUTS,2010,DE7,1,0.0948
2017,NUTS,2010,DE7,1,0.1016
2018,NUTS,2010,DE7,1,0.1037
2019,NUTS,2010,DE7,1,0.1029
2011,NUTS,2010,DE71,2,0.1307
2012,NUTS,2010,DE71,2,0.1293
2013,NUTS,2010,DE71,2,0.1287
2014,NUTS,2010,DE71,2,0.1201
2015,NUTS,2010,DE71,2,0.1233
2016,NUTS,2010,DE71,2,0.1266
2017,NUTS,2010,DE71,2,0.1349
2018,NUTS,2010,DE71,2,0.1412
2019,NUTS,2010,DE71,2,0.1394
2011,NUTS,2010,DE72,2,0.0235
2012,NUTS,2010,DE72,2,0.0241
2013,NUTS,2010,DE72,2,0.0224
2014,NUTS,2010,DE72,2,0.0241
2015,NUTS,2010,DE72,2,0.0324
2016,NUTS,2010,DE72,2,0.0382
2017,NUTS,2010,DE72,2,0.0434
2018,NUTS,2010,DE72,2,0.0405
2019,NUTS,2010,DE72,2,0.0398
2011,NUTS,2010,DE73,2,0.0301
2012,NUTS,2010,DE73,2,0.0325
2013,NUTS,2010,DE73,2,0.0336
2014,NUTS,2010,DE73,2,0.0297
2015,NUTS,2010,DE73,2,0.0372
2016,NUTS,2010,DE73,2,0.038
2017,NUTS,2010,DE73,2,0.0401
2018,NUTS,2010,DE73,2,0.0314
2019,NUTS,2010,DE73,2,0.0331
2011,NUTS,2010,DE8,1,0.1858
2012,NUTS,2010,DE8,1,0.1948
2013,NUTS,2010,DE8,1,0.1828
2014,NUTS,2010,DE8,1,0.1586
2015,NUTS,2010,DE8,1,0.1557
2016,NUTS,2010,DE8,1,0.1527
2017,NUTS,2010,DE8,1,0.1698
2018,NUTS,2010,DE8,1,0.1825
2019,NUTS,2010,DE8,1,0.1836
2011,NUTS,2010,DE80,2,0.1858
2012,NUTS,2010,DE80,2,0.1948
2013,NUTS,2010,DE80,2,0.1828
2014,NUTS,2010,DE80,2,0.1586
2015,NUTS,2010,DE80,2,0.1557
2016,NUTS,2010,DE80,2,0.1527
2017,NUTS,2010,DE80,2,0.1698
2018,NUTS,2010,DE80,2,0.1825
2019,NUTS,2010,DE80,2,0.1836
2011,NUTS,2010,DE9,1,0.1272
2012,NUTS,2010,DE9,1,0.1215
2013,NUTS,2010,DE9,1,0.1211
2014,NUTS,2010,DE9,1,0.1266
2015,NUTS,2010,DE9,1,0.1296
2016,NUTS,2010,DE9,1,0.126
2017,NUTS,2010,DE9,1,0.1185
2018,NUTS,2010,DE9,1,0.1215
2019,NUTS,2010,DE9,1,0.1222
2011,NUTS,2010,DE91,2,0.452
2012,NUTS,2010,DE91,2,0.4341
2013,NUTS,2010,DE91,2,0.447
2014,NUTS,2010,DE91,2,0.4803
2015,NUTS,2010,DE91,2,0.4814
2016,NUTS,2010,DE91,2,0.4873
2017,NUTS,2010,DE91,2,0.4491
2018,NUTS,2010,DE91,2,0.4432
2019,NUTS,2010,DE91,2,0.4451
2011,NUTS,2010,DE92,2,0.0851
2012,NUTS,2010,DE92,2,0.0793
2013,NUTS,2010,DE92,2,0.0736
2014,NUTS,2010,DE92,2,0.078
2015,NUTS,2010,DE92,2,0.076
2016,NUTS,2010,DE92,2,0.075
2017,NUTS,2010,DE92,2,0.0731
2018,NUTS,2010,DE92,2,0.0891
2019,NUTS,2010,DE92,2,0.089
2011,NUTS,2010,DE93,2,0.0199
2012,NUTS,2010,DE93,2,0.0203
2013,NUTS,2010,DE93,2,0.0177
2014,NUTS,2010,DE93,2,0.0113
2015,NUTS,2010,DE93,2,0.0192
2016,NUTS,2010,DE93,2,0.0138
2017,NUTS,2010,DE93,2,0.0191
2018,NUTS,2010,DE93,2,0.0156
2019,NUTS,2010,DE93,2,0.0161
2011,NUTS,2010,DE94,2,0.0304
2012,NUTS,2010,DE94,2,0.0304
2013,NUTS,2010,DE94,2,0.0324
2014,NUTS,2010,DE94,2,0.0313
2015,NUTS,2010,DE94,2,0.0332
2016,NUTS,2010,DE94,2,0.0243
2017,NUTS,2010,DE94,2,0.0242
2018,NUTS,2010,DE94,2,0.0257
2019,NUTS,2010,DE94,2,0.025
2011,NUTS,2010,DEA,1,0.1268
2012,NUTS,2010,DEA,1,0.1267
2013,NUTS,2010,DEA,1,0.1287
2014,NUTS,2010,DEA,1,0.1145
2015,NUTS,2010,DEA,1,0.1171
2016,NUTS,2010,DEA,1,0.1165
2017,NUTS,2010,DEA,1,0.1148
2018,NUTS,2010,DEA,1,0.1198
2019,NUTS,2010,DEA,1,0.123
2011,NUTS,2010,DEA1,2,0.0591
2012,NUTS,2010,DEA1,2,0.0584
2013,NUTS,2010,DEA1,2,0.0539
2014,NUTS,2010,DEA1,2,0.0523
2015,NUTS,2010,DEA1,2,0.0557
2016,NUTS,2010,DEA1,2,0.0511
2017,NUTS,2010,DEA1,2,0.0529
2018,NUTS,2010,DEA1,2,0.0599
2019,NUTS,2010,DEA1,2,0.0577
2011,NUTS,2010,DEA2,2,0.3743
2012,NUTS,2010,DEA2,2,0.3731
2013,NUTS,2010,DEA2,2,0.388
2014,NUTS,2010,DEA2,2,0.3406
2015,NUTS,2010,DEA2,2,0.3405
2016,NUTS,2010,DEA2,2,0.3337
2017,NUTS,2010,DEA2,2,0.3237
2018,NUTS,2010,DEA2,2,0.336
2019,NUTS,2010,DEA2,2,0.3503
2011,NUTS,2010,DEA3,2,0.0249
2012,NUTS,2010,DEA3,2,0.024
2013,NUTS,2010,DEA3,2,0.0247
2014,NUTS,2010,DEA3,2,0.0201
2015,NUTS,2010,DEA3,2,0.0191
2016,NUTS,2010,DEA3,2,0.0198
2017,NUTS,2010,DEA3,2,0.0212
2018,NUTS,2010,DEA3,2,0.0243
2019,NUTS,2010,DEA3,2,0.0238
2011,NUTS,2010,DEA4,2,0.0372
2012,NUTS,2010,DEA4,2,0.0384
2013,NUTS,2010,DEA4,2,0.0322
2014,NUTS,2010,DEA4,2,0.0255
2015,NUTS,2010,DEA4,2,0.0282
2016,NUTS,2010,DEA4,2,0.0294
2017,NUTS,2010,DEA4,2,0.0323
2018,NUTS,2010,DEA4,2,0.0331
2019,NUTS,2010,DEA4,2,0.0346
2011,NUTS,2010,DEA5,2,0.0474
2012,NUTS,2010,DEA5,2,0.0491
2013,NUTS,2010,DEA5,2,0.0508
2014,NUTS,2010,DEA5,2,0.0473
2015,NUTS,2010,DEA5,2,0.0527
2016,NUTS,2010,DEA5,2,0.0547
2017,NUTS,2010,DEA5,2,0.0553
2018,NUTS,2010,DEA5,2,0.0556
2019,NUTS,2010,DEA5,2,0.0546
2011,NUTS,2010,DEB,1,0.073
2012,NUTS,2010,DEB,1,0.0679
2013,NUTS,2010,DEB,1,0.0686
2014,NUTS,2010,DEB,1,0.0596
2015,NUTS,2010,DEB,1,0.0619
2016,NUTS,2010,DEB,1,0.0653
2017,NUTS,2010,DEB,1,0.07
2018,NUTS,2010,DEB,1,0.073
2019,NUTS,2010,DEB,1,0.0806
2011,NUTS,2010,DEB1,2,0.0099
2012,NUTS,2010,DEB1,2,0.01
2013,NUTS,2010,DEB1,2,0.0163
2014,NUTS,2010,DEB1,2,0.0153
2015,NUTS,2010,DEB1,2,0.0153
2016,NUTS,2010,DEB1,2,0.0158
2017,NUTS,2010,DEB1,2,0.015
2018,NUTS,2010,DEB1,2,0.0165
2019,NUTS,2010,DEB1,2,0.02
2011,NUTS,2010,DEB2,2,0.026
2012,NUTS,2010,DEB2,2,0.0249
