year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_pc_act_fte_rse_f
2011,NUTS,2010,BG3,1,0.0344
2012,NUTS,2010,BG3,1,0.0401
2013,NUTS,2010,BG3,1,0.0398
2014,NUTS,2010,BG3,1,0.0326
2015,NUTS,2010,BG3,1,0.0299
2016,NUTS,2010,BG3,1,0.031
2017,NUTS,2010,BG3,1,0.0312
2018,NUTS,2010,BG3,1,0.0314
2011,NUTS,2010,BG31,2,0.0488
2012,NUTS,2010,BG31,2,0.0597
2013,NUTS,2010,BG31,2,0.0527
2014,NUTS,2010,BG31,2,0.0454
2015,NUTS,2010,BG31,2,0.0462
2016,NUTS,2010,BG31,2,0.0483
2018,NUTS,2010,BG31,2,0.0513
2011,NUTS,2010,BG32,2,0.0135
2012,NUTS,2010,BG32,2,0.0118
2013,NUTS,2010,BG32,2,0.0219
2014,NUTS,2010,BG32,2,0.0115
2019,NUTS,2010,BG32,2,0.0076
2011,NUTS,2010,BG33,2,0.0475
2012,NUTS,2010,BG33,2,0.0583
2013,NUTS,2010,BG33,2,0.057
2014,NUTS,2010,BG33,2,0.0473
2015,NUTS,2010,BG33,2,0.041
2017,NUTS,2010,BG33,2,0.0414
2018,NUTS,2010,BG33,2,0.0453
2019,NUTS,2010,BG33,2,0.0529
2011,NUTS,2010,BG34,2,0.0286
2012,NUTS,2010,BG34,2,0.032
2013,NUTS,2010,BG34,2,0.0287
2014,NUTS,2010,BG34,2,0.0258
2016,NUTS,2010,BG34,2,0.0252
2011,NUTS,2010,BG4,1,0.3579
2012,NUTS,2010,BG4,1,0.3234
2013,NUTS,2010,BG4,1,0.3267
2014,NUTS,2010,BG4,1,0.3235
2015,NUTS,2010,BG4,1,0.2945
2016,NUTS,2010,BG4,1,0.3109
2017,NUTS,2010,BG4,1,0.2918
2018,NUTS,2010,BG4,1,0.2795
2011,NUTS,2010,BG41,2,0.5319
2012,NUTS,2010,BG41,2,0.4838
2013,NUTS,2010,BG41,2,0.4944
2014,NUTS,2010,BG41,2,0.4799
2015,NUTS,2010,BG41,2,0.435
2016,NUTS,2010,BG41,2,0.4549
2017,NUTS,2010,BG41,2,0.4304
2018,NUTS,2010,BG41,2,0.4077
2019,NUTS,2010,BG41,2,0.4156
2011,NUTS,2010,BG42,2,0.0615
2012,NUTS,2010,BG42,2,0.0595
2013,NUTS,2010,BG42,2,0.0558
2014,NUTS,2010,BG42,2,0.068
2015,NUTS,2010,BG42,2,0.0543
2016,NUTS,2010,BG42,2,0.0593
2017,NUTS,2010,BG42,2,0.0574
2018,NUTS,2010,BG42,2,0.0561
2011,NUTS,2010,CY,0,0.0221
2012,NUTS,2010,CY,0,0.0204
2013,NUTS,2010,CY,0,0.0204
2014,NUTS,2010,CY,0,0.0215
2015,NUTS,2010,CY,0,0.0221
2016,NUTS,2010,CY,0,0.021
2017,NUTS,2010,CY,0,0.024
2018,NUTS,2010,CY,0,0.0233
2019,NUTS,2010,CY,0,0.0267
2011,NUTS,2010,CZ,0,0.1108
2012,NUTS,2010,CZ,0,0.1037
2013,NUTS,2010,CZ,0,0.112
2014,NUTS,2010,CZ,0,0.1129
2015,NUTS,2010,CZ,0,0.1222
2016,NUTS,2010,CZ,0,0.1239
2017,NUTS,2010,CZ,0,0.1316
2018,NUTS,2010,CZ,0,0.128
2019,NUTS,2010,CZ,0,0.1327
2020,NUTS,2010,CZ,0,0.1366
2011,NUTS,2010,CZ0,1,0.1092
2012,NUTS,2010,CZ0,1,0.1022
2013,NUTS,2010,CZ0,1,0.1101
2014,NUTS,2010,CZ0,1,0.1111
2015,NUTS,2010,CZ0,1,0.1198
2016,NUTS,2010,CZ0,1,0.1212
2017,NUTS,2010,CZ0,1,0.1286
2018,NUTS,2010,CZ0,1,0.1246
2019,NUTS,2010,CZ0,1,0.1291
2020,NUTS,2010,CZ0,1,0.133
2011,NUTS,2010,CZ01,2,0.6522
2012,NUTS,2010,CZ01,2,0.619
2013,NUTS,2010,CZ01,2,0.6254
2014,NUTS,2010,CZ01,2,0.6322
2015,NUTS,2010,CZ01,2,0.6361
2016,NUTS,2010,CZ01,2,0.6192
2017,NUTS,2010,CZ01,2,0.6684
2018,NUTS,2010,CZ01,2,0.6253
2019,NUTS,2010,CZ01,2,0.6329
2020,NUTS,2010,CZ01,2,0.6491
2011,NUTS,2010,CZ02,2,0.0541
2012,NUTS,2010,CZ02,2,0.0371
2013,NUTS,2010,CZ02,2,0.0552
2014,NUTS,2010,CZ02,2,0.055
2015,NUTS,2010,CZ02,2,0.0995
2016,NUTS,2010,CZ02,2,0.1133
2017,NUTS,2010,CZ02,2,0.1037
2018,NUTS,2010,CZ02,2,0.1044
2019,NUTS,2010,CZ02,2,0.1066
2020,NUTS,2010,CZ02,2,0.1109
2011,NUTS,2010,CZ03,2,0.0245
2012,NUTS,2010,CZ03,2,0.0229
2013,NUTS,2010,CZ03,2,0.0375
2014,NUTS,2010,CZ03,2,0.0614
2015,NUTS,2010,CZ03,2,0.0498
2016,NUTS,2010,CZ03,2,0.0593
2017,NUTS,2010,CZ03,2,0.0555
2018,NUTS,2010,CZ03,2,0.0549
2019,NUTS,2010,CZ03,2,0.0612
2020,NUTS,2010,CZ03,2,0.0664
2011,NUTS,2010,CZ04,2,0.0045
2012,NUTS,2010,CZ04,2,0.0066
2013,NUTS,2010,CZ04,2,0.0044
2014,NUTS,2010,CZ04,2,0.0045
2015,NUTS,2010,CZ04,2,0.0036
2016,NUTS,2010,CZ04,2,0.0028
2017,NUTS,2010,CZ04,2,0.0038
2018,NUTS,2010,CZ04,2,0.0048
2019,NUTS,2010,CZ04,2,0.005
2020,NUTS,2010,CZ04,2,0.0058
2011,NUTS,2010,CZ05,2,0.0084
2012,NUTS,2010,CZ05,2,0.0064
2013,NUTS,2010,CZ05,2,0.0088
2014,NUTS,2010,CZ05,2,0.008
2015,NUTS,2010,CZ05,2,0.0089
2016,NUTS,2010,CZ05,2,0.009
2017,NUTS,2010,CZ05,2,0.0076
2018,NUTS,2010,CZ05,2,0.0079
2019,NUTS,2010,CZ05,2,0.0097
2020,NUTS,2010,CZ05,2,0.0115
2011,NUTS,2010,CZ06,2,0.0876
2012,NUTS,2010,CZ06,2,0.0827
2013,NUTS,2010,CZ06,2,0.1067
2014,NUTS,2010,CZ06,2,0.0834
2015,NUTS,2010,CZ06,2,0.1057
2016,NUTS,2010,CZ06,2,0.1087
2017,NUTS,2010,CZ06,2,0.1075
2018,NUTS,2010,CZ06,2,0.1088
2019,NUTS,2010,CZ06,2,0.1173
2020,NUTS,2010,CZ06,2,0.1109
2011,NUTS,2010,CZ07,2,0.004
2012,NUTS,2010,CZ07,2,0.0023
2013,NUTS,2010,CZ07,2,0.0034
2014,NUTS,2010,CZ07,2,0.0038
2015,NUTS,2010,CZ07,2,0.0045
2016,NUTS,2010,CZ07,2,0.0053
2017,NUTS,2010,CZ07,2,0.009
2018,NUTS,2010,CZ07,2,0.0093
2019,NUTS,2010,CZ07,2,0.0098
2020,NUTS,2010,CZ07,2,0.0104
2011,NUTS,2010,CZ08,2,0.0042
2012,NUTS,2010,CZ08,2,0.004
2013,NUTS,2010,CZ08,2,0.0036
2014,NUTS,2010,CZ08,2,0.0097
2015,NUTS,2010,CZ08,2,0.0102
2016,NUTS,2010,CZ08,2,0.0078
2017,NUTS,2010,CZ08,2,0.0108
2018,NUTS,2010,CZ08,2,0.0075
2019,NUTS,2010,CZ08,2,0.0088
2020,NUTS,2010,CZ08,2,0.0089
2011,NUTS,2010,DE,0,0.0904
2012,NUTS,2010,DE,0,0.095
2013,NUTS,2010,DE,0,0.0971
2014,NUTS,2010,DE,0,0.0898
2015,NUTS,2010,DE,0,0.0925
2016,NUTS,2010,DE,0,0.0914
2017,NUTS,2010,DE,0,0.0946
2018,NUTS,2010,DE,0,0.1006
2019,NUTS,2010,DE,0,0.1042
2015,NUTS,2010,DE1,1,0.1039
2016,NUTS,2010,DE1,1,0.0918
2017,NUTS,2010,DE1,1,0.0956
2018,NUTS,2010,DE1,1,0.1
2019,NUTS,2010,DE1,1,0.1022
2015,NUTS,2010,DE11,2,0.0435
2016,NUTS,2010,DE11,2,0.0406
2017,NUTS,2010,DE11,2,0.0388
2018,NUTS,2010,DE11,2,0.0399
2019,NUTS,2010,DE11,2,0.0421
2015,NUTS,2010,DE12,2,0.2849
2016,NUTS,2010,DE12,2,0.246
2017,NUTS,2010,DE12,2,0.2565
2018,NUTS,2010,DE12,2,0.2605
2019,NUTS,2010,DE12,2,0.2612
2015,NUTS,2010,DE13,2,0.0442
2016,NUTS,2010,DE13,2,0.0435
2017,NUTS,2010,DE13,2,0.048
2018,NUTS,2010,DE13,2,0.053
2019,NUTS,2010,DE13,2,0.0559
2015,NUTS,2010,DE14,2,0.0414
2016,NUTS,2010,DE14,2,0.041
2017,NUTS,2010,DE14,2,0.0459
2018,NUTS,2010,DE14,2,0.0551
2019,NUTS,2010,DE14,2,0.0536
2015,NUTS,2010,DE2,1,0.0812
2016,NUTS,2010,DE2,1,0.0774
2017,NUTS,2010,DE2,1,0.0797
2018,NUTS,2010,DE2,1,0.0844
2019,NUTS,2010,DE2,1,0.0871
2015,NUTS,2010,DE21,2,0.1893
2016,NUTS,2010,DE21,2,0.1821
2017,NUTS,2010,DE21,2,0.1849
2018,NUTS,2010,DE21,2,0.1936
2019,NUTS,2010,DE21,2,0.1957
2015,NUTS,2010,DE22,2,0.004
2016,NUTS,2010,DE22,2,0.0034
2017,NUTS,2010,DE22,2,0.0034
2018,NUTS,2010,DE22,2,0.0039
2019,NUTS,2010,DE22,2,0.0041
2015,NUTS,2010,DE23,2,0.0105
2016,NUTS,2010,DE23,2,0.011
2017,NUTS,2010,DE23,2,0.0117
2018,NUTS,2010,DE23,2,0.0121
2019,NUTS,2010,DE23,2,0.0122
2015,NUTS,2010,DE24,2,0.0334
2016,NUTS,2010,DE24,2,0.0179
2017,NUTS,2010,DE24,2,0.0283
2018,NUTS,2010,DE24,2,0.0302
2019,NUTS,2010,DE24,2,0.0277
2015,NUTS,2010,DE25,2,0.0334
2016,NUTS,2010,DE25,2,0.0349
2017,NUTS,2010,DE25,2,0.0366
2018,NUTS,2010,DE25,2,0.0424
2019,NUTS,2010,DE25,2,0.0515
2015,NUTS,2010,DE26,2,0.018
2016,NUTS,2010,DE26,2,0.0155
2017,NUTS,2010,DE26,2,0.0145
2018,NUTS,2010,DE26,2,0.0151
2019,NUTS,2010,DE26,2,0.017
2015,NUTS,2010,DE27,2,0.0112
2016,NUTS,2010,DE27,2,0.0103
2017,NUTS,2010,DE27,2,0.0111
2018,NUTS,2010,DE27,2,0.0145
2019,NUTS,2010,DE27,2,0.0173
2015,NUTS,2010,DE3,1,0.245
2016,NUTS,2010,DE3,1,0.2481
2017,NUTS,2010,DE3,1,0.2603
2018,NUTS,2010,DE3,1,0.2833
2019,NUTS,2010,DE3,1,0.298
2015,NUTS,2010,DE30,2,0.245
2016,NUTS,2010,DE30,2,0.2481
2017,NUTS,2010,DE30,2,0.2603
2018,NUTS,2010,DE30,2,0.2833
2019,NUTS,2010,DE30,2,0.298
2015,NUTS,2010,DE4,1,0.1272
2016,NUTS,2010,DE4,1,0.131
2017,NUTS,2010,DE4,1,0.1369
2018,NUTS,2010,DE4,1,0.137
2019,NUTS,2010,DE4,1,0.154
2015,NUTS,2010,DE40,2,0.1272
2016,NUTS,2010,DE40,2,0.131
2017,NUTS,2010,DE40,2,0.1369
2018,NUTS,2010,DE40,2,0.137
2019,NUTS,2010,DE40,2,0.154
2015,NUTS,2010,DE5,1,0.2608
2016,NUTS,2010,DE5,1,0.2564
2017,NUTS,2010,DE5,1,0.2542
2018,NUTS,2010,DE5,1,0.2767
2019,NUTS,2010,DE5,1,0.2973
2015,NUTS,2010,DE50,2,0.2608
2016,NUTS,2010,DE50,2,0.2564
2017,NUTS,2010,DE50,2,0.2542
2018,NUTS,2010,DE50,2,0.2767
2019,NUTS,2010,DE50,2,0.2973
2015,NUTS,2010,DE6,1,0.1132
2016,NUTS,2010,DE6,1,0.1143
2017,NUTS,2010,DE6,1,0.1134
2018,NUTS,2010,DE6,1,0.119
2019,NUTS,2010,DE6,1,0.1163
2015,NUTS,2010,DE60,2,0.1132
2016,NUTS,2010,DE60,2,0.1143
2017,NUTS,2010,DE60,2,0.1134
2018,NUTS,2010,DE60,2,0.119
2019,NUTS,2010,DE60,2,0.1163
2015,NUTS,2010,DE7,1,0.0525
2016,NUTS,2010,DE7,1,0.0585
2017,NUTS,2010,DE7,1,0.0635
2018,NUTS,2010,DE7,1,0.0683
2019,NUTS,2010,DE7,1,0.068
2015,NUTS,2010,DE71,2,0.0722
2016,NUTS,2010,DE71,2,0.0803
2017,NUTS,2010,DE71,2,0.0847
2018,NUTS,2010,DE71,2,0.093
2019,NUTS,2010,DE71,2,0.0935
2015,NUTS,2010,DE72,2,0.0225
2016,NUTS,2010,DE72,2,0.0267
2017,NUTS,2010,DE72,2,0.0346
2018,NUTS,2010,DE72,2,0.0352
2019,NUTS,2010,DE72,2,0.0313
2015,NUTS,2010,DE73,2,0.0131
2016,NUTS,2010,DE73,2,0.0144
2017,NUTS,2010,DE73,2,0.0166
2018,NUTS,2010,DE73,2,0.0121
2019,NUTS,2010,DE73,2,0.0122
2015,NUTS,2010,DE8,1,0.0891
2016,NUTS,2010,DE8,1,0.0893
2017,NUTS,2010,DE8,1,0.1018
2018,NUTS,2010,DE8,1,0.1104
2019,NUTS,2010,DE8,1,0.112
2015,NUTS,2010,DE80,2,0.0891
2016,NUTS,2010,DE80,2,0.0893
2017,NUTS,2010,DE80,2,0.1018
2018,NUTS,2010,DE80,2,0.1104
2019,NUTS,2010,DE80,2,0.112
2015,NUTS,2010,DE9,1,0.0679
2016,NUTS,2010,DE9,1,0.0652
2017,NUTS,2010,DE9,1,0.0638
2018,NUTS,2010,DE9,1,0.0677
2019,NUTS,2010,DE9,1,0.0669
2015,NUTS,2010,DE91,2,0.2383
2016,NUTS,2010,DE91,2,0.246
2017,NUTS,2010,DE91,2,0.2325
2018,NUTS,2010,DE91,2,0.2334
2019,NUTS,2010,DE91,2,0.2359
2015,NUTS,2010,DE92,2,0.0458
2016,NUTS,2010,DE92,2,0.0444
2017,NUTS,2010,DE92,2,0.043
2018,NUTS,2010,DE92,2,0.0575
2019,NUTS,2010,DE92,2,0.056
2015,NUTS,2010,DE93,2,0.009
2016,NUTS,2010,DE93,2,0.0068
2017,NUTS,2010,DE93,2,0.01
2018,NUTS,2010,DE93,2,0.0089
2019,NUTS,2010,DE93,2,0.0095
2015,NUTS,2010,DE94,2,0.0206
2016,NUTS,2010,DE94,2,0.0126
2017,NUTS,2010,DE94,2,0.0133
2018,NUTS,2010,DE94,2,0.0145
2019,NUTS,2010,DE94,2,0.0117
2015,NUTS,2010,DEA,1,0.0671
2016,NUTS,2010,DEA,1,0.0675
2017,NUTS,2010,DEA,1,0.0684
2018,NUTS,2010,DEA,1,0.0723
2019,NUTS,2010,DEA,1,0.0747
2015,NUTS,2010,DEA1,2,0.0305
2016,NUTS,2010,DEA1,2,0.0274
2017,NUTS,2010,DEA1,2,0.0298
2018,NUTS,2010,DEA1,2,0.0342
2019,NUTS,2010,DEA1,2,0.0345
2015,NUTS,2010,DEA2,2,0.1895
2016,NUTS,2010,DEA2,2,0.1897
2017,NUTS,2010,DEA2,2,0.1891
2018,NUTS,2010,DEA2,2,0.2
2019,NUTS,2010,DEA2,2,0.2094
2015,NUTS,2010,DEA3,2,0.0141
2016,NUTS,2010,DEA3,2,0.0131
2017,NUTS,2010,DEA3,2,0.0162
2018,NUTS,2010,DEA3,2,0.0167
2019,NUTS,2010,DEA3,2,0.0151
2015,NUTS,2010,DEA4,2,0.0113
2016,NUTS,2010,DEA4,2,0.0117
2017,NUTS,2010,DEA4,2,0.0136
2018,NUTS,2010,DEA4,2,0.0145
2019,NUTS,2010,DEA4,2,0.015
2015,NUTS,2010,DEA5,2,0.0378
2016,NUTS,2010,DEA5,2,0.0402
2017,NUTS,2010,DEA5,2,0.0402
2018,NUTS,2010,DEA5,2,0.0403
2019,NUTS,2010,DEA5,2,0.0391
2015,NUTS,2010,DEB,1,0.0312
2016,NUTS,2010,DEB,1,0.0356
2017,NUTS,2010,DEB,1,0.0385
2018,NUTS,2010,DEB,1,0.0399
2019,NUTS,2010,DEB,1,0.0479
2015,NUTS,2010,DEB1,2,0.0104
2016,NUTS,2010,DEB1,2,0.0111
2017,NUTS,2010,DEB1,2,0.0097
2018,NUTS,2010,DEB1,2,0.011
2019,NUTS,2010,DEB1,2,0.0137
2015,NUTS,2010,DEB2,2,0.0056
2016,NUTS,2010,DEB2,2,0.0054
2017,NUTS,2010,DEB2,2,0.0059
2018,NUTS,2010,DEB2,2,0.0077
2019,NUTS,2010,DEB2,2,0.017
2015,NUTS,2010,DEB3,2,0.0536
2016,NUTS,2010,DEB3,2,0.0624
2017,NUTS,2010,DEB3,2,0.0686
2018,NUTS,2010,DEB3,2,0.0702
2019,NUTS,2010,DEB3,2,0.0813
2015,NUTS,2010,DEC,1,0.0782
2016,NUTS,2010,DEC,1,0.084
2017,NUTS,2010,DEC,1,0.074
2018,NUTS,2010,DEC,1,0.0758
2019,NUTS,2010,DEC,1,0.1034
2015,NUTS,2010,DEC0,2,0.0782
2016,NUTS,2010,DEC0,2,0.084
2017,NUTS,2010,DEC0,2,0.074
2018,NUTS,2010,DEC0,2,0.0758
2019,NUTS,2010,DEC0,2,0.1034
2015,NUTS,2010,DED,1,0.1286
2016,NUTS,2010,DED,1,0.1278
2017,NUTS,2010,DED,1,0.1338
2018,NUTS,2010,DED,1,0.1419
2019,NUTS,2010,DED,1,0.1472
2015,NUTS,2010,DED2,2,0.1674
2016,NUTS,2010,DED2,2,0.1621
2017,NUTS,2010,DED2,2,0.171
2018,NUTS,2010,DED2,2,0.1789
2019,NUTS,2010,DED2,2,0.1835
2015,NUTS,2010,DED4,2,0.032
2016,NUTS,2010,DED4,2,0.0366
2017,NUTS,2010,DED4,2,0.036
2018,NUTS,2010,DED4,2,0.0374
2019,NUTS,2010,DED4,2,0.0387
2015,NUTS,2010,DED5,2,0.1996
2016,NUTS,2010,DED5,2,0.196
2017,NUTS,2010,DED5,2,0.2078
2018,NUTS,2010,DED5,2,0.2203
2019,NUTS,2010,DED5,2,0.2301
2015,NUTS,2010,DEE,1,0.0933
2016,NUTS,2010,DEE,1,0.0953
2017,NUTS,2010,DEE,1,0.1018
2018,NUTS,2010,DEE,1,0.1111
2019,NUTS,2010,DEE,1,0.1073
2015,NUTS,2010,DEE0,2,0.0933
2016,NUTS,2010,DEE0,2,0.0953
2017,NUTS,2010,DEE0,2,0.1018
2018,NUTS,2010,DEE0,2,0.1111
2019,NUTS,2010,DEE0,2,0.1073
2015,NUTS,2010,DEF,1,0.0658
2016,NUTS,2010,DEF,1,0.0641
2017,NUTS,2010,DEF,1,0.0745
2018,NUTS,2010,DEF,1,0.0742
2019,NUTS,2010,DEF,1,0.0753
2015,NUTS,2010,DEF0,2,0.0658
2016,NUTS,2010,DEF0,2,0.0641
2017,NUTS,2010,DEF0,2,0.0745
2018,NUTS,2010,DEF0,2,0.0742
2019,NUTS,2010,DEF0,2,0.0753
2015,NUTS,2010,DEG,1,0.0859
2016,NUTS,2010,DEG,1,0.0986
2017,NUTS,2010,DEG,1,0.0921
2018,NUTS,2010,DEG,1,0.1008
2019,NUTS,2010,DEG,1,0.0998
2015,NUTS,2010,DEG0,2,0.0859
2016,NUTS,2010,DEG0,2,0.0986
2017,NUTS,2010,DEG0,2,0.0921
2018,NUTS,2010,DEG0,2,0.1008
2019,NUTS,2010,DEG0,2,0.0998
2011,NUTS,2010,DK,0,0.0303
2012,NUTS,2010,DK,0,0.0393
2013,NUTS,2010,DK,0,0.0444
2014,NUTS,2010,DK,0,0.0501
2015,NUTS,2010,DK,0,0.0521
2016,NUTS,2010,DK,0,0.0503
2017,NUTS,2010,DK,0,0.0546
2018,NUTS,2010,DK,0,0.0569
2019,NUTS,2010,DK,0,0.0538
2011,NUTS,2010,DK0,1,0.0298
2012,NUTS,2010,DK0,1,0.0386
2013,NUTS,2010,DK0,1,0.0436
2014,NUTS,2010,DK0,1,0.049
2015,NUTS,2010,DK0,1,0.0512
2016,NUTS,2010,DK0,1,0.0493
2017,NUTS,2010,DK0,1,0.0535
2018,NUTS,2010,DK0,1,0.0558
2019,NUTS,2010,DK0,1,0.0527
2011,NUTS,2010,DK01,2,0.0601
2012,NUTS,2010,DK01,2,0.0557
2013,NUTS,2010,DK01,2,0.055
2014,NUTS,2010,DK01,2,0.0602
2015,NUTS,2010,DK01,2,0.0557
2016,NUTS,2010,DK01,2,0.0491
2017,NUTS,2010,DK01,2,0.0706
2019,NUTS,2010,DK01,2,0.0806
2011,NUTS,2010,DK02,2,0.0202
2012,NUTS,2010,DK02,2,0.0176
2013,NUTS,2010,DK02,2,0.035
2014,NUTS,2010,DK02,2,0.0542
2015,NUTS,2010,DK02,2,0.0674
2016,NUTS,2010,DK02,2,0.0483
2017,NUTS,2010,DK02,2,0.0517
2019,NUTS,2010,DK02,2,0.0351
2011,NUTS,2010,DK03,2,0.0028
2012,NUTS,2010,DK03,2,0.0247
2013,NUTS,2010,DK03,2,0.0262
2014,NUTS,2010,DK03,2,0.0331
2015,NUTS,2010,DK03,2,0.0413
2016,NUTS,2010,DK03,2,0.0438
2017,NUTS,2010,DK03,2,0.005
2019,NUTS,2010,DK03,2,0.0076
2011,NUTS,2010,DK04,2,0.027
2012,NUTS,2010,DK04,2,0.0521
2013,NUTS,2010,DK04,2,0.0619
2014,NUTS,2010,DK04,2,0.0631
2015,NUTS,2010,DK04,2,0.0621
2016,NUTS,2010,DK04,2,0.0753
2017,NUTS,2010,DK04,2,0.0595
2019,NUTS,2010,DK04,2,0.0515
2011,NUTS,2010,DK05,2,0.0024
2012,NUTS,2010,DK05,2,0.0061
2013,NUTS,2010,DK05,2,0.0092
2014,NUTS,2010,DK05,2,0.0051
2015,NUTS,2010,DK05,2,0.0095
2016,NUTS,2010,DK05,2,0.0037
2017,NUTS,2010,DK05,2,0.0806
2019,NUTS,2010,DK05,2,0.0753
2011,NUTS,2010,EE,0,0.0991
2012,NUTS,2010,EE,0,0.1021
2013,NUTS,2010,EE,0,0.1009
2014,NUTS,2010,EE,0,0.0999
2015,NUTS,2010,EE,0,0.1006
2016,NUTS,2010,EE,0,0.0966
2017,NUTS,2010,EE,0,0.1
2018,NUTS,2010,EE,0,0.0969
2019,NUTS,2010,EE,0,0.1053
2011,NUTS,2010,EL,0,0.0996
2013,NUTS,2010,EL,0,0.1311
2015,NUTS,2010,EL,0,0.1578
2017,NUTS,2010,EL,0,0.1525
2019,NUTS,2010,EL,0,0.1744
2011,NUTS,2010,EL3,1,0.1339
2011,NUTS,2010,EL30,2,0.1339
2011,NUTS,2010,EL4,1,0.1414
2011,NUTS,2010,EL41,2,0.073
2011,NUTS,2010,EL42,2,0.1263
2011,NUTS,2010,EL43,2,0.1653
2011,NUTS,2010,EL5,1,0.0631
2011,NUTS,2010,EL51,2,0.0155
2011,NUTS,2010,EL52,2,0.0618
2011,NUTS,2010,EL53,2,0.1173
2011,NUTS,2010,EL54,2,0.1098
2011,NUTS,2010,EL6,1,0.0583
2011,NUTS,2010,EL61,2,0.0471
2011,NUTS,2010,EL62,2,0.0477
2011,NUTS,2010,EL63,2,0.0608
2011,NUTS,2010,EL64,2,0.0387
2011,NUTS,2010,EL65,2,0.0916
2011,NUTS,2010,ES,0,0.1025
2012,NUTS,2010,ES,0,0.0961
2013,NUTS,2010,ES,0,0.0921
2014,NUTS,2010,ES,0,0.0879
2015,NUTS,2010,ES,0,0.0887
