year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_pc_act_fte_rse_f
2016,NUTS,2010,LT02,2,0.0362
2017,NUTS,2010,LT02,2,0.0358
2018,NUTS,2010,LT02,2,0.0364
2019,NUTS,2010,LT02,2,0.0328
2011,NUTS,2010,LU,0,0.2548
2012,NUTS,2010,LU,0,0.2415
2013,NUTS,2010,LU,0,0.2495
2014,NUTS,2010,LU,0,0.2368
2015,NUTS,2010,LU,0,0.1975
2017,NUTS,2010,LU,0,0.1719
2019,NUTS,2010,LU,0,0.1797
2011,NUTS,2010,LV,0,0.0804
2012,NUTS,2010,LV,0,0.0785
2013,NUTS,2010,LV,0,0.0781
2014,NUTS,2010,LV,0,0.0777
2015,NUTS,2010,LV,0,0.0812
2016,NUTS,2010,LV,0,0.0751
2017,NUTS,2010,LV,0,0.0643
2018,NUTS,2010,LV,0,0.0655
2019,NUTS,2010,LV,0,0.0641
2011,NUTS,2010,ME,0,0.054
2013,NUTS,2010,ME,0,0.046
2014,NUTS,2010,ME,0,0.0483
2015,NUTS,2010,ME,0,0.0428
2017,NUTS,2010,ME,0,0.0498
2018,NUTS,2010,ME,0,0.0499
2019,NUTS,2010,ME,0,0.0778
2011,NUTS,2010,MK,0,0.0378
2012,NUTS,2010,MK,0,0.0634
2015,NUTS,2010,MK,0,0.026
2016,NUTS,2010,MK,0,0.0318
2017,NUTS,2010,MK,0,0.0297
2018,NUTS,2010,MK,0,0.0314
2019,NUTS,2010,MK,0,0.0288
2011,NUTS,2010,MT,0,0.0159
2012,NUTS,2010,MT,0,0.0087
2013,NUTS,2010,MT,0,0.0082
2014,NUTS,2010,MT,0,0.0073
2015,NUTS,2010,MT,0,0.0046
2016,NUTS,2010,MT,0,0.0038
2017,NUTS,2010,MT,0,0.0025
2018,NUTS,2010,MT,0,0.0043
2019,NUTS,2010,MT,0,0.0022
2011,NUTS,2010,NL,0,0.053
2012,NUTS,2010,NL,0,0.0801
2011,NUTS,2010,PL,0,0.0709
2012,NUTS,2010,PL,0,0.0742
2013,NUTS,2010,PL,0,0.0753
2014,NUTS,2010,PL,0,0.076
2015,NUTS,2010,PL,0,0.0741
2016,NUTS,2010,PL,0,0.0172
2017,NUTS,2010,PL,0,0.0235
2018,NUTS,2010,PL,0,0.0209
2019,NUTS,2010,PL,0,0.0177
2011,NUTS,2010,PL1,1,0.2929
2013,NUTS,2010,PL1,1,0.185
2014,NUTS,2010,PL1,1,0.1816
2015,NUTS,2010,PL1,1,0.1781
2013,NUTS,2010,PL11,2,0.0644
2014,NUTS,2010,PL11,2,0.0619
2012,NUTS,2010,PL12,2,0.2442
2013,NUTS,2010,PL12,2,0.2491
2014,NUTS,2010,PL12,2,0.2405
2011,NUTS,2010,PL2,1,0.0526
2012,NUTS,2010,PL2,1,0.07
2013,NUTS,2010,PL2,1,0.0623
2014,NUTS,2010,PL2,1,0.067
2015,NUTS,2010,PL2,1,0.0732
2016,NUTS,2010,PL2,1,0.0166
2017,NUTS,2010,PL2,1,0.0217
2018,NUTS,2010,PL2,1,0.0259
2019,NUTS,2010,PL2,1,0.0131
2011,NUTS,2010,PL21,2,0.0772
2012,NUTS,2010,PL21,2,0.1036
2015,NUTS,2010,PL21,2,0.1099
2017,NUTS,2010,PL21,2,0.0344
2018,NUTS,2010,PL21,2,0.0452
2019,NUTS,2010,PL21,2,0.0274
2011,NUTS,2010,PL22,2,0.0352
2012,NUTS,2010,PL22,2,0.0466
2015,NUTS,2010,PL22,2,0.0468
2017,NUTS,2010,PL22,2,0.0122
2018,NUTS,2010,PL22,2,0.0114
2019,NUTS,2010,PL22,2,0.0023
2013,NUTS,2010,PL3,1,0.0137
2011,NUTS,2010,PL31,2,0.0361
2012,NUTS,2010,PL31,2,0.0385
2013,NUTS,2010,PL31,2,0.0316
2014,NUTS,2010,PL31,2,0.0309
2015,NUTS,2010,PL31,2,0.0222
2012,NUTS,2010,PL33,2,0.0
2013,NUTS,2010,PL33,2,0.0
2014,NUTS,2010,PL33,2,0.0008
2015,NUTS,2010,PL33,2,0.0007
2012,NUTS,2010,PL4,1,0.0377
2015,NUTS,2010,PL4,1,0.0361
2016,NUTS,2010,PL4,1,0.0025
2017,NUTS,2010,PL4,1,0.0035
2018,NUTS,2010,PL4,1,0.0068
2019,NUTS,2010,PL4,1,0.0068
2011,NUTS,2010,PL41,2,0.0539
2012,NUTS,2010,PL41,2,0.0649
2017,NUTS,2010,PL41,2,0.005
2011,NUTS,2010,PL42,2,0.0
2018,NUTS,2010,PL42,2,0.0013
2019,NUTS,2010,PL42,2,0.0045
2013,NUTS,2010,PL43,2,0.0
2014,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2014,NUTS,2010,PL5,1,0.0442
2019,NUTS,2010,PL5,1,0.0089
2011,NUTS,2010,PL51,2,0.0283
2015,NUTS,2010,PL51,2,0.0441
2016,NUTS,2010,PL51,2,0.0062
2019,NUTS,2010,PL51,2,0.0104
2012,NUTS,2010,PL52,2,0.0356
2019,NUTS,2010,PL52,2,0.0039
2011,NUTS,2010,PL6,1,0.0179
2013,NUTS,2010,PL6,1,0.0248
2014,NUTS,2010,PL6,1,0.0201
2015,NUTS,2010,PL6,1,0.0192
2018,NUTS,2010,PL6,1,0.0067
2019,NUTS,2010,PL6,1,0.0067
2012,NUTS,2010,PL61,2,0.0068
2013,NUTS,2010,PL61,2,0.0069
2014,NUTS,2010,PL61,2,0.0067
2015,NUTS,2010,PL61,2,0.0063
2019,NUTS,2010,PL61,2,0.0035
2012,NUTS,2010,PL62,2,0.0298
2013,NUTS,2010,PL62,2,0.0589
2014,NUTS,2010,PL62,2,0.0306
2015,NUTS,2010,PL62,2,0.0272
2016,NUTS,2010,PL62,2,0.0077
2019,NUTS,2010,PL62,2,0.0024
2011,NUTS,2010,PL63,2,0.0236
2013,NUTS,2010,PL63,2,0.0201
2014,NUTS,2010,PL63,2,0.0259
2015,NUTS,2010,PL63,2,0.0256
2016,NUTS,2010,PL63,2,0.0052
2017,NUTS,2010,PL63,2,0.0047
2018,NUTS,2010,PL63,2,0.0074
2019,NUTS,2010,PL63,2,0.0118
2016,NUTS,2010,PL7,1,0.0222
2018,NUTS,2010,PL7,1,0.0315
2019,NUTS,2010,PL7,1,0.0257
2018,NUTS,2010,PL71,2,0.0362
2019,NUTS,2010,PL71,2,0.0324
2018,NUTS,2010,PL72,2,0.021
2019,NUTS,2010,PL72,2,0.0112
2016,NUTS,2010,PL8,1,0.0045
2017,NUTS,2010,PL8,1,0.0058
2019,NUTS,2010,PL8,1,0.0052
2018,NUTS,2010,PL81,2,0.0072
2019,NUTS,2010,PL81,2,0.0086
2017,NUTS,2010,PL84,2,0.012
2016,NUTS,2010,PL9,1,0.0576
2017,NUTS,2010,PL9,1,0.0813
2018,NUTS,2010,PL9,1,0.0529
2019,NUTS,2010,PL9,1,0.053
2016,NUTS,2010,PL91,2,0.0984
2018,NUTS,2010,PL91,2,0.0872
2016,NUTS,2010,PL92,2,0.0019
2018,NUTS,2010,PL92,2,0.0017
2011,NUTS,2010,PT,0,0.0643
2012,NUTS,2010,PT,0,0.0418
2013,NUTS,2010,PT,0,0.0334
2014,NUTS,2010,PT,0,0.0346
2015,NUTS,2010,PT,0,0.0324
2016,NUTS,2010,PT,0,0.033
2017,NUTS,2010,PT,0,0.0357
2018,NUTS,2010,PT,0,0.037
2019,NUTS,2010,PT,0,0.0372
2020,NUTS,2010,PT,0,0.0402
2011,NUTS,2010,PT1,1,0.0603
2012,NUTS,2010,PT1,1,0.039
2013,NUTS,2010,PT1,1,0.0318
2014,NUTS,2010,PT1,1,0.0333
2015,NUTS,2010,PT1,1,0.0308
2016,NUTS,2010,PT1,1,0.0312
2017,NUTS,2010,PT1,1,0.0337
2018,NUTS,2010,PT1,1,0.0352
2019,NUTS,2010,PT1,1,0.0353
2020,NUTS,2010,PT1,1,0.0382
2011,NUTS,2010,PT11,2,0.0206
2012,NUTS,2010,PT11,2,0.0144
2013,NUTS,2010,PT11,2,0.0135
2014,NUTS,2010,PT11,2,0.016
2015,NUTS,2010,PT11,2,0.0254
2016,NUTS,2010,PT11,2,0.0276
2017,NUTS,2010,PT11,2,0.0311
2018,NUTS,2010,PT11,2,0.0348
2019,NUTS,2010,PT11,2,0.0357
2020,NUTS,2010,PT11,2,0.0358
2011,NUTS,2010,PT15,2,0.0084
2012,NUTS,2010,PT15,2,0.0401
2013,NUTS,2010,PT15,2,0.0275
2014,NUTS,2010,PT15,2,0.0098
2015,NUTS,2010,PT15,2,0.0033
2016,NUTS,2010,PT15,2,0.0036
2017,NUTS,2010,PT15,2,0.0045
2018,NUTS,2010,PT15,2,0.0058
2019,NUTS,2010,PT15,2,0.0054
2020,NUTS,2010,PT15,2,0.0093
2011,NUTS,2010,PT16,2,0.028
2012,NUTS,2010,PT16,2,0.0146
2013,NUTS,2010,PT16,2,0.0097
2014,NUTS,2010,PT16,2,0.0109
2015,NUTS,2010,PT16,2,0.0117
2016,NUTS,2010,PT16,2,0.0102
2017,NUTS,2010,PT16,2,0.0108
2018,NUTS,2010,PT16,2,0.0097
2019,NUTS,2010,PT16,2,0.0107
2020,NUTS,2010,PT16,2,0.0113
2011,NUTS,2010,PT17,2,0.1596
2012,NUTS,2010,PT17,2,0.0989
2013,NUTS,2010,PT17,2,0.0812
2014,NUTS,2010,PT17,2,0.0842
2015,NUTS,2010,PT17,2,0.0639
2016,NUTS,2010,PT17,2,0.063
2017,NUTS,2010,PT17,2,0.0669
2018,NUTS,2010,PT17,2,0.0682
2019,NUTS,2010,PT17,2,0.0662
2020,NUTS,2010,PT17,2,0.0745
2011,NUTS,2010,PT18,2,0.0041
2012,NUTS,2010,PT18,2,0.0047
2013,NUTS,2010,PT18,2,0.0018
2014,NUTS,2010,PT18,2,0.0012
2015,NUTS,2010,PT18,2,0.0016
2016,NUTS,2010,PT18,2,0.0016
2017,NUTS,2010,PT18,2,0.0
2018,NUTS,2010,PT18,2,0.0004
2019,NUTS,2010,PT18,2,0.0003
2020,NUTS,2010,PT18,2,0.0001
2011,NUTS,2010,PT2,1,0.0363
2012,NUTS,2010,PT2,1,0.0356
2013,NUTS,2010,PT2,1,0.0168
2014,NUTS,2010,PT2,1,0.0261
2015,NUTS,2010,PT2,1,0.0247
2016,NUTS,2010,PT2,1,0.0213
2017,NUTS,2010,PT2,1,0.0162
2018,NUTS,2010,PT2,1,0.0134
2019,NUTS,2010,PT2,1,0.0158
2020,NUTS,2010,PT2,1,0.0242
2011,NUTS,2010,PT20,2,0.0363
2012,NUTS,2010,PT20,2,0.0356
2013,NUTS,2010,PT20,2,0.0168
2014,NUTS,2010,PT20,2,0.0261
2015,NUTS,2010,PT20,2,0.0247
2016,NUTS,2010,PT20,2,0.0213
2017,NUTS,2010,PT20,2,0.0162
2018,NUTS,2010,PT20,2,0.0134
2019,NUTS,2010,PT20,2,0.0158
2020,NUTS,2010,PT20,2,0.0242
2011,NUTS,2010,PT3,1,0.0577
2012,NUTS,2010,PT3,1,0.0359
2013,NUTS,2010,PT3,1,0.0222
2014,NUTS,2010,PT3,1,0.0199
2015,NUTS,2010,PT3,1,0.033
2016,NUTS,2010,PT3,1,0.0511
2017,NUTS,2010,PT3,1,0.0649
2018,NUTS,2010,PT3,1,0.0592
2019,NUTS,2010,PT3,1,0.0581
2020,NUTS,2010,PT3,1,0.0626
2011,NUTS,2010,PT30,2,0.0577
2012,NUTS,2010,PT30,2,0.0359
2013,NUTS,2010,PT30,2,0.0222
2014,NUTS,2010,PT30,2,0.0199
2015,NUTS,2010,PT30,2,0.033
2016,NUTS,2010,PT30,2,0.0511
2017,NUTS,2010,PT30,2,0.0649
2018,NUTS,2010,PT30,2,0.0592
2019,NUTS,2010,PT30,2,0.0581
2020,NUTS,2010,PT30,2,0.0626
2011,NUTS,2010,RO,0,0.082
2012,NUTS,2010,RO,0,0.0907
2013,NUTS,2010,RO,0,0.0977
2014,NUTS,2010,RO,0,0.095
2015,NUTS,2010,RO,0,0.099
2016,NUTS,2010,RO,0,0.1003
2017,NUTS,2010,RO,0,0.0939
2018,NUTS,2010,RO,0,0.0942
2019,NUTS,2010,RO,0,0.0984
2011,NUTS,2010,RO1,1,0.0139
2012,NUTS,2010,RO1,1,0.0261
2013,NUTS,2010,RO1,1,0.0271
2014,NUTS,2010,RO1,1,0.0258
2015,NUTS,2010,RO1,1,0.0279
2016,NUTS,2010,RO1,1,0.0269
2017,NUTS,2010,RO1,1,0.0254
2018,NUTS,2010,RO1,1,0.0255
2019,NUTS,2010,RO1,1,0.0279
2011,NUTS,2010,RO11,2,0.0178
2012,NUTS,2010,RO11,2,0.0375
2013,NUTS,2010,RO11,2,0.0376
2014,NUTS,2010,RO11,2,0.0328
2015,NUTS,2010,RO11,2,0.0374
2016,NUTS,2010,RO11,2,0.0369
2017,NUTS,2010,RO11,2,0.0359
2018,NUTS,2010,RO11,2,0.0357
2019,NUTS,2010,RO11,2,0.0389
2011,NUTS,2010,RO12,2,0.0089
2012,NUTS,2010,RO12,2,0.0108
2013,NUTS,2010,RO12,2,0.0132
2014,NUTS,2010,RO12,2,0.0165
2015,NUTS,2010,RO12,2,0.0156
2016,NUTS,2010,RO12,2,0.0141
2017,NUTS,2010,RO12,2,0.0118
2018,NUTS,2010,RO12,2,0.0113
2019,NUTS,2010,RO12,2,0.0133
2011,NUTS,2010,RO2,1,0.0285
2012,NUTS,2010,RO2,1,0.0278
2013,NUTS,2010,RO2,1,0.0281
2014,NUTS,2010,RO2,1,0.0281
2015,NUTS,2010,RO2,1,0.0302
2016,NUTS,2010,RO2,1,0.0309
2017,NUTS,2010,RO2,1,0.0302
2018,NUTS,2010,RO2,1,0.0323
2019,NUTS,2010,RO2,1,0.0335
2011,NUTS,2010,RO21,2,0.0326
2012,NUTS,2010,RO21,2,0.0319
2013,NUTS,2010,RO21,2,0.0325
2014,NUTS,2010,RO21,2,0.0328
2015,NUTS,2010,RO21,2,0.0343
2016,NUTS,2010,RO21,2,0.0359
2017,NUTS,2010,RO21,2,0.0336
2018,NUTS,2010,RO21,2,0.0369
2019,NUTS,2010,RO21,2,0.038
2011,NUTS,2010,RO22,2,0.022
2012,NUTS,2010,RO22,2,0.0211
2013,NUTS,2010,RO22,2,0.0205
2014,NUTS,2010,RO22,2,0.0198
2015,NUTS,2010,RO22,2,0.0231
2016,NUTS,2010,RO22,2,0.022
2017,NUTS,2010,RO22,2,0.0242
2018,NUTS,2010,RO22,2,0.0242
2019,NUTS,2010,RO22,2,0.0255
2011,NUTS,2010,RO3,1,0.1844
2012,NUTS,2010,RO3,1,0.2022
2013,NUTS,2010,RO3,1,0.215
2014,NUTS,2010,RO3,1,0.2117
2015,NUTS,2010,RO3,1,0.2244
2016,NUTS,2010,RO3,1,0.2296
2017,NUTS,2010,RO3,1,0.2129
2018,NUTS,2010,RO3,1,0.2087
2019,NUTS,2010,RO3,1,0.2202
2011,NUTS,2010,RO31,2,0.0148
2012,NUTS,2010,RO31,2,0.0144
2013,NUTS,2010,RO31,2,0.0142
2014,NUTS,2010,RO31,2,0.0139
2015,NUTS,2010,RO31,2,0.0148
2016,NUTS,2010,RO31,2,0.0155
2017,NUTS,2010,RO31,2,0.0133
2018,NUTS,2010,RO31,2,0.0108
2019,NUTS,2010,RO31,2,0.0106
2011,NUTS,2010,RO32,2,0.3729
2012,NUTS,2010,RO32,2,0.4173
2013,NUTS,2010,RO32,2,0.4495
2014,NUTS,2010,RO32,2,0.4409
2015,NUTS,2010,RO32,2,0.4567
2016,NUTS,2010,RO32,2,0.4502
2017,NUTS,2010,RO32,2,0.4215
2018,NUTS,2010,RO32,2,0.4109
2019,NUTS,2010,RO32,2,0.4264
2011,NUTS,2010,RO4,1,0.0216
2012,NUTS,2010,RO4,1,0.0154
2013,NUTS,2010,RO4,1,0.0221
2014,NUTS,2010,RO4,1,0.0202
2015,NUTS,2010,RO4,1,0.0255
2016,NUTS,2010,RO4,1,0.0272
2017,NUTS,2010,RO4,1,0.0254
2018,NUTS,2010,RO4,1,0.028
2019,NUTS,2010,RO4,1,0.031
2011,NUTS,2010,RO41,2,0.0228
2012,NUTS,2010,RO41,2,0.0129
2013,NUTS,2010,RO41,2,0.0241
2014,NUTS,2010,RO41,2,0.0197
2015,NUTS,2010,RO41,2,0.0296
2016,NUTS,2010,RO41,2,0.0299
2017,NUTS,2010,RO41,2,0.0272
2018,NUTS,2010,RO41,2,0.0282
2019,NUTS,2010,RO41,2,0.0313
2011,NUTS,2010,RO42,2,0.02
2012,NUTS,2010,RO42,2,0.0187
2013,NUTS,2010,RO42,2,0.0196
2014,NUTS,2010,RO42,2,0.0207
2015,NUTS,2010,RO42,2,0.0205
2016,NUTS,2010,RO42,2,0.024
2017,NUTS,2010,RO42,2,0.0232
2018,NUTS,2010,RO42,2,0.0278
2019,NUTS,2010,RO42,2,0.0307
2011,NUTS,2010,RS,0,0.1271
2012,NUTS,2010,RS,0,0.1331
2013,NUTS,2010,RS,0,0.1375
2014,NUTS,2010,RS,0,0.1279
2015,NUTS,2010,RS,0,0.1363
2016,NUTS,2010,RS,0,0.1287
2017,NUTS,2010,RS,0,0.1333
2018,NUTS,2010,RS,0,0.1386
2019,NUTS,2010,RS,0,0.1465
2020,NUTS,2010,RS,0,0.1576
2018,NUTS,2010,RS1,1,0.244
2019,NUTS,2010,RS1,1,0.2548
2020,NUTS,2010,RS1,1,0.2686
2018,NUTS,2010,RS11,2,0.4358
2019,NUTS,2010,RS11,2,0.4526
2020,NUTS,2010,RS11,2,0.4773
2018,NUTS,2010,RS12,2,0.0388
2019,NUTS,2010,RS12,2,0.0444
2020,NUTS,2010,RS12,2,0.0478
2018,NUTS,2010,RS2,1,0.0067
2019,NUTS,2010,RS2,1,0.0075
2020,NUTS,2010,RS2,1,0.0135
2018,NUTS,2010,RS21,2,0.0032
2019,NUTS,2010,RS21,2,0.0035
2020,NUTS,2010,RS21,2,0.0113
2018,NUTS,2010,RS22,2,0.0116
2019,NUTS,2010,RS22,2,0.0132
2020,NUTS,2010,RS22,2,0.0167
2011,NUTS,2010,SE,0,0.0363
2013,NUTS,2010,SE,0,0.0434
2015,NUTS,2010,SE,0,0.0613
2017,NUTS,2010,SE,0,0.0739
2019,NUTS,2010,SE,0,0.0679
2017,NUTS,2010,SE1,1,0.0882
2019,NUTS,2010,SE1,1,0.0823
2017,NUTS,2010,SE11,2,0.0877
2019,NUTS,2010,SE11,2,0.0753
2017,NUTS,2010,SE12,2,0.0891
2019,NUTS,2010,SE12,2,0.0932
2017,NUTS,2010,SE2,1,0.0616
2019,NUTS,2010,SE2,1,0.0575
2017,NUTS,2010,SE21,2,0.0164
2019,NUTS,2010,SE21,2,0.0233
2017,NUTS,2010,SE22,2,0.1026
2019,NUTS,2010,SE22,2,0.0348
2017,NUTS,2010,SE23,2,0.0503
2019,NUTS,2010,SE23,2,0.0875
2017,NUTS,2010,SE3,1,0.0516
2019,NUTS,2010,SE3,1,0.0402
2017,NUTS,2010,SE31,2,0.0337
2019,NUTS,2010,SE31,2,0.0254
2017,NUTS,2010,SE32,2,0.0323
2019,NUTS,2010,SE32,2,0.0113
2017,NUTS,2010,SE33,2,0.0939
2019,NUTS,2010,SE33,2,0.0866
2011,NUTS,2010,SI,0,0.1877
2012,NUTS,2010,SI,0,0.1906
2013,NUTS,2010,SI,0,0.1905
2014,NUTS,2010,SI,0,0.1865
2015,NUTS,2010,SI,0,0.1731
2016,NUTS,2010,SI,0,0.1741
2017,NUTS,2010,SI,0,0.1472
2018,NUTS,2010,SI,0,0.1696
2019,NUTS,2010,SI,0,0.1878
2011,NUTS,2010,SI0,1,0.1824
2012,NUTS,2010,SI0,1,0.1862
2013,NUTS,2010,SI0,1,0.1861
2014,NUTS,2010,SI0,1,0.1811
2015,NUTS,2010,SI0,1,0.1693
2016,NUTS,2010,SI0,1,0.1708
2017,NUTS,2010,SI0,1,0.1445
2018,NUTS,2010,SI0,1,0.1658
2019,NUTS,2010,SI0,1,0.1846
2013,NUTS,2010,SI03,2,0.0245
2014,NUTS,2010,SI03,2,0.0045
2015,NUTS,2010,SI03,2,0.0025
2016,NUTS,2010,SI03,2,0.0017
2017,NUTS,2010,SI03,2,0.0024
2018,NUTS,2010,SI03,2,0.01
2019,NUTS,2010,SI03,2,0.0029
2013,NUTS,2010,SI04,2,0.3625
2014,NUTS,2010,SI04,2,0.3761
2015,NUTS,2010,SI04,2,0.3501
2016,NUTS,2010,SI04,2,0.3513
2017,NUTS,2010,SI04,2,0.298
2018,NUTS,2010,SI04,2,0.3365
2019,NUTS,2010,SI04,2,0.3795
2011,NUTS,2010,SK,0,0.1035
2012,NUTS,2010,SK,0,0.1064
2013,NUTS,2010,SK,0,0.0967
2014,NUTS,2010,SK,0,0.1171
2015,NUTS,2010,SK,0,0.1164
2016,NUTS,2010,SK,0,0.1137
2017,NUTS,2010,SK,0,0.1134
2018,NUTS,2010,SK,0,0.1181
2019,NUTS,2010,SK,0,0.1187
2020,NUTS,2010,SK,0,0.1208
2011,NUTS,2010,SK01,2,0.609
2012,NUTS,2010,SK01,2,0.614
2013,NUTS,2010,SK01,2,0.6106
2014,NUTS,2010,SK01,2,0.6355
2015,NUTS,2010,SK01,2,0.648
2016,NUTS,2010,SK01,2,0.6243
2017,NUTS,2010,SK01,2,0.6436
2018,NUTS,2010,SK01,2,0.6939
2019,NUTS,2010,SK01,2,0.7098
2020,NUTS,2010,SK01,2,0.7336
2011,NUTS,2010,SK02,2,0.0252
2012,NUTS,2010,SK02,2,0.0268
2013,NUTS,2010,SK02,2,0.0099
2014,NUTS,2010,SK02,2,0.0562
2015,NUTS,2010,SK02,2,0.0445
2016,NUTS,2010,SK02,2,0.0368
2017,NUTS,2010,SK02,2,0.0369
2018,NUTS,2010,SK02,2,0.0377
2019,NUTS,2010,SK02,2,0.0288
2020,NUTS,2010,SK02,2,0.0248
2011,NUTS,2010,SK03,2,0.017
2012,NUTS,2010,SK03,2,0.0202
2013,NUTS,2010,SK03,2,0.0074
2014,NUTS,2010,SK03,2,0.0144
2015,NUTS,2010,SK03,2,0.0256
2016,NUTS,2010,SK03,2,0.0326
2017,NUTS,2010,SK03,2,0.0244
2018,NUTS,2010,SK03,2,0.0224
2019,NUTS,2010,SK03,2,0.0201
2020,NUTS,2010,SK03,2,0.0238
2011,NUTS,2010,SK04,2,0.0576
2012,NUTS,2010,SK04,2,0.0594
2013,NUTS,2010,SK04,2,0.0608
2014,NUTS,2010,SK04,2,0.0676
2015,NUTS,2010,SK04,2,0.0617
2016,NUTS,2010,SK04,2,0.0514
2017,NUTS,2010,SK04,2,0.0457
2018,NUTS,2010,SK04,2,0.0416
2019,NUTS,2010,SK04,2,0.0442
2020,NUTS,2010,SK04,2,0.0439
2011,NUTS,2010,TR,0,0.0239
2012,NUTS,2010,TR,0,0.0237
2013,NUTS,2010,TR,0,0.0225
2014,NUTS,2010,TR,0,0.023
2015,NUTS,2010,TR,0,0.0219
2016,NUTS,2010,TR,0,0.0223
2017,NUTS,2010,TR,0,0.0218
2018,NUTS,2010,TR,0,0.0212
2019,NUTS,2010,TR,0,0.0177
2020,NUTS,2010,TR,0,0.0205
2011,NUTS,2010,UK,0,0.0171
2012,NUTS,2010,UK,0,0.0177
2013,NUTS,2010,UK,0,0.0174
2014,NUTS,2010,UK,0,0.0174
2015,NUTS,2010,UK,0,0.0171
2016,NUTS,2010,UK,0,0.0171
2017,NUTS,2010,UK,0,0.0169
2018,NUTS,2010,UK,0,0.0169
