year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_total_hc_t
2015,NUTS,2010,CY,0,2921.0
2016,NUTS,2010,CY,0,3091.0
2017,NUTS,2010,CY,0,3320.0
2018,NUTS,2010,CY,0,3754.0
2019,NUTS,2010,CY,0,4082.0
2011,NUTS,2010,CZ,0,82283.0
2012,NUTS,2010,CZ,0,87528.0
2013,NUTS,2010,CZ,0,92714.0
2014,NUTS,2010,CZ,0,97353.0
2015,NUTS,2010,CZ,0,100128.0
2016,NUTS,2010,CZ,0,99875.0
2017,NUTS,2010,CZ,0,107734.0
2018,NUTS,2010,CZ,0,113447.0
2019,NUTS,2010,CZ,0,117075.0
2020,NUTS,2010,CZ,0,118044.0
2011,NUTS,2010,CZ0,1,82283.0
2012,NUTS,2010,CZ0,1,87528.0
2013,NUTS,2010,CZ0,1,92714.0
2014,NUTS,2010,CZ0,1,97353.0
2015,NUTS,2010,CZ0,1,100128.0
2016,NUTS,2010,CZ0,1,99875.0
2017,NUTS,2010,CZ0,1,107733.0
2018,NUTS,2010,CZ0,1,113447.0
2019,NUTS,2010,CZ0,1,117075.0
2020,NUTS,2010,CZ0,1,118044.0
2011,NUTS,2010,CZ01,2,30817.0
2012,NUTS,2010,CZ01,2,31833.0
2013,NUTS,2010,CZ01,2,34350.0
2014,NUTS,2010,CZ01,2,35199.0
2015,NUTS,2010,CZ01,2,34589.0
2016,NUTS,2010,CZ01,2,33519.0
2017,NUTS,2010,CZ01,2,37118.0
2018,NUTS,2010,CZ01,2,39343.0
2019,NUTS,2010,CZ01,2,40482.0
2020,NUTS,2010,CZ01,2,41436.0
2011,NUTS,2010,CZ02,2,6524.0
2012,NUTS,2010,CZ02,2,6459.0
2013,NUTS,2010,CZ02,2,6692.0
2014,NUTS,2010,CZ02,2,6992.0
2015,NUTS,2010,CZ02,2,7549.0
2016,NUTS,2010,CZ02,2,8162.0
2017,NUTS,2010,CZ02,2,8896.0
2018,NUTS,2010,CZ02,2,9541.0
2019,NUTS,2010,CZ02,2,9858.0
2020,NUTS,2010,CZ02,2,9796.0
2011,NUTS,2010,CZ03,2,6857.0
2012,NUTS,2010,CZ03,2,7406.0
2013,NUTS,2010,CZ03,2,7523.0
2014,NUTS,2010,CZ03,2,8101.0
2015,NUTS,2010,CZ03,2,8202.0
2016,NUTS,2010,CZ03,2,8326.0
2017,NUTS,2010,CZ03,2,8749.0
2018,NUTS,2010,CZ03,2,9468.0
2019,NUTS,2010,CZ03,2,10015.0
2020,NUTS,2010,CZ03,2,9684.0
2011,NUTS,2010,CZ04,2,1663.0
2012,NUTS,2010,CZ04,2,1930.0
2013,NUTS,2010,CZ04,2,2048.0
2014,NUTS,2010,CZ04,2,2413.0
2015,NUTS,2010,CZ04,2,2150.0
2016,NUTS,2010,CZ04,2,2043.0
2017,NUTS,2010,CZ04,2,2307.0
2018,NUTS,2010,CZ04,2,2478.0
2019,NUTS,2010,CZ04,2,2528.0
2020,NUTS,2010,CZ04,2,2542.0
2011,NUTS,2010,CZ05,2,8525.0
2012,NUTS,2010,CZ05,2,8883.0
2013,NUTS,2010,CZ05,2,9727.0
2014,NUTS,2010,CZ05,2,9792.0
2015,NUTS,2010,CZ05,2,9918.0
2016,NUTS,2010,CZ05,2,10057.0
2017,NUTS,2010,CZ05,2,10475.0
2018,NUTS,2010,CZ05,2,10770.0
2019,NUTS,2010,CZ05,2,11301.0
2020,NUTS,2010,CZ05,2,11077.0
2011,NUTS,2010,CZ06,2,15352.0
2012,NUTS,2010,CZ06,2,17451.0
2013,NUTS,2010,CZ06,2,18359.0
2014,NUTS,2010,CZ06,2,19588.0
2015,NUTS,2010,CZ06,2,22089.0
2016,NUTS,2010,CZ06,2,21852.0
2017,NUTS,2010,CZ06,2,22833.0
2018,NUTS,2010,CZ06,2,24161.0
2019,NUTS,2010,CZ06,2,24782.0
2020,NUTS,2010,CZ06,2,25730.0
2011,NUTS,2010,CZ07,2,6277.0
2012,NUTS,2010,CZ07,2,6975.0
2013,NUTS,2010,CZ07,2,7712.0
2014,NUTS,2010,CZ07,2,7995.0
2015,NUTS,2010,CZ07,2,8296.0
2016,NUTS,2010,CZ07,2,8596.0
2017,NUTS,2010,CZ07,2,9146.0
2018,NUTS,2010,CZ07,2,9474.0
2019,NUTS,2010,CZ07,2,10277.0
2020,NUTS,2010,CZ07,2,10009.0
2011,NUTS,2010,CZ08,2,6268.0
2012,NUTS,2010,CZ08,2,6590.0
2013,NUTS,2010,CZ08,2,6303.0
2014,NUTS,2010,CZ08,2,7273.0
2015,NUTS,2010,CZ08,2,7335.0
2016,NUTS,2010,CZ08,2,7321.0
2017,NUTS,2010,CZ08,2,8208.0
2018,NUTS,2010,CZ08,2,8212.0
2019,NUTS,2010,CZ08,2,7832.0
2020,NUTS,2010,CZ08,2,7770.0
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2011,NUTS,2010,DE,0,835127.0
2013,NUTS,2010,DE,0,860842.0
2015,NUTS,2010,DE,0,915857.0
2017,NUTS,2010,DE,0,971157.0
2019,NUTS,2010,DE,0,1037952.0
2011,NUTS,2010,DE1,1,170787.0
2013,NUTS,2010,DE1,1,178071.0
2015,NUTS,2010,DE1,1,192238.0
2017,NUTS,2010,DE1,1,215310.0
2019,NUTS,2010,DE1,1,229676.0
2011,NUTS,2010,DE11,2,70475.0
2013,NUTS,2010,DE11,2,75591.0
2015,NUTS,2010,DE11,2,83441.0
2017,NUTS,2010,DE11,2,97520.0
2019,NUTS,2010,DE11,2,103815.0
2011,NUTS,2010,DE12,2,46683.0
2013,NUTS,2010,DE12,2,47306.0
2015,NUTS,2010,DE12,2,50695.0
2017,NUTS,2010,DE12,2,55876.0
2019,NUTS,2010,DE12,2,58660.0
2011,NUTS,2010,DE13,2,23915.0
2013,NUTS,2010,DE13,2,24429.0
2015,NUTS,2010,DE13,2,26084.0
2017,NUTS,2010,DE13,2,27948.0
2019,NUTS,2010,DE13,2,30137.0
2011,NUTS,2010,DE14,2,29715.0
2013,NUTS,2010,DE14,2,30744.0
2015,NUTS,2010,DE14,2,32017.0
2017,NUTS,2010,DE14,2,33964.0
2019,NUTS,2010,DE14,2,37064.0
2011,NUTS,2010,DE2,1,146619.0
2013,NUTS,2010,DE2,1,152527.0
2015,NUTS,2010,DE2,1,165656.0
2017,NUTS,2010,DE2,1,172304.0
2019,NUTS,2010,DE2,1,193100.0
2011,NUTS,2010,DE21,2,84834.0
2013,NUTS,2010,DE21,2,87377.0
2015,NUTS,2010,DE21,2,94853.0
2017,NUTS,2010,DE21,2,94963.0
2019,NUTS,2010,DE21,2,105238.0
2015,NUTS,2010,DE22,2,5013.0
2017,NUTS,2010,DE22,2,6354.0
2019,NUTS,2010,DE22,2,7765.0
2015,NUTS,2010,DE23,2,9305.0
2017,NUTS,2010,DE23,2,10606.0
2019,NUTS,2010,DE23,2,12113.0
2011,NUTS,2010,DE24,2,7142.0
2013,NUTS,2010,DE24,2,7444.0
2015,NUTS,2010,DE24,2,8114.0
2017,NUTS,2010,DE24,2,8615.0
2019,NUTS,2010,DE24,2,11008.0
2011,NUTS,2010,DE25,2,21160.0
2013,NUTS,2010,DE25,2,22259.0
2015,NUTS,2010,DE25,2,23169.0
2017,NUTS,2010,DE25,2,23238.0
2019,NUTS,2010,DE25,2,26084.0
2011,NUTS,2010,DE26,2,12643.0
2013,NUTS,2010,DE26,2,13514.0
2015,NUTS,2010,DE26,2,13532.0
2017,NUTS,2010,DE26,2,16600.0
2019,NUTS,2010,DE26,2,17508.0
2011,NUTS,2010,DE27,2,8157.0
2013,NUTS,2010,DE27,2,8943.0
2015,NUTS,2010,DE27,2,11669.0
2017,NUTS,2010,DE27,2,11928.0
2019,NUTS,2010,DE27,2,13384.0
2011,NUTS,2010,DE3,1,45441.0
2013,NUTS,2010,DE3,1,47158.0
2015,NUTS,2010,DE3,1,49620.0
2017,NUTS,2010,DE3,1,50558.0
2019,NUTS,2010,DE3,1,53839.0
2011,NUTS,2010,DE30,2,45441.0
2013,NUTS,2010,DE30,2,47158.0
2015,NUTS,2010,DE30,2,49620.0
2017,NUTS,2010,DE30,2,50558.0
2019,NUTS,2010,DE30,2,53839.0
2011,NUTS,2010,DE4,1,14349.0
2013,NUTS,2010,DE4,1,14706.0
2015,NUTS,2010,DE4,1,15163.0
2017,NUTS,2010,DE4,1,16526.0
2019,NUTS,2010,DE4,1,17053.0
2011,NUTS,2010,DE40,2,14349.0
2013,NUTS,2010,DE40,2,14706.0
2015,NUTS,2010,DE40,2,15163.0
2017,NUTS,2010,DE40,2,16526.0
2019,NUTS,2010,DE40,2,17053.0
2011,NUTS,2010,DE5,1,10122.0
2013,NUTS,2010,DE5,1,9199.0
2015,NUTS,2010,DE5,1,10028.0
2017,NUTS,2010,DE5,1,10146.0
2019,NUTS,2010,DE5,1,10973.0
2011,NUTS,2010,DE50,2,10122.0
2013,NUTS,2010,DE50,2,9199.0
2015,NUTS,2010,DE50,2,10028.0
2017,NUTS,2010,DE50,2,10146.0
2019,NUTS,2010,DE50,2,10973.0
2011,NUTS,2010,DE6,1,20980.0
2013,NUTS,2010,DE6,1,22157.0
2015,NUTS,2010,DE6,1,23855.0
2017,NUTS,2010,DE6,1,26562.0
2019,NUTS,2010,DE6,1,27782.0
2011,NUTS,2010,DE60,2,20980.0
2013,NUTS,2010,DE60,2,22157.0
2015,NUTS,2010,DE60,2,23855.0
2017,NUTS,2010,DE60,2,26562.0
2019,NUTS,2010,DE60,2,27782.0
2011,NUTS,2010,DE7,1,67596.0
2013,NUTS,2010,DE7,1,65699.0
2015,NUTS,2010,DE7,1,71522.0
2017,NUTS,2010,DE7,1,74588.0
2019,NUTS,2010,DE7,1,77565.0
2011,NUTS,2010,DE71,2,47595.0
2013,NUTS,2010,DE71,2,44380.0
2015,NUTS,2010,DE71,2,50810.0
2017,NUTS,2010,DE71,2,53038.0
2019,NUTS,2010,DE71,2,55922.0
2011,NUTS,2010,DE72,2,11467.0
2013,NUTS,2010,DE72,2,12158.0
2015,NUTS,2010,DE72,2,12190.0
2017,NUTS,2010,DE72,2,12565.0
2019,NUTS,2010,DE72,2,13001.0
2011,NUTS,2010,DE73,2,8535.0
2013,NUTS,2010,DE73,2,9160.0
2015,NUTS,2010,DE73,2,8521.0
2017,NUTS,2010,DE73,2,8986.0
2019,NUTS,2010,DE73,2,8642.0
2011,NUTS,2010,DE8,1,11411.0
2013,NUTS,2010,DE8,1,11314.0
2015,NUTS,2010,DE8,1,11125.0
2017,NUTS,2010,DE8,1,11498.0
2019,NUTS,2010,DE8,1,12077.0
2011,NUTS,2010,DE80,2,11411.0
2013,NUTS,2010,DE80,2,11314.0
2015,NUTS,2010,DE80,2,11125.0
2017,NUTS,2010,DE80,2,11498.0
2019,NUTS,2010,DE80,2,12077.0
2011,NUTS,2010,DE9,1,64357.0
2013,NUTS,2010,DE9,1,68016.0
2015,NUTS,2010,DE9,1,71673.0
2017,NUTS,2010,DE9,1,74482.0
2019,NUTS,2010,DE9,1,78755.0
2011,NUTS,2010,DE91,2,32671.0
2013,NUTS,2010,DE91,2,34797.0
2015,NUTS,2010,DE91,2,37018.0
2017,NUTS,2010,DE91,2,38737.0
2019,NUTS,2010,DE91,2,40304.0
2011,NUTS,2010,DE92,2,18920.0
2013,NUTS,2010,DE92,2,19171.0
2015,NUTS,2010,DE92,2,20114.0
2017,NUTS,2010,DE92,2,19928.0
2019,NUTS,2010,DE92,2,21364.0
2011,NUTS,2010,DE93,2,4012.0
2013,NUTS,2010,DE93,2,4315.0
2015,NUTS,2010,DE93,2,3986.0
2017,NUTS,2010,DE93,2,4374.0
2019,NUTS,2010,DE93,2,4485.0
2011,NUTS,2010,DE94,2,8753.0
2013,NUTS,2010,DE94,2,9734.0
2015,NUTS,2010,DE94,2,10555.0
2017,NUTS,2010,DE94,2,11443.0
2019,NUTS,2010,DE94,2,12602.0
2011,NUTS,2010,DEA,1,143412.0
2013,NUTS,2010,DEA,1,147050.0
2015,NUTS,2010,DEA,1,155384.0
2017,NUTS,2010,DEA,1,164865.0
2019,NUTS,2010,DEA,1,172026.0
2011,NUTS,2010,DEA1,2,33717.0
2013,NUTS,2010,DEA1,2,32748.0
2015,NUTS,2010,DEA1,2,35851.0
2017,NUTS,2010,DEA1,2,37784.0
2019,NUTS,2010,DEA1,2,38903.0
2011,NUTS,2010,DEA2,2,56846.0
2013,NUTS,2010,DEA2,2,57631.0
2015,NUTS,2010,DEA2,2,61978.0
2017,NUTS,2010,DEA2,2,65682.0
2019,NUTS,2010,DEA2,2,68312.0
2011,NUTS,2010,DEA3,2,13261.0
2013,NUTS,2010,DEA3,2,14241.0
2015,NUTS,2010,DEA3,2,14185.0
2017,NUTS,2010,DEA3,2,14520.0
2019,NUTS,2010,DEA3,2,15970.0
2011,NUTS,2010,DEA4,2,15548.0
2013,NUTS,2010,DEA4,2,16652.0
2015,NUTS,2010,DEA4,2,16914.0
2017,NUTS,2010,DEA4,2,18770.0
2019,NUTS,2010,DEA4,2,19611.0
2011,NUTS,2010,DEA5,2,24042.0
2013,NUTS,2010,DEA5,2,25777.0
2015,NUTS,2010,DEA5,2,26456.0
2017,NUTS,2010,DEA5,2,28109.0
2019,NUTS,2010,DEA5,2,29230.0
2011,NUTS,2010,DEB,1,28509.0
2013,NUTS,2010,DEB,1,29785.0
2015,NUTS,2010,DEB,1,32565.0
2017,NUTS,2010,DEB,1,33073.0
2019,NUTS,2010,DEB,1,36987.0
2011,NUTS,2010,DEB1,2,4184.0
2013,NUTS,2010,DEB1,2,4451.0
2015,NUTS,2010,DEB1,2,4354.0
2017,NUTS,2010,DEB1,2,4864.0
2019,NUTS,2010,DEB1,2,6136.0
2011,NUTS,2010,DEB2,2,2420.0
2013,NUTS,2010,DEB2,2,2277.0
2015,NUTS,2010,DEB2,2,2250.0
2017,NUTS,2010,DEB2,2,2229.0
2019,NUTS,2010,DEB2,2,2242.0
2011,NUTS,2010,DEB3,2,21905.0
2013,NUTS,2010,DEB3,2,23057.0
2015,NUTS,2010,DEB3,2,25960.0
2017,NUTS,2010,DEB3,2,25980.0
2019,NUTS,2010,DEB3,2,28609.0
2011,NUTS,2010,DEC,1,7078.0
2013,NUTS,2010,DEC,1,7737.0
2015,NUTS,2010,DEC,1,8056.0
2017,NUTS,2010,DEC,1,8775.0
2019,NUTS,2010,DEC,1,9379.0
2011,NUTS,2010,DEC0,2,7078.0
2013,NUTS,2010,DEC0,2,7737.0
2015,NUTS,2010,DEC0,2,8056.0
2017,NUTS,2010,DEC0,2,8775.0
2019,NUTS,2010,DEC0,2,9379.0
2011,NUTS,2010,DED,1,43368.0
2013,NUTS,2010,DED,1,44605.0
2015,NUTS,2010,DED,1,45596.0
2017,NUTS,2010,DED,1,48189.0
2019,NUTS,2010,DED,1,51412.0
2011,NUTS,2010,DED2,2,18273.0
2013,NUTS,2010,DED2,2,15394.0
2015,NUTS,2010,DED2,2,22567.0
2017,NUTS,2010,DED2,2,24013.0
2019,NUTS,2010,DED2,2,25190.0
2011,NUTS,2010,DED4,2,15140.0
2013,NUTS,2010,DED4,2,18961.0
2015,NUTS,2010,DED4,2,11871.0
2017,NUTS,2010,DED4,2,12336.0
2019,NUTS,2010,DED4,2,13362.0
2011,NUTS,2010,DED5,2,9955.0
2013,NUTS,2010,DED5,2,10250.0
2015,NUTS,2010,DED5,2,11159.0
2017,NUTS,2010,DED5,2,11840.0
2019,NUTS,2010,DED5,2,12861.0
2011,NUTS,2010,DEE,1,13896.0
2013,NUTS,2010,DEE,1,14483.0
2015,NUTS,2010,DEE,1,13826.0
2017,NUTS,2010,DEE,1,13883.0
2019,NUTS,2010,DEE,1,14977.0
2011,NUTS,2010,DEE0,2,13896.0
2013,NUTS,2010,DEE0,2,14483.0
2015,NUTS,2010,DEE0,2,13826.0
2017,NUTS,2010,DEE0,2,13883.0
2019,NUTS,2010,DEE0,2,14977.0
2011,NUTS,2010,DEF,1,15833.0
2013,NUTS,2010,DEF,1,17033.0
2015,NUTS,2010,DEF,1,17395.0
2017,NUTS,2010,DEF,1,18482.0
2019,NUTS,2010,DEF,1,19665.0
2011,NUTS,2010,DEF0,2,15833.0
2013,NUTS,2010,DEF0,2,17033.0
2015,NUTS,2010,DEF0,2,17395.0
2017,NUTS,2010,DEF0,2,18482.0
2019,NUTS,2010,DEF0,2,19665.0
2011,NUTS,2010,DEG,1,18125.0
2013,NUTS,2010,DEG,1,18331.0
2015,NUTS,2010,DEG,1,18061.0
2017,NUTS,2010,DEG,1,18902.0
2019,NUTS,2010,DEG,1,20054.0
