year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_pps_hab_kp05
2002,NUTS,2010,HU10,2,114.7
2003,NUTS,2010,HU10,2,115.8
2004,NUTS,2010,HU10,2,121.2
2005,NUTS,2010,HU10,2,154.0
2006,NUTS,2010,HU10,2,185.7
2007,NUTS,2010,HU10,2,167.8
2008,NUTS,2010,HU10,2,173.9
2009,NUTS,2010,HU10,2,204.0
2010,NUTS,2010,HU10,2,220.4
2011,NUTS,2010,HU10,2,247.0
2012,NUTS,2010,HU10,2,261.2
2013,NUTS,2010,HU10,2,291.6
2014,NUTS,2010,HU10,2,321.2
2015,NUTS,2010,HU10,2,334.5
2016,NUTS,2010,HU10,2,325.0
2017,NUTS,2010,HU11,2,590.5
2018,NUTS,2010,HU11,2,718.5
2019,NUTS,2010,HU11,2,732.3
2017,NUTS,2010,HU12,2,58.1
2018,NUTS,2010,HU12,2,106.3
2019,NUTS,2010,HU12,2,112.9
1999,NUTS,2010,HU2,1,10.4
2000,NUTS,2010,HU2,1,10.2
2001,NUTS,2010,HU2,1,20.3
2002,NUTS,2010,HU2,1,17.6
2003,NUTS,2010,HU2,1,16.0
2004,NUTS,2010,HU2,1,21.5
2005,NUTS,2010,HU2,1,14.2
2006,NUTS,2010,HU2,1,20.0
2007,NUTS,2010,HU2,1,32.8
2008,NUTS,2010,HU2,1,34.0
2009,NUTS,2010,HU2,1,37.1
2010,NUTS,2010,HU2,1,40.1
2011,NUTS,2010,HU2,1,46.5
2012,NUTS,2010,HU2,1,62.3
2013,NUTS,2010,HU2,1,83.4
2014,NUTS,2010,HU2,1,72.7
2015,NUTS,2010,HU2,1,67.1
2016,NUTS,2010,HU2,1,65.1
2017,NUTS,2010,HU2,1,87.0
2018,NUTS,2010,HU2,1,115.3
2019,NUTS,2010,HU2,1,105.0
1999,NUTS,2010,HU21,2,13.6
2000,NUTS,2010,HU21,2,16.7
2001,NUTS,2010,HU21,2,24.5
2002,NUTS,2010,HU21,2,30.3
2003,NUTS,2010,HU21,2,23.8
2004,NUTS,2010,HU21,2,29.4
2005,NUTS,2010,HU21,2,18.5
2006,NUTS,2010,HU21,2,27.6
2007,NUTS,2010,HU21,2,33.4
2008,NUTS,2010,HU21,2,40.7
2009,NUTS,2010,HU21,2,44.3
2010,NUTS,2010,HU21,2,49.7
2011,NUTS,2010,HU21,2,62.3
2012,NUTS,2010,HU21,2,89.3
2013,NUTS,2010,HU21,2,122.2
2014,NUTS,2010,HU21,2,111.1
2015,NUTS,2010,HU21,2,103.5
2016,NUTS,2010,HU21,2,101.1
2017,NUTS,2010,HU21,2,133.2
2018,NUTS,2010,HU21,2,184.6
2019,NUTS,2010,HU21,2,148.4
1999,NUTS,2010,HU22,2,13.3
2000,NUTS,2010,HU22,2,10.4
2001,NUTS,2010,HU22,2,32.9
2002,NUTS,2010,HU22,2,16.9
2003,NUTS,2010,HU22,2,17.7
2004,NUTS,2010,HU22,2,27.3
2005,NUTS,2010,HU22,2,17.7
2006,NUTS,2010,HU22,2,23.7
2007,NUTS,2010,HU22,2,56.2
2008,NUTS,2010,HU22,2,48.9
2009,NUTS,2010,HU22,2,47.7
2010,NUTS,2010,HU22,2,46.8
2011,NUTS,2010,HU22,2,52.7
2012,NUTS,2010,HU22,2,66.0
2013,NUTS,2010,HU22,2,84.5
2014,NUTS,2010,HU22,2,73.2
2015,NUTS,2010,HU22,2,75.5
2016,NUTS,2010,HU22,2,70.6
2017,NUTS,2010,HU22,2,80.3
2018,NUTS,2010,HU22,2,99.2
2019,NUTS,2010,HU22,2,103.3
1999,NUTS,2010,HU23,2,3.9
2000,NUTS,2010,HU23,2,2.8
2001,NUTS,2010,HU23,2,3.1
2002,NUTS,2010,HU23,2,4.1
2003,NUTS,2010,HU23,2,5.4
2004,NUTS,2010,HU23,2,6.6
2005,NUTS,2010,HU23,2,5.9
2006,NUTS,2010,HU23,2,7.5
2007,NUTS,2010,HU23,2,7.8
2008,NUTS,2010,HU23,2,10.6
2009,NUTS,2010,HU23,2,17.8
2010,NUTS,2010,HU23,2,22.1
2011,NUTS,2010,HU23,2,21.7
2012,NUTS,2010,HU23,2,27.1
2013,NUTS,2010,HU23,2,37.1
2014,NUTS,2010,HU23,2,27.4
2015,NUTS,2010,HU23,2,15.7
2016,NUTS,2010,HU23,2,16.5
2017,NUTS,2010,HU23,2,39.8
2018,NUTS,2010,HU23,2,50.5
2019,NUTS,2010,HU23,2,54.6
1999,NUTS,2010,HU3,1,13.2
2000,NUTS,2010,HU3,1,13.3
2001,NUTS,2010,HU3,1,11.7
2002,NUTS,2010,HU3,1,12.6
2003,NUTS,2010,HU3,1,13.9
2004,NUTS,2010,HU3,1,16.6
2005,NUTS,2010,HU3,1,19.1
2006,NUTS,2010,HU3,1,24.5
2007,NUTS,2010,HU3,1,30.3
2008,NUTS,2010,HU3,1,38.3
2009,NUTS,2010,HU3,1,46.1
2010,NUTS,2010,HU3,1,43.7
2011,NUTS,2010,HU3,1,44.7
2012,NUTS,2010,HU3,1,52.1
2013,NUTS,2010,HU3,1,68.5
2014,NUTS,2010,HU3,1,69.3
2015,NUTS,2010,HU3,1,85.0
2016,NUTS,2010,HU3,1,57.8
2017,NUTS,2010,HU3,1,60.2
2018,NUTS,2010,HU3,1,67.9
2019,NUTS,2010,HU3,1,76.0
1999,NUTS,2010,HU31,2,4.6
2000,NUTS,2010,HU31,2,7.2
2001,NUTS,2010,HU31,2,5.4
2002,NUTS,2010,HU31,2,6.3
2003,NUTS,2010,HU31,2,6.4
2004,NUTS,2010,HU31,2,9.0
2005,NUTS,2010,HU31,2,11.2
2006,NUTS,2010,HU31,2,15.4
2007,NUTS,2010,HU31,2,19.4
2008,NUTS,2010,HU31,2,27.3
2009,NUTS,2010,HU31,2,33.3
2010,NUTS,2010,HU31,2,33.7
2011,NUTS,2010,HU31,2,33.1
2012,NUTS,2010,HU31,2,35.9
2013,NUTS,2010,HU31,2,50.2
2014,NUTS,2010,HU31,2,56.1
2015,NUTS,2010,HU31,2,40.9
2016,NUTS,2010,HU31,2,32.9
2017,NUTS,2010,HU31,2,42.1
2018,NUTS,2010,HU31,2,56.5
2019,NUTS,2010,HU31,2,63.2
1999,NUTS,2010,HU32,2,19.4
2000,NUTS,2010,HU32,2,20.1
2001,NUTS,2010,HU32,2,17.5
2002,NUTS,2010,HU32,2,17.7
2003,NUTS,2010,HU32,2,20.6
2004,NUTS,2010,HU32,2,26.3
2005,NUTS,2010,HU32,2,27.8
2006,NUTS,2010,HU32,2,31.9
2007,NUTS,2010,HU32,2,38.3
2008,NUTS,2010,HU32,2,55.2
2009,NUTS,2010,HU32,2,63.2
2010,NUTS,2010,HU32,2,56.8
2011,NUTS,2010,HU32,2,54.1
2012,NUTS,2010,HU32,2,66.5
2013,NUTS,2010,HU32,2,79.5
2014,NUTS,2010,HU32,2,75.8
2015,NUTS,2010,HU32,2,77.8
2016,NUTS,2010,HU32,2,65.0
2017,NUTS,2010,HU32,2,62.2
2018,NUTS,2010,HU32,2,60.3
2019,NUTS,2010,HU32,2,59.1
1999,NUTS,2010,HU33,2,14.4
2000,NUTS,2010,HU33,2,11.2
2001,NUTS,2010,HU33,2,11.2
2002,NUTS,2010,HU33,2,12.6
2003,NUTS,2010,HU33,2,13.5
2004,NUTS,2010,HU33,2,12.9
2005,NUTS,2010,HU33,2,16.6
2006,NUTS,2010,HU33,2,24.5
2007,NUTS,2010,HU33,2,31.4
2008,NUTS,2010,HU33,2,29.4
2009,NUTS,2010,HU33,2,38.6
2010,NUTS,2010,HU33,2,38.0
2011,NUTS,2010,HU33,2,44.8
2012,NUTS,2010,HU33,2,50.4
2013,NUTS,2010,HU33,2,72.6
2014,NUTS,2010,HU33,2,73.8
2015,NUTS,2010,HU33,2,133.7
2016,NUTS,2010,HU33,2,72.2
2017,NUTS,2010,HU33,2,74.4
2018,NUTS,2010,HU33,2,87.3
2019,NUTS,2010,HU33,2,107.5
1995,NUTS,2010,IE,0,161.8
1996,NUTS,2010,IE,0,181.0
1997,NUTS,2010,IE,0,195.1
1998,NUTS,2010,IE,0,206.5
1999,NUTS,2010,IE,0,219.8
2000,NUTS,2010,IE,0,218.4
2001,NUTS,2010,IE,0,215.3
2002,NUTS,2010,IE,0,220.8
2003,NUTS,2010,IE,0,233.8
2004,NUTS,2010,IE,0,250.6
2005,NUTS,2010,IE,0,261.8
2006,NUTS,2010,IE,0,272.7
2007,NUTS,2010,IE,0,285.6
2008,NUTS,2010,IE,0,294.1
2009,NUTS,2010,IE,0,336.7
2010,NUTS,2010,IE,0,338.5
2011,NUTS,2010,IE,0,336.6
2012,NUTS,2010,IE,0,345.8
2013,NUTS,2010,IE,0,351.5
2014,NUTS,2010,IE,0,364.2
2015,NUTS,2010,IE,0,355.4
2016,NUTS,2010,IE,0,358.6
2017,NUTS,2010,IE,0,424.1
2018,NUTS,2010,IE,0,418.3
2019,NUTS,2010,IE,0,463.4
2020,NUTS,2010,IE,0,482.5
1995,NUTS,2010,IE0,1,161.8
1996,NUTS,2010,IE0,1,181.0
1997,NUTS,2010,IE0,1,195.1
1998,NUTS,2010,IE0,1,206.5
1999,NUTS,2010,IE0,1,219.8
2000,NUTS,2010,IE0,1,218.4
2001,NUTS,2010,IE0,1,215.3
2002,NUTS,2010,IE0,1,220.8
2003,NUTS,2010,IE0,1,233.8
2004,NUTS,2010,IE0,1,250.6
2005,NUTS,2010,IE0,1,261.8
2006,NUTS,2010,IE0,1,272.8
2007,NUTS,2010,IE0,1,285.6
2008,NUTS,2010,IE0,1,294.1
2009,NUTS,2010,IE0,1,336.7
2010,NUTS,2010,IE0,1,338.5
2011,NUTS,2010,IE0,1,336.6
2013,NUTS,2010,IE0,1,351.5
2015,NUTS,2010,IE0,1,355.4
2017,NUTS,2010,IE0,1,424.1
2001,NUTS,2010,IE01,2,121.6
2002,NUTS,2010,IE01,2,126.6
2003,NUTS,2010,IE01,2,155.2
2004,NUTS,2010,IE01,2,209.6
2005,NUTS,2010,IE01,2,251.2
2006,NUTS,2010,IE01,2,222.5
2007,NUTS,2010,IE01,2,199.3
2008,NUTS,2010,IE01,2,205.5
2009,NUTS,2010,IE01,2,249.8
2010,NUTS,2010,IE01,2,250.3
2011,NUTS,2010,IE01,2,256.9
2013,NUTS,2010,IE01,2,253.3
2015,NUTS,2010,IE01,2,228.7
2017,NUTS,2010,IE01,2,241.5
2001,NUTS,2010,IE02,2,248.8
2002,NUTS,2010,IE02,2,254.7
2003,NUTS,2010,IE02,2,262.2
2004,NUTS,2010,IE02,2,265.5
2005,NUTS,2010,IE02,2,265.7
2006,NUTS,2010,IE02,2,291.2
2007,NUTS,2010,IE02,2,317.1
2008,NUTS,2010,IE02,2,326.4
2009,NUTS,2010,IE02,2,368.7
2010,NUTS,2010,IE02,2,371.1
2011,NUTS,2010,IE02,2,366.2
2013,NUTS,2010,IE02,2,387.9
2015,NUTS,2010,IE02,2,401.6
2017,NUTS,2010,IE02,2,490.5
1995,NUTS,2010,IS,0,103.1
1997,NUTS,2010,IS,0,171.2
1998,NUTS,2010,IS,0,178.1
1999,NUTS,2010,IS,0,267.4
2000,NUTS,2010,IS,0,385.4
2001,NUTS,2010,IS,0,455.3
2002,NUTS,2010,IS,0,437.0
2003,NUTS,2010,IS,0,384.8
2005,NUTS,2010,IS,0,426.4
2006,NUTS,2010,IS,0,487.9
2007,NUTS,2010,IS,0,469.7
2008,NUTS,2010,IS,0,455.5
2009,NUTS,2010,IS,0,403.9
2010,NUTS,2010,IS,0,383.6
2011,NUTS,2010,IS,0,391.7
2013,NUTS,2010,IS,0,303.0
2014,NUTS,2010,IS,0,381.0
2015,NUTS,2010,IS,0,479.4
2016,NUTS,2010,IS,0,476.3
2017,NUTS,2010,IS,0,480.9
2018,NUTS,2010,IS,0,470.2
2019,NUTS,2010,IS,0,583.3
2020,NUTS,2010,IS,0,562.5
1995,NUTS,2010,IS0,1,103.1
1997,NUTS,2010,IS0,1,171.2
1998,NUTS,2010,IS0,1,178.1
1999,NUTS,2010,IS0,1,267.4
2000,NUTS,2010,IS0,1,385.4
2001,NUTS,2010,IS0,1,455.3
2002,NUTS,2010,IS0,1,437.0
2003,NUTS,2010,IS0,1,384.8
2005,NUTS,2010,IS0,1,426.4
2006,NUTS,2010,IS0,1,487.9
2007,NUTS,2010,IS0,1,469.7
2008,NUTS,2010,IS0,1,455.5
2009,NUTS,2010,IS0,1,403.9
2010,NUTS,2010,IS0,1,383.6
2011,NUTS,2010,IS0,1,391.7
2013,NUTS,2010,IS0,1,303.0
2014,NUTS,2010,IS0,1,381.0
2015,NUTS,2010,IS0,1,479.4
2016,NUTS,2010,IS0,1,476.3
2017,NUTS,2010,IS0,1,480.9
2018,NUTS,2010,IS0,1,470.2
2019,NUTS,2010,IS0,1,583.3
2020,NUTS,2010,IS0,1,562.5
1995,NUTS,2010,IS00,2,103.1
1997,NUTS,2010,IS00,2,171.2
1998,NUTS,2010,IS00,2,178.1
1999,NUTS,2010,IS00,2,267.4
2000,NUTS,2010,IS00,2,385.4
2001,NUTS,2010,IS00,2,455.3
2002,NUTS,2010,IS00,2,437.0
2003,NUTS,2010,IS00,2,384.8
2005,NUTS,2010,IS00,2,426.4
2006,NUTS,2010,IS00,2,487.9
2007,NUTS,2010,IS00,2,469.7
2008,NUTS,2010,IS00,2,455.5
2009,NUTS,2010,IS00,2,403.9
2010,NUTS,2010,IS00,2,383.6
2011,NUTS,2010,IS00,2,391.7
2013,NUTS,2010,IS00,2,303.0
2014,NUTS,2010,IS00,2,381.0
2015,NUTS,2010,IS00,2,479.4
2016,NUTS,2010,IS00,2,476.3
2017,NUTS,2010,IS00,2,480.9
2018,NUTS,2010,IS00,2,470.2
2019,NUTS,2010,IS00,2,583.3
2020,NUTS,2010,IS00,2,562.5
1995,NUTS,2010,IT,0,108.2
1996,NUTS,2010,IT,0,111.2
1997,NUTS,2010,IT,0,110.1
1998,NUTS,2010,IT,0,110.6
1999,NUTS,2010,IT,0,111.9
2000,NUTS,2010,IT,0,120.6
2001,NUTS,2010,IT,0,124.9
2002,NUTS,2010,IT,0,128.1
2003,NUTS,2010,IT,0,122.5
2004,NUTS,2010,IT,0,123.9
2005,NUTS,2010,IT,0,130.0
2006,NUTS,2010,IT,0,132.6
2007,NUTS,2010,IT,0,148.6
2008,NUTS,2010,IT,0,155.0
2009,NUTS,2010,IT,0,152.5
2010,NUTS,2010,IT,0,156.4
2011,NUTS,2010,IT,0,157.0
2012,NUTS,2010,IT,0,158.6
2013,NUTS,2010,IT,0,161.3
2014,NUTS,2010,IT,0,168.7
2015,NUTS,2010,IT,0,174.5
2016,NUTS,2010,IT,0,189.0
2017,NUTS,2010,IT,0,197.9
2018,NUTS,2010,IT,0,210.6
2019,NUTS,2010,IT,0,219.7
2020,NUTS,2010,IT,0,202.8
1995,NUTS,2010,ITC,1,253.9
1996,NUTS,2010,ITC,1,253.3
1997,NUTS,2010,ITC,1,253.8
1998,NUTS,2010,ITC,1,254.1
1999,NUTS,2010,ITC,1,256.7
2000,NUTS,2010,ITC,1,267.6
2003,NUTS,2010,ITC,1,251.2
2004,NUTS,2010,ITC,1,259.1
2005,NUTS,2010,ITC,1,268.5
2007,NUTS,2010,ITC,1,280.9
2008,NUTS,2010,ITC,1,277.9
2009,NUTS,2010,ITC,1,266.5
2010,NUTS,2010,ITC,1,285.8
2011,NUTS,2010,ITC,1,290.0
2012,NUTS,2010,ITC,1,287.3
2013,NUTS,2010,ITC,1,287.3
2014,NUTS,2010,ITC,1,300.3
2015,NUTS,2010,ITC,1,298.8
2016,NUTS,2010,ITC,1,316.4
2017,NUTS,2010,ITC,1,323.3
2018,NUTS,2010,ITC,1,341.4
2019,NUTS,2010,ITC,1,347.9
1995,NUTS,2010,ITC1,2,342.4
1996,NUTS,2010,ITC1,2,341.6
1997,NUTS,2010,ITC1,2,341.0
1998,NUTS,2010,ITC1,2,344.0
1999,NUTS,2010,ITC1,2,337.3
2000,NUTS,2010,ITC1,2,355.4
2003,NUTS,2010,ITC1,2,319.9
2004,NUTS,2010,ITC1,2,338.9
2005,NUTS,2010,ITC1,2,358.2
2007,NUTS,2010,ITC1,2,370.7
2008,NUTS,2010,ITC1,2,371.4
2009,NUTS,2010,ITC1,2,339.4
2010,NUTS,2010,ITC1,2,344.8
2011,NUTS,2010,ITC1,2,366.1
2012,NUTS,2010,ITC1,2,367.0
2013,NUTS,2010,ITC1,2,374.4
2014,NUTS,2010,ITC1,2,417.2
2015,NUTS,2010,ITC1,2,410.7
2016,NUTS,2010,ITC1,2,424.4
2017,NUTS,2010,ITC1,2,419.0
2018,NUTS,2010,ITC1,2,452.3
2019,NUTS,2010,ITC1,2,448.5
1995,NUTS,2010,ITC2,2,15.5
1996,NUTS,2010,ITC2,2,41.6
1997,NUTS,2010,ITC2,2,13.9
1998,NUTS,2010,ITC2,2,38.5
1999,NUTS,2010,ITC2,2,96.4
2000,NUTS,2010,ITC2,2,194.5
2003,NUTS,2010,ITC2,2,75.0
2004,NUTS,2010,ITC2,2,64.3
2005,NUTS,2010,ITC2,2,62.3
2007,NUTS,2010,ITC2,2,58.7
2008,NUTS,2010,ITC2,2,134.5
2009,NUTS,2010,ITC2,2,141.9
2010,NUTS,2010,ITC2,2,127.1
2011,NUTS,2010,ITC2,2,112.8
2012,NUTS,2010,ITC2,2,82.4
2013,NUTS,2010,ITC2,2,60.3
2014,NUTS,2010,ITC2,2,78.5
2015,NUTS,2010,ITC2,2,132.2
2016,NUTS,2010,ITC2,2,122.5
2017,NUTS,2010,ITC2,2,112.4
2018,NUTS,2010,ITC2,2,103.2
2019,NUTS,2010,ITC2,2,91.5
1995,NUTS,2010,ITC3,2,109.4
1996,NUTS,2010,ITC3,2,96.2
1997,NUTS,2010,ITC3,2,133.1
1998,NUTS,2010,ITC3,2,113.1
1999,NUTS,2010,ITC3,2,124.5
2000,NUTS,2010,ITC3,2,119.3
2003,NUTS,2010,ITC3,2,152.4
2004,NUTS,2010,ITC3,2,154.4
2005,NUTS,2010,ITC3,2,162.9
2007,NUTS,2010,ITC3,2,182.9
2008,NUTS,2010,ITC3,2,176.5
2009,NUTS,2010,ITC3,2,174.9
2010,NUTS,2010,ITC3,2,206.0
2011,NUTS,2010,ITC3,2,196.8
2012,NUTS,2010,ITC3,2,179.9
2013,NUTS,2010,ITC3,2,172.4
2014,NUTS,2010,ITC3,2,180.2
2015,NUTS,2010,ITC3,2,206.4
2016,NUTS,2010,ITC3,2,231.7
2017,NUTS,2010,ITC3,2,211.3
2018,NUTS,2010,ITC3,2,191.7
2019,NUTS,2010,ITC3,2,220.0
1995,NUTS,2010,ITC4,2,241.3
1996,NUTS,2010,ITC4,2,242.6
1997,NUTS,2010,ITC4,2,237.3
1998,NUTS,2010,ITC4,2,239.7
1999,NUTS,2010,ITC4,2,244.3
2000,NUTS,2010,ITC4,2,253.5
2003,NUTS,2010,ITC4,2,238.6
2004,NUTS,2010,ITC4,2,242.6
2005,NUTS,2010,ITC4,2,247.8
2007,NUTS,2010,ITC4,2,259.3
2008,NUTS,2010,ITC4,2,253.8
2009,NUTS,2010,ITC4,2,250.1
2010,NUTS,2010,ITC4,2,274.2
2011,NUTS,2010,ITC4,2,273.1
2012,NUTS,2010,ITC4,2,271.5
2013,NUTS,2010,ITC4,2,269.7
2014,NUTS,2010,ITC4,2,270.3
2015,NUTS,2010,ITC4,2,266.0
2016,NUTS,2010,ITC4,2,284.7
2017,NUTS,2010,ITC4,2,301.5
2018,NUTS,2010,ITC4,2,319.2
2019,NUTS,2010,ITC4,2,327.2
1995,NUTS,2010,ITF,1,28.3
1996,NUTS,2010,ITF,1,34.9
1997,NUTS,2010,ITF,1,31.6
1998,NUTS,2010,ITF,1,26.6
1999,NUTS,2010,ITF,1,28.3
2000,NUTS,2010,ITF,1,35.4
2003,NUTS,2010,ITF,1,39.8
2004,NUTS,2010,ITF,1,42.5
2005,NUTS,2010,ITF,1,43.9
2007,NUTS,2010,ITF,1,53.3
2008,NUTS,2010,ITF,1,51.9
2009,NUTS,2010,ITF,1,48.5
2010,NUTS,2010,ITF,1,44.4
2011,NUTS,2010,ITF,1,43.3
2012,NUTS,2010,ITF,1,45.3
2013,NUTS,2010,ITF,1,48.9
2014,NUTS,2010,ITF,1,50.8
2015,NUTS,2010,ITF,1,58.7
2016,NUTS,2010,ITF,1,56.5
2017,NUTS,2010,ITF,1,62.7
2018,NUTS,2010,ITF,1,66.9
2019,NUTS,2010,ITF,1,75.7
1995,NUTS,2010,ITF1,2,79.9
1996,NUTS,2010,ITF1,2,143.7
1997,NUTS,2010,ITF1,2,90.2
1998,NUTS,2010,ITF1,2,59.5
1999,NUTS,2010,ITF1,2,56.1
2000,NUTS,2010,ITF1,2,83.8
2003,NUTS,2010,ITF1,2,99.1
2004,NUTS,2010,ITF1,2,88.2
2005,NUTS,2010,ITF1,2,94.3
2007,NUTS,2010,ITF1,2,88.4
2008,NUTS,2010,ITF1,2,83.2
2009,NUTS,2010,ITF1,2,75.9
2010,NUTS,2010,ITF1,2,72.7
2011,NUTS,2010,ITF1,2,62.9
2012,NUTS,2010,ITF1,2,52.8
2013,NUTS,2010,ITF1,2,62.4
2014,NUTS,2010,ITF1,2,75.8
2015,NUTS,2010,ITF1,2,72.6
2016,NUTS,2010,ITF1,2,88.2
2017,NUTS,2010,ITF1,2,96.8
2018,NUTS,2010,ITF1,2,88.3
2019,NUTS,2010,ITF1,2,105.4
1995,NUTS,2010,ITF2,2,0.2
1996,NUTS,2010,ITF2,2,21.0
1998,NUTS,2010,ITF2,2,17.8
2000,NUTS,2010,ITF2,2,18.7
2003,NUTS,2010,ITF2,2,6.3
2004,NUTS,2010,ITF2,2,9.2
2005,NUTS,2010,ITF2,2,6.0
2007,NUTS,2010,ITF2,2,12.7
2008,NUTS,2010,ITF2,2,13.8
2009,NUTS,2010,ITF2,2,14.1
2010,NUTS,2010,ITF2,2,8.0
2011,NUTS,2010,ITF2,2,6.6
2012,NUTS,2010,ITF2,2,8.7
2013,NUTS,2010,ITF2,2,52.7
2014,NUTS,2010,ITF2,2,48.2
2015,NUTS,2010,ITF2,2,100.3
2016,NUTS,2010,ITF2,2,111.8
2017,NUTS,2010,ITF2,2,126.9
2018,NUTS,2010,ITF2,2,155.5
2019,NUTS,2010,ITF2,2,133.1
1995,NUTS,2010,ITF3,2,34.4
1996,NUTS,2010,ITF3,2,37.0
1997,NUTS,2010,ITF3,2,41.6
1998,NUTS,2010,ITF3,2,38.3
1999,NUTS,2010,ITF3,2,42.3
2000,NUTS,2010,ITF3,2,49.9
2003,NUTS,2010,ITF3,2,54.7
2004,NUTS,2010,ITF3,2,62.3
2005,NUTS,2010,ITF3,2,63.5
2007,NUTS,2010,ITF3,2,85.9
2008,NUTS,2010,ITF3,2,81.4
2009,NUTS,2010,ITF3,2,73.4
2010,NUTS,2010,ITF3,2,66.5
2011,NUTS,2010,ITF3,2,69.0
2012,NUTS,2010,ITF3,2,76.2
2013,NUTS,2010,ITF3,2,76.3
2014,NUTS,2010,ITF3,2,71.6
2015,NUTS,2010,ITF3,2,77.2
2016,NUTS,2010,ITF3,2,75.7
2017,NUTS,2010,ITF3,2,80.8
2018,NUTS,2010,ITF3,2,89.0
2019,NUTS,2010,ITF3,2,100.7
1995,NUTS,2010,ITF4,2,22.1
1996,NUTS,2010,ITF4,2,20.5
1997,NUTS,2010,ITF4,2,21.2
1998,NUTS,2010,ITF4,2,15.8
1999,NUTS,2010,ITF4,2,16.7
2000,NUTS,2010,ITF4,2,19.7
2003,NUTS,2010,ITF4,2,22.2
2004,NUTS,2010,ITF4,2,23.5
2005,NUTS,2010,ITF4,2,24.2
2007,NUTS,2010,ITF4,2,25.8
2008,NUTS,2010,ITF4,2,28.5
2009,NUTS,2010,ITF4,2,30.3
2010,NUTS,2010,ITF4,2,29.2
2011,NUTS,2010,ITF4,2,27.1
2012,NUTS,2010,ITF4,2,27.5
2013,NUTS,2010,ITF4,2,32.5
2014,NUTS,2010,ITF4,2,40.6
2015,NUTS,2010,ITF4,2,52.9
2016,NUTS,2010,ITF4,2,40.5
2017,NUTS,2010,ITF4,2,45.6
2018,NUTS,2010,ITF4,2,48.4
2019,NUTS,2010,ITF4,2,56.6
1995,NUTS,2010,ITF5,2,12.8
1996,NUTS,2010,ITF5,2,10.9
1997,NUTS,2010,ITF5,2,7.9
1998,NUTS,2010,ITF5,2,12.2
1999,NUTS,2010,ITF5,2,22.8
2000,NUTS,2010,ITF5,2,27.9
2003,NUTS,2010,ITF5,2,32.0
2004,NUTS,2010,ITF5,2,31.2
2005,NUTS,2010,ITF5,2,32.3
2007,NUTS,2010,ITF5,2,28.7
2008,NUTS,2010,ITF5,2,28.3
2009,NUTS,2010,ITF5,2,27.4
2010,NUTS,2010,ITF5,2,22.9
2011,NUTS,2010,ITF5,2,13.7
2012,NUTS,2010,ITF5,2,5.6
2013,NUTS,2010,ITF5,2,7.1
2014,NUTS,2010,ITF5,2,7.1
2015,NUTS,2010,ITF5,2,18.8
2016,NUTS,2010,ITF5,2,21.2
2017,NUTS,2010,ITF5,2,36.8
2018,NUTS,2010,ITF5,2,34.0
2019,NUTS,2010,ITF5,2,32.7
1995,NUTS,2010,ITF6,2,1.7
1996,NUTS,2010,ITF6,2,0.4
1997,NUTS,2010,ITF6,2,0.5
1998,NUTS,2010,ITF6,2,1.0
1999,NUTS,2010,ITF6,2,0.9
2000,NUTS,2010,ITF6,2,0.8
2003,NUTS,2010,ITF6,2,2.5
2004,NUTS,2010,ITF6,2,3.4
2005,NUTS,2010,ITF6,2,4.3
2007,NUTS,2010,ITF6,2,5.9
2008,NUTS,2010,ITF6,2,6.4
2009,NUTS,2010,ITF6,2,6.7
2010,NUTS,2010,ITF6,2,4.5
2011,NUTS,2010,ITF6,2,3.0
2012,NUTS,2010,ITF6,2,3.7
2013,NUTS,2010,ITF6,2,4.8
2014,NUTS,2010,ITF6,2,6.6
2015,NUTS,2010,ITF6,2,11.1
2016,NUTS,2010,ITF6,2,13.0
2017,NUTS,2010,ITF6,2,18.9
2018,NUTS,2010,ITF6,2,20.8
2019,NUTS,2010,ITF6,2,23.4
1995,NUTS,2010,ITG,1,7.0
1996,NUTS,2010,ITG,1,6.6
1997,NUTS,2010,ITG,1,8.7
1998,NUTS,2010,ITG,1,19.6
1999,NUTS,2010,ITG,1,16.7
2000,NUTS,2010,ITG,1,25.8
2003,NUTS,2010,ITG,1,23.0
2004,NUTS,2010,ITG,1,27.1
2005,NUTS,2010,ITG,1,25.5
2007,NUTS,2010,ITG,1,26.7
2008,NUTS,2010,ITG,1,28.9
2009,NUTS,2010,ITG,1,29.8
2010,NUTS,2010,ITG,1,28.3
2011,NUTS,2010,ITG,1,28.4
2012,NUTS,2010,ITG,1,27.3
2013,NUTS,2010,ITG,1,29.8
2014,NUTS,2010,ITG,1,29.0
2015,NUTS,2010,ITG,1,33.8
2016,NUTS,2010,ITG,1,32.1
2017,NUTS,2010,ITG,1,31.7
2018,NUTS,2010,ITG,1,37.2
2019,NUTS,2010,ITG,1,40.3
1995,NUTS,2010,ITG1,2,5.3
1996,NUTS,2010,ITG1,2,4.0
1997,NUTS,2010,ITG1,2,7.1
1998,NUTS,2010,ITG1,2,23.2
1999,NUTS,2010,ITG1,2,18.7
2000,NUTS,2010,ITG1,2,31.0
2003,NUTS,2010,ITG1,2,27.3
2004,NUTS,2010,ITG1,2,33.8
2005,NUTS,2010,ITG1,2,31.8
2007,NUTS,2010,ITG1,2,30.9
2008,NUTS,2010,ITG1,2,34.0
2009,NUTS,2010,ITG1,2,35.5
2010,NUTS,2010,ITG1,2,34.6
2011,NUTS,2010,ITG1,2,34.9
2012,NUTS,2010,ITG1,2,33.5
