year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mact_ht
2003,NUTS,2010,CZ04,2,0.759
2004,NUTS,2010,CZ04,2,2.615
2005,NUTS,2010,CZ04,2,3.444
2006,NUTS,2010,CZ04,2,3.448
2008,NUTS,2010,CZ04,2,5.759
2009,NUTS,2010,CZ04,2,8.501
2010,NUTS,2010,CZ04,2,0.439
2011,NUTS,2010,CZ04,2,12.702
2012,NUTS,2010,CZ04,2,2.411
2000,NUTS,2010,CZ05,2,1.353
2004,NUTS,2010,CZ05,2,1.822
2005,NUTS,2010,CZ05,2,2.313
2006,NUTS,2010,CZ05,2,2.164
2007,NUTS,2010,CZ05,2,1.621
2008,NUTS,2010,CZ05,2,1.947
2009,NUTS,2010,CZ05,2,0.779
2010,NUTS,2010,CZ05,2,5.724
2011,NUTS,2010,CZ05,2,0.448
1999,NUTS,2010,CZ06,2,1.838
2001,NUTS,2010,CZ06,2,1.654
2002,NUTS,2010,CZ06,2,0.627
2003,NUTS,2010,CZ06,2,4.871
2004,NUTS,2010,CZ06,2,1.244
2005,NUTS,2010,CZ06,2,0.406
2006,NUTS,2010,CZ06,2,3.084
2007,NUTS,2010,CZ06,2,5.843
2008,NUTS,2010,CZ06,2,7.642
2009,NUTS,2010,CZ06,2,2.633
2010,NUTS,2010,CZ06,2,3.605
2011,NUTS,2010,CZ06,2,5.215
2012,NUTS,2010,CZ06,2,7.299
1999,NUTS,2010,CZ07,2,1.092
2000,NUTS,2010,CZ07,2,0.331
2003,NUTS,2010,CZ07,2,1.657
2004,NUTS,2010,CZ07,2,0.831
2006,NUTS,2010,CZ07,2,3.262
2007,NUTS,2010,CZ07,2,3.577
2008,NUTS,2010,CZ07,2,4.104
2009,NUTS,2010,CZ07,2,1.449
2010,NUTS,2010,CZ07,2,0.841
2011,NUTS,2010,CZ07,2,1.678
2012,NUTS,2010,CZ07,2,0.548
2003,NUTS,2010,CZ08,2,1.647
2004,NUTS,2010,CZ08,2,4.616
2005,NUTS,2010,CZ08,2,1.608
2006,NUTS,2010,CZ08,2,4.377
2007,NUTS,2010,CZ08,2,0.413
2008,NUTS,2010,CZ08,2,0.407
2010,NUTS,2010,CZ08,2,1.653
2011,NUTS,2010,CZ08,2,1.677
2012,NUTS,2010,CZ08,2,0.217
1999,NUTS,2010,DE,0,92.837
2000,NUTS,2010,DE,0,105.755
2001,NUTS,2010,DE,0,105.241
2002,NUTS,2010,DE,0,101.533
2003,NUTS,2010,DE,0,91.558
2004,NUTS,2010,DE,0,92.554
2005,NUTS,2010,DE,0,82.713
2006,NUTS,2010,DE,0,78.872
2007,NUTS,2010,DE,0,81.741
2008,NUTS,2010,DE,0,77.093
2009,NUTS,2010,DE,0,73.612
2010,NUTS,2010,DE,0,74.589
2011,NUTS,2010,DE,0,72.601
2012,NUTS,2010,DE,0,59.311
1999,NUTS,2010,DE1,1,140.383
2000,NUTS,2010,DE1,1,160.923
2001,NUTS,2010,DE1,1,163.066
2002,NUTS,2010,DE1,1,168.624
2003,NUTS,2010,DE1,1,146.171
2004,NUTS,2010,DE1,1,162.699
2005,NUTS,2010,DE1,1,135.353
2006,NUTS,2010,DE1,1,130.404
2007,NUTS,2010,DE1,1,120.827
2008,NUTS,2010,DE1,1,124.632
2009,NUTS,2010,DE1,1,112.774
2010,NUTS,2010,DE1,1,110.298
2011,NUTS,2010,DE1,1,118.513
2012,NUTS,2010,DE1,1,100.135
1999,NUTS,2010,DE11,2,196.225
2000,NUTS,2010,DE11,2,233.756
2001,NUTS,2010,DE11,2,190.253
2002,NUTS,2010,DE11,2,192.901
2003,NUTS,2010,DE11,2,163.689
2004,NUTS,2010,DE11,2,192.055
2005,NUTS,2010,DE11,2,161.795
2006,NUTS,2010,DE11,2,141.2
2007,NUTS,2010,DE11,2,137.186
2008,NUTS,2010,DE11,2,136.053
2009,NUTS,2010,DE11,2,115.465
2010,NUTS,2010,DE11,2,102.499
2011,NUTS,2010,DE11,2,108.12
2012,NUTS,2010,DE11,2,90.545
1999,NUTS,2010,DE12,2,93.261
2000,NUTS,2010,DE12,2,117.224
2001,NUTS,2010,DE12,2,174.527
2002,NUTS,2010,DE12,2,202.799
2003,NUTS,2010,DE12,2,181.408
2004,NUTS,2010,DE12,2,192.983
2005,NUTS,2010,DE12,2,138.587
2006,NUTS,2010,DE12,2,150.242
2007,NUTS,2010,DE12,2,123.043
2008,NUTS,2010,DE12,2,133.013
2009,NUTS,2010,DE12,2,144.012
2010,NUTS,2010,DE12,2,160.733
2011,NUTS,2010,DE12,2,170.117
2012,NUTS,2010,DE12,2,157.151
1999,NUTS,2010,DE13,2,122.952
2000,NUTS,2010,DE13,2,108.144
2001,NUTS,2010,DE13,2,113.394
2002,NUTS,2010,DE13,2,110.825
2003,NUTS,2010,DE13,2,104.766
2004,NUTS,2010,DE13,2,110.957
2005,NUTS,2010,DE13,2,120.413
2006,NUTS,2010,DE13,2,100.656
2007,NUTS,2010,DE13,2,108.784
2008,NUTS,2010,DE13,2,114.421
2009,NUTS,2010,DE13,2,88.44
2010,NUTS,2010,DE13,2,79.013
2011,NUTS,2010,DE13,2,90.773
2012,NUTS,2010,DE13,2,76.837
1999,NUTS,2010,DE14,2,103.338
2000,NUTS,2010,DE14,2,124.376
2001,NUTS,2010,DE14,2,143.774
2002,NUTS,2010,DE14,2,132.588
2003,NUTS,2010,DE14,2,103.892
2004,NUTS,2010,DE14,2,113.83
2005,NUTS,2010,DE14,2,89.716
2006,NUTS,2010,DE14,2,112.693
2007,NUTS,2010,DE14,2,95.854
2008,NUTS,2010,DE14,2,99.167
2009,NUTS,2010,DE14,2,90.733
2010,NUTS,2010,DE14,2,91.983
2011,NUTS,2010,DE14,2,99.3
2012,NUTS,2010,DE14,2,65.384
1999,NUTS,2010,DE2,1,215.367
2000,NUTS,2010,DE2,1,243.528
2001,NUTS,2010,DE2,1,242.69
2002,NUTS,2010,DE2,1,217.681
2003,NUTS,2010,DE2,1,185.348
2004,NUTS,2010,DE2,1,175.382
2005,NUTS,2010,DE2,1,161.455
2006,NUTS,2010,DE2,1,175.909
2007,NUTS,2010,DE2,1,184.476
2008,NUTS,2010,DE2,1,149.278
2009,NUTS,2010,DE2,1,146.369
2010,NUTS,2010,DE2,1,158.949
2011,NUTS,2010,DE2,1,132.662
2012,NUTS,2010,DE2,1,106.365
1999,NUTS,2010,DE21,2,447.563
2000,NUTS,2010,DE21,2,486.104
2001,NUTS,2010,DE21,2,459.456
2002,NUTS,2010,DE21,2,385.643
2003,NUTS,2010,DE21,2,341.213
2004,NUTS,2010,DE21,2,287.501
2005,NUTS,2010,DE21,2,277.465
2006,NUTS,2010,DE21,2,289.076
2007,NUTS,2010,DE21,2,279.679
2008,NUTS,2010,DE21,2,226.154
2009,NUTS,2010,DE21,2,219.879
2010,NUTS,2010,DE21,2,240.424
2011,NUTS,2010,DE21,2,212.818
2012,NUTS,2010,DE21,2,171.839
1999,NUTS,2010,DE22,2,53.21
2000,NUTS,2010,DE22,2,61.772
2001,NUTS,2010,DE22,2,48.835
2002,NUTS,2010,DE22,2,43.375
2003,NUTS,2010,DE22,2,35.05
2004,NUTS,2010,DE22,2,51.519
2005,NUTS,2010,DE22,2,32.381
2006,NUTS,2010,DE22,2,49.692
2007,NUTS,2010,DE22,2,84.703
2008,NUTS,2010,DE22,2,54.136
2009,NUTS,2010,DE22,2,45.344
2010,NUTS,2010,DE22,2,54.305
2011,NUTS,2010,DE22,2,34.735
2012,NUTS,2010,DE22,2,17.506
1999,NUTS,2010,DE23,2,153.597
2000,NUTS,2010,DE23,2,186.038
2001,NUTS,2010,DE23,2,182.233
2002,NUTS,2010,DE23,2,238.467
2003,NUTS,2010,DE23,2,193.626
2004,NUTS,2010,DE23,2,228.898
2005,NUTS,2010,DE23,2,189.17
2006,NUTS,2010,DE23,2,174.943
2007,NUTS,2010,DE23,2,220.441
2008,NUTS,2010,DE23,2,212.213
2009,NUTS,2010,DE23,2,155.93
2010,NUTS,2010,DE23,2,215.336
2011,NUTS,2010,DE23,2,99.4
2012,NUTS,2010,DE23,2,86.338
1999,NUTS,2010,DE24,2,50.348
2000,NUTS,2010,DE24,2,63.518
2001,NUTS,2010,DE24,2,65.107
2002,NUTS,2010,DE24,2,67.605
2003,NUTS,2010,DE24,2,62.021
2004,NUTS,2010,DE24,2,54.892
2005,NUTS,2010,DE24,2,66.461
2006,NUTS,2010,DE24,2,103.019
2007,NUTS,2010,DE24,2,117.851
2008,NUTS,2010,DE24,2,67.855
2009,NUTS,2010,DE24,2,70.903
2010,NUTS,2010,DE24,2,63.991
2011,NUTS,2010,DE24,2,58.494
2012,NUTS,2010,DE24,2,47.574
1999,NUTS,2010,DE25,2,188.071
2000,NUTS,2010,DE25,2,232.777
2001,NUTS,2010,DE25,2,313.894
2002,NUTS,2010,DE25,2,278.803
2003,NUTS,2010,DE25,2,202.319
2004,NUTS,2010,DE25,2,210.983
2005,NUTS,2010,DE25,2,206.285
2006,NUTS,2010,DE25,2,267.701
2007,NUTS,2010,DE25,2,246.51
2008,NUTS,2010,DE25,2,204.921
2009,NUTS,2010,DE25,2,213.921
2010,NUTS,2010,DE25,2,221.293
2011,NUTS,2010,DE25,2,208.981
2012,NUTS,2010,DE25,2,160.595
1999,NUTS,2010,DE26,2,37.86
2000,NUTS,2010,DE26,2,49.858
2001,NUTS,2010,DE26,2,48.298
2002,NUTS,2010,DE26,2,68.728
2003,NUTS,2010,DE26,2,62.059
2004,NUTS,2010,DE26,2,98.709
2005,NUTS,2010,DE26,2,37.317
2006,NUTS,2010,DE26,2,48.849
2007,NUTS,2010,DE26,2,60.295
2008,NUTS,2010,DE26,2,54.272
2009,NUTS,2010,DE26,2,65.149
2010,NUTS,2010,DE26,2,66.553
2011,NUTS,2010,DE26,2,50.917
2012,NUTS,2010,DE26,2,31.798
1999,NUTS,2010,DE27,2,63.243
2000,NUTS,2010,DE27,2,77.766
2001,NUTS,2010,DE27,2,65.982
2002,NUTS,2010,DE27,2,63.763
2003,NUTS,2010,DE27,2,55.409
2004,NUTS,2010,DE27,2,52.541
2005,NUTS,2010,DE27,2,58.903
2006,NUTS,2010,DE27,2,36.106
2007,NUTS,2010,DE27,2,69.608
2008,NUTS,2010,DE27,2,51.905
2009,NUTS,2010,DE27,2,64.075
2010,NUTS,2010,DE27,2,55.453
2011,NUTS,2010,DE27,2,49.055
2012,NUTS,2010,DE27,2,49.684
1999,NUTS,2010,DE3,1,87.544
2000,NUTS,2010,DE3,1,121.964
2001,NUTS,2010,DE3,1,106.38
2002,NUTS,2010,DE3,1,116.63
2003,NUTS,2010,DE3,1,106.765
2004,NUTS,2010,DE3,1,102.798
2005,NUTS,2010,DE3,1,111.724
2006,NUTS,2010,DE3,1,103.815
2007,NUTS,2010,DE3,1,116.012
2008,NUTS,2010,DE3,1,99.538
2009,NUTS,2010,DE3,1,100.597
2010,NUTS,2010,DE3,1,103.438
2011,NUTS,2010,DE3,1,94.915
2012,NUTS,2010,DE3,1,82.304
1999,NUTS,2010,DE30,2,87.544
2000,NUTS,2010,DE30,2,121.964
2001,NUTS,2010,DE30,2,106.38
2002,NUTS,2010,DE30,2,116.63
2003,NUTS,2010,DE30,2,106.765
2004,NUTS,2010,DE30,2,102.798
2005,NUTS,2010,DE30,2,111.724
2006,NUTS,2010,DE30,2,103.815
2007,NUTS,2010,DE30,2,116.012
2008,NUTS,2010,DE30,2,99.538
2009,NUTS,2010,DE30,2,100.597
2010,NUTS,2010,DE30,2,103.438
2011,NUTS,2010,DE30,2,94.915
2012,NUTS,2010,DE30,2,82.304
1999,NUTS,2010,DE4,1,21.619
2000,NUTS,2010,DE4,1,48.454
2001,NUTS,2010,DE4,1,38.152
2002,NUTS,2010,DE4,1,31.874
2003,NUTS,2010,DE4,1,39.663
2004,NUTS,2010,DE4,1,35.32
2005,NUTS,2010,DE4,1,42.181
2006,NUTS,2010,DE4,1,48.571
2007,NUTS,2010,DE4,1,50.072
2008,NUTS,2010,DE4,1,49.126
2009,NUTS,2010,DE4,1,40.152
2010,NUTS,2010,DE4,1,31.93
2011,NUTS,2010,DE4,1,33.652
2012,NUTS,2010,DE4,1,28.903
1999,NUTS,2010,DE40,2,21.619
2000,NUTS,2010,DE40,2,48.454
2001,NUTS,2010,DE40,2,38.152
2002,NUTS,2010,DE40,2,31.874
2003,NUTS,2010,DE40,2,39.663
2004,NUTS,2010,DE40,2,35.32
2005,NUTS,2010,DE40,2,42.181
2006,NUTS,2010,DE40,2,48.571
2007,NUTS,2010,DE40,2,50.072
2008,NUTS,2010,DE40,2,49.126
2009,NUTS,2010,DE40,2,40.152
2010,NUTS,2010,DE40,2,31.93
2011,NUTS,2010,DE40,2,33.652
2012,NUTS,2010,DE40,2,28.903
1999,NUTS,2010,DE5,1,26.195
2000,NUTS,2010,DE5,1,25.081
2001,NUTS,2010,DE5,1,43.237
2002,NUTS,2010,DE5,1,29.861
2003,NUTS,2010,DE5,1,68.518
2004,NUTS,2010,DE5,1,52.122
2005,NUTS,2010,DE5,1,55.651
2006,NUTS,2010,DE5,1,61.451
2007,NUTS,2010,DE5,1,35.654
2008,NUTS,2010,DE5,1,47.709
2009,NUTS,2010,DE5,1,72.508
2010,NUTS,2010,DE5,1,37.714
2011,NUTS,2010,DE5,1,76.514
2012,NUTS,2010,DE5,1,29.641
1999,NUTS,2010,DE50,2,26.195
2000,NUTS,2010,DE50,2,25.081
2001,NUTS,2010,DE50,2,43.237
2002,NUTS,2010,DE50,2,29.861
2003,NUTS,2010,DE50,2,68.518
2004,NUTS,2010,DE50,2,52.122
2005,NUTS,2010,DE50,2,55.651
2006,NUTS,2010,DE50,2,61.451
2007,NUTS,2010,DE50,2,35.654
2008,NUTS,2010,DE50,2,47.709
2009,NUTS,2010,DE50,2,72.508
2010,NUTS,2010,DE50,2,37.714
2011,NUTS,2010,DE50,2,76.514
2012,NUTS,2010,DE50,2,29.641
1999,NUTS,2010,DE6,1,46.08
2000,NUTS,2010,DE6,1,59.067
2001,NUTS,2010,DE6,1,57.86
2002,NUTS,2010,DE6,1,79.71
2003,NUTS,2010,DE6,1,85.038
2004,NUTS,2010,DE6,1,80.734
2005,NUTS,2010,DE6,1,87.937
2006,NUTS,2010,DE6,1,71.032
2007,NUTS,2010,DE6,1,78.698
2008,NUTS,2010,DE6,1,81.97
2009,NUTS,2010,DE6,1,70.573
2010,NUTS,2010,DE6,1,64.902
2011,NUTS,2010,DE6,1,86.27
2012,NUTS,2010,DE6,1,95.419
1999,NUTS,2010,DE60,2,46.08
2000,NUTS,2010,DE60,2,59.067
2001,NUTS,2010,DE60,2,57.86
2002,NUTS,2010,DE60,2,79.71
2003,NUTS,2010,DE60,2,85.038
2004,NUTS,2010,DE60,2,80.734
2005,NUTS,2010,DE60,2,87.937
2006,NUTS,2010,DE60,2,71.032
2007,NUTS,2010,DE60,2,78.698
2008,NUTS,2010,DE60,2,81.97
2009,NUTS,2010,DE60,2,70.573
2010,NUTS,2010,DE60,2,64.902
2011,NUTS,2010,DE60,2,86.27
2012,NUTS,2010,DE60,2,95.419
1999,NUTS,2010,DE7,1,84.85
2000,NUTS,2010,DE7,1,102.807
2001,NUTS,2010,DE7,1,87.482
2002,NUTS,2010,DE7,1,82.893
2003,NUTS,2010,DE7,1,77.553
2004,NUTS,2010,DE7,1,96.31
2005,NUTS,2010,DE7,1,73.483
2006,NUTS,2010,DE7,1,74.61
2007,NUTS,2010,DE7,1,77.326
2008,NUTS,2010,DE7,1,60.995
2009,NUTS,2010,DE7,1,69.313
2010,NUTS,2010,DE7,1,72.768
2011,NUTS,2010,DE7,1,74.437
2012,NUTS,2010,DE7,1,63.79
1999,NUTS,2010,DE71,2,101.572
2000,NUTS,2010,DE71,2,129.921
2001,NUTS,2010,DE71,2,114.247
2002,NUTS,2010,DE71,2,110.574
2003,NUTS,2010,DE71,2,99.812
2004,NUTS,2010,DE71,2,124.535
2005,NUTS,2010,DE71,2,100.382
2006,NUTS,2010,DE71,2,95.96
2007,NUTS,2010,DE71,2,109.63
2008,NUTS,2010,DE71,2,85.563
2009,NUTS,2010,DE71,2,91.143
2010,NUTS,2010,DE71,2,95.544
2011,NUTS,2010,DE71,2,97.988
2012,NUTS,2010,DE71,2,85.085
1999,NUTS,2010,DE72,2,93.165
2000,NUTS,2010,DE72,2,101.979
2001,NUTS,2010,DE72,2,74.511
2002,NUTS,2010,DE72,2,59.217
2003,NUTS,2010,DE72,2,65.093
2004,NUTS,2010,DE72,2,76.095
2005,NUTS,2010,DE72,2,54.143
2006,NUTS,2010,DE72,2,48.954
2007,NUTS,2010,DE72,2,34.808
2008,NUTS,2010,DE72,2,29.973
2009,NUTS,2010,DE72,2,50.095
2010,NUTS,2010,DE72,2,38.72
2011,NUTS,2010,DE72,2,56.454
2012,NUTS,2010,DE72,2,39.023
1999,NUTS,2010,DE73,2,25.858
2000,NUTS,2010,DE73,2,18.477
2001,NUTS,2010,DE73,2,13.052
2002,NUTS,2010,DE73,2,15.264
2003,NUTS,2010,DE73,2,15.793
2004,NUTS,2010,DE73,2,23.501
2005,NUTS,2010,DE73,2,5.758
2006,NUTS,2010,DE73,2,28.786
2007,NUTS,2010,DE73,2,11.861
2008,NUTS,2010,DE73,2,9.56
2009,NUTS,2010,DE73,2,14.935
2010,NUTS,2010,DE73,2,29.02
2011,NUTS,2010,DE73,2,15.042
2012,NUTS,2010,DE73,2,16.532
1999,NUTS,2010,DE8,1,10.802
2000,NUTS,2010,DE8,1,15.886
2001,NUTS,2010,DE8,1,13.62
2002,NUTS,2010,DE8,1,18.602
2003,NUTS,2010,DE8,1,9.135
2004,NUTS,2010,DE8,1,24.822
2005,NUTS,2010,DE8,1,13.147
2006,NUTS,2010,DE8,1,24.962
2007,NUTS,2010,DE8,1,26.884
2008,NUTS,2010,DE8,1,20.638
2009,NUTS,2010,DE8,1,10.663
2010,NUTS,2010,DE8,1,13.344
2011,NUTS,2010,DE8,1,8.201
2012,NUTS,2010,DE8,1,5.518
1999,NUTS,2010,DE80,2,10.802
2000,NUTS,2010,DE80,2,15.886
2001,NUTS,2010,DE80,2,13.62
2002,NUTS,2010,DE80,2,18.602
2003,NUTS,2010,DE80,2,9.135
2004,NUTS,2010,DE80,2,24.822
2005,NUTS,2010,DE80,2,13.147
2006,NUTS,2010,DE80,2,24.962
2007,NUTS,2010,DE80,2,26.884
2008,NUTS,2010,DE80,2,20.638
2009,NUTS,2010,DE80,2,10.663
2010,NUTS,2010,DE80,2,13.344
2011,NUTS,2010,DE80,2,8.201
2012,NUTS,2010,DE80,2,5.518
1999,NUTS,2010,DE9,1,80.997
2000,NUTS,2010,DE9,1,66.984
2001,NUTS,2010,DE9,1,69.761
2002,NUTS,2010,DE9,1,66.338
2003,NUTS,2010,DE9,1,73.613
2004,NUTS,2010,DE9,1,71.378
2005,NUTS,2010,DE9,1,55.649
2006,NUTS,2010,DE9,1,41.678
2007,NUTS,2010,DE9,1,50.895
2008,NUTS,2010,DE9,1,61.736
2009,NUTS,2010,DE9,1,47.677
2010,NUTS,2010,DE9,1,42.349
2011,NUTS,2010,DE9,1,44.29
2012,NUTS,2010,DE9,1,39.958
1999,NUTS,2010,DE91,2,102.219
2000,NUTS,2010,DE91,2,75.79
2001,NUTS,2010,DE91,2,118.92
2002,NUTS,2010,DE91,2,96.045
2003,NUTS,2010,DE91,2,97.293
2004,NUTS,2010,DE91,2,80.337
2005,NUTS,2010,DE91,2,54.856
2006,NUTS,2010,DE91,2,38.01
2007,NUTS,2010,DE91,2,42.052
2008,NUTS,2010,DE91,2,66.498
2009,NUTS,2010,DE91,2,59.169
2010,NUTS,2010,DE91,2,46.305
2011,NUTS,2010,DE91,2,56.464
2012,NUTS,2010,DE91,2,44.686
1999,NUTS,2010,DE92,2,162.609
2000,NUTS,2010,DE92,2,125.493
2001,NUTS,2010,DE92,2,122.634
2002,NUTS,2010,DE92,2,128.567
2003,NUTS,2010,DE92,2,141.497
2004,NUTS,2010,DE92,2,142.938
2005,NUTS,2010,DE92,2,111.379
2006,NUTS,2010,DE92,2,71.769
2007,NUTS,2010,DE92,2,93.747
2008,NUTS,2010,DE92,2,107.831
2009,NUTS,2010,DE92,2,82.963
2010,NUTS,2010,DE92,2,71.961
2011,NUTS,2010,DE92,2,80.057
2012,NUTS,2010,DE92,2,72.727
1999,NUTS,2010,DE93,2,54.277
2000,NUTS,2010,DE93,2,48.039
2001,NUTS,2010,DE93,2,38.686
2002,NUTS,2010,DE93,2,29.947
2003,NUTS,2010,DE93,2,41.991
2004,NUTS,2010,DE93,2,55.422
2005,NUTS,2010,DE93,2,36.869
2006,NUTS,2010,DE93,2,47.01
2007,NUTS,2010,DE93,2,60.024
2008,NUTS,2010,DE93,2,71.983
2009,NUTS,2010,DE93,2,42.414
2010,NUTS,2010,DE93,2,46.537
2011,NUTS,2010,DE93,2,34.813
2012,NUTS,2010,DE93,2,38.404
1999,NUTS,2010,DE94,2,10.66
2000,NUTS,2010,DE94,2,21.957
2001,NUTS,2010,DE94,2,11.382
2002,NUTS,2010,DE94,2,17.039
2003,NUTS,2010,DE94,2,19.595
2004,NUTS,2010,DE94,2,12.283
2005,NUTS,2010,DE94,2,20.162
2006,NUTS,2010,DE94,2,13.508
2007,NUTS,2010,DE94,2,12.618
2008,NUTS,2010,DE94,2,10.864
2009,NUTS,2010,DE94,2,12.626
2010,NUTS,2010,DE94,2,11.78
2011,NUTS,2010,DE94,2,12.294
2012,NUTS,2010,DE94,2,9.747
1999,NUTS,2010,DEA,1,70.837
2000,NUTS,2010,DEA,1,75.673
2001,NUTS,2010,DEA,1,78.002
2002,NUTS,2010,DEA,1,74.868
2003,NUTS,2010,DEA,1,71.737
2004,NUTS,2010,DEA,1,69.358
2005,NUTS,2010,DEA,1,60.209
2006,NUTS,2010,DEA,1,43.485
2007,NUTS,2010,DEA,1,45.387
2008,NUTS,2010,DEA,1,49.286
2009,NUTS,2010,DEA,1,49.187
2010,NUTS,2010,DEA,1,49.21
2011,NUTS,2010,DEA,1,51.124
2012,NUTS,2010,DEA,1,37.28
1999,NUTS,2010,DEA1,2,57.914
2000,NUTS,2010,DEA1,2,59.098
2001,NUTS,2010,DEA1,2,54.077
2002,NUTS,2010,DEA1,2,57.051
2003,NUTS,2010,DEA1,2,53.18
2004,NUTS,2010,DEA1,2,55.751
2005,NUTS,2010,DEA1,2,47.87
2006,NUTS,2010,DEA1,2,42.516
2007,NUTS,2010,DEA1,2,51.167
2008,NUTS,2010,DEA1,2,48.358
2009,NUTS,2010,DEA1,2,43.394
2010,NUTS,2010,DEA1,2,50.22
2011,NUTS,2010,DEA1,2,39.764
2012,NUTS,2010,DEA1,2,30.573
1999,NUTS,2010,DEA2,2,127.255
2000,NUTS,2010,DEA2,2,129.618
2001,NUTS,2010,DEA2,2,153.474
2002,NUTS,2010,DEA2,2,157.915
2003,NUTS,2010,DEA2,2,153.508
2004,NUTS,2010,DEA2,2,155.742
2005,NUTS,2010,DEA2,2,134.771
2006,NUTS,2010,DEA2,2,61.26
2007,NUTS,2010,DEA2,2,64.624
2008,NUTS,2010,DEA2,2,76.863
2009,NUTS,2010,DEA2,2,82.649
2010,NUTS,2010,DEA2,2,68.408
2011,NUTS,2010,DEA2,2,71.226
2012,NUTS,2010,DEA2,2,46.918
1999,NUTS,2010,DEA3,2,35.895
2000,NUTS,2010,DEA3,2,43.426
2001,NUTS,2010,DEA3,2,46.978
2002,NUTS,2010,DEA3,2,42.045
2003,NUTS,2010,DEA3,2,32.819
2004,NUTS,2010,DEA3,2,16.431
2005,NUTS,2010,DEA3,2,30.802
2006,NUTS,2010,DEA3,2,25.953
2007,NUTS,2010,DEA3,2,19.196
2008,NUTS,2010,DEA3,2,29.782
2009,NUTS,2010,DEA3,2,33.177
2010,NUTS,2010,DEA3,2,29.392
2011,NUTS,2010,DEA3,2,40.363
2012,NUTS,2010,DEA3,2,25.295
1999,NUTS,2010,DEA4,2,79.156
2000,NUTS,2010,DEA4,2,100.021
2001,NUTS,2010,DEA4,2,81.653
2002,NUTS,2010,DEA4,2,55.094
2003,NUTS,2010,DEA4,2,61.856
2004,NUTS,2010,DEA4,2,56.375
2005,NUTS,2010,DEA4,2,43.144
2006,NUTS,2010,DEA4,2,52.931
2007,NUTS,2010,DEA4,2,50.274
2008,NUTS,2010,DEA4,2,55.744
2009,NUTS,2010,DEA4,2,47.684
2010,NUTS,2010,DEA4,2,49.106
2011,NUTS,2010,DEA4,2,45.813
2012,NUTS,2010,DEA4,2,51.875
1999,NUTS,2010,DEA5,2,42.75
2000,NUTS,2010,DEA5,2,44.419
2001,NUTS,2010,DEA5,2,43.486
2002,NUTS,2010,DEA5,2,37.634
2003,NUTS,2010,DEA5,2,35.904
2004,NUTS,2010,DEA5,2,33.074
2005,NUTS,2010,DEA5,2,19.987
2006,NUTS,2010,DEA5,2,30.733
2007,NUTS,2010,DEA5,2,29.646
2008,NUTS,2010,DEA5,2,27.553
2009,NUTS,2010,DEA5,2,28.901
2010,NUTS,2010,DEA5,2,38.644
2011,NUTS,2010,DEA5,2,53.871
2012,NUTS,2010,DEA5,2,35.372
1999,NUTS,2010,DEB,1,60.247
2000,NUTS,2010,DEB,1,48.258
2001,NUTS,2010,DEB,1,63.198
2002,NUTS,2010,DEB,1,62.141
2003,NUTS,2010,DEB,1,46.275
2004,NUTS,2010,DEB,1,50.134
2005,NUTS,2010,DEB,1,54.42
2006,NUTS,2010,DEB,1,38.663
2007,NUTS,2010,DEB,1,42.724
2008,NUTS,2010,DEB,1,45.338
2009,NUTS,2010,DEB,1,51.192
2010,NUTS,2010,DEB,1,34.716
2011,NUTS,2010,DEB,1,43.027
2012,NUTS,2010,DEB,1,21.756
1999,NUTS,2010,DEB1,2,32.958
2002,NUTS,2010,DEB1,2,10.461
2003,NUTS,2010,DEB1,2,16.209
2004,NUTS,2010,DEB1,2,12.835
2005,NUTS,2010,DEB1,2,26.428
2006,NUTS,2010,DEB1,2,16.262
2007,NUTS,2010,DEB1,2,11.195
2008,NUTS,2010,DEB1,2,24.512
2009,NUTS,2010,DEB1,2,23.097
2010,NUTS,2010,DEB1,2,14.22
2011,NUTS,2010,DEB1,2,21.982
2012,NUTS,2010,DEB1,2,15.64
1999,NUTS,2010,DEB2,2,17.991
2002,NUTS,2010,DEB2,2,16.368
2003,NUTS,2010,DEB2,2,4.139
2004,NUTS,2010,DEB2,2,11.956
2005,NUTS,2010,DEB2,2,13.866
2006,NUTS,2010,DEB2,2,21.121
2007,NUTS,2010,DEB2,2,17.276
2008,NUTS,2010,DEB2,2,9.057
2009,NUTS,2010,DEB2,2,11.488
2010,NUTS,2010,DEB2,2,5.817
2011,NUTS,2010,DEB2,2,14.82
2012,NUTS,2010,DEB2,2,3.719
1999,NUTS,2010,DEB3,2,90.269
2002,NUTS,2010,DEB3,2,111.285
2003,NUTS,2010,DEB3,2,79.162
2004,NUTS,2010,DEB3,2,87.733
2005,NUTS,2010,DEB3,2,86.415
2006,NUTS,2010,DEB3,2,59.824
2007,NUTS,2010,DEB3,2,72.761
2008,NUTS,2010,DEB3,2,70.204
2009,NUTS,2010,DEB3,2,82.587
2010,NUTS,2010,DEB3,2,57.882
2011,NUTS,2010,DEB3,2,66.137
2012,NUTS,2010,DEB3,2,31.001
1999,NUTS,2010,DEC,1,26.596
2000,NUTS,2010,DEC,1,20.117
2001,NUTS,2010,DEC,1,22.602
2002,NUTS,2010,DEC,1,24.578
2003,NUTS,2010,DEC,1,21.3
2004,NUTS,2010,DEC,1,19.617
2005,NUTS,2010,DEC,1,16.136
2006,NUTS,2010,DEC,1,22.811
2007,NUTS,2010,DEC,1,32.398
2008,NUTS,2010,DEC,1,28.922
2009,NUTS,2010,DEC,1,11.538
