year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mact_ht
2008,NUTS,2010,FI1,1,163.527
2009,NUTS,2010,FI1,1,146.72
2010,NUTS,2010,FI1,1,157.973
2011,NUTS,2010,FI1,1,139.581
2012,NUTS,2010,FI1,1,132.63
1999,NUTS,2010,FI19,2,214.768
2000,NUTS,2010,FI19,2,222.817
2001,NUTS,2010,FI19,2,236.698
2002,NUTS,2010,FI19,2,237.655
2003,NUTS,2010,FI19,2,239.002
2004,NUTS,2010,FI19,2,280.051
2005,NUTS,2010,FI19,2,248.865
2006,NUTS,2010,FI19,2,212.633
2007,NUTS,2010,FI19,2,137.534
2008,NUTS,2010,FI19,2,134.389
2009,NUTS,2010,FI19,2,127.188
2010,NUTS,2010,FI19,2,170.697
2011,NUTS,2010,FI19,2,140.806
2012,NUTS,2010,FI19,2,134.638
2005,NUTS,2010,FI1B,2,391.557
2006,NUTS,2010,FI1B,2,375.611
2007,NUTS,2010,FI1B,2,307.803
2008,NUTS,2010,FI1B,2,296.858
2009,NUTS,2010,FI1B,2,259.594
2010,NUTS,2010,FI1B,2,273.03
2011,NUTS,2010,FI1B,2,225.412
2012,NUTS,2010,FI1B,2,201.609
2005,NUTS,2010,FI1C,2,106.027
2006,NUTS,2010,FI1C,2,78.485
2007,NUTS,2010,FI1C,2,92.85
2008,NUTS,2010,FI1C,2,53.218
2009,NUTS,2010,FI1C,2,53.051
2010,NUTS,2010,FI1C,2,47.589
2011,NUTS,2010,FI1C,2,53.638
2012,NUTS,2010,FI1C,2,68.874
2005,NUTS,2010,FI1D,2,137.815
2006,NUTS,2010,FI1D,2,131.985
2007,NUTS,2010,FI1D,2,129.498
2008,NUTS,2010,FI1D,2,115.212
2009,NUTS,2010,FI1D,2,98.879
2010,NUTS,2010,FI1D,2,86.711
2011,NUTS,2010,FI1D,2,98.138
2012,NUTS,2010,FI1D,2,91.928
2000,NUTS,2010,FI2,1,71.942
2004,NUTS,2010,FI2,1,72.464
2010,NUTS,2010,FI2,1,32.895
2011,NUTS,2010,FI2,1,87.5
2012,NUTS,2010,FI2,1,107.051
2000,NUTS,2010,FI20,2,71.942
2004,NUTS,2010,FI20,2,72.464
2010,NUTS,2010,FI20,2,32.895
2011,NUTS,2010,FI20,2,87.5
2012,NUTS,2010,FI20,2,107.051
1999,NUTS,2010,FR,0,71.124
2000,NUTS,2010,FR,0,69.844
2001,NUTS,2010,FR,0,72.0
2002,NUTS,2010,FR,0,70.434
2003,NUTS,2010,FR,0,70.335
2004,NUTS,2010,FR,0,68.63
2005,NUTS,2010,FR,0,67.637
2006,NUTS,2010,FR,0,68.185
2007,NUTS,2010,FR,0,70.045
2008,NUTS,2010,FR,0,68.754
2009,NUTS,2010,FR,0,72.323
2010,NUTS,2010,FR,0,70.679
2011,NUTS,2010,FR,0,71.276
2012,NUTS,2010,FR,0,58.079
1999,NUTS,2010,FR1,1,171.659
2000,NUTS,2010,FR1,1,161.911
2001,NUTS,2010,FR1,1,161.182
2002,NUTS,2010,FR1,1,153.229
2003,NUTS,2010,FR1,1,157.069
2004,NUTS,2010,FR1,1,156.229
2005,NUTS,2010,FR1,1,138.03
2006,NUTS,2010,FR1,1,141.988
2007,NUTS,2010,FR1,1,139.314
2008,NUTS,2010,FR1,1,137.454
2009,NUTS,2010,FR1,1,148.278
2010,NUTS,2010,FR1,1,146.135
2011,NUTS,2010,FR1,1,138.769
2012,NUTS,2010,FR1,1,117.181
1999,NUTS,2010,FR10,2,171.659
2000,NUTS,2010,FR10,2,161.911
2001,NUTS,2010,FR10,2,161.182
2002,NUTS,2010,FR10,2,153.229
2003,NUTS,2010,FR10,2,157.069
2004,NUTS,2010,FR10,2,156.229
2005,NUTS,2010,FR10,2,138.03
2006,NUTS,2010,FR10,2,141.988
2007,NUTS,2010,FR10,2,139.314
2008,NUTS,2010,FR10,2,137.454
2009,NUTS,2010,FR10,2,148.278
2010,NUTS,2010,FR10,2,146.135
2011,NUTS,2010,FR10,2,138.769
2012,NUTS,2010,FR10,2,117.181
1999,NUTS,2010,FR2,1,19.246
2000,NUTS,2010,FR2,1,17.226
2001,NUTS,2010,FR2,1,18.768
2002,NUTS,2010,FR2,1,15.978
2003,NUTS,2010,FR2,1,23.306
2004,NUTS,2010,FR2,1,21.137
2005,NUTS,2010,FR2,1,17.126
2006,NUTS,2010,FR2,1,15.788
2007,NUTS,2010,FR2,1,21.784
2008,NUTS,2010,FR2,1,19.141
2009,NUTS,2010,FR2,1,18.718
2010,NUTS,2010,FR2,1,20.767
2011,NUTS,2010,FR2,1,20.202
2012,NUTS,2010,FR2,1,10.484
1999,NUTS,2010,FR21,2,5.44
2000,NUTS,2010,FR21,2,2.692
2001,NUTS,2010,FR21,2,3.975
2002,NUTS,2010,FR21,2,6.086
2003,NUTS,2010,FR21,2,5.247
2004,NUTS,2010,FR21,2,1.628
2005,NUTS,2010,FR21,2,3.617
2006,NUTS,2010,FR21,2,3.533
2008,NUTS,2010,FR21,2,2.782
2009,NUTS,2010,FR21,2,7.353
2010,NUTS,2010,FR21,2,6.628
2011,NUTS,2010,FR21,2,13.964
2012,NUTS,2010,FR21,2,3.238
1999,NUTS,2010,FR22,2,9.265
2000,NUTS,2010,FR22,2,3.785
2001,NUTS,2010,FR22,2,11.754
2002,NUTS,2010,FR22,2,3.591
2003,NUTS,2010,FR22,2,4.223
2004,NUTS,2010,FR22,2,12.409
2005,NUTS,2010,FR22,2,12.092
2006,NUTS,2010,FR22,2,8.251
2007,NUTS,2010,FR22,2,7.982
2008,NUTS,2010,FR22,2,7.096
2009,NUTS,2010,FR22,2,15.241
2010,NUTS,2010,FR22,2,9.555
2011,NUTS,2010,FR22,2,10.345
2012,NUTS,2010,FR22,2,3.554
1999,NUTS,2010,FR23,2,10.993
2000,NUTS,2010,FR23,2,8.174
2001,NUTS,2010,FR23,2,9.498
2002,NUTS,2010,FR23,2,6.98
2003,NUTS,2010,FR23,2,11.04
2004,NUTS,2010,FR23,2,5.627
2005,NUTS,2010,FR23,2,7.778
2006,NUTS,2010,FR23,2,21.907
2007,NUTS,2010,FR23,2,42.57
2008,NUTS,2010,FR23,2,45.136
2009,NUTS,2010,FR23,2,26.247
2010,NUTS,2010,FR23,2,33.108
2011,NUTS,2010,FR23,2,32.606
2012,NUTS,2010,FR23,2,18.012
1999,NUTS,2010,FR24,2,39.056
2000,NUTS,2010,FR24,2,27.593
2001,NUTS,2010,FR24,2,24.285
2002,NUTS,2010,FR24,2,23.643
2003,NUTS,2010,FR24,2,31.884
2004,NUTS,2010,FR24,2,27.024
2005,NUTS,2010,FR24,2,25.717
2006,NUTS,2010,FR24,2,15.522
2007,NUTS,2010,FR24,2,25.666
2008,NUTS,2010,FR24,2,19.631
2009,NUTS,2010,FR24,2,26.914
2010,NUTS,2010,FR24,2,32.289
2011,NUTS,2010,FR24,2,19.091
2012,NUTS,2010,FR24,2,14.034
1999,NUTS,2010,FR25,2,24.874
2000,NUTS,2010,FR25,2,36.135
2001,NUTS,2010,FR25,2,37.335
2002,NUTS,2010,FR25,2,38.239
2003,NUTS,2010,FR25,2,60.296
2004,NUTS,2010,FR25,2,61.039
2005,NUTS,2010,FR25,2,38.874
2006,NUTS,2010,FR25,2,42.52
2007,NUTS,2010,FR25,2,36.087
2008,NUTS,2010,FR25,2,28.365
2009,NUTS,2010,FR25,2,22.994
2010,NUTS,2010,FR25,2,29.85
2011,NUTS,2010,FR25,2,36.397
2012,NUTS,2010,FR25,2,18.074
1999,NUTS,2010,FR26,2,16.913
2000,NUTS,2010,FR26,2,24.861
2001,NUTS,2010,FR26,2,26.77
2002,NUTS,2010,FR26,2,19.823
2003,NUTS,2010,FR26,2,29.304
2004,NUTS,2010,FR26,2,22.354
2005,NUTS,2010,FR26,2,12.378
2006,NUTS,2010,FR26,2,5.604
2007,NUTS,2010,FR26,2,14.915
2008,NUTS,2010,FR26,2,8.081
2009,NUTS,2010,FR26,2,7.113
2010,NUTS,2010,FR26,2,5.87
2011,NUTS,2010,FR26,2,10.609
2012,NUTS,2010,FR26,2,3.473
1999,NUTS,2010,FR3,1,15.596
2000,NUTS,2010,FR3,1,10.651
2001,NUTS,2010,FR3,1,11.535
2002,NUTS,2010,FR3,1,10.245
2003,NUTS,2010,FR3,1,10.25
2004,NUTS,2010,FR3,1,10.553
2005,NUTS,2010,FR3,1,8.071
2006,NUTS,2010,FR3,1,10.158
2007,NUTS,2010,FR3,1,13.321
2008,NUTS,2010,FR3,1,15.607
2009,NUTS,2010,FR3,1,13.471
2010,NUTS,2010,FR3,1,14.186
2011,NUTS,2010,FR3,1,16.818
2012,NUTS,2010,FR3,1,8.431
1999,NUTS,2010,FR30,2,15.596
2000,NUTS,2010,FR30,2,10.651
2001,NUTS,2010,FR30,2,11.535
2002,NUTS,2010,FR30,2,10.245
2003,NUTS,2010,FR30,2,10.25
2004,NUTS,2010,FR30,2,10.553
2005,NUTS,2010,FR30,2,8.071
2006,NUTS,2010,FR30,2,10.158
2007,NUTS,2010,FR30,2,13.321
2008,NUTS,2010,FR30,2,15.607
2009,NUTS,2010,FR30,2,13.471
2010,NUTS,2010,FR30,2,14.186
2011,NUTS,2010,FR30,2,16.818
2012,NUTS,2010,FR30,2,8.431
1999,NUTS,2010,FR4,1,36.877
2000,NUTS,2010,FR4,1,29.613
2001,NUTS,2010,FR4,1,24.201
2002,NUTS,2010,FR4,1,22.573
2003,NUTS,2010,FR4,1,19.366
2004,NUTS,2010,FR4,1,19.534
2005,NUTS,2010,FR4,1,15.104
2006,NUTS,2010,FR4,1,25.62
2007,NUTS,2010,FR4,1,21.081
2008,NUTS,2010,FR4,1,24.41
2009,NUTS,2010,FR4,1,15.193
2010,NUTS,2010,FR4,1,21.689
2011,NUTS,2010,FR4,1,15.606
2012,NUTS,2010,FR4,1,15.68
1999,NUTS,2010,FR41,2,12.938
2000,NUTS,2010,FR41,2,7.425
2001,NUTS,2010,FR41,2,8.644
2002,NUTS,2010,FR41,2,8.935
2003,NUTS,2010,FR41,2,3.088
2004,NUTS,2010,FR41,2,11.626
2005,NUTS,2010,FR41,2,5.218
2006,NUTS,2010,FR41,2,9.05
2007,NUTS,2010,FR41,2,7.935
2008,NUTS,2010,FR41,2,13.002
2009,NUTS,2010,FR41,2,5.427
2010,NUTS,2010,FR41,2,6.552
2011,NUTS,2010,FR41,2,5.118
2012,NUTS,2010,FR41,2,11.875
1999,NUTS,2010,FR42,2,70.325
2000,NUTS,2010,FR42,2,62.282
2001,NUTS,2010,FR42,2,45.576
2002,NUTS,2010,FR42,2,45.99
2003,NUTS,2010,FR42,2,40.532
2004,NUTS,2010,FR42,2,34.986
2005,NUTS,2010,FR42,2,29.227
2006,NUTS,2010,FR42,2,55.298
2007,NUTS,2010,FR42,2,44.972
2008,NUTS,2010,FR42,2,44.525
2009,NUTS,2010,FR42,2,28.567
2010,NUTS,2010,FR42,2,46.249
2011,NUTS,2010,FR42,2,31.598
2012,NUTS,2010,FR42,2,24.891
1999,NUTS,2010,FR43,2,29.627
2000,NUTS,2010,FR43,2,22.302
2001,NUTS,2010,FR43,2,22.918
2002,NUTS,2010,FR43,2,15.24
2003,NUTS,2010,FR43,2,17.294
2004,NUTS,2010,FR43,2,9.648
2005,NUTS,2010,FR43,2,11.215
2006,NUTS,2010,FR43,2,9.082
2007,NUTS,2010,FR43,2,7.158
2008,NUTS,2010,FR43,2,12.223
2009,NUTS,2010,FR43,2,12.462
2010,NUTS,2010,FR43,2,10.553
2011,NUTS,2010,FR43,2,8.949
2012,NUTS,2010,FR43,2,7.692
1999,NUTS,2010,FR5,1,37.724
2000,NUTS,2010,FR5,1,55.347
2001,NUTS,2010,FR5,1,65.19
2002,NUTS,2010,FR5,1,63.261
2003,NUTS,2010,FR5,1,73.991
2004,NUTS,2010,FR5,1,63.678
2005,NUTS,2010,FR5,1,75.542
2006,NUTS,2010,FR5,1,75.247
2007,NUTS,2010,FR5,1,71.861
2008,NUTS,2010,FR5,1,69.444
2009,NUTS,2010,FR5,1,66.313
2010,NUTS,2010,FR5,1,66.446
2011,NUTS,2010,FR5,1,74.538
2012,NUTS,2010,FR5,1,59.63
1999,NUTS,2010,FR51,2,10.822
2000,NUTS,2010,FR51,2,13.061
2001,NUTS,2010,FR51,2,18.761
2002,NUTS,2010,FR51,2,15.438
2003,NUTS,2010,FR51,2,19.078
2004,NUTS,2010,FR51,2,19.436
2005,NUTS,2010,FR51,2,24.326
2006,NUTS,2010,FR51,2,17.398
2007,NUTS,2010,FR51,2,18.681
2008,NUTS,2010,FR51,2,19.239
2009,NUTS,2010,FR51,2,24.544
2010,NUTS,2010,FR51,2,19.812
2011,NUTS,2010,FR51,2,26.147
2012,NUTS,2010,FR51,2,15.717
1999,NUTS,2010,FR52,2,85.52
2000,NUTS,2010,FR52,2,128.507
2001,NUTS,2010,FR52,2,142.042
2002,NUTS,2010,FR52,2,141.586
2003,NUTS,2010,FR52,2,168.348
2004,NUTS,2010,FR52,2,146.316
2005,NUTS,2010,FR52,2,175.786
2006,NUTS,2010,FR52,2,178.278
2007,NUTS,2010,FR52,2,169.176
2008,NUTS,2010,FR52,2,154.159
2009,NUTS,2010,FR52,2,143.227
2010,NUTS,2010,FR52,2,152.327
2011,NUTS,2010,FR52,2,164.673
2012,NUTS,2010,FR52,2,142.254
1999,NUTS,2010,FR53,2,5.837
2000,NUTS,2010,FR53,2,12.322
2001,NUTS,2010,FR53,2,4.863
2002,NUTS,2010,FR53,2,3.115
2003,NUTS,2010,FR53,2,14.34
2004,NUTS,2010,FR53,2,10.994
2005,NUTS,2010,FR53,2,8.09
2006,NUTS,2010,FR53,2,9.838
2007,NUTS,2010,FR53,2,9.443
2008,NUTS,2010,FR53,2,20.332
2009,NUTS,2010,FR53,2,13.72
2010,NUTS,2010,FR53,2,10.367
2011,NUTS,2010,FR53,2,12.999
2012,NUTS,2010,FR53,2,3.411
1999,NUTS,2010,FR6,1,30.254
2000,NUTS,2010,FR6,1,35.385
2001,NUTS,2010,FR6,1,38.542
2002,NUTS,2010,FR6,1,38.294
2003,NUTS,2010,FR6,1,35.923
2004,NUTS,2010,FR6,1,47.459
2005,NUTS,2010,FR6,1,55.109
2006,NUTS,2010,FR6,1,65.446
2007,NUTS,2010,FR6,1,61.694
2008,NUTS,2010,FR6,1,59.352
2009,NUTS,2010,FR6,1,57.337
2010,NUTS,2010,FR6,1,60.197
2011,NUTS,2010,FR6,1,57.319
2012,NUTS,2010,FR6,1,42.064
1999,NUTS,2010,FR61,2,5.89
2000,NUTS,2010,FR61,2,7.834
2001,NUTS,2010,FR61,2,9.21
2002,NUTS,2010,FR61,2,6.715
2003,NUTS,2010,FR61,2,5.056
2004,NUTS,2010,FR61,2,17.628
2005,NUTS,2010,FR61,2,11.561
2006,NUTS,2010,FR61,2,26.491
2007,NUTS,2010,FR61,2,23.93
2008,NUTS,2010,FR61,2,24.027
2009,NUTS,2010,FR61,2,26.287
2010,NUTS,2010,FR61,2,36.351
2011,NUTS,2010,FR61,2,26.901
2012,NUTS,2010,FR61,2,23.231
1999,NUTS,2010,FR62,2,66.842
2000,NUTS,2010,FR62,2,73.96
2001,NUTS,2010,FR62,2,82.916
2002,NUTS,2010,FR62,2,84.377
2003,NUTS,2010,FR62,2,75.429
2004,NUTS,2010,FR62,2,90.655
2005,NUTS,2010,FR62,2,115.352
2006,NUTS,2010,FR62,2,121.095
2007,NUTS,2010,FR62,2,112.766
2008,NUTS,2010,FR62,2,110.519
2009,NUTS,2010,FR62,2,102.123
2010,NUTS,2010,FR62,2,93.913
2011,NUTS,2010,FR62,2,99.858
2012,NUTS,2010,FR62,2,71.205
1999,NUTS,2010,FR63,2,4.356
2000,NUTS,2010,FR63,2,4.481
2001,NUTS,2010,FR63,2,2.9
2002,NUTS,2010,FR63,2,5.595
2003,NUTS,2010,FR63,2,15.878
2004,NUTS,2010,FR63,2,4.485
2005,NUTS,2010,FR63,2,3.556
2006,NUTS,2010,FR63,2,9.753
2007,NUTS,2010,FR63,2,23.537
2008,NUTS,2010,FR63,2,7.592
2009,NUTS,2010,FR63,2,12.805
2010,NUTS,2010,FR63,2,26.221
2011,NUTS,2010,FR63,2,15.97
2012,NUTS,2010,FR63,2,5.607
1999,NUTS,2010,FR7,1,96.254
2000,NUTS,2010,FR7,1,84.449
2001,NUTS,2010,FR7,1,107.595
2002,NUTS,2010,FR7,1,123.692
2003,NUTS,2010,FR7,1,99.375
2004,NUTS,2010,FR7,1,91.969
2005,NUTS,2010,FR7,1,98.674
2006,NUTS,2010,FR7,1,85.709
2007,NUTS,2010,FR7,1,95.091
2008,NUTS,2010,FR7,1,104.389
2009,NUTS,2010,FR7,1,108.979
2010,NUTS,2010,FR7,1,103.08
2011,NUTS,2010,FR7,1,106.746
2012,NUTS,2010,FR7,1,87.91
1999,NUTS,2010,FR71,2,113.064
2000,NUTS,2010,FR71,2,97.602
2001,NUTS,2010,FR71,2,126.231
2002,NUTS,2010,FR71,2,143.957
2003,NUTS,2010,FR71,2,117.83
2004,NUTS,2010,FR71,2,105.697
2005,NUTS,2010,FR71,2,117.836
2006,NUTS,2010,FR71,2,96.818
2007,NUTS,2010,FR71,2,111.344
2008,NUTS,2010,FR71,2,123.459
2009,NUTS,2010,FR71,2,128.051
2010,NUTS,2010,FR71,2,115.454
2011,NUTS,2010,FR71,2,120.803
2012,NUTS,2010,FR71,2,101.526
1999,NUTS,2010,FR72,2,18.039
2000,NUTS,2010,FR72,2,24.212
2001,NUTS,2010,FR72,2,18.622
2002,NUTS,2010,FR72,2,24.909
2003,NUTS,2010,FR72,2,10.442
2004,NUTS,2010,FR72,2,25.615
2005,NUTS,2010,FR72,2,11.357
2006,NUTS,2010,FR72,2,34.687
2007,NUTS,2010,FR72,2,18.105
2008,NUTS,2010,FR72,2,14.114
2009,NUTS,2010,FR72,2,19.228
2010,NUTS,2010,FR72,2,43.693
2011,NUTS,2010,FR72,2,39.016
2012,NUTS,2010,FR72,2,21.623
1999,NUTS,2010,FR8,1,68.859
2000,NUTS,2010,FR8,1,77.831
2001,NUTS,2010,FR8,1,75.747
2002,NUTS,2010,FR8,1,71.606
2003,NUTS,2010,FR8,1,70.852
2004,NUTS,2010,FR8,1,66.812
2005,NUTS,2010,FR8,1,74.852
2006,NUTS,2010,FR8,1,68.954
2007,NUTS,2010,FR8,1,78.511
2008,NUTS,2010,FR8,1,66.787
2009,NUTS,2010,FR8,1,88.564
2010,NUTS,2010,FR8,1,74.491
2011,NUTS,2010,FR8,1,82.988
2012,NUTS,2010,FR8,1,73.093
1999,NUTS,2010,FR81,2,28.443
2000,NUTS,2010,FR81,2,21.916
2001,NUTS,2010,FR81,2,32.659
2002,NUTS,2010,FR81,2,23.867
2003,NUTS,2010,FR81,2,24.943
2004,NUTS,2010,FR81,2,27.351
2005,NUTS,2010,FR81,2,30.929
2006,NUTS,2010,FR81,2,21.261
2007,NUTS,2010,FR81,2,18.553
2008,NUTS,2010,FR81,2,24.15
2009,NUTS,2010,FR81,2,37.602
2010,NUTS,2010,FR81,2,31.933
2011,NUTS,2010,FR81,2,36.778
2012,NUTS,2010,FR81,2,22.376
1999,NUTS,2010,FR82,2,91.081
2000,NUTS,2010,FR82,2,108.979
2001,NUTS,2010,FR82,2,98.618
2002,NUTS,2010,FR82,2,99.159
2003,NUTS,2010,FR82,2,95.678
2004,NUTS,2010,FR82,2,88.903
2005,NUTS,2010,FR82,2,100.276
2006,NUTS,2010,FR82,2,96.552
2007,NUTS,2010,FR82,2,112.51
2008,NUTS,2010,FR82,2,91.155
2009,NUTS,2010,FR82,2,118.234
2010,NUTS,2010,FR82,2,100.166
2011,NUTS,2010,FR82,2,109.93
2012,NUTS,2010,FR82,2,101.334
2003,NUTS,2010,FR83,2,13.514
2008,NUTS,2010,FR83,2,2.551
2010,NUTS,2010,FR83,2,2.224
2011,NUTS,2010,FR83,2,6.801
2012,NUTS,2010,FR83,2,6.039
2001,NUTS,2010,FR9,1,1.113
2003,NUTS,2010,FR9,1,4.567
2004,NUTS,2010,FR9,1,2.749
2005,NUTS,2010,FR9,1,2.995
2006,NUTS,2010,FR9,1,3.118
2007,NUTS,2010,FR9,1,4.8
2008,NUTS,2010,FR9,1,4.997
2009,NUTS,2010,FR9,1,4.719
2010,NUTS,2010,FR9,1,1.338
2001,NUTS,2010,FR91,2,1.992
2003,NUTS,2010,FR91,2,6.406
2004,NUTS,2010,FR91,2,2.101
2006,NUTS,2010,FR91,2,1.041
2008,NUTS,2010,FR91,2,1.961
2009,NUTS,2010,FR91,2,6.135
2004,NUTS,2010,FR92,2,3.199
2008,NUTS,2010,FR92,2,7.645
2001,NUTS,2010,FR94,2,1.464
2003,NUTS,2010,FR94,2,6.88
2004,NUTS,2010,FR94,2,3.365
2005,NUTS,2010,FR94,2,6.623
2006,NUTS,2010,FR94,2,6.416
2007,NUTS,2010,FR94,2,10.821
2008,NUTS,2010,FR94,2,6.26
2009,NUTS,2010,FR94,2,7.446
2010,NUTS,2010,FR94,2,2.935
2002,NUTS,2010,HR,0,1.955
2003,NUTS,2010,HR,0,0.375
2004,NUTS,2010,HR,0,0.764
2005,NUTS,2010,HR,0,1.017
2006,NUTS,2010,HR,0,3.849
2007,NUTS,2010,HR,0,2.115
2008,NUTS,2010,HR,0,4.092
2009,NUTS,2010,HR,0,0.775
2010,NUTS,2010,HR,0,1.307
2011,NUTS,2010,HR,0,0.356
2012,NUTS,2010,HR,0,0.268
2002,NUTS,2010,HR0,1,1.397
2003,NUTS,2010,HR0,1,0.375
2004,NUTS,2010,HR0,1,0.764
2005,NUTS,2010,HR0,1,1.017
2006,NUTS,2010,HR0,1,3.849
2007,NUTS,2010,HR0,1,2.115
2008,NUTS,2010,HR0,1,4.092
2009,NUTS,2010,HR0,1,0.775
2010,NUTS,2010,HR0,1,1.307
2011,NUTS,2010,HR0,1,0.356
2012,NUTS,2010,HR0,1,0.268
2008,NUTS,2010,HR03,2,0.412
2007,NUTS,2010,HR04,2,3.079
2008,NUTS,2010,HR04,2,5.773
2009,NUTS,2010,HR04,2,1.133
2010,NUTS,2010,HR04,2,1.915
2011,NUTS,2010,HR04,2,0.519
2012,NUTS,2010,HR04,2,0.393
1999,NUTS,2010,HU,0,6.76
2000,NUTS,2010,HU,0,8.476
2001,NUTS,2010,HU,0,7.206
2002,NUTS,2010,HU,0,3.951
2003,NUTS,2010,HU,0,6.11
2004,NUTS,2010,HU,0,7.11
2005,NUTS,2010,HU,0,5.4
2006,NUTS,2010,HU,0,10.156
2007,NUTS,2010,HU,0,9.295
2008,NUTS,2010,HU,0,10.954
2009,NUTS,2010,HU,0,9.074
2010,NUTS,2010,HU,0,11.804
2011,NUTS,2010,HU,0,15.16
2012,NUTS,2010,HU,0,10.529
1999,NUTS,2010,HU1,1,18.398
2000,NUTS,2010,HU1,1,21.064
2001,NUTS,2010,HU1,1,17.686
2002,NUTS,2010,HU1,1,8.993
2003,NUTS,2010,HU1,1,17.353
2004,NUTS,2010,HU1,1,17.856
2005,NUTS,2010,HU1,1,12.172
2006,NUTS,2010,HU1,1,25.379
2007,NUTS,2010,HU1,1,23.358
2008,NUTS,2010,HU1,1,25.1
2009,NUTS,2010,HU1,1,22.787
2010,NUTS,2010,HU1,1,27.355
2011,NUTS,2010,HU1,1,36.851
2012,NUTS,2010,HU1,1,24.958
1999,NUTS,2010,HU10,2,18.398
2000,NUTS,2010,HU10,2,21.064
2001,NUTS,2010,HU10,2,17.686
2002,NUTS,2010,HU10,2,8.993
2003,NUTS,2010,HU10,2,17.353
2004,NUTS,2010,HU10,2,17.856
2005,NUTS,2010,HU10,2,12.172
2006,NUTS,2010,HU10,2,25.379
2007,NUTS,2010,HU10,2,23.358
2008,NUTS,2010,HU10,2,25.1
2009,NUTS,2010,HU10,2,22.787
2010,NUTS,2010,HU10,2,27.355
2011,NUTS,2010,HU10,2,36.851
2012,NUTS,2010,HU10,2,24.958
1999,NUTS,2010,HU2,1,0.385
2000,NUTS,2010,HU2,1,1.49
2001,NUTS,2010,HU2,1,0.47
2002,NUTS,2010,HU2,1,1.015
2003,NUTS,2010,HU2,1,1.296
2004,NUTS,2010,HU2,1,1.646
2005,NUTS,2010,HU2,1,1.985
2006,NUTS,2010,HU2,1,3.532
2007,NUTS,2010,HU2,1,1.334
2008,NUTS,2010,HU2,1,2.515
2009,NUTS,2010,HU2,1,3.09
2010,NUTS,2010,HU2,1,4.826
2011,NUTS,2010,HU2,1,4.213
2012,NUTS,2010,HU2,1,1.526
2000,NUTS,2010,HU21,2,2.535
2001,NUTS,2010,HU21,2,0.702
2002,NUTS,2010,HU21,2,0.689
2003,NUTS,2010,HU21,2,0.741
2004,NUTS,2010,HU21,2,4.477
2005,NUTS,2010,HU21,2,0.632
2006,NUTS,2010,HU21,2,2.525
2008,NUTS,2010,HU21,2,1.914
2009,NUTS,2010,HU21,2,4.638
2010,NUTS,2010,HU21,2,3.507
2011,NUTS,2010,HU21,2,6.646
2012,NUTS,2010,HU21,2,0.674
2000,NUTS,2010,HU22,2,0.768
2003,NUTS,2010,HU22,2,0.562
2005,NUTS,2010,HU22,2,0.73
2006,NUTS,2010,HU22,2,1.978
2007,NUTS,2010,HU22,2,0.728
2008,NUTS,2010,HU22,2,2.996
2009,NUTS,2010,HU22,2,2.838
2010,NUTS,2010,HU22,2,3.29
2011,NUTS,2010,HU22,2,2.263
2012,NUTS,2010,HU22,2,2.048
1999,NUTS,2010,HU23,2,1.314
2000,NUTS,2010,HU23,2,1.028
2001,NUTS,2010,HU23,2,0.73
2002,NUTS,2010,HU23,2,2.653
2003,NUTS,2010,HU23,2,2.872
2005,NUTS,2010,HU23,2,5.16
2006,NUTS,2010,HU23,2,6.655
2007,NUTS,2010,HU23,2,3.834
2008,NUTS,2010,HU23,2,2.717
2009,NUTS,2010,HU23,2,1.462
2010,NUTS,2010,HU23,2,8.247
2011,NUTS,2010,HU23,2,3.337
2012,NUTS,2010,HU23,2,2.016
1999,NUTS,2010,HU3,1,2.845
2000,NUTS,2010,HU3,1,4.123
2001,NUTS,2010,HU3,1,4.57
2002,NUTS,2010,HU3,1,2.416
2003,NUTS,2010,HU3,1,1.254
2004,NUTS,2010,HU3,1,2.894
2005,NUTS,2010,HU3,1,2.659
2006,NUTS,2010,HU3,1,3.275
2007,NUTS,2010,HU3,1,4.349
2008,NUTS,2010,HU3,1,6.152
2009,NUTS,2010,HU3,1,2.682
2010,NUTS,2010,HU3,1,4.436
2011,NUTS,2010,HU3,1,6.195
2012,NUTS,2010,HU3,1,5.666
1999,NUTS,2010,HU31,2,0.28
2000,NUTS,2010,HU31,2,4.319
2001,NUTS,2010,HU31,2,2.141
2002,NUTS,2010,HU31,2,0.275
2006,NUTS,2010,HU31,2,1.948
2007,NUTS,2010,HU31,2,4.583
2008,NUTS,2010,HU31,2,0.698
2009,NUTS,2010,HU31,2,1.771
2010,NUTS,2010,HU31,2,1.062
2011,NUTS,2010,HU31,2,1.599
2012,NUTS,2010,HU31,2,1.064
1999,NUTS,2010,HU32,2,7.257
2000,NUTS,2010,HU32,2,4.282
2001,NUTS,2010,HU32,2,6.206
2002,NUTS,2010,HU32,2,4.74
2003,NUTS,2010,HU32,2,2.432
2004,NUTS,2010,HU32,2,1.476
2005,NUTS,2010,HU32,2,1.758
2006,NUTS,2010,HU32,2,3.369
2007,NUTS,2010,HU32,2,2.997
2008,NUTS,2010,HU32,2,1.152
2010,NUTS,2010,HU32,2,4.086
2011,NUTS,2010,HU32,2,1.804
2012,NUTS,2010,HU32,2,1.353
1999,NUTS,2010,HU33,2,0.478
2000,NUTS,2010,HU33,2,3.783
2001,NUTS,2010,HU33,2,4.977
2002,NUTS,2010,HU33,2,1.897
