year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_pc_act_hc_total_total
2003,NUTS,2010,PL5,1,0.6082
2004,NUTS,2010,PL5,1,0.5879
2005,NUTS,2010,PL5,1,0.5472
2006,NUTS,2010,PL5,1,0.5616
2007,NUTS,2010,PL5,1,0.5521
2008,NUTS,2010,PL5,1,0.5362
2009,NUTS,2010,PL5,1,0.5294
2010,NUTS,2010,PL5,1,0.5539
2011,NUTS,2010,PL5,1,0.5865
2012,NUTS,2010,PL5,1,0.6424
2013,NUTS,2010,PL5,1,0.7208
2014,NUTS,2010,PL5,1,0.7322
2015,NUTS,2010,PL5,1,0.7688
2016,NUTS,2010,PL5,1,0.7473
2017,NUTS,2010,PL5,1,1.0643
2018,NUTS,2010,PL5,1,1.1146
2019,NUTS,2010,PL5,1,1.1765
2000,NUTS,2010,PL51,2,0.6503
2003,NUTS,2010,PL51,2,0.6895
2004,NUTS,2010,PL51,2,0.6571
2005,NUTS,2010,PL51,2,0.6175
2006,NUTS,2010,PL51,2,0.6255
2007,NUTS,2010,PL51,2,0.6096
2008,NUTS,2010,PL51,2,0.5995
2009,NUTS,2010,PL51,2,0.5927
2010,NUTS,2010,PL51,2,0.6072
2011,NUTS,2010,PL51,2,0.6445
2012,NUTS,2010,PL51,2,0.7134
2013,NUTS,2010,PL51,2,0.808
2014,NUTS,2010,PL51,2,0.8311
2015,NUTS,2010,PL51,2,0.8882
2016,NUTS,2010,PL51,2,0.8369
2017,NUTS,2010,PL51,2,1.2093
2018,NUTS,2010,PL51,2,1.2959
2019,NUTS,2010,PL51,2,1.3426
2000,NUTS,2010,PL52,2,0.3011
2003,NUTS,2010,PL52,2,0.3459
2004,NUTS,2010,PL52,2,0.3501
2005,NUTS,2010,PL52,2,0.3264
2006,NUTS,2010,PL52,2,0.3468
2007,NUTS,2010,PL52,2,0.3634
2008,NUTS,2010,PL52,2,0.3374
2009,NUTS,2010,PL52,2,0.3351
2010,NUTS,2010,PL52,2,0.3772
2011,NUTS,2010,PL52,2,0.3991
2012,NUTS,2010,PL52,2,0.4155
2013,NUTS,2010,PL52,2,0.4412
2014,NUTS,2010,PL52,2,0.4329
2015,NUTS,2010,PL52,2,0.4227
2016,NUTS,2010,PL52,2,0.4533
2017,NUTS,2010,PL52,2,0.5897
2018,NUTS,2010,PL52,2,0.5331
2019,NUTS,2010,PL52,2,0.6083
2000,NUTS,2010,PL6,1,0.4799
2003,NUTS,2010,PL6,1,0.4762
2004,NUTS,2010,PL6,1,0.5057
2005,NUTS,2010,PL6,1,0.508
2006,NUTS,2010,PL6,1,0.5413
2007,NUTS,2010,PL6,1,0.5449
2008,NUTS,2010,PL6,1,0.5335
2009,NUTS,2010,PL6,1,0.5119
2010,NUTS,2010,PL6,1,0.5301
2011,NUTS,2010,PL6,1,0.5693
2012,NUTS,2010,PL6,1,0.5587
2013,NUTS,2010,PL6,1,0.5652
2014,NUTS,2010,PL6,1,0.5962
2015,NUTS,2010,PL6,1,0.5734
2016,NUTS,2010,PL6,1,0.6249
2017,NUTS,2010,PL6,1,1.0031
2018,NUTS,2010,PL6,1,1.1437
2000,NUTS,2010,PL61,2,0.3986
2003,NUTS,2010,PL61,2,0.4272
2004,NUTS,2010,PL61,2,0.4337
2005,NUTS,2010,PL61,2,0.4796
2006,NUTS,2010,PL61,2,0.5195
2007,NUTS,2010,PL61,2,0.536
2008,NUTS,2010,PL61,2,0.4958
2009,NUTS,2010,PL61,2,0.4293
2011,NUTS,2010,PL61,2,0.4655
2012,NUTS,2010,PL61,2,0.4553
2013,NUTS,2010,PL61,2,0.4521
2014,NUTS,2010,PL61,2,0.4933
2015,NUTS,2010,PL61,2,0.4869
2016,NUTS,2010,PL61,2,0.5181
2017,NUTS,2010,PL61,2,1.0597
2019,NUTS,2010,PL61,2,1.0614
2000,NUTS,2010,PL62,2,0.2719
2003,NUTS,2010,PL62,2,0.9205
2004,NUTS,2010,PL62,2,0.9538
2005,NUTS,2010,PL62,2,0.3596
2006,NUTS,2010,PL62,2,0.3303
2007,NUTS,2010,PL62,2,0.355
2008,NUTS,2010,PL62,2,0.3583
2009,NUTS,2010,PL62,2,0.3441
2011,NUTS,2010,PL62,2,0.4258
2012,NUTS,2010,PL62,2,0.4447
2013,NUTS,2010,PL62,2,0.4387
2014,NUTS,2010,PL62,2,0.4979
2015,NUTS,2010,PL62,2,0.4427
2016,NUTS,2010,PL62,2,0.4909
2017,NUTS,2010,PL62,2,0.6267
2000,NUTS,2010,PL63,2,0.7528
2003,NUTS,2010,PL63,2,0.241
2004,NUTS,2010,PL63,2,0.277
2005,NUTS,2010,PL63,2,0.6482
2006,NUTS,2010,PL63,2,0.7301
2007,NUTS,2010,PL63,2,0.6914
2008,NUTS,2010,PL63,2,0.6892
2009,NUTS,2010,PL63,2,0.7223
2010,NUTS,2010,PL63,2,0.7126
2011,NUTS,2010,PL63,2,0.7649
2012,NUTS,2010,PL63,2,0.7226
2013,NUTS,2010,PL63,2,0.7402
2014,NUTS,2010,PL63,2,0.7475
2015,NUTS,2010,PL63,2,0.7246
2016,NUTS,2010,PL63,2,0.7933
2017,NUTS,2010,PL63,2,1.165
2018,NUTS,2010,PL63,2,1.328
2019,NUTS,2010,PL63,2,1.3367
2016,NUTS,2010,PL7,1,0.6701
2017,NUTS,2010,PL7,1,0.9779
2018,NUTS,2010,PL7,1,0.946
2016,NUTS,2010,PL71,2,0.8492
2017,NUTS,2010,PL71,2,1.2201
2019,NUTS,2010,PL71,2,1.2556
2016,NUTS,2010,PL72,2,0.2807
2017,NUTS,2010,PL72,2,0.4498
2016,NUTS,2010,PL8,1,0.7166
2017,NUTS,2010,PL8,1,0.9038
2018,NUTS,2010,PL8,1,1.0418
2019,NUTS,2010,PL8,1,1.1188
2016,NUTS,2010,PL81,2,0.8997
2017,NUTS,2010,PL81,2,1.2445
2018,NUTS,2010,PL81,2,1.4732
2019,NUTS,2010,PL81,2,1.5689
2016,NUTS,2010,PL82,2,0.5787
2017,NUTS,2010,PL82,2,0.567
2018,NUTS,2010,PL82,2,0.6223
2019,NUTS,2010,PL82,2,0.6446
2016,NUTS,2010,PL84,2,0.6243
2017,NUTS,2010,PL84,2,0.8923
2018,NUTS,2010,PL84,2,0.9752
2019,NUTS,2010,PL84,2,1.1146
2016,NUTS,2010,PL9,1,1.653
2017,NUTS,2010,PL9,1,2.3622
2018,NUTS,2010,PL9,1,2.5694
2019,NUTS,2010,PL9,1,2.6002
2016,NUTS,2010,PL91,2,2.7588
2017,NUTS,2010,PL91,2,3.9342
2018,NUTS,2010,PL91,2,4.0866
2019,NUTS,2010,PL91,2,4.0558
2016,NUTS,2010,PL92,2,0.1451
2017,NUTS,2010,PL92,2,0.2024
2018,NUTS,2010,PL92,2,0.3102
2019,NUTS,2010,PL92,2,0.2444
2003,NUTS,2010,PT,0,0.8247
2004,NUTS,2010,PT,0,0.8245
2005,NUTS,2010,PT,0,0.8175
2006,NUTS,2010,PT,0,0.9436
2007,NUTS,2010,PT,0,1.0671
2008,NUTS,2010,PT,0,1.4846
2009,NUTS,2010,PT,0,1.6359
2010,NUTS,2010,PT,0,1.6523
2011,NUTS,2010,PT,0,1.6681
2012,NUTS,2010,PT,0,1.6993
2013,NUTS,2010,PT,0,1.7518
2014,NUTS,2010,PT,0,1.778
2015,NUTS,2010,PT,0,1.9215
2016,NUTS,2010,PT,0,1.8689
2017,NUTS,2010,PT,0,1.9466
2018,NUTS,2010,PT,0,2.0602
2019,NUTS,2010,PT,0,2.1393
2020,NUTS,2010,PT,0,2.2879
2003,NUTS,2010,PT1,1,0.788
2004,NUTS,2010,PT1,1,0.7977
2005,NUTS,2010,PT1,1,0.7853
2006,NUTS,2010,PT1,1,0.9099
2007,NUTS,2010,PT1,1,1.0294
2008,NUTS,2010,PT1,1,1.4345
2009,NUTS,2010,PT1,1,1.51
2010,NUTS,2010,PT1,1,1.5364
2011,NUTS,2010,PT1,1,1.6011
2012,NUTS,2010,PT1,1,1.6294
2013,NUTS,2010,PT1,1,1.6988
2014,NUTS,2010,PT1,1,1.7427
2015,NUTS,2010,PT1,1,1.8922
2016,NUTS,2010,PT1,1,1.8454
2017,NUTS,2010,PT1,1,1.9245
2018,NUTS,2010,PT1,1,2.0391
2019,NUTS,2010,PT1,1,2.1142
2020,NUTS,2010,PT1,1,2.2698
2003,NUTS,2010,PT11,2,0.5452
2004,NUTS,2010,PT11,2,0.5554
2005,NUTS,2010,PT11,2,0.543
2006,NUTS,2010,PT11,2,0.6509
2007,NUTS,2010,PT11,2,0.7636
2008,NUTS,2010,PT11,2,1.0828
2009,NUTS,2010,PT11,2,1.2522
2010,NUTS,2010,PT11,2,1.2729
2011,NUTS,2010,PT11,2,1.4162
2012,NUTS,2010,PT11,2,1.4664
2013,NUTS,2010,PT11,2,1.597
2014,NUTS,2010,PT11,2,1.69
2015,NUTS,2010,PT11,2,2.0063
2016,NUTS,2010,PT11,2,1.6724
2017,NUTS,2010,PT11,2,1.7439
2018,NUTS,2010,PT11,2,1.866
2019,NUTS,2010,PT11,2,1.9511
2020,NUTS,2010,PT11,2,2.1421
2003,NUTS,2010,PT15,2,0.4092
2004,NUTS,2010,PT15,2,0.4164
2005,NUTS,2010,PT15,2,0.4141
2006,NUTS,2010,PT15,2,0.5087
2007,NUTS,2010,PT15,2,0.61
2008,NUTS,2010,PT15,2,0.9306
2009,NUTS,2010,PT15,2,0.9613
2010,NUTS,2010,PT15,2,0.866
2011,NUTS,2010,PT15,2,0.7878
2012,NUTS,2010,PT15,2,0.7407
2013,NUTS,2010,PT15,2,0.7555
2014,NUTS,2010,PT15,2,0.7473
2015,NUTS,2010,PT15,2,0.7879
2016,NUTS,2010,PT15,2,0.7565
2017,NUTS,2010,PT15,2,0.6578
2018,NUTS,2010,PT15,2,0.7268
2019,NUTS,2010,PT15,2,0.8236
2020,NUTS,2010,PT15,2,0.894
2003,NUTS,2010,PT16,2,0.5677
2004,NUTS,2010,PT16,2,0.5876
2005,NUTS,2010,PT16,2,0.597
2006,NUTS,2010,PT16,2,0.6791
2007,NUTS,2010,PT16,2,0.753
2008,NUTS,2010,PT16,2,1.1103
2009,NUTS,2010,PT16,2,1.0972
2010,NUTS,2010,PT16,2,1.1583
2011,NUTS,2010,PT16,2,1.3497
2012,NUTS,2010,PT16,2,1.3152
2013,NUTS,2010,PT16,2,1.324
2014,NUTS,2010,PT16,2,1.3592
2015,NUTS,2010,PT16,2,1.4141
2016,NUTS,2010,PT16,2,1.5495
2017,NUTS,2010,PT16,2,1.66
2018,NUTS,2010,PT16,2,1.767
2019,NUTS,2010,PT16,2,1.8875
2020,NUTS,2010,PT16,2,1.9784
2003,NUTS,2010,PT17,2,1.4307
2004,NUTS,2010,PT17,2,1.4383
2005,NUTS,2010,PT17,2,1.4094
2006,NUTS,2010,PT17,2,1.6238
2007,NUTS,2010,PT17,2,1.7885
2008,NUTS,2010,PT17,2,2.36
2009,NUTS,2010,PT17,2,2.4734
2010,NUTS,2010,PT17,2,2.5467
2011,NUTS,2010,PT17,2,2.4085
2012,NUTS,2010,PT17,2,2.4677
2013,NUTS,2010,PT17,2,2.5339
2014,NUTS,2010,PT17,2,2.5224
2015,NUTS,2010,PT17,2,2.5784
2016,NUTS,2010,PT17,2,2.6928
2017,NUTS,2010,PT17,2,2.7969
2018,NUTS,2010,PT17,2,2.9109
2019,NUTS,2010,PT17,2,2.9249
2020,NUTS,2010,PT17,2,3.1148
2003,NUTS,2010,PT18,2,0.5601
2004,NUTS,2010,PT18,2,0.5436
2005,NUTS,2010,PT18,2,0.5265
2006,NUTS,2010,PT18,2,0.5714
2007,NUTS,2010,PT18,2,0.6392
2008,NUTS,2010,PT18,2,0.9867
2009,NUTS,2010,PT18,2,0.7976
2010,NUTS,2010,PT18,2,0.6621
2011,NUTS,2010,PT18,2,0.6206
2012,NUTS,2010,PT18,2,0.6704
2013,NUTS,2010,PT18,2,0.6505
2014,NUTS,2010,PT18,2,0.6832
2015,NUTS,2010,PT18,2,0.7123
2016,NUTS,2010,PT18,2,0.8042
2017,NUTS,2010,PT18,2,0.8653
2018,NUTS,2010,PT18,2,0.9909
2019,NUTS,2010,PT18,2,1.0532
2020,NUTS,2010,PT18,2,1.1381
2003,NUTS,2010,PT2,1,0.6798
2004,NUTS,2010,PT2,1,0.6585
2005,NUTS,2010,PT2,1,0.6532
2006,NUTS,2010,PT2,1,0.6273
2007,NUTS,2010,PT2,1,0.6018
2008,NUTS,2010,PT2,1,0.7862
2009,NUTS,2010,PT2,1,0.6491
2010,NUTS,2010,PT2,1,0.6162
2011,NUTS,2010,PT2,1,0.5918
2012,NUTS,2010,PT2,1,0.6772
2013,NUTS,2010,PT2,1,0.5808
2014,NUTS,2010,PT2,1,0.6077
2015,NUTS,2010,PT2,1,0.6026
2016,NUTS,2010,PT2,1,0.6467
2017,NUTS,2010,PT2,1,0.6383
2018,NUTS,2010,PT2,1,0.5432
2019,NUTS,2010,PT2,1,0.5367
2020,NUTS,2010,PT2,1,0.623
2003,NUTS,2010,PT20,2,0.6798
2004,NUTS,2010,PT20,2,0.6585
2005,NUTS,2010,PT20,2,0.6532
2006,NUTS,2010,PT20,2,0.6273
2007,NUTS,2010,PT20,2,0.6018
2008,NUTS,2010,PT20,2,0.7862
2009,NUTS,2010,PT20,2,0.6491
2010,NUTS,2010,PT20,2,0.6162
2011,NUTS,2010,PT20,2,0.5918
2012,NUTS,2010,PT20,2,0.6772
2013,NUTS,2010,PT20,2,0.5808
2014,NUTS,2010,PT20,2,0.6077
2015,NUTS,2010,PT20,2,0.6026
2016,NUTS,2010,PT20,2,0.6467
2017,NUTS,2010,PT20,2,0.6383
2018,NUTS,2010,PT20,2,0.5432
2019,NUTS,2010,PT20,2,0.5367
2020,NUTS,2010,PT20,2,0.623
2003,NUTS,2010,PT3,1,0.3417
2004,NUTS,2010,PT3,1,0.3472
2005,NUTS,2010,PT3,1,0.343
2006,NUTS,2010,PT3,1,0.3423
2007,NUTS,2010,PT3,1,0.3328
2008,NUTS,2010,PT3,1,0.5263
2009,NUTS,2010,PT3,1,0.438
2010,NUTS,2010,PT3,1,0.4337
2011,NUTS,2010,PT3,1,0.4339
2012,NUTS,2010,PT3,1,0.3313
2013,NUTS,2010,PT3,1,0.3721
2014,NUTS,2010,PT3,1,0.4218
2015,NUTS,2010,PT3,1,0.4444
2016,NUTS,2010,PT3,1,0.4954
2017,NUTS,2010,PT3,1,0.5605
2018,NUTS,2010,PT3,1,0.6257
2019,NUTS,2010,PT3,1,0.644
2020,NUTS,2010,PT3,1,0.6596
2003,NUTS,2010,PT30,2,0.3417
2004,NUTS,2010,PT30,2,0.3472
2005,NUTS,2010,PT30,2,0.343
2006,NUTS,2010,PT30,2,0.3423
2007,NUTS,2010,PT30,2,0.3328
2008,NUTS,2010,PT30,2,0.5263
2009,NUTS,2010,PT30,2,0.438
2010,NUTS,2010,PT30,2,0.4337
2011,NUTS,2010,PT30,2,0.4339
2012,NUTS,2010,PT30,2,0.3313
2013,NUTS,2010,PT30,2,0.3721
2014,NUTS,2010,PT30,2,0.4218
2015,NUTS,2010,PT30,2,0.4444
2016,NUTS,2010,PT30,2,0.4954
2017,NUTS,2010,PT30,2,0.5605
2018,NUTS,2010,PT30,2,0.6257
2019,NUTS,2010,PT30,2,0.644
2020,NUTS,2010,PT30,2,0.6596
1998,NUTS,2010,RO,0,0.5647
1999,NUTS,2010,RO,0,0.4789
2000,NUTS,2010,RO,0,0.3584
2001,NUTS,2010,RO,0,0.3704
2002,NUTS,2010,RO,0,0.4063
2003,NUTS,2010,RO,0,0.4399
2004,NUTS,2010,RO,0,0.4329
2005,NUTS,2010,RO,0,0.4617
2006,NUTS,2010,RO,0,0.4403
2007,NUTS,2010,RO,0,0.4629
2008,NUTS,2010,RO,0,0.48
2009,NUTS,2010,RO,0,0.5738
2010,NUTS,2010,RO,0,0.5323
2011,NUTS,2010,RO,0,0.5904
2012,NUTS,2010,RO,0,0.5965
2013,NUTS,2010,RO,0,0.6106
2014,NUTS,2010,RO,0,0.5974
2015,NUTS,2010,RO,0,0.5962
2016,NUTS,2010,RO,0,0.6111
2017,NUTS,2010,RO,0,0.6013
2018,NUTS,2010,RO,0,0.5989
2019,NUTS,2010,RO,0,0.6004
2002,NUTS,2010,RO1,1,0.2854
2003,NUTS,2010,RO1,1,0.2554
2004,NUTS,2010,RO1,1,0.2147
2005,NUTS,2010,RO1,1,0.2328
2006,NUTS,2010,RO1,1,0.2673
2007,NUTS,2010,RO1,1,0.3051
2008,NUTS,2010,RO1,1,0.3149
2009,NUTS,2010,RO1,1,0.3517
2010,NUTS,2010,RO1,1,0.3413
2011,NUTS,2010,RO1,1,0.3542
2012,NUTS,2010,RO1,1,0.3263
2013,NUTS,2010,RO1,1,0.2961
2014,NUTS,2010,RO1,1,0.3667
2015,NUTS,2010,RO1,1,0.3474
2016,NUTS,2010,RO1,1,0.3617
2017,NUTS,2010,RO1,1,0.3469
2018,NUTS,2010,RO1,1,0.3841
2019,NUTS,2010,RO1,1,0.3971
2002,NUTS,2010,RO11,2,0.2402
2003,NUTS,2010,RO11,2,0.2302
2004,NUTS,2010,RO11,2,0.206
2005,NUTS,2010,RO11,2,0.2443
2006,NUTS,2010,RO11,2,0.2812
2007,NUTS,2010,RO11,2,0.3545
2008,NUTS,2010,RO11,2,0.3657
2009,NUTS,2010,RO11,2,0.3861
2010,NUTS,2010,RO11,2,0.3706
2011,NUTS,2010,RO11,2,0.3448
2012,NUTS,2010,RO11,2,0.3152
2013,NUTS,2010,RO11,2,0.2827
2014,NUTS,2010,RO11,2,0.322
2015,NUTS,2010,RO11,2,0.3037
2016,NUTS,2010,RO11,2,0.3066
2017,NUTS,2010,RO11,2,0.2925
2018,NUTS,2010,RO11,2,0.3201
2019,NUTS,2010,RO11,2,0.3381
2002,NUTS,2010,RO12,2,0.3346
2003,NUTS,2010,RO12,2,0.2833
2004,NUTS,2010,RO12,2,0.2246
2005,NUTS,2010,RO12,2,0.2192
2006,NUTS,2010,RO12,2,0.2512
2007,NUTS,2010,RO12,2,0.2473
2008,NUTS,2010,RO12,2,0.2576
2009,NUTS,2010,RO12,2,0.3133
2010,NUTS,2010,RO12,2,0.3033
2011,NUTS,2010,RO12,2,0.3663
2012,NUTS,2010,RO12,2,0.3412
2013,NUTS,2010,RO12,2,0.3138
2014,NUTS,2010,RO12,2,0.4254
2015,NUTS,2010,RO12,2,0.4042
2016,NUTS,2010,RO12,2,0.4324
2017,NUTS,2010,RO12,2,0.4176
2018,NUTS,2010,RO12,2,0.4734
2019,NUTS,2010,RO12,2,0.4751
2002,NUTS,2010,RO2,1,0.1488
2003,NUTS,2010,RO2,1,0.1437
2004,NUTS,2010,RO2,1,0.1537
2005,NUTS,2010,RO2,1,0.172
2006,NUTS,2010,RO2,1,0.1973
2007,NUTS,2010,RO2,1,0.2046
2008,NUTS,2010,RO2,1,0.2071
2009,NUTS,2010,RO2,1,0.203
2010,NUTS,2010,RO2,1,0.1973
2011,NUTS,2010,RO2,1,0.1976
2012,NUTS,2010,RO2,1,0.2189
2013,NUTS,2010,RO2,1,0.2433
2014,NUTS,2010,RO2,1,0.2398
2015,NUTS,2010,RO2,1,0.251
2016,NUTS,2010,RO2,1,0.259
2017,NUTS,2010,RO2,1,0.2627
2018,NUTS,2010,RO2,1,0.2767
2019,NUTS,2010,RO2,1,0.2836
2002,NUTS,2010,RO21,2,0.1448
2003,NUTS,2010,RO21,2,0.1318
2004,NUTS,2010,RO21,2,0.1508
2005,NUTS,2010,RO21,2,0.1751
2006,NUTS,2010,RO21,2,0.1939
2007,NUTS,2010,RO21,2,0.2163
2008,NUTS,2010,RO21,2,0.2315
2009,NUTS,2010,RO21,2,0.2233
2010,NUTS,2010,RO21,2,0.2115
2011,NUTS,2010,RO21,2,0.2249
2012,NUTS,2010,RO21,2,0.2428
2013,NUTS,2010,RO21,2,0.288
2014,NUTS,2010,RO21,2,0.2749
2015,NUTS,2010,RO21,2,0.2768
2016,NUTS,2010,RO21,2,0.2706
2017,NUTS,2010,RO21,2,0.2614
2018,NUTS,2010,RO21,2,0.2527
2019,NUTS,2010,RO21,2,0.2746
2002,NUTS,2010,RO22,2,0.1551
2003,NUTS,2010,RO22,2,0.1618
2004,NUTS,2010,RO22,2,0.1581
2005,NUTS,2010,RO22,2,0.1671
2006,NUTS,2010,RO22,2,0.2024
2007,NUTS,2010,RO22,2,0.1858
2008,NUTS,2010,RO22,2,0.168
2009,NUTS,2010,RO22,2,0.1704
2010,NUTS,2010,RO22,2,0.1747
2011,NUTS,2010,RO22,2,0.1541
2012,NUTS,2010,RO22,2,0.1799
2013,NUTS,2010,RO22,2,0.1669
2014,NUTS,2010,RO22,2,0.1766
2015,NUTS,2010,RO22,2,0.2054
2016,NUTS,2010,RO22,2,0.2385
2017,NUTS,2010,RO22,2,0.265
2018,NUTS,2010,RO22,2,0.3194
2019,NUTS,2010,RO22,2,0.2996
2002,NUTS,2010,RO3,1,0.8377
2003,NUTS,2010,RO3,1,0.9477
2004,NUTS,2010,RO3,1,0.9583
2005,NUTS,2010,RO3,1,1.0869
2006,NUTS,2010,RO3,1,0.9593
2007,NUTS,2010,RO3,1,0.9689
2008,NUTS,2010,RO3,1,1.0299
2009,NUTS,2010,RO3,1,0.9327
2010,NUTS,2010,RO3,1,0.8088
2011,NUTS,2010,RO3,1,1.0154
2012,NUTS,2010,RO3,1,1.0183
2013,NUTS,2010,RO3,1,1.0299
2014,NUTS,2010,RO3,1,0.9853
2015,NUTS,2010,RO3,1,0.9906
2016,NUTS,2010,RO3,1,1.0376
2017,NUTS,2010,RO3,1,1.0132
2018,NUTS,2010,RO3,1,0.9982
2019,NUTS,2010,RO3,1,1.0034
2002,NUTS,2010,RO31,2,0.2175
2003,NUTS,2010,RO31,2,0.2372
2004,NUTS,2010,RO31,2,0.2338
2005,NUTS,2010,RO31,2,0.2353
2006,NUTS,2010,RO31,2,0.2354
2007,NUTS,2010,RO31,2,0.2519
2008,NUTS,2010,RO31,2,0.2554
2009,NUTS,2010,RO31,2,0.2153
2010,NUTS,2010,RO31,2,0.2192
2011,NUTS,2010,RO31,2,0.1636
2012,NUTS,2010,RO31,2,0.211
2013,NUTS,2010,RO31,2,0.2876
2014,NUTS,2010,RO31,2,0.2464
2015,NUTS,2010,RO31,2,0.2111
2016,NUTS,2010,RO31,2,0.213
2017,NUTS,2010,RO31,2,0.1698
2018,NUTS,2010,RO31,2,0.1899
2019,NUTS,2010,RO31,2,0.204
2002,NUTS,2010,RO32,2,1.8325
2003,NUTS,2010,RO32,2,2.0623
2004,NUTS,2010,RO32,2,2.0433
2005,NUTS,2010,RO32,2,2.2836
2006,NUTS,2010,RO32,2,1.9437
2007,NUTS,2010,RO32,2,1.9805
2008,NUTS,2010,RO32,2,2.1121
2009,NUTS,2010,RO32,2,1.8869
2010,NUTS,2010,RO32,2,1.5152
2011,NUTS,2010,RO32,2,1.9629
2012,NUTS,2010,RO32,2,1.9431
2013,NUTS,2010,RO32,2,1.8963
2014,NUTS,2010,RO32,2,1.8414
2015,NUTS,2010,RO32,2,1.8542
2016,NUTS,2010,RO32,2,1.8873
2017,NUTS,2010,RO32,2,1.8947
2018,NUTS,2010,RO32,2,1.8237
2019,NUTS,2010,RO32,2,1.7896
2002,NUTS,2010,RO4,1,0.1931
2003,NUTS,2010,RO4,1,0.2708
2004,NUTS,2010,RO4,1,0.2676
2005,NUTS,2010,RO4,1,0.2242
2006,NUTS,2010,RO4,1,0.2069
2007,NUTS,2010,RO4,1,0.2352
2008,NUTS,2010,RO4,1,0.2119
2009,NUTS,2010,RO4,1,0.2414
2010,NUTS,2010,RO4,1,0.3434
2011,NUTS,2010,RO4,1,0.3063
2012,NUTS,2010,RO4,1,0.315
2013,NUTS,2010,RO4,1,0.3542
2014,NUTS,2010,RO4,1,0.2985
2015,NUTS,2010,RO4,1,0.3792
2016,NUTS,2010,RO4,1,0.3774
2017,NUTS,2010,RO4,1,0.3719
2018,NUTS,2010,RO4,1,0.3098
2019,NUTS,2010,RO4,1,0.3122
2002,NUTS,2010,RO41,2,0.1976
2003,NUTS,2010,RO41,2,0.24
2004,NUTS,2010,RO41,2,0.2222
2005,NUTS,2010,RO41,2,0.227
2006,NUTS,2010,RO41,2,0.2199
2007,NUTS,2010,RO41,2,0.223
2008,NUTS,2010,RO41,2,0.201
2009,NUTS,2010,RO41,2,0.2024
2010,NUTS,2010,RO41,2,0.2262
2011,NUTS,2010,RO41,2,0.2295
2012,NUTS,2010,RO41,2,0.2035
2013,NUTS,2010,RO41,2,0.2177
2014,NUTS,2010,RO41,2,0.2075
2015,NUTS,2010,RO41,2,0.2554
2016,NUTS,2010,RO41,2,0.2594
2017,NUTS,2010,RO41,2,0.2438
2018,NUTS,2010,RO41,2,0.164
2019,NUTS,2010,RO41,2,0.1643
2002,NUTS,2010,RO42,2,0.1866
2003,NUTS,2010,RO42,2,0.3141
2004,NUTS,2010,RO42,2,0.3295
2005,NUTS,2010,RO42,2,0.2204
2006,NUTS,2010,RO42,2,0.1897
2007,NUTS,2010,RO42,2,0.2505
2008,NUTS,2010,RO42,2,0.2256
2009,NUTS,2010,RO42,2,0.2914
2010,NUTS,2010,RO42,2,0.4904
2011,NUTS,2010,RO42,2,0.4057
2012,NUTS,2010,RO42,2,0.4628
2013,NUTS,2010,RO42,2,0.5226
2014,NUTS,2010,RO42,2,0.4163
2015,NUTS,2010,RO42,2,0.5268
2016,NUTS,2010,RO42,2,0.5186
2017,NUTS,2010,RO42,2,0.5298
2018,NUTS,2010,RO42,2,0.4921
2019,NUTS,2010,RO42,2,0.4873
2010,NUTS,2010,RS,0,0.7614
2011,NUTS,2010,RS,0,0.7916
2012,NUTS,2010,RS,0,0.7838
2013,NUTS,2010,RS,0,0.8296
2014,NUTS,2010,RS,0,0.8273
2015,NUTS,2010,RS,0,0.9017
2016,NUTS,2010,RS,0,0.8658
2017,NUTS,2010,RS,0,0.8478
2018,NUTS,2010,RS,0,0.8613
2019,NUTS,2010,RS,0,0.8816
2020,NUTS,2010,RS,0,0.9432
2018,NUTS,2010,RS1,1,1.2898
2019,NUTS,2010,RS1,1,1.3118
2020,NUTS,2010,RS1,1,1.4092
2018,NUTS,2010,RS11,2,1.7375
2019,NUTS,2010,RS11,2,1.785
2020,NUTS,2010,RS11,2,1.9415
2018,NUTS,2010,RS12,2,0.8106
2019,NUTS,2010,RS12,2,0.8085
2020,NUTS,2010,RS12,2,0.846
2018,NUTS,2010,RS2,1,0.2876
2019,NUTS,2010,RS2,1,0.2874
2020,NUTS,2010,RS2,1,0.2964
2018,NUTS,2010,RS21,2,0.2182
2019,NUTS,2010,RS21,2,0.2027
2020,NUTS,2010,RS21,2,0.2278
2018,NUTS,2010,RS22,2,0.3861
2019,NUTS,2010,RS22,2,0.4064
2020,NUTS,2010,RS22,2,0.3941
1999,NUTS,2010,SE,0,1.7406
2001,NUTS,2010,SE,0,1.8794
2003,NUTS,2010,SE,0,1.8096
2005,NUTS,2010,SE,0,1.8637
2007,NUTS,2010,SE,0,1.8294
2009,NUTS,2010,SE,0,1.8441
2011,NUTS,2010,SE,0,2.0524
2013,NUTS,2010,SE,0,2.0709
2015,NUTS,2010,SE,0,2.1161
2017,NUTS,2010,SE,0,1.8896
2019,NUTS,2010,SE,0,1.9321
1997,NUTS,2010,SI,0,1.0785
1998,NUTS,2010,SI,0,1.0841
1999,NUTS,2010,SI,0,1.1224
2000,NUTS,2010,SI,0,1.1433
2001,NUTS,2010,SI,0,1.1401
2002,NUTS,2010,SI,0,1.1053
2003,NUTS,2010,SI,0,0.8123
2004,NUTS,2010,SI,0,0.844
2005,NUTS,2010,SI,0,1.0781
