year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pnp_pc_act_hc_rse_f
2018,NUTS,2010,ITF5,2,0.0025
2019,NUTS,2010,ITF5,2,0.0037
2011,NUTS,2010,ITF6,2,0.0045
2015,NUTS,2010,ITF6,2,0.0028
2016,NUTS,2010,ITF6,2,0.0046
2017,NUTS,2010,ITF6,2,0.0
2018,NUTS,2010,ITF6,2,0.0011
2019,NUTS,2010,ITF6,2,0.0004
2011,NUTS,2010,ITG,1,0.0123
2012,NUTS,2010,ITG,1,0.0125
2013,NUTS,2010,ITG,1,0.0111
2014,NUTS,2010,ITG,1,0.0113
2015,NUTS,2010,ITG,1,0.012
2016,NUTS,2010,ITG,1,0.0127
2017,NUTS,2010,ITG,1,0.0124
2018,NUTS,2010,ITG,1,0.0099
2019,NUTS,2010,ITG,1,0.0105
2011,NUTS,2010,ITG1,2,0.017
2012,NUTS,2010,ITG1,2,0.0176
2013,NUTS,2010,ITG1,2,0.0153
2014,NUTS,2010,ITG1,2,0.0154
2015,NUTS,2010,ITG1,2,0.0162
2016,NUTS,2010,ITG1,2,0.0163
2017,NUTS,2010,ITG1,2,0.0162
2018,NUTS,2010,ITG1,2,0.013
2019,NUTS,2010,ITG1,2,0.0137
2011,NUTS,2010,ITG2,2,0.0025
2012,NUTS,2010,ITG2,2,0.0014
2013,NUTS,2010,ITG2,2,0.0019
2014,NUTS,2010,ITG2,2,0.0022
2015,NUTS,2010,ITG2,2,0.0031
2016,NUTS,2010,ITG2,2,0.0046
2017,NUTS,2010,ITG2,2,0.0036
2018,NUTS,2010,ITG2,2,0.0031
2019,NUTS,2010,ITG2,2,0.0037
2011,NUTS,2010,ITH,1,0.0087
2012,NUTS,2010,ITH,1,0.01
2013,NUTS,2010,ITH,1,0.0116
2014,NUTS,2010,ITH,1,0.0193
2015,NUTS,2010,ITH,1,0.0213
2016,NUTS,2010,ITH,1,0.0199
2017,NUTS,2010,ITH,1,0.0202
2018,NUTS,2010,ITH,1,0.02
2019,NUTS,2010,ITH,1,0.025
2011,NUTS,2010,ITH1,2,0.0009
2012,NUTS,2010,ITH1,2,0.0018
2013,NUTS,2010,ITH1,2,0.0009
2014,NUTS,2010,ITH1,2,0.1511
2015,NUTS,2010,ITH1,2,0.1507
2016,NUTS,2010,ITH1,2,0.1234
2017,NUTS,2010,ITH1,2,0.1612
2018,NUTS,2010,ITH1,2,0.1311
2019,NUTS,2010,ITH1,2,0.1484
2011,NUTS,2010,ITH2,2,0.0434
2012,NUTS,2010,ITH2,2,0.0411
2013,NUTS,2010,ITH2,2,0.038
2014,NUTS,2010,ITH2,2,0.039
2015,NUTS,2010,ITH2,2,0.033
2016,NUTS,2010,ITH2,2,0.0336
2017,NUTS,2010,ITH2,2,0.0289
2018,NUTS,2010,ITH2,2,0.0257
2019,NUTS,2010,ITH2,2,0.0235
2011,NUTS,2010,ITH3,2,0.0107
2012,NUTS,2010,ITH3,2,0.0108
2013,NUTS,2010,ITH3,2,0.0131
2014,NUTS,2010,ITH3,2,0.0131
2015,NUTS,2010,ITH3,2,0.0166
2016,NUTS,2010,ITH3,2,0.0162
2017,NUTS,2010,ITH3,2,0.0134
2018,NUTS,2010,ITH3,2,0.0151
2019,NUTS,2010,ITH3,2,0.0283
2011,NUTS,2010,ITH4,2,0.0135
2012,NUTS,2010,ITH4,2,0.0197
2013,NUTS,2010,ITH4,2,0.0206
2014,NUTS,2010,ITH4,2,0.0229
2015,NUTS,2010,ITH4,2,0.0268
2016,NUTS,2010,ITH4,2,0.0196
2017,NUTS,2010,ITH4,2,0.0211
2018,NUTS,2010,ITH4,2,0.0228
2019,NUTS,2010,ITH4,2,0.0203
2011,NUTS,2010,ITH5,2,0.0026
2012,NUTS,2010,ITH5,2,0.0042
2013,NUTS,2010,ITH5,2,0.0062
2014,NUTS,2010,ITH5,2,0.0065
2015,NUTS,2010,ITH5,2,0.0077
2016,NUTS,2010,ITH5,2,0.0094
2017,NUTS,2010,ITH5,2,0.0087
2018,NUTS,2010,ITH5,2,0.0097
2019,NUTS,2010,ITH5,2,0.0075
2011,NUTS,2010,ITI,1,0.0348
2012,NUTS,2010,ITI,1,0.0343
2013,NUTS,2010,ITI,1,0.0353
2014,NUTS,2010,ITI,1,0.0368
2017,NUTS,2010,ITI,1,0.0435
2018,NUTS,2010,ITI,1,0.0417
2019,NUTS,2010,ITI,1,0.0578
2011,NUTS,2010,ITI1,2,0.017
2012,NUTS,2010,ITI1,2,0.0199
2013,NUTS,2010,ITI1,2,0.0201
2014,NUTS,2010,ITI1,2,0.0216
2015,NUTS,2010,ITI1,2,0.0288
2016,NUTS,2010,ITI1,2,0.0293
2017,NUTS,2010,ITI1,2,0.0247
2018,NUTS,2010,ITI1,2,0.0257
2019,NUTS,2010,ITI1,2,0.0283
2011,NUTS,2010,ITI2,2,0.0018
2012,NUTS,2010,ITI2,2,0.0012
2013,NUTS,2010,ITI2,2,0.0011
2014,NUTS,2010,ITI2,2,0.0011
2017,NUTS,2010,ITI2,2,0.0017
2018,NUTS,2010,ITI2,2,0.0029
2019,NUTS,2010,ITI2,2,0.0028
2011,NUTS,2010,ITI3,2,0.0007
2012,NUTS,2010,ITI3,2,0.0006
2013,NUTS,2010,ITI3,2,0.0007
2014,NUTS,2010,ITI3,2,0.0016
2015,NUTS,2010,ITI3,2,0.0007
2016,NUTS,2010,ITI3,2,0.0013
2017,NUTS,2010,ITI3,2,0.0052
2018,NUTS,2010,ITI3,2,0.0046
2019,NUTS,2010,ITI3,2,0.0045
2011,NUTS,2010,ITI4,2,0.0625
2012,NUTS,2010,ITI4,2,0.0589
2013,NUTS,2010,ITI4,2,0.0606
2014,NUTS,2010,ITI4,2,0.0618
2015,NUTS,2010,ITI4,2,0.0644
2016,NUTS,2010,ITI4,2,0.0579
2017,NUTS,2010,ITI4,2,0.0725
2018,NUTS,2010,ITI4,2,0.0678
2019,NUTS,2010,ITI4,2,0.1004
2011,NUTS,2010,KR,0,0.0161
2011,NUTS,2010,ME,0,0.0047
2013,NUTS,2010,ME,0,0.0143
2014,NUTS,2010,ME,0,0.0128
2015,NUTS,2010,ME,0,0.03
2017,NUTS,2010,ME,0,0.0143
2018,NUTS,2010,ME,0,0.0165
2019,NUTS,2010,ME,0,0.0128
2015,NUTS,2010,MK,0,0.0024
2016,NUTS,2010,MK,0,0.0107
2017,NUTS,2010,MK,0,0.0111
2018,NUTS,2010,MK,0,0.0086
2019,NUTS,2010,MK,0,0.0064
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2011,NUTS,2010,PL,0,0.0005
2012,NUTS,2010,PL,0,0.001
2013,NUTS,2010,PL,0,0.0009
2014,NUTS,2010,PL,0,0.0011
2015,NUTS,2010,PL,0,0.001
2016,NUTS,2010,PL,0,0.0049
2017,NUTS,2010,PL,0,0.0104
2018,NUTS,2010,PL,0,0.0106
2019,NUTS,2010,PL,0,0.0107
2011,NUTS,2010,PL1,1,0.0017
2012,NUTS,2010,PL1,1,0.0034
2013,NUTS,2010,PL1,1,0.0021
2014,NUTS,2010,PL1,1,0.0019
2015,NUTS,2010,PL1,1,0.002
2012,NUTS,2010,PL11,2,0.0016
2012,NUTS,2010,PL12,2,0.0025
2011,NUTS,2010,PL2,1,0.0005
2013,NUTS,2010,PL2,1,0.0012
2014,NUTS,2010,PL2,1,0.0011
2015,NUTS,2010,PL2,1,0.0005
2016,NUTS,2010,PL2,1,0.0052
2017,NUTS,2010,PL2,1,0.0085
2018,NUTS,2010,PL2,1,0.0081
2019,NUTS,2010,PL2,1,0.0073
2011,NUTS,2010,PL21,2,0.0012
2015,NUTS,2010,PL21,2,0.0011
2017,NUTS,2010,PL21,2,0.0115
2018,NUTS,2010,PL21,2,0.0082
2019,NUTS,2010,PL21,2,0.0122
2011,NUTS,2010,PL22,2,0.0
2012,NUTS,2010,PL22,2,0.0
2015,NUTS,2010,PL22,2,0.0
2017,NUTS,2010,PL22,2,0.0062
2018,NUTS,2010,PL22,2,0.008
2019,NUTS,2010,PL22,2,0.0036
2011,NUTS,2010,PL31,2,0.0
2012,NUTS,2010,PL31,2,0.0
2013,NUTS,2010,PL31,2,0.0
2014,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL33,2,0.0
2013,NUTS,2010,PL34,2,0.0
2013,NUTS,2010,PL4,1,0.0003
2016,NUTS,2010,PL4,1,0.0024
2017,NUTS,2010,PL4,1,0.0052
2018,NUTS,2010,PL4,1,0.0024
2011,NUTS,2010,PL41,2,0.0
2017,NUTS,2010,PL41,2,0.008
2018,NUTS,2010,PL41,2,0.0037
2019,NUTS,2010,PL41,2,0.0043
2014,NUTS,2010,PL42,2,0.0018
2018,NUTS,2010,PL42,2,0.0009
2015,NUTS,2010,PL43,2,0.0
2018,NUTS,2010,PL43,2,0.0
2019,NUTS,2010,PL43,2,0.0
2014,NUTS,2010,PL5,1,0.0004
2016,NUTS,2010,PL5,1,0.003
2017,NUTS,2010,PL5,1,0.0023
2018,NUTS,2010,PL5,1,0.0078
2015,NUTS,2010,PL51,2,0.0011
2019,NUTS,2010,PL51,2,0.0106
2011,NUTS,2010,PL6,1,0.0
2014,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2016,NUTS,2010,PL6,1,0.0009
2017,NUTS,2010,PL6,1,0.011
2018,NUTS,2010,PL6,1,0.0071
2019,NUTS,2010,PL6,1,0.0071
2011,NUTS,2010,PL61,2,0.0
2012,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2014,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL62,2,0.0
2011,NUTS,2010,PL63,2,0.0
2013,NUTS,2010,PL63,2,0.0
2014,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2018,NUTS,2010,PL63,2,0.0074
2019,NUTS,2010,PL63,2,0.0066
2016,NUTS,2010,PL7,1,0.0027
2017,NUTS,2010,PL7,1,0.003
2018,NUTS,2010,PL7,1,0.0175
2019,NUTS,2010,PL7,1,0.0223
2016,NUTS,2010,PL71,2,0.0039
2016,NUTS,2010,PL8,1,0.0012
2017,NUTS,2010,PL8,1,0.0011
2018,NUTS,2010,PL8,1,0.0057
2019,NUTS,2010,PL8,1,0.0027
2019,NUTS,2010,PL81,2,0.0012
2016,NUTS,2010,PL9,1,0.0157
2017,NUTS,2010,PL9,1,0.0341
2018,NUTS,2010,PL9,1,0.0251
2019,NUTS,2010,PL9,1,0.025
2018,NUTS,2010,PL91,2,0.042
2019,NUTS,2010,PL91,2,0.0405
2018,NUTS,2010,PL92,2,0.0
2019,NUTS,2010,PL92,2,0.0
2011,NUTS,2010,PT,0,0.146
2012,NUTS,2010,PT,0,0.1355
2013,NUTS,2010,PT,0,0.014
2014,NUTS,2010,PT,0,0.0142
2015,NUTS,2010,PT,0,0.0119
2016,NUTS,2010,PT,0,0.0124
2017,NUTS,2010,PT,0,0.0127
2018,NUTS,2010,PT,0,0.014
2019,NUTS,2010,PT,0,0.0145
2020,NUTS,2010,PT,0,0.0217
2011,NUTS,2010,PT1,1,0.1397
2012,NUTS,2010,PT1,1,0.1297
2013,NUTS,2010,PT1,1,0.0136
2014,NUTS,2010,PT1,1,0.0139
2015,NUTS,2010,PT1,1,0.0117
2016,NUTS,2010,PT1,1,0.0123
2017,NUTS,2010,PT1,1,0.0125
2018,NUTS,2010,PT1,1,0.0138
2019,NUTS,2010,PT1,1,0.0146
2020,NUTS,2010,PT1,1,0.0216
2011,NUTS,2010,PT11,2,0.1268
2012,NUTS,2010,PT11,2,0.1285
2013,NUTS,2010,PT11,2,0.0018
2014,NUTS,2010,PT11,2,0.0017
2015,NUTS,2010,PT11,2,0.0018
2016,NUTS,2010,PT11,2,0.0024
2017,NUTS,2010,PT11,2,0.0029
2018,NUTS,2010,PT11,2,0.0027
2019,NUTS,2010,PT11,2,0.0044
2020,NUTS,2010,PT11,2,0.0113
2011,NUTS,2010,PT15,2,0.0027
2012,NUTS,2010,PT15,2,0.0
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,0.0055
2011,NUTS,2010,PT16,2,0.1152
2012,NUTS,2010,PT16,2,0.1091
2013,NUTS,2010,PT16,2,0.0019
2014,NUTS,2010,PT16,2,0.002
2015,NUTS,2010,PT16,2,0.002
2016,NUTS,2010,PT16,2,0.0018
2017,NUTS,2010,PT16,2,0.0024
2018,NUTS,2010,PT16,2,0.0032
2019,NUTS,2010,PT16,2,0.0039
2020,NUTS,2010,PT16,2,0.0138
2011,NUTS,2010,PT17,2,0.2313
2012,NUTS,2010,PT17,2,0.1995
2013,NUTS,2010,PT17,2,0.0437
2014,NUTS,2010,PT17,2,0.0443
2015,NUTS,2010,PT17,2,0.0362
2016,NUTS,2010,PT17,2,0.037
2017,NUTS,2010,PT17,2,0.037
2018,NUTS,2010,PT17,2,0.0412
2019,NUTS,2010,PT17,2,0.0407
2020,NUTS,2010,PT17,2,0.0457
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.0
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.0006
2017,NUTS,2010,PT18,2,0.0006
2018,NUTS,2010,PT18,2,0.0006
2019,NUTS,2010,PT18,2,0.0006
2020,NUTS,2010,PT18,2,0.0093
2011,NUTS,2010,PT2,1,0.084
2012,NUTS,2010,PT2,1,0.0733
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.0
2018,NUTS,2010,PT2,1,0.0
2019,NUTS,2010,PT2,1,0.0
2020,NUTS,2010,PT2,1,0.009
2011,NUTS,2010,PT20,2,0.084
2012,NUTS,2010,PT20,2,0.0733
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.0
2018,NUTS,2010,PT20,2,0.0
2019,NUTS,2010,PT20,2,0.0
2020,NUTS,2010,PT20,2,0.009
2011,NUTS,2010,PT3,1,0.03
2012,NUTS,2010,PT3,1,0.0182
2013,NUTS,2010,PT3,1,0.0031
2014,NUTS,2010,PT3,1,0.0077
2015,NUTS,2010,PT3,1,0.0061
2016,NUTS,2010,PT3,1,0.0062
2017,NUTS,2010,PT3,1,0.0077
2018,NUTS,2010,PT3,1,0.0074
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,0.0015
2011,NUTS,2010,PT30,2,0.03
2012,NUTS,2010,PT30,2,0.0182
2013,NUTS,2010,PT30,2,0.0031
2014,NUTS,2010,PT30,2,0.0077
2015,NUTS,2010,PT30,2,0.0061
2016,NUTS,2010,PT30,2,0.0062
2017,NUTS,2010,PT30,2,0.0077
2018,NUTS,2010,PT30,2,0.0074
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,0.0015
2011,NUTS,2010,RO,0,0.0022
2012,NUTS,2010,RO,0,0.0026
2013,NUTS,2010,RO,0,0.0014
2014,NUTS,2010,RO,0,0.0017
2015,NUTS,2010,RO,0,0.0035
2016,NUTS,2010,RO,0,0.0038
2017,NUTS,2010,RO,0,0.0012
2018,NUTS,2010,RO,0,0.0019
2019,NUTS,2010,RO,0,0.0026
2011,NUTS,2010,RO1,1,0.0009
2012,NUTS,2010,RO1,1,0.0013
2013,NUTS,2010,RO1,1,0.0011
2014,NUTS,2010,RO1,1,0.0009
2015,NUTS,2010,RO1,1,0.001
2016,NUTS,2010,RO1,1,0.0005
2017,NUTS,2010,RO1,1,0.0007
2018,NUTS,2010,RO1,1,0.0011
2019,NUTS,2010,RO1,1,0.0006
2011,NUTS,2010,RO11,2,0.0017
2012,NUTS,2010,RO11,2,0.0022
2013,NUTS,2010,RO11,2,0.0019
2014,NUTS,2010,RO11,2,0.0015
2015,NUTS,2010,RO11,2,0.0006
2016,NUTS,2010,RO11,2,0.001
2017,NUTS,2010,RO11,2,0.0013
2018,NUTS,2010,RO11,2,0.0019
2019,NUTS,2010,RO11,2,0.0011
2014,NUTS,2010,RO12,2,0.0002
2015,NUTS,2010,RO12,2,0.0015
2016,NUTS,2010,RO12,2,0.0
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,0.0049
2012,NUTS,2010,RO2,1,0.0002
2014,NUTS,2010,RO2,1,0.0003
2015,NUTS,2010,RO2,1,0.0004
2016,NUTS,2010,RO2,1,0.0004
2017,NUTS,2010,RO2,1,0.0006
2018,NUTS,2010,RO2,1,0.0023
2019,NUTS,2010,RO2,1,0.0051
2011,NUTS,2010,RO21,2,0.0079
2012,NUTS,2010,RO21,2,0.0001
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,0.0001
2018,NUTS,2010,RO21,2,0.0032
2019,NUTS,2010,RO21,2,0.0078
2011,NUTS,2010,RO22,2,0.0002
2012,NUTS,2010,RO22,2,0.0002
2014,NUTS,2010,RO22,2,0.0007
2015,NUTS,2010,RO22,2,0.0012
2016,NUTS,2010,RO22,2,0.0012
2017,NUTS,2010,RO22,2,0.0015
2018,NUTS,2010,RO22,2,0.0007
2019,NUTS,2010,RO22,2,0.0005
2011,NUTS,2010,RO3,1,0.0002
2012,NUTS,2010,RO3,1,0.0062
2013,NUTS,2010,RO3,1,0.0032
2014,NUTS,2010,RO3,1,0.0038
2015,NUTS,2010,RO3,1,0.0089
2016,NUTS,2010,RO3,1,0.0105
2017,NUTS,2010,RO3,1,0.0024
2018,NUTS,2010,RO3,1,0.0025
2019,NUTS,2010,RO3,1,0.0021
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,0.0002
2019,NUTS,2010,RO31,2,0.0002
2011,NUTS,2010,RO32,2,0.0004
2012,NUTS,2010,RO32,2,0.0133
2013,NUTS,2010,RO32,2,0.007
2014,NUTS,2010,RO32,2,0.0082
2015,NUTS,2010,RO32,2,0.0188
2016,NUTS,2010,RO32,2,0.0213
2017,NUTS,2010,RO32,2,0.005
2018,NUTS,2010,RO32,2,0.0048
2019,NUTS,2010,RO32,2,0.0041
2011,NUTS,2010,RO4,1,0.0004
2014,NUTS,2010,RO4,1,0.0003
2015,NUTS,2010,RO4,1,0.0003
2016,NUTS,2010,RO4,1,0.0001
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,0.0004
2015,NUTS,2010,RO41,2,0.0
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2011,NUTS,2010,RO42,2,0.0003
2014,NUTS,2010,RO42,2,0.0006
2015,NUTS,2010,RO42,2,0.0006
2016,NUTS,2010,RO42,2,0.0003
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2011,NUTS,2010,RS,0,0.0006
2012,NUTS,2010,RS,0,0.0001
2013,NUTS,2010,RS,0,0.0002
2014,NUTS,2010,RS,0,0.0003
2015,NUTS,2010,RS,0,0.0003
2016,NUTS,2010,RS,0,0.0005
2017,NUTS,2010,RS,0,0.0001
2018,NUTS,2010,RS,0,0.0001
2019,NUTS,2010,RS,0,0.0002
2020,NUTS,2010,RS,0,0.0002
2018,NUTS,2010,RS1,1,0.0003
2019,NUTS,2010,RS1,1,0.0004
2020,NUTS,2010,RS1,1,0.0004
2018,NUTS,2010,RS11,2,0.0005
2019,NUTS,2010,RS11,2,0.0008
2020,NUTS,2010,RS11,2,0.0008
2018,NUTS,2010,RS12,2,0.0
2019,NUTS,2010,RS12,2,0.0
2020,NUTS,2010,RS12,2,0.0
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
2011,NUTS,2010,RU,0,0.0008
2012,NUTS,2010,RU,0,0.0008
2011,NUTS,2010,SE,0,0.005
2013,NUTS,2010,SE,0,0.0088
2015,NUTS,2010,SE,0,0.0048
2011,NUTS,2010,SI,0,0.002
2012,NUTS,2010,SI,0,0.0011
2013,NUTS,2010,SI,0,0.0011
2014,NUTS,2010,SI,0,0.0002
2015,NUTS,2010,SI,0,0.0004
2016,NUTS,2010,SI,0,0.0002
2017,NUTS,2010,SI,0,0.0043
2018,NUTS,2010,SI,0,0.0071
2019,NUTS,2010,SI,0,0.0142
2011,NUTS,2010,SI0,1,0.0019
2012,NUTS,2010,SI0,1,0.0011
2013,NUTS,2010,SI0,1,0.0011
2014,NUTS,2010,SI0,1,0.0002
2015,NUTS,2010,SI0,1,0.0004
2016,NUTS,2010,SI0,1,0.0002
2017,NUTS,2010,SI0,1,0.0042
2018,NUTS,2010,SI0,1,0.0069
2019,NUTS,2010,SI0,1,0.0139
2013,NUTS,2010,SI03,2,0.0004
2014,NUTS,2010,SI03,2,0.0
2015,NUTS,2010,SI03,2,0.0
2016,NUTS,2010,SI03,2,0.0
2013,NUTS,2010,SI04,2,0.0018
2014,NUTS,2010,SI04,2,0.0005
2015,NUTS,2010,SI04,2,0.0009
2016,NUTS,2010,SI04,2,0.0004
2011,NUTS,2010,SK,0,0.0049
2012,NUTS,2010,SK,0,0.0041
2013,NUTS,2010,SK,0,0.0021
2014,NUTS,2010,SK,0,0.0018
2015,NUTS,2010,SK,0,0.0024
2016,NUTS,2010,SK,0,0.0036
2017,NUTS,2010,SK,0,0.0037
2018,NUTS,2010,SK,0,0.0032
2019,NUTS,2010,SK,0,0.0011
2020,NUTS,2010,SK,0,0.0009
2011,NUTS,2010,SK01,2,0.0157
2012,NUTS,2010,SK01,2,0.0037
2013,NUTS,2010,SK01,2,0.005
2014,NUTS,2010,SK01,2,0.0038
2015,NUTS,2010,SK01,2,0.0105
2016,NUTS,2010,SK01,2,0.0116
2017,NUTS,2010,SK01,2,0.0162
2018,NUTS,2010,SK01,2,0.0147
2019,NUTS,2010,SK01,2,0.0046
2020,NUTS,2010,SK01,2,0.0035
2011,NUTS,2010,SK02,2,0.001
2012,NUTS,2010,SK02,2,0.0019
2013,NUTS,2010,SK02,2,0.0022
2014,NUTS,2010,SK02,2,0.0033
2015,NUTS,2010,SK02,2,0.0017
2016,NUTS,2010,SK02,2,0.0014
2017,NUTS,2010,SK02,2,0.0
2018,NUTS,2010,SK02,2,0.0002
2019,NUTS,2010,SK02,2,0.0002
2020,NUTS,2010,SK02,2,0.001
2011,NUTS,2010,SK03,2,0.0024
2012,NUTS,2010,SK03,2,0.0044
2013,NUTS,2010,SK03,2,0.0027
2014,NUTS,2010,SK03,2,0.0003
2015,NUTS,2010,SK03,2,0.0007
2016,NUTS,2010,SK03,2,0.0043
2017,NUTS,2010,SK03,2,0.0036
2018,NUTS,2010,SK03,2,0.0033
2019,NUTS,2010,SK03,2,0.0007
2020,NUTS,2010,SK03,2,0.0007
2011,NUTS,2010,SK04,2,0.008
2012,NUTS,2010,SK04,2,0.0076
2013,NUTS,2010,SK04,2,0.0006
2014,NUTS,2010,SK04,2,0.0006
2015,NUTS,2010,SK04,2,0.0018
2016,NUTS,2010,SK04,2,0.0027
2017,NUTS,2010,SK04,2,0.0029
2018,NUTS,2010,SK04,2,0.0017
2019,NUTS,2010,SK04,2,0.0012
2020,NUTS,2010,SK04,2,0.0
2011,NUTS,2010,UK,0,0.0133
2012,NUTS,2010,UK,0,0.0137
2013,NUTS,2010,UK,0,0.0106
2014,NUTS,2010,UK,0,0.0112
2015,NUTS,2010,UK,0,0.0167
2016,NUTS,2010,UK,0,0.0175
2017,NUTS,2010,UK,0,0.0144
2018,NUTS,2010,UK,0,0.0154
2011,NUTS,2010,UKC,1,0.0007
2013,NUTS,2010,UKC,1,0.0039
2015,NUTS,2010,UKC,1,0.0046
2017,NUTS,2010,UKC,1,0.004
2011,NUTS,2010,UKC1,2,0.0015
2013,NUTS,2010,UKC1,2,0.0061
2015,NUTS,2010,UKC1,2,0.0097
2017,NUTS,2010,UKC1,2,0.0083
2011,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,0.0022
2015,NUTS,2010,UKC2,2,0.0006
2017,NUTS,2010,UKC2,2,0.0005
2011,NUTS,2010,UKD,1,0.0004
2013,NUTS,2010,UKD,1,0.0005
2015,NUTS,2010,UKD,1,0.0004
2017,NUTS,2010,UKD,1,0.0003
2011,NUTS,2010,UKD1,2,0.0
2013,NUTS,2010,UKD1,2,0.0
2015,NUTS,2010,UKD1,2,0.0
2017,NUTS,2010,UKD1,2,0.0
2011,NUTS,2010,UKD3,2,0.0
2013,NUTS,2010,UKD3,2,0.0004
2015,NUTS,2010,UKD3,2,0.0003
2017,NUTS,2010,UKD3,2,0.0003
2011,NUTS,2010,UKD4,2,0.0009
2013,NUTS,2010,UKD4,2,0.0003
2015,NUTS,2010,UKD4,2,0.0
2017,NUTS,2010,UKD4,2,0.0
2011,NUTS,2010,UKD6,2,0.0
2013,NUTS,2010,UKD6,2,0.0
2015,NUTS,2010,UKD6,2,0.0
2017,NUTS,2010,UKD6,2,0.0
2011,NUTS,2010,UKD7,2,0.0012
2013,NUTS,2010,UKD7,2,0.0014
2015,NUTS,2010,UKD7,2,0.0011
2017,NUTS,2010,UKD7,2,0.001
2011,NUTS,2010,UKE,1,0.0004
2013,NUTS,2010,UKE,1,0.0002
2015,NUTS,2010,UKE,1,0.001
2017,NUTS,2010,UKE,1,0.0009
2011,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,0.0
2013,NUTS,2010,UKE2,2,0.0
2015,NUTS,2010,UKE2,2,0.0
2017,NUTS,2010,UKE2,2,0.0
2011,NUTS,2010,UKE3,2,0.0017
2013,NUTS,2010,UKE3,2,0.0008
2015,NUTS,2010,UKE3,2,0.0029
2017,NUTS,2010,UKE3,2,0.0027
2011,NUTS,2010,UKE4,2,0.0
2013,NUTS,2010,UKE4,2,0.0
2015,NUTS,2010,UKE4,2,0.0008
2017,NUTS,2010,UKE4,2,0.0007
2011,NUTS,2010,UKF,1,0.0006
2013,NUTS,2010,UKF,1,0.0016
2015,NUTS,2010,UKF,1,0.0008
2017,NUTS,2010,UKF,1,0.0007
2011,NUTS,2010,UKF1,2,0.0
2013,NUTS,2010,UKF1,2,0.0001
2015,NUTS,2010,UKF1,2,0.0
2017,NUTS,2010,UKF1,2,0.0
2011,NUTS,2010,UKF2,2,0.0014
