year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_mio_pps
2016,NUTS,2010,DEB2,2,4.097
2017,NUTS,2010,DEB2,2,3.919
2018,NUTS,2010,DEB2,2,4.593
2019,NUTS,2010,DEB2,2,7.101
1995,NUTS,2010,DEB3,2,70.91
1996,NUTS,2010,DEB3,2,76.94
1997,NUTS,2010,DEB3,2,86.515
1998,NUTS,2010,DEB3,2,89.582
1999,NUTS,2010,DEB3,2,89.325
2000,NUTS,2010,DEB3,2,94.232
2003,NUTS,2010,DEB3,2,116.942
2004,NUTS,2010,DEB3,2,115.984
2005,NUTS,2010,DEB3,2,134.547
2006,NUTS,2010,DEB3,2,136.626
2007,NUTS,2010,DEB3,2,127.174
2008,NUTS,2010,DEB3,2,136.137
2009,NUTS,2010,DEB3,2,139.246
2010,NUTS,2010,DEB3,2,158.904
2011,NUTS,2010,DEB3,2,173.658
2012,NUTS,2010,DEB3,2,160.85
2013,NUTS,2010,DEB3,2,163.261
2014,NUTS,2010,DEB3,2,147.432
2015,NUTS,2010,DEB3,2,171.662
2016,NUTS,2010,DEB3,2,196.177
2017,NUTS,2010,DEB3,2,219.368
2018,NUTS,2010,DEB3,2,228.925
2019,NUTS,2010,DEB3,2,241.627
1995,NUTS,2010,DEC,1,34.366
1996,NUTS,2010,DEC,1,36.917
1997,NUTS,2010,DEC,1,40.661
1998,NUTS,2010,DEC,1,37.327
1999,NUTS,2010,DEC,1,42.035
2000,NUTS,2010,DEC,1,41.392
2003,NUTS,2010,DEC,1,56.823
2004,NUTS,2010,DEC,1,61.46
2005,NUTS,2010,DEC,1,76.797
2006,NUTS,2010,DEC,1,77.832
2007,NUTS,2010,DEC,1,83.799
2008,NUTS,2010,DEC,1,100.144
2009,NUTS,2010,DEC,1,99.474
2010,NUTS,2010,DEC,1,117.935
2011,NUTS,2010,DEC,1,128.195
2012,NUTS,2010,DEC,1,127.517
2013,NUTS,2010,DEC,1,123.884
2014,NUTS,2010,DEC,1,127.559
2015,NUTS,2010,DEC,1,120.598
2016,NUTS,2010,DEC,1,108.171
2017,NUTS,2010,DEC,1,117.194
2018,NUTS,2010,DEC,1,119.865
2019,NUTS,2010,DEC,1,140.476
1995,NUTS,2010,DEC0,2,34.366
1996,NUTS,2010,DEC0,2,36.917
1997,NUTS,2010,DEC0,2,40.661
1998,NUTS,2010,DEC0,2,37.327
1999,NUTS,2010,DEC0,2,42.035
2000,NUTS,2010,DEC0,2,41.392
2003,NUTS,2010,DEC0,2,56.823
2004,NUTS,2010,DEC0,2,61.46
2005,NUTS,2010,DEC0,2,76.797
2006,NUTS,2010,DEC0,2,77.832
2007,NUTS,2010,DEC0,2,83.799
2008,NUTS,2010,DEC0,2,100.144
2009,NUTS,2010,DEC0,2,99.474
2010,NUTS,2010,DEC0,2,117.935
2011,NUTS,2010,DEC0,2,128.195
2012,NUTS,2010,DEC0,2,127.517
2013,NUTS,2010,DEC0,2,123.884
2014,NUTS,2010,DEC0,2,127.559
2015,NUTS,2010,DEC0,2,120.598
2016,NUTS,2010,DEC0,2,108.171
2017,NUTS,2010,DEC0,2,117.194
2018,NUTS,2010,DEC0,2,119.865
2019,NUTS,2010,DEC0,2,140.476
1995,NUTS,2010,DED,1,276.244
1996,NUTS,2010,DED,1,304.21
1997,NUTS,2010,DED,1,304.257
1998,NUTS,2010,DED,1,337.697
1999,NUTS,2010,DED,1,392.329
2000,NUTS,2010,DED,1,407.75
2003,NUTS,2010,DED,1,456.044
2004,NUTS,2010,DED,1,474.092
2005,NUTS,2010,DED,1,518.015
2006,NUTS,2010,DED,1,533.477
2007,NUTS,2010,DED,1,578.198
2008,NUTS,2010,DED,1,638.644
2009,NUTS,2010,DED,1,703.738
2010,NUTS,2010,DED,1,740.828
2011,NUTS,2010,DED,1,795.946
2012,NUTS,2010,DED,1,751.067
2013,NUTS,2010,DED,1,789.132
2014,NUTS,2010,DED,1,727.624
2015,NUTS,2010,DED,1,816.747
2016,NUTS,2010,DED,1,844.339
2017,NUTS,2010,DED,1,886.385
2018,NUTS,2010,DED,1,926.451
2019,NUTS,2010,DED,1,973.589
1998,NUTS,2010,DED2,2,205.961
1999,NUTS,2010,DED2,2,237.324
2000,NUTS,2010,DED2,2,265.082
2003,NUTS,2010,DED2,2,285.948
2004,NUTS,2010,DED2,2,182.756
2005,NUTS,2010,DED2,2,346.754
2006,NUTS,2010,DED2,2,333.083
2007,NUTS,2010,DED2,2,355.473
2008,NUTS,2010,DED2,2,376.128
2009,NUTS,2010,DED2,2,423.271
2010,NUTS,2010,DED2,2,460.776
2011,NUTS,2010,DED2,2,496.63
2012,NUTS,2010,DED2,2,475.875
2013,NUTS,2010,DED2,2,496.205
2014,NUTS,2010,DED2,2,466.332
2015,NUTS,2010,DED2,2,490.842
2016,NUTS,2010,DED2,2,527.751
2017,NUTS,2010,DED2,2,549.696
2018,NUTS,2010,DED2,2,566.428
2019,NUTS,2010,DED2,2,591.559
2009,NUTS,2010,DED4,2,72.605
2010,NUTS,2010,DED4,2,68.158
2011,NUTS,2010,DED4,2,74.379
2012,NUTS,2010,DED4,2,75.121
2013,NUTS,2010,DED4,2,86.656
2014,NUTS,2010,DED4,2,85.018
2015,NUTS,2010,DED4,2,86.534
2016,NUTS,2010,DED4,2,90.627
2017,NUTS,2010,DED4,2,94.547
2018,NUTS,2010,DED4,2,101.411
2019,NUTS,2010,DED4,2,103.396
2009,NUTS,2010,DED5,2,207.856
2010,NUTS,2010,DED5,2,211.808
2011,NUTS,2010,DED5,2,224.932
2012,NUTS,2010,DED5,2,200.071
2013,NUTS,2010,DED5,2,206.271
2014,NUTS,2010,DED5,2,176.274
2015,NUTS,2010,DED5,2,239.371
2016,NUTS,2010,DED5,2,225.961
2017,NUTS,2010,DED5,2,242.142
2018,NUTS,2010,DED5,2,258.61
2019,NUTS,2010,DED5,2,278.634
1995,NUTS,2010,DEE,1,108.755
1996,NUTS,2010,DEE,1,116.084
1997,NUTS,2010,DEE,1,114.5
1998,NUTS,2010,DEE,1,126.471
1999,NUTS,2010,DEE,1,123.478
2000,NUTS,2010,DEE,1,154.117
2003,NUTS,2010,DEE,1,157.434
2004,NUTS,2010,DEE,1,171.039
2005,NUTS,2010,DEE,1,175.511
2006,NUTS,2010,DEE,1,199.512
2007,NUTS,2010,DEE,1,196.783
2008,NUTS,2010,DEE,1,195.16
2009,NUTS,2010,DEE,1,216.361
2010,NUTS,2010,DEE,1,232.092
2011,NUTS,2010,DEE,1,277.685
2012,NUTS,2010,DEE,1,251.583
2013,NUTS,2010,DEE,1,253.816
2014,NUTS,2010,DEE,1,254.351
2015,NUTS,2010,DEE,1,259.967
2016,NUTS,2010,DEE,1,269.142
2017,NUTS,2010,DEE,1,288.496
2018,NUTS,2010,DEE,1,299.879
2019,NUTS,2010,DEE,1,315.325
1995,NUTS,2010,DEE0,2,108.755
1996,NUTS,2010,DEE0,2,116.084
1997,NUTS,2010,DEE0,2,114.5
1998,NUTS,2010,DEE0,2,126.471
1999,NUTS,2010,DEE0,2,123.478
2000,NUTS,2010,DEE0,2,154.117
2003,NUTS,2010,DEE0,2,157.434
2004,NUTS,2010,DEE0,2,171.039
2005,NUTS,2010,DEE0,2,175.511
2006,NUTS,2010,DEE0,2,199.512
2007,NUTS,2010,DEE0,2,196.783
2008,NUTS,2010,DEE0,2,195.16
2009,NUTS,2010,DEE0,2,216.361
2010,NUTS,2010,DEE0,2,232.092
2011,NUTS,2010,DEE0,2,277.685
2012,NUTS,2010,DEE0,2,251.583
2013,NUTS,2010,DEE0,2,253.816
2014,NUTS,2010,DEE0,2,254.351
2015,NUTS,2010,DEE0,2,259.967
2016,NUTS,2010,DEE0,2,269.142
2017,NUTS,2010,DEE0,2,288.496
2018,NUTS,2010,DEE0,2,299.879
2019,NUTS,2010,DEE0,2,315.325
1995,NUTS,2010,DEF,1,143.563
1996,NUTS,2010,DEF,1,159.664
1997,NUTS,2010,DEF,1,151.823
1998,NUTS,2010,DEF,1,155.896
1999,NUTS,2010,DEF,1,173.395
2000,NUTS,2010,DEF,1,177.895
2003,NUTS,2010,DEF,1,188.03
2004,NUTS,2010,DEF,1,194.566
2005,NUTS,2010,DEF,1,193.843
2006,NUTS,2010,DEF,1,202.176
2007,NUTS,2010,DEF,1,207.671
2008,NUTS,2010,DEF,1,221.702
2009,NUTS,2010,DEF,1,232.065
2010,NUTS,2010,DEF,1,244.141
2011,NUTS,2010,DEF,1,258.478
2012,NUTS,2010,DEF,1,275.587
2013,NUTS,2010,DEF,1,280.585
2014,NUTS,2010,DEF,1,311.696
2015,NUTS,2010,DEF,1,273.575
2016,NUTS,2010,DEF,1,273.975
2017,NUTS,2010,DEF,1,289.68
2018,NUTS,2010,DEF,1,296.698
2019,NUTS,2010,DEF,1,316.892
1995,NUTS,2010,DEF0,2,143.563
1996,NUTS,2010,DEF0,2,159.664
1997,NUTS,2010,DEF0,2,151.823
1998,NUTS,2010,DEF0,2,155.896
1999,NUTS,2010,DEF0,2,173.395
2000,NUTS,2010,DEF0,2,177.895
2003,NUTS,2010,DEF0,2,188.03
2004,NUTS,2010,DEF0,2,194.566
2005,NUTS,2010,DEF0,2,193.843
2006,NUTS,2010,DEF0,2,202.176
2007,NUTS,2010,DEF0,2,207.671
2008,NUTS,2010,DEF0,2,221.702
2009,NUTS,2010,DEF0,2,232.065
2010,NUTS,2010,DEF0,2,244.141
2011,NUTS,2010,DEF0,2,258.478
2012,NUTS,2010,DEF0,2,275.587
2013,NUTS,2010,DEF0,2,280.585
2014,NUTS,2010,DEF0,2,311.696
2015,NUTS,2010,DEF0,2,273.575
2016,NUTS,2010,DEF0,2,273.975
2017,NUTS,2010,DEF0,2,289.68
2018,NUTS,2010,DEF0,2,296.698
2019,NUTS,2010,DEF0,2,316.892
1995,NUTS,2010,DEG,1,94.401
1996,NUTS,2010,DEG,1,104.515
1997,NUTS,2010,DEG,1,108.918
1998,NUTS,2010,DEG,1,127.794
1999,NUTS,2010,DEG,1,119.1
2000,NUTS,2010,DEG,1,141.788
2003,NUTS,2010,DEG,1,149.078
2004,NUTS,2010,DEG,1,166.875
2005,NUTS,2010,DEG,1,157.778
2006,NUTS,2010,DEG,1,165.135
2007,NUTS,2010,DEG,1,191.193
2008,NUTS,2010,DEG,1,216.552
2009,NUTS,2010,DEG,1,223.277
2010,NUTS,2010,DEG,1,232.432
2011,NUTS,2010,DEG,1,249.967
2012,NUTS,2010,DEG,1,256.106
2013,NUTS,2010,DEG,1,254.375
2014,NUTS,2010,DEG,1,254.271
2015,NUTS,2010,DEG,1,249.818
2016,NUTS,2010,DEG,1,259.294
2017,NUTS,2010,DEG,1,276.999
2018,NUTS,2010,DEG,1,298.072
2019,NUTS,2010,DEG,1,302.663
1995,NUTS,2010,DEG0,2,94.401
1996,NUTS,2010,DEG0,2,104.515
1997,NUTS,2010,DEG0,2,108.918
1998,NUTS,2010,DEG0,2,127.794
1999,NUTS,2010,DEG0,2,119.1
2000,NUTS,2010,DEG0,2,141.788
2003,NUTS,2010,DEG0,2,149.078
2004,NUTS,2010,DEG0,2,166.875
2005,NUTS,2010,DEG0,2,157.778
2006,NUTS,2010,DEG0,2,165.135
2007,NUTS,2010,DEG0,2,191.193
2008,NUTS,2010,DEG0,2,216.552
2009,NUTS,2010,DEG0,2,223.277
2010,NUTS,2010,DEG0,2,232.432
2011,NUTS,2010,DEG0,2,249.967
2012,NUTS,2010,DEG0,2,256.106
2013,NUTS,2010,DEG0,2,254.375
2014,NUTS,2010,DEG0,2,254.271
2015,NUTS,2010,DEG0,2,249.818
2016,NUTS,2010,DEG0,2,259.294
2017,NUTS,2010,DEG0,2,276.999
2018,NUTS,2010,DEG0,2,298.072
2019,NUTS,2010,DEG0,2,302.663
1995,NUTS,2010,DEZ,1,28.274
1996,NUTS,2010,DEZ,1,31.133
1997,NUTS,2010,DEZ,1,38.88
1998,NUTS,2010,DEZ,1,37.765
1999,NUTS,2010,DEZ,1,38.532
2000,NUTS,2010,DEZ,1,42.272
2003,NUTS,2010,DEZ,1,51.579
2004,NUTS,2010,DEZ,1,41.696
2005,NUTS,2010,DEZ,1,53.575
2006,NUTS,2010,DEZ,1,51.951
2007,NUTS,2010,DEZ,1,55.742
2008,NUTS,2010,DEZ,1,65.836
2009,NUTS,2010,DEZ,1,69.167
2010,NUTS,2010,DEZ,1,76.969
2011,NUTS,2010,DEZ,1,81.149
2012,NUTS,2010,DEZ,1,83.109
2013,NUTS,2010,DEZ,1,77.594
2014,NUTS,2010,DEZ,1,94.045
2015,NUTS,2010,DEZ,1,81.856
2016,NUTS,2010,DEZ,1,86.357
2017,NUTS,2010,DEZ,1,92.176
2018,NUTS,2010,DEZ,1,85.509
2019,NUTS,2010,DEZ,1,88.488
1995,NUTS,2010,DEZZ,2,28.274
1996,NUTS,2010,DEZZ,2,31.133
1997,NUTS,2010,DEZZ,2,38.88
1998,NUTS,2010,DEZZ,2,37.765
1999,NUTS,2010,DEZZ,2,38.532
2000,NUTS,2010,DEZZ,2,42.272
2003,NUTS,2010,DEZZ,2,51.579
2004,NUTS,2010,DEZZ,2,41.696
2005,NUTS,2010,DEZZ,2,53.575
2006,NUTS,2010,DEZZ,2,51.951
2007,NUTS,2010,DEZZ,2,55.742
2008,NUTS,2010,DEZZ,2,65.836
2009,NUTS,2010,DEZZ,2,69.167
2010,NUTS,2010,DEZZ,2,76.969
2011,NUTS,2010,DEZZ,2,81.149
2012,NUTS,2010,DEZZ,2,83.109
2013,NUTS,2010,DEZZ,2,77.594
2014,NUTS,2010,DEZZ,2,94.045
2015,NUTS,2010,DEZZ,2,81.856
2016,NUTS,2010,DEZZ,2,86.357
2017,NUTS,2010,DEZZ,2,92.176
2018,NUTS,2010,DEZZ,2,85.509
2019,NUTS,2010,DEZZ,2,88.488
1995,NUTS,2010,DK,0,302.716
1996,NUTS,2010,DK,0,311.256
1997,NUTS,2010,DK,0,320.933
1998,NUTS,2010,DK,0,327.56
1999,NUTS,2010,DK,0,366.481
2000,NUTS,2010,DK,0,351.081
2001,NUTS,2010,DK,0,357.217
2002,NUTS,2010,DK,0,242.772
2003,NUTS,2010,DK,0,239.937
2004,NUTS,2010,DK,0,241.482
2005,NUTS,2010,DK,0,233.983
2006,NUTS,2010,DK,0,254.36
2007,NUTS,2010,DK,0,136.968
2008,NUTS,2010,DK,0,127.118
2009,NUTS,2010,DK,0,106.366
2010,NUTS,2010,DK,0,116.286
2011,NUTS,2010,DK,0,110.126
2012,NUTS,2010,DK,0,130.965
2013,NUTS,2010,DK,0,132.418
2014,NUTS,2010,DK,0,129.442
2015,NUTS,2010,DK,0,136.582
2016,NUTS,2010,DK,0,141.522
2017,NUTS,2010,DK,0,197.062
2018,NUTS,2010,DK,0,194.559
2019,NUTS,2010,DK,0,198.133
2020,NUTS,2010,DK,0,217.31
1995,NUTS,2010,DK0,1,302.716
1996,NUTS,2010,DK0,1,311.256
1997,NUTS,2010,DK0,1,320.933
1998,NUTS,2010,DK0,1,327.56
1999,NUTS,2010,DK0,1,366.481
2000,NUTS,2010,DK0,1,351.081
2001,NUTS,2010,DK0,1,361.897
2002,NUTS,2010,DK0,1,242.772
2003,NUTS,2010,DK0,1,239.985
2004,NUTS,2010,DK0,1,241.425
2005,NUTS,2010,DK0,1,233.983
2006,NUTS,2010,DK0,1,254.36
2007,NUTS,2010,DK0,1,136.967
2008,NUTS,2010,DK0,1,127.118
2009,NUTS,2010,DK0,1,104.584
2010,NUTS,2010,DK0,1,116.286
2011,NUTS,2010,DK0,1,116.089
2012,NUTS,2010,DK0,1,130.965
2013,NUTS,2010,DK0,1,132.408
2014,NUTS,2010,DK0,1,129.442
2015,NUTS,2010,DK0,1,136.582
2016,NUTS,2010,DK0,1,141.522
2017,NUTS,2010,DK0,1,197.062
2018,NUTS,2010,DK0,1,194.559
2019,NUTS,2010,DK0,1,198.133
2020,NUTS,2010,DK0,1,217.31
2007,NUTS,2010,DK01,2,104.488
2009,NUTS,2010,DK01,2,76.605
2010,NUTS,2010,DK01,2,84.506
2011,NUTS,2010,DK01,2,86.463
2012,NUTS,2010,DK01,2,85.259
2013,NUTS,2010,DK01,2,74.841
2014,NUTS,2010,DK01,2,71.174
2015,NUTS,2010,DK01,2,63.666
2016,NUTS,2010,DK01,2,61.395
2017,NUTS,2010,DK01,2,116.918
2019,NUTS,2010,DK01,2,110.886
2007,NUTS,2010,DK02,2,6.472
2009,NUTS,2010,DK02,2,4.963
2010,NUTS,2010,DK02,2,3.787
2011,NUTS,2010,DK02,2,4.626
2012,NUTS,2010,DK02,2,5.957
2013,NUTS,2010,DK02,2,13.105
2014,NUTS,2010,DK02,2,9.386
2015,NUTS,2010,DK02,2,21.845
2016,NUTS,2010,DK02,2,16.379
2017,NUTS,2010,DK02,2,22.484
2019,NUTS,2010,DK02,2,26.545
2007,NUTS,2010,DK03,2,2.877
2009,NUTS,2010,DK03,2,9.367
2010,NUTS,2010,DK03,2,13.22
2011,NUTS,2010,DK03,2,10.451
2012,NUTS,2010,DK03,2,13.38
2013,NUTS,2010,DK03,2,14.694
2014,NUTS,2010,DK03,2,19.553
2015,NUTS,2010,DK03,2,20.369
2016,NUTS,2010,DK03,2,23.244
2017,NUTS,2010,DK03,2,5.096
2019,NUTS,2010,DK03,2,2.905
2007,NUTS,2010,DK04,2,7.659
2009,NUTS,2010,DK04,2,12.824
2010,NUTS,2010,DK04,2,13.537
2011,NUTS,2010,DK04,2,13.716
2012,NUTS,2010,DK04,2,25.002
2013,NUTS,2010,DK04,2,27.916
2014,NUTS,2010,DK04,2,27.766
2015,NUTS,2010,DK04,2,29.029
2016,NUTS,2010,DK04,2,38.543
2017,NUTS,2010,DK04,2,28.98
2019,NUTS,2010,DK04,2,26.845
2007,NUTS,2010,DK05,2,15.471
2009,NUTS,2010,DK05,2,0.824
2010,NUTS,2010,DK05,2,1.237
2011,NUTS,2010,DK05,2,0.834
2012,NUTS,2010,DK05,2,1.367
2013,NUTS,2010,DK05,2,1.834
2014,NUTS,2010,DK05,2,1.564
2015,NUTS,2010,DK05,2,1.771
2016,NUTS,2010,DK05,2,2.06
2017,NUTS,2010,DK05,2,23.584
2019,NUTS,2010,DK05,2,30.852
2007,NUTS,2010,DKZ,1,0.0
2007,NUTS,2010,DKZZ,2,0.0
2000,NUTS,2010,EA19,2,16991.342
2001,NUTS,2010,EA19,2,17842.196
2002,NUTS,2010,EA19,2,18483.744
2003,NUTS,2010,EA19,2,18665.451
2004,NUTS,2010,EA19,2,19553.858
2005,NUTS,2010,EA19,2,20871.852
2006,NUTS,2010,EA19,2,21597.768
2007,NUTS,2010,EA19,2,22472.049
2008,NUTS,2010,EA19,2,23965.995
2009,NUTS,2010,EA19,2,24863.284
2010,NUTS,2010,EA19,2,24739.327
2011,NUTS,2010,EA19,2,25433.265
2012,NUTS,2010,EA19,2,25939.106
2013,NUTS,2010,EA19,2,25805.438
2014,NUTS,2010,EA19,2,26399.294
2015,NUTS,2010,EA19,2,26972.92
2016,NUTS,2010,EA19,2,27206.342
2017,NUTS,2010,EA19,2,28167.004
2018,NUTS,2010,EA19,2,29445.187
2019,NUTS,2010,EA19,2,30834.057
2020,NUTS,2010,EA19,2,31454.705
1995,NUTS,2010,EE,0,31.329
1996,NUTS,2010,EE,0,27.649
1997,NUTS,2010,EE,0,18.231
1998,NUTS,2010,EE,0,13.117
1999,NUTS,2010,EE,0,16.148
2000,NUTS,2010,EE,0,15.171
2001,NUTS,2010,EE,0,11.666
2002,NUTS,2010,EE,0,15.932
2003,NUTS,2010,EE,0,17.811
2004,NUTS,2010,EE,0,18.149
2005,NUTS,2010,EE,0,19.1
2006,NUTS,2010,EE,0,30.259
2007,NUTS,2010,EE,0,21.542
2008,NUTS,2010,EE,0,34.863
2009,NUTS,2010,EE,0,31.662
2010,NUTS,2010,EE,0,36.3
2011,NUTS,2010,EE,0,45.312
2012,NUTS,2010,EE,0,50.14
2013,NUTS,2010,EE,0,40.206
2014,NUTS,2010,EE,0,42.809
2015,NUTS,2010,EE,0,43.742
2016,NUTS,2010,EE,0,40.647
2017,NUTS,2010,EE,0,45.956
2018,NUTS,2010,EE,0,52.618
2019,NUTS,2010,EE,0,57.176
2020,NUTS,2010,EE,0,58.948
1995,NUTS,2010,EE0,1,31.329
1996,NUTS,2010,EE0,1,27.649
1997,NUTS,2010,EE0,1,18.231
1998,NUTS,2010,EE0,1,13.117
1999,NUTS,2010,EE0,1,16.148
2000,NUTS,2010,EE0,1,15.171
2001,NUTS,2010,EE0,1,11.666
2002,NUTS,2010,EE0,1,15.932
2003,NUTS,2010,EE0,1,17.811
2004,NUTS,2010,EE0,1,18.149
2005,NUTS,2010,EE0,1,19.1
2006,NUTS,2010,EE0,1,30.259
2007,NUTS,2010,EE0,1,21.542
2008,NUTS,2010,EE0,1,34.863
2009,NUTS,2010,EE0,1,31.662
2010,NUTS,2010,EE0,1,36.3
2011,NUTS,2010,EE0,1,45.312
2012,NUTS,2010,EE0,1,50.14
2013,NUTS,2010,EE0,1,40.206
2014,NUTS,2010,EE0,1,42.809
2015,NUTS,2010,EE0,1,43.742
2016,NUTS,2010,EE0,1,40.647
2017,NUTS,2010,EE0,1,45.956
2018,NUTS,2010,EE0,1,52.618
2019,NUTS,2010,EE0,1,57.176
2020,NUTS,2010,EE0,1,58.948
1995,NUTS,2010,EE00,2,31.329
1996,NUTS,2010,EE00,2,27.649
1997,NUTS,2010,EE00,2,18.231
1998,NUTS,2010,EE00,2,13.117
1999,NUTS,2010,EE00,2,16.148
2000,NUTS,2010,EE00,2,15.171
2001,NUTS,2010,EE00,2,11.666
2002,NUTS,2010,EE00,2,15.932
2003,NUTS,2010,EE00,2,17.811
2004,NUTS,2010,EE00,2,18.149
2005,NUTS,2010,EE00,2,19.1
2006,NUTS,2010,EE00,2,30.259
2007,NUTS,2010,EE00,2,21.542
2008,NUTS,2010,EE00,2,34.863
2009,NUTS,2010,EE00,2,31.662
2010,NUTS,2010,EE00,2,36.3
2011,NUTS,2010,EE00,2,45.312
2012,NUTS,2010,EE00,2,50.14
2013,NUTS,2010,EE00,2,40.206
2014,NUTS,2010,EE00,2,42.809
2015,NUTS,2010,EE00,2,43.742
2016,NUTS,2010,EE00,2,40.647
2017,NUTS,2010,EE00,2,45.956
2018,NUTS,2010,EE00,2,52.618
2019,NUTS,2010,EE00,2,57.176
2020,NUTS,2010,EE00,2,58.948
1995,NUTS,2010,EL,0,145.284
1997,NUTS,2010,EL,0,153.815
1999,NUTS,2010,EL,0,204.815
2001,NUTS,2010,EL,0,232.512
2003,NUTS,2010,EL,0,237.735
2004,NUTS,2010,EL,0,238.325
2005,NUTS,2010,EL,0,270.155
2006,NUTS,2010,EL,0,292.011
2007,NUTS,2010,EL,0,308.507
2008,NUTS,2010,EL,0,598.345
2009,NUTS,2010,EL,0,416.259
2010,NUTS,2010,EL,0,336.006
2011,NUTS,2010,EL,0,346.741
2012,NUTS,2010,EL,0,358.114
2013,NUTS,2010,EL,0,468.666
2014,NUTS,2010,EL,0,483.867
2015,NUTS,2010,EL,0,565.738
2016,NUTS,2010,EL,0,517.66
2017,NUTS,2010,EL,0,538.739
2018,NUTS,2010,EL,0,586.013
2019,NUTS,2010,EL,0,633.084
2020,NUTS,2010,EL,0,649.353
1995,NUTS,2010,EL3,1,77.409
1997,NUTS,2010,EL3,1,84.458
1999,NUTS,2010,EL3,1,128.742
2001,NUTS,2010,EL3,1,144.856
2003,NUTS,2010,EL3,1,148.328
2005,NUTS,2010,EL3,1,173.354
2011,NUTS,2010,EL3,1,181.885
2013,NUTS,2010,EL3,1,237.961
2015,NUTS,2010,EL3,1,271.521
2017,NUTS,2010,EL3,1,296.035
2018,NUTS,2010,EL3,1,322.404
2019,NUTS,2010,EL3,1,353.335
1995,NUTS,2010,EL30,2,77.409
1997,NUTS,2010,EL30,2,84.458
1999,NUTS,2010,EL30,2,128.742
2001,NUTS,2010,EL30,2,144.856
2003,NUTS,2010,EL30,2,148.328
2005,NUTS,2010,EL30,2,173.354
2011,NUTS,2010,EL30,2,181.885
2013,NUTS,2010,EL30,2,237.961
2015,NUTS,2010,EL30,2,271.521
2017,NUTS,2010,EL30,2,296.035
2018,NUTS,2010,EL30,2,322.404
2019,NUTS,2010,EL30,2,353.335
1995,NUTS,2010,EL4,1,30.145
1997,NUTS,2010,EL4,1,35.205
1999,NUTS,2010,EL4,1,38.124
2001,NUTS,2010,EL4,1,45.339
2003,NUTS,2010,EL4,1,43.547
2005,NUTS,2010,EL4,1,47.124
2011,NUTS,2010,EL4,1,58.754
2013,NUTS,2010,EL4,1,81.945
2015,NUTS,2010,EL4,1,95.197
2017,NUTS,2010,EL4,1,88.739
2018,NUTS,2010,EL4,1,92.124
2019,NUTS,2010,EL4,1,98.792
1995,NUTS,2010,EL41,2,0.44
1997,NUTS,2010,EL41,2,0.574
1999,NUTS,2010,EL41,2,0.633
2001,NUTS,2010,EL41,2,0.433
2003,NUTS,2010,EL41,2,0.551
2005,NUTS,2010,EL41,2,0.589
2011,NUTS,2010,EL41,2,2.519
2013,NUTS,2010,EL41,2,5.005
2015,NUTS,2010,EL41,2,8.085
2017,NUTS,2010,EL41,2,6.974
2018,NUTS,2010,EL41,2,8.092
2019,NUTS,2010,EL41,2,7.141
1995,NUTS,2010,EL42,2,0.734
1997,NUTS,2010,EL42,2,0.707
1999,NUTS,2010,EL42,2,0.745
2001,NUTS,2010,EL42,2,0.52
2003,NUTS,2010,EL42,2,0.791
2005,NUTS,2010,EL42,2,1.351
2011,NUTS,2010,EL42,2,6.059
2013,NUTS,2010,EL42,2,9.016
2015,NUTS,2010,EL42,2,8.144
2017,NUTS,2010,EL42,2,6.52
2018,NUTS,2010,EL42,2,8.32
2019,NUTS,2010,EL42,2,11.672
1995,NUTS,2010,EL43,2,28.986
1997,NUTS,2010,EL43,2,33.938
1999,NUTS,2010,EL43,2,36.746
2001,NUTS,2010,EL43,2,44.385
2003,NUTS,2010,EL43,2,42.205
2005,NUTS,2010,EL43,2,45.184
2011,NUTS,2010,EL43,2,50.176
2013,NUTS,2010,EL43,2,67.924
2015,NUTS,2010,EL43,2,78.969
2017,NUTS,2010,EL43,2,75.245
2018,NUTS,2010,EL43,2,75.711
2019,NUTS,2010,EL43,2,79.978
2011,NUTS,2010,EL5,1,61.313
2013,NUTS,2010,EL5,1,87.739
2015,NUTS,2010,EL5,1,103.741
2017,NUTS,2010,EL5,1,107.141
2018,NUTS,2010,EL5,1,112.943
2019,NUTS,2010,EL5,1,121.81
1995,NUTS,2010,EL51,2,5.164
1997,NUTS,2010,EL51,2,5.603
1999,NUTS,2010,EL51,2,5.994
2001,NUTS,2010,EL51,2,5.448
2003,NUTS,2010,EL51,2,3.355
2005,NUTS,2010,EL51,2,3.465
2011,NUTS,2010,EL51,2,4.174
2013,NUTS,2010,EL51,2,11.062
2015,NUTS,2010,EL51,2,11.672
2017,NUTS,2010,EL51,2,5.792
2018,NUTS,2010,EL51,2,9.257
2019,NUTS,2010,EL51,2,9.062
1995,NUTS,2010,EL52,2,15.344
1997,NUTS,2010,EL52,2,14.835
1999,NUTS,2010,EL52,2,18.255
2001,NUTS,2010,EL52,2,17.556
2003,NUTS,2010,EL52,2,26.1
2005,NUTS,2010,EL52,2,30.03
2011,NUTS,2010,EL52,2,42.452
2013,NUTS,2010,EL52,2,60.427
2015,NUTS,2010,EL52,2,70.223
2017,NUTS,2010,EL52,2,89.097
2018,NUTS,2010,EL52,2,88.462
2019,NUTS,2010,EL52,2,98.502
1995,NUTS,2010,EL53,2,0.792
1997,NUTS,2010,EL53,2,4.002
1999,NUTS,2010,EL53,2,1.055
2001,NUTS,2010,EL53,2,1.436
2003,NUTS,2010,EL53,2,1.81
