year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_gov_rse_pc_emp_fte
2003,NUTS,2010,ES21,2,0.038
2004,NUTS,2010,ES21,2,0.0537
2005,NUTS,2010,ES21,2,0.054
2006,NUTS,2010,ES21,2,0.0516
2007,NUTS,2010,ES21,2,0.0592
2008,NUTS,2010,ES21,2,0.0698
2009,NUTS,2010,ES21,2,0.0632
2010,NUTS,2010,ES21,2,0.0587
2011,NUTS,2010,ES21,2,0.0555
2012,NUTS,2010,ES21,2,0.0628
2013,NUTS,2010,ES21,2,0.0767
2014,NUTS,2010,ES21,2,0.0717
2015,NUTS,2010,ES21,2,0.0716
2016,NUTS,2010,ES21,2,0.0658
2017,NUTS,2010,ES21,2,0.0661
2018,NUTS,2010,ES21,2,0.0743
2019,NUTS,2010,ES21,2,0.0721
2002,NUTS,2010,ES22,2,0.0146
2003,NUTS,2010,ES22,2,0.04
2004,NUTS,2010,ES22,2,0.0477
2005,NUTS,2010,ES22,2,0.0606
2006,NUTS,2010,ES22,2,0.065
2007,NUTS,2010,ES22,2,0.07
2008,NUTS,2010,ES22,2,0.0736
2009,NUTS,2010,ES22,2,0.0847
2010,NUTS,2010,ES22,2,0.0786
2011,NUTS,2010,ES22,2,0.0931
2012,NUTS,2010,ES22,2,0.09
2013,NUTS,2010,ES22,2,0.1059
2014,NUTS,2010,ES22,2,0.0941
2015,NUTS,2010,ES22,2,
2016,NUTS,2010,ES22,2,0.0975
2017,NUTS,2010,ES22,2,0.0977
2018,NUTS,2010,ES22,2,0.1187
2019,NUTS,2010,ES22,2,0.1181
2002,NUTS,2010,ES23,2,0.0637
2003,NUTS,2010,ES23,2,0.0854
2004,NUTS,2010,ES23,2,0.0663
2005,NUTS,2010,ES23,2,0.0512
2006,NUTS,2010,ES23,2,0.064
2007,NUTS,2010,ES23,2,0.0724
2008,NUTS,2010,ES23,2,0.0949
2009,NUTS,2010,ES23,2,0.1294
2010,NUTS,2010,ES23,2,0.1729
2011,NUTS,2010,ES23,2,0.1592
2012,NUTS,2010,ES23,2,0.1715
2013,NUTS,2010,ES23,2,0.1535
2014,NUTS,2010,ES23,2,0.1433
2015,NUTS,2010,ES23,2,0.1372
2016,NUTS,2010,ES23,2,0.1426
2017,NUTS,2010,ES23,2,0.1605
2018,NUTS,2010,ES23,2,0.1594
2019,NUTS,2010,ES23,2,0.1514
2002,NUTS,2010,ES24,2,0.0693
2003,NUTS,2010,ES24,2,0.0812
2004,NUTS,2010,ES24,2,0.115
2005,NUTS,2010,ES24,2,0.1344
2006,NUTS,2010,ES24,2,0.1262
2007,NUTS,2010,ES24,2,0.1067
2008,NUTS,2010,ES24,2,0.1108
2009,NUTS,2010,ES24,2,0.1251
2010,NUTS,2010,ES24,2,0.1327
2011,NUTS,2010,ES24,2,0.127
2012,NUTS,2010,ES24,2,0.1148
2013,NUTS,2010,ES24,2,0.1191
2014,NUTS,2010,ES24,2,0.1235
2015,NUTS,2010,ES24,2,0.097
2016,NUTS,2010,ES24,2,0.104
2017,NUTS,2010,ES24,2,0.112
2018,NUTS,2010,ES24,2,0.117
2019,NUTS,2010,ES24,2,0.1213
2002,NUTS,2010,ES3,1,0.261
2003,NUTS,2010,ES3,1,0.2859
2004,NUTS,2010,ES3,1,0.2865
2005,NUTS,2010,ES3,1,0.2931
2006,NUTS,2010,ES3,1,0.2597
2007,NUTS,2010,ES3,1,0.2674
2008,NUTS,2010,ES3,1,0.2583
2009,NUTS,2010,ES3,1,0.2642
2010,NUTS,2010,ES3,1,0.2722
2011,NUTS,2010,ES3,1,0.2497
2012,NUTS,2010,ES3,1,0.2347
2013,NUTS,2010,ES3,1,0.2282
2014,NUTS,2010,ES3,1,0.2161
2015,NUTS,2010,ES3,1,0.2069
2016,NUTS,2010,ES3,1,0.2281
2017,NUTS,2010,ES3,1,0.2247
2018,NUTS,2010,ES3,1,0.2143
2019,NUTS,2010,ES3,1,0.2285
2002,NUTS,2010,ES30,2,0.261
2003,NUTS,2010,ES30,2,0.2859
2004,NUTS,2010,ES30,2,0.2865
2005,NUTS,2010,ES30,2,0.2931
2006,NUTS,2010,ES30,2,0.2597
2007,NUTS,2010,ES30,2,0.2674
2008,NUTS,2010,ES30,2,0.2583
2009,NUTS,2010,ES30,2,0.2642
2010,NUTS,2010,ES30,2,0.2722
2011,NUTS,2010,ES30,2,0.2497
2012,NUTS,2010,ES30,2,0.2347
2013,NUTS,2010,ES30,2,0.2282
2014,NUTS,2010,ES30,2,0.2161
2015,NUTS,2010,ES30,2,0.2069
2016,NUTS,2010,ES30,2,0.2281
2017,NUTS,2010,ES30,2,0.2247
2018,NUTS,2010,ES30,2,0.2143
2019,NUTS,2010,ES30,2,0.2285
2002,NUTS,2010,ES4,1,0.0279
2003,NUTS,2010,ES4,1,0.0439
2004,NUTS,2010,ES4,1,0.0471
2005,NUTS,2010,ES4,1,0.0462
2006,NUTS,2010,ES4,1,0.0489
2007,NUTS,2010,ES4,1,0.0479
2008,NUTS,2010,ES4,1,0.0541
2009,NUTS,2010,ES4,1,0.0605
2010,NUTS,2010,ES4,1,0.0641
2011,NUTS,2010,ES4,1,0.0626
2012,NUTS,2010,ES4,1,
2013,NUTS,2010,ES4,1,0.0499
2014,NUTS,2010,ES4,1,0.0445
2015,NUTS,2010,ES4,1,0.0536
2016,NUTS,2010,ES4,1,0.0467
2017,NUTS,2010,ES4,1,0.0474
2018,NUTS,2010,ES4,1,0.0559
2019,NUTS,2010,ES4,1,0.0598
2002,NUTS,2010,ES41,2,0.0359
2003,NUTS,2010,ES41,2,0.0595
2004,NUTS,2010,ES41,2,0.0578
2005,NUTS,2010,ES41,2,0.057
2006,NUTS,2010,ES41,2,0.0664
2007,NUTS,2010,ES41,2,0.0576
2008,NUTS,2010,ES41,2,0.0586
2009,NUTS,2010,ES41,2,0.0608
2010,NUTS,2010,ES41,2,0.0607
2011,NUTS,2010,ES41,2,
2012,NUTS,2010,ES41,2,0.0517
2013,NUTS,2010,ES41,2,0.0514
2014,NUTS,2010,ES41,2,0.0492
2015,NUTS,2010,ES41,2,0.0488
2016,NUTS,2010,ES41,2,0.0458
2017,NUTS,2010,ES41,2,0.048
2018,NUTS,2010,ES41,2,0.055
2019,NUTS,2010,ES41,2,0.0628
2002,NUTS,2010,ES42,2,0.017
2003,NUTS,2010,ES42,2,0.0236
2004,NUTS,2010,ES42,2,0.0349
2005,NUTS,2010,ES42,2,0.0337
2006,NUTS,2010,ES42,2,0.0269
2007,NUTS,2010,ES42,2,0.0328
2008,NUTS,2010,ES42,2,0.0465
2009,NUTS,2010,ES42,2,0.0594
2010,NUTS,2010,ES42,2,0.068
2011,NUTS,2010,ES42,2,
2012,NUTS,2010,ES42,2,
2013,NUTS,2010,ES42,2,0.0415
2014,NUTS,2010,ES42,2,0.039
2015,NUTS,2010,ES42,2,0.0492
2016,NUTS,2010,ES42,2,0.0432
2017,NUTS,2010,ES42,2,0.0413
2018,NUTS,2010,ES42,2,0.0464
2019,NUTS,2010,ES42,2,0.0444
2002,NUTS,2010,ES43,2,0.0258
2003,NUTS,2010,ES43,2,0.0399
2004,NUTS,2010,ES43,2,0.0401
2005,NUTS,2010,ES43,2,0.0402
2006,NUTS,2010,ES43,2,0.0428
2007,NUTS,2010,ES43,2,0.0521
2008,NUTS,2010,ES43,2,0.0577
2009,NUTS,2010,ES43,2,0.0618
2010,NUTS,2010,ES43,2,0.066
2011,NUTS,2010,ES43,2,0.0741
2012,NUTS,2010,ES43,2,0.0774
2013,NUTS,2010,ES43,2,0.0626
2014,NUTS,2010,ES43,2,0.0427
2015,NUTS,2010,ES43,2,0.0762
2016,NUTS,2010,ES43,2,0.0567
2017,NUTS,2010,ES43,2,0.0586
2018,NUTS,2010,ES43,2,0.0786
2019,NUTS,2010,ES43,2,0.0839
2002,NUTS,2010,ES5,1,0.0655
2003,NUTS,2010,ES5,1,0.0847
2004,NUTS,2010,ES5,1,0.0901
2005,NUTS,2010,ES5,1,0.1126
2006,NUTS,2010,ES5,1,0.1055
2007,NUTS,2010,ES5,1,0.1119
2008,NUTS,2010,ES5,1,0.1272
2009,NUTS,2010,ES5,1,0.149
2010,NUTS,2010,ES5,1,0.1486
2011,NUTS,2010,ES5,1,0.1469
2012,NUTS,2010,ES5,1,0.147
2013,NUTS,2010,ES5,1,0.1459
2014,NUTS,2010,ES5,1,0.1333
2015,NUTS,2010,ES5,1,0.1291
2016,NUTS,2010,ES5,1,0.1329
2017,NUTS,2010,ES5,1,0.1335
2018,NUTS,2010,ES5,1,0.1344
2019,NUTS,2010,ES5,1,0.135
2002,NUTS,2010,ES51,2,0.0811
2003,NUTS,2010,ES51,2,0.0996
2004,NUTS,2010,ES51,2,0.1059
2005,NUTS,2010,ES51,2,0.14
2006,NUTS,2010,ES51,2,0.1278
2007,NUTS,2010,ES51,2,0.1301
2008,NUTS,2010,ES51,2,0.1555
2009,NUTS,2010,ES51,2,0.1832
2010,NUTS,2010,ES51,2,0.1781
2011,NUTS,2010,ES51,2,0.1788
2012,NUTS,2010,ES51,2,0.1856
2013,NUTS,2010,ES51,2,0.1874
2014,NUTS,2010,ES51,2,0.175
2015,NUTS,2010,ES51,2,0.1764
2016,NUTS,2010,ES51,2,0.1743
2017,NUTS,2010,ES51,2,0.1759
2018,NUTS,2010,ES51,2,0.177
2019,NUTS,2010,ES51,2,0.1746
2002,NUTS,2010,ES52,2,0.0493
2003,NUTS,2010,ES52,2,0.0719
2004,NUTS,2010,ES52,2,0.0766
2005,NUTS,2010,ES52,2,0.0794
2006,NUTS,2010,ES52,2,0.0768
2007,NUTS,2010,ES52,2,0.0942
2008,NUTS,2010,ES52,2,0.0943
2009,NUTS,2010,ES52,2,0.1094
2010,NUTS,2010,ES52,2,0.1123
2011,NUTS,2010,ES52,2,0.1071
2012,NUTS,2010,ES52,2,0.0988
2013,NUTS,2010,ES52,2,0.0945
2014,NUTS,2010,ES52,2,0.0802
2015,NUTS,2010,ES52,2,0.0691
2016,NUTS,2010,ES52,2,0.0815
2017,NUTS,2010,ES52,2,0.0753
2018,NUTS,2010,ES52,2,0.0776
2019,NUTS,2010,ES52,2,0.0806
2002,NUTS,2010,ES53,2,0.0237
2003,NUTS,2010,ES53,2,0.0333
2004,NUTS,2010,ES53,2,0.0359
2005,NUTS,2010,ES53,2,0.0533
2006,NUTS,2010,ES53,2,0.0682
2007,NUTS,2010,ES53,2,0.0575
2008,NUTS,2010,ES53,2,0.0651
2009,NUTS,2010,ES53,2,0.076
2010,NUTS,2010,ES53,2,0.0901
2011,NUTS,2010,ES53,2,0.0836
2012,NUTS,2010,ES53,2,0.0736
2013,NUTS,2010,ES53,2,0.0666
2014,NUTS,2010,ES53,2,0.0579
2015,NUTS,2010,ES53,2,0.0582
2016,NUTS,2010,ES53,2,0.0641
2017,NUTS,2010,ES53,2,0.079
2018,NUTS,2010,ES53,2,0.0753
2019,NUTS,2010,ES53,2,0.0801
2002,NUTS,2010,ES6,1,0.0582
2003,NUTS,2010,ES6,1,0.086
2004,NUTS,2010,ES6,1,0.0956
2005,NUTS,2010,ES6,1,0.1102
2006,NUTS,2010,ES6,1,0.0993
2007,NUTS,2010,ES6,1,0.0994
2008,NUTS,2010,ES6,1,0.1002
2009,NUTS,2010,ES6,1,0.118
2010,NUTS,2010,ES6,1,0.1111
2011,NUTS,2010,ES6,1,0.0922
2012,NUTS,2010,ES6,1,0.0894
2013,NUTS,2010,ES6,1,0.0874
2014,NUTS,2010,ES6,1,0.0851
2015,NUTS,2010,ES6,1,0.0887
2016,NUTS,2010,ES6,1,0.083
2017,NUTS,2010,ES6,1,0.0767
2018,NUTS,2010,ES6,1,0.0761
2019,NUTS,2010,ES6,1,0.0807
2002,NUTS,2010,ES61,2,0.0622
2003,NUTS,2010,ES61,2,0.0948
2004,NUTS,2010,ES61,2,0.0998
2005,NUTS,2010,ES61,2,0.1156
2006,NUTS,2010,ES61,2,0.1052
2007,NUTS,2010,ES61,2,0.1056
2008,NUTS,2010,ES61,2,0.1078
2009,NUTS,2010,ES61,2,0.1287
2010,NUTS,2010,ES61,2,0.12
2011,NUTS,2010,ES61,2,0.0968
2012,NUTS,2010,ES61,2,0.093
2013,NUTS,2010,ES61,2,0.0933
2014,NUTS,2010,ES61,2,0.0923
2015,NUTS,2010,ES61,2,0.0967
2016,NUTS,2010,ES61,2,0.0906
2017,NUTS,2010,ES61,2,0.0833
2018,NUTS,2010,ES61,2,0.0823
2019,NUTS,2010,ES61,2,0.0874
2002,NUTS,2010,ES62,2,0.0426
2003,NUTS,2010,ES62,2,0.0498
2004,NUTS,2010,ES62,2,0.0823
2005,NUTS,2010,ES62,2,0.0904
2006,NUTS,2010,ES62,2,0.0762
2007,NUTS,2010,ES62,2,0.0745
2008,NUTS,2010,ES62,2,0.0682
2009,NUTS,2010,ES62,2,0.072
2010,NUTS,2010,ES62,2,0.0737
2011,NUTS,2010,ES62,2,
2012,NUTS,2010,ES62,2,0.0779
2013,NUTS,2010,ES62,2,0.0648
2014,NUTS,2010,ES62,2,0.0558
2015,NUTS,2010,ES62,2,0.052
2016,NUTS,2010,ES62,2,0.0503
2017,NUTS,2010,ES62,2,0.0489
2018,NUTS,2010,ES62,2,0.0507
2019,NUTS,2010,ES62,2,0.0528
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,0.0
2006,NUTS,2010,ES63,2,0.0
2007,NUTS,2010,ES63,2,0.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2011,NUTS,2010,ES63,2,
2012,NUTS,2010,ES63,2,
2013,NUTS,2010,ES63,2,
2014,NUTS,2010,ES63,2,
2015,NUTS,2010,ES63,2,
2016,NUTS,2010,ES63,2,
2017,NUTS,2010,ES63,2,
2018,NUTS,2010,ES63,2,
2019,NUTS,2010,ES63,2,
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.0
2008,NUTS,2010,ES64,2,0.027
2009,NUTS,2010,ES64,2,0.0244
2010,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES64,2,
2012,NUTS,2010,ES64,2,
2013,NUTS,2010,ES64,2,
2014,NUTS,2010,ES64,2,
2015,NUTS,2010,ES64,2,
2016,NUTS,2010,ES64,2,
2017,NUTS,2010,ES64,2,
2018,NUTS,2010,ES64,2,
2019,NUTS,2010,ES64,2,
2002,NUTS,2010,ES7,1,0.062
2003,NUTS,2010,ES7,1,0.0591
2004,NUTS,2010,ES7,1,0.0714
2005,NUTS,2010,ES7,1,0.0844
2006,NUTS,2010,ES7,1,0.0797
2007,NUTS,2010,ES7,1,0.0726
2008,NUTS,2010,ES7,1,0.0809
2009,NUTS,2010,ES7,1,0.0809
2010,NUTS,2010,ES7,1,0.0796
2011,NUTS,2010,ES7,1,0.0741
2012,NUTS,2010,ES7,1,0.0739
2013,NUTS,2010,ES7,1,0.0731
2014,NUTS,2010,ES7,1,0.0649
2015,NUTS,2010,ES7,1,0.057
2016,NUTS,2010,ES7,1,0.0518
2017,NUTS,2010,ES7,1,0.0516
2018,NUTS,2010,ES7,1,0.0527
2019,NUTS,2010,ES7,1,0.0572
2002,NUTS,2010,ES70,2,0.062
2003,NUTS,2010,ES70,2,0.0591
2004,NUTS,2010,ES70,2,0.0714
2005,NUTS,2010,ES70,2,0.0844
2006,NUTS,2010,ES70,2,0.0797
2007,NUTS,2010,ES70,2,0.0726
2008,NUTS,2010,ES70,2,0.0809
2009,NUTS,2010,ES70,2,0.0809
2010,NUTS,2010,ES70,2,0.0796
2011,NUTS,2010,ES70,2,0.0741
2012,NUTS,2010,ES70,2,0.0739
2013,NUTS,2010,ES70,2,0.0731
2014,NUTS,2010,ES70,2,0.0649
2015,NUTS,2010,ES70,2,0.057
2016,NUTS,2010,ES70,2,0.0518
2017,NUTS,2010,ES70,2,0.0516
2018,NUTS,2010,ES70,2,0.0527
2019,NUTS,2010,ES70,2,0.0572
2010,NUTS,2010,FR,0,0.0723
2011,NUTS,2010,FR,0,0.0736
2012,NUTS,2010,FR,0,0.0752
2013,NUTS,2010,FR,0,0.0796
2014,NUTS,2010,FR,0,0.0767
2016,NUTS,2010,FR,0,0.0807
2017,NUTS,2010,FR,0,0.0813
2002,NUTS,2010,HR,0,0.1585
2003,NUTS,2010,HR,0,0.1702
2004,NUTS,2010,HR,0,0.1776
2005,NUTS,2010,HR,0,0.1462
2006,NUTS,2010,HR,0,0.1451
2007,NUTS,2010,HR,0,0.1311
2008,NUTS,2010,HR,0,0.1326
2009,NUTS,2010,HR,0,0.1426
2010,NUTS,2010,HR,0,0.1514
2011,NUTS,2010,HR,0,0.1559
2012,NUTS,2010,HR,0,0.152
2013,NUTS,2010,HR,0,0.152
2014,NUTS,2010,HR,0,0.1415
2015,NUTS,2010,HR,0,0.1315
2016,NUTS,2010,HR,0,0.1329
2017,NUTS,2010,HR,0,0.1365
2018,NUTS,2010,HR,0,0.1417
2019,NUTS,2010,HR,0,0.1409
2020,NUTS,2010,HR,0,0.1604
2002,NUTS,2010,HR0,1,0.1545
2003,NUTS,2010,HR0,1,0.1658
2004,NUTS,2010,HR0,1,0.1688
2005,NUTS,2010,HR0,1,0.1402
2006,NUTS,2010,HR0,1,0.1385
2007,NUTS,2010,HR0,1,0.1275
2008,NUTS,2010,HR0,1,0.1285
2009,NUTS,2010,HR0,1,0.1384
2010,NUTS,2010,HR0,1,0.1473
2011,NUTS,2010,HR0,1,0.1516
2012,NUTS,2010,HR0,1,0.1484
2013,NUTS,2010,HR0,1,0.1492
2014,NUTS,2010,HR0,1,0.1393
2015,NUTS,2010,HR0,1,0.1294
2016,NUTS,2010,HR0,1,0.1313
2017,NUTS,2010,HR0,1,0.1348
2018,NUTS,2010,HR0,1,0.1398
2019,NUTS,2010,HR0,1,0.1385
2020,NUTS,2010,HR0,1,0.1583
2008,NUTS,2010,HR03,2,0.0257
2009,NUTS,2010,HR03,2,0.0299
2010,NUTS,2010,HR03,2,0.0312
2011,NUTS,2010,HR03,2,0.0313
2012,NUTS,2010,HR03,2,0.0327
2013,NUTS,2010,HR03,2,0.0321
2014,NUTS,2010,HR03,2,0.025
2015,NUTS,2010,HR03,2,0.0242
2016,NUTS,2010,HR03,2,0.0353
2017,NUTS,2010,HR03,2,0.0354
2018,NUTS,2010,HR03,2,0.0387
2019,NUTS,2010,HR03,2,0.0446
2020,NUTS,2010,HR03,2,0.0513
2008,NUTS,2010,HR04,2,0.1743
2009,NUTS,2010,HR04,2,0.187
2010,NUTS,2010,HR04,2,0.2011
2011,NUTS,2010,HR04,2,0.2068
2012,NUTS,2010,HR04,2,0.203
2013,NUTS,2010,HR04,2,0.2047
2014,NUTS,2010,HR04,2,0.1963
2015,NUTS,2010,HR04,2,0.1814
2016,NUTS,2010,HR04,2,0.1764
2017,NUTS,2010,HR04,2,0.1831
2018,NUTS,2010,HR04,2,0.1883
2019,NUTS,2010,HR04,2,0.183
2006,NUTS,2010,HU,0,0.1057
2007,NUTS,2010,HU,0,0.0979
2008,NUTS,2010,HU,0,0.0998
2009,NUTS,2010,HU,0,0.104
2010,NUTS,2010,HU,0,0.1085
2011,NUTS,2010,HU,0,0.1155
2012,NUTS,2010,HU,0,0.1024
2013,NUTS,2010,HU,0,0.0993
2014,NUTS,2010,HU,0,0.0949
2015,NUTS,2010,HU,0,0.0909
2016,NUTS,2010,HU,0,0.093
2017,NUTS,2010,HU,0,0.097
2018,NUTS,2010,HU,0,0.1006
2019,NUTS,2010,HU,0,0.1275
2006,NUTS,2010,HU1,1,0.2618
2007,NUTS,2010,HU1,1,0.2375
2008,NUTS,2010,HU1,1,0.2493
2009,NUTS,2010,HU1,1,0.2784
2010,NUTS,2010,HU1,1,0.2958
2011,NUTS,2010,HU1,1,0.3158
2012,NUTS,2010,HU1,1,0.2678
2013,NUTS,2010,HU1,1,0.2521
2014,NUTS,2010,HU1,1,0.2341
2015,NUTS,2010,HU1,1,0.2231
2016,NUTS,2010,HU1,1,0.231
2017,NUTS,2010,HU1,1,0.2471
2018,NUTS,2010,HU1,1,0.2517
2019,NUTS,2010,HU1,1,0.3303
2006,NUTS,2010,HU10,2,0.2618
2007,NUTS,2010,HU10,2,0.2375
2008,NUTS,2010,HU10,2,0.2493
2009,NUTS,2010,HU10,2,0.2784
2010,NUTS,2010,HU10,2,0.2958
2011,NUTS,2010,HU10,2,0.3158
2012,NUTS,2010,HU10,2,0.2678
2013,NUTS,2010,HU10,2,0.2521
2014,NUTS,2010,HU10,2,0.2341
2015,NUTS,2010,HU10,2,0.2231
2016,NUTS,2010,HU10,2,0.231
2017,NUTS,2010,HU11,2,0.3585
2018,NUTS,2010,HU11,2,0.3712
2019,NUTS,2010,HU11,2,0.5026
2017,NUTS,2010,HU12,2,0.0724
2018,NUTS,2010,HU12,2,0.0725
2019,NUTS,2010,HU12,2,0.0821
2006,NUTS,2010,HU2,1,0.025
2007,NUTS,2010,HU2,1,0.0242
2008,NUTS,2010,HU2,1,0.0238
2009,NUTS,2010,HU2,1,0.0266
2010,NUTS,2010,HU2,1,0.0279
2011,NUTS,2010,HU2,1,0.0305
2012,NUTS,2010,HU2,1,0.0348
2013,NUTS,2010,HU2,1,0.0494
2014,NUTS,2010,HU2,1,0.0533
2015,NUTS,2010,HU2,1,0.053
2016,NUTS,2010,HU2,1,0.0516
2017,NUTS,2010,HU2,1,0.0493
2018,NUTS,2010,HU2,1,0.0516
2019,NUTS,2010,HU2,1,0.049
2006,NUTS,2010,HU21,2,0.037
2007,NUTS,2010,HU21,2,0.0271
2008,NUTS,2010,HU21,2,0.0266
2009,NUTS,2010,HU21,2,0.0367
2010,NUTS,2010,HU21,2,0.0351
2011,NUTS,2010,HU21,2,0.0408
2012,NUTS,2010,HU21,2,0.0726
2013,NUTS,2010,HU21,2,0.0865
2014,NUTS,2010,HU21,2,0.0879
2015,NUTS,2010,HU21,2,0.0851
2016,NUTS,2010,HU21,2,0.0848
2017,NUTS,2010,HU21,2,0.0845
2018,NUTS,2010,HU21,2,0.1069
2019,NUTS,2010,HU21,2,0.0954
2006,NUTS,2010,HU22,2,0.0163
2007,NUTS,2010,HU22,2,0.0179
2008,NUTS,2010,HU22,2,0.0187
2009,NUTS,2010,HU22,2,0.0158
2010,NUTS,2010,HU22,2,0.0142
2011,NUTS,2010,HU22,2,0.0162
2012,NUTS,2010,HU22,2,0.0176
2013,NUTS,2010,HU22,2,0.0274
2014,NUTS,2010,HU22,2,0.0254
2015,NUTS,2010,HU22,2,0.029
2016,NUTS,2010,HU22,2,0.0263
2017,NUTS,2010,HU22,2,0.0197
2018,NUTS,2010,HU22,2,0.0339
2019,NUTS,2010,HU22,2,0.0375
2006,NUTS,2010,HU23,2,0.0196
2007,NUTS,2010,HU23,2,0.0283
2008,NUTS,2010,HU23,2,0.0263
2009,NUTS,2010,HU23,2,0.027
2010,NUTS,2010,HU23,2,0.0351
2011,NUTS,2010,HU23,2,0.0344
2012,NUTS,2010,HU23,2,0.0066
2013,NUTS,2010,HU23,2,0.0295
2014,NUTS,2010,HU23,2,0.0432
2015,NUTS,2010,HU23,2,0.04
2016,NUTS,2010,HU23,2,0.04
2017,NUTS,2010,HU23,2,0.0395
2018,NUTS,2010,HU23,2,0.0018
2019,NUTS,2010,HU23,2,0.0024
2006,NUTS,2010,HU3,1,0.0316
2007,NUTS,2010,HU3,1,0.0317
2008,NUTS,2010,HU3,1,0.0253
2009,NUTS,2010,HU3,1,0.0303
2010,NUTS,2010,HU3,1,0.0299
2011,NUTS,2010,HU3,1,0.0311
2012,NUTS,2010,HU3,1,0.0265
2013,NUTS,2010,HU3,1,0.0212
2014,NUTS,2010,HU3,1,0.02
2015,NUTS,2010,HU3,1,0.0185
2016,NUTS,2010,HU3,1,0.0173
2017,NUTS,2010,HU3,1,0.0166
2018,NUTS,2010,HU3,1,0.0223
2019,NUTS,2010,HU3,1,0.0256
2006,NUTS,2010,HU31,2,0.0057
2007,NUTS,2010,HU31,2,0.0074
2008,NUTS,2010,HU31,2,0.0044
2009,NUTS,2010,HU31,2,0.0089
2010,NUTS,2010,HU31,2,0.0108
2011,NUTS,2010,HU31,2,0.0105
2012,NUTS,2010,HU31,2,0.0022
2013,NUTS,2010,HU31,2,0.0038
2014,NUTS,2010,HU31,2,0.001
2015,NUTS,2010,HU31,2,0.001
2016,NUTS,2010,HU31,2,0.0005
2017,NUTS,2010,HU31,2,0.0009
2018,NUTS,2010,HU31,2,0.0009
2019,NUTS,2010,HU31,2,0.0009
2006,NUTS,2010,HU32,2,0.0221
2007,NUTS,2010,HU32,2,0.0169
2008,NUTS,2010,HU32,2,0.0126
2009,NUTS,2010,HU32,2,0.0178
2010,NUTS,2010,HU32,2,0.0168
2011,NUTS,2010,HU32,2,0.0203
2012,NUTS,2010,HU32,2,0.0205
2013,NUTS,2010,HU32,2,0.0075
2014,NUTS,2010,HU32,2,0.015
2015,NUTS,2010,HU32,2,0.0162
2016,NUTS,2010,HU32,2,0.0147
2017,NUTS,2010,HU32,2,0.0128
2018,NUTS,2010,HU32,2,0.0153
2019,NUTS,2010,HU32,2,0.0169
2006,NUTS,2010,HU33,2,0.0643
2007,NUTS,2010,HU33,2,0.0677
2008,NUTS,2010,HU33,2,0.0563
2009,NUTS,2010,HU33,2,0.0612
2010,NUTS,2010,HU33,2,0.059
2011,NUTS,2010,HU33,2,0.0596
2012,NUTS,2010,HU33,2,0.0531
2013,NUTS,2010,HU33,2,0.0504
2014,NUTS,2010,HU33,2,0.0415
2015,NUTS,2010,HU33,2,0.036
2016,NUTS,2010,HU33,2,0.034
2017,NUTS,2010,HU33,2,0.0343
2018,NUTS,2010,HU33,2,0.0489
2019,NUTS,2010,HU33,2,0.0562
2002,NUTS,2010,IE,0,0.0202
2003,NUTS,2010,IE,0,0.0206
2004,NUTS,2010,IE,0,0.0212
2005,NUTS,2010,IE,0,0.0174
2006,NUTS,2010,IE,0,0.02
2007,NUTS,2010,IE,0,0.02
2008,NUTS,2010,IE,0,0.0212
2009,NUTS,2010,IE,0,0.0198
2010,NUTS,2010,IE,0,0.0216
2011,NUTS,2010,IE,0,0.0226
2012,NUTS,2010,IE,0,0.0211
2013,NUTS,2010,IE,0,0.0188
2014,NUTS,2010,IE,0,0.0201
2015,NUTS,2010,IE,0,0.0225
2017,NUTS,2010,IE,0,0.026
2019,NUTS,2010,IE,0,0.0269
2002,NUTS,2010,IE0,1,0.0211
2003,NUTS,2010,IE0,1,0.0214
2004,NUTS,2010,IE0,1,0.0223
2005,NUTS,2010,IE0,1,0.018
2006,NUTS,2010,IE0,1,0.0207
2007,NUTS,2010,IE0,1,0.0198
2008,NUTS,2010,IE0,1,0.0209
2009,NUTS,2010,IE0,1,0.0195
2010,NUTS,2010,IE0,1,0.0213
2011,NUTS,2010,IE0,1,0.0222
2012,NUTS,2010,IE0,1,0.0207
2013,NUTS,2010,IE0,1,0.0185
2002,NUTS,2010,IE01,2,0.0058
2003,NUTS,2010,IE01,2,0.0061
2004,NUTS,2010,IE01,2,0.0064
2005,NUTS,2010,IE01,2,0.0074
2006,NUTS,2010,IE01,2,0.01
2007,NUTS,2010,IE01,2,0.0118
2008,NUTS,2010,IE01,2,0.0124
2009,NUTS,2010,IE01,2,0.0117
2010,NUTS,2010,IE01,2,0.013
2011,NUTS,2010,IE01,2,0.0132
2012,NUTS,2010,IE01,2,0.0124
2013,NUTS,2010,IE01,2,0.0112
2002,NUTS,2010,IE02,2,0.0258
