year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_gov_rse_pc_emp_fte
2011,NUTS,2010,RO12,2,0.0099
2012,NUTS,2010,RO12,2,0.0119
2013,NUTS,2010,RO12,2,0.0145
2014,NUTS,2010,RO12,2,0.0182
2015,NUTS,2010,RO12,2,0.0168
2016,NUTS,2010,RO12,2,0.0147
2017,NUTS,2010,RO12,2,0.0122
2018,NUTS,2010,RO12,2,0.0116
2019,NUTS,2010,RO12,2,0.0138
2002,NUTS,2010,RO2,1,0.0149
2003,NUTS,2010,RO2,1,0.0146
2004,NUTS,2010,RO2,1,0.0198
2005,NUTS,2010,RO2,1,0.018
2006,NUTS,2010,RO2,1,0.0201
2007,NUTS,2010,RO2,1,0.0219
2008,NUTS,2010,RO2,1,0.0231
2009,NUTS,2010,RO2,1,0.0206
2010,NUTS,2010,RO2,1,0.0254
2011,NUTS,2010,RO2,1,0.0304
2012,NUTS,2010,RO2,1,0.0293
2013,NUTS,2010,RO2,1,0.0297
2014,NUTS,2010,RO2,1,0.0298
2015,NUTS,2010,RO2,1,0.0318
2016,NUTS,2010,RO2,1,0.0322
2017,NUTS,2010,RO2,1,0.0313
2018,NUTS,2010,RO2,1,0.0335
2019,NUTS,2010,RO2,1,0.0348
2002,NUTS,2010,RO21,2,0.0196
2003,NUTS,2010,RO21,2,0.0194
2004,NUTS,2010,RO21,2,0.0268
2005,NUTS,2010,RO21,2,0.0246
2006,NUTS,2010,RO21,2,0.027
2007,NUTS,2010,RO21,2,0.0288
2008,NUTS,2010,RO21,2,0.031
2009,NUTS,2010,RO21,2,0.0276
2010,NUTS,2010,RO21,2,0.0302
2011,NUTS,2010,RO21,2,0.0341
2012,NUTS,2010,RO21,2,0.033
2013,NUTS,2010,RO21,2,0.0338
2014,NUTS,2010,RO21,2,0.0339
2015,NUTS,2010,RO21,2,0.0354
2016,NUTS,2010,RO21,2,0.037
2017,NUTS,2010,RO21,2,0.0344
2018,NUTS,2010,RO21,2,0.0378
2019,NUTS,2010,RO21,2,0.0389
2002,NUTS,2010,RO22,2,0.0071
2003,NUTS,2010,RO22,2,0.007
2004,NUTS,2010,RO22,2,0.0089
2005,NUTS,2010,RO22,2,0.0072
2006,NUTS,2010,RO22,2,0.0093
2007,NUTS,2010,RO22,2,0.0101
2008,NUTS,2010,RO22,2,0.0102
2009,NUTS,2010,RO22,2,0.0092
2010,NUTS,2010,RO22,2,0.0174
2011,NUTS,2010,RO22,2,0.0241
2012,NUTS,2010,RO22,2,0.0231
2013,NUTS,2010,RO22,2,0.0224
2014,NUTS,2010,RO22,2,0.0218
2015,NUTS,2010,RO22,2,0.0252
2016,NUTS,2010,RO22,2,0.0235
2017,NUTS,2010,RO22,2,0.0255
2018,NUTS,2010,RO22,2,0.0256
2019,NUTS,2010,RO22,2,0.0273
2002,NUTS,2010,RO3,1,0.2209
2003,NUTS,2010,RO3,1,0.2268
2004,NUTS,2010,RO3,1,0.2294
2005,NUTS,2010,RO3,1,0.327
2006,NUTS,2010,RO3,1,0.1971
2007,NUTS,2010,RO3,1,0.2024
2008,NUTS,2010,RO3,1,0.2244
2009,NUTS,2010,RO3,1,0.2038
2010,NUTS,2010,RO3,1,0.207
2011,NUTS,2010,RO3,1,0.1996
2012,NUTS,2010,RO3,1,0.2189
2013,NUTS,2010,RO3,1,0.2339
2014,NUTS,2010,RO3,1,0.2292
2015,NUTS,2010,RO3,1,0.241
2016,NUTS,2010,RO3,1,0.2455
2017,NUTS,2010,RO3,1,0.2236
2018,NUTS,2010,RO3,1,0.2179
2019,NUTS,2010,RO3,1,0.2276
2002,NUTS,2010,RO31,2,0.0009
2006,NUTS,2010,RO31,2,0.0006
2007,NUTS,2010,RO31,2,0.0051
2008,NUTS,2010,RO31,2,0.0065
2009,NUTS,2010,RO31,2,0.0042
2010,NUTS,2010,RO31,2,0.0026
2011,NUTS,2010,RO31,2,0.0164
2012,NUTS,2010,RO31,2,0.0159
2013,NUTS,2010,RO31,2,0.0156
2014,NUTS,2010,RO31,2,0.0151
2015,NUTS,2010,RO31,2,0.0163
2016,NUTS,2010,RO31,2,0.0171
2017,NUTS,2010,RO31,2,0.0142
2018,NUTS,2010,RO31,2,0.0114
2019,NUTS,2010,RO31,2,0.0111
2002,NUTS,2010,RO32,2,0.567
2003,NUTS,2010,RO32,2,0.5959
2004,NUTS,2010,RO32,2,0.569
2005,NUTS,2010,RO32,2,0.7734
2006,NUTS,2010,RO32,2,0.4543
2007,NUTS,2010,RO32,2,0.4693
2008,NUTS,2010,RO32,2,0.5162
2009,NUTS,2010,RO32,2,0.4571
2010,NUTS,2010,RO32,2,0.4435
2011,NUTS,2010,RO32,2,0.3937
2012,NUTS,2010,RO32,2,0.4436
2013,NUTS,2010,RO32,2,0.4843
2014,NUTS,2010,RO32,2,0.474
2015,NUTS,2010,RO32,2,0.4767
2016,NUTS,2010,RO32,2,0.4678
2017,NUTS,2010,RO32,2,0.4357
2018,NUTS,2010,RO32,2,0.4238
2019,NUTS,2010,RO32,2,0.4335
2002,NUTS,2010,RO4,1,0.0157
2003,NUTS,2010,RO4,1,0.0179
2004,NUTS,2010,RO4,1,0.0263
2005,NUTS,2010,RO4,1,0.0229
2006,NUTS,2010,RO4,1,0.0231
2007,NUTS,2010,RO4,1,0.0243
2008,NUTS,2010,RO4,1,0.0249
2009,NUTS,2010,RO4,1,0.0215
2010,NUTS,2010,RO4,1,0.0246
2011,NUTS,2010,RO4,1,0.0226
2012,NUTS,2010,RO4,1,0.0161
2013,NUTS,2010,RO4,1,0.0233
2014,NUTS,2010,RO4,1,0.0211
2015,NUTS,2010,RO4,1,0.0271
2016,NUTS,2010,RO4,1,0.0288
2017,NUTS,2010,RO4,1,0.0268
2018,NUTS,2010,RO4,1,0.029
2019,NUTS,2010,RO4,1,0.0321
2002,NUTS,2010,RO41,2,0.014
2003,NUTS,2010,RO41,2,0.0159
2004,NUTS,2010,RO41,2,0.0144
2005,NUTS,2010,RO41,2,0.0159
2006,NUTS,2010,RO41,2,0.0154
2007,NUTS,2010,RO41,2,0.0179
2008,NUTS,2010,RO41,2,0.0188
2009,NUTS,2010,RO41,2,0.0183
2010,NUTS,2010,RO41,2,0.0172
2011,NUTS,2010,RO41,2,0.0239
2012,NUTS,2010,RO41,2,0.0134
2013,NUTS,2010,RO41,2,0.0253
2014,NUTS,2010,RO41,2,0.0207
2015,NUTS,2010,RO41,2,0.0318
2016,NUTS,2010,RO41,2,0.0323
2017,NUTS,2010,RO41,2,0.0293
2018,NUTS,2010,RO41,2,0.0295
2019,NUTS,2010,RO41,2,0.0326
2002,NUTS,2010,RO42,2,0.0181
2003,NUTS,2010,RO42,2,0.0207
2004,NUTS,2010,RO42,2,0.0427
2005,NUTS,2010,RO42,2,0.0325
2006,NUTS,2010,RO42,2,0.0332
2007,NUTS,2010,RO42,2,0.0323
2008,NUTS,2010,RO42,2,0.0326
2009,NUTS,2010,RO42,2,0.0255
2010,NUTS,2010,RO42,2,0.0339
2011,NUTS,2010,RO42,2,0.021
2012,NUTS,2010,RO42,2,0.0197
2013,NUTS,2010,RO42,2,0.0207
2014,NUTS,2010,RO42,2,0.0216
2015,NUTS,2010,RO42,2,0.0216
2016,NUTS,2010,RO42,2,0.0249
2017,NUTS,2010,RO42,2,0.0239
2018,NUTS,2010,RO42,2,0.0283
2019,NUTS,2010,RO42,2,0.0314
2010,NUTS,2010,RS,0,0.1462
2011,NUTS,2010,RS,0,0.1728
2012,NUTS,2010,RS,0,0.1841
2013,NUTS,2010,RS,0,0.1876
2014,NUTS,2010,RS,0,0.1643
2015,NUTS,2010,RS,0,0.1711
2016,NUTS,2010,RS,0,0.1563
2017,NUTS,2010,RS,0,0.158
2018,NUTS,2010,RS,0,0.163
2019,NUTS,2010,RS,0,0.167
2020,NUTS,2010,RS,0,0.176
2018,NUTS,2010,RS1,1,0.2758
2019,NUTS,2010,RS1,1,0.2811
2020,NUTS,2010,RS1,1,0.2896
2018,NUTS,2010,RS11,2,0.4931
2019,NUTS,2010,RS11,2,0.4989
2020,NUTS,2010,RS11,2,0.5148
2018,NUTS,2010,RS12,2,0.0438
2019,NUTS,2010,RS12,2,0.0491
2020,NUTS,2010,RS12,2,0.0515
2018,NUTS,2010,RS2,1,0.0079
2019,NUTS,2010,RS2,1,0.0086
2020,NUTS,2010,RS2,1,0.0153
2018,NUTS,2010,RS21,2,0.0038
2019,NUTS,2010,RS21,2,0.004
2020,NUTS,2010,RS21,2,0.0127
2018,NUTS,2010,RS22,2,0.0139
2019,NUTS,2010,RS22,2,0.0154
2020,NUTS,2010,RS22,2,0.0191
2003,NUTS,2010,SE,0,0.0395
2005,NUTS,2010,SE,0,0.0513
2007,NUTS,2010,SE,0,0.0355
2009,NUTS,2010,SE,0,0.0249
2011,NUTS,2010,SE,0,0.0395
2013,NUTS,2010,SE,0,0.0472
2015,NUTS,2010,SE,0,0.0664
2017,NUTS,2010,SE,0,0.0792
2019,NUTS,2010,SE,0,0.0732
2017,NUTS,2010,SE1,1,0.0947
2019,NUTS,2010,SE1,1,0.088
2017,NUTS,2010,SE11,2,0.0938
2019,NUTS,2010,SE11,2,0.0801
2017,NUTS,2010,SE12,2,0.0962
2019,NUTS,2010,SE12,2,0.1005
2017,NUTS,2010,SE2,1,0.0657
2019,NUTS,2010,SE2,1,0.0621
2017,NUTS,2010,SE21,2,0.0174
2019,NUTS,2010,SE21,2,0.0252
2017,NUTS,2010,SE22,2,0.1108
2019,NUTS,2010,SE22,2,0.0383
2017,NUTS,2010,SE23,2,0.0534
2019,NUTS,2010,SE23,2,0.0934
2017,NUTS,2010,SE3,1,0.0548
2019,NUTS,2010,SE3,1,0.043
2017,NUTS,2010,SE31,2,0.0361
2019,NUTS,2010,SE31,2,0.0274
2017,NUTS,2010,SE32,2,0.0342
2019,NUTS,2010,SE32,2,0.012
2017,NUTS,2010,SE33,2,0.0987
2019,NUTS,2010,SE33,2,0.0929
1997,NUTS,2010,SI,0,0.1353
1998,NUTS,2010,SI,0,0.1468
1999,NUTS,2010,SI,0,0.1543
2000,NUTS,2010,SI,0,0.1588
2001,NUTS,2010,SI,0,0.1532
2002,NUTS,2010,SI,0,0.1565
2003,NUTS,2010,SI,0,0.1023
2004,NUTS,2010,SI,0,0.1053
2005,NUTS,2010,SI,0,0.1579
2006,NUTS,2010,SI,0,0.1689
2007,NUTS,2010,SI,0,0.1882
2008,NUTS,2010,SI,0,0.2038
2009,NUTS,2010,SI,0,0.2133
2010,NUTS,2010,SI,0,0.2098
2011,NUTS,2010,SI,0,0.2048
2012,NUTS,2010,SI,0,0.2104
2013,NUTS,2010,SI,0,0.2142
2014,NUTS,2010,SI,0,0.2092
2015,NUTS,2010,SI,0,0.1926
2016,NUTS,2010,SI,0,0.1904
2017,NUTS,2010,SI,0,0.1594
2018,NUTS,2010,SI,0,0.18
2019,NUTS,2010,SI,0,0.1975
1999,NUTS,2010,SI0,1,0.1488
2000,NUTS,2010,SI0,1,0.1552
2001,NUTS,2010,SI0,1,0.1492
2002,NUTS,2010,SI0,1,0.15
2003,NUTS,2010,SI0,1,0.1001
2004,NUTS,2010,SI0,1,0.1015
2005,NUTS,2010,SI0,1,0.154
2006,NUTS,2010,SI0,1,0.1648
2007,NUTS,2010,SI0,1,0.1825
2008,NUTS,2010,SI0,1,0.1992
2009,NUTS,2010,SI0,1,0.2067
2010,NUTS,2010,SI0,1,0.2033
2011,NUTS,2010,SI0,1,0.1986
2012,NUTS,2010,SI0,1,0.2054
2013,NUTS,2010,SI0,1,0.2088
2014,NUTS,2010,SI0,1,0.2024
2015,NUTS,2010,SI0,1,0.1881
2016,NUTS,2010,SI0,1,0.1868
2017,NUTS,2010,SI0,1,0.1561
2018,NUTS,2010,SI0,1,0.1758
2019,NUTS,2010,SI0,1,0.1943
2013,NUTS,2010,SI03,2,0.028
2014,NUTS,2010,SI03,2,0.0051
2015,NUTS,2010,SI03,2,0.0028
2016,NUTS,2010,SI03,2,0.0019
2017,NUTS,2010,SI03,2,0.0026
2018,NUTS,2010,SI03,2,0.0107
2019,NUTS,2010,SI03,2,0.003
2013,NUTS,2010,SI04,2,0.3994
2014,NUTS,2010,SI04,2,0.4103
2015,NUTS,2010,SI04,2,0.3808
2016,NUTS,2010,SI04,2,0.3773
2017,NUTS,2010,SI04,2,0.3192
2018,NUTS,2010,SI04,2,0.3557
2019,NUTS,2010,SI04,2,0.3958
1998,NUTS,2010,SK,0,0.1098
1999,NUTS,2010,SK,0,0.111
2000,NUTS,2010,SK,0,0.1184
2001,NUTS,2010,SK,0,0.111
2002,NUTS,2010,SK,0,0.114
2003,NUTS,2010,SK,0,0.1113
2004,NUTS,2010,SK,0,0.1047
2005,NUTS,2010,SK,0,0.113
2006,NUTS,2010,SK,0,0.1083
2007,NUTS,2010,SK,0,0.1254
2008,NUTS,2010,SK,0,0.1226
2009,NUTS,2010,SK,0,0.1123
2010,NUTS,2010,SK,0,0.1224
2011,NUTS,2010,SK,0,0.1201
2012,NUTS,2010,SK,0,0.1247
2013,NUTS,2010,SK,0,0.1133
2014,NUTS,2010,SK,0,0.1358
2015,NUTS,2010,SK,0,0.1338
2016,NUTS,2010,SK,0,0.1277
2017,NUTS,2010,SK,0,0.124
2018,NUTS,2010,SK,0,0.1272
2019,NUTS,2010,SK,0,0.1264
2020,NUTS,2010,SK,0,0.1302
2000,NUTS,2010,SK01,2,0.5748
2001,NUTS,2010,SK01,2,0.5545
2002,NUTS,2010,SK01,2,0.6124
2003,NUTS,2010,SK01,2,0.5737
2004,NUTS,2010,SK01,2,0.5439
2005,NUTS,2010,SK01,2,0.5566
2006,NUTS,2010,SK01,2,0.5221
2007,NUTS,2010,SK01,2,0.6055
2008,NUTS,2010,SK01,2,0.6131
2009,NUTS,2010,SK01,2,0.6066
2010,NUTS,2010,SK01,2,0.6377
2011,NUTS,2010,SK01,2,0.6413
2012,NUTS,2010,SK01,2,0.6521
2013,NUTS,2010,SK01,2,0.6532
2014,NUTS,2010,SK01,2,0.6795
2015,NUTS,2010,SK01,2,0.6905
2016,NUTS,2010,SK01,2,0.6688
2017,NUTS,2010,SK01,2,0.6671
2018,NUTS,2010,SK01,2,0.708
2019,NUTS,2010,SK01,2,0.7258
2020,NUTS,2010,SK01,2,0.7656
2000,NUTS,2010,SK02,2,0.0229
2001,NUTS,2010,SK02,2,0.0187
2002,NUTS,2010,SK02,2,0.0245
2003,NUTS,2010,SK02,2,0.0234
2004,NUTS,2010,SK02,2,0.0186
2005,NUTS,2010,SK02,2,0.0235
2006,NUTS,2010,SK02,2,0.0255
2007,NUTS,2010,SK02,2,0.0309
2008,NUTS,2010,SK02,2,0.0288
2009,NUTS,2010,SK02,2,0.0169
2010,NUTS,2010,SK02,2,0.0321
2011,NUTS,2010,SK02,2,0.0286
2012,NUTS,2010,SK02,2,0.0308
2013,NUTS,2010,SK02,2,0.0114
2014,NUTS,2010,SK02,2,0.0636
2015,NUTS,2010,SK02,2,0.0503
2016,NUTS,2010,SK02,2,0.0404
2017,NUTS,2010,SK02,2,0.0394
2018,NUTS,2010,SK02,2,0.0396
2019,NUTS,2010,SK02,2,0.0301
2020,NUTS,2010,SK02,2,0.0262
2000,NUTS,2010,SK03,2,0.0229
2001,NUTS,2010,SK03,2,0.0203
2002,NUTS,2010,SK03,2,0.0147
2003,NUTS,2010,SK03,2,0.0128
2004,NUTS,2010,SK03,2,0.0162
2005,NUTS,2010,SK03,2,0.0212
2006,NUTS,2010,SK03,2,0.0211
2007,NUTS,2010,SK03,2,0.0316
2008,NUTS,2010,SK03,2,0.0254
2009,NUTS,2010,SK03,2,0.0197
2010,NUTS,2010,SK03,2,0.0237
2011,NUTS,2010,SK03,2,0.0201
2012,NUTS,2010,SK03,2,0.0239
2013,NUTS,2010,SK03,2,0.0088
2014,NUTS,2010,SK03,2,0.0171
2015,NUTS,2010,SK03,2,0.0298
2016,NUTS,2010,SK03,2,0.0366
2017,NUTS,2010,SK03,2,0.027
2018,NUTS,2010,SK03,2,0.0242
2019,NUTS,2010,SK03,2,0.0214
2020,NUTS,2010,SK03,2,0.0254
2000,NUTS,2010,SK04,2,0.0587
2001,NUTS,2010,SK04,2,0.0542
2002,NUTS,2010,SK04,2,0.0387
2003,NUTS,2010,SK04,2,0.0515
2004,NUTS,2010,SK04,2,0.0557
2005,NUTS,2010,SK04,2,0.0605
2006,NUTS,2010,SK04,2,0.0599
2007,NUTS,2010,SK04,2,0.0609
2008,NUTS,2010,SK04,2,0.054
2009,NUTS,2010,SK04,2,0.0609
2010,NUTS,2010,SK04,2,0.0686
2011,NUTS,2010,SK04,2,0.0707
2012,NUTS,2010,SK04,2,0.0741
2013,NUTS,2010,SK04,2,0.0747
2014,NUTS,2010,SK04,2,0.0817
2015,NUTS,2010,SK04,2,0.0743
2016,NUTS,2010,SK04,2,0.0605
2017,NUTS,2010,SK04,2,0.0522
2018,NUTS,2010,SK04,2,0.0472
2019,NUTS,2010,SK04,2,0.049
2020,NUTS,2010,SK04,2,0.0496
2006,NUTS,2010,TR,0,0.0268
2007,NUTS,2010,TR,0,0.026
2008,NUTS,2010,TR,0,0.0257
2009,NUTS,2010,TR,0,0.028
2010,NUTS,2010,TR,0,0.0271
2011,NUTS,2010,TR,0,0.0267
2012,NUTS,2010,TR,0,0.0262
2013,NUTS,2010,TR,0,0.0252
2014,NUTS,2010,TR,0,0.0261
2015,NUTS,2010,TR,0,0.0252
2016,NUTS,2010,TR,0,0.0259
2017,NUTS,2010,TR,0,0.0254
2018,NUTS,2010,TR,0,0.0247
2019,NUTS,2010,TR,0,0.0212
2020,NUTS,2010,TR,0,0.0242
2000,NUTS,2010,UK,0,0.0271
2001,NUTS,2010,UK,0,0.0232
2002,NUTS,2010,UK,0,0.0231
2003,NUTS,2010,UK,0,0.0235
2004,NUTS,2010,UK,0,0.0228
2005,NUTS,2010,UK,0,0.0231
2006,NUTS,2010,UK,0,0.0217
2007,NUTS,2010,UK,0,0.0206
2008,NUTS,2010,UK,0,0.0218
2009,NUTS,2010,UK,0,0.0218
2010,NUTS,2010,UK,0,0.021
2011,NUTS,2010,UK,0,0.0185
2012,NUTS,2010,UK,0,0.0192
2013,NUTS,2010,UK,0,0.0188
2014,NUTS,2010,UK,0,0.0186
2015,NUTS,2010,UK,0,0.0181
2016,NUTS,2010,UK,0,0.0179
2017,NUTS,2010,UK,0,0.0176
2018,NUTS,2010,UK,0,0.0176
