year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_pc_emp_fte_rse_t
2011,NUTS,2010,PL51,2,0.0737
2012,NUTS,2010,PL51,2,0.108
2013,NUTS,2010,PL51,2,0.1433
2014,NUTS,2010,PL51,2,0.1769
2015,NUTS,2010,PL51,2,0.2006
2016,NUTS,2010,PL51,2,0.2509
2017,NUTS,2010,PL51,2,0.3403
2018,NUTS,2010,PL51,2,0.4196
2019,NUTS,2010,PL51,2,0.4545
2011,NUTS,2010,PL52,2,0.0125
2012,NUTS,2010,PL52,2,0.016
2013,NUTS,2010,PL52,2,0.028
2014,NUTS,2010,PL52,2,0.0268
2015,NUTS,2010,PL52,2,0.0444
2016,NUTS,2010,PL52,2,0.0938
2017,NUTS,2010,PL52,2,0.1287
2018,NUTS,2010,PL52,2,0.1194
2019,NUTS,2010,PL52,2,0.1237
2011,NUTS,2010,PL6,1,0.0739
2012,NUTS,2010,PL6,1,0.0981
2013,NUTS,2010,PL6,1,0.1019
2014,NUTS,2010,PL6,1,0.1247
2015,NUTS,2010,PL6,1,0.147
2016,NUTS,2010,PL6,1,0.1711
2017,NUTS,2010,PL6,1,0.2212
2018,NUTS,2010,PL6,1,0.2732
2019,NUTS,2010,PL6,1,0.2888
2011,NUTS,2010,PL61,2,0.0248
2012,NUTS,2010,PL61,2,0.0594
2013,NUTS,2010,PL61,2,0.0414
2014,NUTS,2010,PL61,2,0.0515
2015,NUTS,2010,PL61,2,0.0914
2016,NUTS,2010,PL61,2,0.111
2017,NUTS,2010,PL61,2,0.1576
2018,NUTS,2010,PL61,2,0.1525
2019,NUTS,2010,PL61,2,0.1546
2011,NUTS,2010,PL62,2,0.004
2012,NUTS,2010,PL62,2,0.0109
2013,NUTS,2010,PL62,2,0.0143
2014,NUTS,2010,PL62,2,0.0197
2015,NUTS,2010,PL62,2,0.0254
2016,NUTS,2010,PL62,2,0.0562
2017,NUTS,2010,PL62,2,0.0752
2018,NUTS,2010,PL62,2,0.067
2019,NUTS,2010,PL62,2,0.0893
2011,NUTS,2010,PL63,2,0.1665
2012,NUTS,2010,PL63,2,0.1851
2013,NUTS,2010,PL63,2,0.2052
2014,NUTS,2010,PL63,2,0.2496
2015,NUTS,2010,PL63,2,0.262
2016,NUTS,2010,PL63,2,0.2868
2017,NUTS,2010,PL63,2,0.3563
2018,NUTS,2010,PL63,2,0.4909
2019,NUTS,2010,PL63,2,0.5105
2016,NUTS,2010,PL7,1,0.1193
2017,NUTS,2010,PL7,1,0.1308
2018,NUTS,2010,PL7,1,0.1262
2019,NUTS,2010,PL7,1,0.1408
2016,NUTS,2010,PL71,2,0.1509
2017,NUTS,2010,PL71,2,0.1606
2018,NUTS,2010,PL71,2,0.1549
2019,NUTS,2010,PL71,2,0.1772
2016,NUTS,2010,PL72,2,0.0512
2017,NUTS,2010,PL72,2,0.0665
2018,NUTS,2010,PL72,2,0.0628
2019,NUTS,2010,PL72,2,0.0638
2016,NUTS,2010,PL8,1,0.1714
2018,NUTS,2010,PL8,1,0.1805
2019,NUTS,2010,PL8,1,0.1802
2016,NUTS,2010,PL81,2,0.0791
2017,NUTS,2010,PL81,2,0.1006
2018,NUTS,2010,PL81,2,0.0973
2019,NUTS,2010,PL81,2,0.0837
2016,NUTS,2010,PL82,2,0.3236
2018,NUTS,2010,PL82,2,0.3193
2019,NUTS,2010,PL82,2,0.3187
2016,NUTS,2010,PL84,2,0.0747
2018,NUTS,2010,PL84,2,0.0911
2019,NUTS,2010,PL84,2,0.1141
2016,NUTS,2010,PL9,1,0.6165
2017,NUTS,2010,PL9,1,0.8537
2018,NUTS,2010,PL9,1,0.8772
2019,NUTS,2010,PL9,1,0.8064
2016,NUTS,2010,PL91,2,1.0667
2017,NUTS,2010,PL91,2,1.49
2019,NUTS,2010,PL91,2,1.288
2016,NUTS,2010,PL92,2,0.0499
2017,NUTS,2010,PL92,2,0.0643
2019,NUTS,2010,PL92,2,0.0928
2011,NUTS,2010,PT,0,0.2827
2012,NUTS,2010,PT,0,0.2902
2013,NUTS,2010,PT,0,0.2485
2014,NUTS,2010,PT,0,0.2694
2015,NUTS,2010,PT,0,0.2784
2016,NUTS,2010,PT,0,0.312
2017,NUTS,2010,PT,0,0.3455
2018,NUTS,2010,PT,0,0.3663
2019,NUTS,2010,PT,0,0.4167
2020,NUTS,2010,PT,0,0.4857
2011,NUTS,2010,PT1,1,0.2683
2012,NUTS,2010,PT1,1,0.2736
2013,NUTS,2010,PT1,1,0.2362
2014,NUTS,2010,PT1,1,0.2602
2015,NUTS,2010,PT1,1,0.2704
2016,NUTS,2010,PT1,1,0.3046
2017,NUTS,2010,PT1,1,0.3379
2018,NUTS,2010,PT1,1,0.3576
2019,NUTS,2010,PT1,1,0.4077
2020,NUTS,2010,PT1,1,0.476
2011,NUTS,2010,PT11,2,0.2151
2012,NUTS,2010,PT11,2,0.2251
2013,NUTS,2010,PT11,2,0.2183
2014,NUTS,2010,PT11,2,0.2656
2015,NUTS,2010,PT11,2,0.2686
2016,NUTS,2010,PT11,2,0.2994
2017,NUTS,2010,PT11,2,0.3523
2018,NUTS,2010,PT11,2,0.3612
2019,NUTS,2010,PT11,2,0.4348
2020,NUTS,2010,PT11,2,0.526
2011,NUTS,2010,PT15,2,0.038
2012,NUTS,2010,PT15,2,0.0345
2013,NUTS,2010,PT15,2,0.0309
2014,NUTS,2010,PT15,2,0.031
2015,NUTS,2010,PT15,2,0.0373
2016,NUTS,2010,PT15,2,0.038
2017,NUTS,2010,PT15,2,0.035
2018,NUTS,2010,PT15,2,0.0415
2019,NUTS,2010,PT15,2,0.0647
2020,NUTS,2010,PT15,2,0.0994
2011,NUTS,2010,PT16,2,0.2288
2012,NUTS,2010,PT16,2,0.2383
2013,NUTS,2010,PT16,2,0.2137
2014,NUTS,2010,PT16,2,0.2539
2015,NUTS,2010,PT16,2,0.2426
2016,NUTS,2010,PT16,2,0.2769
2017,NUTS,2010,PT16,2,0.3219
2018,NUTS,2010,PT16,2,0.3519
2019,NUTS,2010,PT16,2,0.3868
2020,NUTS,2010,PT16,2,0.4139
2011,NUTS,2010,PT17,2,0.4663
2012,NUTS,2010,PT17,2,0.4634
2013,NUTS,2010,PT17,2,0.3585
2014,NUTS,2010,PT17,2,0.3427
2015,NUTS,2010,PT17,2,0.3793
2016,NUTS,2010,PT17,2,0.4203
2017,NUTS,2010,PT17,2,0.4272
2018,NUTS,2010,PT17,2,0.45
2019,NUTS,2010,PT17,2,0.4893
2020,NUTS,2010,PT17,2,0.5732
2011,NUTS,2010,PT18,2,0.0706
2012,NUTS,2010,PT18,2,0.0805
2013,NUTS,2010,PT18,2,0.0738
2014,NUTS,2010,PT18,2,0.0823
2015,NUTS,2010,PT18,2,0.0934
2016,NUTS,2010,PT18,2,0.1354
2017,NUTS,2010,PT18,2,0.161
2018,NUTS,2010,PT18,2,0.1885
2019,NUTS,2010,PT18,2,0.2207
2020,NUTS,2010,PT18,2,0.2568
2011,NUTS,2010,PT2,1,0.0206
2012,NUTS,2010,PT2,1,0.0268
2013,NUTS,2010,PT2,1,0.0099
2014,NUTS,2010,PT2,1,0.0144
2015,NUTS,2010,PT2,1,0.0252
2016,NUTS,2010,PT2,1,0.0318
2017,NUTS,2010,PT2,1,0.0409
2018,NUTS,2010,PT2,1,0.0542
2019,NUTS,2010,PT2,1,0.0528
2020,NUTS,2010,PT2,1,0.0469
2011,NUTS,2010,PT20,2,0.0206
2012,NUTS,2010,PT20,2,0.0268
2013,NUTS,2010,PT20,2,0.0099
2014,NUTS,2010,PT20,2,0.0144
2015,NUTS,2010,PT20,2,0.0252
2016,NUTS,2010,PT20,2,0.0318
2017,NUTS,2010,PT20,2,0.0409
2018,NUTS,2010,PT20,2,0.0542
2019,NUTS,2010,PT20,2,0.0528
2020,NUTS,2010,PT20,2,0.0469
2011,NUTS,2010,PT3,1,0.0526
2012,NUTS,2010,PT3,1,0.044
2013,NUTS,2010,PT3,1,0.0387
2014,NUTS,2010,PT3,1,0.0336
2015,NUTS,2010,PT3,1,0.0431
2016,NUTS,2010,PT3,1,0.0344
2017,NUTS,2010,PT3,1,0.0555
2018,NUTS,2010,PT3,1,0.0989
2019,NUTS,2010,PT3,1,0.0921
2020,NUTS,2010,PT3,1,0.1139
2011,NUTS,2010,PT30,2,0.0526
2012,NUTS,2010,PT30,2,0.044
2013,NUTS,2010,PT30,2,0.0387
2014,NUTS,2010,PT30,2,0.0336
2015,NUTS,2010,PT30,2,0.0431
2016,NUTS,2010,PT30,2,0.0344
2017,NUTS,2010,PT30,2,0.0555
2018,NUTS,2010,PT30,2,0.0989
2019,NUTS,2010,PT30,2,0.0921
2020,NUTS,2010,PT30,2,0.1139
2011,NUTS,2010,RO,0,0.0494
2012,NUTS,2010,RO,0,0.069
2013,NUTS,2010,RO,0,0.0745
2014,NUTS,2010,RO,0,0.0722
2015,NUTS,2010,RO,0,0.0576
2016,NUTS,2010,RO,0,0.0656
2017,NUTS,2010,RO,0,0.0588
2018,NUTS,2010,RO,0,0.0608
2019,NUTS,2010,RO,0,0.0599
2020,NUTS,2010,RO,0,0.0657
2011,NUTS,2010,RO1,1,0.0226
2012,NUTS,2010,RO1,1,0.0396
2013,NUTS,2010,RO1,1,0.0213
2014,NUTS,2010,RO1,1,0.0342
2015,NUTS,2010,RO1,1,0.0262
2016,NUTS,2010,RO1,1,0.0296
2017,NUTS,2010,RO1,1,0.0173
2018,NUTS,2010,RO1,1,0.0251
2019,NUTS,2010,RO1,1,0.0255
2011,NUTS,2010,RO11,2,0.0159
2012,NUTS,2010,RO11,2,0.0435
2013,NUTS,2010,RO11,2,0.0206
2014,NUTS,2010,RO11,2,0.0258
2015,NUTS,2010,RO11,2,0.0214
2016,NUTS,2010,RO11,2,0.0215
2017,NUTS,2010,RO11,2,0.0136
2018,NUTS,2010,RO11,2,0.024
2019,NUTS,2010,RO11,2,0.0198
2011,NUTS,2010,RO12,2,0.0313
2012,NUTS,2010,RO12,2,0.0344
2013,NUTS,2010,RO12,2,0.0224
2014,NUTS,2010,RO12,2,0.0452
2015,NUTS,2010,RO12,2,0.0323
2016,NUTS,2010,RO12,2,0.0398
2017,NUTS,2010,RO12,2,0.0218
2018,NUTS,2010,RO12,2,0.0266
2019,NUTS,2010,RO12,2,0.0327
2011,NUTS,2010,RO2,1,0.0074
2012,NUTS,2010,RO2,1,0.0134
2013,NUTS,2010,RO2,1,0.0151
2014,NUTS,2010,RO2,1,0.01
2015,NUTS,2010,RO2,1,0.0102
2016,NUTS,2010,RO2,1,0.0098
2017,NUTS,2010,RO2,1,0.0088
2018,NUTS,2010,RO2,1,0.0074
2019,NUTS,2010,RO2,1,0.0196
2011,NUTS,2010,RO21,2,0.0113
2012,NUTS,2010,RO21,2,0.0173
2013,NUTS,2010,RO21,2,0.0227
2014,NUTS,2010,RO21,2,0.013
2015,NUTS,2010,RO21,2,0.0134
2016,NUTS,2010,RO21,2,0.0126
2017,NUTS,2010,RO21,2,0.0124
2018,NUTS,2010,RO21,2,0.0107
2019,NUTS,2010,RO21,2,0.0308
2011,NUTS,2010,RO22,2,0.0013
2012,NUTS,2010,RO22,2,0.0072
2013,NUTS,2010,RO22,2,0.0031
2014,NUTS,2010,RO22,2,0.0052
2015,NUTS,2010,RO22,2,0.0048
2016,NUTS,2010,RO22,2,0.0051
2017,NUTS,2010,RO22,2,0.0028
2018,NUTS,2010,RO22,2,0.0018
2019,NUTS,2010,RO22,2,0.001
2011,NUTS,2010,RO3,1,0.1179
2012,NUTS,2010,RO3,1,0.1543
2013,NUTS,2010,RO3,1,0.1806
2014,NUTS,2010,RO3,1,0.1681
2015,NUTS,2010,RO3,1,0.1327
2016,NUTS,2010,RO3,1,0.1561
2017,NUTS,2010,RO3,1,0.1485
2018,NUTS,2010,RO3,1,0.1219
2019,NUTS,2010,RO3,1,0.1057
2011,NUTS,2010,RO31,2,0.0314
2012,NUTS,2010,RO31,2,0.0677
2013,NUTS,2010,RO31,2,0.1099
2014,NUTS,2010,RO31,2,0.096
2015,NUTS,2010,RO31,2,0.0613
2016,NUTS,2010,RO31,2,0.0672
2017,NUTS,2010,RO31,2,0.0568
2018,NUTS,2010,RO31,2,0.0545
2019,NUTS,2010,RO31,2,0.0541
2011,NUTS,2010,RO32,2,0.2187
2012,NUTS,2010,RO32,2,0.2591
2013,NUTS,2010,RO32,2,0.2697
2014,NUTS,2010,RO32,2,0.2578
2015,NUTS,2010,RO32,2,0.2162
2016,NUTS,2010,RO32,2,0.2568
2017,NUTS,2010,RO32,2,0.2532
2018,NUTS,2010,RO32,2,0.198
2019,NUTS,2010,RO32,2,0.1631
2011,NUTS,2010,RO4,1,0.0083
2012,NUTS,2010,RO4,1,0.0117
2013,NUTS,2010,RO4,1,0.0167
2014,NUTS,2010,RO4,1,0.017
2015,NUTS,2010,RO4,1,0.0201
2016,NUTS,2010,RO4,1,0.0218
2017,NUTS,2010,RO4,1,0.0177
2018,NUTS,2010,RO4,1,0.0602
2019,NUTS,2010,RO4,1,0.0628
2011,NUTS,2010,RO41,2,0.0069
2012,NUTS,2010,RO41,2,0.0107
2013,NUTS,2010,RO41,2,0.0017
2014,NUTS,2010,RO41,2,0.0107
2015,NUTS,2010,RO41,2,0.0105
2016,NUTS,2010,RO41,2,0.0065
2017,NUTS,2010,RO41,2,0.01
2018,NUTS,2010,RO41,2,0.0061
2019,NUTS,2010,RO41,2,0.0046
2011,NUTS,2010,RO42,2,0.0101
2012,NUTS,2010,RO42,2,0.013
2013,NUTS,2010,RO42,2,0.0346
2014,NUTS,2010,RO42,2,0.0245
2015,NUTS,2010,RO42,2,0.0307
2016,NUTS,2010,RO42,2,0.0387
2017,NUTS,2010,RO42,2,0.0268
2018,NUTS,2010,RO42,2,0.124
2019,NUTS,2010,RO42,2,0.1298
2011,NUTS,2010,RS,0,0.0067
2012,NUTS,2010,RS,0,0.0125
2013,NUTS,2010,RS,0,0.0164
2014,NUTS,2010,RS,0,0.0597
2015,NUTS,2010,RS,0,0.0584
2016,NUTS,2010,RS,0,0.0794
2017,NUTS,2010,RS,0,0.0601
2018,NUTS,2010,RS,0,0.0456
2019,NUTS,2010,RS,0,0.0527
2020,NUTS,2010,RS,0,0.0553
2018,NUTS,2010,RS1,1,0.0736
2019,NUTS,2010,RS1,1,0.0826
2020,NUTS,2010,RS1,1,0.0868
2018,NUTS,2010,RS11,2,0.109
2019,NUTS,2010,RS11,2,0.1275
2020,NUTS,2010,RS11,2,0.1566
2018,NUTS,2010,RS12,2,0.0399
2019,NUTS,2010,RS12,2,0.0392
2020,NUTS,2010,RS12,2,0.0194
2018,NUTS,2010,RS2,1,0.0078
2019,NUTS,2010,RS2,1,0.0112
2020,NUTS,2010,RS2,1,0.0118
2018,NUTS,2010,RS21,2,0.0034
2019,NUTS,2010,RS21,2,0.0049
2020,NUTS,2010,RS21,2,0.0054
2018,NUTS,2010,RS22,2,0.0141
2019,NUTS,2010,RS22,2,0.0199
2020,NUTS,2010,RS22,2,0.021
2011,NUTS,2010,RU,0,0.3031
2012,NUTS,2010,RU,0,0.2862
2011,NUTS,2010,SE,0,0.6588
2012,NUTS,2010,SE,0,0.6838
2013,NUTS,2010,SE,0,0.9576
2014,NUTS,2010,SE,0,0.977
2015,NUTS,2010,SE,0,0.9778
2016,NUTS,2010,SE,0,1.0059
2017,NUTS,2010,SE,0,1.0844
2018,NUTS,2010,SE,0,1.1266
2019,NUTS,2010,SE,0,1.1361
2020,NUTS,2010,SE,0,1.1975
2011,NUTS,2010,SE1,1,0.7868
2013,NUTS,2010,SE1,1,1.1612
2015,NUTS,2010,SE1,1,1.2209
2017,NUTS,2010,SE1,1,1.2335
2019,NUTS,2010,SE1,1,1.2395
2011,NUTS,2010,SE11,2,0.8689
2013,NUTS,2010,SE11,2,1.284
2015,NUTS,2010,SE11,2,1.3401
2017,NUTS,2010,SE11,2,1.5172
2019,NUTS,2010,SE11,2,1.4306
2011,NUTS,2010,SE12,2,0.6655
2013,NUTS,2010,SE12,2,0.9756
2015,NUTS,2010,SE12,2,1.041
2017,NUTS,2010,SE12,2,0.7994
2019,NUTS,2010,SE12,2,0.9459
2011,NUTS,2010,SE2,1,0.6564
2013,NUTS,2010,SE2,1,0.9196
2015,NUTS,2010,SE2,1,0.8936
2017,NUTS,2010,SE2,1,1.1166
2011,NUTS,2010,SE21,2,0.2973
2013,NUTS,2010,SE21,2,0.4708
2015,NUTS,2010,SE21,2,0.3714
2011,NUTS,2010,SE22,2,0.4427
2013,NUTS,2010,SE22,2,0.9582
2015,NUTS,2010,SE22,2,0.9449
2017,NUTS,2010,SE22,2,0.8689
2019,NUTS,2010,SE22,2,1.2061
2011,NUTS,2010,SE23,2,0.9595
2013,NUTS,2010,SE23,2,1.0785
2015,NUTS,2010,SE23,2,1.0756
2017,NUTS,2010,SE23,2,1.5827
2019,NUTS,2010,SE23,2,1.5683
2011,NUTS,2010,SE3,1,0.2282
2013,NUTS,2010,SE3,1,0.3374
2015,NUTS,2010,SE3,1,0.3268
2017,NUTS,2010,SE3,1,0.3167
2011,NUTS,2010,SE31,2,0.2479
2013,NUTS,2010,SE31,2,0.3826
2015,NUTS,2010,SE31,2,0.4305
2017,NUTS,2010,SE31,2,0.336
2019,NUTS,2010,SE31,2,0.2823
2011,NUTS,2010,SE32,2,0.1737
2013,NUTS,2010,SE32,2,0.1942
2015,NUTS,2010,SE32,2,0.1701
2011,NUTS,2010,SE33,2,0.235
2013,NUTS,2010,SE33,2,0.3675
2015,NUTS,2010,SE33,2,0.2755
2017,NUTS,2010,SE33,2,0.3222
2019,NUTS,2010,SE33,2,0.377
2011,NUTS,2010,SI,0,0.4972
2012,NUTS,2010,SI,0,0.5137
2013,NUTS,2010,SI,0,0.5294
2014,NUTS,2010,SI,0,0.5234
2015,NUTS,2010,SI,0,0.4688
2016,NUTS,2010,SI,0,0.501
2017,NUTS,2010,SI,0,0.6151
2018,NUTS,2010,SI,0,0.6572
2019,NUTS,2010,SI,0,0.6635
2020,NUTS,2010,SI,0,0.6524
2011,NUTS,2010,SI0,1,0.4818
2012,NUTS,2010,SI0,1,0.4999
2013,NUTS,2010,SI0,1,0.5148
2014,NUTS,2010,SI0,1,0.5058
2015,NUTS,2010,SI0,1,0.4568
2016,NUTS,2010,SI0,1,0.4906
2017,NUTS,2010,SI0,1,0.6003
2018,NUTS,2010,SI0,1,0.6394
2019,NUTS,2010,SI0,1,0.6496
2013,NUTS,2010,SI03,2,0.3527
2014,NUTS,2010,SI03,2,0.352
2015,NUTS,2010,SI03,2,0.3108
2016,NUTS,2010,SI03,2,0.3228
2017,NUTS,2010,SI03,2,0.3832
2018,NUTS,2010,SI03,2,0.4235
2019,NUTS,2010,SI03,2,0.4481
2013,NUTS,2010,SI04,2,0.6924
2014,NUTS,2010,SI04,2,0.6759
2015,NUTS,2010,SI04,2,0.6157
2016,NUTS,2010,SI04,2,0.6732
2017,NUTS,2010,SI04,2,0.841
2018,NUTS,2010,SI04,2,0.8747
2019,NUTS,2010,SI04,2,0.8669
2011,NUTS,2010,SK,0,0.0869
2012,NUTS,2010,SK,0,0.1042
2013,NUTS,2010,SK,0,0.1022
2014,NUTS,2010,SK,0,0.1095
2015,NUTS,2010,SK,0,0.1128
2016,NUTS,2010,SK,0,0.112
2017,NUTS,2010,SK,0,0.1295
2018,NUTS,2010,SK,0,0.1503
2019,NUTS,2010,SK,0,0.161
2020,NUTS,2010,SK,0,0.1655
2011,NUTS,2010,SK01,2,0.221
2012,NUTS,2010,SK01,2,0.3321
2013,NUTS,2010,SK01,2,0.3693
2014,NUTS,2010,SK01,2,0.2517
2015,NUTS,2010,SK01,2,0.28
2016,NUTS,2010,SK01,2,0.3748
2017,NUTS,2010,SK01,2,0.3838
2018,NUTS,2010,SK01,2,0.4359
2019,NUTS,2010,SK01,2,0.4361
2020,NUTS,2010,SK01,2,0.5
2011,NUTS,2010,SK02,2,0.0863
2012,NUTS,2010,SK02,2,0.0841
2013,NUTS,2010,SK02,2,0.0693
2014,NUTS,2010,SK02,2,0.1133
2015,NUTS,2010,SK02,2,0.1194
2016,NUTS,2010,SK02,2,0.0796
2017,NUTS,2010,SK02,2,0.1261
2018,NUTS,2010,SK02,2,0.1369
2019,NUTS,2010,SK02,2,0.1486
2020,NUTS,2010,SK02,2,0.1489
2011,NUTS,2010,SK03,2,0.0695
2012,NUTS,2010,SK03,2,0.0759
2013,NUTS,2010,SK03,2,0.0728
2014,NUTS,2010,SK03,2,0.1041
2015,NUTS,2010,SK03,2,0.0958
2016,NUTS,2010,SK03,2,0.0773
2017,NUTS,2010,SK03,2,0.0765
2018,NUTS,2010,SK03,2,0.0963
2019,NUTS,2010,SK03,2,0.1136
2020,NUTS,2010,SK03,2,0.1164
2011,NUTS,2010,SK04,2,0.0424
2012,NUTS,2010,SK04,2,0.0481
2013,NUTS,2010,SK04,2,0.0463
2014,NUTS,2010,SK04,2,0.0483
2015,NUTS,2010,SK04,2,0.0468
2016,NUTS,2010,SK04,2,0.0634
2017,NUTS,2010,SK04,2,0.0643
2018,NUTS,2010,SK04,2,0.0841
2019,NUTS,2010,SK04,2,0.0904
2020,NUTS,2010,SK04,2,0.0726
2011,NUTS,2010,TR,0,0.1297
2012,NUTS,2010,TR,0,0.1449
2013,NUTS,2010,TR,0,0.1618
2014,NUTS,2010,TR,0,0.1657
2015,NUTS,2010,TR,0,0.1751
2016,NUTS,2010,TR,0,0.1982
2017,NUTS,2010,TR,0,0.2274
2018,NUTS,2010,TR,0,0.2701
2019,NUTS,2010,TR,0,0.3074
2020,NUTS,2010,TR,0,0.3731
2011,NUTS,2010,UK,0,0.3135
2012,NUTS,2010,UK,0,0.3156
2013,NUTS,2010,UK,0,0.3405
2014,NUTS,2010,UK,0,0.3458
2015,NUTS,2010,UK,0,0.3523
2016,NUTS,2010,UK,0,0.3618
2017,NUTS,2010,UK,0,0.3697
2018,NUTS,2010,UK,0,0.3954
2019,NUTS,2010,UK,0,0.4239
2011,NUTS,2010,UKC,1,0.1703
2012,NUTS,2010,UKC,1,0.166
2013,NUTS,2010,UKC,1,0.2272
2014,NUTS,2010,UKC,1,0.1711
2015,NUTS,2010,UKC,1,0.1838
2016,NUTS,2010,UKC,1,0.1776
2017,NUTS,2010,UKC,1,0.2112
2018,NUTS,2010,UKC,1,0.2406
2011,NUTS,2010,UKC1,2,0.172
2012,NUTS,2010,UKC1,2,0.1902
2013,NUTS,2010,UKC1,2,0.3062
2014,NUTS,2010,UKC1,2,0.1717
2015,NUTS,2010,UKC1,2,0.1663
2016,NUTS,2010,UKC1,2,0.1382
2017,NUTS,2010,UKC1,2,0.172
2018,NUTS,2010,UKC1,2,0.2059
2011,NUTS,2010,UKC2,2,0.169
2012,NUTS,2010,UKC2,2,0.1476
2013,NUTS,2010,UKC2,2,0.1667
2014,NUTS,2010,UKC2,2,0.1707
2015,NUTS,2010,UKC2,2,0.1976
2016,NUTS,2010,UKC2,2,0.2085
2017,NUTS,2010,UKC2,2,0.2426
2018,NUTS,2010,UKC2,2,0.2694
2011,NUTS,2010,UKD,1,0.2028
2012,NUTS,2010,UKD,1,0.2016
2013,NUTS,2010,UKD,1,0.1952
2014,NUTS,2010,UKD,1,0.2096
2015,NUTS,2010,UKD,1,0.2283
2016,NUTS,2010,UKD,1,0.2169
2017,NUTS,2010,UKD,1,0.2354
2018,NUTS,2010,UKD,1,0.2438
2011,NUTS,2010,UKD1,2,0.1485
2012,NUTS,2010,UKD1,2,0.1034
2013,NUTS,2010,UKD1,2,0.1077
2014,NUTS,2010,UKD1,2,0.1217
2015,NUTS,2010,UKD1,2,0.1063
2016,NUTS,2010,UKD1,2,0.1095
2017,NUTS,2010,UKD1,2,0.1038
2018,NUTS,2010,UKD1,2,0.126
2011,NUTS,2010,UKD3,2,0.1409
2012,NUTS,2010,UKD3,2,0.1436
2013,NUTS,2010,UKD3,2,0.1254
2014,NUTS,2010,UKD3,2,0.1405
2015,NUTS,2010,UKD3,2,0.1721
2016,NUTS,2010,UKD3,2,0.1822
2017,NUTS,2010,UKD3,2,0.1917
2018,NUTS,2010,UKD3,2,0.2125
2011,NUTS,2010,UKD4,2,0.2337
2012,NUTS,2010,UKD4,2,0.2414
2013,NUTS,2010,UKD4,2,0.2546
2014,NUTS,2010,UKD4,2,0.24
2015,NUTS,2010,UKD4,2,0.2594
2016,NUTS,2010,UKD4,2,0.1835
2017,NUTS,2010,UKD4,2,0.2758
2018,NUTS,2010,UKD4,2,0.299
2011,NUTS,2010,UKD6,2,0.4522
2012,NUTS,2010,UKD6,2,0.458
2013,NUTS,2010,UKD6,2,0.4239
2014,NUTS,2010,UKD6,2,0.4146
2015,NUTS,2010,UKD6,2,0.4689
2016,NUTS,2010,UKD6,2,0.4062
2017,NUTS,2010,UKD6,2,0.3872
2018,NUTS,2010,UKD6,2,0.3468
2011,NUTS,2010,UKD7,2,0.1405
2012,NUTS,2010,UKD7,2,0.136
2013,NUTS,2010,UKD7,2,0.1483
2014,NUTS,2010,UKD7,2,0.2026
2015,NUTS,2010,UKD7,2,0.193
2016,NUTS,2010,UKD7,2,0.2337
2017,NUTS,2010,UKD7,2,0.2301
2018,NUTS,2010,UKD7,2,0.2264
2011,NUTS,2010,UKE,1,0.1553
2012,NUTS,2010,UKE,1,0.1727
2013,NUTS,2010,UKE,1,0.1993
2014,NUTS,2010,UKE,1,0.1938
2015,NUTS,2010,UKE,1,0.2112
2016,NUTS,2010,UKE,1,0.1955
2017,NUTS,2010,UKE,1,0.2215
2018,NUTS,2010,UKE,1,0.227
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.1753
2014,NUTS,2010,UKE1,2,0.2083
2015,NUTS,2010,UKE1,2,0.2012
2016,NUTS,2010,UKE1,2,0.2043
2017,NUTS,2010,UKE1,2,0.234
2018,NUTS,2010,UKE1,2,0.2428
2011,NUTS,2010,UKE2,2,0.3562
2012,NUTS,2010,UKE2,2,0.3686
2013,NUTS,2010,UKE2,2,0.2392
2014,NUTS,2010,UKE2,2,0.2396
2015,NUTS,2010,UKE2,2,0.2717
2016,NUTS,2010,UKE2,2,0.2624
2017,NUTS,2010,UKE2,2,0.2621
2018,NUTS,2010,UKE2,2,0.29
2011,NUTS,2010,UKE3,2,0.1333
2012,NUTS,2010,UKE3,2,0.1289
2013,NUTS,2010,UKE3,2,0.1274
2014,NUTS,2010,UKE3,2,0.1333
2015,NUTS,2010,UKE3,2,0.1604
2016,NUTS,2010,UKE3,2,0.1409
2017,NUTS,2010,UKE3,2,0.1776
2018,NUTS,2010,UKE3,2,0.164
2011,NUTS,2010,UKE4,2,0.1589
2012,NUTS,2010,UKE4,2,0.1926
2013,NUTS,2010,UKE4,2,0.2384
2014,NUTS,2010,UKE4,2,0.2083
2015,NUTS,2010,UKE4,2,0.2207
2016,NUTS,2010,UKE4,2,0.1976
2017,NUTS,2010,UKE4,2,0.2268
2018,NUTS,2010,UKE4,2,0.2355
2011,NUTS,2010,UKF,1,0.3311
2012,NUTS,2010,UKF,1,0.3519
2013,NUTS,2010,UKF,1,0.4198
2014,NUTS,2010,UKF,1,0.4318
2015,NUTS,2010,UKF,1,0.4091
2016,NUTS,2010,UKF,1,0.4322
2017,NUTS,2010,UKF,1,0.4303
2018,NUTS,2010,UKF,1,0.4732
2011,NUTS,2010,UKF1,2,0.5302
2012,NUTS,2010,UKF1,2,0.5658
2013,NUTS,2010,UKF1,2,0.7017
2014,NUTS,2010,UKF1,2,0.737
2015,NUTS,2010,UKF1,2,0.6777
2016,NUTS,2010,UKF1,2,0.7023
2017,NUTS,2010,UKF1,2,0.7114
2018,NUTS,2010,UKF1,2,0.7897
