year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_pps_hab_kp05
2013,NUTS,2010,NO02,2,174.3
2014,NUTS,2010,NO02,2,179.5
2015,NUTS,2010,NO02,2,195.0
2016,NUTS,2010,NO02,2,214.6
2017,NUTS,2010,NO02,2,243.6
2018,NUTS,2010,NO02,2,240.2
2019,NUTS,2010,NO02,2,235.2
2011,NUTS,2010,NO03,2,321.6
2012,NUTS,2010,NO03,2,325.4
2013,NUTS,2010,NO03,2,354.8
2014,NUTS,2010,NO03,2,381.1
2015,NUTS,2010,NO03,2,411.8
2016,NUTS,2010,NO03,2,433.3
2017,NUTS,2010,NO03,2,437.8
2018,NUTS,2010,NO03,2,434.1
2019,NUTS,2010,NO03,2,452.0
2011,NUTS,2010,NO04,2,298.0
2012,NUTS,2010,NO04,2,316.4
2013,NUTS,2010,NO04,2,344.6
2014,NUTS,2010,NO04,2,364.7
2015,NUTS,2010,NO04,2,413.9
2016,NUTS,2010,NO04,2,468.5
2017,NUTS,2010,NO04,2,487.7
2018,NUTS,2010,NO04,2,473.8
2019,NUTS,2010,NO04,2,491.1
2011,NUTS,2010,NO05,2,506.0
2012,NUTS,2010,NO05,2,502.2
2013,NUTS,2010,NO05,2,503.8
2014,NUTS,2010,NO05,2,545.4
2015,NUTS,2010,NO05,2,649.6
2016,NUTS,2010,NO05,2,678.3
2017,NUTS,2010,NO05,2,767.5
2018,NUTS,2010,NO05,2,784.5
2019,NUTS,2010,NO05,2,809.9
2011,NUTS,2010,NO06,2,1173.8
2012,NUTS,2010,NO06,2,1301.7
2013,NUTS,2010,NO06,2,1306.8
2014,NUTS,2010,NO06,2,1355.4
2015,NUTS,2010,NO06,2,1512.2
2016,NUTS,2010,NO06,2,1540.6
2017,NUTS,2010,NO06,2,1568.1
2018,NUTS,2010,NO06,2,1470.2
2019,NUTS,2010,NO06,2,1667.4
2011,NUTS,2010,NO07,2,409.6
2012,NUTS,2010,NO07,2,444.7
2013,NUTS,2010,NO07,2,420.7
2014,NUTS,2010,NO07,2,457.4
2015,NUTS,2010,NO07,2,543.2
2016,NUTS,2010,NO07,2,606.4
2017,NUTS,2010,NO07,2,633.2
2018,NUTS,2010,NO07,2,606.7
2019,NUTS,2010,NO07,2,616.8
2011,NUTS,2010,PL,0,112.7
2012,NUTS,2010,PL,0,135.2
2013,NUTS,2010,PL,0,135.5
2014,NUTS,2010,PL,0,151.3
2015,NUTS,2010,PL,0,167.4
2016,NUTS,2010,PL,0,166.0
2017,NUTS,2010,PL,0,186.8
2018,NUTS,2010,PL,0,230.1
2019,NUTS,2010,PL,0,263.3
2020,NUTS,2010,PL,0,270.7
2011,NUTS,2010,PL1,1,248.3
2012,NUTS,2010,PL1,1,260.5
2013,NUTS,2010,PL1,1,292.3
2014,NUTS,2010,PL1,1,328.3
2015,NUTS,2010,PL1,1,346.9
2011,NUTS,2010,PL11,2,84.0
2012,NUTS,2010,PL11,2,108.6
2013,NUTS,2010,PL11,2,96.4
2014,NUTS,2010,PL11,2,100.2
2015,NUTS,2010,PL11,2,103.9
2011,NUTS,2010,PL12,2,327.6
2012,NUTS,2010,PL12,2,333.3
2013,NUTS,2010,PL12,2,385.5
2014,NUTS,2010,PL12,2,436.0
2015,NUTS,2010,PL12,2,460.9
2011,NUTS,2010,PL2,1,104.6
2012,NUTS,2010,PL2,1,133.7
2013,NUTS,2010,PL2,1,133.0
2014,NUTS,2010,PL2,1,138.8
2015,NUTS,2010,PL2,1,155.6
2016,NUTS,2010,PL2,1,196.9
2017,NUTS,2010,PL2,1,197.1
2018,NUTS,2010,PL2,1,241.4
2019,NUTS,2010,PL2,1,277.3
2011,NUTS,2010,PL21,2,134.9
2012,NUTS,2010,PL21,2,177.9
2013,NUTS,2010,PL21,2,179.3
2014,NUTS,2010,PL21,2,198.5
2015,NUTS,2010,PL21,2,224.5
2016,NUTS,2010,PL21,2,337.2
2017,NUTS,2010,PL21,2,305.4
2018,NUTS,2010,PL21,2,375.6
2019,NUTS,2010,PL21,2,406.0
2011,NUTS,2010,PL22,2,82.8
2012,NUTS,2010,PL22,2,101.8
2013,NUTS,2010,PL22,2,99.4
2014,NUTS,2010,PL22,2,95.3
2015,NUTS,2010,PL22,2,105.0
2016,NUTS,2010,PL22,2,93.6
2017,NUTS,2010,PL22,2,117.0
2018,NUTS,2010,PL22,2,141.6
2019,NUTS,2010,PL22,2,181.0
2011,NUTS,2010,PL3,1,66.1
2012,NUTS,2010,PL3,1,83.2
2013,NUTS,2010,PL3,1,82.8
2014,NUTS,2010,PL3,1,107.0
2015,NUTS,2010,PL3,1,117.3
2011,NUTS,2010,PL31,2,64.3
2012,NUTS,2010,PL31,2,108.8
2013,NUTS,2010,PL31,2,67.1
2014,NUTS,2010,PL31,2,115.1
2015,NUTS,2010,PL31,2,121.6
2011,NUTS,2010,PL32,2,95.5
2012,NUTS,2010,PL32,2,109.2
2013,NUTS,2010,PL32,2,135.8
2014,NUTS,2010,PL32,2,158.9
2015,NUTS,2010,PL32,2,153.6
2011,NUTS,2010,PL33,2,41.4
2012,NUTS,2010,PL33,2,34.5
2013,NUTS,2010,PL33,2,39.8
2014,NUTS,2010,PL33,2,39.9
2015,NUTS,2010,PL33,2,73.7
2011,NUTS,2010,PL34,2,43.6
2012,NUTS,2010,PL34,2,42.5
2013,NUTS,2010,PL34,2,62.6
2014,NUTS,2010,PL34,2,71.2
2015,NUTS,2010,PL34,2,91.1
2011,NUTS,2010,PL4,1,69.6
2012,NUTS,2010,PL4,1,96.7
2013,NUTS,2010,PL4,1,74.3
2014,NUTS,2010,PL4,1,75.7
2015,NUTS,2010,PL4,1,93.3
2016,NUTS,2010,PL4,1,77.4
2017,NUTS,2010,PL4,1,97.5
2018,NUTS,2010,PL4,1,122.2
2019,NUTS,2010,PL4,1,139.1
2011,NUTS,2010,PL41,2,97.6
2012,NUTS,2010,PL41,2,142.2
2013,NUTS,2010,PL41,2,103.6
2014,NUTS,2010,PL41,2,109.5
2015,NUTS,2010,PL41,2,134.4
2016,NUTS,2010,PL41,2,110.0
2017,NUTS,2010,PL41,2,124.1
2018,NUTS,2010,PL41,2,152.6
2019,NUTS,2010,PL41,2,175.6
2011,NUTS,2010,PL42,2,42.5
2012,NUTS,2010,PL42,2,47.5
2013,NUTS,2010,PL42,2,39.0
2014,NUTS,2010,PL42,2,37.8
2015,NUTS,2010,PL42,2,46.4
2016,NUTS,2010,PL42,2,39.4
2017,NUTS,2010,PL42,2,67.5
2018,NUTS,2010,PL42,2,87.2
2019,NUTS,2010,PL42,2,100.3
2011,NUTS,2010,PL43,2,20.3
2012,NUTS,2010,PL43,2,24.9
2013,NUTS,2010,PL43,2,33.5
2014,NUTS,2010,PL43,2,24.0
2015,NUTS,2010,PL43,2,31.3
2016,NUTS,2010,PL43,2,29.3
2017,NUTS,2010,PL43,2,56.3
2018,NUTS,2010,PL43,2,75.6
2019,NUTS,2010,PL43,2,77.3
2011,NUTS,2010,PL5,1,77.2
2012,NUTS,2010,PL5,1,96.7
2013,NUTS,2010,PL5,1,92.0
2014,NUTS,2010,PL5,1,110.8
2015,NUTS,2010,PL5,1,129.2
2016,NUTS,2010,PL5,1,112.0
2017,NUTS,2010,PL5,1,154.0
2018,NUTS,2010,PL5,1,195.5
2019,NUTS,2010,PL5,1,227.1
2011,NUTS,2010,PL51,2,92.5
2012,NUTS,2010,PL51,2,121.1
2013,NUTS,2010,PL51,2,113.0
2014,NUTS,2010,PL51,2,132.7
2015,NUTS,2010,PL51,2,157.5
2016,NUTS,2010,PL51,2,132.3
2017,NUTS,2010,PL51,2,182.6
2018,NUTS,2010,PL51,2,227.6
2019,NUTS,2010,PL51,2,272.9
2011,NUTS,2010,PL52,2,31.8
2012,NUTS,2010,PL52,2,24.4
2013,NUTS,2010,PL52,2,29.3
2014,NUTS,2010,PL52,2,45.3
2015,NUTS,2010,PL52,2,44.6
2016,NUTS,2010,PL52,2,50.9
2017,NUTS,2010,PL52,2,67.8
2018,NUTS,2010,PL52,2,98.4
2019,NUTS,2010,PL52,2,88.4
2011,NUTS,2010,PL6,1,64.7
2012,NUTS,2010,PL6,1,95.2
2013,NUTS,2010,PL6,1,82.2
2014,NUTS,2010,PL6,1,87.4
2015,NUTS,2010,PL6,1,102.5
2016,NUTS,2010,PL6,1,103.3
2017,NUTS,2010,PL6,1,117.3
2018,NUTS,2010,PL6,1,157.1
2019,NUTS,2010,PL6,1,199.1
2011,NUTS,2010,PL61,2,33.1
2012,NUTS,2010,PL61,2,52.6
2013,NUTS,2010,PL61,2,39.5
2014,NUTS,2010,PL61,2,44.0
2015,NUTS,2010,PL61,2,62.1
2016,NUTS,2010,PL61,2,49.4
2017,NUTS,2010,PL61,2,73.1
2018,NUTS,2010,PL61,2,100.3
2019,NUTS,2010,PL61,2,115.9
2011,NUTS,2010,PL62,2,51.7
2012,NUTS,2010,PL62,2,53.3
2013,NUTS,2010,PL62,2,40.5
2014,NUTS,2010,PL62,2,31.6
2015,NUTS,2010,PL62,2,38.3
2016,NUTS,2010,PL62,2,41.1
2017,NUTS,2010,PL62,2,64.7
2018,NUTS,2010,PL62,2,73.3
2019,NUTS,2010,PL62,2,109.9
2011,NUTS,2010,PL63,2,102.2
2012,NUTS,2010,PL63,2,161.0
2013,NUTS,2010,PL63,2,147.8
2014,NUTS,2010,PL63,2,162.0
2015,NUTS,2010,PL63,2,179.3
2016,NUTS,2010,PL63,2,190.9
2017,NUTS,2010,PL63,2,189.6
2018,NUTS,2010,PL63,2,259.5
2019,NUTS,2010,PL63,2,327.7
2016,NUTS,2010,PL7,1,78.7
2017,NUTS,2010,PL7,1,93.2
2018,NUTS,2010,PL7,1,136.4
2019,NUTS,2010,PL7,1,147.2
2016,NUTS,2010,PL71,2,99.1
2017,NUTS,2010,PL71,2,119.8
2018,NUTS,2010,PL71,2,165.9
2019,NUTS,2010,PL71,2,183.0
2016,NUTS,2010,PL72,2,37.9
2017,NUTS,2010,PL72,2,40.0
2018,NUTS,2010,PL72,2,77.6
2019,NUTS,2010,PL72,2,75.5
2016,NUTS,2010,PL8,1,102.5
2017,NUTS,2010,PL8,1,110.8
2018,NUTS,2010,PL8,1,131.0
2019,NUTS,2010,PL8,1,152.9
2016,NUTS,2010,PL81,2,103.6
2017,NUTS,2010,PL81,2,109.1
2018,NUTS,2010,PL81,2,130.5
2019,NUTS,2010,PL81,2,155.3
2016,NUTS,2010,PL82,2,128.6
2017,NUTS,2010,PL82,2,130.7
2018,NUTS,2010,PL82,2,149.7
2019,NUTS,2010,PL82,2,169.8
2016,NUTS,2010,PL84,2,53.8
2017,NUTS,2010,PL84,2,77.9
2018,NUTS,2010,PL84,2,98.2
2019,NUTS,2010,PL84,2,118.0
2016,NUTS,2010,PL9,1,453.8
2017,NUTS,2010,PL9,1,514.2
2018,NUTS,2010,PL9,1,603.7
2019,NUTS,2010,PL9,1,668.2
2016,NUTS,2010,PL91,2,774.7
2017,NUTS,2010,PL91,2,873.7
2018,NUTS,2010,PL91,2,1014.0
2019,NUTS,2010,PL91,2,1114.9
2016,NUTS,2010,PL92,2,45.7
2017,NUTS,2010,PL92,2,52.8
2018,NUTS,2010,PL92,2,72.1
2019,NUTS,2010,PL92,2,82.1
2011,NUTS,2010,PT,0,272.8
2012,NUTS,2010,PT,0,248.3
2013,NUTS,2010,PT,0,237.6
2014,NUTS,2010,PT,0,234.6
2015,NUTS,2010,PT,0,231.3
2016,NUTS,2010,PT,0,243.9
2017,NUTS,2010,PT,0,260.8
2018,NUTS,2010,PT,0,274.9
2019,NUTS,2010,PT,0,292.3
2020,NUTS,2010,PT,0,309.6
2011,NUTS,2010,PT1,1,283.7
2012,NUTS,2010,PT1,1,257.2
2013,NUTS,2010,PT1,1,246.8
2014,NUTS,2010,PT1,1,243.5
2015,NUTS,2010,PT1,1,240.1
2016,NUTS,2010,PT1,1,253.6
2017,NUTS,2010,PT1,1,271.0
2018,NUTS,2010,PT1,1,285.5
2019,NUTS,2010,PT1,1,303.5
2020,NUTS,2010,PT1,1,321.6
2011,NUTS,2010,PT11,2,226.2
2012,NUTS,2010,PT11,2,210.5
2013,NUTS,2010,PT11,2,206.5
2014,NUTS,2010,PT11,2,205.4
2015,NUTS,2010,PT11,2,211.7
2016,NUTS,2010,PT11,2,219.2
2017,NUTS,2010,PT11,2,250.4
2018,NUTS,2010,PT11,2,263.4
2019,NUTS,2010,PT11,2,273.0
2020,NUTS,2010,PT11,2,302.5
2011,NUTS,2010,PT15,2,75.0
2012,NUTS,2010,PT15,2,75.7
2013,NUTS,2010,PT15,2,65.6
2014,NUTS,2010,PT15,2,72.6
2015,NUTS,2010,PT15,2,70.8
2016,NUTS,2010,PT15,2,71.5
2017,NUTS,2010,PT15,2,64.4
2018,NUTS,2010,PT15,2,75.7
2019,NUTS,2010,PT15,2,94.4
2020,NUTS,2010,PT15,2,96.0
2011,NUTS,2010,PT16,2,198.8
2012,NUTS,2010,PT16,2,201.8
2013,NUTS,2010,PT16,2,197.9
2014,NUTS,2010,PT16,2,210.8
2015,NUTS,2010,PT16,2,197.3
2016,NUTS,2010,PT16,2,209.3
2017,NUTS,2010,PT16,2,225.1
2018,NUTS,2010,PT16,2,228.6
2019,NUTS,2010,PT16,2,247.1
2020,NUTS,2010,PT16,2,244.3
2011,NUTS,2010,PT17,2,519.4
2012,NUTS,2010,PT17,2,440.3
2013,NUTS,2010,PT17,2,413.7
2014,NUTS,2010,PT17,2,390.4
2015,NUTS,2010,PT17,2,377.2
2016,NUTS,2010,PT17,2,402.3
2017,NUTS,2010,PT17,2,408.5
2018,NUTS,2010,PT17,2,430.9
2019,NUTS,2010,PT17,2,456.3
2020,NUTS,2010,PT17,2,480.9
2011,NUTS,2010,PT18,2,71.7
2012,NUTS,2010,PT18,2,77.5
2013,NUTS,2010,PT18,2,74.2
2014,NUTS,2010,PT18,2,77.5
2015,NUTS,2010,PT18,2,88.8
2016,NUTS,2010,PT18,2,96.2
2017,NUTS,2010,PT18,2,104.5
2018,NUTS,2010,PT18,2,125.4
2019,NUTS,2010,PT18,2,148.5
2020,NUTS,2010,PT18,2,154.2
2011,NUTS,2010,PT2,1,66.1
2012,NUTS,2010,PT2,1,95.7
2013,NUTS,2010,PT2,1,56.9
2014,NUTS,2010,PT2,1,57.7
2015,NUTS,2010,PT2,1,56.7
2016,NUTS,2010,PT2,1,50.8
2017,NUTS,2010,PT2,1,52.9
2018,NUTS,2010,PT2,1,56.6
2019,NUTS,2010,PT2,1,55.5
2020,NUTS,2010,PT2,1,57.6
2011,NUTS,2010,PT20,2,66.1
2012,NUTS,2010,PT20,2,95.7
2013,NUTS,2010,PT20,2,56.9
2014,NUTS,2010,PT20,2,57.7
2015,NUTS,2010,PT20,2,56.7
2016,NUTS,2010,PT20,2,50.8
2017,NUTS,2010,PT20,2,52.9
2018,NUTS,2010,PT20,2,56.6
2019,NUTS,2010,PT20,2,55.5
2020,NUTS,2010,PT20,2,57.6
2011,NUTS,2010,PT3,1,55.0
2012,NUTS,2010,PT3,1,51.2
2013,NUTS,2010,PT3,1,58.5
2014,NUTS,2010,PT3,1,61.9
2015,NUTS,2010,PT3,1,62.9
2016,NUTS,2010,PT3,1,56.2
2017,NUTS,2010,PT3,1,68.2
2018,NUTS,2010,PT3,1,76.3
2019,NUTS,2010,PT3,1,88.2
2020,NUTS,2010,PT3,1,88.9
2011,NUTS,2010,PT30,2,55.0
2012,NUTS,2010,PT30,2,51.2
2013,NUTS,2010,PT30,2,58.5
2014,NUTS,2010,PT30,2,61.9
2015,NUTS,2010,PT30,2,62.9
2016,NUTS,2010,PT30,2,56.2
2017,NUTS,2010,PT30,2,68.2
2018,NUTS,2010,PT30,2,76.3
2019,NUTS,2010,PT30,2,88.2
2020,NUTS,2010,PT30,2,88.9
2011,NUTS,2010,RO,0,48.5
2012,NUTS,2010,RO,0,48.4
2013,NUTS,2010,RO,0,40.3
2014,NUTS,2010,RO,0,41.2
2015,NUTS,2010,RO,0,54.5
2016,NUTS,2010,RO,0,56.6
2017,NUTS,2010,RO,0,63.9
2018,NUTS,2010,RO,0,66.8
2019,NUTS,2010,RO,0,66.8
2020,NUTS,2010,RO,0,63.3
2011,NUTS,2010,RO1,1,28.5
2012,NUTS,2010,RO1,1,30.9
2013,NUTS,2010,RO1,1,21.2
2014,NUTS,2010,RO1,1,28.5
2015,NUTS,2010,RO1,1,37.5
2016,NUTS,2010,RO1,1,31.0
2017,NUTS,2010,RO1,1,29.9
2018,NUTS,2010,RO1,1,32.7
2019,NUTS,2010,RO1,1,31.2
2011,NUTS,2010,RO11,2,39.0
2012,NUTS,2010,RO11,2,38.9
2013,NUTS,2010,RO11,2,28.6
2014,NUTS,2010,RO11,2,25.3
2015,NUTS,2010,RO11,2,40.5
2016,NUTS,2010,RO11,2,27.1
2017,NUTS,2010,RO11,2,28.0
2018,NUTS,2010,RO11,2,26.7
2019,NUTS,2010,RO11,2,23.1
2011,NUTS,2010,RO12,2,17.3
2012,NUTS,2010,RO12,2,22.0
2013,NUTS,2010,RO12,2,13.1
2014,NUTS,2010,RO12,2,32.1
2015,NUTS,2010,RO12,2,34.2
2016,NUTS,2010,RO12,2,35.4
2017,NUTS,2010,RO12,2,31.9
2018,NUTS,2010,RO12,2,39.2
2019,NUTS,2010,RO12,2,40.1
2011,NUTS,2010,RO2,1,12.7
2012,NUTS,2010,RO2,1,17.4
2013,NUTS,2010,RO2,1,13.8
2014,NUTS,2010,RO2,1,13.4
2015,NUTS,2010,RO2,1,20.4
2016,NUTS,2010,RO2,1,12.6
2017,NUTS,2010,RO2,1,11.0
2018,NUTS,2010,RO2,1,13.4
2019,NUTS,2010,RO2,1,19.2
2011,NUTS,2010,RO21,2,16.3
2012,NUTS,2010,RO21,2,25.2
2013,NUTS,2010,RO21,2,19.7
2014,NUTS,2010,RO21,2,18.8
2015,NUTS,2010,RO21,2,29.8
2016,NUTS,2010,RO21,2,15.9
2017,NUTS,2010,RO21,2,13.8
2018,NUTS,2010,RO21,2,16.3
2019,NUTS,2010,RO21,2,26.5
2011,NUTS,2010,RO22,2,8.0
2012,NUTS,2010,RO22,2,7.2
2013,NUTS,2010,RO22,2,6.0
2014,NUTS,2010,RO22,2,6.2
2015,NUTS,2010,RO22,2,8.0
2016,NUTS,2010,RO22,2,8.3
2017,NUTS,2010,RO22,2,7.3
2018,NUTS,2010,RO22,2,9.4
2019,NUTS,2010,RO22,2,9.4
2011,NUTS,2010,RO3,1,119.3
2012,NUTS,2010,RO3,1,119.4
2013,NUTS,2010,RO3,1,100.0
2014,NUTS,2010,RO3,1,101.4
2015,NUTS,2010,RO3,1,122.8
2016,NUTS,2010,RO3,1,144.3
2017,NUTS,2010,RO3,1,173.0
2018,NUTS,2010,RO3,1,174.8
2019,NUTS,2010,RO3,1,174.5
2011,NUTS,2010,RO31,2,28.7
2012,NUTS,2010,RO31,2,35.9
2013,NUTS,2010,RO31,2,27.9
2014,NUTS,2010,RO31,2,30.9
2015,NUTS,2010,RO31,2,31.0
2016,NUTS,2010,RO31,2,35.8
2017,NUTS,2010,RO31,2,33.2
2018,NUTS,2010,RO31,2,33.6
2019,NUTS,2010,RO31,2,38.0
2011,NUTS,2010,RO32,2,249.2
2012,NUTS,2010,RO32,2,234.1
2013,NUTS,2010,RO32,2,198.3
2014,NUTS,2010,RO32,2,196.6
2015,NUTS,2010,RO32,2,245.8
2016,NUTS,2010,RO32,2,288.1
2017,NUTS,2010,RO32,2,356.6
2018,NUTS,2010,RO32,2,356.7
2019,NUTS,2010,RO32,2,347.3
2011,NUTS,2010,RO4,1,21.3
2012,NUTS,2010,RO4,1,18.6
2013,NUTS,2010,RO4,1,21.4
2014,NUTS,2010,RO4,1,15.5
2015,NUTS,2010,RO4,1,32.5
2016,NUTS,2010,RO4,1,33.0
2017,NUTS,2010,RO4,1,34.5
2018,NUTS,2010,RO4,1,40.0
2019,NUTS,2010,RO4,1,33.1
2011,NUTS,2010,RO41,2,19.8
2012,NUTS,2010,RO41,2,9.6
2013,NUTS,2010,RO41,2,14.2
2014,NUTS,2010,RO41,2,11.6
2015,NUTS,2010,RO41,2,16.8
2016,NUTS,2010,RO41,2,12.3
2017,NUTS,2010,RO41,2,18.9
2018,NUTS,2010,RO41,2,24.0
2019,NUTS,2010,RO41,2,13.0
2011,NUTS,2010,RO42,2,23.1
2012,NUTS,2010,RO42,2,28.9
2013,NUTS,2010,RO42,2,29.5
2014,NUTS,2010,RO42,2,19.9
2015,NUTS,2010,RO42,2,50.0
2016,NUTS,2010,RO42,2,55.9
2017,NUTS,2010,RO42,2,51.7
2018,NUTS,2010,RO42,2,57.4
2019,NUTS,2010,RO42,2,55.0
2011,NUTS,2010,RS,0,62.3
2012,NUTS,2010,RS,0,77.6
2013,NUTS,2010,RS,0,64.3
2014,NUTS,2010,RS,0,67.3
2015,NUTS,2010,RS,0,77.1
2016,NUTS,2010,RS,0,82.9
2017,NUTS,2010,RS,0,88.5
2018,NUTS,2010,RS,0,97.9
2019,NUTS,2010,RS,0,99.1
2020,NUTS,2010,RS,0,100.9
2018,NUTS,2010,RS1,1,179.2
2019,NUTS,2010,RS1,1,180.3
2020,NUTS,2010,RS1,1,181.5
2018,NUTS,2010,RS11,2,275.0
2019,NUTS,2010,RS11,2,296.7
2020,NUTS,2010,RS11,2,299.9
2018,NUTS,2010,RS12,2,92.6
2019,NUTS,2010,RS12,2,74.3
2020,NUTS,2010,RS12,2,72.8
2018,NUTS,2010,RS2,1,14.1
2019,NUTS,2010,RS2,1,14.8
2020,NUTS,2010,RS2,1,16.4
2018,NUTS,2010,RS21,2,9.4
2019,NUTS,2010,RS21,2,12.8
2020,NUTS,2010,RS21,2,12.7
2018,NUTS,2010,RS22,2,20.0
2019,NUTS,2010,RS22,2,17.3
2020,NUTS,2010,RS22,2,21.2
2011,NUTS,2010,RU,0,183.5
2012,NUTS,2010,RU,0,193.9
2014,NUTS,2010,RU,0,205.1
2011,NUTS,2010,SE,0,966.1
2012,NUTS,2010,SE,0,966.5
2013,NUTS,2010,SE,0,979.6
2014,NUTS,2010,SE,0,947.9
2015,NUTS,2010,SE,0,1017.1
2016,NUTS,2010,SE,0,1036.2
2017,NUTS,2010,SE,0,1084.8
2018,NUTS,2010,SE,0,1078.7
2019,NUTS,2010,SE,0,1110.1
2020,NUTS,2010,SE,0,1111.2
2011,NUTS,2010,SE1,1,1275.1
2013,NUTS,2010,SE1,1,1346.9
2015,NUTS,2010,SE1,1,1400.3
2017,NUTS,2010,SE1,1,1367.2
2019,NUTS,2010,SE1,1,1339.0
2011,NUTS,2010,SE11,2,1479.3
2013,NUTS,2010,SE11,2,1602.1
2015,NUTS,2010,SE11,2,1666.7
2017,NUTS,2010,SE11,2,1647.6
2019,NUTS,2010,SE11,2,1517.4
2011,NUTS,2010,SE12,2,1007.6
2013,NUTS,2010,SE12,2,1005.4
2015,NUTS,2010,SE12,2,1039.2
2017,NUTS,2010,SE12,2,984.7
2019,NUTS,2010,SE12,2,1094.3
2011,NUTS,2010,SE2,1,933.5
2013,NUTS,2010,SE2,1,877.7
2015,NUTS,2010,SE2,1,907.0
2017,NUTS,2010,SE2,1,1097.7
2011,NUTS,2010,SE21,2,343.7
2013,NUTS,2010,SE21,2,371.6
2015,NUTS,2010,SE21,2,401.5
2011,NUTS,2010,SE22,2,1091.4
2013,NUTS,2010,SE22,2,969.7
2015,NUTS,2010,SE22,2,865.2
2017,NUTS,2010,SE22,2,888.7
2019,NUTS,2010,SE22,2,1023.9
2011,NUTS,2010,SE23,2,1070.9
2013,NUTS,2010,SE23,2,1026.2
2015,NUTS,2010,SE23,2,1153.2
2017,NUTS,2010,SE23,2,1529.3
2019,NUTS,2010,SE23,2,1621.1
2011,NUTS,2010,SE3,1,370.3
2013,NUTS,2010,SE3,1,413.2
2015,NUTS,2010,SE3,1,423.4
2017,NUTS,2010,SE3,1,406.6
2011,NUTS,2010,SE31,2,254.5
2013,NUTS,2010,SE31,2,326.1
2015,NUTS,2010,SE31,2,321.0
2017,NUTS,2010,SE31,2,308.3
2019,NUTS,2010,SE31,2,332.5
2011,NUTS,2010,SE32,2,221.2
2013,NUTS,2010,SE32,2,207.1
2015,NUTS,2010,SE32,2,198.6
2011,NUTS,2010,SE33,2,667.5
2013,NUTS,2010,SE33,2,703.6
2015,NUTS,2010,SE33,2,752.3
2017,NUTS,2010,SE33,2,702.7
2019,NUTS,2010,SE33,2,788.7
2011,NUTS,2010,SI,0,508.9
2012,NUTS,2010,SI,0,524.4
2013,NUTS,2010,SI,0,519.0
2014,NUTS,2010,SI,0,491.4
2015,NUTS,2010,SI,0,465.8
2016,NUTS,2010,SI,0,439.2
2017,NUTS,2010,SI,0,427.4
2018,NUTS,2010,SI,0,465.5
2019,NUTS,2010,SI,0,502.0
2020,NUTS,2010,SI,0,500.8
2011,NUTS,2010,SI0,1,508.9
2012,NUTS,2010,SI0,1,524.4
2013,NUTS,2010,SI0,1,519.0
2014,NUTS,2010,SI0,1,491.4
2015,NUTS,2010,SI0,1,465.8
2016,NUTS,2010,SI0,1,439.2
2017,NUTS,2010,SI0,1,427.4
2018,NUTS,2010,SI0,1,465.5
2019,NUTS,2010,SI0,1,502.0
2013,NUTS,2010,SI03,2,344.6
2014,NUTS,2010,SI03,2,334.2
2015,NUTS,2010,SI03,2,284.8
2016,NUTS,2010,SI03,2,269.2
2017,NUTS,2010,SI03,2,265.4
2018,NUTS,2010,SI03,2,293.6
2019,NUTS,2010,SI03,2,325.2
2013,NUTS,2010,SI04,2,718.1
2014,NUTS,2010,SI04,2,669.5
2015,NUTS,2010,SI04,2,670.0
2016,NUTS,2010,SI04,2,630.3
2017,NUTS,2010,SI04,2,608.8
2018,NUTS,2010,SI04,2,657.2
2019,NUTS,2010,SI04,2,698.3
2011,NUTS,2010,SK,0,116.5
2012,NUTS,2010,SK,0,143.4
2013,NUTS,2010,SK,0,148.8
2014,NUTS,2010,SK,0,163.2
2015,NUTS,2010,SK,0,226.3
2016,NUTS,2010,SK,0,157.1
2017,NUTS,2010,SK,0,181.1
2018,NUTS,2010,SK,0,177.7
2019,NUTS,2010,SK,0,179.0
2020,NUTS,2010,SK,0,188.7
2011,NUTS,2010,SK0,1,116.5
2012,NUTS,2010,SK0,1,143.4
2013,NUTS,2010,SK0,1,148.8
2014,NUTS,2010,SK0,1,163.2
2015,NUTS,2010,SK0,1,226.3
2016,NUTS,2010,SK0,1,157.1
2017,NUTS,2010,SK0,1,181.1
2018,NUTS,2010,SK0,1,177.7
2019,NUTS,2010,SK0,1,179.0
2020,NUTS,2010,SK0,1,188.7
2011,NUTS,2010,SK01,2,542.6
2012,NUTS,2010,SK01,2,692.5
2013,NUTS,2010,SK01,2,746.2
2014,NUTS,2010,SK01,2,664.4
2015,NUTS,2010,SK01,2,863.7
2016,NUTS,2010,SK01,2,671.9
2017,NUTS,2010,SK01,2,784.2
2018,NUTS,2010,SK01,2,714.0
2019,NUTS,2010,SK01,2,714.0
2020,NUTS,2010,SK01,2,722.0
2011,NUTS,2010,SK02,2,59.5
2012,NUTS,2010,SK02,2,58.6
2013,NUTS,2010,SK02,2,57.9
2014,NUTS,2010,SK02,2,113.1
2015,NUTS,2010,SK02,2,156.2
2016,NUTS,2010,SK02,2,98.3
2017,NUTS,2010,SK02,2,124.4
2018,NUTS,2010,SK02,2,134.4
2019,NUTS,2010,SK02,2,125.2
2020,NUTS,2010,SK02,2,124.4
2011,NUTS,2010,SK03,2,68.1
2012,NUTS,2010,SK03,2,89.0
2013,NUTS,2010,SK03,2,92.8
2014,NUTS,2010,SK03,2,110.5
2015,NUTS,2010,SK03,2,176.7
2016,NUTS,2010,SK03,2,96.4
2017,NUTS,2010,SK03,2,95.0
