year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_pc_gdp
2015,NUTS,2010,SI0,1,2.2
2016,NUTS,2010,SI0,1,2.01
2017,NUTS,2010,SI0,1,1.87
2018,NUTS,2010,SI0,1,1.95
2019,NUTS,2010,SI0,1,2.05
2013,NUTS,2010,SI03,2,2.06
2014,NUTS,2010,SI03,2,1.94
2015,NUTS,2010,SI03,2,1.62
2016,NUTS,2010,SI03,2,1.49
2017,NUTS,2010,SI03,2,1.41
2018,NUTS,2010,SI03,2,1.49
2019,NUTS,2010,SI03,2,1.61
2013,NUTS,2010,SI04,2,2.97
2014,NUTS,2010,SI04,2,2.7
2015,NUTS,2010,SI04,2,2.65
2016,NUTS,2010,SI04,2,2.41
2017,NUTS,2010,SI04,2,2.22
2018,NUTS,2010,SI04,2,2.29
2019,NUTS,2010,SI04,2,2.39
2011,NUTS,2010,SK,0,0.66
2012,NUTS,2010,SK,0,0.8
2013,NUTS,2010,SK,0,0.82
2014,NUTS,2010,SK,0,0.88
2015,NUTS,2010,SK,0,1.16
2016,NUTS,2010,SK,0,0.79
2017,NUTS,2010,SK,0,0.89
2018,NUTS,2010,SK,0,0.84
2019,NUTS,2010,SK,0,0.83
2020,NUTS,2010,SK,0,0.91
2011,NUTS,2010,SK0,1,0.66
2012,NUTS,2010,SK0,1,0.8
2013,NUTS,2010,SK0,1,0.82
2014,NUTS,2010,SK0,1,0.88
2015,NUTS,2010,SK0,1,1.16
2016,NUTS,2010,SK0,1,0.79
2017,NUTS,2010,SK0,1,0.89
2018,NUTS,2010,SK0,1,0.84
2019,NUTS,2010,SK0,1,0.83
2020,NUTS,2010,SK0,1,0.91
2011,NUTS,2010,SK01,2,1.2
2012,NUTS,2010,SK01,2,1.56
2013,NUTS,2010,SK01,2,1.63
2014,NUTS,2010,SK01,2,1.45
2015,NUTS,2010,SK01,2,1.79
2016,NUTS,2010,SK01,2,1.37
2017,NUTS,2010,SK01,2,1.58
2018,NUTS,2010,SK01,2,1.41
2019,NUTS,2010,SK01,2,1.42
2020,NUTS,2010,SK01,2,1.5
2011,NUTS,2010,SK02,2,0.35
2012,NUTS,2010,SK02,2,0.34
2013,NUTS,2010,SK02,2,0.35
2014,NUTS,2010,SK02,2,0.65
2015,NUTS,2010,SK02,2,0.88
2016,NUTS,2010,SK02,2,0.54
2017,NUTS,2010,SK02,2,0.68
2018,NUTS,2010,SK02,2,0.71
2019,NUTS,2010,SK02,2,0.62
2020,NUTS,2010,SK02,2,0.65
2011,NUTS,2010,SK03,2,0.49
2012,NUTS,2010,SK03,2,0.63
2013,NUTS,2010,SK03,2,0.65
2014,NUTS,2010,SK03,2,0.76
2015,NUTS,2010,SK03,2,1.14
2016,NUTS,2010,SK03,2,0.61
2017,NUTS,2010,SK03,2,0.59
2018,NUTS,2010,SK03,2,0.61
2019,NUTS,2010,SK03,2,0.65
2020,NUTS,2010,SK03,2,0.74
2011,NUTS,2010,SK04,2,0.53
2012,NUTS,2010,SK04,2,0.64
2013,NUTS,2010,SK04,2,0.59
2014,NUTS,2010,SK04,2,0.56
2015,NUTS,2010,SK04,2,0.74
2016,NUTS,2010,SK04,2,0.53
2017,NUTS,2010,SK04,2,0.53
2018,NUTS,2010,SK04,2,0.48
2019,NUTS,2010,SK04,2,0.5
2020,NUTS,2010,SK04,2,0.65
2011,NUTS,2010,TR,0,0.79
2012,NUTS,2010,TR,0,0.83
2013,NUTS,2010,TR,0,0.81
2014,NUTS,2010,TR,0,0.86
2015,NUTS,2010,TR,0,0.88
2016,NUTS,2010,TR,0,0.94
2017,NUTS,2010,TR,0,0.95
2018,NUTS,2010,TR,0,1.03
2019,NUTS,2010,TR,0,1.06
2020,NUTS,2010,TR,0,1.09
2011,NUTS,2010,UK,0,1.65
2012,NUTS,2010,UK,0,1.58
2013,NUTS,2010,UK,0,1.62
2014,NUTS,2010,UK,0,1.64
2015,NUTS,2010,UK,0,1.65
2016,NUTS,2010,UK,0,1.66
2017,NUTS,2010,UK,0,1.68
2018,NUTS,2010,UK,0,1.73
2019,NUTS,2010,UK,0,1.76
2011,NUTS,2010,UKC,1,0.96
2012,NUTS,2010,UKC,1,0.99
2013,NUTS,2010,UKC,1,1.05
2014,NUTS,2010,UKC,1,0.97
2015,NUTS,2010,UKC,1,1.11
2016,NUTS,2010,UKC,1,1.08
2017,NUTS,2010,UKC,1,1.18
2018,NUTS,2010,UKC,1,1.27
2011,NUTS,2010,UKC1,2,0.91
2012,NUTS,2010,UKC1,2,0.93
2013,NUTS,2010,UKC1,2,0.97
2014,NUTS,2010,UKC1,2,0.9
2015,NUTS,2010,UKC1,2,0.96
2016,NUTS,2010,UKC1,2,0.84
2017,NUTS,2010,UKC1,2,0.94
2018,NUTS,2010,UKC1,2,1.13
2011,NUTS,2010,UKC2,2,1.0
2012,NUTS,2010,UKC2,2,1.04
2013,NUTS,2010,UKC2,2,1.1
2014,NUTS,2010,UKC2,2,1.03
2015,NUTS,2010,UKC2,2,1.22
2016,NUTS,2010,UKC2,2,1.25
2017,NUTS,2010,UKC2,2,1.36
2018,NUTS,2010,UKC2,2,1.37
2011,NUTS,2010,UKD,1,1.83
2012,NUTS,2010,UKD,1,1.49
2013,NUTS,2010,UKD,1,1.46
2014,NUTS,2010,UKD,1,1.43
2015,NUTS,2010,UKD,1,1.58
2016,NUTS,2010,UKD,1,1.66
2017,NUTS,2010,UKD,1,1.53
2018,NUTS,2010,UKD,1,1.43
2011,NUTS,2010,UKD1,2,0.97
2012,NUTS,2010,UKD1,2,0.66
2013,NUTS,2010,UKD1,2,0.55
2014,NUTS,2010,UKD1,2,0.88
2015,NUTS,2010,UKD1,2,1.21
2016,NUTS,2010,UKD1,2,1.22
2017,NUTS,2010,UKD1,2,1.26
2018,NUTS,2010,UKD1,2,1.37
2011,NUTS,2010,UKD3,2,0.89
2012,NUTS,2010,UKD3,2,0.89
2013,NUTS,2010,UKD3,2,0.81
2014,NUTS,2010,UKD3,2,0.87
2015,NUTS,2010,UKD3,2,0.92
2016,NUTS,2010,UKD3,2,0.94
2017,NUTS,2010,UKD3,2,0.93
2018,NUTS,2010,UKD3,2,1.22
2011,NUTS,2010,UKD4,2,1.01
2012,NUTS,2010,UKD4,2,0.89
2013,NUTS,2010,UKD4,2,0.87
2014,NUTS,2010,UKD4,2,0.89
2015,NUTS,2010,UKD4,2,0.89
2016,NUTS,2010,UKD4,2,1.0
2017,NUTS,2010,UKD4,2,0.91
2018,NUTS,2010,UKD4,2,0.82
2011,NUTS,2010,UKD6,2,5.73
2012,NUTS,2010,UKD6,2,3.85
2013,NUTS,2010,UKD6,2,3.72
2014,NUTS,2010,UKD6,2,3.2
2015,NUTS,2010,UKD6,2,3.97
2016,NUTS,2010,UKD6,2,3.71
2017,NUTS,2010,UKD6,2,2.98
2018,NUTS,2010,UKD6,2,2.37
2011,NUTS,2010,UKD7,2,1.38
2012,NUTS,2010,UKD7,2,1.46
2013,NUTS,2010,UKD7,2,1.64
2014,NUTS,2010,UKD7,2,1.67
2015,NUTS,2010,UKD7,2,1.56
2016,NUTS,2010,UKD7,2,2.04
2017,NUTS,2010,UKD7,2,2.12
2018,NUTS,2010,UKD7,2,1.6
2011,NUTS,2010,UKE,1,0.99
2012,NUTS,2010,UKE,1,1.03
2013,NUTS,2010,UKE,1,1.06
2014,NUTS,2010,UKE,1,1.06
2015,NUTS,2010,UKE,1,1.11
2016,NUTS,2010,UKE,1,1.09
2017,NUTS,2010,UKE,1,1.22
2018,NUTS,2010,UKE,1,1.18
2011,NUTS,2010,UKE1,2,0.58
2012,NUTS,2010,UKE1,2,0.63
2013,NUTS,2010,UKE1,2,0.08
2014,NUTS,2010,UKE1,2,0.72
2015,NUTS,2010,UKE1,2,0.77
2016,NUTS,2010,UKE1,2,0.8
2017,NUTS,2010,UKE1,2,0.84
2018,NUTS,2010,UKE1,2,0.88
2011,NUTS,2010,UKE2,2,1.51
2012,NUTS,2010,UKE2,2,1.56
2013,NUTS,2010,UKE2,2,1.99
2014,NUTS,2010,UKE2,2,1.4
2015,NUTS,2010,UKE2,2,1.57
2016,NUTS,2010,UKE2,2,1.41
2017,NUTS,2010,UKE2,2,1.49
2018,NUTS,2010,UKE2,2,1.55
2011,NUTS,2010,UKE3,2,1.06
2012,NUTS,2010,UKE3,2,1.06
2013,NUTS,2010,UKE3,2,1.04
2014,NUTS,2010,UKE3,2,1.07
2015,NUTS,2010,UKE3,2,1.21
2016,NUTS,2010,UKE3,2,1.22
2017,NUTS,2010,UKE3,2,1.48
2018,NUTS,2010,UKE3,2,1.33
2011,NUTS,2010,UKE4,2,0.91
2012,NUTS,2010,UKE4,2,0.96
2013,NUTS,2010,UKE4,2,1.08
2014,NUTS,2010,UKE4,2,1.05
2015,NUTS,2010,UKE4,2,1.03
2016,NUTS,2010,UKE4,2,1.01
2017,NUTS,2010,UKE4,2,1.13
2018,NUTS,2010,UKE4,2,1.08
2011,NUTS,2010,UKF,1,1.62
2012,NUTS,2010,UKF,1,1.61
2013,NUTS,2010,UKF,1,1.7
2014,NUTS,2010,UKF,1,1.74
2015,NUTS,2010,UKF,1,1.73
2016,NUTS,2010,UKF,1,1.81
2017,NUTS,2010,UKF,1,1.63
2018,NUTS,2010,UKF,1,1.81
2011,NUTS,2010,UKF1,2,2.29
2012,NUTS,2010,UKF1,2,2.42
2013,NUTS,2010,UKF1,2,2.54
2014,NUTS,2010,UKF1,2,2.66
2015,NUTS,2010,UKF1,2,2.69
2016,NUTS,2010,UKF1,2,2.78
2017,NUTS,2010,UKF1,2,2.47
2018,NUTS,2010,UKF1,2,2.85
2011,NUTS,2010,UKF2,2,1.28
2012,NUTS,2010,UKF2,2,1.16
2013,NUTS,2010,UKF2,2,1.23
2014,NUTS,2010,UKF2,2,1.2
2015,NUTS,2010,UKF2,2,1.14
2016,NUTS,2010,UKF2,2,1.2
2017,NUTS,2010,UKF2,2,1.12
2018,NUTS,2010,UKF2,2,1.15
2011,NUTS,2010,UKF3,2,0.42
2012,NUTS,2010,UKF3,2,0.31
2013,NUTS,2010,UKF3,2,0.33
2014,NUTS,2010,UKF3,2,0.36
2015,NUTS,2010,UKF3,2,0.35
2016,NUTS,2010,UKF3,2,0.44
2017,NUTS,2010,UKF3,2,0.47
2018,NUTS,2010,UKF3,2,0.44
2011,NUTS,2010,UKG,1,1.35
2012,NUTS,2010,UKG,1,1.5
2013,NUTS,2010,UKG,1,1.62
2014,NUTS,2010,UKG,1,1.77
2015,NUTS,2010,UKG,1,1.9
2016,NUTS,2010,UKG,1,1.91
2017,NUTS,2010,UKG,1,1.94
2018,NUTS,2010,UKG,1,2.07
2011,NUTS,2010,UKG1,2,2.36
2012,NUTS,2010,UKG1,2,2.62
2013,NUTS,2010,UKG1,2,2.51
2014,NUTS,2010,UKG1,2,2.93
2015,NUTS,2010,UKG1,2,3.19
2016,NUTS,2010,UKG1,2,3.04
2017,NUTS,2010,UKG1,2,3.87
2018,NUTS,2010,UKG1,2,3.98
2011,NUTS,2010,UKG2,2,0.59
2012,NUTS,2010,UKG2,2,0.59
2013,NUTS,2010,UKG2,2,0.64
2014,NUTS,2010,UKG2,2,0.63
2015,NUTS,2010,UKG2,2,0.65
2016,NUTS,2010,UKG2,2,0.76
2017,NUTS,2010,UKG2,2,0.66
2018,NUTS,2010,UKG2,2,0.81
2011,NUTS,2010,UKG3,2,1.23
2012,NUTS,2010,UKG3,2,1.38
2013,NUTS,2010,UKG3,2,1.65
2014,NUTS,2010,UKG3,2,1.71
2015,NUTS,2010,UKG3,2,1.84
2016,NUTS,2010,UKG3,2,1.89
2017,NUTS,2010,UKG3,2,1.55
2018,NUTS,2010,UKG3,2,1.68
2011,NUTS,2010,UKH,1,3.46
2012,NUTS,2010,UKH,1,3.24
2013,NUTS,2010,UKH,1,3.6
2014,NUTS,2010,UKH,1,3.54
2015,NUTS,2010,UKH,1,3.43
2016,NUTS,2010,UKH,1,3.36
2017,NUTS,2010,UKH,1,3.33
2018,NUTS,2010,UKH,1,3.57
2011,NUTS,2010,UKH1,2,4.69
2012,NUTS,2010,UKH1,2,4.69
2013,NUTS,2010,UKH1,2,4.76
2014,NUTS,2010,UKH1,2,5.08
2015,NUTS,2010,UKH1,2,4.83
2016,NUTS,2010,UKH1,2,4.56
2017,NUTS,2010,UKH1,2,4.68
2018,NUTS,2010,UKH1,2,5.47
2011,NUTS,2010,UKH2,2,2.89
2012,NUTS,2010,UKH2,2,2.73
2013,NUTS,2010,UKH2,2,3.75
2014,NUTS,2010,UKH2,2,3.19
2015,NUTS,2010,UKH2,2,3.2
2016,NUTS,2010,UKH2,2,3.29
2017,NUTS,2010,UKH2,2,3.12
2018,NUTS,2010,UKH2,2,2.95
2011,NUTS,2010,UKH3,2,2.28
2012,NUTS,2010,UKH3,2,1.59
2013,NUTS,2010,UKH3,2,1.58
2014,NUTS,2010,UKH3,2,1.6
2015,NUTS,2010,UKH3,2,1.59
2016,NUTS,2010,UKH3,2,1.64
2017,NUTS,2010,UKH3,2,1.61
2018,NUTS,2010,UKH3,2,1.55
2011,NUTS,2010,UKI,1,0.94
2012,NUTS,2010,UKI,1,0.99
2013,NUTS,2010,UKI,1,0.94
2014,NUTS,2010,UKI,1,1.01
2015,NUTS,2010,UKI,1,1.03
2016,NUTS,2010,UKI,1,1.04
2017,NUTS,2010,UKI,1,1.14
2018,NUTS,2010,UKI,1,1.16
2011,NUTS,2010,UKI3,2,1.66
2012,NUTS,2010,UKI3,2,1.67
2013,NUTS,2010,UKI3,2,1.62
2014,NUTS,2010,UKI3,2,1.65
2015,NUTS,2010,UKI3,2,1.59
2016,NUTS,2010,UKI3,2,1.42
2017,NUTS,2010,UKI3,2,1.57
2018,NUTS,2010,UKI3,2,1.63
2011,NUTS,2010,UKI4,2,0.37
2012,NUTS,2010,UKI4,2,0.35
2013,NUTS,2010,UKI4,2,0.43
2014,NUTS,2010,UKI4,2,0.51
2015,NUTS,2010,UKI4,2,0.53
2016,NUTS,2010,UKI4,2,0.5
2017,NUTS,2010,UKI4,2,0.59
2018,NUTS,2010,UKI4,2,0.67
2011,NUTS,2010,UKI5,2,0.29
2012,NUTS,2010,UKI5,2,0.26
2013,NUTS,2010,UKI5,2,0.25
2014,NUTS,2010,UKI5,2,0.25
2015,NUTS,2010,UKI5,2,0.33
2016,NUTS,2010,UKI5,2,0.32
2017,NUTS,2010,UKI5,2,0.29
2018,NUTS,2010,UKI5,2,0.31
2011,NUTS,2010,UKI6,2,0.49
2012,NUTS,2010,UKI6,2,0.36
2013,NUTS,2010,UKI6,2,0.55
2014,NUTS,2010,UKI6,2,0.54
2015,NUTS,2010,UKI6,2,0.42
2016,NUTS,2010,UKI6,2,0.43
2017,NUTS,2010,UKI6,2,0.5
2018,NUTS,2010,UKI6,2,0.46
2011,NUTS,2010,UKI7,2,0.49
2012,NUTS,2010,UKI7,2,0.93
2013,NUTS,2010,UKI7,2,0.49
2014,NUTS,2010,UKI7,2,0.73
2015,NUTS,2010,UKI7,2,0.97
2016,NUTS,2010,UKI7,2,1.48
2017,NUTS,2010,UKI7,2,1.5
2018,NUTS,2010,UKI7,2,1.36
2011,NUTS,2010,UKJ,1,2.62
2012,NUTS,2010,UKJ,1,2.36
2013,NUTS,2010,UKJ,1,2.33
2014,NUTS,2010,UKJ,1,2.3
2015,NUTS,2010,UKJ,1,2.28
2016,NUTS,2010,UKJ,1,2.25
2017,NUTS,2010,UKJ,1,2.21
2018,NUTS,2010,UKJ,1,2.26
2011,NUTS,2010,UKJ1,2,3.23
2012,NUTS,2010,UKJ1,2,3.26
2013,NUTS,2010,UKJ1,2,3.38
2014,NUTS,2010,UKJ1,2,3.53
2015,NUTS,2010,UKJ1,2,3.52
2016,NUTS,2010,UKJ1,2,3.67
2017,NUTS,2010,UKJ1,2,3.63
2018,NUTS,2010,UKJ1,2,3.65
2011,NUTS,2010,UKJ2,2,1.67
2012,NUTS,2010,UKJ2,2,1.63
2013,NUTS,2010,UKJ2,2,1.53
2014,NUTS,2010,UKJ2,2,1.38
2015,NUTS,2010,UKJ2,2,1.53
2016,NUTS,2010,UKJ2,2,1.46
2017,NUTS,2010,UKJ2,2,1.56
2018,NUTS,2010,UKJ2,2,1.55
2011,NUTS,2010,UKJ3,2,2.64
2012,NUTS,2010,UKJ3,2,2.37
2013,NUTS,2010,UKJ3,2,2.57
2014,NUTS,2010,UKJ3,2,2.4
2015,NUTS,2010,UKJ3,2,2.1
2016,NUTS,2010,UKJ3,2,1.87
2017,NUTS,2010,UKJ3,2,1.58
2018,NUTS,2010,UKJ3,2,1.65
2011,NUTS,2010,UKJ4,2,3.16
2012,NUTS,2010,UKJ4,2,1.78
2013,NUTS,2010,UKJ4,2,1.26
2014,NUTS,2010,UKJ4,2,1.27
2015,NUTS,2010,UKJ4,2,1.23
2016,NUTS,2010,UKJ4,2,1.24
2017,NUTS,2010,UKJ4,2,1.23
2018,NUTS,2010,UKJ4,2,1.34
2011,NUTS,2010,UKK,1,1.7
2012,NUTS,2010,UKK,1,1.61
2013,NUTS,2010,UKK,1,1.66
2014,NUTS,2010,UKK,1,1.7
2015,NUTS,2010,UKK,1,1.48
2016,NUTS,2010,UKK,1,1.48
2017,NUTS,2010,UKK,1,1.53
2018,NUTS,2010,UKK,1,1.59
2011,NUTS,2010,UKK1,2,2.59
2012,NUTS,2010,UKK1,2,2.51
2013,NUTS,2010,UKK1,2,2.51
2014,NUTS,2010,UKK1,2,2.54
2015,NUTS,2010,UKK1,2,2.02
2016,NUTS,2010,UKK1,2,2.03
2017,NUTS,2010,UKK1,2,2.14
2018,NUTS,2010,UKK1,2,2.19
2011,NUTS,2010,UKK2,2,0.73
2012,NUTS,2010,UKK2,2,0.73
2013,NUTS,2010,UKK2,2,0.83
2014,NUTS,2010,UKK2,2,0.82
2015,NUTS,2010,UKK2,2,0.85
2016,NUTS,2010,UKK2,2,0.81
2017,NUTS,2010,UKK2,2,0.78
2018,NUTS,2010,UKK2,2,0.83
2011,NUTS,2010,UKK3,2,0.21
2012,NUTS,2010,UKK3,2,0.2
2013,NUTS,2010,UKK3,2,0.2
2014,NUTS,2010,UKK3,2,0.24
2015,NUTS,2010,UKK3,2,0.38
2016,NUTS,2010,UKK3,2,0.37
2017,NUTS,2010,UKK3,2,0.37
2018,NUTS,2010,UKK3,2,0.35
2011,NUTS,2010,UKK4,2,0.92
2012,NUTS,2010,UKK4,2,0.67
2013,NUTS,2010,UKK4,2,0.81
2014,NUTS,2010,UKK4,2,0.88
2015,NUTS,2010,UKK4,2,1.09
2016,NUTS,2010,UKK4,2,1.14
2017,NUTS,2010,UKK4,2,1.18
2018,NUTS,2010,UKK4,2,1.27
2011,NUTS,2010,UKL,1,0.95
2012,NUTS,2010,UKL,1,0.95
2013,NUTS,2010,UKL,1,1.1
2014,NUTS,2010,UKL,1,1.11
2015,NUTS,2010,UKL,1,0.94
2016,NUTS,2010,UKL,1,1.05
2017,NUTS,2010,UKL,1,1.05
2018,NUTS,2010,UKL,1,1.08
2011,NUTS,2010,UKL1,2,0.65
2012,NUTS,2010,UKL1,2,0.6
2013,NUTS,2010,UKL1,2,0.62
2014,NUTS,2010,UKL1,2,0.83
2015,NUTS,2010,UKL1,2,0.78
2016,NUTS,2010,UKL1,2,0.84
2017,NUTS,2010,UKL1,2,0.97
2018,NUTS,2010,UKL1,2,0.99
2011,NUTS,2010,UKL2,2,1.32
2012,NUTS,2010,UKL2,2,1.38
2013,NUTS,2010,UKL2,2,1.68
2014,NUTS,2010,UKL2,2,1.46
2015,NUTS,2010,UKL2,2,1.13
2016,NUTS,2010,UKL2,2,1.3
2017,NUTS,2010,UKL2,2,1.16
2018,NUTS,2010,UKL2,2,1.19
2011,NUTS,2010,UKM,1,1.51
2012,NUTS,2010,UKM,1,1.45
2013,NUTS,2010,UKM,1,1.5
2014,NUTS,2010,UKM,1,1.54
2015,NUTS,2010,UKM,1,1.48
2016,NUTS,2010,UKM,1,1.56
2017,NUTS,2010,UKM,1,1.63
2018,NUTS,2010,UKM,1,1.69
2011,NUTS,2010,UKM2,2,1.24
2012,NUTS,2010,UKM2,2,1.2
2013,NUTS,2010,UKM2,2,2.2
2014,NUTS,2010,UKM2,2,2.18
2015,NUTS,2010,UKM2,2,2.1
2016,NUTS,2010,UKM2,2,2.13
2011,NUTS,2010,UKM3,2,1.49
2012,NUTS,2010,UKM3,2,1.49
2013,NUTS,2010,UKM3,2,1.08
2014,NUTS,2010,UKM3,2,1.01
2015,NUTS,2010,UKM3,2,1.1
2016,NUTS,2010,UKM3,2,1.18
2011,NUTS,2010,UKM5,2,2.72
2012,NUTS,2010,UKM5,2,2.44
2013,NUTS,2010,UKM5,2,1.33
2014,NUTS,2010,UKM5,2,1.84
2015,NUTS,2010,UKM5,2,1.31
2016,NUTS,2010,UKM5,2,1.51
2017,NUTS,2010,UKM5,2,1.49
2018,NUTS,2010,UKM5,2,1.48
2011,NUTS,2010,UKM6,2,0.83
2012,NUTS,2010,UKM6,2,0.73
2013,NUTS,2010,UKM6,2,0.61
2014,NUTS,2010,UKM6,2,0.52
2015,NUTS,2010,UKM6,2,0.49
2016,NUTS,2010,UKM6,2,0.49
2017,NUTS,2010,UKM6,2,0.48
2018,NUTS,2010,UKM6,2,0.45
2014,NUTS,2010,UKM7,2,2.11
2015,NUTS,2010,UKM7,2,2.06
2016,NUTS,2010,UKM7,2,2.09
2017,NUTS,2010,UKM7,2,2.22
2018,NUTS,2010,UKM7,2,2.33
2014,NUTS,2010,UKM8,2,1.43
2015,NUTS,2010,UKM8,2,1.54
2016,NUTS,2010,UKM8,2,1.65
2017,NUTS,2010,UKM8,2,1.75
2018,NUTS,2010,UKM8,2,1.8
2014,NUTS,2010,UKM9,2,0.23
2015,NUTS,2010,UKM9,2,0.25
2016,NUTS,2010,UKM9,2,0.3
2017,NUTS,2010,UKM9,2,0.35
2018,NUTS,2010,UKM9,2,0.36
2011,NUTS,2010,UKN,1,1.4
2012,NUTS,2010,UKN,1,1.53
2013,NUTS,2010,UKN,1,1.54
2014,NUTS,2010,UKN,1,1.25
2015,NUTS,2010,UKN,1,1.55
2016,NUTS,2010,UKN,1,1.46
2017,NUTS,2010,UKN,1,1.47
2018,NUTS,2010,UKN,1,1.51
2011,NUTS,2010,UKN0,2,1.4
2012,NUTS,2010,UKN0,2,1.53
2013,NUTS,2010,UKN0,2,1.54
2014,NUTS,2010,UKN0,2,1.25
2015,NUTS,2010,UKN0,2,1.55
2016,NUTS,2010,UKN0,2,1.46
2017,NUTS,2010,UKN0,2,1.47
2018,NUTS,2010,UKN0,2,1.51
2011,NUTS,2010,US,0,2.76
2012,NUTS,2010,US,0,2.67
2013,NUTS,2010,US,0,2.7
2014,NUTS,2010,US,0,2.72
2015,NUTS,2010,US,0,2.72
2016,NUTS,2010,US,0,2.79
2017,NUTS,2010,US,0,2.86
2018,NUTS,2010,US,0,2.96
2019,NUTS,2010,US,0,3.08
