year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_pc_emp_fte_f
2012,NUTS,2010,PL32,2,0.1036
2013,NUTS,2010,PL32,2,0.1262
2014,NUTS,2010,PL32,2,0.1422
2015,NUTS,2010,PL32,2,0.1389
2011,NUTS,2010,PL33,2,0.0137
2012,NUTS,2010,PL33,2,0.0178
2014,NUTS,2010,PL33,2,0.0165
2015,NUTS,2010,PL33,2,0.0203
2011,NUTS,2010,PL34,2,0.0027
2012,NUTS,2010,PL34,2,0.0088
2014,NUTS,2010,PL34,2,0.0125
2015,NUTS,2010,PL34,2,0.0143
2011,NUTS,2010,PL4,1,0.0153
2013,NUTS,2010,PL4,1,0.0362
2014,NUTS,2010,PL4,1,0.0324
2015,NUTS,2010,PL4,1,0.045
2016,NUTS,2010,PL4,1,0.0554
2018,NUTS,2010,PL4,1,0.0719
2019,NUTS,2010,PL4,1,0.0764
2011,NUTS,2010,PL41,2,0.023
2013,NUTS,2010,PL41,2,0.0573
2014,NUTS,2010,PL41,2,0.0462
2015,NUTS,2010,PL41,2,0.0635
2016,NUTS,2010,PL41,2,0.0809
2018,NUTS,2010,PL41,2,0.0921
2019,NUTS,2010,PL41,2,0.1002
2011,NUTS,2010,PL42,2,0.0034
2012,NUTS,2010,PL42,2,0.0073
2013,NUTS,2010,PL42,2,0.0071
2014,NUTS,2010,PL42,2,0.0144
2015,NUTS,2010,PL42,2,0.0164
2016,NUTS,2010,PL42,2,0.0194
2017,NUTS,2010,PL42,2,0.0371
2018,NUTS,2010,PL42,2,0.043
2019,NUTS,2010,PL42,2,0.036
2011,NUTS,2010,PL43,2,0.0068
2013,NUTS,2010,PL43,2,0.0089
2014,NUTS,2010,PL43,2,0.0143
2015,NUTS,2010,PL43,2,0.0268
2016,NUTS,2010,PL43,2,0.021
2018,NUTS,2010,PL43,2,0.0434
2019,NUTS,2010,PL43,2,0.0528
2011,NUTS,2010,PL5,1,0.0313
2012,NUTS,2010,PL5,1,0.0417
2013,NUTS,2010,PL5,1,0.054
2014,NUTS,2010,PL5,1,0.0773
2015,NUTS,2010,PL5,1,0.0943
2016,NUTS,2010,PL5,1,0.1186
2018,NUTS,2010,PL5,1,0.1747
2019,NUTS,2010,PL5,1,0.1857
2012,NUTS,2010,PL51,2,0.0498
2013,NUTS,2010,PL51,2,0.0645
2014,NUTS,2010,PL51,2,0.0954
2015,NUTS,2010,PL51,2,0.1143
2016,NUTS,2010,PL51,2,0.1262
2018,NUTS,2010,PL51,2,0.1976
2019,NUTS,2010,PL51,2,0.2135
2012,NUTS,2010,PL52,2,0.0161
2013,NUTS,2010,PL52,2,0.021
2014,NUTS,2010,PL52,2,0.0229
2015,NUTS,2010,PL52,2,0.0364
2016,NUTS,2010,PL52,2,0.0936
2018,NUTS,2010,PL52,2,0.1009
2019,NUTS,2010,PL52,2,0.0904
2011,NUTS,2010,PL6,1,0.0337
2012,NUTS,2010,PL6,1,0.038
2013,NUTS,2010,PL6,1,0.0434
2014,NUTS,2010,PL6,1,0.0493
2015,NUTS,2010,PL6,1,0.0503
2016,NUTS,2010,PL6,1,0.0806
2018,NUTS,2010,PL6,1,0.1128
2019,NUTS,2010,PL6,1,0.1326
2012,NUTS,2010,PL61,2,0.0168
2013,NUTS,2010,PL61,2,0.015
2014,NUTS,2010,PL61,2,0.0193
2015,NUTS,2010,PL61,2,0.0279
2016,NUTS,2010,PL61,2,0.0365
2017,NUTS,2010,PL61,2,0.0706
2018,NUTS,2010,PL61,2,0.0573
2019,NUTS,2010,PL61,2,0.0589
2012,NUTS,2010,PL62,2,0.0031
2013,NUTS,2010,PL62,2,0.0053
2014,NUTS,2010,PL62,2,0.0085
2015,NUTS,2010,PL62,2,0.0138
2016,NUTS,2010,PL62,2,0.0334
2018,NUTS,2010,PL62,2,0.0288
2019,NUTS,2010,PL62,2,0.0464
2011,NUTS,2010,PL63,2,0.0764
2012,NUTS,2010,PL63,2,0.0772
2013,NUTS,2010,PL63,2,0.0894
2014,NUTS,2010,PL63,2,0.0992
2015,NUTS,2010,PL63,2,0.0895
2016,NUTS,2010,PL63,2,0.1442
2017,NUTS,2010,PL63,2,0.1632
2018,NUTS,2010,PL63,2,0.2062
2019,NUTS,2010,PL63,2,0.2397
2016,NUTS,2010,PL7,1,0.0873
2017,NUTS,2010,PL7,1,0.1
2018,NUTS,2010,PL7,1,0.0967
2019,NUTS,2010,PL7,1,0.1031
2016,NUTS,2010,PL71,2,0.12
2017,NUTS,2010,PL71,2,0.1341
2018,NUTS,2010,PL71,2,0.1265
2019,NUTS,2010,PL71,2,0.1354
2016,NUTS,2010,PL72,2,0.0136
2017,NUTS,2010,PL72,2,0.0239
2018,NUTS,2010,PL72,2,0.0291
2019,NUTS,2010,PL72,2,0.0328
2016,NUTS,2010,PL8,1,0.072
2018,NUTS,2010,PL8,1,0.0851
2019,NUTS,2010,PL8,1,0.082
2016,NUTS,2010,PL81,2,0.0407
2018,NUTS,2010,PL81,2,0.059
2019,NUTS,2010,PL81,2,0.0477
2016,NUTS,2010,PL82,2,0.1332
2018,NUTS,2010,PL82,2,0.1377
2019,NUTS,2010,PL82,2,0.1366
2016,NUTS,2010,PL84,2,0.0241
2018,NUTS,2010,PL84,2,0.0424
2019,NUTS,2010,PL84,2,0.0512
2016,NUTS,2010,PL9,1,0.3209
2017,NUTS,2010,PL9,1,0.4932
2018,NUTS,2010,PL9,1,0.513
2019,NUTS,2010,PL9,1,0.4625
2016,NUTS,2010,PL91,2,0.5308
2017,NUTS,2010,PL91,2,0.8129
2019,NUTS,2010,PL91,2,0.7017
2016,NUTS,2010,PL92,2,0.0251
2017,NUTS,2010,PL92,2,0.038
2019,NUTS,2010,PL92,2,0.0618
2011,NUTS,2010,PT,0,0.1696
2012,NUTS,2010,PT,0,0.1773
2013,NUTS,2010,PT,0,0.1492
2014,NUTS,2010,PT,0,0.1564
2015,NUTS,2010,PT,0,0.1564
2016,NUTS,2010,PT,0,0.1704
2017,NUTS,2010,PT,0,0.1985
2018,NUTS,2010,PT,0,0.2037
2019,NUTS,2010,PT,0,0.2327
2020,NUTS,2010,PT,0,0.2728
2011,NUTS,2010,PT1,1,0.1624
2012,NUTS,2010,PT1,1,0.1691
2013,NUTS,2010,PT1,1,0.1441
2014,NUTS,2010,PT1,1,0.1534
2015,NUTS,2010,PT1,1,0.1544
2016,NUTS,2010,PT1,1,0.1689
2017,NUTS,2010,PT1,1,0.1972
2018,NUTS,2010,PT1,1,0.202
2019,NUTS,2010,PT1,1,0.2312
2020,NUTS,2010,PT1,1,0.2723
2011,NUTS,2010,PT11,2,0.1349
2012,NUTS,2010,PT11,2,0.1407
2013,NUTS,2010,PT11,2,0.1535
2014,NUTS,2010,PT11,2,0.1673
2015,NUTS,2010,PT11,2,0.1641
2016,NUTS,2010,PT11,2,0.1698
2017,NUTS,2010,PT11,2,0.2049
2018,NUTS,2010,PT11,2,0.1958
2019,NUTS,2010,PT11,2,0.2399
2020,NUTS,2010,PT11,2,0.2937
2011,NUTS,2010,PT15,2,0.0276
2012,NUTS,2010,PT15,2,0.0237
2013,NUTS,2010,PT15,2,0.0152
2014,NUTS,2010,PT15,2,0.0154
2015,NUTS,2010,PT15,2,0.0167
2016,NUTS,2010,PT15,2,0.0288
2017,NUTS,2010,PT15,2,0.0246
2018,NUTS,2010,PT15,2,0.0232
2019,NUTS,2010,PT15,2,0.0312
2020,NUTS,2010,PT15,2,0.0447
2011,NUTS,2010,PT16,2,0.1289
2012,NUTS,2010,PT16,2,0.1307
2013,NUTS,2010,PT16,2,0.1072
2014,NUTS,2010,PT16,2,0.119
2015,NUTS,2010,PT16,2,0.1158
2016,NUTS,2010,PT16,2,0.1299
2017,NUTS,2010,PT16,2,0.1641
2018,NUTS,2010,PT16,2,0.1782
2019,NUTS,2010,PT16,2,0.2084
2020,NUTS,2010,PT16,2,0.2165
2011,NUTS,2010,PT17,2,0.2707
2012,NUTS,2010,PT17,2,0.2857
2013,NUTS,2010,PT17,2,0.2054
2014,NUTS,2010,PT17,2,0.2057
2015,NUTS,2010,PT17,2,0.2138
2016,NUTS,2010,PT17,2,0.2379
2017,NUTS,2010,PT17,2,0.2606
2018,NUTS,2010,PT17,2,0.2689
2019,NUTS,2010,PT17,2,0.2837
2020,NUTS,2010,PT17,2,0.3406
2011,NUTS,2010,PT18,2,0.0581
2012,NUTS,2010,PT18,2,0.0632
2013,NUTS,2010,PT18,2,0.0597
2014,NUTS,2010,PT18,2,0.0735
2015,NUTS,2010,PT18,2,0.0765
2016,NUTS,2010,PT18,2,0.0962
2017,NUTS,2010,PT18,2,0.1184
2018,NUTS,2010,PT18,2,0.1503
2019,NUTS,2010,PT18,2,0.1674
2020,NUTS,2010,PT18,2,0.1923
2011,NUTS,2010,PT2,1,0.0147
2012,NUTS,2010,PT2,1,0.0249
2013,NUTS,2010,PT2,1,0.0058
2014,NUTS,2010,PT2,1,0.0066
2015,NUTS,2010,PT2,1,0.009
2016,NUTS,2010,PT2,1,0.0207
2017,NUTS,2010,PT2,1,0.0151
2018,NUTS,2010,PT2,1,0.0238
2019,NUTS,2010,PT2,1,0.0214
2020,NUTS,2010,PT2,1,0.0233
2011,NUTS,2010,PT20,2,0.0147
2012,NUTS,2010,PT20,2,0.0249
2013,NUTS,2010,PT20,2,0.0058
2014,NUTS,2010,PT20,2,0.0066
2015,NUTS,2010,PT20,2,0.009
2016,NUTS,2010,PT20,2,0.0207
2017,NUTS,2010,PT20,2,0.0151
2018,NUTS,2010,PT20,2,0.0238
2019,NUTS,2010,PT20,2,0.0214
2020,NUTS,2010,PT20,2,0.0233
2011,NUTS,2010,PT3,1,0.0358
2012,NUTS,2010,PT3,1,0.0271
2013,NUTS,2010,PT3,1,0.0243
2014,NUTS,2010,PT3,1,0.0219
2015,NUTS,2010,PT3,1,0.0258
2016,NUTS,2010,PT3,1,0.0217
2017,NUTS,2010,PT3,1,0.0342
2018,NUTS,2010,PT3,1,0.0481
2019,NUTS,2010,PT3,1,0.0305
2020,NUTS,2010,PT3,1,0.0385
2011,NUTS,2010,PT30,2,0.0358
2012,NUTS,2010,PT30,2,0.0271
2013,NUTS,2010,PT30,2,0.0243
2014,NUTS,2010,PT30,2,0.0219
2015,NUTS,2010,PT30,2,0.0258
2016,NUTS,2010,PT30,2,0.0217
2017,NUTS,2010,PT30,2,0.0342
2018,NUTS,2010,PT30,2,0.0481
2019,NUTS,2010,PT30,2,0.0305
2020,NUTS,2010,PT30,2,0.0385
2011,NUTS,2010,RO,0,0.0449
2012,NUTS,2010,RO,0,0.062
2013,NUTS,2010,RO,0,0.0684
2014,NUTS,2010,RO,0,0.0674
2015,NUTS,2010,RO,0,0.0486
2016,NUTS,2010,RO,0,0.0546
2017,NUTS,2010,RO,0,0.0502
2018,NUTS,2010,RO,0,0.0478
2019,NUTS,2010,RO,0,0.0478
2011,NUTS,2010,RO1,1,0.0213
2012,NUTS,2010,RO1,1,0.0427
2013,NUTS,2010,RO1,1,0.0214
2014,NUTS,2010,RO1,1,0.0388
2015,NUTS,2010,RO1,1,0.0258
2016,NUTS,2010,RO1,1,0.0281
2017,NUTS,2010,RO1,1,0.0187
2018,NUTS,2010,RO1,1,0.0254
2019,NUTS,2010,RO1,1,0.0254
2011,NUTS,2010,RO11,2,0.015
2012,NUTS,2010,RO11,2,0.0511
2013,NUTS,2010,RO11,2,0.0242
2014,NUTS,2010,RO11,2,0.0274
2015,NUTS,2010,RO11,2,0.0186
2016,NUTS,2010,RO11,2,0.0206
2017,NUTS,2010,RO11,2,0.0115
2018,NUTS,2010,RO11,2,0.0199
2019,NUTS,2010,RO11,2,0.0196
2011,NUTS,2010,RO12,2,0.0299
2012,NUTS,2010,RO12,2,0.0311
2013,NUTS,2010,RO12,2,0.0172
2014,NUTS,2010,RO12,2,0.0547
2015,NUTS,2010,RO12,2,0.0354
2016,NUTS,2010,RO12,2,0.0377
2017,NUTS,2010,RO12,2,0.0279
2018,NUTS,2010,RO12,2,0.033
2019,NUTS,2010,RO12,2,0.0332
2011,NUTS,2010,RO2,1,0.0076
2012,NUTS,2010,RO2,1,0.013
2013,NUTS,2010,RO2,1,0.0204
2014,NUTS,2010,RO2,1,0.0096
2015,NUTS,2010,RO2,1,0.0111
2016,NUTS,2010,RO2,1,0.012
2017,NUTS,2010,RO2,1,0.0127
2018,NUTS,2010,RO2,1,0.0096
2019,NUTS,2010,RO2,1,0.0167
2011,NUTS,2010,RO21,2,0.0105
2012,NUTS,2010,RO21,2,0.0147
2013,NUTS,2010,RO21,2,0.0294
2014,NUTS,2010,RO21,2,0.0115
2015,NUTS,2010,RO21,2,0.0144
2016,NUTS,2010,RO21,2,0.014
2017,NUTS,2010,RO21,2,0.0171
2018,NUTS,2010,RO21,2,0.0128
2019,NUTS,2010,RO21,2,0.0245
2011,NUTS,2010,RO22,2,0.0027
2012,NUTS,2010,RO22,2,0.01
2013,NUTS,2010,RO22,2,0.0041
2014,NUTS,2010,RO22,2,0.0059
2015,NUTS,2010,RO22,2,0.0051
2016,NUTS,2010,RO22,2,0.0084
2017,NUTS,2010,RO22,2,0.0047
2018,NUTS,2010,RO22,2,0.0036
2019,NUTS,2010,RO22,2,0.0021
2011,NUTS,2010,RO3,1,0.0999
2012,NUTS,2010,RO3,1,0.1237
2013,NUTS,2010,RO3,1,0.1501
2014,NUTS,2010,RO3,1,0.1444
2015,NUTS,2010,RO3,1,0.1024
2016,NUTS,2010,RO3,1,0.1186
2017,NUTS,2010,RO3,1,0.1142
2018,NUTS,2010,RO3,1,0.0837
2019,NUTS,2010,RO3,1,0.076
2011,NUTS,2010,RO31,2,0.0218
2012,NUTS,2010,RO31,2,0.0494
2013,NUTS,2010,RO31,2,0.0921
2014,NUTS,2010,RO31,2,0.0773
2015,NUTS,2010,RO31,2,0.0486
2016,NUTS,2010,RO31,2,0.0554
2017,NUTS,2010,RO31,2,0.0469
2018,NUTS,2010,RO31,2,0.0443
2019,NUTS,2010,RO31,2,0.046
2011,NUTS,2010,RO32,2,0.1825
2012,NUTS,2010,RO32,2,0.2061
2013,NUTS,2010,RO32,2,0.2166
2014,NUTS,2010,RO32,2,0.2211
2015,NUTS,2010,RO32,2,0.1588
2016,NUTS,2010,RO32,2,0.1801
2017,NUTS,2010,RO32,2,0.1823
2018,NUTS,2010,RO32,2,0.123
2019,NUTS,2010,RO32,2,0.1045
2011,NUTS,2010,RO4,1,0.0064
2012,NUTS,2010,RO4,1,0.007
2013,NUTS,2010,RO4,1,0.0091
2014,NUTS,2010,RO4,1,0.0099
2015,NUTS,2010,RO4,1,0.0127
2016,NUTS,2010,RO4,1,0.0139
2017,NUTS,2010,RO4,1,0.0102
2018,NUTS,2010,RO4,1,0.0435
2019,NUTS,2010,RO4,1,0.047
2011,NUTS,2010,RO41,2,0.0084
2012,NUTS,2010,RO41,2,0.0071
2013,NUTS,2010,RO41,2,0.003
2014,NUTS,2010,RO41,2,0.0076
2015,NUTS,2010,RO41,2,0.0091
2016,NUTS,2010,RO41,2,0.008
2017,NUTS,2010,RO41,2,0.0079
2018,NUTS,2010,RO41,2,0.0054
2019,NUTS,2010,RO41,2,0.0026
2011,NUTS,2010,RO42,2,0.0037
2012,NUTS,2010,RO42,2,0.007
2013,NUTS,2010,RO42,2,0.0167
2014,NUTS,2010,RO42,2,0.0128
2015,NUTS,2010,RO42,2,0.017
2016,NUTS,2010,RO42,2,0.0208
2017,NUTS,2010,RO42,2,0.0129
2018,NUTS,2010,RO42,2,0.0898
2019,NUTS,2010,RO42,2,0.0989
2011,NUTS,2010,RS,0,0.0053
2012,NUTS,2010,RS,0,0.0137
2013,NUTS,2010,RS,0,0.0183
2014,NUTS,2010,RS,0,0.0486
2015,NUTS,2010,RS,0,0.0463
2016,NUTS,2010,RS,0,0.0558
2017,NUTS,2010,RS,0,0.0453
2018,NUTS,2010,RS,0,0.042
2019,NUTS,2010,RS,0,0.0469
2020,NUTS,2010,RS,0,0.0443
2018,NUTS,2010,RS1,1,0.0654
2019,NUTS,2010,RS1,1,0.0731
2020,NUTS,2010,RS1,1,0.069
2018,NUTS,2010,RS11,2,0.0963
2019,NUTS,2010,RS11,2,0.1104
2020,NUTS,2010,RS11,2,0.1211
2018,NUTS,2010,RS12,2,0.0324
2019,NUTS,2010,RS12,2,0.0335
2020,NUTS,2010,RS12,2,0.0138
2018,NUTS,2010,RS2,1,0.0084
2019,NUTS,2010,RS2,1,0.0091
2020,NUTS,2010,RS2,1,0.0083
2018,NUTS,2010,RS21,2,0.0035
2019,NUTS,2010,RS21,2,0.0033
2020,NUTS,2010,RS21,2,0.0046
2018,NUTS,2010,RS22,2,0.0157
2019,NUTS,2010,RS22,2,0.0173
2020,NUTS,2010,RS22,2,0.0138
2011,NUTS,2010,SE,0,0.3449
2013,NUTS,2010,SE,0,0.4505
2015,NUTS,2010,SE,0,0.4219
2017,NUTS,2010,SE,0,0.4995
2019,NUTS,2010,SE,0,0.5633
2011,NUTS,2010,SI,0,0.2787
2012,NUTS,2010,SI,0,0.2729
2013,NUTS,2010,SI,0,0.2985
2014,NUTS,2010,SI,0,0.2955
2015,NUTS,2010,SI,0,0.2555
2016,NUTS,2010,SI,0,0.2531
2017,NUTS,2010,SI,0,0.2986
2018,NUTS,2010,SI,0,0.328
2019,NUTS,2010,SI,0,0.3334
2011,NUTS,2010,SI0,1,0.2702
2012,NUTS,2010,SI0,1,0.2665
2013,NUTS,2010,SI0,1,0.291
2014,NUTS,2010,SI0,1,0.286
2015,NUTS,2010,SI0,1,0.2496
2016,NUTS,2010,SI0,1,0.2484
2017,NUTS,2010,SI0,1,0.2924
2018,NUTS,2010,SI0,1,0.3204
2019,NUTS,2010,SI0,1,0.3279
2013,NUTS,2010,SI03,2,0.2365
2014,NUTS,2010,SI03,2,0.2327
2015,NUTS,2010,SI03,2,0.2133
2016,NUTS,2010,SI03,2,0.2202
2017,NUTS,2010,SI03,2,0.2376
2018,NUTS,2010,SI03,2,0.2604
2019,NUTS,2010,SI03,2,0.2842
2013,NUTS,2010,SI04,2,0.3485
2014,NUTS,2010,SI04,2,0.342
2015,NUTS,2010,SI04,2,0.2873
2016,NUTS,2010,SI04,2,0.2776
2017,NUTS,2010,SI04,2,0.3504
2018,NUTS,2010,SI04,2,0.3854
2019,NUTS,2010,SI04,2,0.3735
2011,NUTS,2010,SK,0,0.0409
2012,NUTS,2010,SK,0,0.0462
2013,NUTS,2010,SK,0,0.0431
2014,NUTS,2010,SK,0,0.0428
2015,NUTS,2010,SK,0,0.0428
2016,NUTS,2010,SK,0,0.0361
2017,NUTS,2010,SK,0,0.0449
2018,NUTS,2010,SK,0,0.0517
2019,NUTS,2010,SK,0,0.0536
2020,NUTS,2010,SK,0,0.057
2011,NUTS,2010,SK01,2,0.1331
2012,NUTS,2010,SK01,2,0.1598
2013,NUTS,2010,SK01,2,0.1819
2014,NUTS,2010,SK01,2,0.0898
2015,NUTS,2010,SK01,2,0.0847
2016,NUTS,2010,SK01,2,0.1138
2017,NUTS,2010,SK01,2,0.1279
2018,NUTS,2010,SK01,2,0.1445
2019,NUTS,2010,SK01,2,0.1588
2020,NUTS,2010,SK01,2,0.1971
2011,NUTS,2010,SK02,2,0.0358
2012,NUTS,2010,SK02,2,0.0344
2013,NUTS,2010,SK02,2,0.0238
2014,NUTS,2010,SK02,2,0.0525
2015,NUTS,2010,SK02,2,0.0565
2016,NUTS,2010,SK02,2,0.0285
2017,NUTS,2010,SK02,2,0.0521
2018,NUTS,2010,SK02,2,0.0533
2019,NUTS,2010,SK02,2,0.0545
2020,NUTS,2010,SK02,2,0.0526
2011,NUTS,2010,SK03,2,0.029
2012,NUTS,2010,SK03,2,0.0329
2013,NUTS,2010,SK03,2,0.0287
2014,NUTS,2010,SK03,2,0.0387
2015,NUTS,2010,SK03,2,0.0357
2016,NUTS,2010,SK03,2,0.0274
2017,NUTS,2010,SK03,2,0.0236
2018,NUTS,2010,SK03,2,0.0325
2019,NUTS,2010,SK03,2,0.032
2020,NUTS,2010,SK03,2,0.0313
2011,NUTS,2010,SK04,2,0.0166
2012,NUTS,2010,SK04,2,0.0206
2013,NUTS,2010,SK04,2,0.0158
2014,NUTS,2010,SK04,2,0.0188
2015,NUTS,2010,SK04,2,0.0188
2016,NUTS,2010,SK04,2,0.0198
2017,NUTS,2010,SK04,2,0.0184
2018,NUTS,2010,SK04,2,0.0276
2019,NUTS,2010,SK04,2,0.0266
2020,NUTS,2010,SK04,2,0.0238
2011,NUTS,2010,TR,0,0.1031
2012,NUTS,2010,TR,0,0.1159
2013,NUTS,2010,TR,0,0.1305
2014,NUTS,2010,TR,0,0.1325
2015,NUTS,2010,TR,0,0.1417
2016,NUTS,2010,TR,0,0.1598
2017,NUTS,2010,TR,0,0.189
2018,NUTS,2010,TR,0,0.2236
2019,NUTS,2010,TR,0,0.2529
2020,NUTS,2010,TR,0,0.3224
