year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_pc_emp_fte_f
2015,NUTS,2010,CZ02,2,0.1131
2016,NUTS,2010,CZ02,2,0.0576
2017,NUTS,2010,CZ02,2,0.0812
2018,NUTS,2010,CZ02,2,0.0955
2019,NUTS,2010,CZ02,2,0.1018
2020,NUTS,2010,CZ02,2,0.1097
2011,NUTS,2010,CZ03,2,0.0349
2012,NUTS,2010,CZ03,2,0.0404
2013,NUTS,2010,CZ03,2,0.0471
2014,NUTS,2010,CZ03,2,0.0492
2015,NUTS,2010,CZ03,2,0.0516
2016,NUTS,2010,CZ03,2,0.0532
2017,NUTS,2010,CZ03,2,0.0581
2018,NUTS,2010,CZ03,2,0.0643
2019,NUTS,2010,CZ03,2,0.0746
2020,NUTS,2010,CZ03,2,0.0773
2011,NUTS,2010,CZ04,2,0.0292
2012,NUTS,2010,CZ04,2,0.0315
2013,NUTS,2010,CZ04,2,0.0444
2014,NUTS,2010,CZ04,2,0.0349
2015,NUTS,2010,CZ04,2,0.0347
2016,NUTS,2010,CZ04,2,0.033
2017,NUTS,2010,CZ04,2,0.0375
2018,NUTS,2010,CZ04,2,0.0363
2019,NUTS,2010,CZ04,2,0.0385
2020,NUTS,2010,CZ04,2,0.037
2011,NUTS,2010,CZ05,2,0.0852
2012,NUTS,2010,CZ05,2,0.1125
2013,NUTS,2010,CZ05,2,0.1129
2014,NUTS,2010,CZ05,2,0.101
2015,NUTS,2010,CZ05,2,0.1088
2016,NUTS,2010,CZ05,2,0.1018
2017,NUTS,2010,CZ05,2,0.1196
2018,NUTS,2010,CZ05,2,0.1052
2019,NUTS,2010,CZ05,2,0.1042
2020,NUTS,2010,CZ05,2,0.1234
2011,NUTS,2010,CZ06,2,0.1063
2012,NUTS,2010,CZ06,2,0.0945
2013,NUTS,2010,CZ06,2,0.1277
2014,NUTS,2010,CZ06,2,0.225
2015,NUTS,2010,CZ06,2,0.1592
2016,NUTS,2010,CZ06,2,0.1395
2017,NUTS,2010,CZ06,2,0.1371
2018,NUTS,2010,CZ06,2,0.1449
2019,NUTS,2010,CZ06,2,0.1632
2020,NUTS,2010,CZ06,2,0.1981
2011,NUTS,2010,CZ07,2,0.0663
2012,NUTS,2010,CZ07,2,0.0647
2013,NUTS,2010,CZ07,2,0.0645
2014,NUTS,2010,CZ07,2,0.0664
2015,NUTS,2010,CZ07,2,0.0731
2016,NUTS,2010,CZ07,2,0.064
2017,NUTS,2010,CZ07,2,0.0604
2018,NUTS,2010,CZ07,2,0.0603
2019,NUTS,2010,CZ07,2,0.0834
2020,NUTS,2010,CZ07,2,0.095
2011,NUTS,2010,CZ08,2,0.0428
2012,NUTS,2010,CZ08,2,0.0539
2013,NUTS,2010,CZ08,2,0.0435
2014,NUTS,2010,CZ08,2,0.0407
2015,NUTS,2010,CZ08,2,0.0476
2016,NUTS,2010,CZ08,2,0.0517
2017,NUTS,2010,CZ08,2,0.0686
2018,NUTS,2010,CZ08,2,0.0699
2019,NUTS,2010,CZ08,2,0.0748
2020,NUTS,2010,CZ08,2,0.0829
2011,NUTS,2010,DE,0,0.1516
2013,NUTS,2010,DE,0,0.1523
2015,NUTS,2010,DE,0,0.1817
2017,NUTS,2010,DE,0,0.1929
2019,NUTS,2010,DE,0,0.211
2017,NUTS,2010,DE1,1,0.3604
2019,NUTS,2010,DE1,1,0.3779
2017,NUTS,2010,DE11,2,0.5282
2019,NUTS,2010,DE11,2,0.5307
2017,NUTS,2010,DE12,2,0.3121
2019,NUTS,2010,DE12,2,0.3232
2017,NUTS,2010,DE13,2,0.1507
2019,NUTS,2010,DE13,2,0.1729
2017,NUTS,2010,DE14,2,0.3224
2019,NUTS,2010,DE14,2,0.3708
2017,NUTS,2010,DE2,1,0.2236
2019,NUTS,2010,DE2,1,0.2541
2017,NUTS,2010,DE21,2,0.3486
2019,NUTS,2010,DE21,2,0.4014
2017,NUTS,2010,DE22,2,0.0804
2019,NUTS,2010,DE22,2,0.0926
2017,NUTS,2010,DE23,2,0.1631
2019,NUTS,2010,DE23,2,0.2105
2017,NUTS,2010,DE24,2,0.1291
2019,NUTS,2010,DE24,2,0.1619
2017,NUTS,2010,DE25,2,0.223
2019,NUTS,2010,DE25,2,0.2494
2017,NUTS,2010,DE26,2,0.1795
2019,NUTS,2010,DE26,2,0.183
2017,NUTS,2010,DE27,2,0.1121
2019,NUTS,2010,DE27,2,0.108
2017,NUTS,2010,DE3,1,0.2328
2019,NUTS,2010,DE3,1,0.2442
2017,NUTS,2010,DE30,2,0.2328
2019,NUTS,2010,DE30,2,0.2442
2017,NUTS,2010,DE4,1,0.0776
2019,NUTS,2010,DE4,1,0.0808
2017,NUTS,2010,DE40,2,0.0776
2019,NUTS,2010,DE40,2,0.0808
2017,NUTS,2010,DE5,1,0.1688
2019,NUTS,2010,DE5,1,0.2081
2017,NUTS,2010,DE50,2,0.1688
2019,NUTS,2010,DE50,2,0.2081
2017,NUTS,2010,DE6,1,0.1859
2019,NUTS,2010,DE6,1,0.1956
2017,NUTS,2010,DE60,2,0.1859
2019,NUTS,2010,DE60,2,0.1956
2017,NUTS,2010,DE7,1,0.2236
2019,NUTS,2010,DE7,1,0.2358
2017,NUTS,2010,DE71,2,0.2876
2019,NUTS,2010,DE71,2,0.3076
2017,NUTS,2010,DE72,2,0.1374
2019,NUTS,2010,DE72,2,0.1277
2017,NUTS,2010,DE73,2,0.0828
2019,NUTS,2010,DE73,2,0.0833
2017,NUTS,2010,DE8,1,0.0578
2019,NUTS,2010,DE8,1,0.0728
2017,NUTS,2010,DE80,2,0.0578
2019,NUTS,2010,DE80,2,0.0728
2017,NUTS,2010,DE9,1,0.1245
2019,NUTS,2010,DE9,1,0.1342
2017,NUTS,2010,DE91,2,0.3415
2019,NUTS,2010,DE91,2,0.3659
2017,NUTS,2010,DE92,2,0.116
2019,NUTS,2010,DE92,2,0.1199
2017,NUTS,2010,DE93,2,0.0471
2019,NUTS,2010,DE93,2,0.0527
2017,NUTS,2010,DE94,2,0.0511
2019,NUTS,2010,DE94,2,0.0603
2017,NUTS,2010,DEA,1,0.1364
2019,NUTS,2010,DEA,1,0.1511
2017,NUTS,2010,DEA1,2,0.2102
2019,NUTS,2010,DEA1,2,0.2357
2017,NUTS,2010,DEA2,2,0.1409
2019,NUTS,2010,DEA2,2,0.164
2017,NUTS,2010,DEA3,2,0.0537
2019,NUTS,2010,DEA3,2,0.0583
2017,NUTS,2010,DEA4,2,0.1334
2019,NUTS,2010,DEA4,2,0.1472
2017,NUTS,2010,DEA5,2,0.0847
2019,NUTS,2010,DEA5,2,0.0855
2017,NUTS,2010,DEB,1,0.1482
2019,NUTS,2010,DEB,1,0.1761
2017,NUTS,2010,DEB1,2,0.0514
2019,NUTS,2010,DEB1,2,0.0613
2017,NUTS,2010,DEB2,2,0.0472
2019,NUTS,2010,DEB2,2,0.0478
2017,NUTS,2010,DEB3,2,0.2479
2019,NUTS,2010,DEB3,2,0.296
2017,NUTS,2010,DEC,1,0.13
2019,NUTS,2010,DEC,1,0.1308
2017,NUTS,2010,DEC0,2,0.13
2019,NUTS,2010,DEC0,2,0.1308
2017,NUTS,2010,DED,1,0.1387
2019,NUTS,2010,DED,1,0.1494
2017,NUTS,2010,DED2,2,0.18
2019,NUTS,2010,DED2,2,0.2027
2017,NUTS,2010,DED4,2,0.1437
2019,NUTS,2010,DED4,2,0.1529
2017,NUTS,2010,DED5,2,0.072
2019,NUTS,2010,DED5,2,0.0677
2017,NUTS,2010,DEE,1,0.0548
2019,NUTS,2010,DEE,1,0.0653
2017,NUTS,2010,DEE0,2,0.0548
2019,NUTS,2010,DEE0,2,0.0653
2017,NUTS,2010,DEF,1,0.0776
2019,NUTS,2010,DEF,1,0.0809
2017,NUTS,2010,DEF0,2,0.0776
2019,NUTS,2010,DEF0,2,0.0809
2017,NUTS,2010,DEG,1,0.1207
2019,NUTS,2010,DEG,1,0.1307
2017,NUTS,2010,DEG0,2,0.1207
2019,NUTS,2010,DEG0,2,0.1307
2011,NUTS,2010,DK,0,0.485
2012,NUTS,2010,DK,0,0.4923
2013,NUTS,2010,DK,0,0.5291
2015,NUTS,2010,DK,0,0.5034
2017,NUTS,2010,DK,0,0.5962
2019,NUTS,2010,DK,0,0.5198
2011,NUTS,2010,DK0,1,0.476
2012,NUTS,2010,DK0,1,0.4821
2013,NUTS,2010,DK0,1,0.5392
2015,NUTS,2010,DK0,1,0.4931
2017,NUTS,2010,DK0,1,0.583
2019,NUTS,2010,DK0,1,0.5087
2011,NUTS,2010,DK01,2,1.1109
2013,NUTS,2010,DK01,2,1.2029
2015,NUTS,2010,DK01,2,1.0689
2017,NUTS,2010,DK01,2,1.3789
2019,NUTS,2010,DK01,2,1.0678
2011,NUTS,2010,DK02,2,0.1212
2013,NUTS,2010,DK02,2,0.2169
2015,NUTS,2010,DK02,2,0.1149
2017,NUTS,2010,DK02,2,0.1486
2019,NUTS,2010,DK02,2,0.164
2011,NUTS,2010,DK03,2,0.2395
2013,NUTS,2010,DK03,2,0.2387
2015,NUTS,2010,DK03,2,0.3877
2017,NUTS,2010,DK03,2,0.2035
2019,NUTS,2010,DK03,2,0.2478
2011,NUTS,2010,DK04,2,0.1588
2013,NUTS,2010,DK04,2,0.2396
2015,NUTS,2010,DK04,2,0.1379
2017,NUTS,2010,DK04,2,0.1715
2019,NUTS,2010,DK04,2,0.2758
2011,NUTS,2010,DK05,2,0.0501
2013,NUTS,2010,DK05,2,0.0307
2015,NUTS,2010,DK05,2,0.0385
2017,NUTS,2010,DK05,2,0.0519
2019,NUTS,2010,DK05,2,0.0728
2011,NUTS,2010,EE,0,0.1493
2012,NUTS,2010,EE,0,0.1396
2013,NUTS,2010,EE,0,0.1366
2014,NUTS,2010,EE,0,0.1265
2015,NUTS,2010,EE,0,0.115
2016,NUTS,2010,EE,0,0.1197
2017,NUTS,2010,EE,0,0.1373
2018,NUTS,2010,EE,0,0.1493
2019,NUTS,2010,EE,0,0.1684
2011,NUTS,2010,EL,0,0.0818
2013,NUTS,2010,EL,0,0.0817
2015,NUTS,2010,EL,0,0.0955
2017,NUTS,2010,EL,0,0.1881
2019,NUTS,2010,EL,0,0.2043
2011,NUTS,2010,EL3,1,0.1209
2011,NUTS,2010,EL30,2,0.1209
2011,NUTS,2010,EL4,1,0.0074
2011,NUTS,2010,EL41,2,0.0002
2011,NUTS,2010,EL42,2,0.0001
2011,NUTS,2010,EL43,2,0.0128
2011,NUTS,2010,EL5,1,0.0948
2011,NUTS,2010,EL51,2,0.0084
2011,NUTS,2010,EL52,2,0.1472
2011,NUTS,2010,EL53,2,0.0263
2011,NUTS,2010,EL54,2,0.0085
2011,NUTS,2010,EL6,1,0.0273
2011,NUTS,2010,EL61,2,0.0046
2011,NUTS,2010,EL62,2,0.0008
2011,NUTS,2010,EL63,2,0.0503
2011,NUTS,2010,EL64,2,0.0589
2011,NUTS,2010,EL65,2,0.0153
2011,NUTS,2010,ES,0,0.1651
2012,NUTS,2010,ES,0,0.1707
2013,NUTS,2010,ES,0,0.1793
2014,NUTS,2010,ES,0,0.176
2015,NUTS,2010,ES,0,0.1739
2016,NUTS,2010,ES,0,0.1749
2017,NUTS,2010,ES,0,0.1828
2018,NUTS,2010,ES,0,0.1964
2019,NUTS,2010,ES,0,0.1977
2011,NUTS,2010,ES1,1,0.0999
2012,NUTS,2010,ES1,1,0.1018
2013,NUTS,2010,ES1,1,0.1095
2014,NUTS,2010,ES1,1,0.1101
2015,NUTS,2010,ES1,1,0.104
2016,NUTS,2010,ES1,1,0.1095
2017,NUTS,2010,ES1,1,0.1312
2018,NUTS,2010,ES1,1,0.1453
2019,NUTS,2010,ES1,1,0.147
2011,NUTS,2010,ES11,2,0.0916
2012,NUTS,2010,ES11,2,0.0989
2013,NUTS,2010,ES11,2,0.1057
2014,NUTS,2010,ES11,2,0.1104
2015,NUTS,2010,ES11,2,0.104
2016,NUTS,2010,ES11,2,0.1137
2017,NUTS,2010,ES11,2,0.1404
2018,NUTS,2010,ES11,2,0.1602
2019,NUTS,2010,ES11,2,0.1588
2011,NUTS,2010,ES12,2,0.1419
2012,NUTS,2010,ES12,2,0.1372
2013,NUTS,2010,ES12,2,0.1448
2014,NUTS,2010,ES12,2,0.1391
2015,NUTS,2010,ES12,2,0.1235
2016,NUTS,2010,ES12,2,0.1211
2017,NUTS,2010,ES12,2,0.1325
2018,NUTS,2010,ES12,2,0.1401
2019,NUTS,2010,ES12,2,0.1448
2011,NUTS,2010,ES13,2,0.066
2012,NUTS,2010,ES13,2,0.0566
2013,NUTS,2010,ES13,2,0.0662
2014,NUTS,2010,ES13,2,0.0595
2015,NUTS,2010,ES13,2,0.0694
2016,NUTS,2010,ES13,2,0.0703
2017,NUTS,2010,ES13,2,0.0879
2018,NUTS,2010,ES13,2,0.0844
2019,NUTS,2010,ES13,2,0.0954
2011,NUTS,2010,ES2,1,0.3461
2012,NUTS,2010,ES2,1,0.3577
2013,NUTS,2010,ES2,1,0.3758
2014,NUTS,2010,ES2,1,0.3725
2015,NUTS,2010,ES2,1,0.3633
2016,NUTS,2010,ES2,1,0.3645
2017,NUTS,2010,ES2,1,0.3906
2018,NUTS,2010,ES2,1,0.3844
2019,NUTS,2010,ES2,1,0.3926
2011,NUTS,2010,ES21,2,0.5142
2012,NUTS,2010,ES21,2,0.5459
2013,NUTS,2010,ES21,2,0.5624
2014,NUTS,2010,ES21,2,0.5517
2015,NUTS,2010,ES21,2,0.5348
2016,NUTS,2010,ES21,2,0.5316
2017,NUTS,2010,ES21,2,0.5939
2018,NUTS,2010,ES21,2,0.5956
2019,NUTS,2010,ES21,2,0.6024
2011,NUTS,2010,ES22,2,0.2888
2012,NUTS,2010,ES22,2,0.2827
2013,NUTS,2010,ES22,2,0.3029
2014,NUTS,2010,ES22,2,0.2755
2015,NUTS,2010,ES22,2,0.3235
2016,NUTS,2010,ES22,2,0.3185
2017,NUTS,2010,ES22,2,0.2937
2018,NUTS,2010,ES22,2,0.2691
2019,NUTS,2010,ES22,2,0.2909
2011,NUTS,2010,ES23,2,0.1462
2012,NUTS,2010,ES23,2,0.1413
2013,NUTS,2010,ES23,2,0.1176
2014,NUTS,2010,ES23,2,0.1438
2015,NUTS,2010,ES23,2,0.132
2016,NUTS,2010,ES23,2,0.119
2017,NUTS,2010,ES23,2,0.111
2018,NUTS,2010,ES23,2,0.1186
2019,NUTS,2010,ES23,2,0.1159
2011,NUTS,2010,ES24,2,0.1204
2012,NUTS,2010,ES24,2,0.1198
2013,NUTS,2010,ES24,2,0.1446
2014,NUTS,2010,ES24,2,0.1615
2015,NUTS,2010,ES24,2,0.1394
2016,NUTS,2010,ES24,2,0.1586
2017,NUTS,2010,ES24,2,0.1622
2018,NUTS,2010,ES24,2,0.1495
2019,NUTS,2010,ES24,2,0.1562
2011,NUTS,2010,ES3,1,0.2616
2012,NUTS,2010,ES3,1,0.265
2013,NUTS,2010,ES3,1,0.2947
2014,NUTS,2010,ES3,1,0.2819
2015,NUTS,2010,ES3,1,0.2731
2016,NUTS,2010,ES3,1,0.275
2017,NUTS,2010,ES3,1,0.2825
2018,NUTS,2010,ES3,1,0.3175
2019,NUTS,2010,ES3,1,0.3156
2011,NUTS,2010,ES30,2,0.2616
2012,NUTS,2010,ES30,2,0.265
2013,NUTS,2010,ES30,2,0.2947
2014,NUTS,2010,ES30,2,0.2819
2015,NUTS,2010,ES30,2,0.2731
2016,NUTS,2010,ES30,2,0.275
2017,NUTS,2010,ES30,2,0.2825
2018,NUTS,2010,ES30,2,0.3175
2019,NUTS,2010,ES30,2,0.3156
2011,NUTS,2010,ES4,1,0.0946
2012,NUTS,2010,ES4,1,0.1021
2013,NUTS,2010,ES4,1,0.0919
2014,NUTS,2010,ES4,1,0.0935
2015,NUTS,2010,ES4,1,0.0904
2016,NUTS,2010,ES4,1,0.0916
2017,NUTS,2010,ES4,1,0.0974
2018,NUTS,2010,ES4,1,0.0972
2019,NUTS,2010,ES4,1,0.1056
2011,NUTS,2010,ES41,2,0.1286
2012,NUTS,2010,ES41,2,0.1472
2013,NUTS,2010,ES41,2,0.1236
2014,NUTS,2010,ES41,2,0.1278
2015,NUTS,2010,ES41,2,0.1284
2016,NUTS,2010,ES41,2,0.1207
2017,NUTS,2010,ES41,2,0.1283
2018,NUTS,2010,ES41,2,0.1387
2019,NUTS,2010,ES41,2,0.1592
2011,NUTS,2010,ES42,2,0.0744
2012,NUTS,2010,ES42,2,0.0685
2013,NUTS,2010,ES42,2,0.0659
2014,NUTS,2010,ES42,2,0.0704
2015,NUTS,2010,ES42,2,0.0619
2016,NUTS,2010,ES42,2,0.078
2017,NUTS,2010,ES42,2,0.0801
2018,NUTS,2010,ES42,2,0.0578
2019,NUTS,2010,ES42,2,0.0654
2011,NUTS,2010,ES43,2,0.0415
2012,NUTS,2010,ES43,2,0.041
2013,NUTS,2010,ES43,2,0.057
2014,NUTS,2010,ES43,2,0.0448
2015,NUTS,2010,ES43,2,0.0416
2016,NUTS,2010,ES43,2,0.0365
2017,NUTS,2010,ES43,2,0.0461
2018,NUTS,2010,ES43,2,0.0641
2019,NUTS,2010,ES43,2,0.0438
2011,NUTS,2010,ES5,1,0.1611
2012,NUTS,2010,ES5,1,0.1649
2013,NUTS,2010,ES5,1,0.1698
2014,NUTS,2010,ES5,1,0.1684
2015,NUTS,2010,ES5,1,0.1757
2016,NUTS,2010,ES5,1,0.1781
2017,NUTS,2010,ES5,1,0.1849
2018,NUTS,2010,ES5,1,0.2013
2019,NUTS,2010,ES5,1,0.2033
2011,NUTS,2010,ES51,2,0.2038
2012,NUTS,2010,ES51,2,0.2145
2013,NUTS,2010,ES51,2,0.2227
2014,NUTS,2010,ES51,2,0.2191
2015,NUTS,2010,ES51,2,0.2427
2016,NUTS,2010,ES51,2,0.2397
2017,NUTS,2010,ES51,2,0.2484
2018,NUTS,2010,ES51,2,0.2677
2019,NUTS,2010,ES51,2,0.2605
2011,NUTS,2010,ES52,2,0.124
2012,NUTS,2010,ES52,2,0.1181
2013,NUTS,2010,ES52,2,0.1202
2014,NUTS,2010,ES52,2,0.1221
2015,NUTS,2010,ES52,2,0.1082
2016,NUTS,2010,ES52,2,0.1177
2017,NUTS,2010,ES52,2,0.1216
2018,NUTS,2010,ES52,2,0.137
2019,NUTS,2010,ES52,2,0.1516
2011,NUTS,2010,ES53,2,0.0113
2012,NUTS,2010,ES53,2,0.0137
2013,NUTS,2010,ES53,2,0.0098
2014,NUTS,2010,ES53,2,0.0124
2015,NUTS,2010,ES53,2,0.0119
2016,NUTS,2010,ES53,2,0.0184
2017,NUTS,2010,ES53,2,0.0179
2018,NUTS,2010,ES53,2,0.0242
2019,NUTS,2010,ES53,2,0.0287
2011,NUTS,2010,ES6,1,0.0784
2012,NUTS,2010,ES6,1,0.0837
2013,NUTS,2010,ES6,1,0.0921
2014,NUTS,2010,ES6,1,0.091
2015,NUTS,2010,ES6,1,0.0845
2016,NUTS,2010,ES6,1,0.0813
2017,NUTS,2010,ES6,1,0.0795
2018,NUTS,2010,ES6,1,0.0846
2019,NUTS,2010,ES6,1,0.0798
2011,NUTS,2010,ES61,2,0.0814
2012,NUTS,2010,ES61,2,0.0863
2013,NUTS,2010,ES61,2,0.0962
2014,NUTS,2010,ES61,2,0.0941
2015,NUTS,2010,ES61,2,0.0852
2016,NUTS,2010,ES61,2,0.0812
2017,NUTS,2010,ES61,2,0.0779
2018,NUTS,2010,ES61,2,0.0793
2019,NUTS,2010,ES61,2,0.0728
2011,NUTS,2010,ES62,2,0.0692
2012,NUTS,2010,ES62,2,0.0766
2013,NUTS,2010,ES62,2,0.0789
2014,NUTS,2010,ES62,2,0.0824
2015,NUTS,2010,ES62,2,0.0877
2016,NUTS,2010,ES62,2,0.0884
2017,NUTS,2010,ES62,2,0.0939
2018,NUTS,2010,ES62,2,0.1197
2019,NUTS,2010,ES62,2,0.1229
2012,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,0.0
2015,NUTS,2010,ES64,2,0.0
