year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_mge_p_mact
2011,NUTS,2010,BE35,2,1.232
2012,NUTS,2010,BE35,2,11.009
2011,NUTS,2010,CH,0,13.393
2012,NUTS,2010,CH,0,8.336
2011,NUTS,2010,CH0,1,13.338
2012,NUTS,2010,CH0,1,8.262
2011,NUTS,2010,CH01,2,22.329
2012,NUTS,2010,CH01,2,7.83
2011,NUTS,2010,CH02,2,9.819
2012,NUTS,2010,CH02,2,3.482
2011,NUTS,2010,CH03,2,24.672
2012,NUTS,2010,CH03,2,17.563
2011,NUTS,2010,CH04,2,15.791
2012,NUTS,2010,CH04,2,9.892
2011,NUTS,2010,CH05,2,2.417
2012,NUTS,2010,CH05,2,2.906
2011,NUTS,2010,CH06,2,4.369
2012,NUTS,2010,CH06,2,10.962
2011,NUTS,2010,CH07,2,4.167
2012,NUTS,2010,CH07,2,10.38
2011,NUTS,2010,CZ,0,0.67
2012,NUTS,2010,CZ,0,0.228
2011,NUTS,2010,CZ0,1,0.67
2012,NUTS,2010,CZ0,1,0.228
2011,NUTS,2010,CZ01,2,0.759
2012,NUTS,2010,CZ01,2,1.047
2011,NUTS,2010,CZ02,2,0.389
2012,NUTS,2010,CZ02,2,0.765
2011,NUTS,2010,CZ04,2,0.592
2011,NUTS,2010,CZ05,2,0.448
2011,NUTS,2010,CZ06,2,1.307
2011,NUTS,2010,CZ07,2,1.678
2011,NUTS,2010,DE,0,10.31
2012,NUTS,2010,DE,0,8.268
2011,NUTS,2010,DE1,1,8.743
2012,NUTS,2010,DE1,1,10.379
2011,NUTS,2010,DE11,2,1.673
2012,NUTS,2010,DE11,2,3.828
2011,NUTS,2010,DE12,2,20.69
2012,NUTS,2010,DE12,2,19.389
2011,NUTS,2010,DE13,2,11.215
2012,NUTS,2010,DE13,2,11.393
2011,NUTS,2010,DE14,2,3.48
2012,NUTS,2010,DE14,2,10.061
2011,NUTS,2010,DE2,1,9.071
2012,NUTS,2010,DE2,1,9.69
2011,NUTS,2010,DE21,2,19.207
2012,NUTS,2010,DE21,2,18.65
2011,NUTS,2010,DE22,2,0.696
2012,NUTS,2010,DE22,2,1.936
2011,NUTS,2010,DE23,2,6.949
2012,NUTS,2010,DE23,2,14.658
2011,NUTS,2010,DE24,2,4.261
2012,NUTS,2010,DE24,2,3.595
2011,NUTS,2010,DE25,2,5.861
2012,NUTS,2010,DE25,2,1.972
2011,NUTS,2010,DE26,2,2.569
2012,NUTS,2010,DE26,2,3.685
2011,NUTS,2010,DE27,2,1.418
2012,NUTS,2010,DE27,2,4.644
2011,NUTS,2010,DE3,1,17.857
2012,NUTS,2010,DE3,1,18.016
2011,NUTS,2010,DE30,2,17.857
2012,NUTS,2010,DE30,2,18.016
2011,NUTS,2010,DE4,1,5.533
2012,NUTS,2010,DE4,1,5.245
2011,NUTS,2010,DE40,2,5.533
2012,NUTS,2010,DE40,2,5.245
2011,NUTS,2010,DE5,1,11.09
2012,NUTS,2010,DE5,1,0.78
2011,NUTS,2010,DE50,2,11.09
2012,NUTS,2010,DE50,2,0.78
2011,NUTS,2010,DE6,1,10.353
2012,NUTS,2010,DE6,1,4.099
2011,NUTS,2010,DE60,2,10.353
2012,NUTS,2010,DE60,2,4.099
2011,NUTS,2010,DE7,1,13.019
2012,NUTS,2010,DE7,1,8.227
2011,NUTS,2010,DE71,2,13.502
2012,NUTS,2010,DE71,2,9.955
2011,NUTS,2010,DE72,2,25.224
2012,NUTS,2010,DE72,2,10.583
2011,NUTS,2010,DE73,2,1.088
2012,NUTS,2010,DE73,2,0.729
2011,NUTS,2010,DE8,1,4.106
2012,NUTS,2010,DE8,1,1.439
2011,NUTS,2010,DE80,2,4.106
2012,NUTS,2010,DE80,2,1.439
2011,NUTS,2010,DE9,1,8.062
2012,NUTS,2010,DE9,1,4.462
2011,NUTS,2010,DE91,2,15.837
2012,NUTS,2010,DE91,2,13.861
2011,NUTS,2010,DE92,2,11.584
2012,NUTS,2010,DE92,2,4.818
2011,NUTS,2010,DE93,2,2.314
2012,NUTS,2010,DE93,2,0.837
2011,NUTS,2010,DE94,2,3.999
2012,NUTS,2010,DE94,2,0.648
2011,NUTS,2010,DEA,1,14.495
2012,NUTS,2010,DEA,1,10.111
2011,NUTS,2010,DEA1,2,18.236
2012,NUTS,2010,DEA1,2,11.907
2011,NUTS,2010,DEA2,2,17.471
2012,NUTS,2010,DEA2,2,12.022
2011,NUTS,2010,DEA3,2,15.06
2012,NUTS,2010,DEA3,2,12.699
2011,NUTS,2010,DEA4,2,9.604
2012,NUTS,2010,DEA4,2,8.357
2011,NUTS,2010,DEA5,2,7.897
2012,NUTS,2010,DEA5,2,4.329
2011,NUTS,2010,DEB,1,10.726
2012,NUTS,2010,DEB,1,5.144
2012,NUTS,2010,DEB1,2,1.205
2011,NUTS,2010,DEB2,2,4.335
2011,NUTS,2010,DEB3,2,20.375
2012,NUTS,2010,DEB3,2,9.394
2011,NUTS,2010,DEC,1,8.124
2012,NUTS,2010,DEC,1,10.155
2011,NUTS,2010,DED,1,8.677
2012,NUTS,2010,DED,1,5.789
2011,NUTS,2010,DED2,2,10.762
2012,NUTS,2010,DED2,2,8.194
2011,NUTS,2010,DED4,2,1.753
2012,NUTS,2010,DED4,2,0.446
2011,NUTS,2010,DED5,2,15.5
2012,NUTS,2010,DED5,2,9.697
2011,NUTS,2010,DEE,1,8.622
2012,NUTS,2010,DEE,1,3.801
2011,NUTS,2010,DEE0,2,8.622
2012,NUTS,2010,DEE0,2,3.801
2011,NUTS,2010,DEF,1,2.791
2012,NUTS,2010,DEF,1,3.232
2011,NUTS,2010,DEF0,2,2.791
2012,NUTS,2010,DEF0,2,3.232
2011,NUTS,2010,DEG,1,2.026
2012,NUTS,2010,DEG,1,4.506
2011,NUTS,2010,DEG0,2,2.026
2012,NUTS,2010,DEG0,2,4.506
2011,NUTS,2010,DK,0,29.982
2012,NUTS,2010,DK,0,23.815
2011,NUTS,2010,DK0,1,29.982
2012,NUTS,2010,DK0,1,23.678
2011,NUTS,2010,DK01,2,73.895
2012,NUTS,2010,DK01,2,47.595
2011,NUTS,2010,DK02,2,6.091
2012,NUTS,2010,DK02,2,8.819
2011,NUTS,2010,DK03,2,2.052
2012,NUTS,2010,DK03,2,7.164
2011,NUTS,2010,DK04,2,18.882
2012,NUTS,2010,DK04,2,24.188
2011,NUTS,2010,DK05,2,6.082
2012,NUTS,2010,DK05,2,0.476
2011,NUTS,2010,EE,0,6.831
2012,NUTS,2010,EE,0,1.463
2011,NUTS,2010,EE0,1,6.831
2012,NUTS,2010,EE0,1,1.463
2011,NUTS,2010,EE00,2,6.831
2012,NUTS,2010,EE00,2,1.463
2011,NUTS,2010,EL,0,0.269
2012,NUTS,2010,EL,0,0.382
2012,NUTS,2010,EL3,1,1.002
2012,NUTS,2010,EL30,2,1.002
2011,NUTS,2010,ES,0,3.531
2012,NUTS,2010,ES,0,2.18
2011,NUTS,2010,ES1,1,1.867
2012,NUTS,2010,ES1,1,1.419
2011,NUTS,2010,ES11,2,2.962
2012,NUTS,2010,ES11,2,1.685
2012,NUTS,2010,ES12,2,1.021
2012,NUTS,2010,ES13,2,0.878
2011,NUTS,2010,ES2,1,3.884
2012,NUTS,2010,ES2,1,3.221
2011,NUTS,2010,ES21,2,4.766
2012,NUTS,2010,ES21,2,2.571
2011,NUTS,2010,ES22,2,6.238
2012,NUTS,2010,ES22,2,3.134
2012,NUTS,2010,ES23,2,12.571
2011,NUTS,2010,ES24,2,2.245
2012,NUTS,2010,ES24,2,2.084
2011,NUTS,2010,ES3,1,5.511
2012,NUTS,2010,ES3,1,2.876
2011,NUTS,2010,ES30,2,5.511
2012,NUTS,2010,ES30,2,2.876
2011,NUTS,2010,ES4,1,0.306
2012,NUTS,2010,ES4,1,0.232
2011,NUTS,2010,ES41,2,0.142
2012,NUTS,2010,ES41,2,0.529
2011,NUTS,2010,ES43,2,1.343
2011,NUTS,2010,ES5,1,6.079
2012,NUTS,2010,ES5,1,3.43
2011,NUTS,2010,ES51,2,9.781
2012,NUTS,2010,ES51,2,5.416
2011,NUTS,2010,ES52,2,1.496
2012,NUTS,2010,ES52,2,1.009
2011,NUTS,2010,ES53,2,0.554
2012,NUTS,2010,ES53,2,0.537
2011,NUTS,2010,ES6,1,0.871
2012,NUTS,2010,ES6,1,1.267
2011,NUTS,2010,ES61,2,1.014
2012,NUTS,2010,ES61,2,1.456
2011,NUTS,2010,ES62,2,0.179
2012,NUTS,2010,ES62,2,0.343
2011,NUTS,2010,ES7,1,1.84
2012,NUTS,2010,ES7,1,0.227
2011,NUTS,2010,ES70,2,1.84
2012,NUTS,2010,ES70,2,0.227
2011,NUTS,2010,FI,0,12.172
2012,NUTS,2010,FI,0,5.591
2011,NUTS,2010,FI1,1,11.147
2012,NUTS,2010,FI1,1,5.25
2011,NUTS,2010,FI19,2,3.955
2011,NUTS,2010,FI1B,2,21.602
2012,NUTS,2010,FI1B,2,13.271
2011,NUTS,2010,FI1C,2,7.578
2012,NUTS,2010,FI1C,2,4.89
2011,NUTS,2010,FI1D,2,7.747
2011,NUTS,2010,FR,0,9.199
2012,NUTS,2010,FR,0,6.77
2011,NUTS,2010,FR1,1,17.228
2012,NUTS,2010,FR1,1,13.526
2011,NUTS,2010,FR10,2,17.228
2012,NUTS,2010,FR10,2,13.526
2011,NUTS,2010,FR2,1,1.546
2012,NUTS,2010,FR2,1,1.129
2011,NUTS,2010,FR21,2,1.857
2011,NUTS,2010,FR22,2,2.613
2011,NUTS,2010,FR23,2,1.464
2012,NUTS,2010,FR23,2,1.225
2011,NUTS,2010,FR24,2,0.845
2012,NUTS,2010,FR24,2,3.036
2011,NUTS,2010,FR25,2,1.607
2012,NUTS,2010,FR25,2,0.935
2011,NUTS,2010,FR26,2,1.15
2012,NUTS,2010,FR26,2,0.405
2011,NUTS,2010,FR3,1,7.874
2012,NUTS,2010,FR3,1,5.697
2011,NUTS,2010,FR30,2,7.874
2012,NUTS,2010,FR30,2,5.697
2011,NUTS,2010,FR4,1,5.6
2012,NUTS,2010,FR4,1,5.006
2011,NUTS,2010,FR41,2,1.608
2012,NUTS,2010,FR41,2,5.731
2011,NUTS,2010,FR42,2,11.306
2012,NUTS,2010,FR42,2,6.397
2011,NUTS,2010,FR43,2,3.73
2012,NUTS,2010,FR43,2,1.263
2011,NUTS,2010,FR5,1,4.9
2012,NUTS,2010,FR5,1,2.772
2011,NUTS,2010,FR51,2,6.043
2012,NUTS,2010,FR51,2,4.1
2011,NUTS,2010,FR52,2,4.031
2012,NUTS,2010,FR52,2,2.608
2011,NUTS,2010,FR53,2,4.093
2012,NUTS,2010,FR53,2,0.255
2011,NUTS,2010,FR6,1,8.508
2012,NUTS,2010,FR6,1,7.437
2011,NUTS,2010,FR61,2,7.933
2012,NUTS,2010,FR61,2,6.835
2011,NUTS,2010,FR62,2,10.232
2012,NUTS,2010,FR62,2,9.717
2011,NUTS,2010,FR63,2,3.899
2012,NUTS,2010,FR63,2,0.545
2011,NUTS,2010,FR7,1,15.241
2012,NUTS,2010,FR7,1,9.791
2011,NUTS,2010,FR71,2,14.436
2012,NUTS,2010,FR71,2,8.217
2011,NUTS,2010,FR72,2,19.121
2012,NUTS,2010,FR72,2,17.458
2011,NUTS,2010,FR8,1,9.717
2012,NUTS,2010,FR8,1,7.234
2011,NUTS,2010,FR81,2,15.142
2012,NUTS,2010,FR81,2,10.378
2011,NUTS,2010,FR82,2,7.376
2012,NUTS,2010,FR82,2,5.92
2011,NUTS,2010,HU,0,2.585
2012,NUTS,2010,HU,0,0.721
2011,NUTS,2010,HU1,1,3.879
2012,NUTS,2010,HU1,1,1.684
2011,NUTS,2010,HU10,2,3.879
2012,NUTS,2010,HU10,2,1.684
2011,NUTS,2010,HU2,1,0.896
2011,NUTS,2010,HU21,2,2.393
2011,NUTS,2010,HU3,1,2.888
2012,NUTS,2010,HU3,1,0.493
2011,NUTS,2010,HU31,2,1.066
2011,NUTS,2010,HU32,2,1.253
2011,NUTS,2010,HU33,2,6.336
2012,NUTS,2010,HU33,2,1.48
2011,NUTS,2010,IE,0,9.281
2012,NUTS,2010,IE,0,5.251
2011,NUTS,2010,IE0,1,9.248
2012,NUTS,2010,IE0,1,5.251
2011,NUTS,2010,IE01,2,12.567
2012,NUTS,2010,IE01,2,6.38
2011,NUTS,2010,IE02,2,8.099
2012,NUTS,2010,IE02,2,4.865
2011,NUTS,2010,IS,0,28.011
2011,NUTS,2010,IS0,1,28.011
2011,NUTS,2010,IS00,2,28.011
2011,NUTS,2010,IT,0,2.5
2012,NUTS,2010,IT,0,2.38
2011,NUTS,2010,ITC,1,4.31
2012,NUTS,2010,ITC,1,2.792
2011,NUTS,2010,ITC1,2,6.125
2012,NUTS,2010,ITC1,2,3.097
2011,NUTS,2010,ITC3,2,5.485
2012,NUTS,2010,ITC3,2,1.971
2011,NUTS,2010,ITC4,2,3.371
2012,NUTS,2010,ITC4,2,2.815
2011,NUTS,2010,ITF,1,1.155
2012,NUTS,2010,ITF,1,1.662
2012,NUTS,2010,ITF1,2,3.564
2011,NUTS,2010,ITF3,2,1.732
2012,NUTS,2010,ITF3,2,3.222
2011,NUTS,2010,ITF4,2,1.405
2011,NUTS,2010,ITF5,2,1.572
2011,NUTS,2010,ITG,1,0.339
2011,NUTS,2010,ITG1,2,0.477
2011,NUTS,2010,ITH,1,2.884
2012,NUTS,2010,ITH,1,3.256
2011,NUTS,2010,ITH1,2,10.832
2012,NUTS,2010,ITH1,2,15.792
2011,NUTS,2010,ITH2,2,4.195
2011,NUTS,2010,ITH3,2,1.634
2012,NUTS,2010,ITH3,2,1.56
2011,NUTS,2010,ITH4,2,9.221
2012,NUTS,2010,ITH4,2,3.256
2011,NUTS,2010,ITH5,2,1.47
2012,NUTS,2010,ITH5,2,3.942
2011,NUTS,2010,ITI,1,1.521
2012,NUTS,2010,ITI,1,2.397
2011,NUTS,2010,ITI1,2,0.81
2012,NUTS,2010,ITI1,2,4.254
2011,NUTS,2010,ITI2,2,1.755
2012,NUTS,2010,ITI2,2,3.207
2011,NUTS,2010,ITI4,2,2.399
2012,NUTS,2010,ITI4,2,1.695
2011,NUTS,2010,LT,0,1.687
2012,NUTS,2010,LT,0,3.117
2011,NUTS,2010,LT0,1,1.687
2012,NUTS,2010,LT0,1,3.117
2011,NUTS,2010,LT00,2,1.687
2012,NUTS,2010,LT00,2,3.117
2011,NUTS,2010,LU,0,7.406
2012,NUTS,2010,LU,0,3.335
2011,NUTS,2010,LU0,1,7.406
2012,NUTS,2010,LU0,1,3.335
2011,NUTS,2010,LU00,2,7.406
2012,NUTS,2010,LU00,2,3.335
2012,NUTS,2010,LV,0,1.29
2012,NUTS,2010,LV0,1,1.29
2012,NUTS,2010,LV00,2,1.29
2011,NUTS,2010,NL,0,13.733
2012,NUTS,2010,NL,0,8.745
2011,NUTS,2010,NL1,1,8.779
2012,NUTS,2010,NL1,1,7.037
2011,NUTS,2010,NL11,2,8.144
2012,NUTS,2010,NL11,2,10.063
2011,NUTS,2010,NL12,2,15.309
2012,NUTS,2010,NL12,2,6.03
2011,NUTS,2010,NL13,2,0.707
2012,NUTS,2010,NL13,2,4.714
2011,NUTS,2010,NL2,1,13.755
2012,NUTS,2010,NL2,1,6.988
2011,NUTS,2010,NL21,2,1.693
2012,NUTS,2010,NL21,2,2.251
2011,NUTS,2010,NL22,2,22.551
2012,NUTS,2010,NL22,2,11.053
2011,NUTS,2010,NL23,2,3.973
2011,NUTS,2010,NL3,1,12.525
2012,NUTS,2010,NL3,1,5.998
2011,NUTS,2010,NL31,2,17.256
2012,NUTS,2010,NL31,2,6.667
2011,NUTS,2010,NL32,2,10.043
2012,NUTS,2010,NL32,2,3.006
2011,NUTS,2010,NL33,2,14.032
2012,NUTS,2010,NL33,2,8.726
2011,NUTS,2010,NL4,1,18.44
2012,NUTS,2010,NL4,1,17.258
2011,NUTS,2010,NL41,2,14.258
2012,NUTS,2010,NL41,2,6.757
2011,NUTS,2010,NL42,2,28.097
2012,NUTS,2010,NL42,2,41.519
2011,NUTS,2010,NO,0,4.722
2012,NUTS,2010,NO,0,1.784
2011,NUTS,2010,NO0,1,4.722
2012,NUTS,2010,NO0,1,1.784
2011,NUTS,2010,NO01,2,13.591
2012,NUTS,2010,NO01,2,4.697
2011,NUTS,2010,NO02,2,1.765
2011,NUTS,2010,NO03,2,0.351
2012,NUTS,2010,NO03,2,0.344
2011,NUTS,2010,NO04,2,2.621
2012,NUTS,2010,NO04,2,0.636
2011,NUTS,2010,NO05,2,0.374
2011,NUTS,2010,NO06,2,8.446
2012,NUTS,2010,NO06,2,1.012
2012,NUTS,2010,NO07,2,4.125
2011,NUTS,2010,PL,0,0.98
2012,NUTS,2010,PL,0,0.618
2011,NUTS,2010,PL1,1,2.796
2012,NUTS,2010,PL1,1,0.979
2011,NUTS,2010,PL11,2,2.472
2012,NUTS,2010,PL11,2,0.559
2011,NUTS,2010,PL12,2,2.964
2012,NUTS,2010,PL12,2,1.19
2011,NUTS,2010,PL2,1,0.284
2012,NUTS,2010,PL2,1,0.281
2012,NUTS,2010,PL21,2,0.69
2011,NUTS,2010,PL22,2,0.477
2011,NUTS,2010,PL3,1,0.754
2012,NUTS,2010,PL3,1,0.474
2011,NUTS,2010,PL31,2,1.953
2012,NUTS,2010,PL31,2,1.181
2011,NUTS,2010,PL32,2,0.351
2012,NUTS,2010,PL33,2,0.372
2011,NUTS,2010,PL4,1,0.311
2012,NUTS,2010,PL4,1,0.31
2011,NUTS,2010,PL41,2,0.536
2012,NUTS,2010,PL41,2,0.533
2012,NUTS,2010,PL5,1,0.438
2012,NUTS,2010,PL51,2,0.58
2011,NUTS,2010,PL6,1,0.664
2012,NUTS,2010,PL6,1,0.911
2011,NUTS,2010,PL61,2,0.234
2012,NUTS,2010,PL61,2,0.223
2011,NUTS,2010,PL63,2,1.527
2012,NUTS,2010,PL63,2,2.106
2011,NUTS,2010,PT,0,0.792
2012,NUTS,2010,PT,0,0.673
2011,NUTS,2010,PT1,1,0.831
2012,NUTS,2010,PT1,1,0.706
2011,NUTS,2010,PT11,2,0.935
2012,NUTS,2010,PT11,2,0.589
2011,NUTS,2010,PT15,2,2.13
2011,NUTS,2010,PT16,2,0.271
2012,NUTS,2010,PT16,2,0.415
2011,NUTS,2010,PT17,2,1.174
2012,NUTS,2010,PT17,2,1.421
2011,NUTS,2010,RO,0,0.054
2012,NUTS,2010,RO,0,0.108
2011,NUTS,2010,RO1,1,0.232
2012,NUTS,2010,RO1,1,0.262
2011,NUTS,2010,RO11,2,0.423
2012,NUTS,2010,RO12,2,0.59
2012,NUTS,2010,RO3,1,0.169
2012,NUTS,2010,RO32,2,0.379
2011,NUTS,2010,SE,0,8.51
2012,NUTS,2010,SE,0,6.752
2011,NUTS,2010,SE1,1,12.673
2012,NUTS,2010,SE1,1,8.871
2011,NUTS,2010,SE11,2,11.97
2012,NUTS,2010,SE11,2,8.87
2011,NUTS,2010,SE12,2,13.692
2012,NUTS,2010,SE12,2,8.874
2011,NUTS,2010,SE2,1,6.592
2012,NUTS,2010,SE2,1,6.029
2011,NUTS,2010,SE21,2,2.363
2011,NUTS,2010,SE22,2,14.167
2012,NUTS,2010,SE22,2,9.645
2011,NUTS,2010,SE23,2,2.875
2012,NUTS,2010,SE23,2,5.955
2011,NUTS,2010,SE3,1,3.415
2012,NUTS,2010,SE3,1,2.442
2011,NUTS,2010,SE31,2,0.774
2011,NUTS,2010,SE32,2,6.624
2012,NUTS,2010,SE32,2,5.4
2011,NUTS,2010,SE33,2,5.385
2012,NUTS,2010,SE33,2,4.328
2011,NUTS,2010,SI,0,3.757
2012,NUTS,2010,SI,0,2.96
2011,NUTS,2010,SI0,1,3.433
2012,NUTS,2010,SI0,1,2.96
2011,NUTS,2010,SI01,2,0.617
2011,NUTS,2010,SI02,2,6.546
2011,NUTS,2010,SK,0,1.119
2012,NUTS,2010,SK,0,0.1
2011,NUTS,2010,SK0,1,1.119
2012,NUTS,2010,SK0,1,0.1
2011,NUTS,2010,SK01,2,5.995
2012,NUTS,2010,SK01,2,0.798
2011,NUTS,2010,SK04,2,1.333
2011,NUTS,2010,TR,0,0.044
2012,NUTS,2010,TR,0,0.037
2011,NUTS,2010,TR1,1,0.211
2012,NUTS,2010,TR1,1,0.199
2011,NUTS,2010,TR10,2,0.211
2012,NUTS,2010,TR10,2,0.199
2011,NUTS,2010,TR6,1,0.049
2011,NUTS,2010,TR61,2,0.15
2011,NUTS,2010,UK,0,5.218
2012,NUTS,2010,UK,0,4.06
2011,NUTS,2010,UKC,1,7.861
2012,NUTS,2010,UKC,1,0.957
2011,NUTS,2010,UKC1,2,10.267
2012,NUTS,2010,UKC1,2,1.623
2011,NUTS,2010,UKC2,2,5.893
2012,NUTS,2010,UKC2,2,0.437
2011,NUTS,2010,UKD,1,2.58
2012,NUTS,2010,UKD,1,1.016
2012,NUTS,2010,UKD1,2,0.977
2011,NUTS,2010,UKD3,2,3.678
2012,NUTS,2010,UKD3,2,1.608
2011,NUTS,2010,UKD4,2,1.696
2011,NUTS,2010,UKD6,2,1.071
2012,NUTS,2010,UKD6,2,2.139
2011,NUTS,2010,UKD7,2,3.28
2012,NUTS,2010,UKD7,2,0.233
2011,NUTS,2010,UKE,1,2.962
2012,NUTS,2010,UKE,1,0.537
2011,NUTS,2010,UKE1,2,1.067
2011,NUTS,2010,UKE2,2,11.674
2012,NUTS,2010,UKE2,2,2.218
2011,NUTS,2010,UKE3,2,3.833
2012,NUTS,2010,UKE3,2,0.372
2012,NUTS,2010,UKE4,2,0.227
2011,NUTS,2010,UKF,1,2.991
2012,NUTS,2010,UKF,1,2.274
2011,NUTS,2010,UKF1,2,2.569
2012,NUTS,2010,UKF1,2,3.791
2011,NUTS,2010,UKF2,2,4.119
2012,NUTS,2010,UKF2,2,1.343
2011,NUTS,2010,UKF3,2,1.372
2011,NUTS,2010,UKG,1,2.474
2012,NUTS,2010,UKG,1,1.631
2011,NUTS,2010,UKG1,2,2.082
2012,NUTS,2010,UKG1,2,1.249
2011,NUTS,2010,UKG2,2,0.427
2012,NUTS,2010,UKG2,2,2.107
2011,NUTS,2010,UKG3,2,3.954
2012,NUTS,2010,UKG3,2,1.541
2011,NUTS,2010,UKH,1,10.219
2012,NUTS,2010,UKH,1,10.082
2011,NUTS,2010,UKH1,2,18.807
2012,NUTS,2010,UKH1,2,15.769
2011,NUTS,2010,UKH2,2,6.517
2012,NUTS,2010,UKH2,2,9.422
2011,NUTS,2010,UKH3,2,2.091
2012,NUTS,2010,UKH3,2,2.829
2011,NUTS,2010,UKI,1,6.228
2012,NUTS,2010,UKI,1,5.2
2011,NUTS,2010,UKI1,2,13.113
2011,NUTS,2010,UKI2,2,1.048
2011,NUTS,2010,UKJ,1,6.592
2012,NUTS,2010,UKJ,1,6.202
2011,NUTS,2010,UKJ1,2,15.659
2012,NUTS,2010,UKJ1,2,15.336
2011,NUTS,2010,UKJ2,2,4.766
2012,NUTS,2010,UKJ2,2,4.178
2011,NUTS,2010,UKJ3,2,2.396
2012,NUTS,2010,UKJ3,2,2.886
2011,NUTS,2010,UKJ4,2,1.366
2011,NUTS,2010,UKK,1,1.958
2012,NUTS,2010,UKK,1,3.8
2011,NUTS,2010,UKK1,2,4.005
2012,NUTS,2010,UKK1,2,5.605
2011,NUTS,2010,UKK2,2,0.524
2012,NUTS,2010,UKK2,2,4.435
2012,NUTS,2010,UKK3,2,1.982
2011,NUTS,2010,UKL,1,2.892
2012,NUTS,2010,UKL,1,1.854
2011,NUTS,2010,UKL1,2,1.025
2012,NUTS,2010,UKL1,2,1.9
2011,NUTS,2010,UKL2,2,5.901
2012,NUTS,2010,UKL2,2,1.778
2011,NUTS,2010,UKM,1,4.982
2012,NUTS,2010,UKM,1,4.912
2011,NUTS,2010,UKM2,2,9.887
2012,NUTS,2010,UKM2,2,3.119
2011,NUTS,2010,UKM3,2,0.968
2012,NUTS,2010,UKM3,2,2.383
2011,NUTS,2010,UKM5,2,7.645
2012,NUTS,2010,UKM5,2,1.542
2012,NUTS,2010,UKM6,2,23.633
2011,NUTS,2010,UKN,1,7.421
2012,NUTS,2010,UKN,1,1.622
2011,NUTS,2010,UKN0,2,7.421
2012,NUTS,2010,UKN0,2,1.622
