year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_pnp_eur_hab
2017,NUTS,2010,RO22,2,0.0
2018,NUTS,2010,RO22,2,0.0
2019,NUTS,2010,RO22,2,0.0
2011,NUTS,2010,RO3,1,0.1
2012,NUTS,2010,RO3,1,0.4
2013,NUTS,2010,RO3,1,0.4
2014,NUTS,2010,RO3,1,0.4
2015,NUTS,2010,RO3,1,0.4
2016,NUTS,2010,RO3,1,0.3
2017,NUTS,2010,RO3,1,0.4
2018,NUTS,2010,RO3,1,0.3
2019,NUTS,2010,RO3,1,0.2
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,0.0
2019,NUTS,2010,RO31,2,0.0
2011,NUTS,2010,RO32,2,0.2
2012,NUTS,2010,RO32,2,0.9
2013,NUTS,2010,RO32,2,0.9
2014,NUTS,2010,RO32,2,0.8
2015,NUTS,2010,RO32,2,0.9
2016,NUTS,2010,RO32,2,0.7
2017,NUTS,2010,RO32,2,0.9
2018,NUTS,2010,RO32,2,0.6
2019,NUTS,2010,RO32,2,0.6
2011,NUTS,2010,RO4,1,0.4
2012,NUTS,2010,RO4,1,0.0
2013,NUTS,2010,RO4,1,0.0
2014,NUTS,2010,RO4,1,0.0
2015,NUTS,2010,RO4,1,0.0
2016,NUTS,2010,RO4,1,0.0
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,0.8
2013,NUTS,2010,RO41,2,0.0
2014,NUTS,2010,RO41,2,0.0
2015,NUTS,2010,RO41,2,0.0
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2011,NUTS,2010,RO42,2,0.0
2012,NUTS,2010,RO42,2,0.0
2013,NUTS,2010,RO42,2,0.0
2014,NUTS,2010,RO42,2,0.1
2015,NUTS,2010,RO42,2,0.1
2016,NUTS,2010,RO42,2,0.1
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2011,NUTS,2010,RS,0,0.0
2012,NUTS,2010,RS,0,0.0
2013,NUTS,2010,RS,0,0.0
2014,NUTS,2010,RS,0,0.0
2015,NUTS,2010,RS,0,0.1
2016,NUTS,2010,RS,0,0.0
2017,NUTS,2010,RS,0,0.0
2018,NUTS,2010,RS,0,0.0
2019,NUTS,2010,RS,0,0.0
2020,NUTS,2010,RS,0,0.0
2018,NUTS,2010,RS1,1,0.0
2019,NUTS,2010,RS1,1,0.0
2020,NUTS,2010,RS1,1,0.0
2018,NUTS,2010,RS11,2,0.0
2019,NUTS,2010,RS11,2,0.0
2020,NUTS,2010,RS11,2,0.0
2018,NUTS,2010,RS12,2,0.0
2019,NUTS,2010,RS12,2,0.0
2020,NUTS,2010,RS12,2,0.0
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
2011,NUTS,2010,RU,0,0.2
2012,NUTS,2010,RU,0,0.2
2014,NUTS,2010,RU,0,0.1
2011,NUTS,2010,SE,0,4.4
2012,NUTS,2010,SE,0,4.3
2013,NUTS,2010,SE,0,3.4
2014,NUTS,2010,SE,0,3.4
2015,NUTS,2010,SE,0,2.8
2016,NUTS,2010,SE,0,3.0
2017,NUTS,2010,SE,0,1.9
2018,NUTS,2010,SE,0,1.7
2019,NUTS,2010,SE,0,1.8
2020,NUTS,2010,SE,0,1.9
2011,NUTS,2010,SI,0,0.2
2012,NUTS,2010,SI,0,0.2
2013,NUTS,2010,SI,0,0.2
2014,NUTS,2010,SI,0,0.2
2015,NUTS,2010,SI,0,0.2
2016,NUTS,2010,SI,0,0.1
2017,NUTS,2010,SI,0,0.8
2018,NUTS,2010,SI,0,1.4
2019,NUTS,2010,SI,0,2.9
2020,NUTS,2010,SI,0,3.4
2011,NUTS,2010,SI0,1,0.2
2012,NUTS,2010,SI0,1,0.0
2013,NUTS,2010,SI0,1,0.2
2014,NUTS,2010,SI0,1,0.2
2015,NUTS,2010,SI0,1,0.2
2016,NUTS,2010,SI0,1,0.1
2017,NUTS,2010,SI0,1,0.8
2018,NUTS,2010,SI0,1,1.4
2019,NUTS,2010,SI0,1,2.9
2013,NUTS,2010,SI03,2,0.2
2014,NUTS,2010,SI03,2,0.2
2015,NUTS,2010,SI03,2,0.1
2016,NUTS,2010,SI03,2,0.1
2018,NUTS,2010,SI03,2,0.0
2013,NUTS,2010,SI04,2,0.2
2014,NUTS,2010,SI04,2,0.2
2015,NUTS,2010,SI04,2,0.2
2016,NUTS,2010,SI04,2,0.1
2018,NUTS,2010,SI04,2,3.0
2011,NUTS,2010,SK,0,0.2
2012,NUTS,2010,SK,0,0.1
2013,NUTS,2010,SK,0,0.2
2014,NUTS,2010,SK,0,0.5
2015,NUTS,2010,SK,0,0.7
2016,NUTS,2010,SK,0,0.6
2017,NUTS,2010,SK,0,0.6
2018,NUTS,2010,SK,0,0.6
2019,NUTS,2010,SK,0,0.0
2020,NUTS,2010,SK,0,0.0
2011,NUTS,2010,SK0,1,0.2
2012,NUTS,2010,SK0,1,0.1
2013,NUTS,2010,SK0,1,0.2
2014,NUTS,2010,SK0,1,0.5
2015,NUTS,2010,SK0,1,0.7
2016,NUTS,2010,SK0,1,0.6
2017,NUTS,2010,SK0,1,0.6
2018,NUTS,2010,SK0,1,0.6
2019,NUTS,2010,SK0,1,0.0
2020,NUTS,2010,SK0,1,0.0
2011,NUTS,2010,SK01,2,0.8
2012,NUTS,2010,SK01,2,0.3
2013,NUTS,2010,SK01,2,0.4
2014,NUTS,2010,SK01,2,0.4
2015,NUTS,2010,SK01,2,0.7
2016,NUTS,2010,SK01,2,0.7
2017,NUTS,2010,SK01,2,1.3
2018,NUTS,2010,SK01,2,1.5
2019,NUTS,2010,SK01,2,0.3
2020,NUTS,2010,SK01,2,0.2
2011,NUTS,2010,SK02,2,0.2
2012,NUTS,2010,SK02,2,0.0
2013,NUTS,2010,SK02,2,0.1
2014,NUTS,2010,SK02,2,1.3
2015,NUTS,2010,SK02,2,1.6
2016,NUTS,2010,SK02,2,1.3
2017,NUTS,2010,SK02,2,1.1
2018,NUTS,2010,SK02,2,1.0
2019,NUTS,2010,SK02,2,0.0
2020,NUTS,2010,SK02,2,0.1
2011,NUTS,2010,SK03,2,0.1
2012,NUTS,2010,SK03,2,0.2
2013,NUTS,2010,SK03,2,0.2
2014,NUTS,2010,SK03,2,0.0
2015,NUTS,2010,SK03,2,0.0
2016,NUTS,2010,SK03,2,0.1
2017,NUTS,2010,SK03,2,0.1
2018,NUTS,2010,SK03,2,0.3
2019,NUTS,2010,SK03,2,0.0
2020,NUTS,2010,SK03,2,0.0
2011,NUTS,2010,SK04,2,0.0
2012,NUTS,2010,SK04,2,0.0
2013,NUTS,2010,SK04,2,0.1
2014,NUTS,2010,SK04,2,0.0
2015,NUTS,2010,SK04,2,0.2
2016,NUTS,2010,SK04,2,0.1
2017,NUTS,2010,SK04,2,0.1
2018,NUTS,2010,SK04,2,0.1
2019,NUTS,2010,SK04,2,0.0
2020,NUTS,2010,SK04,2,0.0
2011,NUTS,2010,UK,0,9.1
2012,NUTS,2010,UK,0,10.0
2013,NUTS,2010,UK,0,9.5
2014,NUTS,2010,UK,0,10.7
2015,NUTS,2010,UK,0,13.5
2016,NUTS,2010,UK,0,13.0
2017,NUTS,2010,UK,0,13.1
2018,NUTS,2010,UK,0,14.0
2019,NUTS,2010,UK,0,15.4
2011,NUTS,2010,UKC,1,9.7
2012,NUTS,2010,UKC,1,10.8
2014,NUTS,2010,UKC,1,7.9
2015,NUTS,2010,UKC,1,18.2
2016,NUTS,2010,UKC,1,17.7
2011,NUTS,2010,UKC1,2,19.1
2012,NUTS,2010,UKC1,2,21.2
2014,NUTS,2010,UKC1,2,15.3
2015,NUTS,2010,UKC1,2,39.0
2016,NUTS,2010,UKC1,2,37.9
2011,NUTS,2010,UKC2,2,2.0
2012,NUTS,2010,UKC2,2,2.2
2014,NUTS,2010,UKC2,2,1.7
2015,NUTS,2010,UKC2,2,1.0
2016,NUTS,2010,UKC2,2,0.9
2011,NUTS,2010,UKD,1,0.6
2012,NUTS,2010,UKD,1,0.7
2014,NUTS,2010,UKD,1,7.6
2015,NUTS,2010,UKD,1,0.2
2016,NUTS,2010,UKD,1,0.2
2011,NUTS,2010,UKD1,2,0.5
2012,NUTS,2010,UKD1,2,0.5
2014,NUTS,2010,UKD1,2,0.0
2015,NUTS,2010,UKD1,2,0.0
2016,NUTS,2010,UKD1,2,0.0
2011,NUTS,2010,UKD3,2,0.1
2012,NUTS,2010,UKD3,2,0.1
2014,NUTS,2010,UKD3,2,0.1
2015,NUTS,2010,UKD3,2,0.1
2016,NUTS,2010,UKD3,2,0.1
2011,NUTS,2010,UKD4,2,1.7
2012,NUTS,2010,UKD4,2,1.9
2014,NUTS,2010,UKD4,2,0.1
2015,NUTS,2010,UKD4,2,0.0
2016,NUTS,2010,UKD4,2,0.0
2011,NUTS,2010,UKD6,2,0.8
2012,NUTS,2010,UKD6,2,0.8
2014,NUTS,2010,UKD6,2,0.4
2015,NUTS,2010,UKD6,2,0.5
2016,NUTS,2010,UKD6,2,0.5
2011,NUTS,2010,UKD7,2,0.4
2012,NUTS,2010,UKD7,2,0.4
2014,NUTS,2010,UKD7,2,35.2
2015,NUTS,2010,UKD7,2,0.3
2016,NUTS,2010,UKD7,2,0.2
2011,NUTS,2010,UKE,1,0.3
2012,NUTS,2010,UKE,1,0.3
2013,NUTS,2010,UKE,1,1.0
2014,NUTS,2010,UKE,1,1.1
2015,NUTS,2010,UKE,1,0.9
2016,NUTS,2010,UKE,1,0.9
2017,NUTS,2010,UKE,1,0.7
2018,NUTS,2010,UKE,1,0.7
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,0.0
2012,NUTS,2010,UKE2,2,0.0
2013,NUTS,2010,UKE2,2,0.1
2014,NUTS,2010,UKE2,2,0.2
2015,NUTS,2010,UKE2,2,0.0
2016,NUTS,2010,UKE2,2,0.0
2017,NUTS,2010,UKE2,2,0.0
2018,NUTS,2010,UKE2,2,0.0
2011,NUTS,2010,UKE3,2,1.2
2012,NUTS,2010,UKE3,2,1.4
2013,NUTS,2010,UKE3,2,1.2
2014,NUTS,2010,UKE3,2,1.4
2015,NUTS,2010,UKE3,2,3.6
2016,NUTS,2010,UKE3,2,3.4
2017,NUTS,2010,UKE3,2,2.5
2018,NUTS,2010,UKE3,2,2.7
2011,NUTS,2010,UKE4,2,0.0
2012,NUTS,2010,UKE4,2,0.0
2014,NUTS,2010,UKE4,2,1.6
2015,NUTS,2010,UKE4,2,0.1
2016,NUTS,2010,UKE4,2,0.1
2017,NUTS,2010,UKE4,2,0.0
2018,NUTS,2010,UKE4,2,0.0
2011,NUTS,2010,UKF,1,0.9
2012,NUTS,2010,UKF,1,1.0
2013,NUTS,2010,UKF,1,0.6
2014,NUTS,2010,UKF,1,0.6
2015,NUTS,2010,UKF,1,0.5
2016,NUTS,2010,UKF,1,0.5
2017,NUTS,2010,UKF,1,0.5
2018,NUTS,2010,UKF,1,0.6
2011,NUTS,2010,UKF1,2,0.1
2012,NUTS,2010,UKF1,2,0.1
2014,NUTS,2010,UKF1,2,0.1
2015,NUTS,2010,UKF1,2,0.0
2016,NUTS,2010,UKF1,2,0.0
2017,NUTS,2010,UKF1,2,0.0
2018,NUTS,2010,UKF1,2,0.0
2011,NUTS,2010,UKF2,2,2.4
2012,NUTS,2010,UKF2,2,2.6
2013,NUTS,2010,UKF2,2,1.4
2014,NUTS,2010,UKF2,2,1.6
2015,NUTS,2010,UKF2,2,1.3
2016,NUTS,2010,UKF2,2,1.2
2017,NUTS,2010,UKF2,2,1.4
2018,NUTS,2010,UKF2,2,1.5
2011,NUTS,2010,UKF3,2,0.0
2012,NUTS,2010,UKF3,2,0.0
2014,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2016,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2018,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,0.8
2012,NUTS,2010,UKG,1,0.9
2013,NUTS,2010,UKG,1,0.1
2014,NUTS,2010,UKG,1,0.1
2017,NUTS,2010,UKG,1,2.1
2018,NUTS,2010,UKG,1,2.2
2011,NUTS,2010,UKG1,2,2.1
2012,NUTS,2010,UKG1,2,2.4
2014,NUTS,2010,UKG1,2,0.1
2018,NUTS,2010,UKG1,2,0.0
2011,NUTS,2010,UKG2,2,0.9
2012,NUTS,2010,UKG2,2,0.9
2014,NUTS,2010,UKG2,2,0.2
2018,NUTS,2010,UKG2,2,1.3
2011,NUTS,2010,UKG3,2,0.1
2012,NUTS,2010,UKG3,2,0.1
2014,NUTS,2010,UKG3,2,0.0
2018,NUTS,2010,UKG3,2,3.8
2011,NUTS,2010,UKH,1,42.8
2012,NUTS,2010,UKH,1,47.2
2013,NUTS,2010,UKH,1,51.6
2014,NUTS,2010,UKH,1,57.6
2017,NUTS,2010,UKH,1,42.7
2018,NUTS,2010,UKH,1,45.8
2011,NUTS,2010,UKH1,2,96.2
2012,NUTS,2010,UKH1,2,106.0
2013,NUTS,2010,UKH1,2,93.4
2014,NUTS,2010,UKH1,2,104.5
2018,NUTS,2010,UKH1,2,83.6
2011,NUTS,2010,UKH2,2,11.9
2012,NUTS,2010,UKH2,2,13.1
2014,NUTS,2010,UKH2,2,49.7
2018,NUTS,2010,UKH2,2,39.9
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2014,NUTS,2010,UKH3,2,0.9
2018,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,16.5
2012,NUTS,2010,UKI,1,18.1
2013,NUTS,2010,UKI,1,20.8
2014,NUTS,2010,UKI,1,23.1
2015,NUTS,2010,UKI,1,30.4
2016,NUTS,2010,UKI,1,29.3
2017,NUTS,2010,UKI,1,41.8
2018,NUTS,2010,UKI,1,44.7
2011,NUTS,2010,UKI3,2,107.8
2012,NUTS,2010,UKI3,2,118.5
2014,NUTS,2010,UKI3,2,106.1
2015,NUTS,2010,UKI3,2,126.7
2016,NUTS,2010,UKI3,2,122.0
2017,NUTS,2010,UKI3,2,174.2
2018,NUTS,2010,UKI3,2,186.8
2011,NUTS,2010,UKI4,2,5.2
2012,NUTS,2010,UKI4,2,5.7
2014,NUTS,2010,UKI4,2,1.7
2015,NUTS,2010,UKI4,2,5.7
2016,NUTS,2010,UKI4,2,5.5
2017,NUTS,2010,UKI4,2,7.8
2018,NUTS,2010,UKI4,2,8.3
2011,NUTS,2010,UKI5,2,0.0
2012,NUTS,2010,UKI5,2,0.0
2014,NUTS,2010,UKI5,2,0.0
2015,NUTS,2010,UKI5,2,0.7
2016,NUTS,2010,UKI5,2,0.7
2017,NUTS,2010,UKI5,2,1.1
2018,NUTS,2010,UKI5,2,1.1
2011,NUTS,2010,UKI6,2,0.0
2012,NUTS,2010,UKI6,2,0.0
2014,NUTS,2010,UKI6,2,57.9
2015,NUTS,2010,UKI6,2,29.1
2016,NUTS,2010,UKI6,2,28.2
2017,NUTS,2010,UKI6,2,40.4
2018,NUTS,2010,UKI6,2,43.3
2011,NUTS,2010,UKI7,2,3.0
2012,NUTS,2010,UKI7,2,3.2
2014,NUTS,2010,UKI7,2,0.0
2015,NUTS,2010,UKI7,2,32.3
2016,NUTS,2010,UKI7,2,31.2
2017,NUTS,2010,UKI7,2,44.6
2018,NUTS,2010,UKI7,2,47.9
2011,NUTS,2010,UKJ,1,14.3
2012,NUTS,2010,UKJ,1,15.7
2013,NUTS,2010,UKJ,1,2.8
2014,NUTS,2010,UKJ,1,3.1
2015,NUTS,2010,UKJ,1,13.6
2016,NUTS,2010,UKJ,1,13.1
2017,NUTS,2010,UKJ,1,10.7
2018,NUTS,2010,UKJ,1,11.5
2011,NUTS,2010,UKJ1,2,24.9
2012,NUTS,2010,UKJ1,2,27.4
2013,NUTS,2010,UKJ1,2,4.3
2014,NUTS,2010,UKJ1,2,4.9
2015,NUTS,2010,UKJ1,2,7.7
2016,NUTS,2010,UKJ1,2,7.4
2017,NUTS,2010,UKJ1,2,6.1
2018,NUTS,2010,UKJ1,2,6.5
2011,NUTS,2010,UKJ2,2,24.2
2012,NUTS,2010,UKJ2,2,26.6
2013,NUTS,2010,UKJ2,2,4.8
2014,NUTS,2010,UKJ2,2,5.4
2015,NUTS,2010,UKJ2,2,34.3
2016,NUTS,2010,UKJ2,2,33.1
2017,NUTS,2010,UKJ2,2,27.1
2018,NUTS,2010,UKJ2,2,29.1
2011,NUTS,2010,UKJ3,2,0.2
2012,NUTS,2010,UKJ3,2,0.2
2014,NUTS,2010,UKJ3,2,0.4
2015,NUTS,2010,UKJ3,2,3.1
2016,NUTS,2010,UKJ3,2,3.0
2017,NUTS,2010,UKJ3,2,2.5
2018,NUTS,2010,UKJ3,2,2.7
2011,NUTS,2010,UKJ4,2,0.0
2012,NUTS,2010,UKJ4,2,0.0
2014,NUTS,2010,UKJ4,2,0.1
2015,NUTS,2010,UKJ4,2,0.0
2016,NUTS,2010,UKJ4,2,0.0
2017,NUTS,2010,UKJ4,2,0.0
2018,NUTS,2010,UKJ4,2,0.0
2011,NUTS,2010,UKK,1,2.3
2012,NUTS,2010,UKK,1,2.5
2013,NUTS,2010,UKK,1,3.8
2014,NUTS,2010,UKK,1,4.2
2015,NUTS,2010,UKK,1,4.9
2016,NUTS,2010,UKK,1,4.7
2017,NUTS,2010,UKK,1,3.4
2018,NUTS,2010,UKK,1,3.6
2011,NUTS,2010,UKK1,2,0.6
2012,NUTS,2010,UKK1,2,0.7
2014,NUTS,2010,UKK1,2,0.6
2015,NUTS,2010,UKK1,2,0.5
2016,NUTS,2010,UKK1,2,0.4
2017,NUTS,2010,UKK1,2,0.3
2018,NUTS,2010,UKK1,2,0.4
2011,NUTS,2010,UKK2,2,0.4
2012,NUTS,2010,UKK2,2,0.5
2014,NUTS,2010,UKK2,2,3.0
2015,NUTS,2010,UKK2,2,2.9
2016,NUTS,2010,UKK2,2,2.7
2017,NUTS,2010,UKK2,2,2.0
2018,NUTS,2010,UKK2,2,2.1
2011,NUTS,2010,UKK3,2,0.0
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2016,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0
2018,NUTS,2010,UKK3,2,0.0
2011,NUTS,2010,UKK4,2,9.0
2012,NUTS,2010,UKK4,2,9.9
2013,NUTS,2010,UKK4,2,13.7
2014,NUTS,2010,UKK4,2,15.3
2015,NUTS,2010,UKK4,2,18.6
2016,NUTS,2010,UKK4,2,18.0
2017,NUTS,2010,UKK4,2,12.9
2018,NUTS,2010,UKK4,2,13.9
2011,NUTS,2010,UKL,1,0.7
2012,NUTS,2010,UKL,1,0.8
2013,NUTS,2010,UKL,1,0.6
2014,NUTS,2010,UKL,1,0.6
2011,NUTS,2010,UKL1,2,0.8
2012,NUTS,2010,UKL1,2,1.0
2014,NUTS,2010,UKL1,2,1.0
2011,NUTS,2010,UKL2,2,0.4
2012,NUTS,2010,UKL2,2,0.4
2014,NUTS,2010,UKL2,2,0.1
2011,NUTS,2010,UKM,1,1.9
2012,NUTS,2010,UKM,1,2.1
2013,NUTS,2010,UKM,1,1.7
2014,NUTS,2010,UKM,1,2.0
2015,NUTS,2010,UKM,1,8.2
2016,NUTS,2010,UKM,1,7.9
2017,NUTS,2010,UKM,1,8.3
2018,NUTS,2010,UKM,1,9.0
2011,NUTS,2010,UKM2,2,3.0
2012,NUTS,2010,UKM2,2,3.3
2013,NUTS,2010,UKM2,2,2.1
2014,NUTS,2010,UKM2,2,2.4
2015,NUTS,2010,UKM2,2,3.0
2016,NUTS,2010,UKM2,2,2.9
2017,NUTS,2010,UKM2,2,3.0
2011,NUTS,2010,UKM3,2,0.1
2012,NUTS,2010,UKM3,2,0.1
2014,NUTS,2010,UKM3,2,0.1
2015,NUTS,2010,UKM3,2,14.1
2016,NUTS,2010,UKM3,2,13.8
2017,NUTS,2010,UKM3,2,14.4
2011,NUTS,2010,UKM5,2,0.0
2012,NUTS,2010,UKM5,2,0.0
2013,NUTS,2010,UKM5,2,0.0
2014,NUTS,2010,UKM5,2,0.0
2015,NUTS,2010,UKM5,2,0.0
2016,NUTS,2010,UKM5,2,0.0
2017,NUTS,2010,UKM5,2,0.0
2018,NUTS,2010,UKM5,2,0.0
2011,NUTS,2010,UKM6,2,8.4
2012,NUTS,2010,UKM6,2,9.3
2014,NUTS,2010,UKM6,2,11.1
2015,NUTS,2010,UKM6,2,10.0
2016,NUTS,2010,UKM6,2,9.9
2017,NUTS,2010,UKM6,2,10.4
2018,NUTS,2010,UKM6,2,11.0
2014,NUTS,2010,UKM7,2,2.6
2015,NUTS,2010,UKM7,2,3.2
2016,NUTS,2010,UKM7,2,3.0
2017,NUTS,2010,UKM7,2,3.2
2018,NUTS,2010,UKM7,2,3.5
2014,NUTS,2010,UKM8,2,0.2
2015,NUTS,2010,UKM8,2,21.9
2016,NUTS,2010,UKM8,2,21.2
2017,NUTS,2010,UKM8,2,22.1
2018,NUTS,2010,UKM8,2,23.8
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.2
2012,NUTS,2010,UKN,1,0.2
2014,NUTS,2010,UKN,1,0.1
2011,NUTS,2010,UKN0,2,0.2
2012,NUTS,2010,UKN0,2,0.2
2014,NUTS,2010,UKN0,2,0.1
