year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_hc_rse_bes
1991,NUTS,2010,RU,0,637200.0
1992,NUTS,2010,RU,0,580000.0
1993,NUTS,2010,RU,0,452800.0
1994,NUTS,2010,RU,0,343346.0
1995,NUTS,2010,RU,0,336671.0
1996,NUTS,2010,RU,0,310372.0
1997,NUTS,2010,RU,0,285645.0
1998,NUTS,2010,RU,0,257470.0
1999,NUTS,2010,RU,0,260558.0
2000,NUTS,2010,RU,0,267640.0
2001,NUTS,2010,RU,0,261334.0
2002,NUTS,2010,RU,0,252990.0
2003,NUTS,2010,RU,0,248232.0
2004,NUTS,2010,RU,0,239172.0
2005,NUTS,2010,RU,0,221445.0
2006,NUTS,2010,RU,0,218702.0
2007,NUTS,2010,RU,0,219632.0
2008,NUTS,2010,RU,0,209579.0
2009,NUTS,2010,RU,0,201668.0
2010,NUTS,2010,RU,0,197785.0
2011,NUTS,2010,RU,0,202185.0
2012,NUTS,2010,RU,0,192285.0
2013,NUTS,2010,RU,0,193736.0
2014,NUTS,2010,RU,0,196320.0
2015,NUTS,2010,RU,0,198123.0
2017,NUTS,2010,RU,0,186347.0
2018,NUTS,2010,RU,0,171205.0
2019,NUTS,2010,RU,0,185358.0
1993,NUTS,2010,SE,0,17468.0
1995,NUTS,2010,SE,0,21821.0
2003,NUTS,2010,SE,0,30613.0
2005,NUTS,2010,SE,0,42476.0
2007,NUTS,2010,SE,0,33121.0
2009,NUTS,2010,SE,0,33152.0
2011,NUTS,2010,SE,0,32630.0
2013,NUTS,2010,SE,0,48961.0
2015,NUTS,2010,SE,0,52368.0
2017,NUTS,2010,SE,0,60167.0
2019,NUTS,2010,SE,0,63505.0
2003,NUTS,2010,SE1,1,14329.0
2005,NUTS,2010,SE1,1,20073.0
2007,NUTS,2010,SE1,1,15323.0
2009,NUTS,2010,SE1,1,16584.0
2011,NUTS,2010,SE1,1,16040.0
2013,NUTS,2010,SE1,1,24824.0
2015,NUTS,2010,SE1,1,27697.0
2017,NUTS,2010,SE1,1,29066.0
2019,NUTS,2010,SE1,1,29597.0
2003,NUTS,2010,SE11,2,9745.0
2005,NUTS,2010,SE11,2,14125.0
2007,NUTS,2010,SE11,2,11784.0
2009,NUTS,2010,SE11,2,11069.0
2011,NUTS,2010,SE11,2,10556.0
2013,NUTS,2010,SE11,2,16516.0
2015,NUTS,2010,SE11,2,18289.0
2017,NUTS,2010,SE11,2,21621.0
2019,NUTS,2010,SE11,2,20936.0
2003,NUTS,2010,SE12,2,4584.0
2005,NUTS,2010,SE12,2,5948.0
2007,NUTS,2010,SE12,2,3539.0
2009,NUTS,2010,SE12,2,5515.0
2011,NUTS,2010,SE12,2,5483.0
2013,NUTS,2010,SE12,2,8309.0
2015,NUTS,2010,SE12,2,9408.0
2017,NUTS,2010,SE12,2,7445.0
2019,NUTS,2010,SE12,2,8661.0
2003,NUTS,2010,SE2,1,14353.0
2005,NUTS,2010,SE2,1,19373.0
2007,NUTS,2010,SE2,1,15672.0
2009,NUTS,2010,SE2,1,14406.0
2011,NUTS,2010,SE2,1,14549.0
2013,NUTS,2010,SE2,1,21068.0
2015,NUTS,2010,SE2,1,21628.0
2017,NUTS,2010,SE2,1,27900.0
2003,NUTS,2010,SE21,2,773.0
2005,NUTS,2010,SE21,2,1336.0
2007,NUTS,2010,SE21,2,2186.0
2009,NUTS,2010,SE21,2,1568.0
2011,NUTS,2010,SE21,2,1301.0
2013,NUTS,2010,SE21,2,2110.0
2015,NUTS,2010,SE21,2,1770.0
2003,NUTS,2010,SE22,2,3891.0
2005,NUTS,2010,SE22,2,6801.0
2007,NUTS,2010,SE22,2,5462.0
2009,NUTS,2010,SE22,2,4069.0
2011,NUTS,2010,SE22,2,3273.0
2013,NUTS,2010,SE22,2,7313.0
2015,NUTS,2010,SE22,2,7598.0
2017,NUTS,2010,SE22,2,7194.0
2019,NUTS,2010,SE22,2,9754.0
2003,NUTS,2010,SE23,2,9689.0
2005,NUTS,2010,SE23,2,11236.0
2007,NUTS,2010,SE23,2,8024.0
2009,NUTS,2010,SE23,2,8770.0
2011,NUTS,2010,SE23,2,9975.0
2013,NUTS,2010,SE23,2,11645.0
2015,NUTS,2010,SE23,2,12260.0
2017,NUTS,2010,SE23,2,18671.0
2019,NUTS,2010,SE23,2,18492.0
2003,NUTS,2010,SE3,1,1932.0
2005,NUTS,2010,SE3,1,3030.0
2007,NUTS,2010,SE3,1,2127.0
2009,NUTS,2010,SE3,1,2162.0
2011,NUTS,2010,SE3,1,2041.0
2013,NUTS,2010,SE3,1,3071.0
2015,NUTS,2010,SE3,1,3044.0
2017,NUTS,2010,SE3,1,3081.0
2003,NUTS,2010,SE31,2,1260.0
2005,NUTS,2010,SE31,2,1702.0
2007,NUTS,2010,SE31,2,1217.0
2009,NUTS,2010,SE31,2,1072.0
2011,NUTS,2010,SE31,2,1073.0
2013,NUTS,2010,SE31,2,1681.0
2015,NUTS,2010,SE31,2,1918.0
2017,NUTS,2010,SE31,2,1559.0
2019,NUTS,2010,SE31,2,1702.0
2003,NUTS,2010,SE32,2,170.0
2005,NUTS,2010,SE32,2,603.0
2007,NUTS,2010,SE32,2,232.0
2009,NUTS,2010,SE32,2,353.0
2011,NUTS,2010,SE32,2,333.0
2013,NUTS,2010,SE32,2,380.0
2015,NUTS,2010,SE32,2,343.0
2003,NUTS,2010,SE33,2,502.0
2005,NUTS,2010,SE33,2,725.0
2007,NUTS,2010,SE33,2,678.0
2009,NUTS,2010,SE33,2,737.0
2011,NUTS,2010,SE33,2,635.0
2013,NUTS,2010,SE33,2,1010.0
2015,NUTS,2010,SE33,2,784.0
2017,NUTS,2010,SE33,2,959.0
2019,NUTS,2010,SE33,2,1218.0
1993,NUTS,2010,SI,0,1145.0
1994,NUTS,2010,SI,0,1506.0
1995,NUTS,2010,SI,0,1559.0
1996,NUTS,2010,SI,0,1523.0
1997,NUTS,2010,SI,0,1594.0
1998,NUTS,2010,SI,0,1675.0
1999,NUTS,2010,SI,0,1772.0
2000,NUTS,2010,SI,0,1585.0
2001,NUTS,2010,SI,0,1725.0
2002,NUTS,2010,SI,0,1858.0
2003,NUTS,2010,SI,0,1669.0
2004,NUTS,2010,SI,0,1913.0
2005,NUTS,2010,SI,0,2203.0
2006,NUTS,2010,SI,0,2660.0
2007,NUTS,2010,SI,0,2901.0
2008,NUTS,2010,SI,0,3475.0
2009,NUTS,2010,SI,0,3722.0
2010,NUTS,2010,SI,0,3887.0
2011,NUTS,2010,SI,0,5407.0
2012,NUTS,2010,SI,0,5480.0
2013,NUTS,2010,SI,0,5619.0
2014,NUTS,2010,SI,0,5689.0
2015,NUTS,2010,SI,0,5184.0
2016,NUTS,2010,SI,0,5536.0
2017,NUTS,2010,SI,0,7469.0
2018,NUTS,2010,SI,0,8285.0
2019,NUTS,2010,SI,0,8778.0
1980,NUTS,2010,SI0,1,633.0
1981,NUTS,2010,SI0,1,855.0
1982,NUTS,2010,SI0,1,1011.0
1983,NUTS,2010,SI0,1,1082.0
1984,NUTS,2010,SI0,1,1285.0
1985,NUTS,2010,SI0,1,1339.0
1986,NUTS,2010,SI0,1,1313.0
1987,NUTS,2010,SI0,1,1586.0
1988,NUTS,2010,SI0,1,1647.0
1989,NUTS,2010,SI0,1,1827.0
1990,NUTS,2010,SI0,1,1923.0
1991,NUTS,2010,SI0,1,1922.0
1992,NUTS,2010,SI0,1,1909.0
1993,NUTS,2010,SI0,1,1145.0
1994,NUTS,2010,SI0,1,1506.0
1995,NUTS,2010,SI0,1,1559.0
1996,NUTS,2010,SI0,1,1523.0
1997,NUTS,2010,SI0,1,1594.0
1998,NUTS,2010,SI0,1,1675.0
1999,NUTS,2010,SI0,1,1772.0
2000,NUTS,2010,SI0,1,1585.0
2001,NUTS,2010,SI0,1,1725.0
2002,NUTS,2010,SI0,1,1858.0
2003,NUTS,2010,SI0,1,1669.0
2004,NUTS,2010,SI0,1,1913.0
2005,NUTS,2010,SI0,1,2203.0
2006,NUTS,2010,SI0,1,2660.0
2007,NUTS,2010,SI0,1,2901.0
2008,NUTS,2010,SI0,1,3475.0
2009,NUTS,2010,SI0,1,3722.0
2010,NUTS,2010,SI0,1,3887.0
2011,NUTS,2010,SI0,1,5407.0
2012,NUTS,2010,SI0,1,5480.0
2013,NUTS,2010,SI0,1,5619.0
2014,NUTS,2010,SI0,1,5689.0
2015,NUTS,2010,SI0,1,5184.0
2016,NUTS,2010,SI0,1,5536.0
2017,NUTS,2010,SI0,1,7469.0
2018,NUTS,2010,SI0,1,8285.0
2019,NUTS,2010,SI0,1,8778.0
2013,NUTS,2010,SI03,2,2036.0
2014,NUTS,2010,SI03,2,2092.0
2015,NUTS,2010,SI03,2,1874.0
2016,NUTS,2010,SI03,2,1904.0
2017,NUTS,2010,SI03,2,2468.0
2018,NUTS,2010,SI03,2,2877.0
2019,NUTS,2010,SI03,2,3242.0
2013,NUTS,2010,SI04,2,3584.0
2014,NUTS,2010,SI04,2,3597.0
2015,NUTS,2010,SI04,2,3310.0
2016,NUTS,2010,SI04,2,3632.0
2017,NUTS,2010,SI04,2,5002.0
2018,NUTS,2010,SI04,2,5409.0
2019,NUTS,2010,SI04,2,5536.0
1994,NUTS,2010,SK,0,3206.0
1995,NUTS,2010,SK,0,2541.0
1996,NUTS,2010,SK,0,2676.0
1997,NUTS,2010,SK,0,3900.0
1998,NUTS,2010,SK,0,3325.0
1999,NUTS,2010,SK,0,2955.0
2000,NUTS,2010,SK,0,2912.0
2001,NUTS,2010,SK,0,2715.0
2002,NUTS,2010,SK,0,2557.0
2003,NUTS,2010,SK,0,2255.0
2004,NUTS,2010,SK,0,2181.0
2005,NUTS,2010,SK,0,2414.0
2006,NUTS,2010,SK,0,2482.0
2007,NUTS,2010,SK,0,2144.0
2008,NUTS,2010,SK,0,2142.0
2009,NUTS,2010,SK,0,2058.0
2010,NUTS,2010,SK,0,2542.0
2011,NUTS,2010,SK,0,2709.0
2012,NUTS,2010,SK,0,3280.0
2013,NUTS,2010,SK,0,3141.0
2014,NUTS,2010,SK,0,3382.0
2015,NUTS,2010,SK,0,3801.0
2016,NUTS,2010,SK,0,4252.0
2017,NUTS,2010,SK,0,4488.0
2018,NUTS,2010,SK,0,5301.0
2019,NUTS,2010,SK,0,5775.0
2020,NUTS,2010,SK,0,5912.0
2000,NUTS,2010,SK01,2,985.0
2001,NUTS,2010,SK01,2,972.0
2002,NUTS,2010,SK01,2,929.0
2003,NUTS,2010,SK01,2,775.0
2004,NUTS,2010,SK01,2,779.0
2005,NUTS,2010,SK01,2,909.0
2006,NUTS,2010,SK01,2,936.0
2007,NUTS,2010,SK01,2,579.0
2008,NUTS,2010,SK01,2,567.0
2009,NUTS,2010,SK01,2,473.0
2010,NUTS,2010,SK01,2,776.0
2011,NUTS,2010,SK01,2,905.0
2012,NUTS,2010,SK01,2,1310.0
2013,NUTS,2010,SK01,2,1392.0
2014,NUTS,2010,SK01,2,1020.0
2015,NUTS,2010,SK01,2,1166.0
2016,NUTS,2010,SK01,2,1899.0
2017,NUTS,2010,SK01,2,1705.0
2018,NUTS,2010,SK01,2,2085.0
2019,NUTS,2010,SK01,2,2132.0
2020,NUTS,2010,SK01,2,2415.0
2000,NUTS,2010,SK02,2,960.0
2001,NUTS,2010,SK02,2,844.0
2002,NUTS,2010,SK02,2,807.0
2003,NUTS,2010,SK02,2,759.0
2004,NUTS,2010,SK02,2,752.0
2005,NUTS,2010,SK02,2,852.0
2006,NUTS,2010,SK02,2,893.0
2007,NUTS,2010,SK02,2,869.0
2008,NUTS,2010,SK02,2,972.0
2009,NUTS,2010,SK02,2,976.0
2010,NUTS,2010,SK02,2,1004.0
2011,NUTS,2010,SK02,2,884.0
2012,NUTS,2010,SK02,2,1024.0
2013,NUTS,2010,SK02,2,772.0
2014,NUTS,2010,SK02,2,1149.0
2015,NUTS,2010,SK02,2,1400.0
2016,NUTS,2010,SK02,2,1112.0
2017,NUTS,2010,SK02,2,1531.0
2018,NUTS,2010,SK02,2,1570.0
2019,NUTS,2010,SK02,2,1786.0
2020,NUTS,2010,SK02,2,1799.0
2000,NUTS,2010,SK03,2,679.0
2001,NUTS,2010,SK03,2,570.0
2002,NUTS,2010,SK03,2,504.0
2003,NUTS,2010,SK03,2,428.0
2004,NUTS,2010,SK03,2,409.0
2005,NUTS,2010,SK03,2,379.0
2006,NUTS,2010,SK03,2,359.0
2007,NUTS,2010,SK03,2,298.0
2008,NUTS,2010,SK03,2,349.0
2009,NUTS,2010,SK03,2,334.0
2010,NUTS,2010,SK03,2,378.0
2011,NUTS,2010,SK03,2,528.0
2012,NUTS,2010,SK03,2,523.0
2013,NUTS,2010,SK03,2,535.0
2014,NUTS,2010,SK03,2,739.0
2015,NUTS,2010,SK03,2,773.0
2016,NUTS,2010,SK03,2,691.0
2017,NUTS,2010,SK03,2,667.0
2018,NUTS,2010,SK03,2,785.0
2019,NUTS,2010,SK03,2,990.0
2020,NUTS,2010,SK03,2,984.0
2000,NUTS,2010,SK04,2,288.0
2001,NUTS,2010,SK04,2,329.0
2002,NUTS,2010,SK04,2,317.0
2003,NUTS,2010,SK04,2,293.0
2004,NUTS,2010,SK04,2,241.0
2005,NUTS,2010,SK04,2,274.0
2006,NUTS,2010,SK04,2,294.0
2007,NUTS,2010,SK04,2,398.0
2008,NUTS,2010,SK04,2,254.0
2009,NUTS,2010,SK04,2,275.0
2010,NUTS,2010,SK04,2,384.0
2011,NUTS,2010,SK04,2,392.0
2012,NUTS,2010,SK04,2,423.0
2013,NUTS,2010,SK04,2,442.0
2014,NUTS,2010,SK04,2,474.0
2015,NUTS,2010,SK04,2,462.0
2016,NUTS,2010,SK04,2,550.0
2017,NUTS,2010,SK04,2,585.0
2018,NUTS,2010,SK04,2,861.0
2019,NUTS,2010,SK04,2,867.0
2020,NUTS,2010,SK04,2,714.0
1996,NUTS,2010,TR,0,2977.0
1997,NUTS,2010,TR,0,4299.0
1998,NUTS,2010,TR,0,4285.0
1999,NUTS,2010,TR,0,4631.0
2000,NUTS,2010,TR,0,5062.0
2001,NUTS,2010,TR,0,5038.0
2002,NUTS,2010,TR,0,5277.0
2003,NUTS,2010,TR,0,6090.0
2004,NUTS,2010,TR,0,6841.0
2005,NUTS,2010,TR,0,10952.0
2006,NUTS,2010,TR,0,13631.0
2007,NUTS,2010,TR,0,17055.0
2008,NUTS,2010,TR,0,20548.0
2009,NUTS,2010,TR,0,24523.0
2010,NUTS,2010,TR,0,29800.0
2011,NUTS,2010,TR,0,35191.0
2012,NUTS,2010,TR,0,39296.0
2013,NUTS,2010,TR,0,45605.0
2014,NUTS,2010,TR,0,48247.0
2015,NUTS,2010,TR,0,51069.0
2016,NUTS,2010,TR,0,59567.0
2017,NUTS,2010,TR,0,70832.0
2018,NUTS,2010,TR,0,85023.0
2019,NUTS,2010,TR,0,93604.0
2020,NUTS,2010,TR,0,106901.0
2005,NUTS,2010,UK,0,95661.0
2006,NUTS,2010,UK,0,95789.0
2007,NUTS,2010,UK,0,91457.0
2008,NUTS,2010,UK,0,87891.0
2009,NUTS,2010,UK,0,86307.0
2010,NUTS,2010,UK,0,90178.0
2011,NUTS,2010,UK,0,108615.0
2012,NUTS,2010,UK,0,113509.0
2013,NUTS,2010,UK,0,123684.0
2014,NUTS,2010,UK,0,133891.0
2015,NUTS,2010,UK,0,136397.0
2016,NUTS,2010,UK,0,141873.0
2017,NUTS,2010,UK,0,155814.0
2018,NUTS,2010,UK,0,165975.0
2005,NUTS,2010,UKC,1,1507.0
2007,NUTS,2010,UKC,1,1477.0
2009,NUTS,2010,UKC,1,1384.0
2011,NUTS,2010,UKC,1,2417.0
2012,NUTS,2010,UKC,1,2460.0
2013,NUTS,2010,UKC,1,3136.0
2014,NUTS,2010,UKC,1,2724.0
2015,NUTS,2010,UKC,1,2914.0
2016,NUTS,2010,UKC,1,2982.0
2017,NUTS,2010,UKC,1,3761.0
2018,NUTS,2010,UKC,1,4187.0
2005,NUTS,2010,UKC1,2,769.0
2007,NUTS,2010,UKC1,2,753.0
2009,NUTS,2010,UKC1,2,706.0
2011,NUTS,2010,UKC1,2,1084.0
2012,NUTS,2010,UKC1,2,1217.0
2013,NUTS,2010,UKC1,2,1834.0
2014,NUTS,2010,UKC1,2,1194.0
2015,NUTS,2010,UKC1,2,1159.0
2016,NUTS,2010,UKC1,2,1020.0
2017,NUTS,2010,UKC1,2,1364.0
2018,NUTS,2010,UKC1,2,1627.0
2005,NUTS,2010,UKC2,2,739.0
2007,NUTS,2010,UKC2,2,724.0
2009,NUTS,2010,UKC2,2,678.0
2011,NUTS,2010,UKC2,2,1333.0
2012,NUTS,2010,UKC2,2,1243.0
2013,NUTS,2010,UKC2,2,1302.0
2014,NUTS,2010,UKC2,2,1530.0
2015,NUTS,2010,UKC2,2,1755.0
2016,NUTS,2010,UKC2,2,1963.0
2017,NUTS,2010,UKC2,2,2397.0
2018,NUTS,2010,UKC2,2,2560.0
2005,NUTS,2010,UKD,1,9635.0
2007,NUTS,2010,UKD,1,9439.0
2009,NUTS,2010,UKD,1,8844.0
2011,NUTS,2010,UKD,1,8208.0
2012,NUTS,2010,UKD,1,8577.0
2013,NUTS,2010,UKD,1,7932.0
2014,NUTS,2010,UKD,1,9397.0
2015,NUTS,2010,UKD,1,10165.0
2016,NUTS,2010,UKD,1,10107.0
2017,NUTS,2010,UKD,1,11129.0
2018,NUTS,2010,UKD,1,12232.0
2005,NUTS,2010,UKD1,2,1163.0
2007,NUTS,2010,UKD1,2,1139.0
2009,NUTS,2010,UKD1,2,1067.0
2011,NUTS,2010,UKD1,2,454.0
2012,NUTS,2010,UKD1,2,329.0
2013,NUTS,2010,UKD1,2,330.0
2014,NUTS,2010,UKD1,2,390.0
2015,NUTS,2010,UKD1,2,350.0
2016,NUTS,2010,UKD1,2,359.0
2017,NUTS,2010,UKD1,2,358.0
2018,NUTS,2010,UKD1,2,460.0
2005,NUTS,2010,UKD3,2,1638.0
2007,NUTS,2010,UKD3,2,1605.0
2009,NUTS,2010,UKD3,2,1504.0
2011,NUTS,2010,UKD3,2,2171.0
2012,NUTS,2010,UKD3,2,2305.0
2013,NUTS,2010,UKD3,2,1945.0
2014,NUTS,2010,UKD3,2,2458.0
2015,NUTS,2010,UKD3,2,2960.0
2016,NUTS,2010,UKD3,2,3299.0
2017,NUTS,2010,UKD3,2,3571.0
2018,NUTS,2010,UKD3,2,4128.0
2005,NUTS,2010,UKD4,2,3091.0
2007,NUTS,2010,UKD4,2,3028.0
2009,NUTS,2010,UKD4,2,2837.0
2011,NUTS,2010,UKD4,2,1960.0
2012,NUTS,2010,UKD4,2,2124.0
2013,NUTS,2010,UKD4,2,2077.0
2014,NUTS,2010,UKD4,2,2163.0
2015,NUTS,2010,UKD4,2,2380.0
2016,NUTS,2010,UKD4,2,1776.0
2017,NUTS,2010,UKD4,2,2697.0
2018,NUTS,2010,UKD4,2,3006.0
2009,NUTS,2010,UKD6,2,2363.0
2011,NUTS,2010,UKD6,2,2480.0
2012,NUTS,2010,UKD6,2,2626.0
2013,NUTS,2010,UKD6,2,2336.0
2014,NUTS,2010,UKD6,2,2580.0
2015,NUTS,2010,UKD6,2,2732.0
2016,NUTS,2010,UKD6,2,2457.0
2017,NUTS,2010,UKD6,2,2354.0
2018,NUTS,2010,UKD6,2,2241.0
2009,NUTS,2010,UKD7,2,1073.0
2011,NUTS,2010,UKD7,2,1143.0
2012,NUTS,2010,UKD7,2,1193.0
2013,NUTS,2010,UKD7,2,1244.0
2014,NUTS,2010,UKD7,2,1807.0
2015,NUTS,2010,UKD7,2,1744.0
2016,NUTS,2010,UKD7,2,2217.0
2017,NUTS,2010,UKD7,2,2150.0
2018,NUTS,2010,UKD7,2,2397.0
2005,NUTS,2010,UKE,1,3949.0
2007,NUTS,2010,UKE,1,3869.0
2009,NUTS,2010,UKE,1,3625.0
2011,NUTS,2010,UKE,1,4871.0
2012,NUTS,2010,UKE,1,5516.0
2013,NUTS,2010,UKE,1,6909.0
2014,NUTS,2010,UKE,1,7065.0
2015,NUTS,2010,UKE,1,7750.0
2016,NUTS,2010,UKE,1,7245.0
2017,NUTS,2010,UKE,1,9217.0
2018,NUTS,2010,UKE,1,9303.0
2005,NUTS,2010,UKE1,2,440.0
2007,NUTS,2010,UKE1,2,431.0
2009,NUTS,2010,UKE1,2,404.0
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,898.0
2013,NUTS,2010,UKE1,2,1054.0
2014,NUTS,2010,UKE1,2,1296.0
2015,NUTS,2010,UKE1,2,1240.0
2016,NUTS,2010,UKE1,2,1285.0
2017,NUTS,2010,UKE1,2,1602.0
2018,NUTS,2010,UKE1,2,1642.0
2005,NUTS,2010,UKE2,2,1338.0
2007,NUTS,2010,UKE2,2,1311.0
2009,NUTS,2010,UKE2,2,1228.0
2011,NUTS,2010,UKE2,2,1802.0
2012,NUTS,2010,UKE2,2,1031.0
2013,NUTS,2010,UKE2,2,1316.0
2014,NUTS,2010,UKE2,2,1361.0
2015,NUTS,2010,UKE2,2,1626.0
2016,NUTS,2010,UKE2,2,1572.0
2017,NUTS,2010,UKE2,2,1741.0
2018,NUTS,2010,UKE2,2,1848.0
2005,NUTS,2010,UKE3,2,597.0
2007,NUTS,2010,UKE3,2,585.0
2009,NUTS,2010,UKE3,2,548.0
2011,NUTS,2010,UKE3,2,1023.0
2012,NUTS,2010,UKE3,2,1032.0
2013,NUTS,2010,UKE3,2,1126.0
2014,NUTS,2010,UKE3,2,1258.0
2015,NUTS,2010,UKE3,2,1423.0
2016,NUTS,2010,UKE3,2,1266.0
2017,NUTS,2010,UKE3,2,1822.0
2018,NUTS,2010,UKE3,2,1709.0
2005,NUTS,2010,UKE4,2,1574.0
2007,NUTS,2010,UKE4,2,1542.0
2009,NUTS,2010,UKE4,2,1445.0
2011,NUTS,2010,UKE4,2,2046.0
2012,NUTS,2010,UKE4,2,2555.0
2013,NUTS,2010,UKE4,2,3412.0
2014,NUTS,2010,UKE4,2,3151.0
2015,NUTS,2010,UKE4,2,3462.0
2016,NUTS,2010,UKE4,2,3122.0
2017,NUTS,2010,UKE4,2,4051.0
2018,NUTS,2010,UKE4,2,4104.0
2005,NUTS,2010,UKF,1,7573.0
2007,NUTS,2010,UKF,1,7419.0
2009,NUTS,2010,UKF,1,6951.0
2011,NUTS,2010,UKF,1,9045.0
2012,NUTS,2010,UKF,1,9127.0
2013,NUTS,2010,UKF,1,10587.0
2014,NUTS,2010,UKF,1,11324.0
2015,NUTS,2010,UKF,1,11080.0
2016,NUTS,2010,UKF,1,12200.0
2017,NUTS,2010,UKF,1,12456.0
2018,NUTS,2010,UKF,1,13564.0
2005,NUTS,2010,UKF1,2,4567.0
2007,NUTS,2010,UKF1,2,4474.0
2009,NUTS,2010,UKF1,2,4192.0
2011,NUTS,2010,UKF1,2,6443.0
2012,NUTS,2010,UKF1,2,6748.0
2013,NUTS,2010,UKF1,2,8076.0
2014,NUTS,2010,UKF1,2,8612.0
2015,NUTS,2010,UKF1,2,8502.0
2016,NUTS,2010,UKF1,2,9233.0
2017,NUTS,2010,UKF1,2,9482.0
2018,NUTS,2010,UKF1,2,10406.0
2005,NUTS,2010,UKF2,2,2482.0
2007,NUTS,2010,UKF2,2,2431.0
2009,NUTS,2010,UKF2,2,2278.0
2011,NUTS,2010,UKF2,2,2172.0
2012,NUTS,2010,UKF2,2,1928.0
2013,NUTS,2010,UKF2,2,2054.0
2014,NUTS,2010,UKF2,2,2257.0
2015,NUTS,2010,UKF2,2,2141.0
2016,NUTS,2010,UKF2,2,2412.0
2017,NUTS,2010,UKF2,2,2487.0
2018,NUTS,2010,UKF2,2,2630.0
2005,NUTS,2010,UKF3,2,524.0
2007,NUTS,2010,UKF3,2,513.0
2009,NUTS,2010,UKF3,2,481.0
2011,NUTS,2010,UKF3,2,430.0
2012,NUTS,2010,UKF3,2,451.0
2013,NUTS,2010,UKF3,2,457.0
2014,NUTS,2010,UKF3,2,455.0
2015,NUTS,2010,UKF3,2,437.0
2016,NUTS,2010,UKF3,2,555.0
2017,NUTS,2010,UKF3,2,487.0
2018,NUTS,2010,UKF3,2,528.0
2005,NUTS,2010,UKG,1,8256.0
2007,NUTS,2010,UKG,1,8088.0
2009,NUTS,2010,UKG,1,7577.0
2011,NUTS,2010,UKG,1,8521.0
2012,NUTS,2010,UKG,1,9568.0
2013,NUTS,2010,UKG,1,10270.0
2014,NUTS,2010,UKG,1,12340.0
2015,NUTS,2010,UKG,1,11892.0
2016,NUTS,2010,UKG,1,11350.0
2017,NUTS,2010,UKG,1,13912.0
2018,NUTS,2010,UKG,1,15478.0
2005,NUTS,2010,UKG1,2,3600.0
2007,NUTS,2010,UKG1,2,3527.0
2009,NUTS,2010,UKG1,2,3305.0
2011,NUTS,2010,UKG1,2,4249.0
2012,NUTS,2010,UKG1,2,5066.0
2013,NUTS,2010,UKG1,2,5099.0
2014,NUTS,2010,UKG1,2,6099.0
2015,NUTS,2010,UKG1,2,5669.0
2016,NUTS,2010,UKG1,2,5209.0
2017,NUTS,2010,UKG1,2,7494.0
2018,NUTS,2010,UKG1,2,8935.0
2005,NUTS,2010,UKG2,2,806.0
2007,NUTS,2010,UKG2,2,789.0
2009,NUTS,2010,UKG2,2,739.0
2011,NUTS,2010,UKG2,2,1262.0
2012,NUTS,2010,UKG2,2,1331.0
2013,NUTS,2010,UKG2,2,1496.0
2014,NUTS,2010,UKG2,2,1705.0
2015,NUTS,2010,UKG2,2,1811.0
2016,NUTS,2010,UKG2,2,1788.0
2017,NUTS,2010,UKG2,2,1970.0
2018,NUTS,2010,UKG2,2,2098.0
2005,NUTS,2010,UKG3,2,3850.0
2007,NUTS,2010,UKG3,2,3771.0
2009,NUTS,2010,UKG3,2,3533.0
2011,NUTS,2010,UKG3,2,3010.0
2012,NUTS,2010,UKG3,2,3171.0
2013,NUTS,2010,UKG3,2,3676.0
2014,NUTS,2010,UKG3,2,4535.0
2015,NUTS,2010,UKG3,2,4413.0
2016,NUTS,2010,UKG3,2,4353.0
2017,NUTS,2010,UKG3,2,4448.0
2018,NUTS,2010,UKG3,2,4446.0
2005,NUTS,2010,UKH,1,20305.0
2007,NUTS,2010,UKH,1,19893.0
2009,NUTS,2010,UKH,1,18637.0
2011,NUTS,2010,UKH,1,21079.0
2012,NUTS,2010,UKH,1,19923.0
2013,NUTS,2010,UKH,1,21209.0
2014,NUTS,2010,UKH,1,22818.0
2015,NUTS,2010,UKH,1,23942.0
2016,NUTS,2010,UKH,1,24562.0
2017,NUTS,2010,UKH,1,25954.0
2018,NUTS,2010,UKH,1,26503.0
2005,NUTS,2010,UKH1,2,9174.0
2007,NUTS,2010,UKH1,2,8988.0
2009,NUTS,2010,UKH1,2,8421.0
2011,NUTS,2010,UKH1,2,12008.0
2012,NUTS,2010,UKH1,2,11157.0
2013,NUTS,2010,UKH1,2,11273.0
2014,NUTS,2010,UKH1,2,12564.0
2015,NUTS,2010,UKH1,2,12927.0
2016,NUTS,2010,UKH1,2,13403.0
2017,NUTS,2010,UKH1,2,15340.0
2018,NUTS,2010,UKH1,2,16240.0
2005,NUTS,2010,UKH2,2,6677.0
2007,NUTS,2010,UKH2,2,6541.0
2009,NUTS,2010,UKH2,2,6128.0
2011,NUTS,2010,UKH2,2,5427.0
2012,NUTS,2010,UKH2,2,5638.0
2013,NUTS,2010,UKH2,2,6726.0
2014,NUTS,2010,UKH2,2,6783.0
2015,NUTS,2010,UKH2,2,7322.0
2016,NUTS,2010,UKH2,2,7114.0
2017,NUTS,2010,UKH2,2,6914.0
2018,NUTS,2010,UKH2,2,6712.0
2005,NUTS,2010,UKH3,2,4454.0
2007,NUTS,2010,UKH3,2,4364.0
