year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_ht_gdp_beur
2012,NUTS,2010,AT341,3,0.743
2011,NUTS,2010,AT342,3,1.825
2012,NUTS,2010,AT342,3,0.771
2011,NUTS,2010,BE,0,0.84
2012,NUTS,2010,BE,0,0.82
2011,NUTS,2010,BE1,1,0.399
2012,NUTS,2010,BE1,1,0.363
2011,NUTS,2010,BE10,2,0.399
2012,NUTS,2010,BE10,2,0.363
2011,NUTS,2010,BE100,3,0.399
2012,NUTS,2010,BE100,3,0.363
2011,NUTS,2010,BE2,1,1.078
2012,NUTS,2010,BE2,1,1.113
2011,NUTS,2010,BE21,2,0.937
2012,NUTS,2010,BE21,2,1.307
2011,NUTS,2010,BE211,3,1.021
2012,NUTS,2010,BE211,3,1.736
2011,NUTS,2010,BE212,3,1.286
2012,NUTS,2010,BE212,3,0.572
2011,NUTS,2010,BE213,3,0.476
2012,NUTS,2010,BE213,3,0.721
2011,NUTS,2010,BE22,2,0.403
2012,NUTS,2010,BE22,2,0.37
2011,NUTS,2010,BE221,3,0.389
2012,NUTS,2010,BE221,3,0.187
2011,NUTS,2010,BE222,3,0.388
2012,NUTS,2010,BE222,3,1.059
2011,NUTS,2010,BE223,3,0.477
2012,NUTS,2010,BE223,3,0.061
2011,NUTS,2010,BE23,2,1.523
2012,NUTS,2010,BE23,2,1.02
2011,NUTS,2010,BE231,3,0.993
2012,NUTS,2010,BE231,3,0.513
2011,NUTS,2010,BE232,3,1.546
2012,NUTS,2010,BE232,3,0.75
2011,NUTS,2010,BE233,3,0.567
2012,NUTS,2010,BE233,3,0.117
2011,NUTS,2010,BE234,3,1.953
2012,NUTS,2010,BE234,3,1.338
2011,NUTS,2010,BE235,3,2.298
2012,NUTS,2010,BE235,3,0.539
2011,NUTS,2010,BE236,3,0.61
2012,NUTS,2010,BE236,3,1.208
2011,NUTS,2010,BE24,2,1.932
2012,NUTS,2010,BE24,2,2.096
2011,NUTS,2010,BE241,3,0.454
2012,NUTS,2010,BE241,3,0.467
2011,NUTS,2010,BE242,3,4.279
2012,NUTS,2010,BE242,3,4.662
2011,NUTS,2010,BE25,2,0.358
2012,NUTS,2010,BE25,2,0.286
2011,NUTS,2010,BE251,3,0.072
2012,NUTS,2010,BE251,3,0.058
2011,NUTS,2010,BE252,3,1.364
2012,NUTS,2010,BE252,3,0.412
2011,NUTS,2010,BE253,3,0.336
2012,NUTS,2010,BE253,3,0.159
2011,NUTS,2010,BE254,3,0.438
2012,NUTS,2010,BE254,3,0.329
2011,NUTS,2010,BE255,3,0.637
2012,NUTS,2010,BE255,3,0.882
2011,NUTS,2010,BE256,3,0.389
2012,NUTS,2010,BE256,3,0.315
2011,NUTS,2010,BE257,3,0.441
2012,NUTS,2010,BE257,3,0.302
2011,NUTS,2010,BE3,1,0.597
2012,NUTS,2010,BE3,1,0.45
2011,NUTS,2010,BE31,2,1.658
2012,NUTS,2010,BE31,2,1.506
2011,NUTS,2010,BE310,3,1.658
2012,NUTS,2010,BE310,3,1.506
2011,NUTS,2010,BE32,2,0.453
2012,NUTS,2010,BE32,2,0.203
2012,NUTS,2010,BE321,3,0.301
2011,NUTS,2010,BE322,3,0.379
2011,NUTS,2010,BE323,3,0.479
2012,NUTS,2010,BE323,3,0.38
2011,NUTS,2010,BE324,3,1.706
2012,NUTS,2010,BE324,3,0.262
2011,NUTS,2010,BE325,3,0.274
2012,NUTS,2010,BE325,3,0.306
2011,NUTS,2010,BE326,3,0.579
2011,NUTS,2010,BE327,3,0.275
2012,NUTS,2010,BE327,3,0.47
2011,NUTS,2010,BE33,2,0.439
2012,NUTS,2010,BE33,2,0.313
2011,NUTS,2010,BE331,3,0.376
2012,NUTS,2010,BE331,3,0.263
2011,NUTS,2010,BE332,3,0.481
2012,NUTS,2010,BE332,3,0.295
2011,NUTS,2010,BE334,3,0.815
2012,NUTS,2010,BE334,3,0.109
2011,NUTS,2010,BE336,3,1.026
2012,NUTS,2010,BE336,3,1.454
2011,NUTS,2010,BE34,2,0.322
2012,NUTS,2010,BE34,2,0.016
2011,NUTS,2010,BE341,3,0.728
2012,NUTS,2010,BE342,3,0.106
2011,NUTS,2010,BE344,3,0.682
2011,NUTS,2010,BE35,2,0.193
2012,NUTS,2010,BE35,2,0.347
2011,NUTS,2010,BE352,3,0.269
2012,NUTS,2010,BE352,3,0.486
2011,NUTS,2010,BEZ,1,4.941
2011,NUTS,2010,BEZZ,2,4.941
2011,NUTS,2010,BEZZZ,3,4.941
2011,NUTS,2010,BG,0,0.049
2012,NUTS,2010,BG,0,0.1
2012,NUTS,2010,BG3,1,0.073
2012,NUTS,2010,BG31,2,0.057
2012,NUTS,2010,BG311,3,0.607
2012,NUTS,2010,BG32,2,0.15
2012,NUTS,2010,BG322,3,0.882
2012,NUTS,2010,BG33,2,0.055
2012,NUTS,2010,BG332,3,0.351
2012,NUTS,2010,BG34,2,0.049
2012,NUTS,2010,BG343,3,0.533
2011,NUTS,2010,BG4,1,0.078
2012,NUTS,2010,BG4,1,0.117
2011,NUTS,2010,BG41,2,0.101
2012,NUTS,2010,BG41,2,0.13
2011,NUTS,2010,BG411,3,0.123
2012,NUTS,2010,BG411,3,0.159
2012,NUTS,2010,BG42,2,0.071
2012,NUTS,2010,BG421,3,0.133
2012,NUTS,2010,CY,0,0.051
2012,NUTS,2010,CY0,1,0.051
2012,NUTS,2010,CY00,2,0.051
2012,NUTS,2010,CY000,3,0.051
2011,NUTS,2010,CZ,0,0.155
2012,NUTS,2010,CZ,0,0.085
2011,NUTS,2010,CZ0,1,0.149
2012,NUTS,2010,CZ0,1,0.085
2011,NUTS,2010,CZ01,2,0.135
2012,NUTS,2010,CZ01,2,0.133
2011,NUTS,2010,CZ010,3,0.135
2012,NUTS,2010,CZ010,3,0.133
2011,NUTS,2010,CZ02,2,0.262
2012,NUTS,2010,CZ02,2,0.028
2011,NUTS,2010,CZ020,3,0.262
2012,NUTS,2010,CZ020,3,0.028
2011,NUTS,2010,CZ03,2,0.03
2011,NUTS,2010,CZ032,3,0.061
2011,NUTS,2010,CZ04,2,0.524
2012,NUTS,2010,CZ04,2,0.101
2011,NUTS,2010,CZ041,3,1.707
2012,NUTS,2010,CZ041,3,0.408
2011,NUTS,2010,CZ042,3,0.131
2011,NUTS,2010,CZ05,2,0.017
2011,NUTS,2010,CZ053,3,0.049
2011,NUTS,2010,CZ06,2,0.182
2012,NUTS,2010,CZ06,2,0.256
2011,NUTS,2010,CZ063,3,0.076
2011,NUTS,2010,CZ064,3,0.223
2012,NUTS,2010,CZ064,3,0.354
2011,NUTS,2010,CZ07,2,0.065
2012,NUTS,2010,CZ07,2,0.022
2011,NUTS,2010,CZ071,3,0.13
2012,NUTS,2010,CZ071,3,0.043
2011,NUTS,2010,CZ08,2,0.061
2012,NUTS,2010,CZ08,2,0.008
2011,NUTS,2010,CZ080,3,0.061
2012,NUTS,2010,CZ080,3,0.008
2011,NUTS,2010,DE,0,1.106
2012,NUTS,2010,DE,0,0.89
2011,NUTS,2010,DE1,1,1.608
2012,NUTS,2010,DE1,1,1.349
2011,NUTS,2010,DE11,2,1.305
2012,NUTS,2010,DE11,2,1.077
2011,NUTS,2010,DE111,3,1.344
2012,NUTS,2010,DE111,3,1.322
2011,NUTS,2010,DE112,3,1.598
2012,NUTS,2010,DE112,3,0.647
2011,NUTS,2010,DE113,3,1.22
2012,NUTS,2010,DE113,3,0.978
2011,NUTS,2010,DE114,3,0.548
2012,NUTS,2010,DE114,3,0.392
2011,NUTS,2010,DE115,3,2.799
2012,NUTS,2010,DE115,3,2.626
2011,NUTS,2010,DE116,3,1.948
2012,NUTS,2010,DE116,3,1.083
2011,NUTS,2010,DE117,3,0.096
2012,NUTS,2010,DE117,3,1.13
2011,NUTS,2010,DE118,3,0.89
2012,NUTS,2010,DE118,3,0.369
2011,NUTS,2010,DE119,3,0.442
2012,NUTS,2010,DE119,3,0.858
2011,NUTS,2010,DE11A,3,1.16
2012,NUTS,2010,DE11A,3,1.121
2011,NUTS,2010,DE11B,3,0.495
2012,NUTS,2010,DE11B,3,0.056
2011,NUTS,2010,DE11C,3,0.286
2012,NUTS,2010,DE11C,3,0.079
2011,NUTS,2010,DE11D,3,0.233
2012,NUTS,2010,DE11D,3,0.445
2011,NUTS,2010,DE12,2,2.287
2012,NUTS,2010,DE12,2,2.121
2012,NUTS,2010,DE121,3,0.471
2011,NUTS,2010,DE122,3,2.337
2012,NUTS,2010,DE122,3,1.207
2011,NUTS,2010,DE123,3,1.956
2012,NUTS,2010,DE123,3,1.969
2011,NUTS,2010,DE124,3,0.7
2012,NUTS,2010,DE124,3,0.73
2011,NUTS,2010,DE125,3,3.241
2012,NUTS,2010,DE125,3,3.563
2011,NUTS,2010,DE126,3,0.967
2012,NUTS,2010,DE126,3,0.555
2011,NUTS,2010,DE128,3,6.307
2012,NUTS,2010,DE128,3,7.033
2011,NUTS,2010,DE129,3,0.516
2012,NUTS,2010,DE129,3,0.069
2011,NUTS,2010,DE12A,3,1.604
2012,NUTS,2010,DE12A,3,0.145
2011,NUTS,2010,DE12B,3,1.484
2012,NUTS,2010,DE12B,3,2.763
2011,NUTS,2010,DE12C,3,1.397
2012,NUTS,2010,DE12C,3,0.694
2011,NUTS,2010,DE13,2,1.484
2012,NUTS,2010,DE13,2,1.255
2011,NUTS,2010,DE131,3,2.482
2012,NUTS,2010,DE131,3,3.19
2011,NUTS,2010,DE132,3,2.164
2012,NUTS,2010,DE132,3,1.185
2011,NUTS,2010,DE133,3,3.978
2012,NUTS,2010,DE133,3,4.149
2011,NUTS,2010,DE134,3,0.542
2012,NUTS,2010,DE134,3,0.327
2011,NUTS,2010,DE135,3,0.366
2012,NUTS,2010,DE135,3,1.111
2011,NUTS,2010,DE136,3,2.021
2012,NUTS,2010,DE136,3,0.438
2011,NUTS,2010,DE137,3,0.924
2012,NUTS,2010,DE137,3,0.635
2011,NUTS,2010,DE138,3,1.393
2012,NUTS,2010,DE138,3,1.404
2011,NUTS,2010,DE139,3,1.121
2012,NUTS,2010,DE139,3,0.299
2011,NUTS,2010,DE13A,3,1.057
2012,NUTS,2010,DE13A,3,0.888
2011,NUTS,2010,DE14,2,1.456
2012,NUTS,2010,DE14,2,0.946
2011,NUTS,2010,DE141,3,3.009
2012,NUTS,2010,DE141,3,1.076
2011,NUTS,2010,DE142,3,3.138
2012,NUTS,2010,DE142,3,2.675
2011,NUTS,2010,DE143,3,0.622
2012,NUTS,2010,DE143,3,0.473
2011,NUTS,2010,DE144,3,1.296
2012,NUTS,2010,DE144,3,1.203
2011,NUTS,2010,DE145,3,1.556
2012,NUTS,2010,DE145,3,1.229
2011,NUTS,2010,DE146,3,0.722
2012,NUTS,2010,DE146,3,0.603
2011,NUTS,2010,DE147,3,1.162
2012,NUTS,2010,DE147,3,0.764
2011,NUTS,2010,DE148,3,0.86
2012,NUTS,2010,DE148,3,0.5
2011,NUTS,2010,DE149,3,0.172
2011,NUTS,2010,DE2,1,1.825
2012,NUTS,2010,DE2,1,1.445
2011,NUTS,2010,DE21,2,2.394
2012,NUTS,2010,DE21,2,1.919
2011,NUTS,2010,DE211,3,0.73
2012,NUTS,2010,DE211,3,0.793
2011,NUTS,2010,DE212,3,2.714
2012,NUTS,2010,DE212,3,2.255
2011,NUTS,2010,DE213,3,0.718
2012,NUTS,2010,DE213,3,1.115
2011,NUTS,2010,DE214,3,0.384
2012,NUTS,2010,DE214,3,0.289
2011,NUTS,2010,DE215,3,0.949
2012,NUTS,2010,DE215,3,1.302
2011,NUTS,2010,DE216,3,3.134
2012,NUTS,2010,DE216,3,1.528
2011,NUTS,2010,DE217,3,3.198
2012,NUTS,2010,DE217,3,1.232
2011,NUTS,2010,DE218,3,6.029
2012,NUTS,2010,DE218,3,8.021
2011,NUTS,2010,DE219,3,1.053
2012,NUTS,2010,DE219,3,2.435
2011,NUTS,2010,DE21A,3,2.708
2012,NUTS,2010,DE21A,3,1.158
2011,NUTS,2010,DE21B,3,1.648
2012,NUTS,2010,DE21B,3,0.805
2011,NUTS,2010,DE21C,3,3.624
2012,NUTS,2010,DE21C,3,2.791
2011,NUTS,2010,DE21D,3,0.342
2012,NUTS,2010,DE21D,3,1.419
2011,NUTS,2010,DE21E,3,3.226
2012,NUTS,2010,DE21E,3,0.42
2011,NUTS,2010,DE21F,3,3.788
2012,NUTS,2010,DE21F,3,2.523
2011,NUTS,2010,DE21G,3,1.82
2012,NUTS,2010,DE21G,3,1.186
2011,NUTS,2010,DE21H,3,2.651
2012,NUTS,2010,DE21H,3,1.87
2011,NUTS,2010,DE21I,3,0.502
2012,NUTS,2010,DE21I,3,0.319
2011,NUTS,2010,DE21J,3,2.288
2012,NUTS,2010,DE21J,3,0.871
2011,NUTS,2010,DE21K,3,2.088
2012,NUTS,2010,DE21K,3,1.372
2011,NUTS,2010,DE21L,3,2.44
2012,NUTS,2010,DE21L,3,2.049
2011,NUTS,2010,DE21M,3,0.609
2012,NUTS,2010,DE21M,3,1.872
2011,NUTS,2010,DE21N,3,3.682
2012,NUTS,2010,DE21N,3,2.911
2011,NUTS,2010,DE22,2,0.564
2012,NUTS,2010,DE22,2,0.285
2011,NUTS,2010,DE221,3,1.222
2011,NUTS,2010,DE223,3,1.608
2012,NUTS,2010,DE223,3,0.873
2012,NUTS,2010,DE224,3,0.216
2011,NUTS,2010,DE225,3,0.583
2011,NUTS,2010,DE226,3,0.686
2012,NUTS,2010,DE226,3,0.636
2011,NUTS,2010,DE227,3,1.378
2012,NUTS,2010,DE227,3,0.714
2011,NUTS,2010,DE228,3,0.042
2012,NUTS,2010,DE228,3,0.1
2011,NUTS,2010,DE229,3,0.517
2012,NUTS,2010,DE229,3,0.199
2011,NUTS,2010,DE22A,3,1.043
2012,NUTS,2010,DE22A,3,0.216
2011,NUTS,2010,DE22B,3,0.243
2012,NUTS,2010,DE22B,3,0.19
2012,NUTS,2010,DE22C,3,0.238
2011,NUTS,2010,DE23,2,1.534
2012,NUTS,2010,DE23,2,1.316
2011,NUTS,2010,DE231,3,0.173
2012,NUTS,2010,DE231,3,1.495
2011,NUTS,2010,DE232,3,1.837
2012,NUTS,2010,DE232,3,1.22
2011,NUTS,2010,DE233,3,0.081
2012,NUTS,2010,DE233,3,0.242
2011,NUTS,2010,DE234,3,3.595
2012,NUTS,2010,DE234,3,1.571
2011,NUTS,2010,DE235,3,0.666
2012,NUTS,2010,DE235,3,0.089
2011,NUTS,2010,DE236,3,0.865
2012,NUTS,2010,DE236,3,0.512
2011,NUTS,2010,DE237,3,0.525
2012,NUTS,2010,DE237,3,0.214
2011,NUTS,2010,DE238,3,4.142
2012,NUTS,2010,DE238,3,5.224
2011,NUTS,2010,DE239,3,0.794
2012,NUTS,2010,DE239,3,1.135
2011,NUTS,2010,DE23A,3,1.017
2012,NUTS,2010,DE23A,3,0.47
2011,NUTS,2010,DE24,2,1.005
2012,NUTS,2010,DE24,2,0.806
2011,NUTS,2010,DE241,3,0.389
2012,NUTS,2010,DE241,3,0.64
2011,NUTS,2010,DE242,3,0.398
2012,NUTS,2010,DE242,3,0.655
2012,NUTS,2010,DE244,3,0.687
2011,NUTS,2010,DE245,3,1.404
2012,NUTS,2010,DE245,3,1.163
2011,NUTS,2010,DE246,3,1.492
2012,NUTS,2010,DE246,3,1.195
2011,NUTS,2010,DE247,3,0.677
2012,NUTS,2010,DE247,3,0.16
2011,NUTS,2010,DE248,3,6.285
2012,NUTS,2010,DE248,3,4.971
2011,NUTS,2010,DE249,3,0.123
2011,NUTS,2010,DE24A,3,0.259
2011,NUTS,2010,DE24B,3,0.484
2012,NUTS,2010,DE24B,3,0.455
2011,NUTS,2010,DE24C,3,1.652
2012,NUTS,2010,DE24C,3,0.318
2011,NUTS,2010,DE24D,3,0.472
2012,NUTS,2010,DE24D,3,0.238
2011,NUTS,2010,DE25,2,3.08
2012,NUTS,2010,DE25,2,2.313
2012,NUTS,2010,DE251,3,0.166
2011,NUTS,2010,DE252,3,7.688
2012,NUTS,2010,DE252,3,4.112
2011,NUTS,2010,DE253,3,1.691
2012,NUTS,2010,DE253,3,2.845
2011,NUTS,2010,DE254,3,1.846
2012,NUTS,2010,DE254,3,1.783
2011,NUTS,2010,DE255,3,1.267
2012,NUTS,2010,DE255,3,2.39
2011,NUTS,2010,DE256,3,1.219
2012,NUTS,2010,DE256,3,0.228
2011,NUTS,2010,DE257,3,9.23
2012,NUTS,2010,DE257,3,6.546
2011,NUTS,2010,DE258,3,5.136
2012,NUTS,2010,DE258,3,4.624
2011,NUTS,2010,DE259,3,2.66
2012,NUTS,2010,DE259,3,1.441
2011,NUTS,2010,DE25A,3,1.223
2012,NUTS,2010,DE25A,3,1.227
2011,NUTS,2010,DE25B,3,2.888
2012,NUTS,2010,DE25B,3,2.357
2011,NUTS,2010,DE26,2,0.784
2012,NUTS,2010,DE26,2,0.492
2011,NUTS,2010,DE261,3,1.002
2012,NUTS,2010,DE261,3,0.257
2011,NUTS,2010,DE262,3,0.113
2012,NUTS,2010,DE262,3,0.279
2011,NUTS,2010,DE263,3,0.498
2012,NUTS,2010,DE263,3,0.442
2011,NUTS,2010,DE264,3,1.33
2012,NUTS,2010,DE264,3,1.253
2011,NUTS,2010,DE265,3,0.591
2011,NUTS,2010,DE266,3,0.14
2012,NUTS,2010,DE266,3,0.33
2012,NUTS,2010,DE267,3,0.152
2011,NUTS,2010,DE268,3,2.345
2012,NUTS,2010,DE268,3,0.191
2011,NUTS,2010,DE269,3,0.774
2012,NUTS,2010,DE269,3,1.204
2011,NUTS,2010,DE26A,3,0.826
2012,NUTS,2010,DE26A,3,0.171
2011,NUTS,2010,DE26B,3,0.633
2012,NUTS,2010,DE26B,3,0.734
2011,NUTS,2010,DE26C,3,1.043
2012,NUTS,2010,DE26C,3,0.482
2011,NUTS,2010,DE27,2,0.774
2012,NUTS,2010,DE27,2,0.759
2011,NUTS,2010,DE271,3,1.166
2012,NUTS,2010,DE271,3,0.76
2011,NUTS,2010,DE272,3,1.171
2012,NUTS,2010,DE273,3,0.152
2011,NUTS,2010,DE274,3,0.062
2012,NUTS,2010,DE274,3,0.147
2011,NUTS,2010,DE275,3,1.274
2012,NUTS,2010,DE275,3,1.278
2011,NUTS,2010,DE276,3,0.919
2012,NUTS,2010,DE276,3,1.453
2011,NUTS,2010,DE277,3,0.154
2012,NUTS,2010,DE277,3,0.502
2011,NUTS,2010,DE278,3,0.326
2012,NUTS,2010,DE278,3,0.126
2011,NUTS,2010,DE279,3,0.652
2012,NUTS,2010,DE279,3,0.548
2011,NUTS,2010,DE27A,3,2.257
2012,NUTS,2010,DE27A,3,1.37
2011,NUTS,2010,DE27B,3,0.625
2012,NUTS,2010,DE27B,3,0.649
2011,NUTS,2010,DE27C,3,0.095
2012,NUTS,2010,DE27C,3,0.978
2011,NUTS,2010,DE27D,3,1.119
2012,NUTS,2010,DE27D,3,1.316
2011,NUTS,2010,DE27E,3,0.415
2012,NUTS,2010,DE27E,3,0.342
2011,NUTS,2010,DE3,1,1.516
2012,NUTS,2010,DE3,1,1.316
2011,NUTS,2010,DE30,2,1.516
2012,NUTS,2010,DE30,2,1.316
2011,NUTS,2010,DE300,3,1.516
2012,NUTS,2010,DE300,3,1.316
2011,NUTS,2010,DE4,1,0.768
2012,NUTS,2010,DE4,1,0.642
2011,NUTS,2010,DE40,2,0.768
2012,NUTS,2010,DE40,2,0.642
2011,NUTS,2010,DE401,3,0.171
2012,NUTS,2010,DE401,3,0.254
2011,NUTS,2010,DE402,3,0.173
2012,NUTS,2010,DE402,3,0.085
2011,NUTS,2010,DE403,3,1.078
2012,NUTS,2010,DE403,3,1.181
2011,NUTS,2010,DE404,3,1.244
2012,NUTS,2010,DE404,3,0.815
2011,NUTS,2010,DE405,3,2.142
2012,NUTS,2010,DE405,3,2.256
2011,NUTS,2010,DE406,3,0.678
2012,NUTS,2010,DE406,3,0.719
2011,NUTS,2010,DE408,3,0.821
2012,NUTS,2010,DE408,3,0.913
2011,NUTS,2010,DE409,3,0.756
2011,NUTS,2010,DE40A,3,1.454
2012,NUTS,2010,DE40A,3,1.657
2012,NUTS,2010,DE40B,3,0.823
2011,NUTS,2010,DE40C,3,0.484
2012,NUTS,2010,DE40C,3,0.548
2011,NUTS,2010,DE40D,3,0.471
2012,NUTS,2010,DE40D,3,0.461
2011,NUTS,2010,DE40E,3,1.666
2012,NUTS,2010,DE40E,3,0.715
2011,NUTS,2010,DE40G,3,0.255
2011,NUTS,2010,DE40H,3,0.606
2012,NUTS,2010,DE40H,3,0.219
2011,NUTS,2010,DE40I,3,0.117
2012,NUTS,2010,DE40I,3,0.172
2011,NUTS,2010,DE5,1,0.884
2012,NUTS,2010,DE5,1,0.327
2011,NUTS,2010,DE50,2,0.884
2012,NUTS,2010,DE50,2,0.327
2011,NUTS,2010,DE501,3,0.974
2012,NUTS,2010,DE501,3,0.38
2011,NUTS,2010,DE502,3,0.337
2011,NUTS,2010,DE6,1,0.811
2012,NUTS,2010,DE6,1,0.891
2011,NUTS,2010,DE60,2,0.811
2012,NUTS,2010,DE60,2,0.891
2011,NUTS,2010,DE600,3,0.811
2012,NUTS,2010,DE600,3,0.891
2011,NUTS,2010,DE7,1,0.978
2012,NUTS,2010,DE7,1,0.838
2011,NUTS,2010,DE71,2,1.14
2012,NUTS,2010,DE71,2,0.995
2011,NUTS,2010,DE711,3,2.129
2012,NUTS,2010,DE711,3,3.209
2011,NUTS,2010,DE712,3,0.676
2012,NUTS,2010,DE712,3,0.589
2011,NUTS,2010,DE713,3,0.365
2012,NUTS,2010,DE713,3,1.062
2011,NUTS,2010,DE714,3,0.4
2012,NUTS,2010,DE714,3,0.234
2011,NUTS,2010,DE715,3,1.757
2012,NUTS,2010,DE715,3,1.492
2011,NUTS,2010,DE716,3,3.728
2012,NUTS,2010,DE716,3,2.11
2011,NUTS,2010,DE717,3,0.277
2012,NUTS,2010,DE717,3,0.299
2011,NUTS,2010,DE718,3,0.641
2012,NUTS,2010,DE718,3,0.666
2011,NUTS,2010,DE719,3,0.881
2012,NUTS,2010,DE719,3,1.451
2011,NUTS,2010,DE71A,3,1.315
2012,NUTS,2010,DE71A,3,0.858
2011,NUTS,2010,DE71B,3,0.43
2012,NUTS,2010,DE71B,3,0.543
2011,NUTS,2010,DE71C,3,3.539
2012,NUTS,2010,DE71C,3,1.764
2011,NUTS,2010,DE71D,3,0.372
2012,NUTS,2010,DE71D,3,0.352
2011,NUTS,2010,DE71E,3,1.132
2012,NUTS,2010,DE71E,3,1.296
2011,NUTS,2010,DE72,2,0.984
2012,NUTS,2010,DE72,2,0.672
2011,NUTS,2010,DE721,3,0.612
2012,NUTS,2010,DE721,3,0.503
2011,NUTS,2010,DE722,3,0.836
2012,NUTS,2010,DE722,3,1.042
2011,NUTS,2010,DE723,3,0.255
2012,NUTS,2010,DE723,3,0.273
2011,NUTS,2010,DE724,3,2.198
2012,NUTS,2010,DE724,3,0.724
2011,NUTS,2010,DE725,3,0.102
2012,NUTS,2010,DE725,3,0.596
2011,NUTS,2010,DE73,2,0.248
2012,NUTS,2010,DE73,2,0.269
2011,NUTS,2010,DE731,3,0.341
2012,NUTS,2010,DE731,3,0.386
2011,NUTS,2010,DE732,3,0.105
2012,NUTS,2010,DE732,3,0.069
2011,NUTS,2010,DE733,3,0.184
2011,NUTS,2010,DE734,3,0.445
2012,NUTS,2010,DE734,3,0.756
2011,NUTS,2010,DE735,3,0.265
2012,NUTS,2010,DE735,3,0.246
2011,NUTS,2010,DE736,3,0.208
2012,NUTS,2010,DE736,3,0.051
2012,NUTS,2010,DE737,3,0.208
2011,NUTS,2010,DE8,1,0.191
2012,NUTS,2010,DE8,1,0.125
2011,NUTS,2010,DE80,2,0.191
2012,NUTS,2010,DE80,2,0.125
2011,NUTS,2010,DE803,3,0.109
2012,NUTS,2010,DE803,3,0.109
2011,NUTS,2010,DE804,3,0.045
2012,NUTS,2010,DE804,3,0.371
2011,NUTS,2010,DE9,1,0.731
2012,NUTS,2010,DE9,1,0.65
2011,NUTS,2010,DE91,2,0.805
2012,NUTS,2010,DE91,2,0.622
2011,NUTS,2010,DE911,3,2.266
2012,NUTS,2010,DE911,3,1.319
2012,NUTS,2010,DE912,3,0.039
