year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_hrst_ths
2011,NUTS,2010,ITG1,2,554.8
2012,NUTS,2010,ITG1,2,579.5
2013,NUTS,2010,ITG1,2,591.8
2014,NUTS,2010,ITG1,2,595.7
2015,NUTS,2010,ITG1,2,605.7
2016,NUTS,2010,ITG1,2,594.9
2017,NUTS,2010,ITG1,2,609.3
2018,NUTS,2010,ITG1,2,619.3
2019,NUTS,2010,ITG1,2,619.4
2020,NUTS,2010,ITG1,2,633.0
2011,NUTS,2010,ITG2,2,220.4
2012,NUTS,2010,ITG2,2,229.0
2013,NUTS,2010,ITG2,2,224.0
2014,NUTS,2010,ITG2,2,209.4
2015,NUTS,2010,ITG2,2,230.2
2016,NUTS,2010,ITG2,2,240.8
2017,NUTS,2010,ITG2,2,244.3
2018,NUTS,2010,ITG2,2,235.2
2019,NUTS,2010,ITG2,2,251.4
2020,NUTS,2010,ITG2,2,249.6
2011,NUTS,2010,ITH,1,1990.5
2012,NUTS,2010,ITH,1,2027.5
2013,NUTS,2010,ITH,1,2017.5
2014,NUTS,2010,ITH,1,2064.4
2015,NUTS,2010,ITH,1,2134.9
2016,NUTS,2010,ITH,1,2199.1
2017,NUTS,2010,ITH,1,2251.4
2018,NUTS,2010,ITH,1,2302.8
2019,NUTS,2010,ITH,1,2337.6
2020,NUTS,2010,ITH,1,2330.8
2011,NUTS,2010,ITH1,2,82.6
2012,NUTS,2010,ITH1,2,83.6
2013,NUTS,2010,ITH1,2,85.0
2014,NUTS,2010,ITH1,2,90.5
2015,NUTS,2010,ITH1,2,89.4
2016,NUTS,2010,ITH1,2,90.0
2017,NUTS,2010,ITH1,2,90.6
2018,NUTS,2010,ITH1,2,95.9
2019,NUTS,2010,ITH1,2,95.4
2020,NUTS,2010,ITH1,2,98.9
2011,NUTS,2010,ITH2,2,94.2
2012,NUTS,2010,ITH2,2,94.5
2013,NUTS,2010,ITH2,2,95.5
2014,NUTS,2010,ITH2,2,100.1
2015,NUTS,2010,ITH2,2,100.2
2016,NUTS,2010,ITH2,2,103.0
2017,NUTS,2010,ITH2,2,109.6
2018,NUTS,2010,ITH2,2,107.8
2019,NUTS,2010,ITH2,2,106.2
2020,NUTS,2010,ITH2,2,108.6
2011,NUTS,2010,ITH3,2,801.7
2012,NUTS,2010,ITH3,2,794.6
2013,NUTS,2010,ITH3,2,791.9
2014,NUTS,2010,ITH3,2,796.3
2015,NUTS,2010,ITH3,2,834.2
2016,NUTS,2010,ITH3,2,875.7
2017,NUTS,2010,ITH3,2,911.3
2018,NUTS,2010,ITH3,2,922.1
2019,NUTS,2010,ITH3,2,921.9
2020,NUTS,2010,ITH3,2,918.4
2011,NUTS,2010,ITH4,2,197.6
2012,NUTS,2010,ITH4,2,217.1
2013,NUTS,2010,ITH4,2,219.3
2014,NUTS,2010,ITH4,2,214.4
2015,NUTS,2010,ITH4,2,217.8
2016,NUTS,2010,ITH4,2,220.1
2017,NUTS,2010,ITH4,2,234.8
2018,NUTS,2010,ITH4,2,237.9
2019,NUTS,2010,ITH4,2,237.4
2020,NUTS,2010,ITH4,2,237.6
2011,NUTS,2010,ITH5,2,814.3
2012,NUTS,2010,ITH5,2,837.7
2013,NUTS,2010,ITH5,2,825.8
2014,NUTS,2010,ITH5,2,863.1
2015,NUTS,2010,ITH5,2,893.3
2016,NUTS,2010,ITH5,2,910.2
2017,NUTS,2010,ITH5,2,905.1
2018,NUTS,2010,ITH5,2,939.1
2019,NUTS,2010,ITH5,2,976.6
2020,NUTS,2010,ITH5,2,967.3
2011,NUTS,2010,ITI,1,2069.5
2012,NUTS,2010,ITI,1,2146.4
2013,NUTS,2010,ITI,1,2193.7
2014,NUTS,2010,ITI,1,2291.7
2015,NUTS,2010,ITI,1,2298.1
2016,NUTS,2010,ITI,1,2303.1
2017,NUTS,2010,ITI,1,2396.5
2018,NUTS,2010,ITI,1,2454.2
2019,NUTS,2010,ITI,1,2475.2
2020,NUTS,2010,ITI,1,2508.7
2011,NUTS,2010,ITI1,2,624.2
2012,NUTS,2010,ITI1,2,644.4
2013,NUTS,2010,ITI1,2,636.6
2014,NUTS,2010,ITI1,2,640.9
2015,NUTS,2010,ITI1,2,665.4
2016,NUTS,2010,ITI1,2,683.8
2017,NUTS,2010,ITI1,2,705.1
2018,NUTS,2010,ITI1,2,720.3
2019,NUTS,2010,ITI1,2,706.6
2020,NUTS,2010,ITI1,2,704.4
2011,NUTS,2010,ITI2,2,145.4
2012,NUTS,2010,ITI2,2,154.8
2013,NUTS,2010,ITI2,2,158.3
2014,NUTS,2010,ITI2,2,158.9
2015,NUTS,2010,ITI2,2,155.4
2016,NUTS,2010,ITI2,2,156.9
2017,NUTS,2010,ITI2,2,158.1
2018,NUTS,2010,ITI2,2,160.4
2019,NUTS,2010,ITI2,2,169.3
2020,NUTS,2010,ITI2,2,171.0
2011,NUTS,2010,ITI3,2,249.2
2012,NUTS,2010,ITI3,2,268.0
2013,NUTS,2010,ITI3,2,272.9
2014,NUTS,2010,ITI3,2,271.9
2015,NUTS,2010,ITI3,2,271.0
2016,NUTS,2010,ITI3,2,274.6
2017,NUTS,2010,ITI3,2,278.5
2018,NUTS,2010,ITI3,2,278.5
2019,NUTS,2010,ITI3,2,289.1
2020,NUTS,2010,ITI3,2,298.2
2011,NUTS,2010,ITI4,2,1050.7
2012,NUTS,2010,ITI4,2,1079.3
2013,NUTS,2010,ITI4,2,1125.9
2014,NUTS,2010,ITI4,2,1219.9
2015,NUTS,2010,ITI4,2,1206.3
2016,NUTS,2010,ITI4,2,1187.8
2017,NUTS,2010,ITI4,2,1254.7
2018,NUTS,2010,ITI4,2,1295.0
2019,NUTS,2010,ITI4,2,1310.2
2020,NUTS,2010,ITI4,2,1335.1
2011,NUTS,2010,LT,0,704.4
2012,NUTS,2010,LT,0,710.9
2013,NUTS,2010,LT,0,734.2
2014,NUTS,2010,LT,0,756.3
2015,NUTS,2010,LT,0,784.6
2016,NUTS,2010,LT,0,786.9
2017,NUTS,2010,LT,0,786.9
2018,NUTS,2010,LT,0,803.5
2019,NUTS,2010,LT,0,828.7
2020,NUTS,2010,LT,0,846.7
2011,NUTS,2010,LT0,1,704.4
2012,NUTS,2010,LT0,1,710.9
2013,NUTS,2010,LT0,1,734.2
2014,NUTS,2010,LT0,1,756.3
2015,NUTS,2010,LT0,1,784.6
2016,NUTS,2010,LT0,1,786.9
2017,NUTS,2010,LT0,1,786.9
2018,NUTS,2010,LT0,1,803.5
2019,NUTS,2010,LT0,1,828.7
2020,NUTS,2010,LT0,1,846.7
2011,NUTS,2010,LT00,2,704.4
2012,NUTS,2010,LT00,2,710.9
2013,NUTS,2010,LT01,2,264.5
2014,NUTS,2010,LT01,2,268.3
2015,NUTS,2010,LT01,2,284.9
2016,NUTS,2010,LT01,2,292.4
2017,NUTS,2010,LT01,2,299.5
2018,NUTS,2010,LT01,2,308.5
2019,NUTS,2010,LT01,2,310.7
2020,NUTS,2010,LT01,2,328.9
2013,NUTS,2010,LT02,2,469.6
2014,NUTS,2010,LT02,2,488.0
2015,NUTS,2010,LT02,2,499.7
2016,NUTS,2010,LT02,2,494.5
2017,NUTS,2010,LT02,2,487.4
2018,NUTS,2010,LT02,2,495.0
2019,NUTS,2010,LT02,2,518.0
2020,NUTS,2010,LT02,2,517.8
2011,NUTS,2010,LU,0,152.9
2012,NUTS,2010,LU,0,165.5
2013,NUTS,2010,LU,0,175.8
2014,NUTS,2010,LU,0,191.4
2015,NUTS,2010,LU,0,179.6
2016,NUTS,2010,LU,0,183.7
2017,NUTS,2010,LU,0,179.9
2018,NUTS,2010,LU,0,203.9
2019,NUTS,2010,LU,0,219.1
2020,NUTS,2010,LU,0,229.5
2011,NUTS,2010,LU0,1,152.9
2012,NUTS,2010,LU0,1,165.5
2013,NUTS,2010,LU0,1,175.8
2014,NUTS,2010,LU0,1,191.4
2015,NUTS,2010,LU0,1,179.6
2016,NUTS,2010,LU0,1,183.7
2017,NUTS,2010,LU0,1,179.9
2018,NUTS,2010,LU0,1,203.9
2019,NUTS,2010,LU0,1,219.1
2020,NUTS,2010,LU0,1,229.5
2011,NUTS,2010,LU00,2,152.9
2012,NUTS,2010,LU00,2,165.5
2013,NUTS,2010,LU00,2,175.8
2014,NUTS,2010,LU00,2,191.4
2015,NUTS,2010,LU00,2,179.6
2016,NUTS,2010,LU00,2,183.7
2017,NUTS,2010,LU00,2,179.9
2018,NUTS,2010,LU00,2,203.9
2019,NUTS,2010,LU00,2,219.1
2020,NUTS,2010,LU00,2,229.5
2011,NUTS,2010,LV,0,439.7
2012,NUTS,2010,LV,0,455.2
2013,NUTS,2010,LV,0,472.8
2014,NUTS,2010,LV,0,464.6
2015,NUTS,2010,LV,0,480.7
2016,NUTS,2010,LV,0,482.8
2017,NUTS,2010,LV,0,489.6
2018,NUTS,2010,LV,0,487.5
2019,NUTS,2010,LV,0,507.9
2020,NUTS,2010,LV,0,526.5
2011,NUTS,2010,LV0,1,439.7
2012,NUTS,2010,LV0,1,455.2
2013,NUTS,2010,LV0,1,472.8
2014,NUTS,2010,LV0,1,464.6
2015,NUTS,2010,LV0,1,480.7
2016,NUTS,2010,LV0,1,482.8
2017,NUTS,2010,LV0,1,489.6
2018,NUTS,2010,LV0,1,487.5
2019,NUTS,2010,LV0,1,507.9
2020,NUTS,2010,LV0,1,526.5
2011,NUTS,2010,LV00,2,439.7
2012,NUTS,2010,LV00,2,455.2
2013,NUTS,2010,LV00,2,472.8
2014,NUTS,2010,LV00,2,464.6
2015,NUTS,2010,LV00,2,480.7
2016,NUTS,2010,LV00,2,482.8
2017,NUTS,2010,LV00,2,489.6
2018,NUTS,2010,LV00,2,487.5
2019,NUTS,2010,LV00,2,507.9
2020,NUTS,2010,LV00,2,526.5
2011,NUTS,2010,ME,0,99.6
2012,NUTS,2010,ME,0,102.9
2013,NUTS,2010,ME,0,107.7
2014,NUTS,2010,ME,0,115.0
2015,NUTS,2010,ME,0,112.4
2016,NUTS,2010,ME,0,117.1
2017,NUTS,2010,ME,0,113.6
2018,NUTS,2010,ME,0,114.1
2019,NUTS,2010,ME,0,122.6
2020,NUTS,2010,ME,0,118.7
2011,NUTS,2010,ME0,1,99.6
2012,NUTS,2010,ME0,1,102.9
2013,NUTS,2010,ME0,1,107.7
2014,NUTS,2010,ME0,1,115.0
2015,NUTS,2010,ME0,1,112.4
2016,NUTS,2010,ME0,1,117.1
2017,NUTS,2010,ME0,1,113.6
2018,NUTS,2010,ME0,1,114.1
2019,NUTS,2010,ME0,1,122.6
2020,NUTS,2010,ME0,1,118.7
2011,NUTS,2010,ME00,2,99.6
2012,NUTS,2010,ME00,2,102.9
2013,NUTS,2010,ME00,2,107.7
2014,NUTS,2010,ME00,2,115.0
2015,NUTS,2010,ME00,2,112.4
2016,NUTS,2010,ME00,2,117.1
2017,NUTS,2010,ME00,2,113.6
2018,NUTS,2010,ME00,2,114.1
2019,NUTS,2010,ME00,2,122.6
2020,NUTS,2010,ME00,2,118.7
2011,NUTS,2010,MK,0,283.1
2012,NUTS,2010,MK,0,298.6
2013,NUTS,2010,MK,0,289.4
2014,NUTS,2010,MK,0,290.7
2015,NUTS,2010,MK,0,307.9
2016,NUTS,2010,MK,0,328.7
2017,NUTS,2010,MK,0,334.5
2018,NUTS,2010,MK,0,336.4
2019,NUTS,2010,MK,0,349.0
2020,NUTS,2010,MK,0,376.8
2011,NUTS,2010,MK0,1,283.1
2012,NUTS,2010,MK0,1,298.6
2013,NUTS,2010,MK0,1,289.4
2014,NUTS,2010,MK0,1,290.7
2015,NUTS,2010,MK0,1,307.9
2016,NUTS,2010,MK0,1,328.7
2017,NUTS,2010,MK0,1,334.5
2018,NUTS,2010,MK0,1,336.4
2019,NUTS,2010,MK0,1,349.0
2020,NUTS,2010,MK0,1,376.8
2011,NUTS,2010,MK00,2,283.1
2012,NUTS,2010,MK00,2,298.6
2013,NUTS,2010,MK00,2,289.4
2014,NUTS,2010,MK00,2,290.7
2015,NUTS,2010,MK00,2,307.9
2016,NUTS,2010,MK00,2,328.7
2017,NUTS,2010,MK00,2,334.5
2018,NUTS,2010,MK00,2,336.4
2019,NUTS,2010,MK00,2,349.0
2020,NUTS,2010,MK00,2,376.8
2011,NUTS,2010,MT,0,67.9
2012,NUTS,2010,MT,0,74.5
2013,NUTS,2010,MT,0,80.6
2014,NUTS,2010,MT,0,85.4
2015,NUTS,2010,MT,0,90.0
2016,NUTS,2010,MT,0,95.4
2017,NUTS,2010,MT,0,104.9
2018,NUTS,2010,MT,0,118.9
2019,NUTS,2010,MT,0,131.6
2020,NUTS,2010,MT,0,136.9
2011,NUTS,2010,MT0,1,67.9
2012,NUTS,2010,MT0,1,74.5
2013,NUTS,2010,MT0,1,80.6
2014,NUTS,2010,MT0,1,85.4
2015,NUTS,2010,MT0,1,90.0
2016,NUTS,2010,MT0,1,95.4
2017,NUTS,2010,MT0,1,104.9
2018,NUTS,2010,MT0,1,118.9
2019,NUTS,2010,MT0,1,131.6
2020,NUTS,2010,MT0,1,136.9
2011,NUTS,2010,MT00,2,67.9
2012,NUTS,2010,MT00,2,74.5
2013,NUTS,2010,MT00,2,80.6
2014,NUTS,2010,MT00,2,85.4
2015,NUTS,2010,MT00,2,90.0
2016,NUTS,2010,MT00,2,95.4
2017,NUTS,2010,MT00,2,104.9
2018,NUTS,2010,MT00,2,118.9
2019,NUTS,2010,MT00,2,131.6
2020,NUTS,2010,MT00,2,136.9
2011,NUTS,2010,NL,0,4639.3
2012,NUTS,2010,NL,0,4726.4
2013,NUTS,2010,NL,0,4783.8
2014,NUTS,2010,NL,0,4808.5
2015,NUTS,2010,NL,0,4912.5
2016,NUTS,2010,NL,0,5021.7
2017,NUTS,2010,NL,0,5147.3
2018,NUTS,2010,NL,0,5312.6
2019,NUTS,2010,NL,0,5583.3
2020,NUTS,2010,NL,0,5820.4
2011,NUTS,2010,NL1,1,425.9
2012,NUTS,2010,NL1,1,430.7
2013,NUTS,2010,NL1,1,437.5
2014,NUTS,2010,NL1,1,428.5
2015,NUTS,2010,NL1,1,434.8
2016,NUTS,2010,NL1,1,450.8
2017,NUTS,2010,NL1,1,452.1
2018,NUTS,2010,NL1,1,472.6
2019,NUTS,2010,NL1,1,497.5
2020,NUTS,2010,NL1,1,508.6
2011,NUTS,2010,NL11,2,158.6
2012,NUTS,2010,NL11,2,162.8
2013,NUTS,2010,NL11,2,158.5
2014,NUTS,2010,NL11,2,154.1
2015,NUTS,2010,NL11,2,165.6
2016,NUTS,2010,NL11,2,176.7
2017,NUTS,2010,NL11,2,171.7
2018,NUTS,2010,NL11,2,177.4
2019,NUTS,2010,NL11,2,184.1
2020,NUTS,2010,NL11,2,189.6
2011,NUTS,2010,NL12,2,152.4
2012,NUTS,2010,NL12,2,155.3
2013,NUTS,2010,NL12,2,156.4
2014,NUTS,2010,NL12,2,148.0
2015,NUTS,2010,NL12,2,146.9
2016,NUTS,2010,NL12,2,150.1
2017,NUTS,2010,NL12,2,157.7
2018,NUTS,2010,NL12,2,170.2
2019,NUTS,2010,NL12,2,178.1
2020,NUTS,2010,NL12,2,179.8
2011,NUTS,2010,NL13,2,114.8
2012,NUTS,2010,NL13,2,112.6
2013,NUTS,2010,NL13,2,122.6
2014,NUTS,2010,NL13,2,126.4
2015,NUTS,2010,NL13,2,122.3
2016,NUTS,2010,NL13,2,124.0
2017,NUTS,2010,NL13,2,122.7
2018,NUTS,2010,NL13,2,125.0
2019,NUTS,2010,NL13,2,135.3
2020,NUTS,2010,NL13,2,139.2
2011,NUTS,2010,NL2,1,924.8
2012,NUTS,2010,NL2,1,946.4
2013,NUTS,2010,NL2,1,955.3
2014,NUTS,2010,NL2,1,965.6
2015,NUTS,2010,NL2,1,977.9
2016,NUTS,2010,NL2,1,980.7
2017,NUTS,2010,NL2,1,1017.0
2018,NUTS,2010,NL2,1,1038.4
2019,NUTS,2010,NL2,1,1090.6
2020,NUTS,2010,NL2,1,1142.2
2011,NUTS,2010,NL21,2,284.3
2012,NUTS,2010,NL21,2,296.9
2013,NUTS,2010,NL21,2,290.8
2014,NUTS,2010,NL21,2,298.5
2015,NUTS,2010,NL21,2,299.3
2016,NUTS,2010,NL21,2,300.4
2017,NUTS,2010,NL21,2,311.9
2018,NUTS,2010,NL21,2,319.1
2019,NUTS,2010,NL21,2,330.8
2020,NUTS,2010,NL21,2,354.1
2011,NUTS,2010,NL22,2,536.7
2012,NUTS,2010,NL22,2,548.5
2013,NUTS,2010,NL22,2,558.7
2014,NUTS,2010,NL22,2,566.4
2015,NUTS,2010,NL22,2,575.0
2016,NUTS,2010,NL22,2,570.0
2017,NUTS,2010,NL22,2,589.3
2018,NUTS,2010,NL22,2,605.3
2019,NUTS,2010,NL22,2,636.3
2020,NUTS,2010,NL22,2,655.1
2011,NUTS,2010,NL23,2,103.8
2012,NUTS,2010,NL23,2,101.1
2013,NUTS,2010,NL23,2,105.8
2014,NUTS,2010,NL23,2,100.6
2015,NUTS,2010,NL23,2,103.6
2016,NUTS,2010,NL23,2,110.3
2017,NUTS,2010,NL23,2,115.7
2018,NUTS,2010,NL23,2,114.0
2019,NUTS,2010,NL23,2,123.5
2020,NUTS,2010,NL23,2,133.0
2011,NUTS,2010,NL3,1,2382.4
2012,NUTS,2010,NL3,1,2417.9
2013,NUTS,2010,NL3,1,2445.3
2014,NUTS,2010,NL3,1,2467.3
2015,NUTS,2010,NL3,1,2527.6
2016,NUTS,2010,NL3,1,2603.0
2017,NUTS,2010,NL3,1,2677.7
2018,NUTS,2010,NL3,1,2751.2
2019,NUTS,2010,NL3,1,2900.3
2020,NUTS,2010,NL3,1,3026.5
2011,NUTS,2010,NL31,2,425.7
2012,NUTS,2010,NL31,2,431.2
2013,NUTS,2010,NL31,2,435.0
2014,NUTS,2010,NL31,2,437.8
2015,NUTS,2010,NL31,2,451.3
2016,NUTS,2010,NL31,2,457.2
2017,NUTS,2010,NL31,2,477.0
2018,NUTS,2010,NL31,2,501.7
2019,NUTS,2010,NL31,2,517.0
2020,NUTS,2010,NL31,2,534.8
2011,NUTS,2010,NL32,2,868.7
2012,NUTS,2010,NL32,2,869.8
2013,NUTS,2010,NL32,2,882.9
2014,NUTS,2010,NL32,2,908.5
2015,NUTS,2010,NL32,2,922.4
2016,NUTS,2010,NL32,2,966.9
2017,NUTS,2010,NL32,2,989.3
2018,NUTS,2010,NL32,2,1005.6
2019,NUTS,2010,NL32,2,1068.5
2020,NUTS,2010,NL32,2,1093.7
2011,NUTS,2010,NL33,2,996.5
2012,NUTS,2010,NL33,2,1031.5
2013,NUTS,2010,NL33,2,1040.9
2014,NUTS,2010,NL33,2,1029.7
2015,NUTS,2010,NL33,2,1065.8
2016,NUTS,2010,NL33,2,1085.5
2017,NUTS,2010,NL33,2,1118.6
2018,NUTS,2010,NL33,2,1150.6
2019,NUTS,2010,NL33,2,1217.8
2020,NUTS,2010,NL33,2,1295.6
2011,NUTS,2010,NL34,2,91.5
2012,NUTS,2010,NL34,2,85.4
2013,NUTS,2010,NL34,2,86.4
2014,NUTS,2010,NL34,2,91.4
2015,NUTS,2010,NL34,2,88.1
2016,NUTS,2010,NL34,2,93.4
2017,NUTS,2010,NL34,2,92.8
2018,NUTS,2010,NL34,2,93.3
2019,NUTS,2010,NL34,2,97.0
2020,NUTS,2010,NL34,2,102.3
2011,NUTS,2010,NL4,1,906.3
2012,NUTS,2010,NL4,1,931.4
2013,NUTS,2010,NL4,1,945.8
2014,NUTS,2010,NL4,1,947.1
2015,NUTS,2010,NL4,1,972.2
2016,NUTS,2010,NL4,1,987.1
2017,NUTS,2010,NL4,1,1000.5
2018,NUTS,2010,NL4,1,1050.4
2019,NUTS,2010,NL4,1,1094.9
2020,NUTS,2010,NL4,1,1143.2
2011,NUTS,2010,NL41,2,638.6
2012,NUTS,2010,NL41,2,660.9
2013,NUTS,2010,NL41,2,671.6
2014,NUTS,2010,NL41,2,677.8
2015,NUTS,2010,NL41,2,687.1
2016,NUTS,2010,NL41,2,695.4
2017,NUTS,2010,NL41,2,706.0
2018,NUTS,2010,NL41,2,752.7
2019,NUTS,2010,NL41,2,788.1
2020,NUTS,2010,NL41,2,825.0
2011,NUTS,2010,NL42,2,267.7
2012,NUTS,2010,NL42,2,270.5
2013,NUTS,2010,NL42,2,274.2
2014,NUTS,2010,NL42,2,269.3
2015,NUTS,2010,NL42,2,285.1
2016,NUTS,2010,NL42,2,291.7
2017,NUTS,2010,NL42,2,294.5
2018,NUTS,2010,NL42,2,297.7
2019,NUTS,2010,NL42,2,306.8
2020,NUTS,2010,NL42,2,318.2
2011,NUTS,2010,NO,0,1444.4
2012,NUTS,2010,NO,0,1502.1
2013,NUTS,2010,NO,0,1553.7
2014,NUTS,2010,NO,0,1651.4
2015,NUTS,2010,NO,0,1703.6
2016,NUTS,2010,NO,0,1721.0
2017,NUTS,2010,NO,0,1732.9
2018,NUTS,2010,NO,0,1767.4
2019,NUTS,2010,NO,0,1774.7
2020,NUTS,2010,NO,0,1811.0
2011,NUTS,2010,NO0,1,1444.4
2012,NUTS,2010,NO0,1,1502.1
2013,NUTS,2010,NO0,1,1553.7
2014,NUTS,2010,NO0,1,1651.4
2015,NUTS,2010,NO0,1,1703.6
2016,NUTS,2010,NO0,1,1721.0
2017,NUTS,2010,NO0,1,1732.9
2018,NUTS,2010,NO0,1,1767.4
2019,NUTS,2010,NO0,1,1774.7
2020,NUTS,2010,NO0,1,1811.0
2011,NUTS,2010,NO01,2,440.9
2012,NUTS,2010,NO01,2,464.5
2013,NUTS,2010,NO01,2,479.4
2014,NUTS,2010,NO01,2,505.6
2015,NUTS,2010,NO01,2,518.6
2016,NUTS,2010,NO01,2,524.1
2017,NUTS,2010,NO01,2,539.5
2018,NUTS,2010,NO01,2,544.1
2019,NUTS,2010,NO01,2,550.6
2020,NUTS,2010,NO01,2,561.1
2011,NUTS,2010,NO02,2,88.0
2012,NUTS,2010,NO02,2,92.0
2013,NUTS,2010,NO02,2,91.8
2014,NUTS,2010,NO02,2,100.3
2015,NUTS,2010,NO02,2,102.8
2016,NUTS,2010,NO02,2,103.9
2017,NUTS,2010,NO02,2,106.9
2018,NUTS,2010,NO02,2,103.6
2019,NUTS,2010,NO02,2,100.7
2020,NUTS,2010,NO02,2,100.7
2011,NUTS,2010,NO03,2,253.3
2012,NUTS,2010,NO03,2,264.1
2013,NUTS,2010,NO03,2,262.6
2014,NUTS,2010,NO03,2,273.1
2015,NUTS,2010,NO03,2,283.8
2016,NUTS,2010,NO03,2,290.7
2017,NUTS,2010,NO03,2,285.0
2018,NUTS,2010,NO03,2,290.6
2019,NUTS,2010,NO03,2,298.2
2020,NUTS,2010,NO03,2,298.6
2011,NUTS,2010,NO04,2,194.6
2012,NUTS,2010,NO04,2,203.1
2013,NUTS,2010,NO04,2,216.5
2014,NUTS,2010,NO04,2,227.0
2015,NUTS,2010,NO04,2,236.0
2016,NUTS,2010,NO04,2,238.6
2017,NUTS,2010,NO04,2,236.2
2018,NUTS,2010,NO04,2,245.8
2019,NUTS,2010,NO04,2,246.6
2020,NUTS,2010,NO04,2,257.6
2011,NUTS,2010,NO05,2,234.2
2012,NUTS,2010,NO05,2,241.5
2013,NUTS,2010,NO05,2,255.8
2014,NUTS,2010,NO05,2,276.3
2015,NUTS,2010,NO05,2,280.4
2016,NUTS,2010,NO05,2,281.4
2017,NUTS,2010,NO05,2,280.0
2018,NUTS,2010,NO05,2,287.4
2019,NUTS,2010,NO05,2,285.1
2020,NUTS,2010,NO05,2,296.4
2011,NUTS,2010,NO06,2,118.6
2012,NUTS,2010,NO06,2,122.7
2013,NUTS,2010,NO06,2,126.3
2014,NUTS,2010,NO06,2,136.2
2015,NUTS,2010,NO06,2,145.8
2016,NUTS,2010,NO06,2,144.4
2017,NUTS,2010,NO06,2,145.7
2018,NUTS,2010,NO06,2,149.7
2019,NUTS,2010,NO06,2,149.7
2020,NUTS,2010,NO06,2,153.8
2011,NUTS,2010,NO07,2,114.8
2012,NUTS,2010,NO07,2,114.3
2013,NUTS,2010,NO07,2,121.3
2014,NUTS,2010,NO07,2,132.9
2015,NUTS,2010,NO07,2,136.3
2016,NUTS,2010,NO07,2,137.8
2017,NUTS,2010,NO07,2,139.7
2018,NUTS,2010,NO07,2,146.3
2019,NUTS,2010,NO07,2,143.7
2020,NUTS,2010,NO07,2,142.9
2011,NUTS,2010,PL,0,6961.3
2012,NUTS,2010,PL,0,7241.5
2013,NUTS,2010,PL,0,7506.4
2014,NUTS,2010,PL,0,7830.6
2015,NUTS,2010,PL,0,8039.5
2016,NUTS,2010,PL,0,8170.2
2017,NUTS,2010,PL,0,8428.5
2018,NUTS,2010,PL,0,8609.3
2019,NUTS,2010,PL,0,8717.9
2020,NUTS,2010,PL,0,8853.4
2011,NUTS,2010,PL2,1,1484.6
2012,NUTS,2010,PL2,1,1548.3
2013,NUTS,2010,PL2,1,1605.7
2014,NUTS,2010,PL2,1,1605.3
2015,NUTS,2010,PL2,1,1556.9
2016,NUTS,2010,PL2,1,1701.2
2017,NUTS,2010,PL2,1,1803.9
2018,NUTS,2010,PL2,1,1852.5
2019,NUTS,2010,PL2,1,1856.8
2020,NUTS,2010,PL2,1,1838.4
2011,NUTS,2010,PL21,2,568.8
2012,NUTS,2010,PL21,2,616.4
2013,NUTS,2010,PL21,2,639.3
2014,NUTS,2010,PL21,2,647.7
2015,NUTS,2010,PL21,2,635.4
2016,NUTS,2010,PL21,2,724.4
2017,NUTS,2010,PL21,2,792.9
2018,NUTS,2010,PL21,2,804.4
2019,NUTS,2010,PL21,2,818.7
2020,NUTS,2010,PL21,2,817.8
2011,NUTS,2010,PL22,2,915.8
2012,NUTS,2010,PL22,2,931.9
2013,NUTS,2010,PL22,2,966.4
2014,NUTS,2010,PL22,2,957.6
2015,NUTS,2010,PL22,2,921.5
2016,NUTS,2010,PL22,2,976.7
2017,NUTS,2010,PL22,2,1011.0
2018,NUTS,2010,PL22,2,1048.1
2019,NUTS,2010,PL22,2,1038.2
2020,NUTS,2010,PL22,2,1020.6
2011,NUTS,2010,PL4,1,968.1
2012,NUTS,2010,PL4,1,990.0
2013,NUTS,2010,PL4,1,1030.2
2014,NUTS,2010,PL4,1,1051.8
2015,NUTS,2010,PL4,1,1034.8
2016,NUTS,2010,PL4,1,1200.0
2017,NUTS,2010,PL4,1,1216.1
2018,NUTS,2010,PL4,1,1245.3
2019,NUTS,2010,PL4,1,1270.9
2020,NUTS,2010,PL4,1,1288.5
2011,NUTS,2010,PL41,2,555.7
2012,NUTS,2010,PL41,2,570.2
2013,NUTS,2010,PL41,2,585.8
2014,NUTS,2010,PL41,2,595.3
2015,NUTS,2010,PL41,2,589.9
2016,NUTS,2010,PL41,2,685.7
2017,NUTS,2010,PL41,2,686.4
2018,NUTS,2010,PL41,2,693.0
2019,NUTS,2010,PL41,2,726.0
2020,NUTS,2010,PL41,2,725.7
2011,NUTS,2010,PL42,2,245.7
2012,NUTS,2010,PL42,2,259.5
2013,NUTS,2010,PL42,2,271.7
2014,NUTS,2010,PL42,2,275.2
2015,NUTS,2010,PL42,2,267.7
2016,NUTS,2010,PL42,2,336.7
2017,NUTS,2010,PL42,2,346.9
2018,NUTS,2010,PL42,2,360.4
2019,NUTS,2010,PL42,2,351.9
2020,NUTS,2010,PL42,2,357.3
2011,NUTS,2010,PL43,2,166.7
2012,NUTS,2010,PL43,2,160.3
2013,NUTS,2010,PL43,2,172.8
2014,NUTS,2010,PL43,2,181.4
2015,NUTS,2010,PL43,2,177.1
2016,NUTS,2010,PL43,2,177.6
2017,NUTS,2010,PL43,2,182.9
2018,NUTS,2010,PL43,2,191.9
2019,NUTS,2010,PL43,2,193.0
2020,NUTS,2010,PL43,2,205.4
