year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_t_hc_total
2005,NUTS,2010,PL63,2,6583.0
2006,NUTS,2010,PL63,2,6876.0
2007,NUTS,2010,PL63,2,6604.0
2008,NUTS,2010,PL63,2,6562.0
2009,NUTS,2010,PL63,2,6788.0
2010,NUTS,2010,PL63,2,7124.0
2011,NUTS,2010,PL63,2,7680.0
2012,NUTS,2010,PL63,2,8195.0
2013,NUTS,2010,PL63,2,8575.0
2014,NUTS,2010,PL63,2,8816.0
2015,NUTS,2010,PL63,2,9414.0
2016,NUTS,2010,PL63,2,10127.0
2017,NUTS,2010,PL63,2,13731.0
2018,NUTS,2010,PL63,2,16290.0
2019,NUTS,2010,PL63,2,16950.0
2016,NUTS,2010,PL7,1,11223.0
2017,NUTS,2010,PL7,1,15764.0
2018,NUTS,2010,PL7,1,15638.0
2019,NUTS,2010,PL7,1,17100.0
2016,NUTS,2010,PL71,2,9556.0
2017,NUTS,2010,PL71,2,13235.0
2018,NUTS,2010,PL71,2,12651.0
2019,NUTS,2010,PL71,2,13923.0
2016,NUTS,2010,PL72,2,1667.0
2017,NUTS,2010,PL72,2,2529.0
2018,NUTS,2010,PL72,2,2987.0
2019,NUTS,2010,PL72,2,3177.0
2016,NUTS,2010,PL8,1,19425.0
2017,NUTS,2010,PL8,1,23350.0
2018,NUTS,2010,PL8,1,26004.0
2019,NUTS,2010,PL8,1,26984.0
2016,NUTS,2010,PL81,2,8040.0
2017,NUTS,2010,PL81,2,10895.0
2018,NUTS,2010,PL81,2,12823.0
2019,NUTS,2010,PL81,2,13021.0
2016,NUTS,2010,PL82,2,8291.0
2017,NUTS,2010,PL82,2,8129.0
2018,NUTS,2010,PL82,2,8588.0
2019,NUTS,2010,PL82,2,8793.0
2016,NUTS,2010,PL84,2,3094.0
2017,NUTS,2010,PL84,2,4326.0
2018,NUTS,2010,PL84,2,4593.0
2019,NUTS,2010,PL84,2,5170.0
2016,NUTS,2010,PL9,1,50191.0
2017,NUTS,2010,PL9,1,73686.0
2018,NUTS,2010,PL9,1,83597.0
2019,NUTS,2010,PL9,1,83221.0
2016,NUTS,2010,PL91,2,48061.0
2017,NUTS,2010,PL91,2,70978.0
2018,NUTS,2010,PL91,2,79460.0
2019,NUTS,2010,PL91,2,79994.0
2016,NUTS,2010,PL92,2,2130.0
2017,NUTS,2010,PL92,2,2708.0
2018,NUTS,2010,PL92,2,4137.0
2019,NUTS,2010,PL92,2,3227.0
1982,NUTS,2010,PT,0,11723.0
1983,NUTS,2010,PT,0,12729.0
1984,NUTS,2010,PT,0,13734.0
1985,NUTS,2010,PT,0,14819.0
1986,NUTS,2010,PT,0,15903.0
1987,NUTS,2010,PT,0,16376.0
1988,NUTS,2010,PT,0,16849.0
1989,NUTS,2010,PT,0,17901.0
1990,NUTS,2010,PT,0,18953.0
1991,NUTS,2010,PT,0,20280.0
1992,NUTS,2010,PT,0,21607.0
1993,NUTS,2010,PT,0,22644.0
1994,NUTS,2010,PT,0,24042.0
1995,NUTS,2010,PT,0,25024.0
1996,NUTS,2010,PT,0,27219.0
1997,NUTS,2010,PT,0,29413.0
1998,NUTS,2010,PT,0,33143.0
1999,NUTS,2010,PT,0,36872.0
2000,NUTS,2010,PT,0,38018.0
2001,NUTS,2010,PT,0,39163.0
2002,NUTS,2010,PT,0,41601.0
2003,NUTS,2010,PT,0,44036.0
2004,NUTS,2010,PT,0,44311.0
2005,NUTS,2010,PT,0,44585.0
2006,NUTS,2010,PT,0,53669.0
2007,NUTS,2010,PT,0,62752.0
2008,NUTS,2010,PT,0,87565.0
2009,NUTS,2010,PT,0,88532.0
2010,NUTS,2010,PT,0,91917.0
2011,NUTS,2010,PT,0,94077.0
2012,NUTS,2010,PT,0,92977.0
2013,NUTS,2010,PT,0,95347.0
2014,NUTS,2010,PT,0,96952.0
2015,NUTS,2010,PT,0,103291.0
2016,NUTS,2010,PT,0,103680.0
2017,NUTS,2010,PT,0,109251.0
2018,NUTS,2010,PT,0,116864.0
2019,NUTS,2010,PT,0,123012.0
2020,NUTS,2010,PT,0,131128.0
1988,NUTS,2010,PT1,1,16579.0
1990,NUTS,2010,PT1,1,18603.0
1992,NUTS,2010,PT1,1,20222.0
1995,NUTS,2010,PT1,1,24135.0
1997,NUTS,2010,PT1,1,28163.0
1999,NUTS,2010,PT1,1,35543.0
2000,NUTS,2010,PT1,1,36675.0
2001,NUTS,2010,PT1,1,37844.0
2002,NUTS,2010,PT1,1,40432.0
2003,NUTS,2010,PT1,1,43021.0
2004,NUTS,2010,PT1,1,43320.0
2005,NUTS,2010,PT1,1,43619.0
2006,NUTS,2010,PT1,1,52665.0
2007,NUTS,2010,PT1,1,61712.0
2008,NUTS,2010,PT1,1,86030.0
2009,NUTS,2010,PT1,1,87244.0
2010,NUTS,2010,PT1,1,90612.0
2011,NUTS,2010,PT1,1,92763.0
2012,NUTS,2010,PT1,1,91740.0
2013,NUTS,2010,PT1,1,94100.0
2014,NUTS,2010,PT1,1,95603.0
2015,NUTS,2010,PT1,1,101893.0
2016,NUTS,2010,PT1,1,102229.0
2017,NUTS,2010,PT1,1,107729.0
2018,NUTS,2010,PT1,1,115224.0
2019,NUTS,2010,PT1,1,121274.0
2020,NUTS,2010,PT1,1,129363.0
1988,NUTS,2010,PT11,2,3253.0
1990,NUTS,2010,PT11,2,3704.0
1992,NUTS,2010,PT11,2,4444.0
1995,NUTS,2010,PT11,2,5891.0
1997,NUTS,2010,PT11,2,6413.0
1999,NUTS,2010,PT11,2,8864.0
2000,NUTS,2010,PT11,2,9018.0
2001,NUTS,2010,PT11,2,9100.0
2002,NUTS,2010,PT11,2,10212.0
2003,NUTS,2010,PT11,2,11323.0
2004,NUTS,2010,PT11,2,11364.0
2005,NUTS,2010,PT11,2,11406.0
2006,NUTS,2010,PT11,2,14195.0
2007,NUTS,2010,PT11,2,16985.0
2008,NUTS,2010,PT11,2,24051.0
2009,NUTS,2010,PT11,2,26643.0
2010,NUTS,2010,PT11,2,27451.0
2011,NUTS,2010,PT11,2,29770.0
2012,NUTS,2010,PT11,2,30052.0
2013,NUTS,2010,PT11,2,31315.0
2014,NUTS,2010,PT11,2,32530.0
2015,NUTS,2010,PT11,2,37601.0
2016,NUTS,2010,PT11,2,33353.0
2017,NUTS,2010,PT11,2,36186.0
2018,NUTS,2010,PT11,2,38704.0
2019,NUTS,2010,PT11,2,41170.0
2020,NUTS,2010,PT11,2,45758.0
1988,NUTS,2010,PT15,2,85.0
1990,NUTS,2010,PT15,2,113.0
1992,NUTS,2010,PT15,2,180.0
1995,NUTS,2010,PT15,2,479.0
1997,NUTS,2010,PT15,2,574.0
1999,NUTS,2010,PT15,2,731.0
2000,NUTS,2010,PT15,2,719.0
2001,NUTS,2010,PT15,2,716.0
2002,NUTS,2010,PT15,2,760.0
2003,NUTS,2010,PT15,2,804.0
2004,NUTS,2010,PT15,2,764.0
2005,NUTS,2010,PT15,2,724.0
2006,NUTS,2010,PT15,2,951.0
2007,NUTS,2010,PT15,2,1178.0
2008,NUTS,2010,PT15,2,1930.0
2009,NUTS,2010,PT15,2,1902.0
2010,NUTS,2010,PT15,2,1776.0
2011,NUTS,2010,PT15,2,1706.0
2012,NUTS,2010,PT15,2,1591.0
2013,NUTS,2010,PT15,2,1588.0
2014,NUTS,2010,PT15,2,1654.0
2015,NUTS,2010,PT15,2,1768.0
2016,NUTS,2010,PT15,2,1688.0
2017,NUTS,2010,PT15,2,1506.0
2018,NUTS,2010,PT15,2,1611.0
2019,NUTS,2010,PT15,2,1932.0
2020,NUTS,2010,PT15,2,2083.0
2000,NUTS,2010,PT16,2,6753.0
2001,NUTS,2010,PT16,2,7101.0
2002,NUTS,2010,PT16,2,7742.0
2003,NUTS,2010,PT16,2,8383.0
2004,NUTS,2010,PT16,2,8613.0
2005,NUTS,2010,PT16,2,8843.0
2006,NUTS,2010,PT16,2,10582.0
2007,NUTS,2010,PT16,2,12320.0
2008,NUTS,2010,PT16,2,17033.0
2009,NUTS,2010,PT16,2,16682.0
2010,NUTS,2010,PT16,2,17501.0
2011,NUTS,2010,PT16,2,18985.0
2012,NUTS,2010,PT16,2,18153.0
2013,NUTS,2010,PT16,2,18197.0
2014,NUTS,2010,PT16,2,18533.0
2015,NUTS,2010,PT16,2,19031.0
2016,NUTS,2010,PT16,2,20748.0
2017,NUTS,2010,PT16,2,22114.0
2018,NUTS,2010,PT16,2,23964.0
2019,NUTS,2010,PT16,2,25681.0
2020,NUTS,2010,PT16,2,26313.0
2000,NUTS,2010,PT17,2,18475.0
2001,NUTS,2010,PT17,2,19181.0
2002,NUTS,2010,PT17,2,19849.0
2003,NUTS,2010,PT17,2,20517.0
2004,NUTS,2010,PT17,2,20617.0
2005,NUTS,2010,PT17,2,20718.0
2006,NUTS,2010,PT17,2,24790.0
2007,NUTS,2010,PT17,2,28862.0
2008,NUTS,2010,PT17,2,39245.0
2009,NUTS,2010,PT17,2,39312.0
2010,NUTS,2010,PT17,2,41567.0
2011,NUTS,2010,PT17,2,40135.0
2012,NUTS,2010,PT17,2,39550.0
2013,NUTS,2010,PT17,2,40681.0
2014,NUTS,2010,PT17,2,40424.0
2015,NUTS,2010,PT17,2,40977.0
2016,NUTS,2010,PT17,2,43560.0
2017,NUTS,2010,PT17,2,44715.0
2018,NUTS,2010,PT17,2,47232.0
2019,NUTS,2010,PT17,2,48549.0
2020,NUTS,2010,PT17,2,50855.0
2000,NUTS,2010,PT18,2,1711.0
2001,NUTS,2010,PT18,2,1746.0
2002,NUTS,2010,PT18,2,1870.0
2003,NUTS,2010,PT18,2,1994.0
2004,NUTS,2010,PT18,2,1961.0
2005,NUTS,2010,PT18,2,1928.0
2006,NUTS,2010,PT18,2,2147.0
2007,NUTS,2010,PT18,2,2367.0
2008,NUTS,2010,PT18,2,3771.0
2009,NUTS,2010,PT18,2,2705.0
2010,NUTS,2010,PT18,2,2317.0
2011,NUTS,2010,PT18,2,2167.0
2012,NUTS,2010,PT18,2,2394.0
2013,NUTS,2010,PT18,2,2319.0
2014,NUTS,2010,PT18,2,2462.0
2015,NUTS,2010,PT18,2,2516.0
2016,NUTS,2010,PT18,2,2880.0
2017,NUTS,2010,PT18,2,3208.0
2018,NUTS,2010,PT18,2,3713.0
2019,NUTS,2010,PT18,2,3942.0
2020,NUTS,2010,PT18,2,4354.0
1988,NUTS,2010,PT2,1,220.0
1990,NUTS,2010,PT2,1,279.0
1992,NUTS,2010,PT2,1,270.0
1995,NUTS,2010,PT2,1,389.0
1997,NUTS,2010,PT2,1,515.0
1999,NUTS,2010,PT2,1,712.0
2000,NUTS,2010,PT2,1,709.0
2001,NUTS,2010,PT2,1,706.0
2002,NUTS,2010,PT2,1,647.0
2003,NUTS,2010,PT2,1,588.0
2004,NUTS,2010,PT2,1,560.0
2005,NUTS,2010,PT2,1,533.0
2006,NUTS,2010,PT2,1,556.0
2007,NUTS,2010,PT2,1,580.0
2008,NUTS,2010,PT2,1,787.0
2009,NUTS,2010,PT2,1,645.0
2010,NUTS,2010,PT2,1,640.0
2011,NUTS,2010,PT2,1,659.0
2012,NUTS,2010,PT2,1,732.0
2013,NUTS,2010,PT2,1,671.0
2014,NUTS,2010,PT2,1,710.0
2015,NUTS,2010,PT2,1,716.0
2016,NUTS,2010,PT2,1,733.0
2017,NUTS,2010,PT2,1,755.0
2018,NUTS,2010,PT2,1,676.0
2019,NUTS,2010,PT2,1,686.0
2020,NUTS,2010,PT2,1,739.0
1988,NUTS,2010,PT20,2,220.0
1990,NUTS,2010,PT20,2,279.0
1992,NUTS,2010,PT20,2,270.0
1995,NUTS,2010,PT20,2,389.0
1997,NUTS,2010,PT20,2,515.0
1999,NUTS,2010,PT20,2,712.0
2000,NUTS,2010,PT20,2,709.0
2001,NUTS,2010,PT20,2,706.0
2002,NUTS,2010,PT20,2,647.0
2003,NUTS,2010,PT20,2,588.0
2004,NUTS,2010,PT20,2,560.0
2005,NUTS,2010,PT20,2,533.0
2006,NUTS,2010,PT20,2,556.0
2007,NUTS,2010,PT20,2,580.0
2008,NUTS,2010,PT20,2,787.0
2009,NUTS,2010,PT20,2,645.0
2010,NUTS,2010,PT20,2,640.0
2011,NUTS,2010,PT20,2,659.0
2012,NUTS,2010,PT20,2,732.0
2013,NUTS,2010,PT20,2,671.0
2014,NUTS,2010,PT20,2,710.0
2015,NUTS,2010,PT20,2,716.0
2016,NUTS,2010,PT20,2,733.0
2017,NUTS,2010,PT20,2,755.0
2018,NUTS,2010,PT20,2,676.0
2019,NUTS,2010,PT20,2,686.0
2020,NUTS,2010,PT20,2,739.0
1988,NUTS,2010,PT3,1,50.0
1990,NUTS,2010,PT3,1,81.0
1992,NUTS,2010,PT3,1,89.0
1995,NUTS,2010,PT3,1,500.0
1997,NUTS,2010,PT3,1,735.0
1999,NUTS,2010,PT3,1,643.0
2000,NUTS,2010,PT3,1,633.0
2001,NUTS,2010,PT3,1,613.0
2002,NUTS,2010,PT3,1,520.0
2003,NUTS,2010,PT3,1,427.0
2004,NUTS,2010,PT3,1,430.0
2005,NUTS,2010,PT3,1,434.0
2006,NUTS,2010,PT3,1,447.0
2007,NUTS,2010,PT3,1,460.0
2008,NUTS,2010,PT3,1,748.0
2009,NUTS,2010,PT3,1,643.0
2010,NUTS,2010,PT3,1,665.0
2011,NUTS,2010,PT3,1,655.0
2012,NUTS,2010,PT3,1,505.0
2013,NUTS,2010,PT3,1,576.0
2014,NUTS,2010,PT3,1,639.0
2015,NUTS,2010,PT3,1,682.0
2016,NUTS,2010,PT3,1,718.0
2017,NUTS,2010,PT3,1,767.0
2018,NUTS,2010,PT3,1,964.0
2019,NUTS,2010,PT3,1,1052.0
2020,NUTS,2010,PT3,1,1026.0
1988,NUTS,2010,PT30,2,50.0
1990,NUTS,2010,PT30,2,81.0
1992,NUTS,2010,PT30,2,89.0
1995,NUTS,2010,PT30,2,500.0
1997,NUTS,2010,PT30,2,735.0
1999,NUTS,2010,PT30,2,643.0
2000,NUTS,2010,PT30,2,633.0
2001,NUTS,2010,PT30,2,613.0
2002,NUTS,2010,PT30,2,520.0
2003,NUTS,2010,PT30,2,427.0
2004,NUTS,2010,PT30,2,430.0
2005,NUTS,2010,PT30,2,434.0
2006,NUTS,2010,PT30,2,447.0
2007,NUTS,2010,PT30,2,460.0
2008,NUTS,2010,PT30,2,748.0
2009,NUTS,2010,PT30,2,643.0
2010,NUTS,2010,PT30,2,665.0
2011,NUTS,2010,PT30,2,655.0
2012,NUTS,2010,PT30,2,505.0
2013,NUTS,2010,PT30,2,576.0
2014,NUTS,2010,PT30,2,639.0
2015,NUTS,2010,PT30,2,682.0
2016,NUTS,2010,PT30,2,718.0
2017,NUTS,2010,PT30,2,767.0
2018,NUTS,2010,PT30,2,964.0
2019,NUTS,2010,PT30,2,1052.0
2020,NUTS,2010,PT30,2,1026.0
1993,NUTS,2010,RO,0,76001.0
1994,NUTS,2010,RO,0,65114.0
1995,NUTS,2010,RO,0,63329.0
1996,NUTS,2010,RO,0,62297.0
1997,NUTS,2010,RO,0,57714.0
1998,NUTS,2010,RO,0,57125.0
1999,NUTS,2010,RO,0,48113.0
2000,NUTS,2010,RO,0,37241.0
2001,NUTS,2010,RO,0,37696.0
2002,NUTS,2010,RO,0,38433.0
2003,NUTS,2010,RO,0,39985.0
2004,NUTS,2010,RO,0,40725.0
2005,NUTS,2010,RO,0,41035.0
2006,NUTS,2010,RO,0,40758.0
2007,NUTS,2010,RO,0,42484.0
2008,NUTS,2010,RO,0,43502.0
2009,NUTS,2010,RO,0,42420.0
2010,NUTS,2010,RO,0,39065.0
2011,NUTS,2010,RO,0,42363.0
2012,NUTS,2010,RO,0,42674.0
2013,NUTS,2010,RO,0,43375.0
2014,NUTS,2010,RO,0,42963.0
2015,NUTS,2010,RO,0,43448.0
2016,NUTS,2010,RO,0,44386.0
2017,NUTS,2010,RO,0,44801.0
2018,NUTS,2010,RO,0,44733.0
2019,NUTS,2010,RO,0,43973.0
2001,NUTS,2010,RO1,1,6683.0
2002,NUTS,2010,RO1,1,7463.0
2003,NUTS,2010,RO1,1,6221.0
2004,NUTS,2010,RO1,1,4810.0
2005,NUTS,2010,RO1,1,5109.0
2006,NUTS,2010,RO1,1,6349.0
2007,NUTS,2010,RO1,1,6564.0
2008,NUTS,2010,RO1,1,7043.0
2009,NUTS,2010,RO1,1,7917.0
2010,NUTS,2010,RO1,1,7131.0
2011,NUTS,2010,RO1,1,7335.0
2012,NUTS,2010,RO1,1,6476.0
2013,NUTS,2010,RO1,1,5821.0
2014,NUTS,2010,RO1,1,7370.0
2015,NUTS,2010,RO1,1,7004.0
2016,NUTS,2010,RO1,1,7247.0
2017,NUTS,2010,RO1,1,7280.0
2018,NUTS,2010,RO1,1,7624.0
2019,NUTS,2010,RO1,1,7991.0
2001,NUTS,2010,RO11,2,2992.0
2002,NUTS,2010,RO11,2,3183.0
2003,NUTS,2010,RO11,2,2742.0
2004,NUTS,2010,RO11,2,2302.0
2005,NUTS,2010,RO11,2,2690.0
2006,NUTS,2010,RO11,2,3484.0
2007,NUTS,2010,RO11,2,3923.0
2008,NUTS,2010,RO11,2,4146.0
2009,NUTS,2010,RO11,2,4185.0
2010,NUTS,2010,RO11,2,4018.0
2011,NUTS,2010,RO11,2,3809.0
2012,NUTS,2010,RO11,2,3503.0
2013,NUTS,2010,RO11,2,3138.0
2014,NUTS,2010,RO11,2,3485.0
2015,NUTS,2010,RO11,2,3276.0
2016,NUTS,2010,RO11,2,3175.0
2017,NUTS,2010,RO11,2,3280.0
2018,NUTS,2010,RO11,2,3484.0
2019,NUTS,2010,RO11,2,3639.0
2001,NUTS,2010,RO12,2,3691.0
2002,NUTS,2010,RO12,2,4280.0
2003,NUTS,2010,RO12,2,3479.0
2004,NUTS,2010,RO12,2,2508.0
2005,NUTS,2010,RO12,2,2419.0
2006,NUTS,2010,RO12,2,2865.0
2007,NUTS,2010,RO12,2,2641.0
2008,NUTS,2010,RO12,2,2897.0
2009,NUTS,2010,RO12,2,3732.0
2010,NUTS,2010,RO12,2,3113.0
2011,NUTS,2010,RO12,2,3525.0
2012,NUTS,2010,RO12,2,2973.0
2013,NUTS,2010,RO12,2,2683.0
2014,NUTS,2010,RO12,2,3885.0
2015,NUTS,2010,RO12,2,3728.0
2016,NUTS,2010,RO12,2,4072.0
2017,NUTS,2010,RO12,2,4000.0
2018,NUTS,2010,RO12,2,4140.0
2019,NUTS,2010,RO12,2,4352.0
2001,NUTS,2010,RO2,1,5794.0
2002,NUTS,2010,RO2,1,5302.0
2003,NUTS,2010,RO2,1,4860.0
2004,NUTS,2010,RO2,1,5090.0
2005,NUTS,2010,RO2,1,5602.0
2006,NUTS,2010,RO2,1,6062.0
2007,NUTS,2010,RO2,1,6357.0
2008,NUTS,2010,RO2,1,6102.0
2009,NUTS,2010,RO2,1,5909.0
2010,NUTS,2010,RO2,1,5089.0
2011,NUTS,2010,RO2,1,5076.0
2012,NUTS,2010,RO2,1,5530.0
2013,NUTS,2010,RO2,1,5910.0
2014,NUTS,2010,RO2,1,5975.0
2015,NUTS,2010,RO2,1,6322.0
2016,NUTS,2010,RO2,1,6279.0
2017,NUTS,2010,RO2,1,6237.0
2018,NUTS,2010,RO2,1,6300.0
2019,NUTS,2010,RO2,1,6484.0
2001,NUTS,2010,RO21,2,3708.0
2002,NUTS,2010,RO21,2,3368.0
2003,NUTS,2010,RO21,2,2926.0
2004,NUTS,2010,RO21,2,3168.0
2005,NUTS,2010,RO21,2,3704.0
2006,NUTS,2010,RO21,2,3981.0
2007,NUTS,2010,RO21,2,4156.0
2008,NUTS,2010,RO21,2,4172.0
2009,NUTS,2010,RO21,2,4044.0
2010,NUTS,2010,RO21,2,3376.0
2011,NUTS,2010,RO21,2,3561.0
2012,NUTS,2010,RO21,2,3876.0
2013,NUTS,2010,RO21,2,4327.0
2014,NUTS,2010,RO21,2,4319.0
2015,NUTS,2010,RO21,2,4299.0
2016,NUTS,2010,RO21,2,4129.0
2017,NUTS,2010,RO21,2,3947.0
2018,NUTS,2010,RO21,2,3821.0
2019,NUTS,2010,RO21,2,4201.0
2001,NUTS,2010,RO22,2,2086.0
2002,NUTS,2010,RO22,2,1934.0
2003,NUTS,2010,RO22,2,1934.0
2004,NUTS,2010,RO22,2,1922.0
2005,NUTS,2010,RO22,2,1898.0
2006,NUTS,2010,RO22,2,2081.0
2007,NUTS,2010,RO22,2,2201.0
2008,NUTS,2010,RO22,2,1930.0
2009,NUTS,2010,RO22,2,1865.0
2010,NUTS,2010,RO22,2,1713.0
2011,NUTS,2010,RO22,2,1515.0
2012,NUTS,2010,RO22,2,1654.0
2013,NUTS,2010,RO22,2,1583.0
2014,NUTS,2010,RO22,2,1656.0
2015,NUTS,2010,RO22,2,2023.0
2016,NUTS,2010,RO22,2,2150.0
2017,NUTS,2010,RO22,2,2290.0
2018,NUTS,2010,RO22,2,2479.0
2019,NUTS,2010,RO22,2,2283.0
2001,NUTS,2010,RO3,1,20770.0
2002,NUTS,2010,RO3,1,20986.0
2003,NUTS,2010,RO3,1,22795.0
2004,NUTS,2010,RO3,1,24711.0
2005,NUTS,2010,RO3,1,25900.0
2006,NUTS,2010,RO3,1,24269.0
2007,NUTS,2010,RO3,1,24736.0
2008,NUTS,2010,RO3,1,25850.0
2009,NUTS,2010,RO3,1,23253.0
2010,NUTS,2010,RO3,1,20475.0
2011,NUTS,2010,RO3,1,24487.0
2012,NUTS,2010,RO3,1,25139.0
2013,NUTS,2010,RO3,1,25723.0
2014,NUTS,2010,RO3,1,24039.0
2015,NUTS,2010,RO3,1,23990.0
2016,NUTS,2010,RO3,1,24804.0
2017,NUTS,2010,RO3,1,25053.0
2018,NUTS,2010,RO3,1,25726.0
2019,NUTS,2010,RO3,1,24672.0
2001,NUTS,2010,RO31,2,3845.0
2002,NUTS,2010,RO31,2,4016.0
2003,NUTS,2010,RO31,2,4205.0
2004,NUTS,2010,RO31,2,4080.0
2005,NUTS,2010,RO31,2,3850.0
2006,NUTS,2010,RO31,2,3794.0
2007,NUTS,2010,RO31,2,4376.0
2008,NUTS,2010,RO31,2,4484.0
2009,NUTS,2010,RO31,2,3676.0
2010,NUTS,2010,RO31,2,3543.0
2011,NUTS,2010,RO31,2,2253.0
2012,NUTS,2010,RO31,2,3236.0
2013,NUTS,2010,RO31,2,4595.0
2014,NUTS,2010,RO31,2,3827.0
2015,NUTS,2010,RO31,2,2902.0
2016,NUTS,2010,RO31,2,2836.0
2017,NUTS,2010,RO31,2,2344.0
2018,NUTS,2010,RO31,2,2630.0
2019,NUTS,2010,RO31,2,2613.0
2001,NUTS,2010,RO32,2,16925.0
2002,NUTS,2010,RO32,2,16970.0
2003,NUTS,2010,RO32,2,18590.0
2004,NUTS,2010,RO32,2,20631.0
2005,NUTS,2010,RO32,2,22050.0
2006,NUTS,2010,RO32,2,20475.0
2007,NUTS,2010,RO32,2,20360.0
2008,NUTS,2010,RO32,2,21366.0
2009,NUTS,2010,RO32,2,19577.0
2010,NUTS,2010,RO32,2,16932.0
2011,NUTS,2010,RO32,2,22234.0
2012,NUTS,2010,RO32,2,21903.0
2013,NUTS,2010,RO32,2,21128.0
2014,NUTS,2010,RO32,2,20212.0
2015,NUTS,2010,RO32,2,21088.0
2016,NUTS,2010,RO32,2,21968.0
2017,NUTS,2010,RO32,2,22709.0
2018,NUTS,2010,RO32,2,23096.0
2019,NUTS,2010,RO32,2,22059.0
2001,NUTS,2010,RO4,1,4449.0
2002,NUTS,2010,RO4,1,4682.0
2003,NUTS,2010,RO4,1,6109.0
2004,NUTS,2010,RO4,1,6114.0
2005,NUTS,2010,RO4,1,4424.0
2006,NUTS,2010,RO4,1,4078.0
2007,NUTS,2010,RO4,1,4827.0
2008,NUTS,2010,RO4,1,4507.0
2009,NUTS,2010,RO4,1,5341.0
2010,NUTS,2010,RO4,1,6370.0
2011,NUTS,2010,RO4,1,5465.0
2012,NUTS,2010,RO4,1,5529.0
2013,NUTS,2010,RO4,1,5921.0
2014,NUTS,2010,RO4,1,5580.0
2015,NUTS,2010,RO4,1,6132.0
2016,NUTS,2010,RO4,1,6056.0
2017,NUTS,2010,RO4,1,6231.0
2018,NUTS,2010,RO4,1,5083.0
2019,NUTS,2010,RO4,1,4826.0
2001,NUTS,2010,RO41,2,2775.0
2002,NUTS,2010,RO41,2,2757.0
2003,NUTS,2010,RO41,2,2841.0
2004,NUTS,2010,RO41,2,2799.0
2005,NUTS,2010,RO41,2,2569.0
2006,NUTS,2010,RO41,2,2491.0
2007,NUTS,2010,RO41,2,2506.0
2008,NUTS,2010,RO41,2,2321.0
2009,NUTS,2010,RO41,2,2290.0
2010,NUTS,2010,RO41,2,2315.0
2011,NUTS,2010,RO41,2,2281.0
2012,NUTS,2010,RO41,2,2076.0
2013,NUTS,2010,RO41,2,2058.0
2014,NUTS,2010,RO41,2,1960.0
2015,NUTS,2010,RO41,2,2101.0
2016,NUTS,2010,RO41,2,2025.0
2017,NUTS,2010,RO41,2,2132.0
2018,NUTS,2010,RO41,2,1464.0
2019,NUTS,2010,RO41,2,1277.0
2001,NUTS,2010,RO42,2,1674.0
2002,NUTS,2010,RO42,2,1925.0
2003,NUTS,2010,RO42,2,3268.0
2004,NUTS,2010,RO42,2,3315.0
2005,NUTS,2010,RO42,2,1855.0
2006,NUTS,2010,RO42,2,1587.0
2007,NUTS,2010,RO42,2,2321.0
2008,NUTS,2010,RO42,2,2186.0
2009,NUTS,2010,RO42,2,3051.0
2010,NUTS,2010,RO42,2,4055.0
2011,NUTS,2010,RO42,2,3184.0
2012,NUTS,2010,RO42,2,3453.0
2013,NUTS,2010,RO42,2,3863.0
2014,NUTS,2010,RO42,2,3619.0
2015,NUTS,2010,RO42,2,4031.0
2016,NUTS,2010,RO42,2,4031.0
2017,NUTS,2010,RO42,2,4099.0
2018,NUTS,2010,RO42,2,3619.0
2019,NUTS,2010,RO42,2,3549.0
2008,NUTS,2010,RS,0,19321.0
2009,NUTS,2010,RS,0,20067.0
2010,NUTS,2010,RS,0,19341.0
2011,NUTS,2010,RS,0,19742.0
2012,NUTS,2010,RS,0,19646.0
2013,NUTS,2010,RS,0,21044.0
2014,NUTS,2010,RS,0,21880.0
2015,NUTS,2010,RS,0,23629.0
2016,NUTS,2010,RS,0,23542.0
2017,NUTS,2010,RS,0,22782.0
2018,NUTS,2010,RS,0,22971.0
2019,NUTS,2010,RS,0,22972.0
2020,NUTS,2010,RS,0,23524.0
2018,NUTS,2010,RS1,1,19167.0
2019,NUTS,2010,RS1,1,19172.0
2020,NUTS,2010,RS1,1,19699.0
2018,NUTS,2010,RS11,2,13242.0
2019,NUTS,2010,RS11,2,13445.0
2020,NUTS,2010,RS11,2,13974.0
2018,NUTS,2010,RS12,2,5925.0
2019,NUTS,2010,RS12,2,5727.0
2020,NUTS,2010,RS12,2,5725.0
2018,NUTS,2010,RS2,1,3804.0
2019,NUTS,2010,RS2,1,3800.0
2020,NUTS,2010,RS2,1,3825.0
2018,NUTS,2010,RS21,2,1667.0
2019,NUTS,2010,RS21,2,1506.0
2020,NUTS,2010,RS21,2,1614.0
2018,NUTS,2010,RS22,2,2137.0
2019,NUTS,2010,RS22,2,2294.0
2020,NUTS,2010,RS22,2,2211.0
1989,NUTS,2010,RU,0,2215637.0
1990,NUTS,2010,RU,0,1943432.0
1991,NUTS,2010,RU,0,1677784.0
1992,NUTS,2010,RU,0,1532618.0
1993,NUTS,2010,RU,0,1315008.0
1994,NUTS,2010,RU,0,1106250.0
1995,NUTS,2010,RU,0,1061044.0
1996,NUTS,2010,RU,0,990743.0
1997,NUTS,2010,RU,0,934637.0
1998,NUTS,2010,RU,0,855190.0
1999,NUTS,2010,RU,0,872363.0
