year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_smc
2012,NUTS,2010,DE12,2,17.09
1989,NUTS,2010,DE121,3,0.33
1997,NUTS,2010,DE121,3,0.13
2003,NUTS,2010,DE121,3,0.33
1980,NUTS,2010,DE122,3,1.0
1982,NUTS,2010,DE122,3,0.25
1983,NUTS,2010,DE122,3,2.33
1984,NUTS,2010,DE122,3,1.0
1985,NUTS,2010,DE122,3,3.33
1986,NUTS,2010,DE122,3,1.67
1987,NUTS,2010,DE122,3,2.0
1988,NUTS,2010,DE122,3,0.67
1989,NUTS,2010,DE122,3,0.67
1991,NUTS,2010,DE122,3,0.33
1992,NUTS,2010,DE122,3,0.25
1993,NUTS,2010,DE122,3,0.58
1995,NUTS,2010,DE122,3,0.67
1996,NUTS,2010,DE122,3,0.33
1998,NUTS,2010,DE122,3,1.17
1999,NUTS,2010,DE122,3,0.5
2001,NUTS,2010,DE122,3,1.5
2002,NUTS,2010,DE122,3,3.27
2003,NUTS,2010,DE122,3,3.33
2004,NUTS,2010,DE122,3,1.67
2005,NUTS,2010,DE122,3,0.85
2006,NUTS,2010,DE122,3,1.17
2007,NUTS,2010,DE122,3,0.88
2008,NUTS,2010,DE122,3,1.61
2009,NUTS,2010,DE122,3,4.78
2010,NUTS,2010,DE122,3,2.18
2011,NUTS,2010,DE122,3,11.97
2012,NUTS,2010,DE122,3,3.23
1980,NUTS,2010,DE123,3,1.67
1983,NUTS,2010,DE123,3,1.24
1984,NUTS,2010,DE123,3,1.14
1985,NUTS,2010,DE123,3,1.0
1986,NUTS,2010,DE123,3,2.0
1987,NUTS,2010,DE123,3,1.0
1988,NUTS,2010,DE123,3,0.33
1989,NUTS,2010,DE123,3,0.67
1990,NUTS,2010,DE123,3,2.17
1991,NUTS,2010,DE123,3,0.5
1993,NUTS,2010,DE123,3,3.42
1994,NUTS,2010,DE123,3,0.5
1995,NUTS,2010,DE123,3,2.92
1996,NUTS,2010,DE123,3,1.4
1997,NUTS,2010,DE123,3,3.5
1998,NUTS,2010,DE123,3,3.5
1999,NUTS,2010,DE123,3,5.62
2000,NUTS,2010,DE123,3,5.5
2001,NUTS,2010,DE123,3,6.17
2002,NUTS,2010,DE123,3,5.01
2003,NUTS,2010,DE123,3,2.77
2004,NUTS,2010,DE123,3,5.53
2005,NUTS,2010,DE123,3,4.15
2006,NUTS,2010,DE123,3,2.87
2007,NUTS,2010,DE123,3,3.25
2008,NUTS,2010,DE123,3,3.65
2009,NUTS,2010,DE123,3,4.07
2010,NUTS,2010,DE123,3,7.75
2011,NUTS,2010,DE123,3,4.98
2012,NUTS,2010,DE123,3,4.8
1987,NUTS,2010,DE124,3,0.17
1988,NUTS,2010,DE124,3,0.14
1989,NUTS,2010,DE124,3,2.33
1991,NUTS,2010,DE124,3,1.0
1993,NUTS,2010,DE124,3,0.53
1995,NUTS,2010,DE124,3,0.33
1997,NUTS,2010,DE124,3,1.92
1998,NUTS,2010,DE124,3,0.33
1999,NUTS,2010,DE124,3,0.84
2002,NUTS,2010,DE124,3,0.5
2003,NUTS,2010,DE124,3,0.33
2005,NUTS,2010,DE124,3,0.25
2007,NUTS,2010,DE124,3,1.78
2008,NUTS,2010,DE124,3,0.83
2009,NUTS,2010,DE124,3,1.25
2011,NUTS,2010,DE124,3,0.33
1977,NUTS,2010,DE125,3,0.33
1979,NUTS,2010,DE125,3,0.5
1982,NUTS,2010,DE125,3,0.25
1983,NUTS,2010,DE125,3,0.14
1984,NUTS,2010,DE125,3,2.33
1985,NUTS,2010,DE125,3,1.0
1986,NUTS,2010,DE125,3,0.5
1987,NUTS,2010,DE125,3,2.37
1988,NUTS,2010,DE125,3,0.5
1989,NUTS,2010,DE125,3,0.67
1990,NUTS,2010,DE125,3,0.33
1991,NUTS,2010,DE125,3,2.29
1992,NUTS,2010,DE125,3,1.48
1993,NUTS,2010,DE125,3,0.67
1995,NUTS,2010,DE125,3,0.75
1998,NUTS,2010,DE125,3,1.25
2001,NUTS,2010,DE125,3,2.9
2002,NUTS,2010,DE125,3,0.4
2003,NUTS,2010,DE125,3,1.83
2004,NUTS,2010,DE125,3,2.56
2005,NUTS,2010,DE125,3,1.84
2006,NUTS,2010,DE125,3,0.96
2007,NUTS,2010,DE125,3,0.61
2009,NUTS,2010,DE125,3,2.85
2010,NUTS,2010,DE125,3,1.46
2011,NUTS,2010,DE125,3,1.91
2012,NUTS,2010,DE125,3,0.7
1977,NUTS,2010,DE126,3,0.33
1978,NUTS,2010,DE126,3,1.5
1981,NUTS,2010,DE126,3,0.25
1985,NUTS,2010,DE126,3,0.5
1987,NUTS,2010,DE126,3,0.5
1988,NUTS,2010,DE126,3,0.67
1990,NUTS,2010,DE126,3,0.33
1991,NUTS,2010,DE126,3,0.59
1993,NUTS,2010,DE126,3,0.33
1994,NUTS,2010,DE126,3,0.25
1995,NUTS,2010,DE126,3,0.24
2000,NUTS,2010,DE126,3,0.33
2001,NUTS,2010,DE126,3,1.67
2002,NUTS,2010,DE126,3,1.8
2003,NUTS,2010,DE126,3,0.5
2004,NUTS,2010,DE126,3,2.2
2005,NUTS,2010,DE126,3,3.46
2006,NUTS,2010,DE126,3,2.06
2007,NUTS,2010,DE126,3,3.89
2008,NUTS,2010,DE126,3,3.37
2009,NUTS,2010,DE126,3,5.17
2010,NUTS,2010,DE126,3,6.15
2011,NUTS,2010,DE126,3,4.9
2012,NUTS,2010,DE126,3,3.89
1993,NUTS,2010,DE127,3,0.25
1994,NUTS,2010,DE127,3,1.0
1996,NUTS,2010,DE127,3,1.0
1998,NUTS,2010,DE127,3,1.0
1999,NUTS,2010,DE127,3,0.5
2000,NUTS,2010,DE127,3,0.67
2002,NUTS,2010,DE127,3,0.14
2003,NUTS,2010,DE127,3,0.45
2008,NUTS,2010,DE127,3,0.61
2009,NUTS,2010,DE127,3,0.14
2010,NUTS,2010,DE127,3,0.25
1978,NUTS,2010,DE128,3,3.25
1979,NUTS,2010,DE128,3,1.0
1980,NUTS,2010,DE128,3,0.5
1981,NUTS,2010,DE128,3,7.67
1982,NUTS,2010,DE128,3,2.33
1983,NUTS,2010,DE128,3,4.7
1984,NUTS,2010,DE128,3,8.92
1985,NUTS,2010,DE128,3,4.75
1986,NUTS,2010,DE128,3,3.67
1987,NUTS,2010,DE128,3,3.6
1988,NUTS,2010,DE128,3,4.67
1989,NUTS,2010,DE128,3,5.25
1990,NUTS,2010,DE128,3,6.07
1991,NUTS,2010,DE128,3,4.89
1992,NUTS,2010,DE128,3,2.67
1993,NUTS,2010,DE128,3,0.75
1994,NUTS,2010,DE128,3,3.08
1995,NUTS,2010,DE128,3,1.17
1997,NUTS,2010,DE128,3,1.0
1998,NUTS,2010,DE128,3,2.4
1999,NUTS,2010,DE128,3,1.0
2000,NUTS,2010,DE128,3,1.0
2001,NUTS,2010,DE128,3,4.49
2002,NUTS,2010,DE128,3,1.83
2003,NUTS,2010,DE128,3,0.58
2004,NUTS,2010,DE128,3,3.66
2005,NUTS,2010,DE128,3,5.63
2006,NUTS,2010,DE128,3,0.52
2007,NUTS,2010,DE128,3,1.07
2008,NUTS,2010,DE128,3,7.97
2009,NUTS,2010,DE128,3,4.16
2010,NUTS,2010,DE128,3,5.79
2011,NUTS,2010,DE128,3,4.23
2012,NUTS,2010,DE128,3,2.77
1987,NUTS,2010,DE129,3,0.5
1989,NUTS,2010,DE129,3,0.5
1991,NUTS,2010,DE129,3,1.0
1992,NUTS,2010,DE129,3,1.0
1993,NUTS,2010,DE129,3,0.42
2000,NUTS,2010,DE129,3,0.25
2001,NUTS,2010,DE129,3,0.06
2003,NUTS,2010,DE129,3,0.2
2004,NUTS,2010,DE129,3,0.33
2005,NUTS,2010,DE129,3,0.5
2007,NUTS,2010,DE129,3,0.75
2008,NUTS,2010,DE129,3,0.81
2009,NUTS,2010,DE129,3,2.17
2010,NUTS,2010,DE129,3,0.29
1978,NUTS,2010,DE12A,3,1.0
1980,NUTS,2010,DE12A,3,0.58
1981,NUTS,2010,DE12A,3,0.2
1982,NUTS,2010,DE12A,3,0.45
1983,NUTS,2010,DE12A,3,0.4
1984,NUTS,2010,DE12A,3,1.0
1986,NUTS,2010,DE12A,3,0.58
1987,NUTS,2010,DE12A,3,0.78
1988,NUTS,2010,DE12A,3,1.58
1989,NUTS,2010,DE12A,3,1.7
1990,NUTS,2010,DE12A,3,0.39
1991,NUTS,2010,DE12A,3,0.2
1992,NUTS,2010,DE12A,3,0.65
1994,NUTS,2010,DE12A,3,1.0
1995,NUTS,2010,DE12A,3,0.38
1996,NUTS,2010,DE12A,3,2.4
1997,NUTS,2010,DE12A,3,0.25
1998,NUTS,2010,DE12A,3,0.5
1999,NUTS,2010,DE12A,3,1.45
2000,NUTS,2010,DE12A,3,1.25
2002,NUTS,2010,DE12A,3,0.83
2003,NUTS,2010,DE12A,3,0.2
2008,NUTS,2010,DE12A,3,1.83
2009,NUTS,2010,DE12A,3,1.0
2011,NUTS,2010,DE12A,3,0.7
1979,NUTS,2010,DE12B,3,0.25
1980,NUTS,2010,DE12B,3,0.5
1985,NUTS,2010,DE12B,3,0.33
1987,NUTS,2010,DE12B,3,0.92
1988,NUTS,2010,DE12B,3,0.67
1989,NUTS,2010,DE12B,3,1.42
1990,NUTS,2010,DE12B,3,1.0
1991,NUTS,2010,DE12B,3,1.83
1992,NUTS,2010,DE12B,3,0.25
1993,NUTS,2010,DE12B,3,2.2
1994,NUTS,2010,DE12B,3,4.75
1995,NUTS,2010,DE12B,3,0.67
1996,NUTS,2010,DE12B,3,0.53
1997,NUTS,2010,DE12B,3,1.95
1998,NUTS,2010,DE12B,3,0.87
1999,NUTS,2010,DE12B,3,2.86
2000,NUTS,2010,DE12B,3,2.52
2001,NUTS,2010,DE12B,3,0.33
2002,NUTS,2010,DE12B,3,0.25
2003,NUTS,2010,DE12B,3,3.26
2004,NUTS,2010,DE12B,3,1.5
2005,NUTS,2010,DE12B,3,2.67
2006,NUTS,2010,DE12B,3,0.6
2007,NUTS,2010,DE12B,3,2.24
2008,NUTS,2010,DE12B,3,1.0
2009,NUTS,2010,DE12B,3,0.65
2010,NUTS,2010,DE12B,3,1.96
2011,NUTS,2010,DE12B,3,0.33
2012,NUTS,2010,DE12B,3,1.7
1983,NUTS,2010,DE12C,3,1.0
1991,NUTS,2010,DE12C,3,1.0
1998,NUTS,2010,DE12C,3,3.17
1999,NUTS,2010,DE12C,3,0.34
2000,NUTS,2010,DE12C,3,2.0
2001,NUTS,2010,DE12C,3,1.33
2002,NUTS,2010,DE12C,3,0.5
2004,NUTS,2010,DE12C,3,0.25
2005,NUTS,2010,DE12C,3,2.25
2006,NUTS,2010,DE12C,3,1.25
2007,NUTS,2010,DE12C,3,2.5
2008,NUTS,2010,DE12C,3,2.08
2009,NUTS,2010,DE12C,3,6.2
2010,NUTS,2010,DE12C,3,1.58
2011,NUTS,2010,DE12C,3,0.87
1978,NUTS,2010,DE13,2,3.0
1979,NUTS,2010,DE13,2,4.25
1980,NUTS,2010,DE13,2,6.5
1981,NUTS,2010,DE13,2,10.0
1982,NUTS,2010,DE13,2,7.75
1983,NUTS,2010,DE13,2,5.0
1984,NUTS,2010,DE13,2,3.0
1985,NUTS,2010,DE13,2,3.0
1986,NUTS,2010,DE13,2,5.83
1987,NUTS,2010,DE13,2,6.75
1988,NUTS,2010,DE13,2,4.0
1989,NUTS,2010,DE13,2,7.58
1990,NUTS,2010,DE13,2,5.1
1991,NUTS,2010,DE13,2,7.17
1992,NUTS,2010,DE13,2,9.42
1993,NUTS,2010,DE13,2,9.47
1994,NUTS,2010,DE13,2,14.9
1995,NUTS,2010,DE13,2,13.67
1996,NUTS,2010,DE13,2,37.47
1997,NUTS,2010,DE13,2,21.71
1998,NUTS,2010,DE13,2,22.79
1999,NUTS,2010,DE13,2,16.97
2000,NUTS,2010,DE13,2,20.65
2001,NUTS,2010,DE13,2,9.92
2002,NUTS,2010,DE13,2,12.06
2003,NUTS,2010,DE13,2,11.56
2004,NUTS,2010,DE13,2,20.48
2005,NUTS,2010,DE13,2,32.31
2006,NUTS,2010,DE13,2,35.25
2007,NUTS,2010,DE13,2,38.11
2008,NUTS,2010,DE13,2,49.78
2009,NUTS,2010,DE13,2,48.97
2010,NUTS,2010,DE13,2,39.92
2011,NUTS,2010,DE13,2,34.31
2012,NUTS,2010,DE13,2,28.37
1978,NUTS,2010,DE131,3,2.33
1980,NUTS,2010,DE131,3,3.0
1981,NUTS,2010,DE131,3,6.0
1982,NUTS,2010,DE131,3,5.4
1983,NUTS,2010,DE131,3,3.0
1984,NUTS,2010,DE131,3,2.5
1986,NUTS,2010,DE131,3,2.17
1987,NUTS,2010,DE131,3,1.0
1988,NUTS,2010,DE131,3,1.5
1989,NUTS,2010,DE131,3,2.25
1990,NUTS,2010,DE131,3,0.83
1991,NUTS,2010,DE131,3,1.5
1992,NUTS,2010,DE131,3,1.0
1993,NUTS,2010,DE131,3,0.5
1994,NUTS,2010,DE131,3,1.33
1995,NUTS,2010,DE131,3,3.5
1996,NUTS,2010,DE131,3,6.89
1997,NUTS,2010,DE131,3,2.5
1998,NUTS,2010,DE131,3,5.23
1999,NUTS,2010,DE131,3,1.83
2000,NUTS,2010,DE131,3,4.25
2001,NUTS,2010,DE131,3,1.0
2002,NUTS,2010,DE131,3,1.58
2003,NUTS,2010,DE131,3,4.0
2004,NUTS,2010,DE131,3,5.48
2005,NUTS,2010,DE131,3,7.45
2006,NUTS,2010,DE131,3,11.4
2007,NUTS,2010,DE131,3,14.8
2008,NUTS,2010,DE131,3,19.3
2009,NUTS,2010,DE131,3,17.23
2010,NUTS,2010,DE131,3,16.16
2011,NUTS,2010,DE131,3,10.4
2012,NUTS,2010,DE131,3,13.67
1978,NUTS,2010,DE132,3,0.33
1979,NUTS,2010,DE132,3,1.33
1980,NUTS,2010,DE132,3,0.5
1982,NUTS,2010,DE132,3,0.7
1984,NUTS,2010,DE132,3,0.5
1985,NUTS,2010,DE132,3,1.0
1986,NUTS,2010,DE132,3,0.33
1987,NUTS,2010,DE132,3,2.5
1988,NUTS,2010,DE132,3,1.0
1989,NUTS,2010,DE132,3,3.5
1990,NUTS,2010,DE132,3,0.5
1991,NUTS,2010,DE132,3,2.58
1992,NUTS,2010,DE132,3,2.75
1993,NUTS,2010,DE132,3,2.45
1994,NUTS,2010,DE132,3,7.12
1995,NUTS,2010,DE132,3,2.25
1996,NUTS,2010,DE132,3,2.09
1997,NUTS,2010,DE132,3,3.67
1998,NUTS,2010,DE132,3,1.51
1999,NUTS,2010,DE132,3,3.5
2000,NUTS,2010,DE132,3,2.25
2001,NUTS,2010,DE132,3,1.75
2002,NUTS,2010,DE132,3,2.25
2004,NUTS,2010,DE132,3,2.33
2005,NUTS,2010,DE132,3,4.66
2006,NUTS,2010,DE132,3,4.48
2007,NUTS,2010,DE132,3,4.08
2008,NUTS,2010,DE132,3,11.24
2009,NUTS,2010,DE132,3,7.83
2010,NUTS,2010,DE132,3,7.73
2011,NUTS,2010,DE132,3,8.39
2012,NUTS,2010,DE132,3,2.82
1978,NUTS,2010,DE133,3,0.33
1979,NUTS,2010,DE133,3,2.67
1980,NUTS,2010,DE133,3,2.0
1981,NUTS,2010,DE133,3,4.0
1982,NUTS,2010,DE133,3,1.45
1983,NUTS,2010,DE133,3,2.0
1985,NUTS,2010,DE133,3,1.0
1986,NUTS,2010,DE133,3,2.0
1987,NUTS,2010,DE133,3,2.0
1988,NUTS,2010,DE133,3,1.5
1989,NUTS,2010,DE133,3,0.5
1991,NUTS,2010,DE133,3,0.83
1992,NUTS,2010,DE133,3,3.0
1993,NUTS,2010,DE133,3,0.98
1994,NUTS,2010,DE133,3,3.0
1995,NUTS,2010,DE133,3,2.5
1996,NUTS,2010,DE133,3,11.11
1997,NUTS,2010,DE133,3,4.5
1998,NUTS,2010,DE133,3,7.6
1999,NUTS,2010,DE133,3,4.17
2000,NUTS,2010,DE133,3,2.42
2001,NUTS,2010,DE133,3,0.5
2002,NUTS,2010,DE133,3,2.92
2004,NUTS,2010,DE133,3,2.08
2005,NUTS,2010,DE133,3,1.83
2006,NUTS,2010,DE133,3,2.0
2007,NUTS,2010,DE133,3,2.58
2008,NUTS,2010,DE133,3,1.51
2009,NUTS,2010,DE133,3,4.95
2010,NUTS,2010,DE133,3,1.62
2011,NUTS,2010,DE133,3,5.64
2012,NUTS,2010,DE133,3,3.9
1986,NUTS,2010,DE134,3,0.33
1990,NUTS,2010,DE134,3,0.2
1997,NUTS,2010,DE134,3,0.13
1999,NUTS,2010,DE134,3,0.5
2000,NUTS,2010,DE134,3,0.33
2002,NUTS,2010,DE134,3,0.25
2003,NUTS,2010,DE134,3,0.92
2004,NUTS,2010,DE134,3,1.33
2005,NUTS,2010,DE134,3,0.25
2006,NUTS,2010,DE134,3,0.33
2007,NUTS,2010,DE134,3,3.64
2008,NUTS,2010,DE134,3,1.17
2009,NUTS,2010,DE134,3,1.54
2010,NUTS,2010,DE134,3,0.5
2011,NUTS,2010,DE134,3,0.7
2012,NUTS,2010,DE134,3,1.0
1986,NUTS,2010,DE135,3,1.0
1987,NUTS,2010,DE135,3,0.25
1990,NUTS,2010,DE135,3,0.4
1991,NUTS,2010,DE135,3,0.5
1993,NUTS,2010,DE135,3,0.14
1994,NUTS,2010,DE135,3,1.0
1995,NUTS,2010,DE135,3,0.5
1996,NUTS,2010,DE135,3,0.25
1998,NUTS,2010,DE135,3,0.67
1999,NUTS,2010,DE135,3,0.5
2004,NUTS,2010,DE135,3,1.37
2005,NUTS,2010,DE135,3,2.08
2006,NUTS,2010,DE135,3,1.0
2007,NUTS,2010,DE135,3,0.5
2008,NUTS,2010,DE135,3,2.33
2009,NUTS,2010,DE135,3,6.4
2010,NUTS,2010,DE135,3,2.0
2011,NUTS,2010,DE135,3,0.62
1979,NUTS,2010,DE136,3,0.25
1980,NUTS,2010,DE136,3,1.0
1989,NUTS,2010,DE136,3,1.33
1990,NUTS,2010,DE136,3,0.25
1991,NUTS,2010,DE136,3,0.33
1992,NUTS,2010,DE136,3,0.5
1993,NUTS,2010,DE136,3,1.0
1994,NUTS,2010,DE136,3,1.0
1995,NUTS,2010,DE136,3,1.5
1996,NUTS,2010,DE136,3,9.46
1997,NUTS,2010,DE136,3,3.0
1998,NUTS,2010,DE136,3,3.0
1999,NUTS,2010,DE136,3,3.83
2000,NUTS,2010,DE136,3,2.1
2001,NUTS,2010,DE136,3,0.5
2002,NUTS,2010,DE136,3,1.67
2003,NUTS,2010,DE136,3,2.0
2004,NUTS,2010,DE136,3,2.23
2005,NUTS,2010,DE136,3,6.33
2006,NUTS,2010,DE136,3,1.0
2007,NUTS,2010,DE136,3,0.75
2008,NUTS,2010,DE136,3,3.53
2009,NUTS,2010,DE136,3,1.53
2010,NUTS,2010,DE136,3,2.33
2011,NUTS,2010,DE136,3,1.7
2012,NUTS,2010,DE136,3,1.0
1998,NUTS,2010,DE137,3,1.5
2001,NUTS,2010,DE137,3,0.5
2005,NUTS,2010,DE137,3,0.5
2006,NUTS,2010,DE137,3,1.5
2009,NUTS,2010,DE137,3,0.33
2010,NUTS,2010,DE137,3,0.17
2011,NUTS,2010,DE137,3,0.5
2012,NUTS,2010,DE137,3,0.5
1982,NUTS,2010,DE138,3,0.2
1985,NUTS,2010,DE138,3,1.0
1987,NUTS,2010,DE138,3,1.0
1990,NUTS,2010,DE138,3,2.25
1991,NUTS,2010,DE138,3,0.67
1992,NUTS,2010,DE138,3,1.17
1993,NUTS,2010,DE138,3,2.25
1994,NUTS,2010,DE138,3,0.67
1995,NUTS,2010,DE138,3,2.5
1996,NUTS,2010,DE138,3,2.75
1997,NUTS,2010,DE138,3,2.0
1998,NUTS,2010,DE138,3,1.0
1999,NUTS,2010,DE138,3,1.1
2000,NUTS,2010,DE138,3,6.5
2001,NUTS,2010,DE138,3,1.83
2002,NUTS,2010,DE138,3,3.14
2003,NUTS,2010,DE138,3,2.92
2004,NUTS,2010,DE138,3,3.22
2005,NUTS,2010,DE138,3,4.08
2006,NUTS,2010,DE138,3,11.6
2007,NUTS,2010,DE138,3,8.93
2008,NUTS,2010,DE138,3,9.31
2009,NUTS,2010,DE138,3,7.28
2010,NUTS,2010,DE138,3,5.24
2011,NUTS,2010,DE138,3,4.1
2012,NUTS,2010,DE138,3,4.0
1990,NUTS,2010,DE139,3,0.67
1991,NUTS,2010,DE139,3,0.75
1993,NUTS,2010,DE139,3,1.4
1994,NUTS,2010,DE139,3,0.79
1995,NUTS,2010,DE139,3,0.92
1996,NUTS,2010,DE139,3,2.25
1997,NUTS,2010,DE139,3,4.92
1998,NUTS,2010,DE139,3,2.0
1999,NUTS,2010,DE139,3,0.54
2000,NUTS,2010,DE139,3,1.5
2001,NUTS,2010,DE139,3,1.83
2003,NUTS,2010,DE139,3,0.14
2004,NUTS,2010,DE139,3,1.93
2005,NUTS,2010,DE139,3,3.92
2006,NUTS,2010,DE139,3,1.73
2007,NUTS,2010,DE139,3,1.34
2008,NUTS,2010,DE139,3,1.2
2009,NUTS,2010,DE139,3,1.62
2010,NUTS,2010,DE139,3,2.83
2011,NUTS,2010,DE139,3,1.92
1992,NUTS,2010,DE13A,3,1.0
1993,NUTS,2010,DE13A,3,0.75
1996,NUTS,2010,DE13A,3,2.67
1997,NUTS,2010,DE13A,3,1.0
1998,NUTS,2010,DE13A,3,0.29
1999,NUTS,2010,DE13A,3,1.0
2000,NUTS,2010,DE13A,3,1.3
2001,NUTS,2010,DE13A,3,2.0
2002,NUTS,2010,DE13A,3,0.25
2003,NUTS,2010,DE13A,3,1.58
2004,NUTS,2010,DE13A,3,0.5
2005,NUTS,2010,DE13A,3,1.2
2006,NUTS,2010,DE13A,3,0.2
2007,NUTS,2010,DE13A,3,1.48
2008,NUTS,2010,DE13A,3,0.2
2009,NUTS,2010,DE13A,3,0.25
2010,NUTS,2010,DE13A,3,1.33
2011,NUTS,2010,DE13A,3,0.33
2012,NUTS,2010,DE13A,3,1.49
1977,NUTS,2010,DE14,2,0.25
1978,NUTS,2010,DE14,2,0.45
1979,NUTS,2010,DE14,2,2.0
1980,NUTS,2010,DE14,2,3.21
1981,NUTS,2010,DE14,2,8.37
1982,NUTS,2010,DE14,2,6.87
1983,NUTS,2010,DE14,2,2.57
1984,NUTS,2010,DE14,2,7.67
1985,NUTS,2010,DE14,2,4.5
1986,NUTS,2010,DE14,2,9.67
1987,NUTS,2010,DE14,2,5.87
1988,NUTS,2010,DE14,2,7.32
1989,NUTS,2010,DE14,2,8.18
1990,NUTS,2010,DE14,2,14.33
1991,NUTS,2010,DE14,2,10.73
1992,NUTS,2010,DE14,2,9.38
1993,NUTS,2010,DE14,2,10.15
1994,NUTS,2010,DE14,2,9.38
1995,NUTS,2010,DE14,2,10.08
1996,NUTS,2010,DE14,2,8.0
1997,NUTS,2010,DE14,2,20.25
1998,NUTS,2010,DE14,2,18.71
1999,NUTS,2010,DE14,2,36.22
2000,NUTS,2010,DE14,2,34.75
2001,NUTS,2010,DE14,2,26.7
2002,NUTS,2010,DE14,2,22.87
2003,NUTS,2010,DE14,2,13.81
2004,NUTS,2010,DE14,2,17.08
2005,NUTS,2010,DE14,2,11.26
2006,NUTS,2010,DE14,2,25.49
2007,NUTS,2010,DE14,2,13.89
2008,NUTS,2010,DE14,2,19.78
2009,NUTS,2010,DE14,2,22.04
2010,NUTS,2010,DE14,2,25.92
2011,NUTS,2010,DE14,2,20.82
2012,NUTS,2010,DE14,2,6.77
1977,NUTS,2010,DE141,3,0.25
1978,NUTS,2010,DE141,3,0.45
1979,NUTS,2010,DE141,3,0.75
1980,NUTS,2010,DE141,3,2.33
1981,NUTS,2010,DE141,3,5.45
1982,NUTS,2010,DE141,3,4.83
1983,NUTS,2010,DE141,3,1.17
1984,NUTS,2010,DE141,3,2.75
1985,NUTS,2010,DE141,3,1.0
1986,NUTS,2010,DE141,3,4.08
1987,NUTS,2010,DE141,3,1.78
1988,NUTS,2010,DE141,3,2.7
1989,NUTS,2010,DE141,3,4.45
1990,NUTS,2010,DE141,3,8.92
1991,NUTS,2010,DE141,3,3.85
1992,NUTS,2010,DE141,3,2.6
1993,NUTS,2010,DE141,3,3.45
1994,NUTS,2010,DE141,3,3.55
1995,NUTS,2010,DE141,3,5.88
1996,NUTS,2010,DE141,3,6.0
1997,NUTS,2010,DE141,3,9.67
1998,NUTS,2010,DE141,3,7.39
1999,NUTS,2010,DE141,3,17.18
2000,NUTS,2010,DE141,3,15.1
2001,NUTS,2010,DE141,3,15.42
2002,NUTS,2010,DE141,3,10.04
2003,NUTS,2010,DE141,3,7.45
2004,NUTS,2010,DE141,3,7.83
2005,NUTS,2010,DE141,3,5.28
2006,NUTS,2010,DE141,3,7.82
2007,NUTS,2010,DE141,3,4.71
2008,NUTS,2010,DE141,3,5.32
2009,NUTS,2010,DE141,3,5.25
2010,NUTS,2010,DE141,3,9.2
2011,NUTS,2010,DE141,3,7.43
2012,NUTS,2010,DE141,3,1.95
1979,NUTS,2010,DE142,3,1.25
1980,NUTS,2010,DE142,3,0.13
1981,NUTS,2010,DE142,3,1.25
1982,NUTS,2010,DE142,3,1.53
1983,NUTS,2010,DE142,3,0.65
1984,NUTS,2010,DE142,3,2.25
1985,NUTS,2010,DE142,3,1.33
1986,NUTS,2010,DE142,3,0.75
1987,NUTS,2010,DE142,3,1.25
1988,NUTS,2010,DE142,3,1.53
1989,NUTS,2010,DE142,3,1.98
1990,NUTS,2010,DE142,3,1.67
1991,NUTS,2010,DE142,3,3.85
1992,NUTS,2010,DE142,3,1.95
1993,NUTS,2010,DE142,3,1.5
1994,NUTS,2010,DE142,3,1.0
1995,NUTS,2010,DE142,3,1.37
1996,NUTS,2010,DE142,3,0.5
1997,NUTS,2010,DE142,3,0.78
1998,NUTS,2010,DE142,3,0.58
1999,NUTS,2010,DE142,3,6.72
2000,NUTS,2010,DE142,3,5.85
2001,NUTS,2010,DE142,3,4.33
2002,NUTS,2010,DE142,3,3.67
2003,NUTS,2010,DE142,3,3.8
2004,NUTS,2010,DE142,3,4.5
2005,NUTS,2010,DE142,3,0.5
2006,NUTS,2010,DE142,3,4.0
2007,NUTS,2010,DE142,3,0.88
2008,NUTS,2010,DE142,3,6.43
2009,NUTS,2010,DE142,3,8.67
2010,NUTS,2010,DE142,3,5.0
2011,NUTS,2010,DE142,3,5.77
2012,NUTS,2010,DE142,3,1.08
1986,NUTS,2010,DE143,3,0.33
1990,NUTS,2010,DE143,3,0.5
1995,NUTS,2010,DE143,3,0.33
1997,NUTS,2010,DE143,3,0.25
1998,NUTS,2010,DE143,3,1.0
1999,NUTS,2010,DE143,3,0.22
2000,NUTS,2010,DE143,3,0.4
2001,NUTS,2010,DE143,3,0.75
2003,NUTS,2010,DE143,3,0.92
2005,NUTS,2010,DE143,3,0.25
2006,NUTS,2010,DE143,3,2.5
2007,NUTS,2010,DE143,3,0.33
2008,NUTS,2010,DE143,3,0.25
2010,NUTS,2010,DE143,3,0.33
2011,NUTS,2010,DE143,3,0.5
2012,NUTS,2010,DE143,3,1.03
1980,NUTS,2010,DE144,3,0.5
1981,NUTS,2010,DE144,3,1.33
1983,NUTS,2010,DE144,3,0.75
1984,NUTS,2010,DE144,3,2.17
1985,NUTS,2010,DE144,3,0.67
1986,NUTS,2010,DE144,3,3.83
1987,NUTS,2010,DE144,3,2.83
1988,NUTS,2010,DE144,3,3.08
1989,NUTS,2010,DE144,3,1.0
1990,NUTS,2010,DE144,3,1.5
1991,NUTS,2010,DE144,3,1.83
1992,NUTS,2010,DE144,3,2.17
1993,NUTS,2010,DE144,3,3.2
1994,NUTS,2010,DE144,3,2.67
1995,NUTS,2010,DE144,3,1.5
1996,NUTS,2010,DE144,3,1.17
