year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_pc_pop_hrst
2012,NUTS,2010,FRF3,2,28.5
2013,NUTS,2010,FRF3,2,31.5
2014,NUTS,2010,FRF3,2,32.5
2015,NUTS,2010,FRF3,2,32.5
2016,NUTS,2010,FRF3,2,31.8
2017,NUTS,2010,FRF3,2,32.0
2018,NUTS,2010,FRF3,2,31.7
2019,NUTS,2010,FRF3,2,35.1
2020,NUTS,2010,FRF3,2,33.1
2011,NUTS,2010,FRG,1,31.0
2012,NUTS,2010,FRG,1,31.4
2013,NUTS,2010,FRG,1,31.5
2014,NUTS,2010,FRG,1,33.4
2015,NUTS,2010,FRG,1,35.1
2016,NUTS,2010,FRG,1,34.5
2017,NUTS,2010,FRG,1,34.2
2018,NUTS,2010,FRG,1,35.1
2019,NUTS,2010,FRG,1,36.4
2020,NUTS,2010,FRG,1,36.7
2011,NUTS,2010,FRG0,2,31.0
2012,NUTS,2010,FRG0,2,31.4
2013,NUTS,2010,FRG0,2,31.5
2014,NUTS,2010,FRG0,2,33.4
2015,NUTS,2010,FRG0,2,35.1
2016,NUTS,2010,FRG0,2,34.5
2017,NUTS,2010,FRG0,2,34.2
2018,NUTS,2010,FRG0,2,35.1
2019,NUTS,2010,FRG0,2,36.4
2020,NUTS,2010,FRG0,2,36.7
2011,NUTS,2010,FRH,1,32.7
2012,NUTS,2010,FRH,1,34.5
2013,NUTS,2010,FRH,1,35.1
2014,NUTS,2010,FRH,1,35.2
2015,NUTS,2010,FRH,1,35.2
2016,NUTS,2010,FRH,1,35.4
2017,NUTS,2010,FRH,1,35.6
2018,NUTS,2010,FRH,1,36.5
2019,NUTS,2010,FRH,1,36.8
2020,NUTS,2010,FRH,1,38.6
2011,NUTS,2010,FRH0,2,32.7
2012,NUTS,2010,FRH0,2,34.5
2013,NUTS,2010,FRH0,2,35.1
2014,NUTS,2010,FRH0,2,35.2
2015,NUTS,2010,FRH0,2,35.2
2016,NUTS,2010,FRH0,2,35.4
2017,NUTS,2010,FRH0,2,35.6
2018,NUTS,2010,FRH0,2,36.5
2019,NUTS,2010,FRH0,2,36.8
2020,NUTS,2010,FRH0,2,38.6
2011,NUTS,2010,FRI,1,30.2
2012,NUTS,2010,FRI,1,30.3
2013,NUTS,2010,FRI,1,31.0
2014,NUTS,2010,FRI,1,32.7
2015,NUTS,2010,FRI,1,32.9
2016,NUTS,2010,FRI,1,33.4
2017,NUTS,2010,FRI,1,34.2
2018,NUTS,2010,FRI,1,35.3
2019,NUTS,2010,FRI,1,35.3
2020,NUTS,2010,FRI,1,35.4
2011,NUTS,2010,FRI1,2,32.0
2012,NUTS,2010,FRI1,2,32.1
2013,NUTS,2010,FRI1,2,32.9
2014,NUTS,2010,FRI1,2,35.0
2015,NUTS,2010,FRI1,2,35.0
2016,NUTS,2010,FRI1,2,34.8
2017,NUTS,2010,FRI1,2,35.8
2018,NUTS,2010,FRI1,2,37.0
2019,NUTS,2010,FRI1,2,36.8
2020,NUTS,2010,FRI1,2,36.6
2011,NUTS,2010,FRI2,2,29.4
2012,NUTS,2010,FRI2,2,31.6
2013,NUTS,2010,FRI2,2,29.6
2014,NUTS,2010,FRI2,2,30.4
2015,NUTS,2010,FRI2,2,33.3
2016,NUTS,2010,FRI2,2,35.3
2017,NUTS,2010,FRI2,2,33.4
2018,NUTS,2010,FRI2,2,33.2
2019,NUTS,2010,FRI2,2,33.7
2020,NUTS,2010,FRI2,2,33.2
2011,NUTS,2010,FRI3,2,27.2
2012,NUTS,2010,FRI3,2,26.4
2013,NUTS,2010,FRI3,2,27.9
2014,NUTS,2010,FRI3,2,29.1
2015,NUTS,2010,FRI3,2,28.7
2016,NUTS,2010,FRI3,2,29.9
2017,NUTS,2010,FRI3,2,31.5
2018,NUTS,2010,FRI3,2,33.0
2019,NUTS,2010,FRI3,2,33.0
2020,NUTS,2010,FRI3,2,34.1
2011,NUTS,2010,FRJ,1,34.0
2012,NUTS,2010,FRJ,1,34.0
2013,NUTS,2010,FRJ,1,36.3
2014,NUTS,2010,FRJ,1,37.3
2015,NUTS,2010,FRJ,1,36.8
2016,NUTS,2010,FRJ,1,36.0
2017,NUTS,2010,FRJ,1,37.2
2018,NUTS,2010,FRJ,1,39.4
2019,NUTS,2010,FRJ,1,39.5
2020,NUTS,2010,FRJ,1,41.6
2011,NUTS,2010,FRJ1,2,29.2
2012,NUTS,2010,FRJ1,2,28.6
2013,NUTS,2010,FRJ1,2,30.5
2014,NUTS,2010,FRJ1,2,33.0
2015,NUTS,2010,FRJ1,2,32.7
2016,NUTS,2010,FRJ1,2,32.5
2017,NUTS,2010,FRJ1,2,34.4
2018,NUTS,2010,FRJ1,2,34.3
2019,NUTS,2010,FRJ1,2,35.4
2020,NUTS,2010,FRJ1,2,40.1
2011,NUTS,2010,FRJ2,2,38.4
2012,NUTS,2010,FRJ2,2,39.1
2013,NUTS,2010,FRJ2,2,41.6
2014,NUTS,2010,FRJ2,2,41.3
2015,NUTS,2010,FRJ2,2,40.5
2016,NUTS,2010,FRJ2,2,39.3
2017,NUTS,2010,FRJ2,2,39.7
2018,NUTS,2010,FRJ2,2,44.2
2019,NUTS,2010,FRJ2,2,43.4
2020,NUTS,2010,FRJ2,2,42.9
2011,NUTS,2010,FRK,1,33.5
2012,NUTS,2010,FRK,1,35.0
2013,NUTS,2010,FRK,1,36.2
2014,NUTS,2010,FRK,1,37.3
2015,NUTS,2010,FRK,1,37.7
2016,NUTS,2010,FRK,1,38.8
2017,NUTS,2010,FRK,1,39.0
2018,NUTS,2010,FRK,1,39.3
2019,NUTS,2010,FRK,1,40.6
2020,NUTS,2010,FRK,1,41.0
2011,NUTS,2010,FRK1,2,27.8
2012,NUTS,2010,FRK1,2,29.5
2013,NUTS,2010,FRK1,2,30.1
2014,NUTS,2010,FRK1,2,29.1
2015,NUTS,2010,FRK1,2,30.6
2016,NUTS,2010,FRK1,2,33.0
2017,NUTS,2010,FRK1,2,30.1
2018,NUTS,2010,FRK1,2,31.4
2019,NUTS,2010,FRK1,2,33.2
2020,NUTS,2010,FRK1,2,32.1
2011,NUTS,2010,FRK2,2,34.7
2012,NUTS,2010,FRK2,2,36.1
2013,NUTS,2010,FRK2,2,37.4
2014,NUTS,2010,FRK2,2,39.0
2015,NUTS,2010,FRK2,2,39.1
2016,NUTS,2010,FRK2,2,40.0
2017,NUTS,2010,FRK2,2,40.8
2018,NUTS,2010,FRK2,2,40.9
2019,NUTS,2010,FRK2,2,42.1
2020,NUTS,2010,FRK2,2,42.9
2011,NUTS,2010,FRL,1,33.1
2012,NUTS,2010,FRL,1,34.3
2013,NUTS,2010,FRL,1,35.5
2014,NUTS,2010,FRL,1,36.5
2015,NUTS,2010,FRL,1,35.9
2016,NUTS,2010,FRL,1,36.7
2017,NUTS,2010,FRL,1,37.9
2018,NUTS,2010,FRL,1,39.0
2019,NUTS,2010,FRL,1,39.5
2020,NUTS,2010,FRL,1,40.2
2011,NUTS,2010,FRL0,2,33.1
2012,NUTS,2010,FRL0,2,34.3
2013,NUTS,2010,FRL0,2,35.5
2014,NUTS,2010,FRL0,2,36.5
2015,NUTS,2010,FRL0,2,35.9
2016,NUTS,2010,FRL0,2,36.7
2017,NUTS,2010,FRL0,2,37.9
2018,NUTS,2010,FRL0,2,39.0
2019,NUTS,2010,FRL0,2,39.5
2020,NUTS,2010,FRL0,2,40.2
2011,NUTS,2010,FRM,1,23.5
2012,NUTS,2010,FRM,1,30.2
2013,NUTS,2010,FRM,1,28.4
2014,NUTS,2010,FRM,1,26.6
2015,NUTS,2010,FRM,1,25.3
2016,NUTS,2010,FRM,1,33.2
2017,NUTS,2010,FRM,1,33.3
2018,NUTS,2010,FRM,1,25.2
2019,NUTS,2010,FRM,1,27.9
2020,NUTS,2010,FRM,1,38.5
2011,NUTS,2010,FRM0,2,23.5
2012,NUTS,2010,FRM0,2,30.2
2013,NUTS,2010,FRM0,2,28.4
2014,NUTS,2010,FRM0,2,26.6
2015,NUTS,2010,FRM0,2,25.3
2016,NUTS,2010,FRM0,2,33.2
2017,NUTS,2010,FRM0,2,33.3
2018,NUTS,2010,FRM0,2,25.2
2019,NUTS,2010,FRM0,2,27.9
2020,NUTS,2010,FRM0,2,38.5
2011,NUTS,2010,FRY,1,20.2
2012,NUTS,2010,FRY,1,21.3
2013,NUTS,2010,FRY,1,21.3
2014,NUTS,2010,FRY,1,20.5
2015,NUTS,2010,FRY,1,22.5
2016,NUTS,2010,FRY,1,22.2
2017,NUTS,2010,FRY,1,22.8
2018,NUTS,2010,FRY,1,22.9
2019,NUTS,2010,FRY,1,23.1
2020,NUTS,2010,FRY,1,23.3
2011,NUTS,2010,FRY1,2,21.1
2012,NUTS,2010,FRY1,2,21.7
2013,NUTS,2010,FRY1,2,22.5
2014,NUTS,2010,FRY1,2,20.9
2015,NUTS,2010,FRY1,2,23.1
2016,NUTS,2010,FRY1,2,22.6
2017,NUTS,2010,FRY1,2,24.0
2018,NUTS,2010,FRY1,2,22.9
2019,NUTS,2010,FRY1,2,24.8
2020,NUTS,2010,FRY1,2,25.0
2011,NUTS,2010,FRY2,2,22.1
2012,NUTS,2010,FRY2,2,23.8
2013,NUTS,2010,FRY2,2,23.7
2014,NUTS,2010,FRY2,2,24.0
2015,NUTS,2010,FRY2,2,26.9
2016,NUTS,2010,FRY2,2,26.2
2017,NUTS,2010,FRY2,2,27.2
2018,NUTS,2010,FRY2,2,28.2
2019,NUTS,2010,FRY2,2,27.4
2020,NUTS,2010,FRY2,2,28.8
2011,NUTS,2010,FRY3,2,18.3
2012,NUTS,2010,FRY3,2,18.7
2013,NUTS,2010,FRY3,2,20.3
2014,NUTS,2010,FRY3,2,18.9
2015,NUTS,2010,FRY3,2,20.1
2016,NUTS,2010,FRY3,2,20.1
2017,NUTS,2010,FRY3,2,20.7
2018,NUTS,2010,FRY3,2,21.0
2019,NUTS,2010,FRY3,2,22.2
2020,NUTS,2010,FRY3,2,20.7
2011,NUTS,2010,FRY4,2,19.2
2012,NUTS,2010,FRY4,2,20.4
2013,NUTS,2010,FRY4,2,21.4
2014,NUTS,2010,FRY4,2,21.0
2015,NUTS,2010,FRY4,2,23.3
2016,NUTS,2010,FRY4,2,22.7
2017,NUTS,2010,FRY4,2,23.2
2018,NUTS,2010,FRY4,2,23.5
2019,NUTS,2010,FRY4,2,23.4
2020,NUTS,2010,FRY4,2,23.8
2013,NUTS,2010,FRY5,2,13.2
2014,NUTS,2010,FRY5,2,11.3
2015,NUTS,2010,FRY5,2,11.6
2016,NUTS,2010,FRY5,2,12.8
2017,NUTS,2010,FRY5,2,13.1
2018,NUTS,2010,FRY5,2,12.5
2019,NUTS,2010,FRY5,2,12.5
2020,NUTS,2010,FRY5,2,11.8
2011,NUTS,2010,HR,0,19.6
2012,NUTS,2010,HR,0,20.3
2013,NUTS,2010,HR,0,22.2
2014,NUTS,2010,HR,0,23.2
2015,NUTS,2010,HR,0,24.6
2016,NUTS,2010,HR,0,24.8
2017,NUTS,2010,HR,0,25.4
2018,NUTS,2010,HR,0,26.7
2019,NUTS,2010,HR,0,26.8
2020,NUTS,2010,HR,0,26.9
2011,NUTS,2010,HR0,1,19.6
2012,NUTS,2010,HR0,1,20.3
2013,NUTS,2010,HR0,1,22.2
2014,NUTS,2010,HR0,1,23.2
2015,NUTS,2010,HR0,1,24.6
2016,NUTS,2010,HR0,1,24.8
2017,NUTS,2010,HR0,1,25.4
2018,NUTS,2010,HR0,1,26.7
2019,NUTS,2010,HR0,1,26.8
2020,NUTS,2010,HR0,1,26.9
2011,NUTS,2010,HR03,2,20.7
2012,NUTS,2010,HR03,2,21.4
2013,NUTS,2010,HR03,2,23.3
2014,NUTS,2010,HR03,2,24.2
2015,NUTS,2010,HR03,2,25.8
2016,NUTS,2010,HR03,2,24.3
2017,NUTS,2010,HR03,2,24.7
2018,NUTS,2010,HR03,2,26.9
2019,NUTS,2010,HR03,2,27.6
2020,NUTS,2010,HR03,2,26.3
2011,NUTS,2010,HR04,2,19.0
2012,NUTS,2010,HR04,2,19.8
2013,NUTS,2010,HR04,2,21.6
2014,NUTS,2010,HR04,2,22.7
2015,NUTS,2010,HR04,2,23.9
2016,NUTS,2010,HR04,2,25.0
2017,NUTS,2010,HR04,2,25.7
2018,NUTS,2010,HR04,2,26.6
2019,NUTS,2010,HR04,2,26.4
2020,NUTS,2010,HR04,2,27.2
2011,NUTS,2010,HU,0,22.9
2012,NUTS,2010,HU,0,24.0
2013,NUTS,2010,HU,0,24.7
2014,NUTS,2010,HU,0,25.5
2015,NUTS,2010,HU,0,26.0
2016,NUTS,2010,HU,0,26.0
2017,NUTS,2010,HU,0,26.5
2018,NUTS,2010,HU,0,27.3
2019,NUTS,2010,HU,0,28.3
2020,NUTS,2010,HU,0,29.7
2011,NUTS,2010,HU1,1,33.3
2012,NUTS,2010,HU1,1,34.5
2013,NUTS,2010,HU1,1,35.1
2014,NUTS,2010,HU1,1,36.8
2015,NUTS,2010,HU1,1,37.4
2016,NUTS,2010,HU1,1,37.4
2017,NUTS,2010,HU1,1,37.6
2018,NUTS,2010,HU1,1,38.9
2019,NUTS,2010,HU1,1,40.7
2020,NUTS,2010,HU1,1,43.6
2011,NUTS,2010,HU10,2,33.3
2012,NUTS,2010,HU10,2,34.5
2013,NUTS,2010,HU11,2,41.9
2014,NUTS,2010,HU11,2,44.0
2015,NUTS,2010,HU11,2,44.3
2016,NUTS,2010,HU11,2,44.0
2017,NUTS,2010,HU11,2,44.5
2018,NUTS,2010,HU11,2,46.9
2019,NUTS,2010,HU11,2,48.3
2020,NUTS,2010,HU11,2,51.5
2013,NUTS,2010,HU12,2,25.5
2014,NUTS,2010,HU12,2,26.6
2015,NUTS,2010,HU12,2,27.7
2016,NUTS,2010,HU12,2,28.0
2017,NUTS,2010,HU12,2,28.1
2018,NUTS,2010,HU12,2,28.1
2019,NUTS,2010,HU12,2,30.3
2020,NUTS,2010,HU12,2,33.2
2011,NUTS,2010,HU2,1,19.5
2012,NUTS,2010,HU2,1,20.6
2013,NUTS,2010,HU2,1,21.0
2014,NUTS,2010,HU2,1,21.7
2015,NUTS,2010,HU2,1,22.4
2016,NUTS,2010,HU2,1,22.0
2017,NUTS,2010,HU2,1,22.7
2018,NUTS,2010,HU2,1,22.8
2019,NUTS,2010,HU2,1,24.0
2020,NUTS,2010,HU2,1,25.2
2011,NUTS,2010,HU21,2,19.3
2012,NUTS,2010,HU21,2,21.2
2013,NUTS,2010,HU21,2,21.4
2014,NUTS,2010,HU21,2,21.3
2015,NUTS,2010,HU21,2,22.2
2016,NUTS,2010,HU21,2,21.9
2017,NUTS,2010,HU21,2,23.4
2018,NUTS,2010,HU21,2,23.4
2019,NUTS,2010,HU21,2,25.2
2020,NUTS,2010,HU21,2,25.9
2011,NUTS,2010,HU22,2,20.2
2012,NUTS,2010,HU22,2,20.8
2013,NUTS,2010,HU22,2,21.3
2014,NUTS,2010,HU22,2,23.1
2015,NUTS,2010,HU22,2,23.5
2016,NUTS,2010,HU22,2,22.9
2017,NUTS,2010,HU22,2,24.1
2018,NUTS,2010,HU22,2,23.9
2019,NUTS,2010,HU22,2,25.0
2020,NUTS,2010,HU22,2,27.7
2011,NUTS,2010,HU23,2,18.9
2012,NUTS,2010,HU23,2,19.7
2013,NUTS,2010,HU23,2,20.0
2014,NUTS,2010,HU23,2,20.7
2015,NUTS,2010,HU23,2,21.3
2016,NUTS,2010,HU23,2,21.3
2017,NUTS,2010,HU23,2,20.2
2018,NUTS,2010,HU23,2,20.7
2019,NUTS,2010,HU23,2,21.3
2020,NUTS,2010,HU23,2,21.5
2011,NUTS,2010,HU3,1,18.0
2012,NUTS,2010,HU3,1,18.9
2013,NUTS,2010,HU3,1,19.7
2014,NUTS,2010,HU3,1,19.9
2015,NUTS,2010,HU3,1,19.9
2016,NUTS,2010,HU3,1,20.3
2017,NUTS,2010,HU3,1,20.8
2018,NUTS,2010,HU3,1,21.8
2019,NUTS,2010,HU3,1,21.7
2020,NUTS,2010,HU3,1,22.2
2011,NUTS,2010,HU31,2,17.7
2012,NUTS,2010,HU31,2,17.8
2013,NUTS,2010,HU31,2,18.5
2014,NUTS,2010,HU31,2,19.2
2015,NUTS,2010,HU31,2,20.0
2016,NUTS,2010,HU31,2,19.9
2017,NUTS,2010,HU31,2,21.1
2018,NUTS,2010,HU31,2,21.1
2019,NUTS,2010,HU31,2,20.5
2020,NUTS,2010,HU31,2,20.8
2011,NUTS,2010,HU32,2,17.8
2012,NUTS,2010,HU32,2,18.8
2013,NUTS,2010,HU32,2,20.1
2014,NUTS,2010,HU32,2,20.1
2015,NUTS,2010,HU32,2,19.0
2016,NUTS,2010,HU32,2,19.6
2017,NUTS,2010,HU32,2,20.2
2018,NUTS,2010,HU32,2,21.2
2019,NUTS,2010,HU32,2,21.4
2020,NUTS,2010,HU32,2,21.4
2011,NUTS,2010,HU33,2,18.4
2012,NUTS,2010,HU33,2,20.1
2013,NUTS,2010,HU33,2,20.4
2014,NUTS,2010,HU33,2,20.4
2015,NUTS,2010,HU33,2,21.0
2016,NUTS,2010,HU33,2,21.5
2017,NUTS,2010,HU33,2,21.4
2018,NUTS,2010,HU33,2,23.0
2019,NUTS,2010,HU33,2,23.2
2020,NUTS,2010,HU33,2,24.2
2011,NUTS,2010,IE,0,35.9
2012,NUTS,2010,IE,0,37.3
2013,NUTS,2010,IE,0,38.4
2014,NUTS,2010,IE,0,39.1
2015,NUTS,2010,IE,0,39.7
2016,NUTS,2010,IE,0,40.4
2017,NUTS,2010,IE,0,41.4
2018,NUTS,2010,IE,0,41.6
2019,NUTS,2010,IE,0,42.3
2020,NUTS,2010,IE,0,44.0
2011,NUTS,2010,IE0,1,35.9
2012,NUTS,2010,IE0,1,37.3
2013,NUTS,2010,IE0,1,38.4
2014,NUTS,2010,IE0,1,39.1
2015,NUTS,2010,IE0,1,39.7
2016,NUTS,2010,IE0,1,40.4
2017,NUTS,2010,IE0,1,41.4
2018,NUTS,2010,IE0,1,41.6
2019,NUTS,2010,IE0,1,42.3
2020,NUTS,2010,IE0,1,44.0
2011,NUTS,2010,IE01,2,31.0
2011,NUTS,2010,IE02,2,37.7
2012,NUTS,2010,IE04,2,32.2
2013,NUTS,2010,IE04,2,34.3
2014,NUTS,2010,IE04,2,34.7
2015,NUTS,2010,IE04,2,34.1
2016,NUTS,2010,IE04,2,34.9
2017,NUTS,2010,IE04,2,36.5
2018,NUTS,2010,IE04,2,35.5
2019,NUTS,2010,IE04,2,37.9
2020,NUTS,2010,IE04,2,40.4
2012,NUTS,2010,IE05,2,34.1
2013,NUTS,2010,IE05,2,35.0
2014,NUTS,2010,IE05,2,34.7
2015,NUTS,2010,IE05,2,35.7
2016,NUTS,2010,IE05,2,36.6
2017,NUTS,2010,IE05,2,38.1
2018,NUTS,2010,IE05,2,37.9
2019,NUTS,2010,IE05,2,38.0
2020,NUTS,2010,IE05,2,39.4
2012,NUTS,2010,IE06,2,41.4
2013,NUTS,2010,IE06,2,42.3
2014,NUTS,2010,IE06,2,43.7
2015,NUTS,2010,IE06,2,44.4
2016,NUTS,2010,IE06,2,44.9
2017,NUTS,2010,IE06,2,45.4
2018,NUTS,2010,IE06,2,46.3
2019,NUTS,2010,IE06,2,46.6
2020,NUTS,2010,IE06,2,48.3
2011,NUTS,2010,IS,0,38.3
2012,NUTS,2010,IS,0,38.4
2013,NUTS,2010,IS,0,39.8
2014,NUTS,2010,IS,0,40.9
2015,NUTS,2010,IS,0,42.1
2016,NUTS,2010,IS,0,44.2
2017,NUTS,2010,IS,0,44.3
2018,NUTS,2010,IS,0,45.3
2019,NUTS,2010,IS,0,45.1
2020,NUTS,2010,IS,0,44.6
2011,NUTS,2010,IS0,1,38.3
2012,NUTS,2010,IS0,1,38.4
2013,NUTS,2010,IS0,1,39.8
2014,NUTS,2010,IS0,1,40.9
2015,NUTS,2010,IS0,1,42.1
2016,NUTS,2010,IS0,1,44.2
2017,NUTS,2010,IS0,1,44.3
2018,NUTS,2010,IS0,1,45.3
2019,NUTS,2010,IS0,1,45.1
2020,NUTS,2010,IS0,1,44.6
2011,NUTS,2010,IS00,2,38.3
2012,NUTS,2010,IS00,2,38.4
2013,NUTS,2010,IS00,2,39.8
2014,NUTS,2010,IS00,2,40.9
2015,NUTS,2010,IS00,2,42.1
2016,NUTS,2010,IS00,2,44.2
2017,NUTS,2010,IS00,2,44.3
2018,NUTS,2010,IS00,2,45.3
2019,NUTS,2010,IS00,2,45.1
2020,NUTS,2010,IS00,2,44.6
2011,NUTS,2010,IT,0,20.8
2012,NUTS,2010,IT,0,21.3
2013,NUTS,2010,IT,0,21.5
2014,NUTS,2010,IT,0,21.9
2015,NUTS,2010,IT,0,22.4
2016,NUTS,2010,IT,0,22.7
2017,NUTS,2010,IT,0,23.4
2018,NUTS,2010,IT,0,24.1
2019,NUTS,2010,IT,0,24.4
2020,NUTS,2010,IT,0,24.5
2011,NUTS,2010,ITC,1,23.9
2012,NUTS,2010,ITC,1,24.1
2013,NUTS,2010,ITC,1,24.7
2014,NUTS,2010,ITC,1,24.8
2015,NUTS,2010,ITC,1,25.6
2016,NUTS,2010,ITC,1,25.8
2017,NUTS,2010,ITC,1,26.9
2018,NUTS,2010,ITC,1,28.1
2019,NUTS,2010,ITC,1,28.1
2020,NUTS,2010,ITC,1,28.0
2011,NUTS,2010,ITC1,2,21.8
2012,NUTS,2010,ITC1,2,21.9
2013,NUTS,2010,ITC1,2,22.9
2014,NUTS,2010,ITC1,2,23.3
2015,NUTS,2010,ITC1,2,23.8
2016,NUTS,2010,ITC1,2,23.8
2017,NUTS,2010,ITC1,2,24.9
2018,NUTS,2010,ITC1,2,26.5
2019,NUTS,2010,ITC1,2,26.8
2020,NUTS,2010,ITC1,2,26.4
2011,NUTS,2010,ITC2,2,20.2
2012,NUTS,2010,ITC2,2,21.5
2013,NUTS,2010,ITC2,2,22.0
2014,NUTS,2010,ITC2,2,21.1
2015,NUTS,2010,ITC2,2,21.0
2016,NUTS,2010,ITC2,2,21.6
2017,NUTS,2010,ITC2,2,23.6
2018,NUTS,2010,ITC2,2,24.0
2019,NUTS,2010,ITC2,2,23.7
2020,NUTS,2010,ITC2,2,23.2
2011,NUTS,2010,ITC3,2,24.2
2012,NUTS,2010,ITC3,2,24.3
2013,NUTS,2010,ITC3,2,24.8
2014,NUTS,2010,ITC3,2,24.6
2015,NUTS,2010,ITC3,2,24.7
2016,NUTS,2010,ITC3,2,25.0
2017,NUTS,2010,ITC3,2,25.5
2018,NUTS,2010,ITC3,2,27.9
2019,NUTS,2010,ITC3,2,27.2
2020,NUTS,2010,ITC3,2,26.2
2011,NUTS,2010,ITC4,2,24.8
2012,NUTS,2010,ITC4,2,25.1
2013,NUTS,2010,ITC4,2,25.5
2014,NUTS,2010,ITC4,2,25.5
2015,NUTS,2010,ITC4,2,26.6
2016,NUTS,2010,ITC4,2,26.9
2017,NUTS,2010,ITC4,2,28.0
2018,NUTS,2010,ITC4,2,28.8
2019,NUTS,2010,ITC4,2,28.8
2020,NUTS,2010,ITC4,2,29.1
2011,NUTS,2010,ITF,1,16.0
2012,NUTS,2010,ITF,1,16.7
2013,NUTS,2010,ITF,1,16.9
2014,NUTS,2010,ITF,1,17.1
2015,NUTS,2010,ITF,1,17.1
2016,NUTS,2010,ITF,1,17.4
2017,NUTS,2010,ITF,1,17.8
2018,NUTS,2010,ITF,1,18.0
2019,NUTS,2010,ITF,1,18.4
2020,NUTS,2010,ITF,1,18.7
2011,NUTS,2010,ITF1,2,22.1
2012,NUTS,2010,ITF1,2,22.7
2013,NUTS,2010,ITF1,2,23.0
2014,NUTS,2010,ITF1,2,21.5
2015,NUTS,2010,ITF1,2,21.5
2016,NUTS,2010,ITF1,2,22.1
2017,NUTS,2010,ITF1,2,22.9
2018,NUTS,2010,ITF1,2,24.1
2019,NUTS,2010,ITF1,2,24.3
2020,NUTS,2010,ITF1,2,25.2
2011,NUTS,2010,ITF2,2,17.9
2012,NUTS,2010,ITF2,2,20.0
2013,NUTS,2010,ITF2,2,19.6
2014,NUTS,2010,ITF2,2,20.2
2015,NUTS,2010,ITF2,2,21.7
2016,NUTS,2010,ITF2,2,22.5
2017,NUTS,2010,ITF2,2,23.4
2018,NUTS,2010,ITF2,2,23.3
2019,NUTS,2010,ITF2,2,23.5
2020,NUTS,2010,ITF2,2,23.3
2011,NUTS,2010,ITF3,2,15.3
2012,NUTS,2010,ITF3,2,16.4
2013,NUTS,2010,ITF3,2,16.7
2014,NUTS,2010,ITF3,2,16.7
2015,NUTS,2010,ITF3,2,16.7
2016,NUTS,2010,ITF3,2,17.3
2017,NUTS,2010,ITF3,2,17.7
2018,NUTS,2010,ITF3,2,17.7
2019,NUTS,2010,ITF3,2,17.9
2020,NUTS,2010,ITF3,2,18.2
2011,NUTS,2010,ITF4,2,14.9
2012,NUTS,2010,ITF4,2,15.2
2013,NUTS,2010,ITF4,2,15.4
2014,NUTS,2010,ITF4,2,15.9
2015,NUTS,2010,ITF4,2,15.7
2016,NUTS,2010,ITF4,2,15.6
2017,NUTS,2010,ITF4,2,16.2
2018,NUTS,2010,ITF4,2,16.6
2019,NUTS,2010,ITF4,2,17.1
2020,NUTS,2010,ITF4,2,17.6
2011,NUTS,2010,ITF5,2,16.1
2012,NUTS,2010,ITF5,2,17.5
2013,NUTS,2010,ITF5,2,18.4
2014,NUTS,2010,ITF5,2,18.6
2015,NUTS,2010,ITF5,2,19.2
2016,NUTS,2010,ITF5,2,19.4
2017,NUTS,2010,ITF5,2,19.5
2018,NUTS,2010,ITF5,2,19.1
2019,NUTS,2010,ITF5,2,20.3
2020,NUTS,2010,ITF5,2,20.6
2011,NUTS,2010,ITF6,2,15.8
2012,NUTS,2010,ITF6,2,16.2
2013,NUTS,2010,ITF6,2,15.4
2014,NUTS,2010,ITF6,2,16.6
2015,NUTS,2010,ITF6,2,17.1
2016,NUTS,2010,ITF6,2,17.0
2017,NUTS,2010,ITF6,2,16.8
2018,NUTS,2010,ITF6,2,16.7
2019,NUTS,2010,ITF6,2,17.6
2020,NUTS,2010,ITF6,2,17.1
2011,NUTS,2010,ITG,1,15.2
2012,NUTS,2010,ITG,1,15.8
2013,NUTS,2010,ITG,1,15.9
2014,NUTS,2010,ITG,1,15.7
2015,NUTS,2010,ITG,1,16.3
2016,NUTS,2010,ITG,1,16.4
2017,NUTS,2010,ITG,1,16.8
2018,NUTS,2010,ITG,1,16.9
2019,NUTS,2010,ITG,1,17.3
2020,NUTS,2010,ITG,1,17.6
2011,NUTS,2010,ITG1,2,14.5
2012,NUTS,2010,ITG1,2,15.1
2013,NUTS,2010,ITG1,2,15.4
2014,NUTS,2010,ITG1,2,15.5
2015,NUTS,2010,ITG1,2,15.8
2016,NUTS,2010,ITG1,2,15.6
2017,NUTS,2010,ITG1,2,16.0
2018,NUTS,2010,ITG1,2,16.3
2019,NUTS,2010,ITG1,2,16.4
2020,NUTS,2010,ITG1,2,16.9
2011,NUTS,2010,ITG2,2,17.0
2012,NUTS,2010,ITG2,2,17.7
2013,NUTS,2010,ITG2,2,17.3
2014,NUTS,2010,ITG2,2,16.2
2015,NUTS,2010,ITG2,2,17.9
2016,NUTS,2010,ITG2,2,18.8
2017,NUTS,2010,ITG2,2,19.2
2018,NUTS,2010,ITG2,2,18.6
2019,NUTS,2010,ITG2,2,20.0
2020,NUTS,2010,ITG2,2,20.0
2011,NUTS,2010,ITH,1,23.0
2012,NUTS,2010,ITH,1,23.4
2013,NUTS,2010,ITH,1,23.2
2014,NUTS,2010,ITH,1,23.8
2015,NUTS,2010,ITH,1,24.6
2016,NUTS,2010,ITH,1,25.4
2017,NUTS,2010,ITH,1,26.1
2018,NUTS,2010,ITH,1,26.7
