year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_pc_act_fte_f
2011,NUTS,2010,ES7,1,0.0187
2012,NUTS,2010,ES7,1,0.0201
2013,NUTS,2010,ES7,1,0.0186
2014,NUTS,2010,ES7,1,0.0165
2015,NUTS,2010,ES7,1,0.0159
2016,NUTS,2010,ES7,1,0.018
2017,NUTS,2010,ES7,1,0.0187
2018,NUTS,2010,ES7,1,0.0312
2019,NUTS,2010,ES7,1,0.0243
2011,NUTS,2010,ES70,2,0.0187
2012,NUTS,2010,ES70,2,0.0201
2013,NUTS,2010,ES70,2,0.0186
2014,NUTS,2010,ES70,2,0.0165
2015,NUTS,2010,ES70,2,0.0159
2016,NUTS,2010,ES70,2,0.018
2017,NUTS,2010,ES70,2,0.0187
2018,NUTS,2010,ES70,2,0.0312
2019,NUTS,2010,ES70,2,0.0243
2011,NUTS,2010,FR,0,0.2138
2012,NUTS,2010,FR,0,0.225
2013,NUTS,2010,FR,0,0.2332
2014,NUTS,2010,FR,0,0.2321
2016,NUTS,2010,FR,0,0.251
2017,NUTS,2010,FR,0,0.2736
2011,NUTS,2010,FR1,1,0.5
2012,NUTS,2010,FR1,1,0.5157
2013,NUTS,2010,FR1,1,0.5309
2011,NUTS,2010,FR10,2,0.5
2012,NUTS,2010,FR10,2,0.5157
2013,NUTS,2010,FR10,2,0.5309
2011,NUTS,2010,FR2,1,0.1058
2012,NUTS,2010,FR2,1,0.11
2013,NUTS,2010,FR2,1,0.1119
2011,NUTS,2010,FR21,2,0.0649
2012,NUTS,2010,FR21,2,0.0667
2013,NUTS,2010,FR21,2,0.0628
2011,NUTS,2010,FR22,2,0.0983
2012,NUTS,2010,FR22,2,0.1059
2013,NUTS,2010,FR22,2,0.1234
2011,NUTS,2010,FR23,2,0.1331
2012,NUTS,2010,FR23,2,0.1368
2013,NUTS,2010,FR23,2,0.1497
2011,NUTS,2010,FR24,2,0.1245
2012,NUTS,2010,FR24,2,0.1211
2013,NUTS,2010,FR24,2,0.1286
2011,NUTS,2010,FR25,2,0.0936
2012,NUTS,2010,FR25,2,0.1042
2013,NUTS,2010,FR25,2,0.0832
2011,NUTS,2010,FR26,2,0.0987
2012,NUTS,2010,FR26,2,0.1064
2013,NUTS,2010,FR26,2,0.0942
2011,NUTS,2010,FR3,1,0.0684
2012,NUTS,2010,FR3,1,0.0721
2013,NUTS,2010,FR3,1,0.0672
2011,NUTS,2010,FR30,2,0.0684
2012,NUTS,2010,FR30,2,0.0721
2013,NUTS,2010,FR30,2,0.0672
2011,NUTS,2010,FR4,1,0.1039
2012,NUTS,2010,FR4,1,0.104
2013,NUTS,2010,FR4,1,0.1088
2011,NUTS,2010,FR41,2,0.0515
2012,NUTS,2010,FR41,2,0.0492
2013,NUTS,2010,FR41,2,0.054
2011,NUTS,2010,FR42,2,0.1336
2012,NUTS,2010,FR42,2,0.1387
2013,NUTS,2010,FR42,2,0.1409
2011,NUTS,2010,FR43,2,0.1578
2012,NUTS,2010,FR43,2,0.1538
2013,NUTS,2010,FR43,2,0.1604
2011,NUTS,2010,FR5,1,0.1169
2012,NUTS,2010,FR5,1,0.1257
2013,NUTS,2010,FR5,1,0.126
2011,NUTS,2010,FR51,2,0.1055
2012,NUTS,2010,FR51,2,0.1084
2013,NUTS,2010,FR51,2,0.1088
2011,NUTS,2010,FR52,2,0.1683
2012,NUTS,2010,FR52,2,0.1845
2013,NUTS,2010,FR52,2,0.1794
2011,NUTS,2010,FR53,2,0.0473
2012,NUTS,2010,FR53,2,0.0567
2013,NUTS,2010,FR53,2,0.0647
2011,NUTS,2010,FR6,1,0.2244
2012,NUTS,2010,FR6,1,0.2495
2013,NUTS,2010,FR6,1,0.2533
2011,NUTS,2010,FR61,2,0.1179
2012,NUTS,2010,FR61,2,0.1249
2013,NUTS,2010,FR61,2,0.1215
2011,NUTS,2010,FR62,2,0.3789
2012,NUTS,2010,FR62,2,0.4311
2013,NUTS,2010,FR62,2,0.4499
2011,NUTS,2010,FR63,2,0.0561
2012,NUTS,2010,FR63,2,0.0679
2013,NUTS,2010,FR63,2,0.0586
2011,NUTS,2010,FR7,1,0.2558
2012,NUTS,2010,FR7,1,0.2637
2013,NUTS,2010,FR7,1,0.2689
2011,NUTS,2010,FR71,2,0.2895
2012,NUTS,2010,FR71,2,0.297
2013,NUTS,2010,FR71,2,0.3019
2011,NUTS,2010,FR72,2,0.0952
2012,NUTS,2010,FR72,2,0.1014
2013,NUTS,2010,FR72,2,0.1047
2011,NUTS,2010,FR8,1,0.1517
2012,NUTS,2010,FR8,1,0.1704
2013,NUTS,2010,FR8,1,0.194
2011,NUTS,2010,FR81,2,0.1222
2012,NUTS,2010,FR81,2,0.1449
2013,NUTS,2010,FR81,2,0.1493
2011,NUTS,2010,FR82,2,0.1721
2012,NUTS,2010,FR82,2,0.1891
2013,NUTS,2010,FR82,2,0.2232
2011,NUTS,2010,FR83,2,0.0321
2012,NUTS,2010,FR83,2,0.008
2013,NUTS,2010,FR83,2,0.0132
2011,NUTS,2010,FRA,1,0.0056
2012,NUTS,2010,FRA,1,0.0061
2013,NUTS,2010,FRA,1,0.0111
2011,NUTS,2010,HR,0,0.0618
2012,NUTS,2010,HR,0,0.0644
2013,NUTS,2010,HR,0,0.0524
2014,NUTS,2010,HR,0,0.0474
2015,NUTS,2010,HR,0,0.0528
2016,NUTS,2010,HR,0,0.0797
2017,NUTS,2010,HR,0,0.0723
2018,NUTS,2010,HR,0,0.0812
2019,NUTS,2010,HR,0,0.0865
2020,NUTS,2010,HR,0,0.0914
2011,NUTS,2010,HR0,1,0.0603
2012,NUTS,2010,HR0,1,0.0631
2013,NUTS,2010,HR0,1,0.0516
2014,NUTS,2010,HR0,1,0.0467
2015,NUTS,2010,HR0,1,0.0521
2016,NUTS,2010,HR0,1,0.0789
2017,NUTS,2010,HR0,1,0.0715
2018,NUTS,2010,HR0,1,0.0802
2019,NUTS,2010,HR0,1,0.0853
2020,NUTS,2010,HR0,1,0.0903
2011,NUTS,2010,HR03,2,0.0076
2012,NUTS,2010,HR03,2,0.0082
2013,NUTS,2010,HR03,2,0.0088
2014,NUTS,2010,HR03,2,0.0038
2015,NUTS,2010,HR03,2,0.0062
2016,NUTS,2010,HR03,2,0.0161
2017,NUTS,2010,HR03,2,0.0146
2018,NUTS,2010,HR03,2,0.0139
2019,NUTS,2010,HR03,2,0.0178
2020,NUTS,2010,HR03,2,0.0192
2011,NUTS,2010,HR04,2,0.0843
2012,NUTS,2010,HR04,2,0.0882
2013,NUTS,2010,HR04,2,0.071
2014,NUTS,2010,HR04,2,0.0679
2015,NUTS,2010,HR04,2,0.0749
2016,NUTS,2010,HR04,2,0.1086
2017,NUTS,2010,HR04,2,0.0991
2018,NUTS,2010,HR04,2,0.1122
2019,NUTS,2010,HR04,2,0.1174
2011,NUTS,2010,HU,0,0.1215
2012,NUTS,2010,HU,0,0.1222
2013,NUTS,2010,HU,0,0.123
2014,NUTS,2010,HU,0,0.129
2015,NUTS,2010,HU,0,0.1266
2016,NUTS,2010,HU,0,0.1237
2017,NUTS,2010,HU,0,0.1433
2018,NUTS,2010,HU,0,0.1719
2019,NUTS,2010,HU,0,0.183
2011,NUTS,2010,HU1,1,0.2825
2012,NUTS,2010,HU1,1,0.2809
2013,NUTS,2010,HU1,1,0.285
2014,NUTS,2010,HU1,1,0.3134
2015,NUTS,2010,HU1,1,0.3149
2016,NUTS,2010,HU1,1,0.3059
2017,NUTS,2010,HU1,1,0.3515
2018,NUTS,2010,HU1,1,0.4231
2019,NUTS,2010,HU1,1,0.4329
2011,NUTS,2010,HU10,2,0.2825
2012,NUTS,2010,HU10,2,0.2809
2013,NUTS,2010,HU10,2,0.285
2014,NUTS,2010,HU10,2,0.3134
2015,NUTS,2010,HU10,2,0.3149
2016,NUTS,2010,HU10,2,0.3059
2017,NUTS,2010,HU11,2,0.5341
2018,NUTS,2010,HU11,2,0.6388
2019,NUTS,2010,HU11,2,0.6741
2017,NUTS,2010,HU12,2,0.065
2018,NUTS,2010,HU12,2,0.0952
2019,NUTS,2010,HU12,2,0.0842
2011,NUTS,2010,HU2,1,0.0486
2012,NUTS,2010,HU2,1,0.0487
2013,NUTS,2010,HU2,1,0.0534
2014,NUTS,2010,HU2,1,0.0464
2015,NUTS,2010,HU2,1,0.042
2016,NUTS,2010,HU2,1,0.0384
2017,NUTS,2010,HU2,1,0.0517
2018,NUTS,2010,HU2,1,0.0649
2019,NUTS,2010,HU2,1,0.0813
2011,NUTS,2010,HU21,2,0.0544
2012,NUTS,2010,HU21,2,0.0579
2013,NUTS,2010,HU21,2,0.0665
2014,NUTS,2010,HU21,2,0.0607
2015,NUTS,2010,HU21,2,0.054
2016,NUTS,2010,HU21,2,0.0544
2017,NUTS,2010,HU21,2,0.0701
2018,NUTS,2010,HU21,2,0.0807
2019,NUTS,2010,HU21,2,0.1031
2011,NUTS,2010,HU22,2,0.0407
2012,NUTS,2010,HU22,2,0.0408
2013,NUTS,2010,HU22,2,0.0504
2014,NUTS,2010,HU22,2,0.042
2015,NUTS,2010,HU22,2,0.0372
2016,NUTS,2010,HU22,2,0.0316
2017,NUTS,2010,HU22,2,0.0414
2018,NUTS,2010,HU22,2,0.0489
2019,NUTS,2010,HU22,2,0.0685
2011,NUTS,2010,HU23,2,0.0504
2012,NUTS,2010,HU23,2,0.0465
2013,NUTS,2010,HU23,2,0.0405
2014,NUTS,2010,HU23,2,0.034
2015,NUTS,2010,HU23,2,0.0322
2016,NUTS,2010,HU23,2,0.0268
2017,NUTS,2010,HU23,2,0.0408
2018,NUTS,2010,HU23,2,0.0644
2019,NUTS,2010,HU23,2,0.069
2011,NUTS,2010,HU3,1,0.0654
2012,NUTS,2010,HU3,1,0.0635
2013,NUTS,2010,HU3,1,0.0596
2014,NUTS,2010,HU3,1,0.0541
2015,NUTS,2010,HU3,1,0.0515
2016,NUTS,2010,HU3,1,0.0511
2017,NUTS,2010,HU3,1,0.0566
2018,NUTS,2010,HU3,1,0.065
2019,NUTS,2010,HU3,1,0.0666
2011,NUTS,2010,HU31,2,0.0452
2012,NUTS,2010,HU31,2,0.0403
2013,NUTS,2010,HU31,2,0.0455
2014,NUTS,2010,HU31,2,0.0364
2015,NUTS,2010,HU31,2,0.0346
2016,NUTS,2010,HU31,2,0.0314
2017,NUTS,2010,HU31,2,0.0353
2018,NUTS,2010,HU31,2,0.04
2019,NUTS,2010,HU31,2,0.0513
2011,NUTS,2010,HU32,2,0.0759
2012,NUTS,2010,HU32,2,0.0745
2013,NUTS,2010,HU32,2,0.0614
2014,NUTS,2010,HU32,2,0.0498
2015,NUTS,2010,HU32,2,0.057
2016,NUTS,2010,HU32,2,0.0553
2017,NUTS,2010,HU32,2,0.0614
2018,NUTS,2010,HU32,2,0.0666
2019,NUTS,2010,HU32,2,0.0557
2011,NUTS,2010,HU33,2,0.0717
2012,NUTS,2010,HU33,2,0.0714
2013,NUTS,2010,HU33,2,0.0694
2014,NUTS,2010,HU33,2,0.0742
2015,NUTS,2010,HU33,2,0.0595
2016,NUTS,2010,HU33,2,0.0629
2017,NUTS,2010,HU33,2,0.0695
2018,NUTS,2010,HU33,2,0.0853
2019,NUTS,2010,HU33,2,0.0921
2011,NUTS,2010,IE,0,0.2071
2013,NUTS,2010,IE,0,0.2462
2015,NUTS,2010,IE,0,0.271
2017,NUTS,2010,IE,0,0.305
2019,NUTS,2010,IE,0,0.3264
2011,NUTS,2010,IE0,1,0.2039
2013,NUTS,2010,IE0,1,0.2421
2015,NUTS,2010,IE0,1,0.2655
2017,NUTS,2010,IE0,1,0.2986
2013,NUTS,2010,IE01,2,0.2107
2015,NUTS,2010,IE01,2,0.2263
2017,NUTS,2010,IE01,2,0.3876
2013,NUTS,2010,IE02,2,0.2527
2015,NUTS,2010,IE02,2,0.2785
2017,NUTS,2010,IE02,2,0.286
2011,NUTS,2010,IS,0,0.3341
2011,NUTS,2010,IT,0,0.0812
2012,NUTS,2010,IT,0,0.0842
2013,NUTS,2010,IT,0,0.0902
2014,NUTS,2010,IT,0,0.0929
2015,NUTS,2010,IT,0,0.1084
2016,NUTS,2010,IT,0,0.1167
2017,NUTS,2010,IT,0,0.1256
2018,NUTS,2010,IT,0,0.1503
2019,NUTS,2010,IT,0,0.1644
2011,NUTS,2010,ITC,1,0.1199
2012,NUTS,2010,ITC,1,0.125
2013,NUTS,2010,ITC,1,0.1256
2014,NUTS,2010,ITC,1,0.1354
2015,NUTS,2010,ITC,1,0.1563
2016,NUTS,2010,ITC,1,0.1619
2017,NUTS,2010,ITC,1,0.1709
2018,NUTS,2010,ITC,1,0.1981
2019,NUTS,2010,ITC,1,0.2165
2011,NUTS,2010,ITC1,2,0.1126
2012,NUTS,2010,ITC1,2,0.1143
2013,NUTS,2010,ITC1,2,0.1219
2014,NUTS,2010,ITC1,2,0.1392
2015,NUTS,2010,ITC1,2,0.1587
2016,NUTS,2010,ITC1,2,0.1521
2017,NUTS,2010,ITC1,2,0.1645
2018,NUTS,2010,ITC1,2,0.1779
2019,NUTS,2010,ITC1,2,0.1928
2011,NUTS,2010,ITC2,2,0.0376
2012,NUTS,2010,ITC2,2,0.0403
2013,NUTS,2010,ITC2,2,0.0432
2014,NUTS,2010,ITC2,2,0.0444
2015,NUTS,2010,ITC2,2,0.0695
2016,NUTS,2010,ITC2,2,0.1116
2017,NUTS,2010,ITC2,2,0.0696
2018,NUTS,2010,ITC2,2,0.0691
2019,NUTS,2010,ITC2,2,0.0663
2011,NUTS,2010,ITC3,2,0.084
2012,NUTS,2010,ITC3,2,0.0833
2013,NUTS,2010,ITC3,2,0.0871
2014,NUTS,2010,ITC3,2,0.0778
2015,NUTS,2010,ITC3,2,0.0973
2016,NUTS,2010,ITC3,2,0.0951
2017,NUTS,2010,ITC3,2,0.0895
2018,NUTS,2010,ITC3,2,0.1121
2019,NUTS,2010,ITC3,2,0.1441
2011,NUTS,2010,ITC4,2,0.1301
2012,NUTS,2010,ITC4,2,0.1376
2013,NUTS,2010,ITC4,2,0.1341
2014,NUTS,2010,ITC4,2,0.1437
2015,NUTS,2010,ITC4,2,0.1653
2016,NUTS,2010,ITC4,2,0.1767
2017,NUTS,2010,ITC4,2,0.1868
2018,NUTS,2010,ITC4,2,0.2212
2019,NUTS,2010,ITC4,2,0.2394
2011,NUTS,2010,ITF,1,0.0347
2012,NUTS,2010,ITF,1,0.0437
2013,NUTS,2010,ITF,1,0.0457
2014,NUTS,2010,ITF,1,0.05
2015,NUTS,2010,ITF,1,0.063
2016,NUTS,2010,ITF,1,0.0649
2017,NUTS,2010,ITF,1,0.0648
2018,NUTS,2010,ITF,1,0.088
2019,NUTS,2010,ITF,1,0.1082
2011,NUTS,2010,ITF1,2,0.0621
2012,NUTS,2010,ITF1,2,0.033
2013,NUTS,2010,ITF1,2,0.0362
2014,NUTS,2010,ITF1,2,0.0261
2015,NUTS,2010,ITF1,2,0.0318
2016,NUTS,2010,ITF1,2,0.0417
2017,NUTS,2010,ITF1,2,0.0412
2018,NUTS,2010,ITF1,2,0.0541
2019,NUTS,2010,ITF1,2,0.0578
2011,NUTS,2010,ITF2,2,0.0044
2012,NUTS,2010,ITF2,2,0.006
2013,NUTS,2010,ITF2,2,0.0755
2014,NUTS,2010,ITF2,2,0.0564
2015,NUTS,2010,ITF2,2,0.1618
2016,NUTS,2010,ITF2,2,0.1544
2017,NUTS,2010,ITF2,2,0.1828
2018,NUTS,2010,ITF2,2,0.1996
2019,NUTS,2010,ITF2,2,0.3128
2011,NUTS,2010,ITF3,2,0.0498
2012,NUTS,2010,ITF3,2,0.0835
2013,NUTS,2010,ITF3,2,0.0734
2014,NUTS,2010,ITF3,2,0.0805
2015,NUTS,2010,ITF3,2,0.1006
2016,NUTS,2010,ITF3,2,0.0958
2017,NUTS,2010,ITF3,2,0.0852
2018,NUTS,2010,ITF3,2,0.1235
2019,NUTS,2010,ITF3,2,0.1594
2011,NUTS,2010,ITF4,2,0.0212
2012,NUTS,2010,ITF4,2,0.0202
2013,NUTS,2010,ITF4,2,0.0312
2014,NUTS,2010,ITF4,2,0.0435
2015,NUTS,2010,ITF4,2,0.044
2016,NUTS,2010,ITF4,2,0.0472
2017,NUTS,2010,ITF4,2,0.0579
2018,NUTS,2010,ITF4,2,0.0752
2019,NUTS,2010,ITF4,2,0.0865
2011,NUTS,2010,ITF5,2,0.0274
2012,NUTS,2010,ITF5,2,0.0153
2013,NUTS,2010,ITF5,2,0.0049
2014,NUTS,2010,ITF5,2,0.0078
2015,NUTS,2010,ITF5,2,0.0095
2016,NUTS,2010,ITF5,2,0.0149
2017,NUTS,2010,ITF5,2,0.0171
2018,NUTS,2010,ITF5,2,0.0329
2019,NUTS,2010,ITF5,2,0.0239
2011,NUTS,2010,ITF6,2,0.0067
2012,NUTS,2010,ITF6,2,0.008
2013,NUTS,2010,ITF6,2,0.0101
2014,NUTS,2010,ITF6,2,0.0097
2015,NUTS,2010,ITF6,2,0.0219
2016,NUTS,2010,ITF6,2,0.0335
2017,NUTS,2010,ITF6,2,0.0322
2018,NUTS,2010,ITF6,2,0.038
2019,NUTS,2010,ITF6,2,0.0332
2011,NUTS,2010,ITG,1,0.0288
2012,NUTS,2010,ITG,1,0.026
2013,NUTS,2010,ITG,1,0.0287
2014,NUTS,2010,ITG,1,0.0411
2015,NUTS,2010,ITG,1,0.0295
2016,NUTS,2010,ITG,1,0.0326
2017,NUTS,2010,ITG,1,0.0378
2018,NUTS,2010,ITG,1,0.0468
2019,NUTS,2010,ITG,1,0.0557
2011,NUTS,2010,ITG1,2,0.0367
2012,NUTS,2010,ITG1,2,0.0315
2013,NUTS,2010,ITG1,2,0.0364
2014,NUTS,2010,ITG1,2,0.0541
2015,NUTS,2010,ITG1,2,0.0345
2016,NUTS,2010,ITG1,2,0.0373
2017,NUTS,2010,ITG1,2,0.0424
2018,NUTS,2010,ITG1,2,0.0535
2019,NUTS,2010,ITG1,2,0.0662
2011,NUTS,2010,ITG2,2,0.0118
2012,NUTS,2010,ITG2,2,0.0142
2013,NUTS,2010,ITG2,2,0.0115
2014,NUTS,2010,ITG2,2,0.0125
2015,NUTS,2010,ITG2,2,0.0189
2016,NUTS,2010,ITG2,2,0.022
2017,NUTS,2010,ITG2,2,0.0271
2018,NUTS,2010,ITG2,2,0.0316
2019,NUTS,2010,ITG2,2,0.0331
2011,NUTS,2010,ITH,1,0.0898
2012,NUTS,2010,ITH,1,0.0868
2013,NUTS,2010,ITH,1,0.0989
2014,NUTS,2010,ITH,1,0.0934
2015,NUTS,2010,ITH,1,0.1062
2016,NUTS,2010,ITH,1,0.1225
2017,NUTS,2010,ITH,1,0.1388
2018,NUTS,2010,ITH,1,0.1587
2019,NUTS,2010,ITH,1,0.1589
2011,NUTS,2010,ITH1,2,0.059
2012,NUTS,2010,ITH1,2,0.031
2013,NUTS,2010,ITH1,2,0.0366
2014,NUTS,2010,ITH1,2,0.0463
2015,NUTS,2010,ITH1,2,0.046
2016,NUTS,2010,ITH1,2,0.0736
2017,NUTS,2010,ITH1,2,0.0588
2018,NUTS,2010,ITH1,2,0.0622
2019,NUTS,2010,ITH1,2,0.0583
2011,NUTS,2010,ITH2,2,0.0573
2012,NUTS,2010,ITH2,2,0.0675
2013,NUTS,2010,ITH2,2,0.0747
2014,NUTS,2010,ITH2,2,0.0762
2015,NUTS,2010,ITH2,2,0.0757
2016,NUTS,2010,ITH2,2,0.0977
2017,NUTS,2010,ITH2,2,0.1025
2018,NUTS,2010,ITH2,2,0.1189
2019,NUTS,2010,ITH2,2,0.1226
2011,NUTS,2010,ITH3,2,0.0829
2012,NUTS,2010,ITH3,2,0.0776
2013,NUTS,2010,ITH3,2,0.0822
2014,NUTS,2010,ITH3,2,0.0782
2015,NUTS,2010,ITH3,2,0.0758
2016,NUTS,2010,ITH3,2,0.094
2017,NUTS,2010,ITH3,2,0.1066
2018,NUTS,2010,ITH3,2,0.1202
2019,NUTS,2010,ITH3,2,0.1236
2011,NUTS,2010,ITH4,2,0.0858
2012,NUTS,2010,ITH4,2,0.0996
2013,NUTS,2010,ITH4,2,0.0885
2014,NUTS,2010,ITH4,2,0.0798
2015,NUTS,2010,ITH4,2,0.0745
2016,NUTS,2010,ITH4,2,0.0768
2017,NUTS,2010,ITH4,2,0.1052
2018,NUTS,2010,ITH4,2,0.1141
2019,NUTS,2010,ITH4,2,0.117
2011,NUTS,2010,ITH5,2,0.1052
2012,NUTS,2010,ITH5,2,0.1016
2013,NUTS,2010,ITH5,2,0.1284
2014,NUTS,2010,ITH5,2,0.1202
2015,NUTS,2010,ITH5,2,0.1557
2016,NUTS,2010,ITH5,2,0.1708
2017,NUTS,2010,ITH5,2,0.1941
2018,NUTS,2010,ITH5,2,0.2264
2019,NUTS,2010,ITH5,2,0.2221
2011,NUTS,2010,ITI,1,0.0699
2012,NUTS,2010,ITI,1,0.0745
2013,NUTS,2010,ITI,1,0.0835
2014,NUTS,2010,ITI,1,0.0795
2015,NUTS,2010,ITI,1,0.0998
2016,NUTS,2010,ITI,1,0.1105
2017,NUTS,2010,ITI,1,0.1188
2018,NUTS,2010,ITI,1,0.148
2019,NUTS,2010,ITI,1,0.1628
2011,NUTS,2010,ITI1,2,0.0736
2012,NUTS,2010,ITI1,2,0.0876
2013,NUTS,2010,ITI1,2,0.0963
2014,NUTS,2010,ITI1,2,0.0865
2015,NUTS,2010,ITI1,2,0.1178
2016,NUTS,2010,ITI1,2,0.1247
2017,NUTS,2010,ITI1,2,0.1411
2018,NUTS,2010,ITI1,2,0.1847
2019,NUTS,2010,ITI1,2,0.1897
2011,NUTS,2010,ITI2,2,0.0367
2012,NUTS,2010,ITI2,2,0.0556
2013,NUTS,2010,ITI2,2,0.0544
2014,NUTS,2010,ITI2,2,0.0583
2015,NUTS,2010,ITI2,2,0.0324
2016,NUTS,2010,ITI2,2,0.0424
2017,NUTS,2010,ITI2,2,0.0592
2018,NUTS,2010,ITI2,2,0.0741
2019,NUTS,2010,ITI2,2,0.0901
2011,NUTS,2010,ITI3,2,0.0304
2012,NUTS,2010,ITI3,2,0.0322
2013,NUTS,2010,ITI3,2,0.036
2014,NUTS,2010,ITI3,2,0.0396
2015,NUTS,2010,ITI3,2,0.041
2016,NUTS,2010,ITI3,2,0.055
2017,NUTS,2010,ITI3,2,0.0792
2018,NUTS,2010,ITI3,2,0.0876
2019,NUTS,2010,ITI3,2,0.093
2011,NUTS,2010,ITI4,2,0.0841
2012,NUTS,2010,ITI4,2,0.0806
2013,NUTS,2010,ITI4,2,0.0925
2014,NUTS,2010,ITI4,2,0.0887
2015,NUTS,2010,ITI4,2,0.1139
2016,NUTS,2010,ITI4,2,0.1259
2017,NUTS,2010,ITI4,2,0.1231
2018,NUTS,2010,ITI4,2,0.15
2019,NUTS,2010,ITI4,2,0.1748
2011,NUTS,2010,LT,0,0.0616
2012,NUTS,2010,LT,0,0.0644
2013,NUTS,2010,LT,0,0.0832
2014,NUTS,2010,LT,0,0.1033
2015,NUTS,2010,LT,0,0.0793
2016,NUTS,2010,LT,0,0.0953
2017,NUTS,2010,LT,0,0.1163
2018,NUTS,2010,LT,0,0.1155
2019,NUTS,2010,LT,0,0.1474
2015,NUTS,2010,LT01,2,0.2003
2016,NUTS,2010,LT01,2,0.2283
2017,NUTS,2010,LT01,2,0.2373
2018,NUTS,2010,LT01,2,0.233
2019,NUTS,2010,LT01,2,0.3157
2015,NUTS,2010,LT02,2,0.0243
2016,NUTS,2010,LT02,2,0.031
2017,NUTS,2010,LT02,2,0.0524
2018,NUTS,2010,LT02,2,0.0526
2019,NUTS,2010,LT02,2,0.0617
2011,NUTS,2010,LU,0,0.1631
2013,NUTS,2010,LU,0,0.0988
2015,NUTS,2010,LU,0,0.0989
2017,NUTS,2010,LU,0,0.1573
2019,NUTS,2010,LU,0,0.1194
2011,NUTS,2010,LV,0,0.0601
2012,NUTS,2010,LV,0,0.0542
2013,NUTS,2010,LV,0,0.0529
2015,NUTS,2010,LV,0,0.0557
2016,NUTS,2010,LV,0,0.0512
2017,NUTS,2010,LV,0,0.0616
2018,NUTS,2010,LV,0,0.0609
2019,NUTS,2010,LV,0,0.0634
2011,NUTS,2010,ME,0,0.0314
2013,NUTS,2010,ME,0,0.0251
2014,NUTS,2010,ME,0,0.0215
2015,NUTS,2010,ME,0,0.016
2017,NUTS,2010,ME,0,0.0122
2018,NUTS,2010,ME,0,0.0207
2019,NUTS,2010,ME,0,0.0157
2011,NUTS,2010,MK,0,0.026
2012,NUTS,2010,MK,0,0.0253
2015,NUTS,2010,MK,0,0.0505
2016,NUTS,2010,MK,0,0.0575
2017,NUTS,2010,MK,0,0.0606
2018,NUTS,2010,MK,0,0.0692
2019,NUTS,2010,MK,0,0.0701
2011,NUTS,2010,MT,0,0.173
2012,NUTS,2010,MT,0,0.2138
2013,NUTS,2010,MT,0,0.1795
2014,NUTS,2010,MT,0,0.1276
2015,NUTS,2010,MT,0,0.1241
2016,NUTS,2010,MT,0,0.143
2017,NUTS,2010,MT,0,0.1555
2018,NUTS,2010,MT,0,0.1335
2019,NUTS,2010,MT,0,0.1329
2011,NUTS,2010,NL,0,0.1299
2012,NUTS,2010,NL,0,0.1648
2011,NUTS,2010,PL,0,0.0312
2012,NUTS,2010,PL,0,0.0416
2013,NUTS,2010,PL,0,0.0571
2014,NUTS,2010,PL,0,0.0636
2015,NUTS,2010,PL,0,0.0773
2016,NUTS,2010,PL,0,0.122
2017,NUTS,2010,PL,0,0.1678
2018,NUTS,2010,PL,0,0.1769
2019,NUTS,2010,PL,0,0.1791
2011,NUTS,2010,PL1,1,0.0644
2012,NUTS,2010,PL1,1,0.1014
2013,NUTS,2010,PL1,1,0.1005
2014,NUTS,2010,PL1,1,0.1062
2015,NUTS,2010,PL1,1,0.1241
2011,NUTS,2010,PL11,2,0.0236
2012,NUTS,2010,PL11,2,0.0343
2013,NUTS,2010,PL11,2,0.0387
2015,NUTS,2010,PL11,2,0.0574
2011,NUTS,2010,PL12,2,0.0524
2012,NUTS,2010,PL12,2,0.0842
2013,NUTS,2010,PL12,2,0.1334
2015,NUTS,2010,PL12,2,0.1548
2011,NUTS,2010,PL2,1,0.0267
2013,NUTS,2010,PL2,1,0.0458
2014,NUTS,2010,PL2,1,0.0527
2015,NUTS,2010,PL2,1,0.075
2016,NUTS,2010,PL2,1,0.1178
2017,NUTS,2010,PL2,1,0.15
2018,NUTS,2010,PL2,1,0.1517
2019,NUTS,2010,PL2,1,0.1711
2011,NUTS,2010,PL21,2,0.0454
2013,NUTS,2010,PL21,2,0.08
2014,NUTS,2010,PL21,2,0.087
2015,NUTS,2010,PL21,2,0.1195
2016,NUTS,2010,PL21,2,0.1832
2017,NUTS,2010,PL21,2,0.2359
2018,NUTS,2010,PL21,2,0.2265
2019,NUTS,2010,PL21,2,0.2728
2011,NUTS,2010,PL22,2,0.0135
2012,NUTS,2010,PL22,2,0.016
2013,NUTS,2010,PL22,2,0.022
2014,NUTS,2010,PL22,2,0.0283
2015,NUTS,2010,PL22,2,0.0432
2016,NUTS,2010,PL22,2,0.0699
2017,NUTS,2010,PL22,2,0.0861
2018,NUTS,2010,PL22,2,0.095
2019,NUTS,2010,PL22,2,0.0934
2011,NUTS,2010,PL3,1,0.0318
2012,NUTS,2010,PL3,1,0.0341
2013,NUTS,2010,PL3,1,0.0418
2014,NUTS,2010,PL3,1,0.0441
2015,NUTS,2010,PL3,1,0.0499
2011,NUTS,2010,PL31,2,0.0082
2012,NUTS,2010,PL31,2,0.0099
2013,NUTS,2010,PL31,2,0.0184
2014,NUTS,2010,PL31,2,0.015
2015,NUTS,2010,PL31,2,0.0282
2011,NUTS,2010,PL32,2,0.0894
2012,NUTS,2010,PL32,2,0.0891
