year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_t_pc_act_hc
2011,NUTS,2010,UKJ,1,1.549
2012,NUTS,2010,UKJ,1,1.6154
2013,NUTS,2010,UKJ,1,1.706
2014,NUTS,2010,UKJ,1,1.7406
2015,NUTS,2010,UKJ,1,1.7775
2016,NUTS,2010,UKJ,1,1.8097
2017,NUTS,2010,UKJ,1,1.7366
2018,NUTS,2010,UKJ,1,1.8195
2011,NUTS,2010,UKJ1,2,2.4906
2012,NUTS,2010,UKJ1,2,2.6255
2013,NUTS,2010,UKJ1,2,2.903
2014,NUTS,2010,UKJ1,2,2.9634
2015,NUTS,2010,UKJ1,2,2.9848
2016,NUTS,2010,UKJ1,2,3.1313
2017,NUTS,2010,UKJ1,2,2.9948
2018,NUTS,2010,UKJ1,2,3.131
2011,NUTS,2010,UKJ2,2,1.0594
2012,NUTS,2010,UKJ2,2,1.1277
2013,NUTS,2010,UKJ2,2,1.1347
2014,NUTS,2010,UKJ2,2,1.1725
2015,NUTS,2010,UKJ2,2,1.2284
2016,NUTS,2010,UKJ2,2,1.2408
2017,NUTS,2010,UKJ2,2,1.215
2018,NUTS,2010,UKJ2,2,1.2898
2011,NUTS,2010,UKJ3,2,1.741
2012,NUTS,2010,UKJ3,2,1.8206
2013,NUTS,2010,UKJ3,2,1.8513
2014,NUTS,2010,UKJ3,2,1.843
2015,NUTS,2010,UKJ3,2,1.9224
2016,NUTS,2010,UKJ3,2,1.8915
2017,NUTS,2010,UKJ3,2,1.7498
2018,NUTS,2010,UKJ3,2,1.843
2011,NUTS,2010,UKJ4,2,0.7858
2012,NUTS,2010,UKJ4,2,0.7139
2013,NUTS,2010,UKJ4,2,0.7695
2014,NUTS,2010,UKJ4,2,0.7871
2015,NUTS,2010,UKJ4,2,0.7911
2016,NUTS,2010,UKJ4,2,0.775
2017,NUTS,2010,UKJ4,2,0.7881
2018,NUTS,2010,UKJ4,2,0.7796
2011,NUTS,2010,UKK,1,1.17
2012,NUTS,2010,UKK,1,1.2066
2013,NUTS,2010,UKK,1,1.2241
2014,NUTS,2010,UKK,1,1.275
2015,NUTS,2010,UKK,1,1.2559
2016,NUTS,2010,UKK,1,1.296
2017,NUTS,2010,UKK,1,1.3161
2018,NUTS,2010,UKK,1,1.3869
2011,NUTS,2010,UKK1,2,1.7604
2012,NUTS,2010,UKK1,2,1.8235
2013,NUTS,2010,UKK1,2,1.8458
2014,NUTS,2010,UKK1,2,1.8838
2015,NUTS,2010,UKK1,2,1.8139
2016,NUTS,2010,UKK1,2,1.8699
2017,NUTS,2010,UKK1,2,1.8544
2018,NUTS,2010,UKK1,2,1.9784
2011,NUTS,2010,UKK2,2,0.3853
2012,NUTS,2010,UKK2,2,0.4115
2013,NUTS,2010,UKK2,2,0.4241
2014,NUTS,2010,UKK2,2,0.4608
2015,NUTS,2010,UKK2,2,0.5299
2016,NUTS,2010,UKK2,2,0.5412
2017,NUTS,2010,UKK2,2,0.5655
2018,NUTS,2010,UKK2,2,0.5851
2011,NUTS,2010,UKK3,2,0.1718
2012,NUTS,2010,UKK3,2,0.1713
2013,NUTS,2010,UKK3,2,0.184
2014,NUTS,2010,UKK3,2,0.1939
2015,NUTS,2010,UKK3,2,0.2171
2016,NUTS,2010,UKK3,2,0.2128
2017,NUTS,2010,UKK3,2,0.2785
2018,NUTS,2010,UKK3,2,0.2431
2011,NUTS,2010,UKK4,2,1.2036
2012,NUTS,2010,UKK4,2,1.1985
2013,NUTS,2010,UKK4,2,1.2371
2014,NUTS,2010,UKK4,2,1.3756
2015,NUTS,2010,UKK4,2,1.3186
2016,NUTS,2010,UKK4,2,1.362
2017,NUTS,2010,UKK4,2,1.3924
2018,NUTS,2010,UKK4,2,1.4369
2011,NUTS,2010,UKL,1,1.1811
2012,NUTS,2010,UKL,1,1.104
2013,NUTS,2010,UKL,1,1.1833
2014,NUTS,2010,UKL,1,1.2841
2015,NUTS,2010,UKL,1,1.1931
2016,NUTS,2010,UKL,1,1.2274
2017,NUTS,2010,UKL,1,1.2844
2018,NUTS,2010,UKL,1,1.2719
2011,NUTS,2010,UKL1,2,0.8583
2012,NUTS,2010,UKL1,2,0.8095
2013,NUTS,2010,UKL1,2,0.8919
2014,NUTS,2010,UKL1,2,1.1052
2015,NUTS,2010,UKL1,2,0.978
2016,NUTS,2010,UKL1,2,0.9925
2017,NUTS,2010,UKL1,2,1.0992
2018,NUTS,2010,UKL1,2,1.0777
2011,NUTS,2010,UKL2,2,1.7044
2012,NUTS,2010,UKL2,2,1.5861
2013,NUTS,2010,UKL2,2,1.6486
2014,NUTS,2010,UKL2,2,1.5708
2015,NUTS,2010,UKL2,2,1.5537
2016,NUTS,2010,UKL2,2,1.628
2017,NUTS,2010,UKL2,2,1.5748
2018,NUTS,2010,UKL2,2,1.5822
2011,NUTS,2010,UKM,1,1.4231
2012,NUTS,2010,UKM,1,1.4667
2013,NUTS,2010,UKM,1,1.6462
2014,NUTS,2010,UKM,1,1.6954
2015,NUTS,2010,UKM,1,1.7023
2016,NUTS,2010,UKM,1,1.8193
2017,NUTS,2010,UKM,1,1.8204
2018,NUTS,2010,UKM,1,1.8467
2012,NUTS,2010,UKM2,2,1.8814
2013,NUTS,2010,UKM2,2,2.1694
2014,NUTS,2010,UKM2,2,2.2684
2015,NUTS,2010,UKM2,2,2.479
2016,NUTS,2010,UKM2,2,2.6267
2017,NUTS,2010,UKM2,2,0.5225
2012,NUTS,2010,UKM3,2,1.2776
2013,NUTS,2010,UKM3,2,1.4253
2014,NUTS,2010,UKM3,2,1.4694
2015,NUTS,2010,UKM3,2,1.3952
2016,NUTS,2010,UKM3,2,1.4355
2017,NUTS,2010,UKM3,2,0.2789
2012,NUTS,2010,UKM5,2,2.1078
2013,NUTS,2010,UKM5,2,2.2711
2014,NUTS,2010,UKM5,2,2.1914
2015,NUTS,2010,UKM5,2,1.7422
2016,NUTS,2010,UKM5,2,2.1966
2017,NUTS,2010,UKM5,2,1.6877
2018,NUTS,2010,UKM5,2,1.8379
2012,NUTS,2010,UKM6,2,0.1158
2013,NUTS,2010,UKM6,2,0.1812
2014,NUTS,2010,UKM6,2,0.1855
2015,NUTS,2010,UKM6,2,0.1856
2016,NUTS,2010,UKM6,2,0.1872
2017,NUTS,2010,UKM6,2,0.2293
2018,NUTS,2010,UKM6,2,0.2235
2014,NUTS,2010,UKM7,2,2.4095
2015,NUTS,2010,UKM7,2,2.6194
2016,NUTS,2010,UKM7,2,2.7505
2017,NUTS,2010,UKM7,2,2.8005
2018,NUTS,2010,UKM7,2,2.8097
2014,NUTS,2010,UKM8,2,2.0481
2015,NUTS,2010,UKM8,2,1.9324
2016,NUTS,2010,UKM8,2,1.9832
2017,NUTS,2010,UKM8,2,2.0679
2018,NUTS,2010,UKM8,2,2.0
2014,NUTS,2010,UKM9,2,0.2187
2015,NUTS,2010,UKM9,2,0.1304
2016,NUTS,2010,UKM9,2,0.1472
2017,NUTS,2010,UKM9,2,0.2207
2018,NUTS,2010,UKM9,2,0.1775
2011,NUTS,2010,UKN,1,1.0194
2012,NUTS,2010,UKN,1,1.0956
2013,NUTS,2010,UKN,1,1.0122
2014,NUTS,2010,UKN,1,1.057
2015,NUTS,2010,UKN,1,1.0646
2016,NUTS,2010,UKN,1,1.1265
2017,NUTS,2010,UKN,1,1.1616
2018,NUTS,2010,UKN,1,1.1605
2011,NUTS,2010,UKN0,2,1.0194
2012,NUTS,2010,UKN0,2,1.0956
2013,NUTS,2010,UKN0,2,1.0122
2014,NUTS,2010,UKN0,2,1.057
2015,NUTS,2010,UKN0,2,1.0646
2016,NUTS,2010,UKN0,2,1.1265
2017,NUTS,2010,UKN0,2,1.1616
2018,NUTS,2010,UKN0,2,1.1605
