year,region_type,region_year_spec,region_id,region_level,population_impact_lq
2020,NUTS,2016,DE80N,3,3.36
2020,NUTS,2016,DEA22,3,0.58
2020,NUTS,2016,DEB21,3,10.51
2020,NUTS,2016,DEB32,3,2.61
2020,NUTS,2016,DK011,3,1.05
2020,NUTS,2016,DK012,3,1.73
2020,NUTS,2016,DK021,3,12.05
2020,NUTS,2016,DK031,3,1.63
2020,NUTS,2016,DK042,3,1.07
2020,NUTS,2016,EL433,3,4.55
2020,NUTS,2016,EL522,3,1.0
2020,NUTS,2016,EL632,3,2.46
2020,NUTS,2016,ES120,3,3.74
2020,NUTS,2016,ES243,3,2.05
2020,NUTS,2016,ES300,3,0.76
2020,NUTS,2016,ES432,3,6.77
2020,NUTS,2016,ES511,3,1.37
2020,NUTS,2016,ES512,3,6.67
2020,NUTS,2016,ES523,3,1.81
2020,NUTS,2016,ES614,3,1.32
2020,NUTS,2016,ES618,3,2.89
2020,NUTS,2016,ES620,3,1.06
2020,NUTS,2016,FI1B1,3,1.89
2020,NUTS,2016,FR101,3,0.6
2020,NUTS,2016,FR103,3,1.11
2020,NUTS,2016,FR104,3,1.18
2020,NUTS,2016,FRC11,3,4.75
2020,NUTS,2016,FRF31,3,1.75
2020,NUTS,2016,FRG04,3,5.25
2020,NUTS,2016,FRJ13,3,0.89
2020,NUTS,2016,FRK26,3,0.78
2020,NUTS,2016,IE051,3,2.2
2020,NUTS,2016,IE061,3,0.78
2020,NUTS,2016,ITC11,3,0.43
2020,NUTS,2016,ITC41,3,1.35
2020,NUTS,2016,ITC46,3,6.33
2020,NUTS,2016,ITC47,3,0.92
2020,NUTS,2016,ITC48,3,0.68
2020,NUTS,2016,ITC4C,3,0.4
2020,NUTS,2016,ITF14,3,2.09
2020,NUTS,2016,ITF33,3,0.5
2020,NUTS,2016,ITF47,3,0.48
2020,NUTS,2016,ITF61,3,6.59
2020,NUTS,2016,ITG13,3,1.43
2020,NUTS,2016,ITH31,3,1.6
2020,NUTS,2016,ITH36,3,0.98
2020,NUTS,2016,ITH44,3,1.68
2020,NUTS,2016,ITH54,3,1.02
2020,NUTS,2016,ITH55,3,0.92
2020,NUTS,2016,ITH56,3,1.57
2020,NUTS,2016,ITI14,3,0.39
2020,NUTS,2016,ITI32,3,2.25
2020,NUTS,2016,ITI43,3,0.13
2020,NUTS,2016,MT001,3,10.74
2020,NUTS,2016,NL113,3,1.01
2020,NUTS,2016,NL221,3,3.14
2020,NUTS,2016,NL226,3,0.21
2020,NUTS,2016,NL310,3,0.4
2020,NUTS,2016,NL329,3,1.19
2020,NUTS,2016,NL33C,3,1.87
2020,NUTS,2016,NO011,3,1.19
2020,NUTS,2016,NO012,3,3.09
2020,NUTS,2016,NO042,3,7.48
2020,NUTS,2016,NO051,3,1.07
2020,NUTS,2016,PL514,3,2.59
2020,NUTS,2016,PL613,3,2.91
2020,NUTS,2016,PL911,3,0.39
2020,NUTS,2016,PT11A,3,2.48
2020,NUTS,2016,PT11D,3,49.39
2020,NUTS,2016,PT16E,3,2.3
2020,NUTS,2016,PT170,3,1.14
2020,NUTS,2016,RS110,3,3.58
2020,NUTS,2016,SE110,3,2.85
2020,NUTS,2016,SE121,3,0.58
2020,NUTS,2016,SE124,3,4.33
2020,NUTS,2016,SE224,3,1.5
2020,NUTS,2016,SE232,3,1.08
2020,NUTS,2016,SE331,3,3.11
2020,NUTS,2016,TR100,3,0.7
2020,NUTS,2016,UKD33,3,0.99
2020,NUTS,2016,UKD34,3,2.28
2020,NUTS,2016,UKD44,3,1.31
2020,NUTS,2016,UKD72,3,0.83
2020,NUTS,2016,UKE21,3,0.9
2020,NUTS,2016,UKE31,3,13.35
2020,NUTS,2016,UKE32,3,0.57
2020,NUTS,2016,UKE42,3,0.83
2020,NUTS,2016,UKF21,3,1.79
2020,NUTS,2016,UKF22,3,2.98
2020,NUTS,2016,UKG13,3,0.55
2020,NUTS,2016,UKG31,3,0.28
2020,NUTS,2016,UKG39,3,3.45
2020,NUTS,2016,UKH12,3,1.26
2020,NUTS,2016,UKH15,3,82.32
2020,NUTS,2016,UKH17,3,1.83
2020,NUTS,2016,UKH23,3,0.42
2020,NUTS,2016,UKH25,3,6.59
2020,NUTS,2016,UKI31,3,3.65
2020,NUTS,2016,UKI32,3,1.56
2020,NUTS,2016,UKI33,3,2.02
2020,NUTS,2016,UKI42,3,2.49
2020,NUTS,2016,UKI44,3,1.29
2020,NUTS,2016,UKI51,3,3.89
2020,NUTS,2016,UKI75,3,6.02
2020,NUTS,2016,UKJ11,3,1.73
2020,NUTS,2016,UKJ14,3,1.84
2020,NUTS,2016,UKJ22,3,1.8
2020,NUTS,2016,UKJ25,3,0.73
2020,NUTS,2016,UKJ32,3,3.02
2020,NUTS,2016,UKK11,3,2.69
2020,NUTS,2016,UKK12,3,1.09
2020,NUTS,2016,UKK43,3,4.51
2020,NUTS,2016,UKL18,3,2.63
2020,NUTS,2016,UKL21,3,14.97
2020,NUTS,2016,UKL22,3,0.98
2020,NUTS,2016,UKM50,3,1.53
2020,NUTS,2016,UKM72,3,3.58
2020,NUTS,2016,UKM75,3,1.03
2020,NUTS,2016,UKM82,3,2.24
2020,NUTS,2016,UKN06,3,0.96
2021,NUTS,2021,CH,0,0.96
2021,NUTS,2021,CY,0,4.99
2021,NUTS,2021,DE,0,1.28
2021,NUTS,2021,FR,0,0.7
2021,NUTS,2021,IT,0,0.14
2021,NUTS,2021,MT,0,28.16
2021,NUTS,2021,NL,0,0.37
2021,NUTS,2021,NO,0,1.39
2021,NUTS,2021,PL,0,2.48
2021,NUTS,2021,UK,0,2.17
2021,NUTS,2021,CH0,1,0.96
2021,NUTS,2021,CY0,1,4.99
2021,NUTS,2021,DE1,1,3.89
2021,NUTS,2021,DE3,1,2.79
2021,NUTS,2021,DED,1,5.35
2021,NUTS,2021,FRF,1,5.34
2021,NUTS,2021,FRL,1,4.09
2021,NUTS,2021,ITH,1,0.65
2021,NUTS,2021,MT0,1,28.16
2021,NUTS,2021,NL4,1,3.14
2021,NUTS,2021,NO0,1,1.39
2021,NUTS,2021,PL6,1,7.14
2021,NUTS,2021,PL8,1,15.6
2021,NUTS,2021,UKD,1,1.49
2021,NUTS,2021,UKE,1,1.12
2021,NUTS,2021,UKF,1,1.13
2021,NUTS,2021,UKG,1,1.02
2021,NUTS,2021,UKH,1,0.56
2021,NUTS,2021,UKI,1,2.88
2021,NUTS,2021,UKJ,1,2.69
2021,NUTS,2021,UKK,1,2.32
2021,NUTS,2021,UKL,1,1.94
2021,NUTS,2021,UKM,1,4.94
2021,NUTS,2021,CH04,2,3.66
2021,NUTS,2021,CY00,2,4.99
2021,NUTS,2021,DE14,2,10.51
2021,NUTS,2021,DE30,2,2.79
2021,NUTS,2021,DED5,2,18.66
2021,NUTS,2021,FRF1,2,9.39
2021,NUTS,2021,FRL0,2,4.09
2021,NUTS,2021,ITH3,2,1.66
2021,NUTS,2021,MT00,2,28.16
2021,NUTS,2021,NL42,2,4.89
2021,NUTS,2021,NO08,2,2.44
2021,NUTS,2021,PL61,2,29.25
2021,NUTS,2021,PL84,2,48.28
2021,NUTS,2021,UKD3,2,1.5
2021,NUTS,2021,UKD7,2,1.92
2021,NUTS,2021,UKE4,2,2.52
2021,NUTS,2021,UKF2,2,2.48
2021,NUTS,2021,UKG1,2,4.37
2021,NUTS,2021,UKH1,2,0.77
2021,NUTS,2021,UKI3,2,3.53
2021,NUTS,2021,UKJ1,2,3.53
2021,NUTS,2021,UKJ3,2,2.54
2021,NUTS,2021,UKK1,2,1.61
2021,NUTS,2021,UKK4,2,5.55
2021,NUTS,2021,UKL2,2,2.96
2021,NUTS,2021,UKM7,2,3.89
2021,NUTS,2021,UKM8,2,8.11
2021,NUTS,2021,CH040,3,3.66
2021,NUTS,2021,CY000,3,4.99
2021,NUTS,2021,DE142,3,20.1
2021,NUTS,2021,DE300,3,2.79
2021,NUTS,2021,DED51,3,18.66
2021,NUTS,2021,FRF11,3,9.88
2021,NUTS,2021,FRL04,3,4.21
2021,NUTS,2021,ITH36,3,2.43
2021,NUTS,2021,MT001,3,28.16
2021,NUTS,2021,NL423,3,4.89
2021,NUTS,2021,NO081,3,2.8
2021,NUTS,2021,PL613,3,29.25
2021,NUTS,2021,PL841,3,49.06
2021,NUTS,2021,UKD33,3,1.77
2021,NUTS,2021,UKD72,3,1.99
2021,NUTS,2021,UKE42,3,3.31
2021,NUTS,2021,UKF21,3,2.85
2021,NUTS,2021,UKG13,3,4.55
2021,NUTS,2021,UKH12,3,0.88
2021,NUTS,2021,UKI31,3,7.74
2021,NUTS,2021,UKI33,3,3.35
2021,NUTS,2021,UKJ14,3,3.79
2021,NUTS,2021,UKJ32,3,3.54
2021,NUTS,2021,UKK11,3,2.18
2021,NUTS,2021,UKK43,3,6.11
2021,NUTS,2021,UKL21,3,23.4
2021,NUTS,2021,UKM75,3,5.04
2021,NUTS,2021,UKM82,3,8.73
