year,region_type,region_year_spec,region_id,region_level,antibodies_lq
2020,NUTS,2016,UKJ27,3,51.66
2020,NUTS,2016,UKJ32,3,0.84
2020,NUTS,2016,UKJ41,3,82.66
2020,NUTS,2016,UKJ44,3,6.08
2020,NUTS,2016,UKL22,3,1.65
2020,NUTS,2016,UKM71,3,4.95
2020,NUTS,2016,UKM75,3,2.07
2020,NUTS,2016,UKM84,3,39.36
2021,NUTS,2021,AT,0,10.66
2021,NUTS,2021,CH,0,0.82
2021,NUTS,2021,CY,0,8.52
2021,NUTS,2021,DE,0,1.56
2021,NUTS,2021,DK,0,1.38
2021,NUTS,2021,ES,0,0.93
2021,NUTS,2021,FI,0,3.59
2021,NUTS,2021,IE,0,2.5
2021,NUTS,2021,NL,0,2.53
2021,NUTS,2021,SE,0,5.19
2021,NUTS,2021,UK,0,0.44
2021,NUTS,2021,AT1,1,11.42
2021,NUTS,2021,AT3,1,17.39
2021,NUTS,2021,CH0,1,0.82
2021,NUTS,2021,CY0,1,8.52
2021,NUTS,2021,DE1,1,4.44
2021,NUTS,2021,DE6,1,6.74
2021,NUTS,2021,DEA,1,3.43
2021,NUTS,2021,DK0,1,1.38
2021,NUTS,2021,ES5,1,2.99
2021,NUTS,2021,FI1,1,3.59
2021,NUTS,2021,IE0,1,2.5
2021,NUTS,2021,NL2,1,2.67
2021,NUTS,2021,NL3,1,3.39
2021,NUTS,2021,SE1,1,7.77
2021,NUTS,2021,UKG,1,1.75
2021,NUTS,2021,UKH,1,0.95
2021,NUTS,2021,UKI,1,0.41
2021,NUTS,2021,UKJ,1,0.77
2021,NUTS,2021,AT12,2,25.0
2021,NUTS,2021,AT13,2,9.67
2021,NUTS,2021,AT33,2,27.08
2021,NUTS,2021,CH04,2,3.13
2021,NUTS,2021,CY00,2,8.52
2021,NUTS,2021,DE14,2,11.98
2021,NUTS,2021,DE60,2,6.74
2021,NUTS,2021,DEA2,2,6.34
2021,NUTS,2021,DK01,2,2.58
2021,NUTS,2021,ES51,2,2.08
2021,NUTS,2021,ES52,2,5.63
2021,NUTS,2021,FI1B,2,6.55
2021,NUTS,2021,IE06,2,4.22
2021,NUTS,2021,NL22,2,2.96
2021,NUTS,2021,NL31,2,10.9
2021,NUTS,2021,NL32,2,3.22
2021,NUTS,2021,SE11,2,8.85
2021,NUTS,2021,SE12,2,5.22
2021,NUTS,2021,UKG3,2,2.68
2021,NUTS,2021,UKH1,2,1.32
2021,NUTS,2021,UKI3,2,0.5
2021,NUTS,2021,UKJ1,2,1.21
2021,NUTS,2021,AT127,3,59.09
2021,NUTS,2021,AT130,3,9.67
2021,NUTS,2021,AT332,3,27.23
2021,NUTS,2021,CH040,3,3.13
2021,NUTS,2021,CY000,3,8.52
2021,NUTS,2021,DE142,3,22.91
2021,NUTS,2021,DE600,3,6.74
2021,NUTS,2021,DEA23,3,25.49
2021,NUTS,2021,DK011,3,3.12
2021,NUTS,2021,ES511,3,2.27
2021,NUTS,2021,ES523,3,8.13
2021,NUTS,2021,FI1B1,3,6.55
2021,NUTS,2021,IE061,3,4.91
2021,NUTS,2021,NL226,3,3.25
2021,NUTS,2021,NL310,3,10.9
2021,NUTS,2021,NL329,3,3.24
2021,NUTS,2021,SE110,3,8.85
2021,NUTS,2021,SE121,3,8.33
2021,NUTS,2021,UKG31,3,3.39
2021,NUTS,2021,UKH12,3,1.51
2021,NUTS,2021,UKI33,3,1.91
2021,NUTS,2021,UKJ14,3,1.3
