year,region_type,region_year_spec,region_id,region_level,patient_impact_lq
2020,NUTS,2016,TR5,1,0.58
2020,NUTS,2016,TR8,1,3.08
2020,NUTS,2016,UKC,1,1.75
2020,NUTS,2016,UKD,1,1.42
2020,NUTS,2016,UKE,1,1.72
2020,NUTS,2016,UKF,1,1.86
2020,NUTS,2016,UKG,1,1.77
2020,NUTS,2016,UKH,1,0.88
2020,NUTS,2016,UKI,1,1.93
2020,NUTS,2016,UKJ,1,1.85
2020,NUTS,2016,UKK,1,2.61
2020,NUTS,2016,UKL,1,2.44
2020,NUTS,2016,UKM,1,1.21
2020,NUTS,2016,BE10,2,1.29
2020,NUTS,2016,BE21,2,2.83
2020,NUTS,2016,BE32,2,4.89
2020,NUTS,2016,CH01,2,0.6
2020,NUTS,2016,CH02,2,0.6
2020,NUTS,2016,CH03,2,1.22
2020,NUTS,2016,CH04,2,0.48
2020,NUTS,2016,DE12,2,2.23
2020,NUTS,2016,DE13,2,0.85
2020,NUTS,2016,DE21,2,0.53
2020,NUTS,2016,DE30,2,0.69
2020,NUTS,2016,DE71,2,2.61
2020,NUTS,2016,DEA2,2,0.31
2020,NUTS,2016,DEA3,2,3.91
2020,NUTS,2016,DEA5,2,1.26
2020,NUTS,2016,DED4,2,0.48
2020,NUTS,2016,DK01,2,2.47
2020,NUTS,2016,DK03,2,1.11
2020,NUTS,2016,EL30,2,2.15
2020,NUTS,2016,EL51,2,5.23
2020,NUTS,2016,EL52,2,2.74
2020,NUTS,2016,ES30,2,0.59
2020,NUTS,2016,ES41,2,1.84
2020,NUTS,2016,ES51,2,2.22
2020,NUTS,2016,ES52,2,0.61
2020,NUTS,2016,FI1B,2,1.29
2020,NUTS,2016,FR10,2,0.75
2020,NUTS,2016,FRF1,2,1.3
2020,NUTS,2016,FRK2,2,0.84
2020,NUTS,2016,HR04,2,4.65
2020,NUTS,2016,IE04,2,1.77
2020,NUTS,2016,IE05,2,1.09
2020,NUTS,2016,IS00,2,1.66
2020,NUTS,2016,ITC1,2,0.49
2020,NUTS,2016,ITC4,2,0.85
2020,NUTS,2016,ITG1,2,0.8
2020,NUTS,2016,ITH3,2,0.61
2020,NUTS,2016,ITH5,2,0.9
2020,NUTS,2016,ITI1,2,0.82
2020,NUTS,2016,ITI4,2,0.35
2020,NUTS,2016,LV00,2,3.41
2020,NUTS,2016,NL11,2,0.69
2020,NUTS,2016,NL31,2,2.17
2020,NUTS,2016,NL32,2,0.32
2020,NUTS,2016,NL33,2,1.79
2020,NUTS,2016,NO01,2,1.44
2020,NUTS,2016,NO03,2,15.68
2020,NUTS,2016,NO05,2,1.46
2020,NUTS,2016,NO06,2,1.52
2020,NUTS,2016,PT11,2,2.63
2020,NUTS,2016,PT17,2,1.55
2020,NUTS,2016,SE11,2,2.43
2020,NUTS,2016,SE22,2,1.98
2020,NUTS,2016,SE23,2,3.63
2020,NUTS,2016,TR10,2,2.85
2020,NUTS,2016,TR42,2,3.75
2020,NUTS,2016,TR51,2,0.63
2020,NUTS,2016,TR83,2,5.57
2020,NUTS,2016,UKC1,2,0.96
2020,NUTS,2016,UKC2,2,2.95
2020,NUTS,2016,UKD3,2,1.47
2020,NUTS,2016,UKD4,2,1.31
2020,NUTS,2016,UKD7,2,1.46
2020,NUTS,2016,UKE1,2,4.53
2020,NUTS,2016,UKE2,2,1.22
2020,NUTS,2016,UKE3,2,0.74
2020,NUTS,2016,UKE4,2,2.2
2020,NUTS,2016,UKF1,2,2.29
2020,NUTS,2016,UKF2,2,1.53
2020,NUTS,2016,UKG1,2,0.72
2020,NUTS,2016,UKG2,2,7.6
2020,NUTS,2016,UKG3,2,1.26
2020,NUTS,2016,UKH1,2,0.77
2020,NUTS,2016,UKH2,2,0.51
2020,NUTS,2016,UKH3,2,5.03
2020,NUTS,2016,UKI3,2,2.01
2020,NUTS,2016,UKI4,2,2.06
2020,NUTS,2016,UKJ1,2,1.63
2020,NUTS,2016,UKJ2,2,1.57
2020,NUTS,2016,UKJ3,2,3.5
2020,NUTS,2016,UKK1,2,1.63
2020,NUTS,2016,UKK2,2,3.66
2020,NUTS,2016,UKK3,2,17.29
2020,NUTS,2016,UKK4,2,4.16
2020,NUTS,2016,UKL2,2,3.64
2020,NUTS,2016,UKM7,2,1.35
2020,NUTS,2016,UKM8,2,1.25
2020,NUTS,2016,BE100,3,1.29
2020,NUTS,2016,BE213,3,11.97
2020,NUTS,2016,BE323,3,4.89
2020,NUTS,2016,CH011,3,0.44
2020,NUTS,2016,CH013,3,0.76
2020,NUTS,2016,CH021,3,0.73
2020,NUTS,2016,CH031,3,1.34
2020,NUTS,2016,CH040,3,0.48
2020,NUTS,2016,DE125,3,3.54
2020,NUTS,2016,DE131,3,1.04
2020,NUTS,2016,DE212,3,0.53
2020,NUTS,2016,DE300,3,0.69
2020,NUTS,2016,DE712,3,2.3
2020,NUTS,2016,DE71C,3,14.66
2020,NUTS,2016,DEA2D,3,1.36
2020,NUTS,2016,DEA33,3,3.91
2020,NUTS,2016,DEA51,3,1.71
2020,NUTS,2016,DED41,3,0.58
2020,NUTS,2016,DK011,3,2.87
2020,NUTS,2016,DK012,3,1.18
2020,NUTS,2016,DK031,3,1.11
2020,NUTS,2016,EL303,3,2.2
2020,NUTS,2016,EL512,3,5.23
2020,NUTS,2016,EL522,3,2.74
2020,NUTS,2016,ES300,3,0.59
2020,NUTS,2016,ES418,3,10.14
2020,NUTS,2016,ES511,3,2.4
2020,NUTS,2016,ES523,3,0.83
2020,NUTS,2016,FI1B1,3,1.29
2020,NUTS,2016,FR101,3,0.41
2020,NUTS,2016,FR104,3,1.07
2020,NUTS,2016,FRF11,3,1.35
2020,NUTS,2016,FRK24,3,8.54
2020,NUTS,2016,HR041,3,5.08
2020,NUTS,2016,IE042,3,1.83
2020,NUTS,2016,IE053,3,2.03
2020,NUTS,2016,IS001,3,1.69
2020,NUTS,2016,ITC11,3,0.58
2020,NUTS,2016,ITC46,3,8.64
2020,NUTS,2016,ITC47,3,2.5
2020,NUTS,2016,ITC48,3,2.77
2020,NUTS,2016,ITC4C,3,0.43
2020,NUTS,2016,ITG13,3,1.95
2020,NUTS,2016,ITH31,3,2.19
2020,NUTS,2016,ITH54,3,1.4
2020,NUTS,2016,ITH55,3,1.25
2020,NUTS,2016,ITI14,3,1.07
2020,NUTS,2016,ITI19,3,1.94
2020,NUTS,2016,ITI43,3,0.36
2020,NUTS,2016,LV006,3,3.49
2020,NUTS,2016,NL113,3,0.69
2020,NUTS,2016,NL310,3,2.17
2020,NUTS,2016,NL329,3,0.33
2020,NUTS,2016,NL337,3,2.01
2020,NUTS,2016,NL33C,3,2.56
2020,NUTS,2016,NO011,3,1.63
2020,NUTS,2016,NO032,3,25.93
2020,NUTS,2016,NO051,3,1.46
2020,NUTS,2016,NO060,3,1.52
2020,NUTS,2016,PT11A,3,3.39
2020,NUTS,2016,PT170,3,1.55
2020,NUTS,2016,SE110,3,2.43
2020,NUTS,2016,SE224,3,2.04
2020,NUTS,2016,SE232,3,3.69
2020,NUTS,2016,TR100,3,2.85
2020,NUTS,2016,TR423,3,29.32
2020,NUTS,2016,TR510,3,0.63
2020,NUTS,2016,TR834,3,37.46
2020,NUTS,2016,UKC14,3,1.2
2020,NUTS,2016,UKC22,3,3.09
2020,NUTS,2016,UKD33,3,1.35
2020,NUTS,2016,UKD34,3,3.11
2020,NUTS,2016,UKD45,3,13.22
2020,NUTS,2016,UKD72,3,1.51
2020,NUTS,2016,UKE11,3,5.35
2020,NUTS,2016,UKE21,3,1.23
2020,NUTS,2016,UKE32,3,0.78
2020,NUTS,2016,UKE42,3,2.82
2020,NUTS,2016,UKF14,3,2.32
2020,NUTS,2016,UKF16,3,3.57
2020,NUTS,2016,UKF21,3,1.83
2020,NUTS,2016,UKG13,3,0.76
2020,NUTS,2016,UKG24,3,9.92
2020,NUTS,2016,UKG31,3,1.52
2020,NUTS,2016,UKH12,3,0.86
2020,NUTS,2016,UKH23,3,0.58
2020,NUTS,2016,UKH31,3,26.97
2020,NUTS,2016,UKH37,3,134.86
2020,NUTS,2016,UKI31,3,2.66
2020,NUTS,2016,UKI32,3,1.31
2020,NUTS,2016,UKI33,3,1.77
2020,NUTS,2016,UKI34,3,4.31
2020,NUTS,2016,UKI42,3,2.43
2020,NUTS,2016,UKI44,3,1.76
2020,NUTS,2016,UKJ11,3,2.36
2020,NUTS,2016,UKJ14,3,1.63
2020,NUTS,2016,UKJ22,3,1.23
2020,NUTS,2016,UKJ25,3,1.99
2020,NUTS,2016,UKJ32,3,3.44
2020,NUTS,2016,UKJ36,3,2.76
2020,NUTS,2016,UKJ37,3,17.74
2020,NUTS,2016,UKK11,3,2.3
2020,NUTS,2016,UKK21,3,4.82
2020,NUTS,2016,UKK30,3,17.29
2020,NUTS,2016,UKK43,3,4.4
2020,NUTS,2016,UKL22,3,4.03
2020,NUTS,2016,UKM73,3,24.97
2020,NUTS,2016,UKM75,3,1.41
2020,NUTS,2016,UKM82,3,1.31
2021,NUTS,2021,BG,0,21.37
2021,NUTS,2021,CH,0,1.87
2021,NUTS,2021,DE,0,0.24
2021,NUTS,2021,DK,0,2.08
2021,NUTS,2021,EL,0,1.55
2021,NUTS,2021,ES,0,0.35
2021,NUTS,2021,FI,0,2.71
2021,NUTS,2021,IT,0,1.24
2021,NUTS,2021,NL,0,0.48
2021,NUTS,2021,NO,0,5.39
2021,NUTS,2021,SE,0,3.93
2021,NUTS,2021,UK,0,1.24
2021,NUTS,2021,BG3,1,218.43
2021,NUTS,2021,CH0,1,1.87
2021,NUTS,2021,DED,1,3.45
2021,NUTS,2021,DK0,1,2.08
2021,NUTS,2021,EL5,1,5.8
2021,NUTS,2021,ES3,1,0.96
2021,NUTS,2021,FI1,1,2.71
2021,NUTS,2021,ITC,1,1.92
2021,NUTS,2021,ITH,1,1.67
2021,NUTS,2021,ITI,1,0.77
2021,NUTS,2021,NL3,1,0.85
2021,NUTS,2021,NO0,1,5.39
2021,NUTS,2021,SE1,1,3.53
2021,NUTS,2021,SE2,1,5.93
2021,NUTS,2021,UKE,1,2.88
2021,NUTS,2021,UKG,1,1.32
2021,NUTS,2021,UKH,1,0.72
2021,NUTS,2021,UKI,1,1.55
2021,NUTS,2021,UKJ,1,2.32
2021,NUTS,2021,UKL,1,2.51
2021,NUTS,2021,UKM,1,0.91
2021,NUTS,2021,BG31,2,491.47
2021,NUTS,2021,CH01,2,4.6
2021,NUTS,2021,DED5,2,12.06
2021,NUTS,2021,DK01,2,3.9
2021,NUTS,2021,EL52,2,9.02
2021,NUTS,2021,ES30,2,0.96
2021,NUTS,2021,FI1B,2,4.95
2021,NUTS,2021,ITC1,2,3.1
2021,NUTS,2021,ITC3,2,4.34
2021,NUTS,2021,ITC4,2,1.3
2021,NUTS,2021,ITH3,2,2.15
2021,NUTS,2021,ITH5,2,2.07
2021,NUTS,2021,ITI1,2,2.59
2021,NUTS,2021,NL31,2,4.12
2021,NUTS,2021,NO08,2,6.32
2021,NUTS,2021,NO0A,2,8.7
2021,NUTS,2021,SE11,2,5.02
2021,NUTS,2021,SE22,2,7.1
2021,NUTS,2021,SE23,2,5.71
2021,NUTS,2021,UKE3,2,4.89
2021,NUTS,2021,UKE4,2,3.25
2021,NUTS,2021,UKG3,2,2.03
2021,NUTS,2021,UKH1,2,1.0
2021,NUTS,2021,UKI3,2,1.9
2021,NUTS,2021,UKJ1,2,3.65
2021,NUTS,2021,UKL2,2,3.83
2021,NUTS,2021,UKM8,2,2.62
2021,NUTS,2021,BG314,3,491.47
2021,NUTS,2021,CH011,3,8.02
2021,NUTS,2021,CH013,3,2.49
2021,NUTS,2021,DED51,3,12.06
2021,NUTS,2021,DK011,3,4.72
2021,NUTS,2021,EL522,3,9.02
2021,NUTS,2021,ES300,3,0.96
2021,NUTS,2021,FI1B1,3,4.95
2021,NUTS,2021,ITC11,3,3.71
2021,NUTS,2021,ITC33,3,4.34
2021,NUTS,2021,ITC47,3,9.14
2021,NUTS,2021,ITC4C,3,0.85
2021,NUTS,2021,ITH36,3,3.15
2021,NUTS,2021,ITH55,3,4.79
2021,NUTS,2021,ITI14,3,6.22
2021,NUTS,2021,NL310,3,4.12
2021,NUTS,2021,NO081,3,7.23
2021,NUTS,2021,NO0A2,3,10.74
2021,NUTS,2021,SE110,3,5.02
2021,NUTS,2021,SE224,3,7.56
2021,NUTS,2021,SE232,3,5.75
2021,NUTS,2021,UKE32,3,5.15
2021,NUTS,2021,UKE42,3,4.27
2021,NUTS,2021,UKG31,3,2.56
2021,NUTS,2021,UKH12,3,1.14
2021,NUTS,2021,UKI32,3,2.19
2021,NUTS,2021,UKI33,3,4.34
2021,NUTS,2021,UKJ14,3,3.92
2021,NUTS,2021,UKL22,3,4.42
2021,NUTS,2021,UKM82,3,2.82
